LOCALITY_PID,LOCALITY_NAME,RA_CODE_2021,RA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
loc4e010f7e083b,Lake Tabourie,11,Inner Regional Australia,1,Good,Good,0
loc4e043309efe0,Wallaroo Plain,42,Outer Regional Australia,1,Good,Good,0
loc4e07cec4cde4,Narre Warren East,20,Major Cities of Australia,1,Good,Good,0
loc4e0bddab46e2,Doon Doon,11,Inner Regional Australia,1,Good,Good,0
loc4e0cff58457d,Poowong,21,Inner Regional Australia,1,Good,Good,0
loc4e0ec921c389,Byford,50,Major Cities of Australia,1,Good,Good,0
loc4e0f1850dd66,Tambar Springs,12,Outer Regional Australia,1,Good,Good,0
loc4e1417b98bd7,Mumberkine,52,Outer Regional Australia,1,Good,Good,0
loc4e18fa9707a2,Calder,62,Outer Regional Australia,1,Good,Good,0
loc4e1f879375bc,Westons Flat,43,Remote Australia,1,Good,Good,0
loc4e2a2e2f9d4b,Pambula Beach,12,Outer Regional Australia,1,Good,Good,0
loc4e2c092b0284,Woolsthorpe,21,Inner Regional Australia,1,Good,Good,0
loc4e3db22abc44,Ban Ban,32,Outer Regional Australia,1,Good,Good,0
loc4e49b0eb5e55,Wilston,30,Major Cities of Australia,1,Good,Good,0
loc4e58e485c160,Queensferry,21,Inner Regional Australia,1,Good,Good,0
loc4e5ce0c423cc,Johanna,22,Outer Regional Australia,1,Good,Good,0
loc4e5e5fcf5681,Brooman,11,Inner Regional Australia,1,Good,Good,0
loc4e64c9f7a727,Jerangle,12,Outer Regional Australia,1,Good,Good,0
loc4e6d9830aae4,Stawell,21,Inner Regional Australia,1,Good,Good,0
loc4e7bb0f13455,Lerida,11,Inner Regional Australia,1,Good,Good,0
loc4e8b08e2b5cf,Kogan,32,Outer Regional Australia,1,Good,Good,0
loc4e98b2249feb,Macorna North,22,Outer Regional Australia,1,Good,Good,0
loc4e9e451f1fb5,Stony Creek,31,Inner Regional Australia,1,Good,Good,0
loc4ea040922166,Weeaproinah,22,Outer Regional Australia,1,Good,Good,0
loc4ea671634028,Regents Park,30,Major Cities of Australia,1,Good,Good,0
loc4ea8186b6f3a,Shellharbour,10,Major Cities of Australia,1,Good,Good,0
loc4ea843229e58,Kiwarrak,11,Inner Regional Australia,1,Good,Good,0
loc4eaf1609aca1,Palmer,51,Inner Regional Australia,1,Good,Good,0
loc4eb3fb54fa57,Port Campbell,22,Outer Regional Australia,1,Good,Good,0
loc4ebe03b75c70,Tinpot,12,Outer Regional Australia,1,Good,Good,0
loc4ebe9e5004d5,Redgate,51,Inner Regional Australia,1,Good,Good,0
loc4ec1ea750ace,Dookie College,21,Inner Regional Australia,1,Good,Good,0
loc4eca30c91a01,Stockyard Creek,41,Inner Regional Australia,1,Good,Good,0
loc4eca47859dbe,Buffalo Creek,72,Outer Regional Australia,1,Good,Good,0
loc4ecc428721f9,Gooroc,22,Outer Regional Australia,1,Good,Good,0
loc4ed8f3504d55,Berlang,11,Inner Regional Australia,0.1578947,Good,Good,0
loc4ed8f3504d55,Berlang,12,Outer Regional Australia,0.8421053,Good,Good,0
loc4edcf6b763ad,Talegalla Weir,31,Inner Regional Australia,1,Good,Good,0
loc4ee53c9e73be,Arafura Sea,34,Very Remote Australia,1,Good,Good,0
loc4ee57a16359b,Singleton,50,Major Cities of Australia,1,Good,Good,0
loc4ef606e2b7dc,Casey,80,Major Cities of Australia,1,Good,Good,0
loc4efda4bf84fc,Booerie Creek,11,Inner Regional Australia,1,Good,Good,0
loc4efde728f5fe,Carrolup,52,Outer Regional Australia,1,Good,Good,0
loc4f022fc996ab,Kooringal,11,Inner Regional Australia,1,Good,Good,0
loc4f02ecfcdbe3,Myrtle Springs,44,Very Remote Australia,1,Good,Good,0
loc4f0a56ce781b,Guijar Islet,34,Very Remote Australia,1,Good,Good,0
loc4f0d478ab62b,Oxley,80,Major Cities of Australia,1,Good,Good,0
loc4f0f31280a2e,Flinders Lakes,31,Inner Regional Australia,1,Good,Good,0
loc4f14664a6ce1,Neurea,12,Outer Regional Australia,1,Good,Good,0
loc4f1528620c86,Heath Hill,21,Inner Regional Australia,1,Good,Good,0
loc4f166914c046,Rockleigh,41,Inner Regional Australia,1,Good,Good,0
loc4f184203719a,Verran,43,Remote Australia,1,Good,Good,0
loc4f18ec0fcd73,Millers Point,10,Major Cities of Australia,1,Good,Good,0
loc4f19d372884e,Apollo Bay,62,Outer Regional Australia,1,Good,Good,0
loc4f1ba80b2e43,Elphinstone,33,Remote Australia,1,Good,Good,0
loc4f2373b92604,Kensington,50,Major Cities of Australia,1,Good,Good,0
loc4f29029b510a,Cundare North,21,Inner Regional Australia,0.7051935,Good,Good,0
loc4f29029b510a,Cundare North,22,Outer Regional Australia,0.2948065,Good,Good,0
loc4f2e45a0cb1a,Parkside,40,Major Cities of Australia,1,Good,Good,0
loc4f31002cc7df,Bungal,21,Inner Regional Australia,1,Good,Good,0
loc4f357d27d902,Keilor East,20,Major Cities of Australia,1,Good,Good,0
loc4f3728f8eede,Telford,21,Inner Regional Australia,1,Good,Good,0
loc4f37b750b8db,Highbury,34,Very Remote Australia,1,Good,Good,0
loc4f3a492eb674,Dudley,10,Major Cities of Australia,1,Good,Good,0
loc4f3c4b0633fc,Avondale,31,Inner Regional Australia,1,Good,Good,0
loc4f3f75db1e1f,Bandy Creek,53,Remote Australia,1,Good,Good,0
loc4f422be5912d,McKellars Park,11,Inner Regional Australia,1,Good,Good,0
loc4f479d86677e,Green Gully,21,Inner Regional Australia,1,Good,Good,0
loc4f49972ef271,Flat Tops,11,Inner Regional Australia,1,Good,Good,0
loc4f4b52c314cb,Dapto,10,Major Cities of Australia,1,Good,Good,0
loc4f4e6d60dfd5,Echunga,41,Inner Regional Australia,1,Good,Good,0
loc4f58d1418181,Queanbeyan,10,Major Cities of Australia,1,Good,Good,0
loc4f5a9781c984,Gunbower,22,Outer Regional Australia,1,Good,Good,0
loc4f614a6deb17,Meadowbank,62,Outer Regional Australia,1,Good,Good,0
loc4f7305cbe3dd,Bergalia,12,Outer Regional Australia,1,Good,Good,0
loc4f79a4d9f330,Yarragadee,52,Outer Regional Australia,1,Good,Good,0
loc4f7dd2d80f79,Cape Pillar,62,Outer Regional Australia,1,Good,Good,0
loc4f7f2bb06f61,Gangalidda,34,Very Remote Australia,1,Good,Good,0
loc4f8196f8bad8,Mountain River,61,Inner Regional Australia,1.65E-05,Good,Good,1
loc4f8196f8bad8,Mountain River,62,Outer Regional Australia,0.9999835,Good,Good,0
loc4f825618c621,Diglum,32,Outer Regional Australia,1,Good,Good,0
loc4f833f9c41a4,Langi Kal Kal,21,Inner Regional Australia,1,Good,Good,0
loc4f85fc811992,Boolburra,32,Outer Regional Australia,1,Good,Good,0
loc4f860d3757eb,Woosang,22,Outer Regional Australia,1,Good,Good,0
loc4f941a4a61fc,Queens Domain,61,Inner Regional Australia,1,Good,Good,0
loc4f9e83310927,Catalina,11,Inner Regional Australia,1,Good,Good,0
loc4fa4b090ce9e,Hawthorn East,20,Major Cities of Australia,1,Good,Good,0
loc4fb7fb6a1d66,Surf Beach,11,Inner Regional Australia,1,Good,Good,0
loc4fbbfa844d68,Bannerton,22,Outer Regional Australia,1,Good,Good,0
loc4fbc420df455,Coquette Point,32,Outer Regional Australia,1,Good,Good,0
loc4fbd0affe7a4,Scrub Creek,31,Inner Regional Australia,1,Good,Good,0
loc4fbe039325b4,Bulgun,32,Outer Regional Australia,1,Good,Good,0
loc4fbe8e7f70da,Strathdale,21,Inner Regional Australia,1,Good,Good,0
loc4fc200708e5d,Mutawintji,13,Remote Australia,1,Good,Good,0
loc4fc2eee20834,Paradise,62,Outer Regional Australia,1,Good,Good,0
loc4fc705f029ee,Warburto,42,Outer Regional Australia,1,Good,Good,0
loc4fc9e7148206,Copeland,12,Outer Regional Australia,1,Good,Good,0
loc4fe35ea91cb0,Nullica,12,Outer Regional Australia,1,Good,Good,0
loc4fe698f3cd1c,Thornlie,50,Major Cities of Australia,1,Good,Good,0
loc4feb7c8b1855,Nundle,12,Outer Regional Australia,1,Good,Good,0
loc4ff01cf81d90,Badja,12,Outer Regional Australia,1,Good,Good,0
loc4ff5262f3b97,Bunyip North,21,Inner Regional Australia,1,Good,Good,0
loc4ff6523f1611,South Hurstville,10,Major Cities of Australia,1,Good,Good,0
loc4ff8c926c940,Ashwood,20,Major Cities of Australia,1,Good,Good,0
loc4ffc894b202e,Maryvale,31,Inner Regional Australia,1,Good,Good,0
loc5000163e1218,West Bathurst,11,Inner Regional Australia,1,Good,Good,0
loc50031c09b5e5,Durras North,11,Inner Regional Australia,1,Good,Good,0
loc500334df224a,Coonabarabran,12,Outer Regional Australia,1,Good,Good,0
loc50034f4c0d8a,The Rocks,10,Major Cities of Australia,1,Good,Good,0
loc500bfc4d39c7,Jagumba,12,Outer Regional Australia,1,Good,Good,0
loc501372e8b3a4,Western Creek,32,Outer Regional Australia,1,Good,Good,0
loc50168e5bff9f,Barretta,61,Inner Regional Australia,1,Good,Good,0
loc501844d3f79e,Merivale,53,Remote Australia,1,Good,Good,0
loc501c8c12e8a0,Moorilda,11,Inner Regional Australia,1,Good,Good,0
loc5024f53d80b5,Camp Creek,32,Outer Regional Australia,1,Good,Good,0
loc502c84151800,Coalville,21,Inner Regional Australia,1,Good,Good,0
loc5039eed64a84,Woodforde,40,Major Cities of Australia,1,Good,Good,0
loc503a5d1d6b3d,Pigeon Hole,74,Very Remote Australia,1,Good,Good,0
loc503de45e036b,Duchembegarra,22,Outer Regional Australia,1,Good,Good,0
loc5040b4b706ce,Parraweena,12,Outer Regional Australia,1,Good,Good,0
loc5041aa76a241,Dutton Way,22,Outer Regional Australia,1,Good,Good,0
loc504fa57cb876,Strathtulloh,20,Major Cities of Australia,1,Good,Good,0
loc50583c666bfd,South Mackay,31,Inner Regional Australia,1,Good,Good,0
loc505caada930b,Parkes,12,Outer Regional Australia,1,Good,Good,0
loc505e50debfb2,Borden,53,Remote Australia,1,Good,Good,0
loc505f69ebee39,Beldon,50,Major Cities of Australia,1,Good,Good,0
loc5060abf8fe2d,Tynong North,21,Inner Regional Australia,1,Good,Good,0
loc5064161f508f,Adventure Bay,62,Outer Regional Australia,1,Good,Good,0
loc50698397ce3a,Humula,12,Outer Regional Australia,1,Good,Good,0
loc507786d88de8,Buchanan,10,Major Cities of Australia,0.5592361,Good,Good,0
loc507786d88de8,Buchanan,11,Inner Regional Australia,0.4407639,Good,Good,0
loc50782b258787,Bruce,42,Outer Regional Australia,1,Good,Good,0
loc5079fcd52a5f,Bamganie,21,Inner Regional Australia,1,Good,Good,0
loc507fd65de729,Barringun,34,Very Remote Australia,1,Good,Good,0
loc50856354e6f8,Cape Bridgewater,22,Outer Regional Australia,1,Good,Good,0
loc508f93e4e2d2,Cronulla,10,Major Cities of Australia,1,Good,Good,0
loc508fd507690b,Gilberton,34,Very Remote Australia,1,Good,Good,0
loc50946636e469,The Channon,11,Inner Regional Australia,1,Good,Good,0
loc50947212d92d,Dalwood,11,Inner Regional Australia,1,Good,Good,0
loc5094bf628334,Ilarwill,11,Inner Regional Australia,1,Good,Good,0
loc5096c58c29fc,Kurrenkutten,53,Remote Australia,1,Good,Good,0
loc509dc8195387,Dripstone,12,Outer Regional Australia,1,Good,Good,0
loc50aa30dc1b9e,Eddystone,63,Remote Australia,1,Good,Good,0
loc50adb468f2b7,Bilinga,30,Major Cities of Australia,1,Good,Good,0
loc50af5b186332,Rudall,43,Remote Australia,1,Good,Good,0
loc50afec7f6af6,Adamstown,10,Major Cities of Australia,1,Good,Good,0
loc50b343865f3f,Greycliffe,32,Outer Regional Australia,1,Good,Good,0
loc50b5f8b89961,Marnoo,22,Outer Regional Australia,1,Good,Good,0
loc50bbf9812b2f,Telina,31,Inner Regional Australia,1,Good,Good,0
loc50c4966d84e9,Gostwyck,12,Outer Regional Australia,1,Good,Good,0
loc50c70f70de06,Bullfinch,53,Remote Australia,1,Good,Good,0
loc50c9013b4ed2,Mount Barker Springs,41,Inner Regional Australia,1,Good,Good,0
loc50cd9c457bec,Alvie,21,Inner Regional Australia,1,Good,Good,0
loc50d447d8d0f7,Ulooloo,42,Outer Regional Australia,1,Good,Good,0
loc50d5c9823079,Gowang,12,Outer Regional Australia,1,Good,Good,0
loc50d9c46b8169,Mylor,40,Major Cities of Australia,0.4280937,Good,Good,0
loc50d9c46b8169,Mylor,41,Inner Regional Australia,0.5719063,Good,Good,0
loc50e1bf5618c1,Howlong,11,Inner Regional Australia,1,Good,Good,0
loc50e8faa94787,Arcadia South,21,Inner Regional Australia,1,Good,Good,0
loc50eafec77b4c,Rostron,22,Outer Regional Australia,1,Good,Good,0
loc50ebca66d23e,East Feluga,32,Outer Regional Australia,1,Good,Good,0
loc50edb3881eb3,Tingoora,32,Outer Regional Australia,1,Good,Good,0
loc50f2b543c95a,Dundas,10,Major Cities of Australia,1,Good,Good,0
loc50f53f472255,Cape Gloucester,32,Outer Regional Australia,1,Good,Good,0
loc5100fc96abff,Mount Martha,20,Major Cities of Australia,1,Good,Good,0
loc5104776758bf,Stirling,50,Major Cities of Australia,1,Good,Good,0
loc51073e66e2d2,Bowenvale,21,Inner Regional Australia,1,Good,Good,0
loc510b8c485416,South Trees,31,Inner Regional Australia,1,Good,Good,0
loc510fd5eb7c24,Burdell,32,Outer Regional Australia,1,Good,Good,0
loc5112c2912b18,Mardan,21,Inner Regional Australia,1,Good,Good,0
loc5114c5c27cb8,Cairdbeign,33,Remote Australia,1,Good,Good,0
loc51180e5c39ef,Colongra,10,Major Cities of Australia,1,Good,Good,0
loc511bc669dd79,Kentlyn,10,Major Cities of Australia,1,Good,Good,0
loc511d48c10e8c,Lakemba,10,Major Cities of Australia,1,Good,Good,0
loc511d7165818d,Deep Lead,21,Inner Regional Australia,1,Good,Good,0
loc5121cf331b58,Plumpton,10,Major Cities of Australia,1,Good,Good,0
loc5126e71946dc,Myalup,51,Inner Regional Australia,1,Good,Good,0
loc51285587e435,Broadmarsh,61,Inner Regional Australia,0.0001049,Good,Good,1
loc51285587e435,Broadmarsh,62,Outer Regional Australia,0.9998951,Good,Good,0
loc51294e7717d3,Pira,22,Outer Regional Australia,1,Good,Good,0
loc512dcf1a3b06,Howitt,34,Very Remote Australia,1,Good,Good,0
loc512e2a051f28,Walkerville North,22,Outer Regional Australia,1,Good,Good,0
loc5138ff72d50c,Haynes,50,Major Cities of Australia,1,Good,Good,0
loc51392b71565f,Cannon Creek,31,Inner Regional Australia,1,Good,Good,0
loc513b7eafc3d7,Baudin,51,Inner Regional Australia,1,Good,Good,0
loc5140c52c34d1,Montgomery,21,Inner Regional Australia,1,Good,Good,0
loc51445fab0195,Bamarang,11,Inner Regional Australia,1,Good,Good,0
loc514d0caa4ee7,Noarlunga Downs,40,Major Cities of Australia,1,Good,Good,0
loc514e1b17f130,White Hill,41,Inner Regional Australia,1,Good,Good,0
loc515028b0f98a,Mansfield,22,Outer Regional Australia,1,Good,Good,0
loc5152286069ad,Bally Bally,52,Outer Regional Australia,1,Good,Good,0
loc51545ed11190,Empire Bay,10,Major Cities of Australia,1,Good,Good,0
loc515722de7c4d,Aveley,50,Major Cities of Australia,1,Good,Good,0
loc5157e59d1034,Wattle Ridge,11,Inner Regional Australia,1,Good,Good,0
loc515812367ba1,Margaret River,73,Remote Australia,1,Good,Good,0
loc515857955a69,Glenrock,12,Outer Regional Australia,1,Good,Good,0
loc515944659f6f,Webbs Creek,11,Inner Regional Australia,0.9998183,Good,Good,0
loc515944659f6f,Webbs Creek,12,Outer Regional Australia,0.0001817,Good,Good,1
loc515f87465e20,Trentham Cliffs,12,Outer Regional Australia,0.9628278,Good,Good,0
loc515f87465e20,Trentham Cliffs,13,Remote Australia,0.0371722,Good,Good,0
loc5161b28d1c72,Townsville City,32,Outer Regional Australia,1,Good,Good,0
loc516a365a1c17,Lower Snug,61,Inner Regional Australia,1,Good,Good,0
loc5173a19f9111,Quandialla,12,Outer Regional Australia,1,Good,Good,0
loc517609e09c88,Clyde,20,Major Cities of Australia,1,Good,Good,0
loc517fb29cebaa,Armadale,20,Major Cities of Australia,1,Good,Good,0
loc51833ff98af7,Goldfields,32,Outer Regional Australia,1,Good,Good,0
loc5184dc4d6d9a,Sandigo,12,Outer Regional Australia,1,Good,Good,0
loc518c2030f2d4,Drinan,31,Inner Regional Australia,1,Good,Good,0
loc518c8e34f08b,Meerup,53,Remote Australia,1,Good,Good,0
loc518e97b99ceb,Mount Pleasant,10,Major Cities of Australia,1,Good,Good,0
loc518f8efa17e7,Hillside,22,Outer Regional Australia,1,Good,Good,0
loc519389090370,Broughton,11,Inner Regional Australia,1,Good,Good,0
loc519755f9ba9b,South Gundurimba,11,Inner Regional Australia,1,Good,Good,0
loc5197c94e7a66,Upper Yarraman,32,Outer Regional Australia,1,Good,Good,0
loc5198a9a2359f,Paradise,51,Inner Regional Australia,1,Good,Good,0
loc519d0feffd48,Nirimba,50,Major Cities of Australia,0.0783769,Good,Good,0
loc519d0feffd48,Nirimba,51,Inner Regional Australia,0.9216231,Good,Good,0
loc51a0d239bf3d,Brinkworth,42,Outer Regional Australia,1,Good,Good,0
loc51a1cfdcf2cd,Upper Kangaroo River,11,Inner Regional Australia,1,Good,Good,0
loc51ade59c1706,Pin Gin Hill,32,Outer Regional Australia,1,Good,Good,0
loc51aef3056738,Wiangaree,11,Inner Regional Australia,1,Good,Good,0
loc51afeac14b4c,Goldsborough,32,Outer Regional Australia,1,Good,Good,0
loc51b2e300cc6b,Jurien Bay,52,Outer Regional Australia,1,Good,Good,0
loc51b3853b6426,Milora,31,Inner Regional Australia,1,Good,Good,0
loc51b7886ad11e,Mons,30,Major Cities of Australia,1,Good,Good,0
loc51b852181e82,West Wiangaree,11,Inner Regional Australia,1,Good,Good,0
loc51ba68dc3104,Palmdale,52,Outer Regional Australia,1,Good,Good,0
loc51ba976fe589,Oak Park,20,Major Cities of Australia,1,Good,Good,0
loc51bcf443246e,Surveyors Bay,62,Outer Regional Australia,1,Good,Good,0
loc51bf4561906d,Runnymede,32,Outer Regional Australia,1,Good,Good,0
loc51c40eb71225,Ballangeich,21,Inner Regional Australia,1,Good,Good,0
loc51c5a5c579d2,Campbells Creek,21,Inner Regional Australia,1,Good,Good,0
loc51c95c70ca67,Loccota,64,Very Remote Australia,1,Good,Good,0
loc51d2be4932bf,Marmong Point,10,Major Cities of Australia,1,Good,Good,0
loc51d6bd01fedd,Loxton North,42,Outer Regional Australia,1,Good,Good,0
loc51d794c81120,Dawson,42,Outer Regional Australia,1,Good,Good,0
loc51d92c823218,Whitebridge,10,Major Cities of Australia,1,Good,Good,0
loc51df1120f4c8,Yakamia,52,Outer Regional Australia,1,Good,Good,0
loc51df588ea2b8,McLoughlins Beach,22,Outer Regional Australia,0.9998331,Good,Good,0
loc51df588ea2b8,McLoughlins Beach,23,Remote Australia,0.0001669,Good,Good,1
loc51e7b01c4ccf,Daglish,50,Major Cities of Australia,1,Good,Good,0
loc51f316792e18,Caulfield East,20,Major Cities of Australia,1,Good,Good,0
loc51f32748011d,Cowley Beach,32,Outer Regional Australia,1,Good,Good,0
loc51f3470d4d78,Tanbar,34,Very Remote Australia,1,Good,Good,0
loc51f77eba864c,Long Gully,21,Inner Regional Australia,1,Good,Good,0
loc520848f8eea4,Berkeley Vale,10,Major Cities of Australia,1,Good,Good,0
loc520d12c66228,Clinton,31,Inner Regional Australia,1,Good,Good,0
loc52146945c24d,Campbelltown,40,Major Cities of Australia,1,Good,Good,0
loc521925bc494e,Kings Langley,10,Major Cities of Australia,1,Good,Good,0
loc521b11d16f9b,Lima East,21,Inner Regional Australia,1,Good,Good,0
loc52286143c167,Nindaroo,31,Inner Regional Australia,1,Good,Good,0
loc522f1fc74ca4,Yuraygir,11,Inner Regional Australia,1,Good,Good,0
loc523368a41fa7,Biddon,12,Outer Regional Australia,1,Good,Good,0
loc52352d202a03,Koorine,42,Outer Regional Australia,1,Good,Good,0
loc52378b6ac78a,Maxwell,11,Inner Regional Australia,1,Good,Good,0
loc52381735d3aa,Culla,22,Outer Regional Australia,1,Good,Good,0
loc523b8c96c1c5,Greenethorpe,12,Outer Regional Australia,1,Good,Good,0
loc523cd9b4949a,Fernbank,22,Outer Regional Australia,1,Good,Good,0
loc523e818214aa,Cedar Creek,11,Inner Regional Australia,1,Good,Good,0
loc523f22411a91,Gerringong,11,Inner Regional Australia,1,Good,Good,0
loc524d1c7ccf54,Nanbona,44,Very Remote Australia,1,Good,Good,0
loc52501c5012a9,Batlow,12,Outer Regional Australia,1,Good,Good,0
loc525547d01d25,Tallawong,10,Major Cities of Australia,1,Good,Good,0
loc5255c260eee1,Wollombi,11,Inner Regional Australia,1,Good,Good,0
loc5258283bc68a,Chain Valley Bay,10,Major Cities of Australia,1,Good,Good,0
loc525927bd28a5,Mundulla,42,Outer Regional Australia,1,Good,Good,0
loc525bf733319f,Stanwell,31,Inner Regional Australia,1,Good,Good,0
loc525cf62005ad,The Junction,10,Major Cities of Australia,1,Good,Good,0
loc52610dab35f4,Gadara,11,Inner Regional Australia,1,Good,Good,0
loc526fe987fcdb,Moore River National Park,52,Outer Regional Australia,1,Good,Good,0
loc5272c60657b0,Yulabilla,32,Outer Regional Australia,1,Good,Good,0
loc527dbab57a9c,Vine Vale,41,Inner Regional Australia,1,Good,Good,0
loc528325f2a993,Buckley Swamp,22,Outer Regional Australia,1,Good,Good,0
loc5286a28ab3b2,Davenport,74,Very Remote Australia,1,Good,Good,0
loc528888eb2e92,Edenhope,22,Outer Regional Australia,1,Good,Good,0
loc528dbd7ec965,Woodville,11,Inner Regional Australia,1,Good,Good,0
loc5294707b3ff3,Mount Russell,12,Outer Regional Australia,1,Good,Good,0
loc529a3eb296ec,Bolton Point,10,Major Cities of Australia,1,Good,Good,0
loc529a7cbe00bf,Yalgoo,54,Very Remote Australia,1,Good,Good,0
loc529acfb91112,Woodburn,11,Inner Regional Australia,1,Good,Good,0
loc529b6286fdc7,Glenaladale,22,Outer Regional Australia,1,Good,Good,0
loc52a5dee80d61,Mount Bryan,42,Outer Regional Australia,1,Good,Good,0
loc52aa675fb7ca,Mount Garnet,33,Remote Australia,1,Good,Good,0
loc52ac93c83664,Titaatee Creek,11,Inner Regional Australia,1,Good,Good,0
loc52b029f9def6,Myrrhee,22,Outer Regional Australia,1,Good,Good,0
loc52b530498621,Benwerrin,21,Inner Regional Australia,1,Good,Good,0
loc52b56e59c73d,Silverwater,10,Major Cities of Australia,1,Good,Good,0
loc52b99b0a2b14,Byabarra,11,Inner Regional Australia,1,Good,Good,0
loc52bc4a57dbfb,Three Springs,53,Remote Australia,1,Good,Good,0
loc52c1e90a1766,Bellmount Forest,11,Inner Regional Australia,1,Good,Good,0
loc52c5248313f9,Milperra,10,Major Cities of Australia,1,Good,Good,0
loc52d65ddc6414,North Arm Cove,11,Inner Regional Australia,1,Good,Good,0
loc52e15aaba90a,Sunshine Beach,30,Major Cities of Australia,1,Good,Good,0
loc52e6f6e09bf4,Muniganeen,31,Inner Regional Australia,1,Good,Good,0
loc52e9fc45a5ae,South Glencoe,52,Outer Regional Australia,1,Good,Good,0
loc52f1c73b66bc,South East Nanango,31,Inner Regional Australia,1,Good,Good,0
loc52fa2f635d3e,Homebush,10,Major Cities of Australia,1,Good,Good,0
loc5300bfb30d9b,Wycheproof,22,Outer Regional Australia,1,Good,Good,0
loc53035179d37f,Murray Gorge,12,Outer Regional Australia,1,Good,Good,0
loc530435d68224,Maimuru,12,Outer Regional Australia,1,Good,Good,0
loc53126d97b04e,Baines,74,Very Remote Australia,1,Good,Good,0
loc5313769385e6,Exford,21,Inner Regional Australia,1,Good,Good,0
loc5319ca0bcfda,Monkland,31,Inner Regional Australia,1,Good,Good,0
loc531acb267efe,Ascot,30,Major Cities of Australia,1,Good,Good,0
loc53241e0e0b12,Baroondah,33,Remote Australia,1,Good,Good,0
loc5325d464f1d1,Cecil Park,10,Major Cities of Australia,1,Good,Good,0
loc5327e68ca00c,Gringegalgona,22,Outer Regional Australia,1,Good,Good,0
loc53280a2c628d,Gum Creek,42,Outer Regional Australia,1,Good,Good,0
loc53284b6a26f8,Weir River,32,Outer Regional Australia,1,Good,Good,0
loc53287393e101,Winkleigh,62,Outer Regional Australia,1,Good,Good,0
loc532c3dac4248,Walmer,21,Inner Regional Australia,1,Good,Good,0
loc532c5e5eba17,Bickley Vale,10,Major Cities of Australia,1,Good,Good,0
loc533a569e6f80,Carlton North,20,Major Cities of Australia,1,Good,Good,0
loc533b54009e27,Arcturus,33,Remote Australia,1,Good,Good,0
loc5342c610f201,Lindenow South,22,Outer Regional Australia,1,Good,Good,0
loc53561251db65,New Residence,42,Outer Regional Australia,1,Good,Good,0
loc5363ad7a2f67,Crymelon,22,Outer Regional Australia,1,Good,Good,0
loc5375b28f8c97,Simpkins Creek,11,Inner Regional Australia,1,Good,Good,0
loc537c1529f1e6,Budgee Budgee,22,Outer Regional Australia,1,Good,Good,0
loc537c3f114213,Reid,80,Major Cities of Australia,1,Good,Good,0
loc538264fade55,Ayers Range South,44,Very Remote Australia,1,Good,Good,0
loc5383ad1ea942,Reid,40,Major Cities of Australia,1,Good,Good,0
loc538712d27d71,McArthur,,,2.35E-05,Poor,Good,4
loc538712d27d71,McArthur,74,Very Remote Australia,0.9999765,Good,Good,0
loc5387ad7f7e64,Bronte Park,63,Remote Australia,1,Good,Good,0
loc5388493dfb54,Madora Bay,50,Major Cities of Australia,1,Good,Good,0
loc5388b5a760f8,Prairiewood,10,Major Cities of Australia,1,Good,Good,0
loc5389621a3e68,Upper Burringbar,11,Inner Regional Australia,1,Good,Good,0
loc538b29116513,Scotland Island,10,Major Cities of Australia,1,Good,Good,0
loc538c1af4a735,Central Tilba,12,Outer Regional Australia,1,Good,Good,0
loc538fac05e715,Waitpinga,41,Inner Regional Australia,1,Good,Good,0
loc5393c6c12538,Cooloolabin,31,Inner Regional Australia,1,Good,Good,0
loc539ea6329e6a,Berrimal,22,Outer Regional Australia,1,Good,Good,0
loc53b0078a6923,Irrewillipe,21,Inner Regional Australia,1,Good,Good,0
loc53b1b7a9819a,Double Bay,10,Major Cities of Australia,1,Good,Good,0
loc53b3d8d99287,St George,33,Remote Australia,1,Good,Good,0
loc53b7b3b90e6f,Paratoo,42,Outer Regional Australia,1,Good,Good,0
loc53b9665bcecd,Lancelin,52,Outer Regional Australia,1,Good,Good,0
loc53bb988ae0c4,Cams Wharf,11,Inner Regional Australia,1,Good,Good,0
loc53bced223138,Woodville South,40,Major Cities of Australia,1,Good,Good,0
loc53bd3a3a3b1f,Woronora,10,Major Cities of Australia,1,Good,Good,0
loc53be93fc501d,Coffin Bay,43,Remote Australia,1,Good,Good,0
loc53cae2fa854b,Pine Lodge,21,Inner Regional Australia,1,Good,Good,0
loc53cb29c0d115,Underwood,61,Inner Regional Australia,1,Good,Good,0
loc53d15969dc70,Old Reynella,40,Major Cities of Australia,1,Good,Good,0
loc53d1f0d82a6d,Amamoor,31,Inner Regional Australia,1,Good,Good,0
loc53dc4051d74d,Dumaresq,11,Inner Regional Australia,0.1358588,Good,Good,0
loc53dc4051d74d,Dumaresq,12,Outer Regional Australia,0.8641412,Good,Good,0
loc53dfcc2480f0,Beaumont,54,Very Remote Australia,1,Good,Good,0
loc53e185e59db9,Moyston,21,Inner Regional Australia,1,Good,Good,0
loc53e1c358a2a9,North Maclean,30,Major Cities of Australia,1,Good,Good,0
loc53e3e6885083,Barrys Reef,21,Inner Regional Australia,1,Good,Good,0
loc53e55c9dd5a5,Tickera,42,Outer Regional Australia,1,Good,Good,0
loc53fddadfb082,Mitcham,40,Major Cities of Australia,1,Good,Good,0
