DZN_CODE_2016,DZN_NAME_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
114943625,114943625,17420,The Hills Shire,0.0139719,Good,Good,0
114943625,114943625,16260,Parramatta,0.9860281,Good,Good,0
114943626,114943626,16260,Parramatta,1,Good,Good,0
114953442,114953442,16260,Parramatta,1,Good,Good,0
114953443,114953443,16260,Parramatta,1,Good,Good,0
114953444,114953444,16260,Parramatta,1,Good,Good,0
114953445,114953445,16260,Parramatta,1,Good,Good,0
114953446,114953446,16260,Parramatta,1,Good,Good,0
114953447,114953447,16260,Parramatta,1,Good,Good,0
114953448,114953448,16260,Parramatta,1,Good,Good,0
114953449,114953449,16260,Parramatta,1,Good,Good,0
114953450,114953450,16260,Parramatta,1,Good,Good,0
114953451,114953451,14000,Hornsby,1,Good,Good,0
114953452,114953452,14000,Hornsby,1,Good,Good,0
114960001,114960001,14000,Hornsby,1,Good,Good,0
114960002,114960002,14000,Hornsby,1,Good,Good,0
114963422,114963422,14000,Hornsby,1,Good,Good,0
114963423,114963423,14000,Hornsby,1,Good,Good,0
114963424,114963424,14000,Hornsby,1,Good,Good,0
114963425,114963425,14000,Hornsby,1,Good,Good,0
114963426,114963426,14000,Hornsby,1,Good,Good,0
114963427,114963427,14000,Hornsby,1,Good,Good,0
114963428,114963428,14000,Hornsby,1,Good,Good,0
114963429,114963429,14000,Hornsby,1,Good,Good,0
114973465,114973465,16700,Ryde,1,Good,Good,0
114973466,114973466,16700,Ryde,1,Good,Good,0
114973467,114973467,16700,Ryde,1,Good,Good,0
114973468,114973468,16700,Ryde,1,Good,Good,0
114973469,114973469,16700,Ryde,1,Good,Good,0
114973470,114973470,16700,Ryde,1,Good,Good,0
114973471,114973471,16260,Parramatta,0.2217027,Good,Good,0
114973471,114973471,16700,Ryde,0.7782973,Good,Good,0
114973472,114973472,16700,Ryde,1,Good,Good,0
114973473,114973473,16700,Ryde,1,Good,Good,0
114973474,114973474,16260,Parramatta,1,Good,Good,0
114973475,114973475,16260,Parramatta,1,Good,Good,0
114973476,114973476,16700,Ryde,1,Good,Good,0
114980001,114980001,16700,Ryde,1,Good,Good,0
114980002,114980002,16700,Ryde,1,Good,Good,0
114983588,114983588,14100,Hunters Hill,1,Good,Good,0
114983589,114983589,16700,Ryde,1,Good,Good,0
114983590,114983590,14100,Hunters Hill,1,Good,Good,0
114983591,114983591,14100,Hunters Hill,1,Good,Good,0
114983592,114983592,16700,Ryde,1,Good,Good,0
114983593,114983593,16700,Ryde,1,Good,Good,0
114993607,114993607,14100,Hunters Hill,1,Good,Good,0
114993608,114993608,14100,Hunters Hill,1,Good,Good,0
114993609,114993609,14100,Hunters Hill,1,Good,Good,0
114993610,114993610,14100,Hunters Hill,1,Good,Good,0
114993611,114993611,14100,Hunters Hill,1,Good,Good,0
115000001,115000001,16700,Ryde,1,Good,Good,0
115000002,115000002,16700,Ryde,1,Good,Good,0
115003511,115003511,16700,Ryde,1,Good,Good,0
115003512,115003512,16700,Ryde,1,Good,Good,0
115003513,115003513,16700,Ryde,1,Good,Good,0
115003514,115003514,16700,Ryde,1,Good,Good,0
115003515,115003515,16700,Ryde,1,Good,Good,0
115003516,115003516,16700,Ryde,1,Good,Good,0
115003518,115003518,16700,Ryde,1,Good,Good,0
115003520,115003520,16700,Ryde,1,Good,Good,0
115003521,115003521,16700,Ryde,1,Good,Good,0
115003522,115003522,16700,Ryde,1,Good,Good,0
115003524,115003524,16700,Ryde,1,Good,Good,0
115003525,115003525,16700,Ryde,1,Good,Good,0
115003526,115003526,16700,Ryde,1,Good,Good,0
115003527,115003527,16700,Ryde,1,Good,Good,0
115003528,115003528,16700,Ryde,1,Good,Good,0
115003529,115003529,16700,Ryde,1,Good,Good,0
115013569,115013569,16700,Ryde,1,Good,Good,0
115013570,115013570,16700,Ryde,1,Good,Good,0
115013571,115013571,16700,Ryde,1,Good,Good,0
115013572,115013572,16700,Ryde,1,Good,Good,0
115013573,115013573,16700,Ryde,1,Good,Good,0
115013574,115013574,16700,Ryde,1,Good,Good,0
115013575,115013575,16700,Ryde,1,Good,Good,0
115030001,115030001,16700,Ryde,1,Good,Good,0
115030002,115030002,16700,Ryde,1,Good,Good,0
115033490,115033490,16700,Ryde,1,Good,Good,0
115033491,115033491,16700,Ryde,1,Good,Good,0
115033492,115033492,16700,Ryde,1,Good,Good,0
115033493,115033493,16700,Ryde,1,Good,Good,0
115033494,115033494,16700,Ryde,1,Good,Good,0
115033495,115033495,16700,Ryde,1,Good,Good,0
115033496,115033496,16700,Ryde,1,Good,Good,0
115033497,115033497,16700,Ryde,1,Good,Good,0
115044190,115044190,14900,Liverpool,1,Good,Good,0
115044191,115044191,14900,Liverpool,1,Good,Good,0
115044192,115044192,14900,Liverpool,1,Good,Good,0
115044193,115044193,14900,Liverpool,1,Good,Good,0
115050001,115050001,14900,Liverpool,1,Good,Good,0
115050002,115050002,14900,Liverpool,1,Good,Good,0
115054105,115054105,14900,Liverpool,1,Good,Good,0
115054106,115054106,14900,Liverpool,1,Good,Good,0
115054107,115054107,14900,Liverpool,1,Good,Good,0
115054108,115054108,14900,Liverpool,1,Good,Good,0
115054109,115054109,14900,Liverpool,1,Good,Good,0
115054110,115054110,14900,Liverpool,1,Good,Good,0
115054112,115054112,14900,Liverpool,1,Good,Good,0
115054114,115054114,14900,Liverpool,1,Good,Good,0
115054115,115054115,14900,Liverpool,1,Good,Good,0
115060001,115060001,11500,Campbelltown (NSW),0.0070686,Good,Good,1
115060001,115060001,11450,Camden,0.9929314,Good,Good,0
115060002,115060002,11450,Camden,1,Good,Good,0
115060003,115060003,11450,Camden,1,Good,Good,0
115060004,115060004,11450,Camden,1,Good,Good,0
115060005,115060005,11450,Camden,1,Good,Good,0
115060006,115060006,11450,Camden,1,Good,Good,0
115060007,115060007,11450,Camden,1,Good,Good,0
115060008,115060008,14900,Liverpool,1,Good,Good,0
115060009,115060009,11450,Camden,1,Good,Good,0
115064128,115064128,11450,Camden,1,Good,Good,0
115064131,115064131,11450,Camden,1,Good,Good,0
115064132,115064132,11450,Camden,1,Good,Good,0
115064133,115064133,11450,Camden,1,Good,Good,0
115094271,115094271,12850,Fairfield,1,Good,Good,0
115094272,115094272,12850,Fairfield,1,Good,Good,0
115094273,115094273,12850,Fairfield,1,Good,Good,0
115094274,115094274,12850,Fairfield,1,Good,Good,0
115094275,115094275,12850,Fairfield,1,Good,Good,0
115104225,115104225,12850,Fairfield,1,Good,Good,0
115104226,115104226,12850,Fairfield,1,Good,Good,0
115104227,115104227,12850,Fairfield,1,Good,Good,0
115104228,115104228,12850,Fairfield,1,Good,Good,0
115104229,115104229,12850,Fairfield,1,Good,Good,0
115110001,115110001,12850,Fairfield,1,Good,Good,0
115110002,115110002,12850,Fairfield,1,Good,Good,0
115114406,115114406,12850,Fairfield,1,Good,Good,0
115114408,115114408,12850,Fairfield,1,Good,Good,0
115114409,115114409,12850,Fairfield,1,Good,Good,0
115114410,115114410,12850,Fairfield,1,Good,Good,0
115114411,115114411,12850,Fairfield,1,Good,Good,0
115114412,115114412,12850,Fairfield,1,Good,Good,0
115114413,115114413,12850,Fairfield,1,Good,Good,0
115114414,115114414,12850,Fairfield,1,Good,Good,0
115114415,115114415,12850,Fairfield,1,Good,Good,0
115124355,115124355,14900,Liverpool,0.1120531,Good,Good,0
115124355,115124355,12850,Fairfield,0.8879469,Good,Good,0
115124356,115124356,12850,Fairfield,1,Good,Good,0
115124357,115124357,12850,Fairfield,1,Good,Good,0
115124358,115124358,12850,Fairfield,1,Good,Good,0
115124359,115124359,12850,Fairfield,1,Good,Good,0
115130001,115130001,12850,Fairfield,1,Good,Good,0
115130002,115130002,12850,Fairfield,1,Good,Good,0
115130003,115130003,12850,Fairfield,1,Good,Good,0
115130004,115130004,12850,Fairfield,1,Good,Good,0
115134372,115134372,12850,Fairfield,1,Good,Good,0
115134373,115134373,12850,Fairfield,1,Good,Good,0
115134375,115134375,12850,Fairfield,1,Good,Good,0
115144257,115144257,12850,Fairfield,1,Good,Good,0
115144258,115144258,12850,Fairfield,1,Good,Good,0
115154389,115154389,12850,Fairfield,1,Good,Good,0
115154390,115154390,12850,Fairfield,1,Good,Good,0
115154391,115154391,12850,Fairfield,1,Good,Good,0
115154392,115154392,12850,Fairfield,1,Good,Good,0
115154393,115154393,12850,Fairfield,1,Good,Good,0
115164338,115164338,12850,Fairfield,1,Good,Good,0
115164339,115164339,12850,Fairfield,1,Good,Good,0
115164340,115164340,12850,Fairfield,1,Good,Good,0
115164341,115164341,12850,Fairfield,1,Good,Good,0
115164342,115164342,12850,Fairfield,1,Good,Good,0
115174288,115174288,12850,Fairfield,1,Good,Good,0
115174289,115174289,12850,Fairfield,1,Good,Good,0
115174290,115174290,12850,Fairfield,1,Good,Good,0
115184206,115184206,16350,Penrith,1,Good,Good,0
115184207,115184207,16350,Penrith,1,Good,Good,0
115184208,115184208,12850,Fairfield,1,Good,Good,0
115184209,115184209,12850,Fairfield,1,Good,Good,0
115184210,115184210,16350,Penrith,1,Good,Good,0
115184211,115184211,12850,Fairfield,1,Good,Good,0
115184212,115184212,12850,Fairfield,1,Good,Good,0
115194303,115194303,12850,Fairfield,1,Good,Good,0
115194304,115194304,12850,Fairfield,1,Good,Good,0
115194305,115194305,12850,Fairfield,1,Good,Good,0
115194306,115194306,12850,Fairfield,1,Good,Good,0
115194307,115194307,12850,Fairfield,1,Good,Good,0
115194308,115194308,12850,Fairfield,1,Good,Good,0
115194309,115194309,12850,Fairfield,1,Good,Good,0
115204322,115204322,12850,Fairfield,1,Good,Good,0
115204323,115204323,12850,Fairfield,1,Good,Good,0
115204324,115204324,12850,Fairfield,1,Good,Good,0
115204325,115204325,12850,Fairfield,1,Good,Good,0
115214242,115214242,12850,Fairfield,1,Good,Good,0
115214243,115214243,12850,Fairfield,1,Good,Good,0
115214244,115214244,12850,Fairfield,1,Good,Good,0
115224477,115224477,14900,Liverpool,1,Good,Good,0
115224478,115224478,14900,Liverpool,1,Good,Good,0
115224479,115224479,14900,Liverpool,1,Good,Good,0
115224480,115224480,14900,Liverpool,1,Good,Good,0
115224481,115224481,14900,Liverpool,1,Good,Good,0
115224482,115224482,14900,Liverpool,1,Good,Good,0
115234495,115234495,14900,Liverpool,1,Good,Good,0
115234496,115234496,14900,Liverpool,1,Good,Good,0
115234497,115234497,14900,Liverpool,1,Good,Good,0
115234498,115234498,14900,Liverpool,1,Good,Good,0
115234499,115234499,14900,Liverpool,1,Good,Good,0
115234500,115234500,14900,Liverpool,1,Good,Good,0
115234501,115234501,14900,Liverpool,1,Good,Good,0
115234502,115234502,14900,Liverpool,1,Good,Good,0
115234503,115234503,14900,Liverpool,1,Good,Good,0
115234504,115234504,14900,Liverpool,1,Good,Good,0
115234505,115234505,14900,Liverpool,1,Good,Good,0
115234506,115234506,14900,Liverpool,1,Good,Good,0
115244519,115244519,14900,Liverpool,1,Good,Good,0
115244520,115244520,14900,Liverpool,0.4706069,Good,Good,0
115244520,115244520,17150,Sutherland Shire,0.5293931,Good,Good,0
115244521,115244521,14900,Liverpool,1,Good,Good,0
115244522,115244522,14900,Liverpool,1,Good,Good,0
115244523,115244523,14900,Liverpool,1,Good,Good,0
115244524,115244524,14900,Liverpool,1,Good,Good,0
115244525,115244525,14900,Liverpool,1,Good,Good,0
115244526,115244526,14900,Liverpool,1,Good,Good,0
115294681,115294681,17150,Sutherland Shire,1,Good,Good,0
115294682,115294682,17150,Sutherland Shire,1,Good,Good,0
115294683,115294683,17150,Sutherland Shire,1,Good,Good,0
115294684,115294684,17150,Sutherland Shire,1,Good,Good,0
115294685,115294685,17150,Sutherland Shire,1,Good,Good,0
115304698,115304698,17150,Sutherland Shire,1,Good,Good,0
115304699,115304699,17150,Sutherland Shire,1,Good,Good,0
115304700,115304700,17150,Sutherland Shire,1,Good,Good,0
115304701,115304701,17150,Sutherland Shire,1,Good,Good,0
115304702,115304702,17150,Sutherland Shire,1,Good,Good,0
115304703,115304703,17150,Sutherland Shire,1,Good,Good,0
115304704,115304704,17150,Sutherland Shire,1,Good,Good,0
115314662,115314662,17150,Sutherland Shire,1,Good,Good,0
115314663,115314663,17150,Sutherland Shire,1,Good,Good,0
115314664,115314664,17150,Sutherland Shire,1,Good,Good,0
115314665,115314665,17150,Sutherland Shire,1,Good,Good,0
115314666,115314666,17150,Sutherland Shire,1,Good,Good,0
115314667,115314667,17150,Sutherland Shire,1,Good,Good,0
115314668,115314668,,,0.0020219,Poor,Good,2
115314668,115314668,17150,Sutherland Shire,0.9979781,Good,Good,0
115334594,115334594,17150,Sutherland Shire,1,Good,Good,0
115334595,115334595,17150,Sutherland Shire,1,Good,Good,0
115334596,115334596,17150,Sutherland Shire,1,Good,Good,0
115344559,115344559,17150,Sutherland Shire,1,Good,Good,0
115344560,115344560,17150,Sutherland Shire,1,Good,Good,0
115344561,115344561,17150,Sutherland Shire,1,Good,Good,0
115354539,115354539,17150,Sutherland Shire,1,Good,Good,0
115354540,115354540,17150,Sutherland Shire,1,Good,Good,0
115354541,115354541,17150,Sutherland Shire,1,Good,Good,0
115354542,115354542,17150,Sutherland Shire,1,Good,Good,0
115354543,115354543,17150,Sutherland Shire,1,Good,Good,0
115354544,115354544,17150,Sutherland Shire,1,Good,Good,0
115354545,115354545,17150,Sutherland Shire,1,Good,Good,0
115354546,115354546,17150,Sutherland Shire,1,Good,Good,0
115364609,115364609,17150,Sutherland Shire,1,Good,Good,0
115364610,115364610,17150,Sutherland Shire,1,Good,Good,0
115364611,115364611,17150,Sutherland Shire,1,Good,Good,0
115364612,115364612,17150,Sutherland Shire,1,Good,Good,0
115364613,115364613,17150,Sutherland Shire,1,Good,Good,0
115364614,115364614,17150,Sutherland Shire,1,Good,Good,0
115364615,115364615,17150,Sutherland Shire,1,Good,Good,0
115374648,115374648,17150,Sutherland Shire,1,Good,Good,0
115374649,115374649,17150,Sutherland Shire,1,Good,Good,0
115380001,115380001,17150,Sutherland Shire,1,Good,Good,0
115380002,115380002,17150,Sutherland Shire,1,Good,Good,0
115384628,115384628,17150,Sutherland Shire,1,Good,Good,0
115384629,115384629,17150,Sutherland Shire,1,Good,Good,0
115384630,115384630,17150,Sutherland Shire,1,Good,Good,0
115384632,115384632,17150,Sutherland Shire,1,Good,Good,0
115384633,115384633,17150,Sutherland Shire,1,Good,Good,0
115384634,115384634,17150,Sutherland Shire,1,Good,Good,0
115384635,115384635,17150,Sutherland Shire,1,Good,Good,0
115390001,115390001,13310,Goulburn Mulwaree,1,Good,Good,0
115390002,115390002,13310,Goulburn Mulwaree,1,Good,Good,0
115390003,115390003,13310,Goulburn Mulwaree,1,Good,Good,0
115400001,115400001,18710,Yass Valley,0.0015513,Good,Good,1
115400001,115400001,16490,Queanbeyan-Palerang Regional,0.0673553,Good,Good,0
115400001,115400001,17640,Upper Lachlan Shire,0.1785648,Acceptable,Good,0
115400001,115400001,13310,Goulburn Mulwaree,0.7525287,Good,Good,0
115400002,115400002,17640,Upper Lachlan Shire,0.320859,Acceptable,Good,0
115400002,115400002,13310,Goulburn Mulwaree,0.679141,Good,Good,0
115400003,115400003,13310,Goulburn Mulwaree,1,Good,Good,0
115400004,115400004,17640,Upper Lachlan Shire,1,Acceptable,Good,0
115400005,115400005,17640,Upper Lachlan Shire,1,Acceptable,Good,0
115400006,115400006,17640,Upper Lachlan Shire,1,Acceptable,Good,0
115400007,115400007,18350,Wingecarribee,0.0052541,Good,Good,1
115400007,115400007,17640,Upper Lachlan Shire,0.9947459,Acceptable,Good,0
115410001,115410001,18710,Yass Valley,1,Good,Good,0
115410002,115410002,18710,Yass Valley,1,Good,Good,0
115420001,115420001,18710,Yass Valley,1,Good,Good,0
115420002,115420002,18710,Yass Valley,1,Good,Good,0
115420003,115420003,17640,Upper Lachlan Shire,0.4396963,Acceptable,Good,0
115420003,115420003,18710,Yass Valley,0.5603037,Good,Good,0
115420004,115420004,13910,Hilltops,0.2653035,Good,Good,0
115420004,115420004,18710,Yass Valley,0.7346965,Good,Good,0
115420005,115420005,17640,Upper Lachlan Shire,1,Acceptable,Good,0
115420006,115420006,18710,Yass Valley,1,Good,Good,0
115420007,115420007,18710,Yass Valley,1,Good,Good,0
115420008,115420008,13910,Hilltops,1,Good,Good,0
115430001,115430001,13910,Hilltops,1,Good,Good,0
115430002,115430002,13910,Hilltops,1,Good,Good,0
115440001,115440001,13910,Hilltops,1,Good,Good,0
115440002,115440002,13910,Hilltops,1,Good,Good,0
115440003,115440003,13910,Hilltops,1,Good,Good,0
115440004,115440004,13910,Hilltops,1,Good,Good,0
115450001,115450001,18450,Wollongong,1,Good,Good,0
115450002,115450002,18450,Wollongong,1,Good,Good,0
115450003,115450003,18450,Wollongong,1,Good,Good,0
115450004,115450004,18450,Wollongong,1,Good,Good,0
115450005,115450005,18450,Wollongong,1,Good,Good,0
115460001,115460001,18450,Wollongong,1,Good,Good,0
115460002,115460002,18450,Wollongong,1,Good,Good,0
115460003,115460003,18450,Wollongong,1,Good,Good,0
115460004,115460004,18450,Wollongong,1,Good,Good,0
115460005,115460005,18450,Wollongong,1,Good,Good,0
115470001,115470001,18450,Wollongong,1,Good,Good,0
115470002,115470002,18450,Wollongong,1,Good,Good,0
115480001,115480001,18450,Wollongong,1,Good,Good,0
115480002,115480002,18450,Wollongong,1,Good,Good,0
115480003,115480003,18450,Wollongong,1,Good,Good,0
115480004,115480004,18450,Wollongong,1,Good,Good,0
115480005,115480005,18450,Wollongong,1,Good,Good,0
115490001,115490001,18450,Wollongong,1,Good,Good,0
115490002,115490002,18450,Wollongong,1,Good,Good,0
115490003,115490003,18450,Wollongong,1,Good,Good,0
115490004,115490004,18450,Wollongong,1,Good,Good,0
115490005,115490005,18450,Wollongong,1,Good,Good,0
115490006,115490006,18450,Wollongong,1,Good,Good,0
115500001,115500001,17550,Tweed,1,Good,Good,0
115510001,115510001,17550,Tweed,1,Good,Good,0
115520001,115520001,17550,Tweed,1,Good,Good,0
115530001,115530001,17420,The Hills Shire,1,Good,Good,0
115530002,115530002,17420,The Hills Shire,1,Good,Good,0
115530003,115530003,17420,The Hills Shire,1,Good,Good,0
115530004,115530004,17420,The Hills Shire,1,Good,Good,0
115530005,115530005,17420,The Hills Shire,1,Good,Good,0
115540001,115540001,14000,Hornsby,1,Good,Good,0
115540002,115540002,14000,Hornsby,1,Good,Good,0
115540003,115540003,14000,Hornsby,1,Good,Good,0
115550001,115550001,17420,The Hills Shire,1,Good,Good,0
115550002,115550002,17420,The Hills Shire,1,Good,Good,0
115550003,115550003,17420,The Hills Shire,1,Good,Good,0
115550004,115550004,17420,The Hills Shire,1,Good,Good,0
115550005,115550005,17420,The Hills Shire,1,Good,Good,0
115550006,115550006,17420,The Hills Shire,1,Good,Good,0
115560001,115560001,17420,The Hills Shire,1,Good,Good,0
115560002,115560002,17420,The Hills Shire,1,Good,Good,0
115560003,115560003,17420,The Hills Shire,1,Good,Good,0
115560004,115560004,17420,The Hills Shire,1,Good,Good,0
115560005,115560005,17420,The Hills Shire,1,Good,Good,0
115570001,115570001,17420,The Hills Shire,1,Good,Good,0
115570002,115570002,17420,The Hills Shire,1,Good,Good,0
115580001,115580001,14000,Hornsby,1,Good,Good,0
115580002,115580002,14000,Hornsby,1,Good,Good,0
115580003,115580003,14000,Hornsby,1,Good,Good,0
115580004,115580004,14000,Hornsby,1,Good,Good,0
115580005,115580005,14000,Hornsby,1,Good,Good,0
115580006,115580006,14000,Hornsby,1,Good,Good,0
115580007,115580007,14000,Hornsby,1,Good,Good,0
115580008,115580008,14000,Hornsby,1,Good,Good,0
115590001,115590001,17420,The Hills Shire,1,Good,Good,0
115590002,115590002,17420,The Hills Shire,1,Good,Good,0
115590003,115590003,17420,The Hills Shire,1,Good,Good,0
115590004,115590004,17420,The Hills Shire,1,Good,Good,0
115590005,115590005,17420,The Hills Shire,1,Good,Good,0
115590006,115590006,17420,The Hills Shire,1,Good,Good,0
115590007,115590007,17420,The Hills Shire,1,Good,Good,0
115600001,115600001,10750,Blacktown,1,Good,Good,0
115600002,115600002,10750,Blacktown,1,Good,Good,0
115600003,115600003,10750,Blacktown,1,Good,Good,0
115600004,115600004,10750,Blacktown,1,Good,Good,0
115610001,115610001,10750,Blacktown,1,Good,Good,0
115610002,115610002,10750,Blacktown,1,Good,Good,0
115610003,115610003,10750,Blacktown,1,Good,Good,0
115610004,115610004,10750,Blacktown,1,Good,Good,0
115610005,115610005,10750,Blacktown,1,Good,Good,0
115620001,115620001,10750,Blacktown,1,Good,Good,0
115630001,115630001,10750,Blacktown,1,Good,Good,0
115630002,115630002,10750,Blacktown,1,Good,Good,0
115630003,115630003,10750,Blacktown,1,Good,Good,0
115630004,115630004,10750,Blacktown,1,Good,Good,0
115630005,115630005,10750,Blacktown,1,Good,Good,0
115630006,115630006,10750,Blacktown,1,Good,Good,0
115630007,115630007,10750,Blacktown,1,Good,Good,0
115630008,115630008,10750,Blacktown,1,Good,Good,0
115630009,115630009,10750,Blacktown,1,Good,Good,0
115640001,115640001,16550,Randwick,1,Good,Good,0
115640002,115640002,16550,Randwick,1,Good,Good,0
115640003,115640003,16550,Randwick,1,Good,Good,0
115640004,115640004,16550,Randwick,1,Good,Good,0
115640005,115640005,16550,Randwick,1,Good,Good,0
115640006,115640006,16550,Randwick,1,Good,Good,0
115650001,115650001,16550,Randwick,1,Good,Good,0
115650002,115650002,16550,Randwick,1,Good,Good,0
115650003,115650003,16550,Randwick,1,Good,Good,0
115650004,115650004,16550,Randwick,1,Good,Good,0
115650005,115650005,16550,Randwick,1,Good,Good,0
115650006,115650006,16550,Randwick,1,Good,Good,0
115660001,115660001,16550,Randwick,1,Good,Good,0
115660002,115660002,16550,Randwick,1,Good,Good,0
115660003,115660003,16550,Randwick,1,Good,Good,0
115660004,115660004,16550,Randwick,1,Good,Good,0
115670001,115670001,16550,Randwick,1,Good,Good,0
115670002,115670002,16550,Randwick,1,Good,Good,0
115670003,115670003,16550,Randwick,1,Good,Good,0
115670004,115670004,16550,Randwick,1,Good,Good,0
115680001,115680001,16550,Randwick,1,Good,Good,0
115680002,115680002,16550,Randwick,1,Good,Good,0
115680003,115680003,16550,Randwick,1,Good,Good,0
115680004,115680004,16550,Randwick,1,Good,Good,0
115690001,115690001,16550,Randwick,1,Good,Good,0
115690002,115690002,16550,Randwick,1,Good,Good,0
115690003,115690003,16550,Randwick,1,Good,Good,0
115690004,115690004,16550,Randwick,1,Good,Good,0
115690005,115690005,16550,Randwick,1,Good,Good,0
115690006,115690006,16550,Randwick,1,Good,Good,0
115700001,115700001,16550,Randwick,1,Good,Good,0
115700002,115700002,16550,Randwick,1,Good,Good,0
115700003,115700003,16550,Randwick,1,Good,Good,0
115700004,115700004,16550,Randwick,1,Good,Good,0
115700005,115700005,16550,Randwick,1,Good,Good,0
115700006,115700006,16550,Randwick,1,Good,Good,0
115700007,115700007,16550,Randwick,1,Good,Good,0
115710001,115710001,11570,Canterbury-Bankstown,1,Good,Good,0
115710002,115710002,11570,Canterbury-Bankstown,1,Good,Good,0
115710003,115710003,11570,Canterbury-Bankstown,1,Good,Good,0
115710004,115710004,11570,Canterbury-Bankstown,1,Good,Good,0
115710005,115710005,11570,Canterbury-Bankstown,1,Good,Good,0
115720001,115720001,11570,Canterbury-Bankstown,1,Good,Good,0
115720002,115720002,11570,Canterbury-Bankstown,1,Good,Good,0
115720003,115720003,11570,Canterbury-Bankstown,1,Good,Good,0
115720004,115720004,11570,Canterbury-Bankstown,1,Good,Good,0
115720005,115720005,11570,Canterbury-Bankstown,1,Good,Good,0
115720006,115720006,11570,Canterbury-Bankstown,1,Good,Good,0
115720007,115720007,11570,Canterbury-Bankstown,1,Good,Good,0
115730001,115730001,11570,Canterbury-Bankstown,1,Good,Good,0
115730002,115730002,11570,Canterbury-Bankstown,1,Good,Good,0
115730003,115730003,11570,Canterbury-Bankstown,1,Good,Good,0
115730004,115730004,11570,Canterbury-Bankstown,1,Good,Good,0
115730005,115730005,11570,Canterbury-Bankstown,1,Good,Good,0
115730006,115730006,11570,Canterbury-Bankstown,1,Good,Good,0
115740001,115740001,11570,Canterbury-Bankstown,1,Good,Good,0
115740002,115740002,11570,Canterbury-Bankstown,1,Good,Good,0
115750001,115750001,17100,Strathfield,1,Good,Good,0
115750002,115750002,11300,Burwood,1,Good,Good,0
115750003,115750003,17100,Strathfield,1,Good,Good,0
115750004,115750004,11300,Burwood,1,Good,Good,0
115750005,115750005,11300,Burwood,1,Good,Good,0
115750006,115750006,17100,Strathfield,1,Good,Good,0
115750007,115750007,17100,Strathfield,1,Good,Good,0
115750008,115750008,17100,Strathfield,1,Good,Good,0
115750009,115750009,17100,Strathfield,1,Good,Good,0
115750010,115750010,17100,Strathfield,1,Good,Good,0
115750011,115750011,17100,Strathfield,1,Good,Good,0
115750012,115750012,17100,Strathfield,1,Good,Good,0
115750013,115750013,11520,Canada Bay,1,Good,Good,0
115750014,115750014,17100,Strathfield,1,Good,Good,0
115760001,115760001,17100,Strathfield,1,Good,Good,0
115760002,115760002,17100,Strathfield,1,Good,Good,0
115770001,115770001,14000,Hornsby,1,Good,Good,0
115770002,115770002,14000,Hornsby,1,Good,Good,0
115770003,115770003,14000,Hornsby,1,Good,Good,0
115770004,115770004,14000,Hornsby,1,Good,Good,0
115770005,115770005,14000,Hornsby,1,Good,Good,0
115770006,115770006,14000,Hornsby,1,Good,Good,0
115770007,115770007,14000,Hornsby,1,Good,Good,0
115780001,115780001,14000,Hornsby,1,Good,Good,0
115780002,115780002,14000,Hornsby,1,Good,Good,0
115780003,115780003,14000,Hornsby,1,Good,Good,0
115780004,115780004,14000,Hornsby,1,Good,Good,0
115780005,115780005,14000,Hornsby,1,Good,Good,0
115790001,115790001,14000,Hornsby,1,Good,Good,0
115790002,115790002,14500,Ku-ring-gai,0.0562694,Good,Good,0
115790002,115790002,14000,Hornsby,0.9437306,Good,Good,0
115790003,115790003,14000,Hornsby,1,Good,Good,0
115800001,115800001,16350,Penrith,1,Good,Good,0
115800002,115800002,16350,Penrith,1,Good,Good,0
115800003,115800003,16350,Penrith,1,Good,Good,0
115810001,115810001,16350,Penrith,1,Good,Good,0
115810002,115810002,16350,Penrith,1,Good,Good,0
115810003,115810003,16350,Penrith,1,Good,Good,0
115810004,115810004,16350,Penrith,1,Good,Good,0
115810005,115810005,16350,Penrith,1,Good,Good,0
115810006,115810006,16350,Penrith,1,Good,Good,0
115810007,115810007,16350,Penrith,1,Good,Good,0
115810008,115810008,16350,Penrith,1,Good,Good,0
115810009,115810009,16350,Penrith,1,Good,Good,0
115820001,115820001,12380,Cumberland,1,Good,Good,0
115820002,115820002,12380,Cumberland,1,Good,Good,0
115820003,115820003,12380,Cumberland,1,Good,Good,0
115820004,115820004,12380,Cumberland,1,Good,Good,0
115820005,115820005,12380,Cumberland,1,Good,Good,0
115820006,115820006,12380,Cumberland,1,Good,Good,0
115820007,115820007,12380,Cumberland,1,Good,Good,0
115830001,115830001,12380,Cumberland,1,Good,Good,0
115830002,115830002,12380,Cumberland,1,Good,Good,0
115830003,115830003,12380,Cumberland,1,Good,Good,0
115830004,115830004,12380,Cumberland,1,Good,Good,0
115830005,115830005,12380,Cumberland,1,Good,Good,0
115840001,115840001,12380,Cumberland,1,Good,Good,0
115840002,115840002,12380,Cumberland,1,Good,Good,0
115840003,115840003,12380,Cumberland,1,Good,Good,0
115850001,115850001,12380,Cumberland,1,Good,Good,0
115850002,115850002,12380,Cumberland,1,Good,Good,0
115860001,115860001,12380,Cumberland,1,Good,Good,0
115860002,115860002,12380,Cumberland,1,Good,Good,0
