DZN_CODE_2016,DZN_NAME_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
511511758,511511758,51820,Cockburn,1,Good,Good,0
511521780,511521780,51820,Cockburn,1,Good,Good,0
511531760,511531760,51820,Cockburn,1,Good,Good,0
511541761,511541761,51820,Cockburn,1,Good,Good,0
511541764,511541764,51820,Cockburn,1,Good,Good,0
511551795,511551795,51820,Cockburn,1,Good,Good,0
511581763,511581763,51820,Cockburn,1,Good,Good,0
511591762,511591762,51820,Cockburn,1,Good,Good,0
511591775,511591775,51820,Cockburn,1,Good,Good,0
511591784,511591784,51820,Cockburn,1,Good,Good,0
511601774,511601774,51820,Cockburn,1,Good,Good,0
511601777,511601777,51820,Cockburn,1,Good,Good,0
511611790,511611790,51820,Cockburn,1,Good,Good,0
511631779,511631779,51820,Cockburn,1,Good,Good,0
511631785,511631785,51820,Cockburn,1,Good,Good,0
511641171,511641171,53150,East Fremantle,1,Good,Good,0
511641172,511641172,53150,East Fremantle,1,Good,Good,0
511641173,511641173,53150,East Fremantle,1,Good,Good,0
511650001,511650001,53430,Fremantle,1,Good,Good,0
511651169,511651169,53430,Fremantle,1,Good,Good,0
511651174,511651174,53430,Fremantle,1,Good,Good,0
511651175,511651175,53430,Fremantle,1,Good,Good,0
511651176,511651176,53430,Fremantle,1,Good,Good,0
511651177,511651177,53430,Fremantle,1,Good,Good,0
511651178,511651178,53430,Fremantle,1,Good,Good,0
511651179,511651179,53430,Fremantle,1,Good,Good,0
511651180,511651180,53430,Fremantle,1,Good,Good,0
511651181,511651181,53430,Fremantle,1,Good,Good,0
511651182,511651182,53430,Fremantle,1,Good,Good,0
511651183,511651183,53430,Fremantle,1,Good,Good,0
511651185,511651185,53430,Fremantle,1,Good,Good,0
511651186,511651186,53430,Fremantle,1,Good,Good,0
511651187,511651187,53430,Fremantle,1,Good,Good,0
511651188,511651188,53430,Fremantle,1,Good,Good,0
511651190,511651190,53430,Fremantle,1,Good,Good,0
511651191,511651191,53430,Fremantle,1,Good,Good,0
511651192,511651192,53430,Fremantle,1,Good,Good,0
511651194,511651194,53430,Fremantle,1,Good,Good,0
511651603,511651603,51820,Cockburn,1,Good,Good,0
511661193,511661193,53430,Fremantle,1,Good,Good,0
511661195,511661195,53430,Fremantle,1,Good,Good,0
511661196,511661196,53430,Fremantle,1,Good,Good,0
511661197,511661197,53430,Fremantle,1,Good,Good,0
511661198,511661198,53430,Fremantle,1,Good,Good,0
511671184,511671184,53430,Fremantle,1,Good,Good,0
511671189,511671189,53430,Fremantle,1,Good,Good,0
511691808,511691808,54830,Kwinana,1,Good,Good,0
511701806,511701806,54830,Kwinana,1,Good,Good,0
511701814,511701814,54830,Kwinana,1,Good,Good,0
511721802,511721802,54830,Kwinana,1,Good,Good,0
511731803,511731803,54830,Kwinana,1,Good,Good,0
511731804,511731804,54830,Kwinana,1,Good,Good,0
511740001,511740001,54830,Kwinana,1,Good,Good,0
511741807,511741807,54830,Kwinana,1,Good,Good,0
511751424,511751424,55320,Melville,1,Good,Good,0
511751426,511751426,55320,Melville,1,Good,Good,0
511751434,511751434,55320,Melville,1,Good,Good,0
511761454,511761454,55320,Melville,1,Good,Good,0
511771430,511771430,55320,Melville,1,Good,Good,0
511771445,511771445,55320,Melville,1,Good,Good,0
511771457,511771457,55320,Melville,1,Good,Good,0
511781429,511781429,55320,Melville,1,Good,Good,0
511781441,511781441,55320,Melville,1,Good,Good,0
511781442,511781442,55320,Melville,1,Good,Good,0
511781444,511781444,55320,Melville,1,Good,Good,0
511781446,511781446,55320,Melville,1,Good,Good,0
511791452,511791452,55320,Melville,1,Good,Good,0
511791460,511791460,55320,Melville,1,Good,Good,0
511801467,511801467,51820,Cockburn,0.0695832,Good,Good,0
511801467,511801467,51330,Canning,0.1479776,Good,Good,0
511801467,511801467,55320,Melville,0.7824392,Good,Good,0
511801468,511801468,51820,Cockburn,0.2505522,Good,Good,0
511801468,511801468,55320,Melville,0.7494478,Good,Good,0
511811432,511811432,55320,Melville,1,Good,Good,0
511811438,511811438,55320,Melville,1,Good,Good,0
511811440,511811440,55320,Melville,1,Good,Good,0
511811443,511811443,55320,Melville,1,Good,Good,0
511811447,511811447,55320,Melville,1,Good,Good,0
511811451,511811451,55320,Melville,1,Good,Good,0
511821461,511821461,55320,Melville,1,Good,Good,0
511821462,511821462,55320,Melville,1,Good,Good,0
511821465,511821465,55320,Melville,1,Good,Good,0
511821466,511821466,55320,Melville,1,Good,Good,0
511831455,511831455,55320,Melville,1,Good,Good,0
511841453,511841453,55320,Melville,1,Good,Good,0
511851819,511851819,57490,Rockingham,1,Good,Good,0
511851838,511851838,57490,Rockingham,1,Good,Good,0
511861823,511861823,57490,Rockingham,1,Good,Good,0
511871836,511871836,57490,Rockingham,1,Good,Good,0
511871837,511871837,57490,Rockingham,1,Good,Good,0
511881799,511881799,51820,Cockburn,0.0000278,Good,Good,1
511881799,511881799,57490,Rockingham,0.9999722,Good,Good,0
511881815,511881815,57490,Rockingham,1,Good,Good,0
511881816,511881816,57490,Rockingham,1,Good,Good,0
511881817,511881817,57490,Rockingham,1,Good,Good,0
511881818,511881818,57490,Rockingham,1,Good,Good,0
511881820,511881820,57490,Rockingham,1,Good,Good,0
511881821,511881821,57490,Rockingham,1,Good,Good,0
511881825,511881825,57490,Rockingham,1,Good,Good,0
511881826,511881826,57490,Rockingham,1,Good,Good,0
511891822,511891822,57490,Rockingham,1,Good,Good,0
511901828,511901828,57490,Rockingham,1,Good,Good,0
511901830,511901830,57490,Rockingham,1,Good,Good,0
511911839,511911839,57490,Rockingham,1,Good,Good,0
511921831,511921831,57490,Rockingham,1,Good,Good,0
511921833,511921833,57490,Rockingham,1,Good,Good,0
511931834,511931834,57490,Rockingham,1,Good,Good,0
511931835,511931835,57490,Rockingham,1,Good,Good,0
512253011,512253011,50080,Albany,1,Good,Good,0
512253012,512253012,50080,Albany,1,Good,Good,0
512253013,512253013,50080,Albany,1,Good,Good,0
512253015,512253015,50080,Albany,1,Good,Good,0
512263010,512263010,50080,Albany,1,Good,Good,0
512273017,512273017,50080,Albany,1,Good,Good,0
512283040,512283040,52730,Denmark,1,Good,Good,0
512293050,512293050,53640,Gnowangerup,1,Good,Good,0
512293060,512293060,54130,Jerramungup,1,Good,Good,0
512293080,512293080,54480,Kent,1,Good,Good,0
512303070,512303070,54340,Katanning,1,Good,Good,0
512303071,512303071,54340,Katanning,1,Good,Good,0
512303120,512303120,59320,Woodanilling,1,Good,Good,0
512313030,512313030,52240,Cranbrook,1,Good,Good,0
512313090,512313090,54550,Kojonup,1,Good,Good,0
512313110,512313110,51080,Broomehill-Tambellup,1,Good,Good,0
512313130,512313130,51080,Broomehill-Tambellup,1,Good,Good,0
512323016,512323016,50080,Albany,1,Good,Good,0
512323018,512323018,50080,Albany,1,Good,Good,0
512333014,512333014,50080,Albany,1,Good,Good,0
512333019,512333019,50080,Albany,1,Good,Good,0
512333020,512333020,50080,Albany,1,Good,Good,0
512333021,512333021,50080,Albany,1,Good,Good,0
512343100,512343100,57210,Plantagenet,1,Good,Good,0
512353051,512353051,52240,Cranbrook,0.00008,Good,Good,1
512353051,512353051,57210,Plantagenet,0.00028,Good,Good,1
512353051,512353051,53640,Gnowangerup,0.9996401,Good,Good,0
512365030,512365030,51680,Chittering,1,Good,Good,0
512375040,512375040,52450,Cunderdin,1,Good,Good,0
512375100,512375100,54410,Kellerberrin,1,Good,Good,0
512375200,512375200,57350,Quairading,1,Good,Good,0
512375210,512375210,58190,Tammin,1,Good,Good,0
512385070,512385070,52940,Dowerin,1,Good,Good,0
512385090,512385090,53710,Goomalling,1,Good,Good,0
512385110,512385110,54690,Koorda,1,Good,Good,0
512385260,512385260,59310,Wongan-Ballidu,1,Good,Good,0
512385270,512385270,59330,Wyalkatchem,1,Good,Good,0
512395060,512395060,52590,Dandaragan,1,Good,Good,0
512395080,512395080,53570,Gingin,1,Good,Good,0
512405020,512405020,51120,Bruce Rock,1,Good,Good,0
512405120,512405120,55460,Merredin,1,Good,Good,0
512405160,512405160,56370,Narembeen,1,Good,Good,0
512415050,512415050,52520,Dalwallinu,1,Good,Good,0
512415130,512415130,55600,Moora,1,Good,Good,0
512415240,512415240,58540,Victoria Plains,1,Good,Good,0
512425140,512425140,55880,Mount Marshall,1,Good,Good,0
512425150,512425150,55950,Mukinbudin,1,Good,Good,0
512425190,512425190,56860,Nungarin,1,Good,Good,0
512425230,512425230,58400,Trayning,1,Good,Good,0
512425250,512425250,59030,Westonia,1,Good,Good,0
512425280,512425280,59360,Yilgarn,1,Good,Good,0
512435170,512435170,56730,Northam,1,Good,Good,0
512435180,512435180,56730,Northam,1,Good,Good,0
512445220,512445220,58330,Toodyay,1,Good,Good,0
512455010,512455010,50560,Beverley,1,Good,Good,0
512455290,512455290,59370,York,1,Good,Good,0
512464020,512464020,50910,Brookton,1,Good,Good,0
512464030,512464030,52100,Corrigin,1,Good,Good,0
512464110,512464110,57140,Pingelly,1,Good,Good,0
512464130,512464130,58680,Wandering,1,Good,Good,0
512474050,512474050,53010,Dumbleyung,1,Good,Good,0
512474060,512474060,54620,Kondinin,1,Good,Good,0
512474070,512474070,54760,Kulin,1,Good,Good,0
512474080,512474080,54900,Lake Grace,1,Good,Good,0
512474150,512474150,59100,Wickepin,1,Good,Good,0
512482020,512482020,50630,Boddington,1,Good,Good,0
512482170,512482170,56230,Murray,1,Good,Good,0
512482176,512482176,56230,Murray,1,Good,Good,0
512494091,512494091,56460,Narrogin,1,Good,Good,0
512494100,512494100,56460,Narrogin,1,Good,Good,0
512504040,512504040,52310,Cuballing,1,Good,Good,0
512504090,512504090,56460,Narrogin,1,Good,Good,0
512504120,512504120,58610,Wagin,1,Good,Good,0
512504140,512504140,58890,West Arthur,1,Good,Good,0
512504160,512504160,59170,Williams,1,Good,Good,0
512510001,512510001,51400,Capel,1,Good,Good,0
512520001,512520001,51400,Capel,1,Good,Good,0
512530001,512530001,51190,Bunbury,1,Good,Good,0
512530002,512530002,51190,Bunbury,1,Good,Good,0
512540001,512540001,51190,Bunbury,1,Good,Good,0
512550001,512550001,58760,Wanneroo,1,Good,Good,0
512560001,512560001,58760,Wanneroo,1,Good,Good,0
512570001,512570001,58760,Wanneroo,1,Good,Good,0
512580001,512580001,58760,Wanneroo,1,Good,Good,0
512590001,512590001,51820,Cockburn,1,Good,Good,0
512590002,512590002,51820,Cockburn,1,Good,Good,0
512600001,512600001,51820,Cockburn,1,Good,Good,0
512600002,512600002,51820,Cockburn,1,Good,Good,0
512600003,512600003,51820,Cockburn,1,Good,Good,0
512610001,512610001,54830,Kwinana,1,Good,Good,0
512610002,512610002,54830,Kwinana,1,Good,Good,0
512620001,512620001,50980,Broome,1,Good,Good,0
512620002,512620002,50980,Broome,1,Good,Good,0
512620003,512620003,50980,Broome,1,Good,Good,0
512620004,512620004,50980,Broome,1,Good,Good,0
512620005,512620005,50980,Broome,1,Good,Good,0
512620006,512620006,50980,Broome,1,Good,Good,0
512630001,512630001,52800,Derby-West Kimberley,1,Good,Good,0
512630002,512630002,52800,Derby-West Kimberley,1,Good,Good,0
512640001,512640001,52800,Derby-West Kimberley,0.0010122,Good,Good,1
512640001,512640001,53920,Halls Creek,0.9989878,Good,Good,0
512650001,512650001,52800,Derby-West Kimberley,0.000736,Good,Good,1
512650001,512650001,59340,Wyndham-East Kimberley,0.999264,Good,Good,0
512650002,512650002,59340,Wyndham-East Kimberley,1,Good,Good,0
512650003,512650003,59340,Wyndham-East Kimberley,1,Good,Good,0
512660001,512660001,52800,Derby-West Kimberley,0.0047528,Good,Good,1
512660001,512660001,50980,Broome,0.9952472,Good,Good,0
512670001,512670001,57280,Port Hedland,1,Good,Good,0
512670002,512670002,53220,East Pilbara,1,Good,Good,0
512680001,512680001,53220,East Pilbara,1,Good,Good,0
512690001,512690001,57280,Port Hedland,1,Good,Good,0
512700001,512700001,57280,Port Hedland,1,Good,Good,0
512710001,512710001,50250,Ashburton,1,Good,Good,0
512710002,512710002,50250,Ashburton,1,Good,Good,0
512720001,512720001,54310,Karratha,1,Good,Good,0
512730001,512730001,54310,Karratha,1,Good,Good,0
512730002,512730002,54310,Karratha,1,Good,Good,0
512740001,512740001,53290,Esperance,1,Good,Good,0
512750001,512750001,53290,Esperance,1,Good,Good,0
512750002,512750002,54130,Jerramungup,0.0000012,Good,Good,1
512750002,512750002,57420,Ravensthorpe,0.9999988,Good,Good,0
512760001,512760001,51540,Carnarvon,1,Good,Good,0
512770001,512770001,53360,Exmouth,1,Good,Good,0
512770002,512770002,57770,Shark Bay,1,Good,Good,0
512770003,512770003,51540,Carnarvon,1,Good,Good,0
512770004,512770004,58470,Upper Gascoyne,1,Good,Good,0
512780001,512780001,54280,Kalgoorlie-Boulder,1,Good,Good,0
512790001,512790001,54280,Kalgoorlie-Boulder,1,Good,Good,0
512800001,512800001,54280,Kalgoorlie-Boulder,1,Good,Good,0
512810001,512810001,54280,Kalgoorlie-Boulder,1,Good,Good,0
512820001,512820001,51960,Coolgardie,1,Good,Good,0
512820002,512820002,54280,Kalgoorlie-Boulder,1,Good,Good,0
512820003,512820003,53080,Dundas,1,Good,Good,0
512830001,512830001,55040,Leonora,1,Good,Good,0
512830002,512830002,55390,Menzies,1,Good,Good,0
512830003,512830003,54970,Laverton,1,Good,Good,0
512830004,512830004,56620,Ngaanyatjarraku,1,Good,Good,0
512840001,512840001,54280,Kalgoorlie-Boulder,1,Good,Good,0
512850001,512850001,53800,Greater Geraldton,1,Good,Good,0
512850002,512850002,53800,Greater Geraldton,1,Good,Good,0
512850003,512850003,53800,Greater Geraldton,1,Good,Good,0
512850004,512850004,53800,Greater Geraldton,1,Good,Good,0
512850005,512850005,53800,Greater Geraldton,1,Good,Good,0
512850006,512850006,53800,Greater Geraldton,1,Good,Good,0
512850007,512850007,53800,Greater Geraldton,1,Good,Good,0
512860001,512860001,53800,Greater Geraldton,1,Good,Good,0
512860002,512860002,53800,Greater Geraldton,1,Good,Good,0
512860003,512860003,53800,Greater Geraldton,1,Good,Good,0
512860004,512860004,53800,Greater Geraldton,1,Good,Good,0
512870001,512870001,51610,Chapman Valley,0.0930521,Poor,Good,0
512870001,512870001,53800,Greater Geraldton,0.9069479,Good,Good,0
512880001,512880001,53800,Greater Geraldton,1,Good,Good,0
512880002,512880002,53800,Greater Geraldton,1,Good,Good,0
512890001,512890001,54060,Irwin,1,Good,Good,0
512900001,512900001,55810,Mount Magnet,1,Good,Good,0
512900002,512900002,55250,Meekatharra,1,Good,Good,0
512900003,512900003,52380,Cue,1,Good,Good,0
512900004,512900004,56160,Murchison,1,Good,Good,0
512900005,512900005,59350,Yalgoo,1,Good,Good,0
512900006,512900006,59250,Wiluna,1,Good,Good,0
512900007,512900007,57630,Sandstone,1,Good,Good,0
512910001,512910001,52030,Coorow,1,Good,Good,0
512910002,512910002,58260,Three Springs,1,Good,Good,0
512910003,512910003,55530,Mingenew,1,Good,Good,0
512910004,512910004,51470,Carnamah,1,Good,Good,0
512910005,512910005,55670,Morawa,1,Good,Good,0
512910006,512910006,57000,Perenjori,1,Good,Good,0
512920001,512920001,53800,Greater Geraldton,1,Good,Good,0
512920002,512920002,53800,Greater Geraldton,1,Good,Good,0
512920003,512920003,56790,Northampton,1,Good,Good,0
512920004,512920004,51610,Chapman Valley,1,Poor,Good,0
512920005,512920005,53800,Greater Geraldton,1,Good,Good,0
590999099,POW Capital City undefined (Greater Perth),59499,No usual address (WA),1,Good,Good,0
594999499,POW No Fixed Address (WA),59499,No usual address (WA),1,Good,Good,0
597999799,Migratory - Offshore - Shipping (WA),59799,Migratory - Offshore - Shipping (WA),1,Good,Good,0
598999899,POW State/Territory undefined (WA),59499,No usual address (WA),1,Good,Good,0
610011011,610011011,60410,Brighton,1,Good,Good,0
610011012,610011012,60410,Brighton,1,Good,Good,0
610011013,610011013,60410,Brighton,1,Good,Good,0
610021015,610021015,60410,Brighton,1,Good,Good,0
610031096,610031096,61410,Clarence,0.1299096,Good,Good,0
610031096,610031096,60410,Brighton,0.8700904,Good,Good,0
610041006,610041006,61410,Clarence,1,Good,Good,0
610041007,610041007,61410,Clarence,1,Good,Good,0
610041008,610041008,61410,Clarence,1,Good,Good,0
610051025,610051025,61410,Clarence,1,Good,Good,0
610051027,610051027,61410,Clarence,1,Good,Good,0
610051028,610051028,61410,Clarence,1,Good,Good,0
610061047,610061047,61410,Clarence,1,Good,Good,0
610071060,610071060,61410,Clarence,1,Good,Good,0
610081077,610081077,61410,Clarence,1,Good,Good,0
610091084,610091084,61410,Clarence,1,Good,Good,0
610101105,610101105,61410,Clarence,1,Good,Good,0
610111107,610111107,61410,Clarence,1,Good,Good,0
610121122,610121122,61410,Clarence,1,Good,Good,0
610131002,610131002,61510,Derwent Valley,0.0971793,Good,Good,0
610131002,610131002,62610,Glenorchy,0.9028207,Good,Good,0
610141009,610141009,62610,Glenorchy,1,Good,Good,0
610151030,610151030,61510,Derwent Valley,0.0003893,Good,Good,1
610151030,610151030,62610,Glenorchy,0.9996107,Good,Good,0
610161035,610161035,62610,Glenorchy,1,Good,Good,0
610161036,610161036,62610,Glenorchy,1,Good,Good,0
610161037,610161037,62610,Glenorchy,1,Good,Good,0
610171051,610171051,62610,Glenorchy,1,Good,Good,0
610171052,610171052,62610,Glenorchy,1,Good,Good,0
610181082,610181082,62610,Glenorchy,1,Good,Good,0
610191083,610191083,62610,Glenorchy,1,Good,Good,0
610201088,610201088,61510,Derwent Valley,1,Good,Good,0
610201089,610201089,61510,Derwent Valley,1,Good,Good,0
610211142,610211142,62610,Glenorchy,1,Good,Good,0
610220001,610220001,63610,Kingborough,1,Good,Good,0
610220002,610220002,63610,Kingborough,1,Good,Good,0
610221068,610221068,62810,Hobart,0.0159119,Good,Good,0
610221068,610221068,63610,Kingborough,0.9840881,Good,Good,0
610221069,610221069,63610,Kingborough,1,Good,Good,0
610231066,610231066,63610,Kingborough,1,Good,Good,0
610240001,610240001,63610,Kingborough,1,Good,Good,0
610241079,610241079,63610,Kingborough,1,Good,Good,0
610251087,610251087,63610,Kingborough,0.0909091,Good,Good,0
610251087,610251087,62810,Hobart,0.2727273,Good,Good,0
610251087,610251087,62610,Glenorchy,0.6363636,Good,Good,0
610261130,610261130,63610,Kingborough,1,Good,Good,0
610270001,610270001,62810,Hobart,1,Good,Good,0
610271056,610271056,62810,Hobart,1,Good,Good,0
610271057,610271057,62810,Hobart,1,Good,Good,0
610271058,610271058,62810,Hobart,1,Good,Good,0
610271059,610271059,62810,Hobart,1,Good,Good,0
610281076,610281076,62610,Glenorchy,0.006419,Good,Good,1
610281076,610281076,62810,Hobart,0.993581,Good,Good,0
610291086,610291086,62810,Hobart,1,Good,Good,0
610301090,610301090,62610,Glenorchy,0.0074576,Good,Good,1
610301090,610301090,62810,Hobart,0.9925424,Good,Good,0
610311109,610311109,62810,Hobart,1,Good,Good,0
610311110,610311110,62810,Hobart,1,Good,Good,0
610321123,610321123,63610,Kingborough,0.0084212,Good,Good,1
610321123,610321123,62810,Hobart,0.9915788,Good,Good,0
610331140,610331140,62810,Hobart,1,Good,Good,0
610341042,610341042,64810,Sorell,1,Good,Good,0
610341043,610341043,64810,Sorell,1,Good,Good,0
610350001,610350001,62410,Glamorgan-Spring Bay,0.0053575,Good,Good,1
610350001,610350001,61410,Clarence,0.0267275,Good,Good,0
610350001,610350001,64810,Sorell,0.9679149,Good,Good,0
610350002,610350002,64810,Sorell,1,Good,Good,0
610351118,610351118,64810,Sorell,1,Good,Good,0
610351120,610351120,61410,Clarence,1,Good,Good,0
610361063,610361063,64010,Launceston,1,Good,Good,0
610370001,610370001,64010,Launceston,1,Good,Good,0
610381071,610381071,64010,Launceston,1,Good,Good,0
610381072,610381072,64010,Launceston,1,Good,Good,0
610381073,610381073,64010,Launceston,1,Good,Good,0
610381074,610381074,64010,Launceston,1,Good,Good,0
610391075,610391075,65810,West Tamar,1,Good,Good,0
610401085,610401085,64010,Launceston,1,Good,Good,0
610411091,610411091,64010,Launceston,1,Good,Good,0
610421092,610421092,64010,Launceston,1,Good,Good,0
610431095,610431095,64010,Launceston,1,Good,Good,0
610441102,610441102,64210,Meander Valley,1,Good,Good,0
610451104,610451104,64010,Launceston,1,Good,Good,0
610461106,610461106,65810,West Tamar,1,Good,Good,0
610471125,610471125,64010,Launceston,1,Good,Good,0
610480001,610480001,64010,Launceston,1,Good,Good,0
610491131,610491131,64010,Launceston,0.4039425,Good,Good,0
610491131,610491131,65810,West Tamar,0.5960575,Good,Good,0
610501137,610501137,64010,Launceston,1,Good,Good,0
610511141,610511141,64010,Launceston,1,Good,Good,0
610521148,610521148,64010,Launceston,1,Good,Good,0
610531004,610531004,65810,West Tamar,1,Good,Good,0
610531005,610531005,65810,West Tamar,1,Good,Good,0
610541033,610541033,64210,Meander Valley,1,Good,Good,0
610541034,610541034,64210,Meander Valley,1,Good,Good,0
610551053,610551053,65810,West Tamar,1,Good,Good,0
610561054,610561054,64210,Meander Valley,1,Good,Good,0
610571144,610571144,64610,Northern Midlands,0.0064591,Good,Good,1
610571144,610571144,65810,West Tamar,0.007857,Good,Good,1
610571144,610571144,64210,Meander Valley,0.9856839,Good,Good,0
610581041,610581041,64610,Northern Midlands,0.0073391,Good,Good,1
610581041,610581041,61810,Dorset,0.0079063,Good,Good,1
610581041,610581041,64010,Launceston,0.9847546,Good,Good,0
610591048,610591048,62210,George Town,1,Good,Good,0
610591049,610591049,65810,West Tamar,0.0000006,Good,Good,1
610591049,610591049,64010,Launceston,0.0166171,Good,Good,0
610591049,610591049,62210,George Town,0.9833823,Good,Good,0
610591050,610591050,65810,West Tamar,0.00005,Good,Good,1
610591050,610591050,62210,George Town,0.99995,Good,Good,0
610601078,610601078,64610,Northern Midlands,1,Good,Good,0
610611093,610611093,64610,Northern Midlands,1,Good,Good,0
610621099,610621099,64610,Northern Midlands,1,Good,Good,0
610621100,610621100,64610,Northern Midlands,1,Good,Good,0
610641127,610641127,60210,Break O'Day,1,Good,Good,0
610641128,610641128,60210,Break O'Day,1,Good,Good,0
610651029,610651029,65010,Southern Midlands,0.001851,Good,Good,1
610651029,610651029,61010,Central Highlands (Tas.),0.998149,Good,Good,0
610661038,610661038,61010,Central Highlands (Tas.),0.0298141,Good,Good,0
610661038,610661038,61510,Derwent Valley,0.9701859,Good,Good,0
610671126,610671126,62410,Glamorgan-Spring Bay,0.0020482,Good,Good,1
610671126,610671126,65010,Southern Midlands,0.9979518,Good,Good,0
610681145,610681145,61010,Central Highlands (Tas.),0.0000247,Good,Good,1
610681145,610681145,61510,Derwent Valley,0.0125888,Good,Good,0
610681145,610681145,63010,Huon Valley,0.9873865,Good,Good,0
610691017,610691017,63610,Kingborough,1,Good,Good,0
610691018,610691018,63610,Kingborough,1,Good,Good,0
610701032,610701032,63010,Huon Valley,1,Good,Good,0
610711046,610711046,63010,Huon Valley,1,Good,Good,0
610721061,610721061,63010,Huon Valley,1,Good,Good,0
610721062,610721062,63010,Huon Valley,1,Good,Good,0
610731045,610731045,65210,Tasman,1,Good,Good,0
610741132,610741132,62410,Glamorgan-Spring Bay,1,Good,Good,0
610741133,610741133,62410,Glamorgan-Spring Bay,1,Good,Good,0
610751001,610751001,60610,Burnie,1,Good,Good,0
610761019,610761019,60810,Central Coast (Tas.),0.0505186,Good,Good,0
610761019,610761019,60610,Burnie,0.9494814,Good,Good,0
610761020,610761020,60810,Central Coast (Tas.),1,Good,Good,0
610771021,610771021,60610,Burnie,1,Good,Good,0
610771022,610771022,60610,Burnie,1,Good,Good,0
610771023,610771023,60610,Burnie,1,Good,Good,0
610771024,610771024,60610,Burnie,1,Good,Good,0
610781097,610781097,60610,Burnie,1,Good,Good,0
610791098,610791098,60810,Central Coast (Tas.),1,Good,Good,0
610801108,610801108,60610,Burnie,1,Good,Good,0
610811117,610811117,65410,Waratah-Wynyard,1,Good,Good,0
610821135,610821135,60810,Central Coast (Tas.),1,Good,Good,0
610831143,610831143,60810,Central Coast (Tas.),1,Good,Good,0
610841147,610841147,65410,Waratah-Wynyard,1,Good,Good,0
610851039,610851039,61610,Devonport,1,Good,Good,0
610851040,610851040,61610,Devonport,1,Good,Good,0
610861044,610861044,63810,Latrobe (Tas.),0.0049448,Good,Good,1
610861044,610861044,61610,Devonport,0.9950552,Good,Good,0
610871070,610871070,61610,Devonport,0.0000022,Good,Good,1
610871070,610871070,63810,Latrobe (Tas.),0.9999978,Good,Good,0
610881081,610881081,61610,Devonport,1,Good,Good,0
610891101,610891101,63810,Latrobe (Tas.),1,Good,Good,0
610901103,610901103,63810,Latrobe (Tas.),0.1823454,Good,Good,0
610901103,610901103,61610,Devonport,0.8176546,Good,Good,0
610911115,610911115,63810,Latrobe (Tas.),0.0026482,Good,Good,1
610911115,610911115,63210,Kentish,0.9973518,Good,Good,0
610921134,610921134,63210,Kentish,0.0013105,Good,Good,1
610921134,610921134,61610,Devonport,0.1232317,Good,Good,0
610921134,610921134,60810,Central Coast (Tas.),0.8754578,Good,Good,0
610931064,610931064,63410,King Island,1,Good,Good,0
610941094,610941094,,,0.0000008,Poor,Good,4
610941094,610941094,61210,Circular Head,0.9999992,Good,Good,0
610951116,610951116,61210,Circular Head,1,Good,Good,0
610961136,610961136,65410,Waratah-Wynyard,1,Good,Good,0
610971138,610971138,65610,West Coast,1,Good,Good,0
610971139,610971139,65610,West Coast,1,Good,Good,0
610981146,610981146,65610,West Coast,1,Good,Good,0
610990001,610990001,62010,Flinders (Tas.),1,Good,Good,0
611000001,611000001,60210,Break O'Day,0.0000001,Good,Good,1
611000001,611000001,64010,Launceston,0.0028731,Good,Good,1
611000001,611000001,61810,Dorset,0.9971268,Good,Good,0
611000002,611000002,61810,Dorset,1,Good,Good,0
611000003,611000003,61810,Dorset,1,Good,Good,0
690999099,POW Capital City undefined (Greater Hobart),69499,No usual address (Tas.),1,Good,Good,0
694999499,POW No Fixed Address (Tas.),69499,No usual address (Tas.),1,Good,Good,0
697999799,Migratory - Offshore - Shipping (Tas.),69799,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
698999899,POW State/Territory undefined (Tas.),69499,No usual address (Tas.),1,Good,Good,0
710011290,710011290,71000,Darwin,1,Good,Good,0
710021037,710021037,71000,Darwin,1,Good,Good,0
710021124,710021124,71000,Darwin,0.1540765,Good,Good,0
710021124,710021124,71150,Darwin Waterfront Precinct,0.8459235,Acceptable,Good,0
710021194,710021194,71000,Darwin,1,Good,Good,0
710021283,710021283,71000,Darwin,1,Good,Good,0
710021302,710021302,71000,Darwin,1,Good,Good,0
710021388,710021388,71000,Darwin,1,Good,Good,0
710031393,710031393,71000,Darwin,1,Good,Good,0
710041115,710041115,71000,Darwin,1,Good,Good,0
710041204,710041204,71000,Darwin,1,Good,Good,0
710041229,710041229,71000,Darwin,1,Good,Good,0
710041365,710041365,71000,Darwin,1,Good,Good,0
710051173,710051173,71000,Darwin,1,Good,Good,0
710051190,710051190,71000,Darwin,1,Good,Good,0
710051315,710051315,71000,Darwin,1,Good,Good,0
710061161,710061161,71000,Darwin,1,Good,Good,0
710061284,710061284,71000,Darwin,1,Good,Good,0
710071232,710071232,71000,Darwin,1,Good,Good,0
710071352,710071352,71000,Darwin,1,Good,Good,0
710081011,710081011,71000,Darwin,1,Good,Good,0
710081085,710081085,71000,Darwin,1,Good,Good,0
710081206,710081206,71000,Darwin,1,Good,Good,0
710091040,710091040,71000,Darwin,1,Good,Good,0
710091077,710091077,71000,Darwin,1,Good,Good,0
710091308,710091308,71000,Darwin,1,Good,Good,0
710101386,710101386,71000,Darwin,1,Good,Good,0
