LOCALITY_PID_2021,LOCALITY_NAME_2021,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
QLD436,BUNGALOW,318,Leichhardt,1,Good,Good,0
QLD437,BUNGEWORGORAI,321,Maranoa,1,Good,Good,0
QLD438,BUNGIL,321,Maranoa,1,Good,Good,0
QLD439,BUNGUNDARRA,305,Capricornia,1,Good,Good,0
QLD44,ALOOMBA,317,Kennedy,1,Good,Good,0
QLD440,BUNGUNYA,321,Maranoa,1,Good,Good,0
QLD441,BUNJURGEN,330,Wright,1,Good,Good,0
QLD442,BUNYA,307,Dickson,1,Good,Good,0
QLD443,BUNYA CREEK,316,Hinkler,1,Good,Good,0
QLD445,BUNYA MOUNTAINS,321,Maranoa,1,Good,Good,0
QLD446,BURBANK,302,Bonner,1,Good,Good,0
QLD447,BURDELL,315,Herbert,1,Good,Good,0
QLD448,BURGOWAN,316,Hinkler,1,Good,Good,0
QLD449,BURKETOWN,317,Kennedy,1,Good,Good,0
QLD45,ALPHA,321,Maranoa,1,Good,Good,0
QLD450,BURLEIGH,317,Kennedy,1,Good,Good,0
QLD451,BURLEIGH HEADS,322,McPherson,1,Good,Good,0
QLD452,BURLEIGH WATERS,322,McPherson,1,Good,Good,0
QLD453,BURNCLUITH,321,Maranoa,1,Good,Good,0
QLD454,BURNETT CREEK,330,Wright,1,Good,Good,0
QLD455,BURNETT HEADS,,,3.40E-06,Poor,Good,4
QLD455,BURNETT HEADS,316,Hinkler,0.9999966,Good,Good,0
QLD456,BURNSIDE,309,Fairfax,1,Good,Good,0
QLD457,BURPENGARY,320,Longman,1,Good,Good,0
QLD458,BURRA BURRI,321,Maranoa,1,Good,Good,0
QLD459,BURRUM HEADS,316,Hinkler,1,Good,Good,0
QLD46,ALSACE,311,Flynn,1,Good,Good,0
QLD460,BURRUM RIVER,316,Hinkler,1,Good,Good,0
QLD461,BURRUM TOWN,316,Hinkler,1,Good,Good,0
QLD462,BURTON,305,Capricornia,1,Good,Good,0
QLD463,BURUA,311,Flynn,1,Good,Good,0
QLD464,BUSHLAND BEACH,315,Herbert,1,Good,Good,0
QLD465,BUSHLEY,311,Flynn,1,Good,Good,0
QLD466,BUTCHERS CREEK,317,Kennedy,1,Good,Good,0
QLD467,BUXTON,316,Hinkler,1,Good,Good,0
QLD468,BYBERA,321,Maranoa,1,Good,Good,0
QLD469,BYEE,329,Wide Bay,1,Good,Good,0
QLD47,ALTON DOWNS,311,Flynn,1,Good,Good,0
QLD470,BYELLEE,311,Flynn,1,Good,Good,0
QLD471,BYFIELD,305,Capricornia,1,Good,Good,0
QLD472,BYMOUNT,321,Maranoa,1,Good,Good,0
QLD473,BYRNESTOWN,311,Flynn,1,Good,Good,0
QLD474,CABARLAH,314,Groom,1,Good,Good,0
QLD475,CABOOLTURE,320,Longman,1,Good,Good,0
QLD476,CABOOLTURE SOUTH,320,Longman,1,Good,Good,0
QLD477,CABOONBAH,301,Blair,1,Good,Good,0
QLD478,CADARGA,321,Maranoa,1,Good,Good,0
QLD479,CAFFEY,330,Wright,1,Good,Good,0
QLD48,ALVA,306,Dawson,1,Good,Good,0
QLD480,CAINBABLE,330,Wright,1,Good,Good,0
QLD481,CAIRDBEIGN,311,Flynn,1,Good,Good,0
QLD482,CAIRNS CITY,318,Leichhardt,1,Good,Good,0
QLD483,CAIRNS NORTH,318,Leichhardt,1,Good,Good,0
QLD484,CALAMVALE,327,Rankin,1,Good,Good,0
QLD485,CALAVOS,316,Hinkler,1,Good,Good,0
QLD486,CALCIUM,317,Kennedy,1,Good,Good,0
QLD487,CALDERVALE,321,Maranoa,1,Good,Good,0
QLD488,CALEN,306,Dawson,1,Good,Good,0
QLD489,CALGOA,329,Wide Bay,1,Good,Good,0
QLD49,AMAMOOR,329,Wide Bay,1,Good,Good,0
QLD490,CALICO CREEK,329,Wide Bay,1,Good,Good,0
QLD491,CALINGUNEE,321,Maranoa,1,Good,Good,0
QLD492,CALLANDOON,321,Maranoa,1,Good,Good,0
QLD493,CALLEMONDAH,311,Flynn,1,Good,Good,0
QLD494,CALLIDE,311,Flynn,1,Good,Good,0
QLD495,CALLIOPE,311,Flynn,1,Good,Good,0
QLD496,CALOUNDRA,310,Fisher,1,Good,Good,0
QLD497,CALOUNDRA WEST,310,Fisher,1,Good,Good,0
QLD498,CALVERT,301,Blair,1,Good,Good,0
QLD499,CAMBOON,311,Flynn,1,Good,Good,0
QLD5,ABINGDON DOWNS,317,Kennedy,1,Good,Good,0
QLD50,AMAMOOR CREEK,329,Wide Bay,1,Good,Good,0
QLD500,CAMBOOYA,314,Groom,1,Good,Good,0
QLD501,CAMBRIDGE,317,Kennedy,1,Good,Good,0
QLD502,CAMBROON,310,Fisher,1,Good,Good,0
QLD503,CAMEBY,321,Maranoa,1,Good,Good,0
QLD504,CAMERON CORNER,321,Maranoa,1,Good,Good,0
QLD505,CAMIRA,325,Oxley,1,Good,Good,0
QLD507,CAMOOWEAL,317,Kennedy,1,Good,Good,0
QLD509,CAMP CREEK,317,Kennedy,1,Good,Good,0
QLD510,CAMP HILL,313,Griffith,1,Good,Good,0
QLD511,CAMP MOUNTAIN,307,Dickson,1,Good,Good,0
QLD512,CAMPASPE,317,Kennedy,1,Good,Good,0
QLD513,CAMPBELL CREEK,311,Flynn,1,Good,Good,0
QLD514,CAMPBELLS POCKET,320,Longman,1,Good,Good,0
QLD515,CANAGA,321,Maranoa,1,Good,Good,0
QLD516,CANAL CREEK,305,Capricornia,1,Good,Good,0
QLD517,CANIA,311,Flynn,1,Good,Good,0
QLD518,CANINA,329,Wide Bay,1,Good,Good,0
QLD519,CANNINDAH,311,Flynn,1,Good,Good,0
QLD52,AMAROO,317,Kennedy,1,Good,Good,0
QLD521,CANNING CREEK,321,Maranoa,1,Good,Good,0
QLD522,CANNINGVALE,321,Maranoa,1,Good,Good,0
QLD523,CANNON CREEK,321,Maranoa,1,Good,Good,0
QLD524,CANNON CREEK,330,Wright,1,Good,Good,0
QLD525,CANNON HILL,302,Bonner,0.0994557,Good,Good,0
QLD525,CANNON HILL,313,Griffith,0.9005443,Good,Good,0
QLD526,CANNON VALLEY,306,Dawson,1,Good,Good,0
QLD527,CANNONVALE,306,Dawson,1,Good,Good,0
QLD528,CANOONA,305,Capricornia,1,Good,Good,0
QLD529,CANUNGRA,330,Wright,1,Good,Good,0
QLD53,AMBER,317,Kennedy,1,Good,Good,0
QLD530,CAPALABA,303,Bowman,1,Good,Good,0
QLD532,CAPE CLEVELAND,306,Dawson,1,Good,Good,0
QLD533,CAPE CONWAY,306,Dawson,1,Good,Good,0
QLD534,CAPE GLOUCESTER,306,Dawson,1,Good,Good,0
QLD535,CAPE HILLSBOROUGH,306,Dawson,1,Good,Good,0
QLD536,CAPE TRIBULATION,318,Leichhardt,1,Good,Good,0
QLD537,CAPELLA,311,Flynn,1,Good,Good,0
QLD538,CAPTAIN CREEK,311,Flynn,1,Good,Good,0
QLD539,CAPTAINS MOUNTAIN,321,Maranoa,1,Good,Good,0
QLD54,AMBERLEY,301,Blair,1,Good,Good,0
QLD540,CARAVONICA,318,Leichhardt,1,Good,Good,0
QLD541,CARBINE CREEK,311,Flynn,1,Good,Good,0
QLD542,CARBROOK,303,Bowman,3.70E-06,Good,Good,1
QLD542,CARBROOK,312,Forde,0.9999963,Good,Good,0
QLD543,CARDSTONE,317,Kennedy,1,Good,Good,0
QLD544,CARDWELL,317,Kennedy,1,Good,Good,0
QLD545,CARINA,302,Bonner,0.3037627,Good,Good,0
QLD545,CARINA,313,Griffith,0.6962373,Good,Good,0
QLD546,CARINA HEIGHTS,313,Griffith,1,Good,Good,0
QLD547,CARINDALE,302,Bonner,1,Good,Good,0
QLD548,CARMILA,305,Capricornia,1,Good,Good,0
QLD549,CARMOO,317,Kennedy,1,Good,Good,0
QLD55,AMBROSE,311,Flynn,1,Good,Good,0
QLD551,CARNARVON PARK,311,Flynn,1,Good,Good,0
QLD552,CARNEYS CREEK,330,Wright,1,Good,Good,0
QLD553,CAROLE PARK,325,Oxley,1,Good,Good,0
QLD554,CAROLINE CROSSING,321,Maranoa,1,Good,Good,0
QLD555,CARPENDALE,330,Wright,1,Good,Good,0
QLD556,CARPENTARIA,317,Kennedy,1,Good,Good,0
QLD557,CARRANDOTTA,317,Kennedy,1,Good,Good,0
QLD558,CARRARA,323,Moncrieff,1,Good,Good,0
QLD559,CARRINGTON,317,Kennedy,1,Good,Good,0
QLD56,AMBY,321,Maranoa,1,Good,Good,0
QLD560,CARRUCHAN,317,Kennedy,1,Good,Good,0
QLD561,CARSELDINE,326,Petrie,1,Good,Good,0
QLD562,CARSTAIRS,306,Dawson,1,Good,Good,0
QLD563,CARTERS RIDGE,329,Wide Bay,1,Good,Good,0
QLD564,CASHMERE,307,Dickson,1,Good,Good,0
QLD565,CASSOWARY,318,Leichhardt,1,Good,Good,0
QLD566,CASTAWAYS BEACH,329,Wide Bay,1,Good,Good,0
QLD567,CASTLE CREEK,311,Flynn,1,Good,Good,0
QLD568,CASTLE HILL,315,Herbert,1,Good,Good,0
QLD569,CATTLE CREEK,321,Maranoa,1,Good,Good,0
QLD57,AMIENS,321,Maranoa,1,Good,Good,0
QLD570,CATTLE CREEK,311,Flynn,1,Good,Good,0
QLD571,CAUSEWAY LAKE,305,Capricornia,1,Good,Good,0
QLD572,CAWARRAL,305,Capricornia,1,Good,Good,0
QLD573,CAWDOR,314,Groom,1,Good,Good,0
QLD575,CECIL PLAINS,314,Groom,0.0851859,Good,Good,0
QLD575,CECIL PLAINS,321,Maranoa,0.9148141,Good,Good,0
QLD576,CEDAR CREEK,330,Wright,0.4622843,Good,Good,0
QLD576,CEDAR CREEK,312,Forde,0.5377157,Good,Good,0
QLD577,CEDAR CREEK,307,Dickson,1,Good,Good,0
QLD578,CEDAR GROVE,330,Wright,1,Good,Good,0
QLD579,CEDAR POCKET,329,Wide Bay,1,Good,Good,0
QLD58,AMITY,303,Bowman,1,Good,Good,0
QLD580,CEDAR VALE,330,Wright,1,Good,Good,0
QLD581,CEDARTON,320,Longman,1,Good,Good,0
QLD582,CEMENT MILLS,321,Maranoa,1,Good,Good,0
QLD583,CENTENARY HEIGHTS,314,Groom,1,Good,Good,0
QLD584,CERATODUS,311,Flynn,1,Good,Good,0
QLD585,CHAHPINGAH,321,Maranoa,1,Good,Good,0
QLD586,CHAMBERS FLAT,312,Forde,1,Good,Good,0
QLD587,CHANCES PLAIN,321,Maranoa,1,Good,Good,0
QLD588,CHANDLER,302,Bonner,1,Good,Good,0
QLD589,CHAPEL HILL,328,Ryan,1,Good,Good,0
QLD59,ANDERGROVE,306,Dawson,1,Good,Good,0
QLD590,CHARLESTOWN,321,Maranoa,0.0001204,Good,Good,1
QLD590,CHARLESTOWN,311,Flynn,0.9998796,Good,Good,0
QLD591,CHARLEVILLE,321,Maranoa,1,Good,Good,0
QLD592,CHARLTON,314,Groom,1,Good,Good,0
QLD593,CHARLWOOD,330,Wright,1,Good,Good,0
QLD594,CHATSWORTH,329,Wide Bay,1,Good,Good,0
QLD595,CHEESEBOROUGH,311,Flynn,1,Good,Good,0
QLD596,CHELMER,324,Moreton,1,Good,Good,0
QLD597,CHELMSFORD,311,Flynn,1,Good,Good,0
QLD598,CHELONA,305,Capricornia,1,Good,Good,0
QLD599,CHELTENHAM,311,Flynn,1,Good,Good,0
QLD6,ABINGTON,316,Hinkler,1,Good,Good,0
QLD60,ANDERLEIGH,329,Wide Bay,1,Good,Good,0
QLD600,CHERBOURG,329,Wide Bay,1,Good,Good,0
QLD601,CHERMSIDE,319,Lilley,1,Good,Good,0
QLD602,CHERMSIDE WEST,319,Lilley,1,Good,Good,0
QLD603,CHERRY CREEK,321,Maranoa,1,Good,Good,0
QLD604,CHERRY GULLY,321,Maranoa,1,Good,Good,0
QLD605,CHERWELL,316,Hinkler,1,Good,Good,0
QLD606,CHEVALLUM,310,Fisher,1,Good,Good,0
QLD607,CHEWKO,317,Kennedy,1,Good,Good,0
QLD608,CHILDERS,316,Hinkler,1,Good,Good,0
QLD609,CHILLAGOE,317,Kennedy,1,Good,Good,0
QLD61,ANDROMACHE,306,Dawson,1,Good,Good,0
QLD610,CHINCHILLA,321,Maranoa,1,Good,Good,0
QLD611,CHINGHEE CREEK,330,Wright,1,Good,Good,0
QLD612,CHIRNSIDE,311,Flynn,1,Good,Good,0
QLD614,CHRISTMAS CREEK,330,Wright,1,Good,Good,0
QLD615,CHURCHABLE,330,Wright,1,Good,Good,0
QLD616,CHURCHILL,301,Blair,1,Good,Good,0
QLD617,CHUWAR,301,Blair,1,Good,Good,0
QLD618,CINNABAR,329,Wide Bay,1,Good,Good,0
QLD62,ANDURAMBA,321,Maranoa,1,Good,Good,0
QLD620,CLAGIRABA,330,Wright,1,Good,Good,0
QLD621,CLAIRVIEW,305,Capricornia,1,Good,Good,0
QLD622,CLARA CREEK,321,Maranoa,1,Good,Good,0
QLD623,CLARAVILLE,317,Kennedy,1,Good,Good,0
QLD624,CLARE,317,Kennedy,0.207252,Good,Good,0
QLD624,CLARE,306,Dawson,0.792748,Good,Good,0
QLD625,CLARENDON,301,Blair,1,Good,Good,0
QLD626,CLARKE CREEK,305,Capricornia,1,Good,Good,0
QLD627,CLAYFIELD,304,Brisbane,1,Good,Good,0
QLD628,CLEAR ISLAND WATERS,322,McPherson,1,Good,Good,0
QLD629,CLEAR MOUNTAIN,307,Dickson,1,Good,Good,0
QLD63,ANNANDALE,306,Dawson,1,Good,Good,0
QLD630,CLEMANT,315,Herbert,0.1110216,Good,Good,0
QLD630,CLEMANT,317,Kennedy,0.8889784,Good,Good,0
QLD631,CLERMONT,305,Capricornia,1,Good,Good,0
QLD632,CLEVELAND,303,Bowman,1,Good,Good,0
QLD633,CLIFFORD,321,Maranoa,1,Good,Good,0
QLD634,CLIFTON,321,Maranoa,1,Good,Good,0
QLD635,CLIFTON BEACH,318,Leichhardt,1,Good,Good,0
QLD636,CLINTON,311,Flynn,1,Good,Good,0
QLD637,CLINTONVALE,321,Maranoa,1,Good,Good,0
QLD638,CLONCURRY,317,Kennedy,1,Good,Good,0
QLD639,CLONTARF,321,Maranoa,1,Good,Good,0
QLD64,ANNERLEY,324,Moreton,1,Good,Good,0
QLD640,CLONTARF,326,Petrie,1,Good,Good,0
QLD641,CLOSEBURN,307,Dickson,1,Good,Good,0
QLD642,CLOYNA,329,Wide Bay,1,Good,Good,0
QLD643,CLUDEN,306,Dawson,1,Good,Good,0
QLD644,CLUMBER,330,Wright,1,Good,Good,0
QLD645,COAL CREEK,301,Blair,1,Good,Good,0
QLD646,COALBANK,321,Maranoa,1,Good,Good,0
QLD647,COALFALLS,301,Blair,1,Good,Good,0
QLD648,COALSTOUN LAKES,311,Flynn,1,Good,Good,0
QLD649,COBBS HILL,329,Wide Bay,1,Good,Good,0
QLD65,ANSTEAD,328,Ryan,1,Good,Good,0
QLD650,COBRABALL,305,Capricornia,1,Good,Good,0
QLD651,COCKATOO,311,Flynn,1,Good,Good,0
QLD653,COCONUTS,317,Kennedy,1,Good,Good,0
QLD654,COEN,318,Leichhardt,1,Good,Good,0
QLD655,COES CREEK,309,Fairfax,1,Good,Good,0
QLD656,COLES CREEK,329,Wide Bay,1,Good,Good,0
QLD657,COLEVALE,306,Dawson,1,Good,Good,0
QLD658,COLEYVILLE,330,Wright,1,Good,Good,0
QLD659,COLINTON,301,Blair,1,Good,Good,0
QLD66,ANTHONY,330,Wright,1,Good,Good,0
QLD660,COLLAROY,305,Capricornia,1,Good,Good,0
QLD661,COLLEGE VIEW,330,Wright,1,Good,Good,0
QLD662,COLLINGWOOD PARK,325,Oxley,0.3797691,Good,Good,0
QLD662,COLLINGWOOD PARK,301,Blair,0.6202309,Good,Good,0
QLD663,COLLINSVILLE,305,Capricornia,1,Good,Good,0
QLD664,COLOSSEUM,311,Flynn,1,Good,Good,0
QLD665,COLUMBIA,317,Kennedy,1,Good,Good,0
QLD666,COLUMBOOLA,321,Maranoa,1,Good,Good,0
QLD667,COMET,311,Flynn,1,Good,Good,0
QLD668,COMMISSIONERS FLAT,320,Longman,1,Good,Good,0
QLD669,COMO,329,Wide Bay,1,Good,Good,0
QLD67,ANTIGUA,329,Wide Bay,1,Good,Good,0
QLD670,COMOON LOOP,317,Kennedy,1,Good,Good,0
QLD671,CONA CREEK,311,Flynn,1,Good,Good,0
QLD672,CONDAMINE,321,Maranoa,1,Good,Good,0
QLD673,CONDAMINE FARMS,321,Maranoa,1,Good,Good,0
QLD675,CONDON,315,Herbert,1,Good,Good,0
QLD676,CONJUBOY,317,Kennedy,1,Good,Good,0
QLD677,CONONDALE,310,Fisher,1,Good,Good,0
QLD678,CONSUELO,311,Flynn,1,Good,Good,0
QLD679,CONWAY,306,Dawson,1,Good,Good,0
QLD68,APPLE TREE CREEK,316,Hinkler,1,Good,Good,0
QLD680,CONWAY BEACH,306,Dawson,1,Good,Good,0
QLD681,COOCHIEMUDLO ISLAND,303,Bowman,1,Good,Good,0
QLD682,COOCHIN,330,Wright,1,Good,Good,0
QLD683,COOCHIN CREEK,,,4.00E-07,Poor,Good,4
QLD683,COOCHIN CREEK,310,Fisher,0.9999996,Good,Good,0
QLD684,COOEE BAY,305,Capricornia,1,Good,Good,0
QLD685,COOEEIMBARDI,301,Blair,1,Good,Good,0
QLD686,COOKTOWN,318,Leichhardt,1,Good,Good,0
QLD687,COOLABINE,309,Fairfax,1,Good,Good,0
QLD688,COOLABUNIA,321,Maranoa,1,Good,Good,0
QLD689,COOLADDI,321,Maranoa,1,Good,Good,0
QLD69,APPLETHORPE,321,Maranoa,1,Good,Good,0
QLD690,COOLANA,301,Blair,1,Good,Good,0
QLD691,COOLANGATTA,322,McPherson,1,Good,Good,0
QLD692,COOLBIE,317,Kennedy,1,Good,Good,0
QLD693,COOLMUNDA,321,Maranoa,1,Good,Good,0
QLD694,COOLOOLA,329,Wide Bay,1,Good,Good,0
QLD695,COOLOOLA COVE,329,Wide Bay,1,Good,Good,0
QLD696,COOLOOLABIN,309,Fairfax,1,Good,Good,0
QLD697,COOLUM BEACH,309,Fairfax,1,Good,Good,0
QLD698,COOMBABAH,308,Fadden,1,Good,Good,0
QLD699,COOMERA,308,Fadden,1,Good,Good,0
QLD7,ACACIA RIDGE,324,Moreton,1,Good,Good,0
QLD70,ARAFURA SEA,318,Leichhardt,1,Good,Good,0
QLD700,COOMINGLAH,311,Flynn,1,Good,Good,0
QLD701,COOMINGLAH FOREST,311,Flynn,1,Good,Good,0
QLD702,COOMINYA,301,Blair,1,Good,Good,0
QLD703,COOMOO,311,Flynn,1,Good,Good,0
QLD704,COOMRITH,321,Maranoa,1,Good,Good,0
QLD705,COONAMBULA,311,Flynn,1,Good,Good,0
QLD706,COONARR,316,Hinkler,1,Good,Good,0
QLD707,COONDOO,329,Wide Bay,1,Good,Good,0
QLD708,COONGOOLA,321,Maranoa,1,Good,Good,0
QLD709,COOPERS PLAINS,324,Moreton,1,Good,Good,0
QLD71,ARALUEN,329,Wide Bay,1,Good,Good,0
QLD710,COORADA,311,Flynn,1,Good,Good,0
QLD711,COORAN,329,Wide Bay,1,Good,Good,0
QLD712,COORANGA,321,Maranoa,1,Good,Good,0
QLD713,COOROIBAH,329,Wide Bay,1,Good,Good,0
QLD714,COOROO LANDS,317,Kennedy,1,Good,Good,0
QLD715,COOROOMAN,305,Capricornia,1,Good,Good,0
QLD716,COOROY,329,Wide Bay,1,Good,Good,0
QLD717,COOROY MOUNTAIN,329,Wide Bay,1,Good,Good,0
QLD718,COORPAROO,313,Griffith,1,Good,Good,0
QLD719,COORUMBA,317,Kennedy,1,Good,Good,0
QLD72,ARAMAC,321,Maranoa,1,Good,Good,0
QLD720,COORUMBENE,311,Flynn,1,Good,Good,0
QLD721,COOTHARABA,329,Wide Bay,1,Good,Good,0
QLD722,COOWONGA,305,Capricornia,1,Good,Good,0
QLD723,COOYA BEACH,318,Leichhardt,1,Good,Good,0
QLD724,COOYAR,321,Maranoa,1,Good,Good,0
QLD725,COPPABELLA,305,Capricornia,1,Good,Good,0
QLD726,COQUETTE POINT,317,Kennedy,1,Good,Good,0
QLD727,CORAL COVE,316,Hinkler,1,Good,Good,0
QLD728,CORAL SEA,329,Wide Bay,8.00E-05,Good,Good,1
QLD728,CORAL SEA,316,Hinkler,0.0015007,Good,Good,1
QLD728,CORAL SEA,305,Capricornia,0.0020472,Good,Good,1
QLD728,CORAL SEA,318,Leichhardt,0.0029918,Good,Good,1
QLD728,CORAL SEA,317,Kennedy,0.0085528,Good,Good,1
QLD728,CORAL SEA,315,Herbert,0.0340388,Good,Good,0
QLD728,CORAL SEA,306,Dawson,0.2264937,Good,Good,0
QLD728,CORAL SEA,311,Flynn,0.357034,Good,Good,0
QLD728,CORAL SEA,,,0.3672611,Poor,Good,2
QLD729,CORALIE,317,Kennedy,1,Good,Good,0
QLD73,ARAMARA,329,Wide Bay,1,Good,Good,0
QLD730,CORDALBA,316,Hinkler,1,Good,Good,0
QLD731,CORDELIA,317,Kennedy,1,Good,Good,0
QLD732,CORELLA,329,Wide Bay,1,Good,Good,0
QLD733,CORFIELD,321,Maranoa,1,Good,Good,0
QLD734,CORINDA,324,Moreton,1,Good,Good,0
QLD735,CORINGA,311,Flynn,1,Good,Good,0
QLD736,CORNDALE,321,Maranoa,1,Good,Good,0
QLD738,CORNUBIA,312,Forde,1,Good,Good,0
QLD739,CORNWALL,321,Maranoa,1,Good,Good,0
QLD74,ARANA HILLS,307,Dickson,1,Good,Good,0
QLD740,COTHERSTONE,311,Flynn,1,Good,Good,0
QLD741,COTSWOLD HILLS,314,Groom,1,Good,Good,0
QLD742,COTTONVALE,321,Maranoa,1,Good,Good,0
QLD743,COULSON,330,Wright,1,Good,Good,0
QLD744,COVERTY,311,Flynn,1,Good,Good,0
QLD745,COW BAY,318,Leichhardt,1,Good,Good,0
QLD746,COWAN COWAN,302,Bonner,1,Good,Good,0
QLD747,COWLEY,317,Kennedy,1,Good,Good,0
QLD748,COWLEY BEACH,317,Kennedy,1,Good,Good,0
QLD749,COWLEY CREEK,317,Kennedy,1,Good,Good,0
QLD75,ARANBANGA,311,Flynn,1,Good,Good,0
QLD750,CRACOW,311,Flynn,1,Good,Good,0
QLD751,CRAIGLIE,318,Leichhardt,1,Good,Good,0
QLD752,CRAIGNISH,316,Hinkler,1,Good,Good,0
QLD753,CRANBROOK,315,Herbert,1,Good,Good,0
QLD754,CRANLEY,314,Groom,1,Good,Good,0
QLD755,CRAWFORD,321,Maranoa,1,Good,Good,0
QLD756,CREDITON,305,Capricornia,1,Good,Good,0
QLD757,CREMORNE,306,Dawson,1,Good,Good,0
QLD758,CRESSBROOK,301,Blair,1,Good,Good,0
QLD759,CRESSBROOK CREEK,321,Maranoa,1,Good,Good,0
QLD76,ARATULA,330,Wright,1,Good,Good,0
QLD760,CRESTMEAD,327,Rankin,1,Good,Good,0
QLD762,CRINUM,311,Flynn,1,Good,Good,0
QLD763,CROFTBY,330,Wright,1,Good,Good,0
QLD764,CROHAMHURST,310,Fisher,1,Good,Good,0
QLD765,CROMARTY,317,Kennedy,7.75E-05,Good,Good,1
QLD765,CROMARTY,306,Dawson,0.9999225,Good,Good,0
QLD766,CROSSDALE,301,Blair,1,Good,Good,0
QLD767,CROSSROADS,321,Maranoa,1,Good,Good,0
QLD768,CROWLEY VALE,330,Wright,1,Good,Good,0
QLD769,CROWNTHORPE,329,Wide Bay,1,Good,Good,0
QLD77,ARBOUIN,317,Kennedy,1,Good,Good,0
QLD770,CROWS NEST,321,Maranoa,1,Good,Good,0
QLD771,CROYDON,317,Kennedy,1,Good,Good,0
QLD772,CRYNA,330,Wright,1,Good,Good,0
QLD773,CRYSTAL BROOK,306,Dawson,1,Good,Good,0
QLD774,CRYSTAL CREEK,317,Kennedy,1,Good,Good,0
QLD775,CRYSTALBROOK,317,Kennedy,1,Good,Good,0
QLD776,CULLINANE,317,Kennedy,1,Good,Good,0
QLD777,CUNGULLA,306,Dawson,1,Good,Good,0
QLD778,CUNNAMULLA,321,Maranoa,1,Good,Good,0
QLD779,CUNNINGHAM,321,Maranoa,1,Good,Good,0
QLD78,ARCADIA,315,Herbert,1,Good,Good,0
QLD780,CURRA,329,Wide Bay,1,Good,Good,0
QLD781,CURRAJAH,317,Kennedy,1,Good,Good,0
QLD782,CURRAJONG,315,Herbert,1,Good,Good,0
QLD783,CURRAMORE,310,Fisher,1,Good,Good,0
QLD784,CURRIMUNDI,310,Fisher,1,Good,Good,0
QLD785,CURRUMBIN,322,McPherson,1,Good,Good,0
QLD786,CURRUMBIN VALLEY,322,McPherson,1,Good,Good,0
QLD787,CURRUMBIN WATERS,322,McPherson,1,Good,Good,0
QLD788,CURTIS ISLAND,311,Flynn,1,Good,Good,0
QLD789,CUSHNIE,311,Flynn,1,Good,Good,0
QLD79,ARCADIA VALLEY,311,Flynn,1,Good,Good,0
QLD790,CUTELLA,314,Groom,1,Good,Good,0
QLD791,CUTTABURRA,321,Maranoa,1,Good,Good,0
QLD792,CYNTHIA,311,Flynn,1,Good,Good,0
QLD793,CYPRESS GARDENS,321,Maranoa,1,Good,Good,0
QLD794,D'AGUILAR,320,Longman,1,Good,Good,0
QLD795,DAGMAR,318,Leichhardt,1,Good,Good,0
QLD796,DAGUN,329,Wide Bay,1,Good,Good,0
QLD797,DAINTREE,318,Leichhardt,1,Good,Good,0
QLD798,DAISY HILL,312,Forde,0.0008842,Good,Good,1
QLD798,DAISY HILL,327,Rankin,0.9991158,Good,Good,0
QLD799,DAJARRA,317,Kennedy,1,Good,Good,0
QLD8,ACLAND,314,Groom,1,Good,Good,0
QLD80,ARCHER RIVER,318,Leichhardt,1,Good,Good,0
QLD800,DAKABIN,320,Longman,1,Good,Good,0
QLD801,DAKENBA,311,Flynn,1,Good,Good,0
QLD802,DALBEG,317,Kennedy,1,Good,Good,0
QLD803,DALBY,321,Maranoa,1,Good,Good,0
QLD804,DALCOUTH,321,Maranoa,1,Good,Good,0
QLD805,DALGA,311,Flynn,1,Good,Good,0
QLD806,DALLARNIL,311,Flynn,1,Good,Good,0
QLD807,DALMA,311,Flynn,1,Good,Good,0
QLD808,DALRYMPLE CREEK,317,Kennedy,1,Good,Good,0
QLD809,DALRYMPLE HEIGHTS,305,Capricornia,1,Good,Good,0
QLD81,ARCHERFIELD,324,Moreton,1,Good,Good,0
QLD810,DALVEEN,321,Maranoa,1,Good,Good,0
QLD811,DALWOGON,321,Maranoa,1,Good,Good,0
QLD812,DALYSFORD,311,Flynn,1,Good,Good,0
QLD813,DAMASCUS,311,Flynn,1,Good,Good,0
QLD814,DAMPER CREEK,317,Kennedy,1,Good,Good,0
QLD815,DANBULLA,317,Kennedy,1,Good,Good,0
QLD816,DANDEROO,321,Maranoa,1,Good,Good,0
QLD817,DANGORE,321,Maranoa,1,Good,Good,0
QLD818,DARADGEE,317,Kennedy,1,Good,Good,0
QLD819,DARGAL ROAD,321,Maranoa,1,Good,Good,0
QLD82,ARCTURUS,311,Flynn,1,Good,Good,0
QLD820,DARLING HEIGHTS,314,Groom,1,Good,Good,0
QLD821,DARLINGTON,330,Wright,1,Good,Good,0
QLD823,DARR CREEK,321,Maranoa,1,Good,Good,0
QLD824,DARRA,325,Oxley,1,Good,Good,0
QLD825,DARTS CREEK,311,Flynn,1,Good,Good,0
QLD826,DAUAN ISLAND,318,Leichhardt,1,Good,Good,0
QLD827,DAVESON,317,Kennedy,1,Good,Good,0
QLD828,DAYBORO,307,Dickson,1,Good,Good,0
QLD829,DAYMAR,321,Maranoa,1,Good,Good,0
QLD830,DEAGON,319,Lilley,1,Good,Good,0
