ILOC_CODE_2021,ILOC_NAME_2021,RA_CODE_2016,RA_NAME_2016,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
30900206,Edmonton,32,Outer Regional Australia,1,Good,Good,0
30900207,Gordonvale,32,Outer Regional Australia,1,Good,Good,0
30900208,Manunda - Portsmith,32,Outer Regional Australia,1,Good,Good,0
30900209,Mount Whitfield,32,Outer Regional Australia,1,Good,Good,0
30900210,Trinity,32,Outer Regional Australia,1,Good,Good,0
30900301,Mossman,32,Outer Regional Australia,1,Good,Good,0
30900302,Mossman - Surrounds,32,Outer Regional Australia,1,Good,Good,0
30900303,Mossman Gorge,32,Outer Regional Australia,1,Good,Good,0
30900401,Cairns - Southern Hinterlands,32,Outer Regional Australia,1,Good,Good,0
30900501,Eacham,32,Outer Regional Australia,1,Good,Good,0
30900601,Herberton,32,Outer Regional Australia,1,Good,Good,0
30900602,Herberton Tablelands,32,Outer Regional Australia,0.72233,Good,Good,0
30900602,Herberton Tablelands,33,Remote Australia,0.27767,Poor,Good,0
30900603,Mount Garnet,33,Remote Australia,1,Poor,Good,0
30900604,Ravenshoe,32,Outer Regional Australia,1,Good,Good,0
30900701,Innisfail,32,Outer Regional Australia,1,Good,Good,0
30900702,Johnstone,32,Outer Regional Australia,1,Good,Good,0
30900801,Etheridge Tablelands,32,Outer Regional Australia,0.8871536,Good,Good,0
30900801,Etheridge Tablelands,33,Remote Australia,0.0172528,Poor,Good,0
30900801,Etheridge Tablelands,34,Very Remote Australia,0.0955936,Acceptable,Good,0
30900802,Kowrowa - Mona Mona,32,Outer Regional Australia,1,Good,Good,0
30900803,Mantaka,32,Outer Regional Australia,1,Good,Good,0
30900901,Mareeba,32,Outer Regional Australia,1,Good,Good,0
30901001,Cardwell,32,Outer Regional Australia,0.7635857,Good,Good,0
30901001,Cardwell,33,Remote Australia,0.2357353,Poor,Good,0
30901001,Cardwell,34,Very Remote Australia,0.000679,Acceptable,Good,1
30901002,Jumbun,33,Remote Australia,1,Poor,Good,0
30901003,Tully,32,Outer Regional Australia,1,Good,Good,0
30901101,Cape Tribulation - China Camp - Zig Zag,33,Remote Australia,1,Poor,Good,0
30901102,Wujal Wujal,33,Remote Australia,1,Poor,Good,0
30901201,Yarrabah,32,Outer Regional Australia,1,Good,Good,0
31000101,Bowen (Qld),32,Outer Regional Australia,0.8312534,Good,Good,0
31000101,Bowen (Qld),33,Remote Australia,0.1687466,Poor,Good,0
31000201,Ayr,32,Outer Regional Australia,1,Good,Good,0
31000202,Burdekin,32,Outer Regional Australia,0.9821978,Good,Good,0
31000202,Burdekin,33,Remote Australia,0.0178022,Poor,Good,0
31000301,Charters Towers,32,Outer Regional Australia,1,Good,Good,0
31000401,Flinders - Richmond - Dalrymple,32,Outer Regional Australia,0.2956362,Good,Good,0
31000401,Flinders - Richmond - Dalrymple,33,Remote Australia,0.2181749,Poor,Good,0
31000401,Flinders - Richmond - Dalrymple,34,Very Remote Australia,0.4861889,Acceptable,Good,0
31000501,Hinchinbrook,32,Outer Regional Australia,0.5487866,Good,Good,0
31000501,Hinchinbrook,33,Remote Australia,0.4457389,Poor,Good,0
31000501,Hinchinbrook,34,Very Remote Australia,0.0054745,Acceptable,Good,1
31000502,Ingham,32,Outer Regional Australia,1,Good,Good,0
31000601,Mackay,31,Inner Regional Australia,0.956866,Acceptable,Good,0
31000601,Mackay,32,Outer Regional Australia,0.043134,Good,Good,0
31000701,Mackay - Surrounds,31,Inner Regional Australia,0.0725936,Acceptable,Good,0
31000701,Mackay - Surrounds,32,Outer Regional Australia,0.9258458,Good,Good,0
31000701,Mackay - Surrounds,33,Remote Australia,7.90E-06,Poor,Good,1
31000701,Mackay - Surrounds,34,Very Remote Australia,0.0015526,Acceptable,Good,1
31000801,Mirani,32,Outer Regional Australia,1,Good,Good,0
31000901,Palm Island,33,Remote Australia,0.9999571,Poor,Good,0
31000901,Palm Island,34,Very Remote Australia,4.29E-05,Acceptable,Good,1
31001001,Proserpine - Whitsunday,,,0.0001208,Acceptable,Good,4
31001001,Proserpine - Whitsunday,32,Outer Regional Australia,0.9023017,Good,Good,0
31001001,Proserpine - Whitsunday,33,Remote Australia,0.0750935,Poor,Good,0
31001001,Proserpine - Whitsunday,34,Very Remote Australia,0.022484,Acceptable,Good,0
31001101,Sarina,32,Outer Regional Australia,0.9999907,Good,Good,0
31001101,Sarina,34,Very Remote Australia,9.30E-06,Acceptable,Good,1
31001201,Thuringowa,32,Outer Regional Australia,1,Good,Good,0
31001301,Townsville,32,Outer Regional Australia,1,Good,Good,0
31001401,Townsville - Northern Beaches,32,Outer Regional Australia,1,Good,Good,0
31001402,Townsville - Southern Rangelands,32,Outer Regional Australia,1,Good,Good,0
39499494,No usual address (Qld),39,No usual address (Qld),1,Good,Good,0
39799797,Migratory - Offshore - Shipping (Qld),35,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
40100101,Adelaide - Central,40,Major Cities of Australia,1,Good,Good,0
40100102,Prospect - Walkerville,40,Major Cities of Australia,1,Good,Good,0
40100201,Adelaide Hills,40,Major Cities of Australia,0.5476979,Good,Good,0
40100201,Adelaide Hills,41,Inner Regional Australia,0.4523021,Acceptable,Good,0
40100202,Mount Barker,41,Inner Regional Australia,1,Acceptable,Good,0
40100301,Barossa,40,Major Cities of Australia,0.0506018,Good,Good,0
40100301,Barossa,41,Inner Regional Australia,0.9493982,Acceptable,Good,0
40100401,Barmera,42,Outer Regional Australia,1,Good,Good,0
40100402,Berri,42,Outer Regional Australia,1,Good,Good,0
40100501,Campbelltown,40,Major Cities of Australia,1,Good,Good,0
40100502,Norwood - Payneham - St Peters,40,Major Cities of Australia,1,Good,Good,0
40100601,Charles Sturt - Coast,40,Major Cities of Australia,1,Good,Good,0
40100602,Charles Sturt - Inner East,40,Major Cities of Australia,1,Good,Good,0
40100603,Charles Sturt - Inner West,40,Major Cities of Australia,1,Good,Good,0
40100604,Charles Sturt - North-East,40,Major Cities of Australia,1,Good,Good,0
40100701,Fleurieu - Kangaroo Island,,,6.20E-06,Acceptable,Good,4
40100701,Fleurieu - Kangaroo Island,41,Inner Regional Australia,0.9112822,Acceptable,Good,0
40100701,Fleurieu - Kangaroo Island,43,Remote Australia,0.0887116,Poor,Good,0
40100801,Gawler,40,Major Cities of Australia,1,Good,Good,0
40100901,Holdfast Bay,40,Major Cities of Australia,1,Good,Good,0
40100902,West Torrens,40,Major Cities of Australia,1,Good,Good,0
40101001,Loxton - Waikerie,42,Outer Regional Australia,1,Good,Good,0
40101002,Mid Murray,41,Inner Regional Australia,0.7072995,Acceptable,Good,0
40101002,Mid Murray,42,Outer Regional Australia,0.2927005,Good,Good,0
40101101,Marion - Central,40,Major Cities of Australia,1,Good,Good,0
40101102,Marion - North,40,Major Cities of Australia,1,Good,Good,0
40101103,Marion - South,40,Major Cities of Australia,1,Good,Good,0
40101201,Murray Bridge,41,Inner Regional Australia,1,Acceptable,Good,0
40101301,Meningie,42,Outer Regional Australia,1,Good,Good,0
40101302,Murray Mallee,41,Inner Regional Australia,0.2807478,Acceptable,Good,0
40101302,Murray Mallee,42,Outer Regional Australia,0.4771131,Good,Good,0
40101302,Murray Mallee,43,Remote Australia,0.2421391,Poor,Good,0
40101303,Raukkan,42,Outer Regional Australia,1,Good,Good,0
40101401,Onkaparinga - Central North,40,Major Cities of Australia,1,Good,Good,0
40101402,Onkaparinga - North Coast,40,Major Cities of Australia,1,Good,Good,0
40101403,Onkaparinga - South,40,Major Cities of Australia,0.9077552,Good,Good,0
40101403,Onkaparinga - South,41,Inner Regional Australia,0.0922448,Acceptable,Good,0
40101501,Playford - Central West,40,Major Cities of Australia,1,Good,Good,0
40101502,Playford - East,40,Major Cities of Australia,0.9431895,Good,Good,0
40101502,Playford - East,41,Inner Regional Australia,0.0568105,Acceptable,Good,0
40101503,Playford - Elizabeth,40,Major Cities of Australia,1,Good,Good,0
40101504,Playford - West,40,Major Cities of Australia,0.8940535,Good,Good,0
40101504,Playford - West,41,Inner Regional Australia,0.1059465,Acceptable,Good,0
40101601,Port Adelaide - Enfield - Coast,40,Major Cities of Australia,1,Good,Good,0
40101602,Port Adelaide - Enfield - East,40,Major Cities of Australia,1,Good,Good,0
40101603,Port Adelaide - Enfield - Inner,40,Major Cities of Australia,1,Good,Good,0
40101604,Port Adelaide - Enfield - Park,40,Major Cities of Australia,1,Good,Good,0
40101605,Port Adelaide - Enfield - Port,40,Major Cities of Australia,1,Good,Good,0
40101701,Renmark Paringa,42,Outer Regional Australia,1,Good,Good,0
40101801,Salisbury - Central,40,Major Cities of Australia,1,Good,Good,0
40101802,Salisbury - North-East,40,Major Cities of Australia,1,Good,Good,0
40101803,Salisbury - South-East,40,Major Cities of Australia,1,Good,Good,0
40101804,Salisbury - West,40,Major Cities of Australia,1,Good,Good,0
40101901,Limestone Coast,42,Outer Regional Australia,0.9798826,Good,Good,0
40101901,Limestone Coast,43,Remote Australia,0.0201174,Poor,Good,0
40101902,Mount Gambier,41,Inner Regional Australia,0.9944725,Acceptable,Good,0
40101902,Mount Gambier,42,Outer Regional Australia,0.0055275,Good,Good,1
40102001,Tea Tree Gully,40,Major Cities of Australia,1,Good,Good,0
40102101,Burnside,40,Major Cities of Australia,1,Good,Good,0
40102102,Mitcham,40,Major Cities of Australia,1,Good,Good,0
40102103,Unley,40,Major Cities of Australia,1,Good,Good,0
40102201,Wakefield - Clare and Gilbert Valleys,41,Inner Regional Australia,0.7249419,Acceptable,Good,0
40102201,Wakefield - Clare and Gilbert Valleys,42,Outer Regional Australia,0.2750581,Good,Good,0
40102301,Copper Coast - Barunga West,42,Outer Regional Australia,1,Good,Good,0
40102302,Point Pearce,42,Outer Regional Australia,1,Good,Good,0
40102303,Yorke Peninsula,42,Outer Regional Australia,0.6332708,Good,Good,0
40102303,Yorke Peninsula,43,Remote Australia,0.3667292,Poor,Good,0
40200101,Amata - Tjurma Homelands,44,Very Remote Australia,1,Acceptable,Good,0
40200102,Anilalya Homelands,44,Very Remote Australia,1,Acceptable,Good,0
40200103,Indulkana and Indulkana Homelands,44,Very Remote Australia,1,Acceptable,Good,0
40200104,Kalka and Homelands,44,Very Remote Australia,1,Acceptable,Good,0
40200105,Kaltjiti (Fregon) and Irintata Homelands,44,Very Remote Australia,1,Acceptable,Good,0
40200106,Kanpi - Nyapari - Angatja,44,Very Remote Australia,1,Acceptable,Good,0
40200107,Mimili and Mimili Homelands,44,Very Remote Australia,1,Acceptable,Good,0
40200108,Pipalyatjara,44,Very Remote Australia,1,Acceptable,Good,0
40200109,Pukatja (Ernabella),44,Very Remote Australia,1,Acceptable,Good,0
40200110,Watarru and Outstations,44,Very Remote Australia,1,Acceptable,Good,0
40200201,Coober Pedy,44,Very Remote Australia,1,Acceptable,Good,0
40200202,Umoona,44,Very Remote Australia,1,Acceptable,Good,0
40200301,Dunjiba (Oodnadatta),44,Very Remote Australia,1,Acceptable,Good,0
40200302,Iga Warta Homeland,44,Very Remote Australia,1,Acceptable,Good,0
40200303,Lake Eyre - Lake Torrens,43,Remote Australia,0.2321998,Poor,Good,0
40200303,Lake Eyre - Lake Torrens,44,Very Remote Australia,0.7678002,Acceptable,Good,0
40200304,Leigh Creek - Copley,44,Very Remote Australia,1,Acceptable,Good,0
40200305,Roxby Downs,43,Remote Australia,1,Poor,Good,0
40200401,Flinders Ranges,41,Inner Regional Australia,0.0339332,Acceptable,Good,0
40200401,Flinders Ranges,42,Outer Regional Australia,0.9660668,Good,Good,0
40200402,Quorn,42,Outer Regional Australia,1,Good,Good,0
40200501,Davenport,42,Outer Regional Australia,1,Good,Good,0
40200502,Port Augusta - Central,42,Outer Regional Australia,1,Good,Good,0
40200503,Port Augusta - Surrounds,42,Outer Regional Australia,1,Good,Good,0
40200504,Port Augusta - West,42,Outer Regional Australia,1,Good,Good,0
40200505,Stirling North,42,Outer Regional Australia,1,Good,Good,0
40200601,Whyalla,42,Outer Regional Australia,0.9921365,Good,Good,0
40200601,Whyalla,43,Remote Australia,0.0078635,Poor,Good,1
40300101,Ceduna,44,Very Remote Australia,1,Acceptable,Good,0
40300102,Koonibba,44,Very Remote Australia,1,Acceptable,Good,0
40300103,Tjutjunaku Worka Tjuta - Inner Homelands,44,Very Remote Australia,1,Acceptable,Good,0
40300104,Tjutjunaku Worka Tjuta - Outer Homelands,44,Very Remote Australia,1,Acceptable,Good,0
40300201,Eyre Peninsula,43,Remote Australia,0.8255777,Poor,Good,0
40300201,Eyre Peninsula,44,Very Remote Australia,0.1744223,Acceptable,Good,0
40300202,Maralinga Tjarutja,44,Very Remote Australia,1,Acceptable,Good,0
40300203,South-West Coast,44,Very Remote Australia,1,Acceptable,Good,0
40300204,Yalata,44,Very Remote Australia,1,Acceptable,Good,0
40300301,Port Lincoln,43,Remote Australia,1,Poor,Good,0
49499494,No usual address (SA),49,No usual address (SA),1,Good,Good,0
49799797,Migratory - Offshore - Shipping (SA),45,Migratory - Offshore - Shipping (SA),1,Good,Good,0
50100101,Broome - Central,53,Remote Australia,1,Acceptable,Good,0
50100102,Broome - North,53,Remote Australia,1,Acceptable,Good,0
50100103,Broome Town Camps,53,Remote Australia,1,Acceptable,Good,0
50100104,Minyirr - Cable Beach,53,Remote Australia,1,Acceptable,Good,0
50100201,Bardi (One Arm Point),54,Very Remote Australia,1,Good,Good,0
50100202,Beagle Bay,54,Very Remote Australia,1,Good,Good,0
50100203,Bidyadanga,54,Very Remote Australia,1,Good,Good,0
50100207,Broome - Surrounds,54,Very Remote Australia,1,Good,Good,0
50100208,Djarindjin - Lombadina,54,Very Remote Australia,1,Good,Good,0
50200101,Carnarvon Town exc. Mungullah,,,0.0004151,Acceptable,Good,4
50200101,Carnarvon Town exc. Mungullah,54,Very Remote Australia,0.9995849,Good,Good,0
50200102,Mungullah,54,Very Remote Australia,1,Good,Good,0
50200201,Carnegie South exc. Mount Magnet,54,Very Remote Australia,1,Good,Good,0
50200202,Mount Magnet,54,Very Remote Australia,1,Good,Good,0
50200301,Greenough - Chapman Valley,52,Outer Regional Australia,0.8452518,Good,Good,0
50200301,Greenough - Chapman Valley,53,Remote Australia,0.1547482,Acceptable,Good,0
50200302,Mullewa,53,Remote Australia,1,Acceptable,Good,0
50200303,Northampton,52,Outer Regional Australia,0.4076628,Good,Good,0
50200303,Northampton,53,Remote Australia,0.5923372,Acceptable,Good,0
50200401,Geraldton - Central,52,Outer Regional Australia,1,Good,Good,0
50200402,Geraldton - Surrounds,52,Outer Regional Australia,1,Good,Good,0
50200403,Geraldton - North,52,Outer Regional Australia,0.9998907,Good,Good,0
50200403,Geraldton - North,54,Very Remote Australia,0.0001093,Good,Good,1
50200404,Southern Beaches,52,Outer Regional Australia,1,Good,Good,0
50200501,Irwin - Morawa,52,Outer Regional Australia,0.6254558,Good,Good,0
50200501,Irwin - Morawa,53,Remote Australia,0.3745442,Acceptable,Good,0
50200601,Karalundi,54,Very Remote Australia,1,Good,Good,0
50200602,Meekatharra exc. Karalundi,54,Very Remote Australia,1,Good,Good,0
50200701,Burringurrah,54,Very Remote Australia,1,Good,Good,0
50200702,Shark Bay - Coral Bay - Upper Gascoyne,54,Very Remote Australia,1,Good,Good,0
50300101,Esperance,53,Remote Australia,1,Acceptable,Good,0
50300102,Esperance - Ravensthorpe - Surrounds,53,Remote Australia,0.5477616,Acceptable,Good,0
50300102,Esperance - Ravensthorpe - Surrounds,54,Very Remote Australia,0.4522384,Good,Good,0
50300201,Coolgardie,54,Very Remote Australia,1,Good,Good,0
50300202,Coonana,54,Very Remote Australia,1,Good,Good,0
50300203,Kalgoorlie - Dundas,54,Very Remote Australia,1,Good,Good,0
50300204,Kambalda,52,Outer Regional Australia,1,Good,Good,0
50300205,Kurrawang,54,Very Remote Australia,1,Good,Good,0
50300206,Norseman,54,Very Remote Australia,1,Good,Good,0
50300301,Kalgoorlie,52,Outer Regional Australia,1,Good,Good,0
50300302,Ningia Mia,52,Outer Regional Australia,1,Good,Good,0
50300401,Cosmo Newberry,54,Very Remote Australia,1,Good,Good,0
50300402,Irrunuytju,54,Very Remote Australia,1,Good,Good,0
50300403,Jameson,54,Very Remote Australia,1,Good,Good,0
50300405,Mount Margaret,54,Very Remote Australia,1,Good,Good,0
50300406,Papulankutja,54,Very Remote Australia,1,Good,Good,0
50300407,Wanarn,54,Very Remote Australia,1,Good,Good,0
50300408,Warakurna,54,Very Remote Australia,1,Good,Good,0
50300409,Laverton,54,Very Remote Australia,1,Good,Good,0
50300410,Ngaanyatjarraku,54,Very Remote Australia,1,Good,Good,0
50300501,Leonora,54,Very Remote Australia,1,Good,Good,0
50300502,Menzies - Leonora - Surrounds,54,Very Remote Australia,1,Good,Good,0
50300503,Tjuntjuntjara,54,Very Remote Australia,1,Good,Good,0
50300601,Warburton,54,Very Remote Australia,1,Good,Good,0
50300701,Wiluna,54,Very Remote Australia,1,Good,Good,0
50400101,Argyle,54,Very Remote Australia,1,Good,Good,0
50400102,Doon Doon,54,Very Remote Australia,1,Good,Good,0
50400103,Warmun,54,Very Remote Australia,1,Good,Good,0
50400201,Balgo,54,Very Remote Australia,1,Good,Good,0
50400202,Great Sandy Desert,54,Very Remote Australia,1,Good,Good,0
50400203,Kundat Djaru,54,Very Remote Australia,1,Good,Good,0
50400204,Mindibungu,54,Very Remote Australia,1,Good,Good,0
50400205,Mulan,54,Very Remote Australia,1,Good,Good,0
50400301,Halls Creek exc.Town Camps,54,Very Remote Australia,1,Good,Good,0
50400302,Mardiwah Loop - Lundja,54,Very Remote Australia,1,Good,Good,0
50400303,Yardgee - Nicholson Town Camps,54,Very Remote Australia,1,Good,Good,0
50400401,Halls Creek - Surrounds,54,Very Remote Australia,1,Good,Good,0
50400501,Kalumburu,54,Very Remote Australia,1,Good,Good,0
50400601,Kununurra exc. Town Camps,54,Very Remote Australia,1,Good,Good,0
50400602,Mirima,54,Very Remote Australia,1,Good,Good,0
50400603,Nulleywah,54,Very Remote Australia,1,Good,Good,0
50400701,North-East Kimberley,54,Very Remote Australia,1,Good,Good,0
50400702,North-West Kimberley,54,Very Remote Australia,1,Good,Good,0
50400801,Wyndham,54,Very Remote Australia,1,Good,Good,0
50500101,Armadale - Central,50,Major Cities of Australia,1,Good,Good,0
50500102,Armadale - Surrounds,50,Major Cities of Australia,0.9911102,Good,Good,0
50500102,Armadale - Surrounds,51,Inner Regional Australia,0.0088898,Acceptable,Good,1
50500103,Kelmscott,50,Major Cities of Australia,1,Good,Good,0
50500104,Seville Grove,50,Major Cities of Australia,1,Good,Good,0
50500105,Westfield,50,Major Cities of Australia,1,Good,Good,0
50500201,Bassendean,50,Major Cities of Australia,1,Good,Good,0
50500301,Bayswater - North,50,Major Cities of Australia,1,Good,Good,0
50500302,Bayswater - South,50,Major Cities of Australia,1,Good,Good,0
50500401,Belmont - North,50,Major Cities of Australia,1,Good,Good,0
50500402,Cloverdale,50,Major Cities of Australia,1,Good,Good,0
50500403,Kewdale,50,Major Cities of Australia,1,Good,Good,0
50500404,Rivervale,50,Major Cities of Australia,1,Good,Good,0
50500501,Canning - Central,50,Major Cities of Australia,1,Good,Good,0
50500502,Canning - North-East,50,Major Cities of Australia,1,Good,Good,0
50500503,Canning Vale - East,50,Major Cities of Australia,1,Good,Good,0
50500601,Cockburn - Central,50,Major Cities of Australia,1,Good,Good,0
50500602,Cockburn - Coast,50,Major Cities of Australia,0.9615646,Good,Good,0
50500602,Cockburn - Coast,51,Inner Regional Australia,0.0316326,Acceptable,Good,0
50500602,Cockburn - Coast,53,Remote Australia,0.0068028,Acceptable,Good,1
50500603,Cockburn - East,50,Major Cities of Australia,1,Good,Good,0
50500604,Coolbellup,50,Major Cities of Australia,1,Good,Good,0
50500605,Hamilton Hill,50,Major Cities of Australia,1,Good,Good,0
50500701,Fremantle,50,Major Cities of Australia,1,Good,Good,0
50500801,Beckenham,50,Major Cities of Australia,1,Good,Good,0
50500802,Canning Vale (West) - Southern River,50,Major Cities of Australia,1,Good,Good,0
50500803,Gosnells,50,Major Cities of Australia,1,Good,Good,0
50500804,Huntingdale,50,Major Cities of Australia,1,Good,Good,0
50500805,Kenwick,50,Major Cities of Australia,1,Good,Good,0
50500806,Langford,50,Major Cities of Australia,1,Good,Good,0
50500807,Maddington - Martin - Orange Grove,50,Major Cities of Australia,1,Good,Good,0
50500808,Thornlie,50,Major Cities of Australia,1,Good,Good,0
50500901,Joondalup - North,50,Major Cities of Australia,1,Good,Good,0
50500902,Joondalup - South,50,Major Cities of Australia,1,Good,Good,0
50501001,Forrestfield,50,Major Cities of Australia,1,Good,Good,0
50501002,High Wycombe,50,Major Cities of Australia,1,Good,Good,0
50501003,Kalamunda - Surrounds,50,Major Cities of Australia,0.9821251,Good,Good,0
50501003,Kalamunda - Surrounds,51,Inner Regional Australia,0.0178749,Acceptable,Good,0
50501101,Kwinana - Central,50,Major Cities of Australia,1,Good,Good,0
50501102,Kwinana - Surrounds,50,Major Cities of Australia,1,Good,Good,0
50501201,Melville - North,50,Major Cities of Australia,1,Good,Good,0
50501202,Melville - South,50,Major Cities of Australia,1,Good,Good,0
50501301,Darlington - Mundaring - Chidlow,50,Major Cities of Australia,0.8604355,Good,Good,0
50501301,Darlington - Mundaring - Chidlow,51,Inner Regional Australia,0.1395645,Acceptable,Good,0
50501302,Swan View,50,Major Cities of Australia,1,Good,Good,0
50501401,Perth - Central,,,1.01E-05,Acceptable,Good,4
50501401,Perth - Central,50,Major Cities of Australia,0.9999899,Good,Good,0
50501402,Perth - West,50,Major Cities of Australia,1,Good,Good,0
50501501,Rockingham - Central Coast,50,Major Cities of Australia,1,Good,Good,0
50501502,Rockingham - North,50,Major Cities of Australia,1,Good,Good,0
50501503,Rockingham - South-West,50,Major Cities of Australia,0.9938683,Good,Good,0
50501503,Rockingham - South-West,51,Inner Regional Australia,0.0061317,Acceptable,Good,1
50501601,Serpentine - Jarrahdale,50,Major Cities of Australia,0.8131997,Good,Good,0
50501601,Serpentine - Jarrahdale,51,Inner Regional Australia,0.1868003,Acceptable,Good,0
50501701,South Perth,50,Major Cities of Australia,1,Good,Good,0
50501702,Victoria Park,50,Major Cities of Australia,1,Good,Good,0
50501801,Stirling - Coast,50,Major Cities of Australia,1,Good,Good,0
50501802,Stirling - East,50,Major Cities of Australia,1,Good,Good,0
50501803,Stirling - Inner North,50,Major Cities of Australia,1,Good,Good,0
50501804,Stirling - Inner South,50,Major Cities of Australia,1,Good,Good,0
50501901,Ballajura - Malaga,50,Major Cities of Australia,1,Good,Good,0
50501902,Beechboro,50,Major Cities of Australia,1,Good,Good,0
50501903,Bellevue - Koongamia,50,Major Cities of Australia,1,Good,Good,0
50501904,Bullsbrook - Gidgegannup,50,Major Cities of Australia,0.8415094,Good,Good,0
50501904,Bullsbrook - Gidgegannup,51,Inner Regional Australia,0.1584906,Acceptable,Good,0
50501905,Ellenbrook,50,Major Cities of Australia,1,Good,Good,0
50501906,Guildford - Hazelmere - Woodbridge,50,Major Cities of Australia,1,Good,Good,0
50501907,Midland - Viveash,50,Major Cities of Australia,1,Good,Good,0
50501908,Midvale - Middle Swan,50,Major Cities of Australia,1,Good,Good,0
50501909,Stratton - Jane Brook,50,Major Cities of Australia,1,Good,Good,0
50502001,Wanneroo - North-East,50,Major Cities of Australia,0.9874815,Good,Good,0
50502001,Wanneroo - North-East,51,Inner Regional Australia,0.0125185,Acceptable,Good,0
50502101,Yanchep - Two Rocks,50,Major Cities of Australia,0.9722023,Good,Good,0
50502101,Yanchep - Two Rocks,51,Inner Regional Australia,0.0277977,Acceptable,Good,0
50600102,Jigalong,54,Very Remote Australia,1,Good,Good,0
50600103,Kiwirrkurra,54,Very Remote Australia,1,Good,Good,0
50600104,Kunawarritji,54,Very Remote Australia,1,Good,Good,0
50600105,Marble Bar - Mirtunkarra (Goodabinya),54,Very Remote Australia,1,Good,Good,0
50600106,Newman,54,Very Remote Australia,1,Good,Good,0
50600107,Nullagine,54,Very Remote Australia,1,Good,Good,0
50600108,Parnngurr,54,Very Remote Australia,1,Good,Good,0
50600109,Punmu,54,Very Remote Australia,1,Good,Good,0
50600110,Warralong,54,Very Remote Australia,1,Good,Good,0
50600111,East Pilbara - Surrounds,54,Very Remote Australia,1,Good,Good,0
50600112,Kiwirrkurra - Surrounds,54,Very Remote Australia,1,Good,Good,0
50600201,Exmouth - Ashburton - Surrounds,54,Very Remote Australia,1,Good,Good,0
50600202,Onslow,54,Very Remote Australia,1,Good,Good,0
50600203,Paraburdoo,54,Very Remote Australia,1,Good,Good,0
50600204,Tom Price,54,Very Remote Australia,1,Good,Good,0
50600301,Karratha,53,Remote Australia,1,Acceptable,Good,0
50600401,Mugarinya (Yandeyarra),54,Very Remote Australia,1,Good,Good,0
50600402,Port Hedland - Surrounds,54,Very Remote Australia,1,Good,Good,0
50600403,Port Hedland exc. Tjalka Brooda,53,Remote Australia,1,Acceptable,Good,0
50600404,South Hedland,53,Remote Australia,1,Acceptable,Good,0
50600405,Tjalka Boorda,53,Remote Australia,1,Acceptable,Good,0
50600501,Cheeditha - Mingullatharndo,53,Remote Australia,1,Acceptable,Good,0
50600502,Dampier,53,Remote Australia,0.6630922,Acceptable,Good,0
50600502,Dampier,54,Very Remote Australia,0.3369078,Good,Good,0
50600503,Injudunna,53,Remote Australia,1,Acceptable,Good,0
50600504,Roebourne,53,Remote Australia,1,Acceptable,Good,0
50600505,Wickham,53,Remote Australia,1,Acceptable,Good,0
50700101,Albany - Central,52,Outer Regional Australia,1,Good,Good,0
50700102,Albany - Surrounds,52,Outer Regional Australia,0.9926174,Good,Good,0
50700102,Albany - Surrounds,53,Remote Australia,0.0073826,Acceptable,Good,1
50700201,Avon - Surrounds,51,Inner Regional Australia,0.5444238,Acceptable,Good,0
50700201,Avon - Surrounds,52,Outer Regional Australia,0.3474961,Good,Good,0
50700201,Avon - Surrounds,53,Remote Australia,0.1080801,Acceptable,Good,0
50700202,Beverley,52,Outer Regional Australia,1,Good,Good,0
50700203,Kellerberrin,52,Outer Regional Australia,1,Good,Good,0
50700204,Quairading,52,Outer Regional Australia,1,Good,Good,0
50700205,York,51,Inner Regional Australia,1,Acceptable,Good,0
50700301,Bunbury - North Coast,51,Inner Regional Australia,1,Acceptable,Good,0
50700302,Bunbury - North-East,51,Inner Regional Australia,1,Acceptable,Good,0
50700303,Bunbury - South,51,Inner Regional Australia,1,Acceptable,Good,0
50700304,Carey Park,51,Inner Regional Australia,1,Acceptable,Good,0
50700305,Withers,51,Inner Regional Australia,1,Acceptable,Good,0
50700401,Busselton,51,Inner Regional Australia,1,Acceptable,Good,0
50700501,Merredin,52,Outer Regional Australia,0.5261383,Good,Good,0
50700501,Merredin,53,Remote Australia,0.4738617,Acceptable,Good,0
50700502,Mukinbudin,53,Remote Australia,1,Acceptable,Good,0
50700601,Harvey and Surrounds,51,Inner Regional Australia,1,Acceptable,Good,0
50700701,Brookton,52,Outer Regional Australia,0.5980964,Good,Good,0
50700701,Brookton,53,Remote Australia,0.4019036,Acceptable,Good,0
50700702,Kulin,52,Outer Regional Australia,0.1182137,Good,Good,0
50700702,Kulin,53,Remote Australia,0.7631053,Acceptable,Good,0
50700702,Kulin,54,Very Remote Australia,0.118681,Good,Good,0
50700703,Pingelly,52,Outer Regional Australia,1,Good,Good,0
50700801,Gnowangerup,53,Remote Australia,1,Acceptable,Good,0
50700802,Kojonup,52,Outer Regional Australia,1,Good,Good,0
50700901,Mandurah,50,Major Cities of Australia,0.9954394,Good,Good,0
50700901,Mandurah,51,Inner Regional Australia,0.0045606,Acceptable,Good,1
50701001,Denmark - Plantagenet,52,Outer Regional Australia,1,Good,Good,0
50701002,Manjimup,52,Outer Regional Australia,1,Good,Good,0
