SA2_CODE_2021,SA2_NAME_2021,IREG_CODE_2021,IREG_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
205031091,Phillip Island,202,Victoria exc. Melbourne,1,Good,Good,0
205031092,Wilsons Promontory,202,Victoria exc. Melbourne,1,Good,Good,0
205031093,Wonthaggi - Inverloch,202,Victoria exc. Melbourne,1,Good,Good,0
205041094,Churchill,202,Victoria exc. Melbourne,1,Good,Good,0
205041095,Moe - Newborough,202,Victoria exc. Melbourne,1,Good,Good,0
205041096,Morwell,202,Victoria exc. Melbourne,1,Good,Good,0
205041098,Yallourn North - Glengarry,202,Victoria exc. Melbourne,1,Good,Good,0
205041493,Traralgon - East,202,Victoria exc. Melbourne,1,Good,Good,0
205041494,Traralgon - West,202,Victoria exc. Melbourne,1,Good,Good,0
205051099,Alps - West,202,Victoria exc. Melbourne,1,Good,Good,0
205051100,Longford - Loch Sport,202,Victoria exc. Melbourne,1,Good,Good,0
205051101,Maffra,202,Victoria exc. Melbourne,1,Good,Good,0
205051102,Rosedale,202,Victoria exc. Melbourne,1,Good,Good,0
205051103,Sale,202,Victoria exc. Melbourne,1,Good,Good,0
205051104,Yarram,202,Victoria exc. Melbourne,1,Good,Good,0
206011106,Brunswick East,201,Melbourne,1,Good,Good,0
206011107,Brunswick West,201,Melbourne,1,Good,Good,0
206011109,Pascoe Vale South,201,Melbourne,1,Good,Good,0
206011495,Brunswick - North,201,Melbourne,1,Good,Good,0
206011496,Brunswick - South,201,Melbourne,1,Good,Good,0
206011497,Coburg - East,201,Melbourne,1,Good,Good,0
206011498,Coburg - West,201,Melbourne,1,Good,Good,0
206021110,Alphington - Fairfield,201,Melbourne,1,Good,Good,0
206021112,Thornbury,201,Melbourne,1,Good,Good,0
206021499,Northcote - East,201,Melbourne,1,Good,Good,0
206021500,Northcote - West,201,Melbourne,1,Good,Good,0
206031113,Ascot Vale,201,Melbourne,1,Good,Good,0
206031115,Flemington,201,Melbourne,1,Good,Good,0
206031116,Moonee Ponds,201,Melbourne,1,Good,Good,0
206031501,Essendon (West) - Aberfeldie,201,Melbourne,1,Good,Good,0
206031502,Essendon - East,201,Melbourne,1,Good,Good,0
206041117,Carlton,201,Melbourne,1,Good,Good,0
206041118,Docklands,201,Melbourne,1,Good,Good,0
206041119,East Melbourne,201,Melbourne,1,Good,Good,0
206041120,Flemington Racecourse,201,Melbourne,1,Good,Good,0
206041121,Kensington (Vic.),201,Melbourne,1,Good,Good,0
206041124,Parkville,201,Melbourne,1,Good,Good,0
206041125,South Yarra - West,201,Melbourne,1,Good,Good,0
206041127,West Melbourne - Industrial,201,Melbourne,1,Good,Good,0
206041503,Melbourne CBD - East,201,Melbourne,1,Good,Good,0
206041504,Melbourne CBD - North,201,Melbourne,1,Good,Good,0
206041505,Melbourne CBD - West,201,Melbourne,1,Good,Good,0
206041506,North Melbourne,201,Melbourne,1,Good,Good,0
206041507,Royal Botanic Gardens Victoria,201,Melbourne,1,Good,Good,0
206041508,Southbank (West) - South Wharf,201,Melbourne,1,Good,Good,0
206041509,Southbank - East,201,Melbourne,1,Good,Good,0
206041510,West Melbourne - Residential,201,Melbourne,1,Good,Good,0
206051128,Albert Park,201,Melbourne,1,Good,Good,0
206051129,Elwood,201,Melbourne,1,Good,Good,0
206051130,Port Melbourne,201,Melbourne,1,Good,Good,0
206051134,St Kilda East,201,Melbourne,1,Good,Good,0
206051511,Port Melbourne Industrial,201,Melbourne,1,Good,Good,0
206051512,South Melbourne,201,Melbourne,1,Good,Good,0
206051513,St Kilda - Central,201,Melbourne,1,Good,Good,0
206051514,St Kilda - West,201,Melbourne,1,Good,Good,0
206061135,Armadale,201,Melbourne,1,Good,Good,0
206061136,Prahran - Windsor,201,Melbourne,1,Good,Good,0
206061138,Toorak,201,Melbourne,1,Good,Good,0
206061515,South Yarra - North,201,Melbourne,1,Good,Good,0
206061516,South Yarra - South,201,Melbourne,1,Good,Good,0
206071139,Abbotsford,201,Melbourne,1,Good,Good,0
206071140,Carlton North - Princes Hill,201,Melbourne,1,Good,Good,0
206071141,Collingwood,201,Melbourne,1,Good,Good,0
206071142,Fitzroy,201,Melbourne,1,Good,Good,0
206071143,Fitzroy North,201,Melbourne,1,Good,Good,0
206071145,Clifton Hill - Alphington,201,Melbourne,1,Good,Good,0
206071517,Richmond (South) - Cremorne,201,Melbourne,1,Good,Good,0
206071518,Richmond - North,201,Melbourne,1,Good,Good,0
207011146,Ashburton (Vic.),201,Melbourne,1,Good,Good,0
207011147,Balwyn,201,Melbourne,1,Good,Good,0
207011148,Balwyn North,201,Melbourne,1,Good,Good,0
207011149,Camberwell,201,Melbourne,1,Good,Good,0
207011150,Glen Iris - East,201,Melbourne,1,Good,Good,0
207011152,Hawthorn East,201,Melbourne,1,Good,Good,0
207011154,Kew East,201,Melbourne,1,Good,Good,0
207011155,Surrey Hills (West) - Canterbury,201,Melbourne,1,Good,Good,0
207011519,Hawthorn - North,201,Melbourne,1,Good,Good,0
207011520,Hawthorn - South,201,Melbourne,1,Good,Good,0
207011521,Kew - South,201,Melbourne,1,Good,Good,0
207011522,Kew - West,201,Melbourne,1,Good,Good,0
207021156,Bulleen,201,Melbourne,1,Good,Good,0
207021157,Doncaster,201,Melbourne,1,Good,Good,0
207021159,Templestowe,201,Melbourne,1,Good,Good,0
207021160,Templestowe Lower,201,Melbourne,1,Good,Good,0
207021424,Doncaster East - North,201,Melbourne,1,Good,Good,0
207021425,Doncaster East - South,201,Melbourne,1,Good,Good,0
207031161,Blackburn,201,Melbourne,1,Good,Good,0
207031162,Blackburn South,201,Melbourne,1,Good,Good,0
207031163,Box Hill,201,Melbourne,1,Good,Good,0
207031164,Box Hill North,201,Melbourne,1,Good,Good,0
207031165,Burwood (Vic.),201,Melbourne,1,Good,Good,0
207031166,Burwood East,201,Melbourne,1,Good,Good,0
207031167,Surrey Hills (East) - Mont Albert,201,Melbourne,1,Good,Good,0
208011168,Beaumaris,201,Melbourne,1,Good,Good,0
208011169,Brighton (Vic.),201,Melbourne,1,Good,Good,0
208011170,Brighton East,201,Melbourne,1,Good,Good,0
208011171,Highett (West) - Cheltenham,201,Melbourne,1,Good,Good,0
208011172,Hampton,201,Melbourne,1,Good,Good,0
208011173,Sandringham - Black Rock,201,Melbourne,1,Good,Good,0
208021174,Bentleigh - McKinnon,201,Melbourne,1,Good,Good,0
208021176,Carnegie,201,Melbourne,1,Good,Good,0
208021177,Caulfield - North,201,Melbourne,1,Good,Good,0
208021178,Caulfield - South,201,Melbourne,1,Good,Good,0
208021179,Elsternwick,201,Melbourne,1,Good,Good,0
208021180,Hughesdale,201,Melbourne,1,Good,Good,0
208021181,Murrumbeena,201,Melbourne,1,Good,Good,0
208021182,Ormond - Glen Huntly,201,Melbourne,1,Good,Good,0
208021426,Bentleigh East - North,201,Melbourne,1,Good,Good,0
208021427,Bentleigh East - South,201,Melbourne,1,Good,Good,0
208031183,Aspendale Gardens - Waterways,201,Melbourne,1,Good,Good,0
208031184,Braeside,201,Melbourne,1,Good,Good,0
208031185,Carrum - Patterson Lakes,201,Melbourne,1,Good,Good,0
208031186,Chelsea - Bonbeach,201,Melbourne,1,Good,Good,0
208031187,Chelsea Heights,201,Melbourne,1,Good,Good,0
208031188,Highett (East) - Cheltenham,201,Melbourne,1,Good,Good,0
208031189,Edithvale - Aspendale,201,Melbourne,1,Good,Good,0
208031190,Mentone,201,Melbourne,1,Good,Good,0
208031191,Moorabbin - Heatherton,201,Melbourne,1,Good,Good,0
208031192,Moorabbin Airport,201,Melbourne,1,Good,Good,0
208031193,Mordialloc - Parkdale,201,Melbourne,1,Good,Good,0
208041194,Malvern - Glen Iris,201,Melbourne,1,Good,Good,0
208041195,Malvern East,201,Melbourne,1,Good,Good,0
209011196,Bundoora - East,201,Melbourne,1,Good,Good,0
209011197,Greensborough,201,Melbourne,1,Good,Good,0
209011198,Heidelberg - Rosanna,201,Melbourne,1,Good,Good,0
209011199,Heidelberg West,201,Melbourne,1,Good,Good,0
209011200,Ivanhoe,201,Melbourne,1,Good,Good,0
209011201,Ivanhoe East - Eaglemont,201,Melbourne,1,Good,Good,0
209011202,Montmorency - Briar Hill,201,Melbourne,1,Good,Good,0
209011203,Viewbank - Yallambie,201,Melbourne,1,Good,Good,0
209011204,Watsonia,201,Melbourne,1,Good,Good,0
209021205,Kingsbury,201,Melbourne,1,Good,Good,0
209021428,Preston - East,201,Melbourne,1,Good,Good,0
209021429,Preston - West,201,Melbourne,1,Good,Good,0
209021523,Reservoir - North East,201,Melbourne,1,Good,Good,0
209021524,Reservoir - North West,201,Melbourne,1,Good,Good,0
209021525,Reservoir - South East,201,Melbourne,1,Good,Good,0
209021526,Reservoir - South West,201,Melbourne,1,Good,Good,0
209031209,Eltham,201,Melbourne,1,Good,Good,0
209031210,Hurstbridge,201,Melbourne,1,Good,Good,0
209031211,Kinglake,202,Victoria exc. Melbourne,1,Good,Good,0
209031212,Panton Hill - St Andrews,201,Melbourne,1,Good,Good,0
209031213,Plenty - Yarrambat,201,Melbourne,1,Good,Good,0
209031214,Research - North Warrandyte,201,Melbourne,1,Good,Good,0
209031215,Wattle Glen - Diamond Creek,201,Melbourne,1,Good,Good,0
209041216,Bundoora - North,201,Melbourne,1,Good,Good,0
209041217,Bundoora - West,201,Melbourne,1,Good,Good,0
209041220,Mill Park - North,201,Melbourne,1,Good,Good,0
209041221,Mill Park - South,201,Melbourne,1,Good,Good,0
209041223,Thomastown,201,Melbourne,1,Good,Good,0
209041224,Wallan,202,Victoria exc. Melbourne,1,Good,Good,0
209041225,Whittlesea,201,Melbourne,1,Good,Good,0
209041431,Epping - East,201,Melbourne,1,Good,Good,0
209041432,Epping - South,201,Melbourne,1,Good,Good,0
209041433,Epping (Vic.) - West,201,Melbourne,1,Good,Good,0
209041435,South Morang - North,201,Melbourne,1,Good,Good,0
209041436,South Morang - South,201,Melbourne,1,Good,Good,0
209041437,Wollert,201,Melbourne,1,Good,Good,0
209041527,Doreen - North,201,Melbourne,1,Good,Good,0
209041528,Doreen - South,201,Melbourne,1,Good,Good,0
209041529,Lalor - East,201,Melbourne,1,Good,Good,0
209041530,Lalor - West,201,Melbourne,1,Good,Good,0
209041531,Mernda - North,201,Melbourne,1,Good,Good,0
209041532,Mernda - South,201,Melbourne,1,Good,Good,0
210011226,Airport West,201,Melbourne,1,Good,Good,0
210011227,Essendon Airport,201,Melbourne,1,Good,Good,0
210011228,Keilor,201,Melbourne,1,Good,Good,0
210011230,Niddrie - Essendon West,201,Melbourne,1,Good,Good,0
210011231,Strathmore,201,Melbourne,1,Good,Good,0
210011533,Avondale Heights,201,Melbourne,1,Good,Good,0
210011534,Keilor East,201,Melbourne,1,Good,Good,0
210021232,Gisborne,202,Victoria exc. Melbourne,1,Good,Good,0
210021233,Macedon,202,Victoria exc. Melbourne,1,Good,Good,0
210021234,Riddells Creek,202,Victoria exc. Melbourne,1,Good,Good,0
210021235,Romsey,202,Victoria exc. Melbourne,1,Good,Good,0
210031236,Coburg North,201,Melbourne,1,Good,Good,0
210031237,Fawkner,201,Melbourne,1,Good,Good,0
210031439,Gowanbrae,201,Melbourne,1,Good,Good,0
210031440,Hadfield,201,Melbourne,1,Good,Good,0
210031535,Glenroy - East,201,Melbourne,1,Good,Good,0
210031536,Glenroy - West,201,Melbourne,1,Good,Good,0
210031537,Oak Park,201,Melbourne,1,Good,Good,0
210031538,Pascoe Vale,201,Melbourne,1,Good,Good,0
210041240,Sunbury,201,Melbourne,1,Good,Good,0
210041539,Diggers Rest,201,Melbourne,1,Good,Good,0
210041540,Sunbury - South,201,Melbourne,1,Good,Good,0
210041541,Sunbury - West,201,Melbourne,1,Good,Good,0
210051242,Broadmeadows,201,Melbourne,1,Good,Good,0
210051243,Campbellfield - Coolaroo,201,Melbourne,1,Good,Good,0
210051245,Gladstone Park - Westmeadows,201,Melbourne,1,Good,Good,0
210051246,Greenvale - Bulla,201,Melbourne,1,Good,Good,0
210051247,Meadow Heights,201,Melbourne,1,Good,Good,0
210051248,Melbourne Airport,201,Melbourne,1,Good,Good,0
210051250,Tullamarine,201,Melbourne,1,Good,Good,0
210051441,Craigieburn - Central,201,Melbourne,1,Good,Good,0
210051442,Craigieburn - North,201,Melbourne,1,Good,Good,0
210051443,Craigieburn - South,201,Melbourne,1,Good,Good,0
210051445,Mickleham - Yuroke,201,Melbourne,1,Good,Good,0
210051542,Craigieburn - North West,201,Melbourne,1,Good,Good,0
210051543,Craigieburn - West,201,Melbourne,1,Good,Good,0
210051544,Roxburgh Park (South) - Somerton,201,Melbourne,1,Good,Good,0
210051545,Roxburgh Park - North,201,Melbourne,1,Good,Good,0
211011251,Bayswater,201,Melbourne,1,Good,Good,0
211011254,Knoxfield - Scoresby,201,Melbourne,1,Good,Good,0
211011255,Lysterfield,201,Melbourne,1,Good,Good,0
211011256,Rowville - Central,201,Melbourne,1,Good,Good,0
211011257,Rowville - North,201,Melbourne,1,Good,Good,0
211011258,Rowville - South,201,Melbourne,1,Good,Good,0
211011259,Wantirna,201,Melbourne,1,Good,Good,0
211011260,Wantirna South,201,Melbourne,1,Good,Good,0
211011446,Boronia,201,Melbourne,1,Good,Good,0
211011447,Ferntree Gully - North,201,Melbourne,1,Good,Good,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,201,Melbourne,1,Good,Good,0
211011449,The Basin,201,Melbourne,1,Good,Good,0
211021261,Donvale - Park Orchards,201,Melbourne,1,Good,Good,0
211021262,Warrandyte - Wonga Park,201,Melbourne,1,Good,Good,0
211031263,Bayswater North,201,Melbourne,1,Good,Good,0
211031265,Croydon Hills - Warranwood,201,Melbourne,1,Good,Good,0
211031266,Ringwood,201,Melbourne,1,Good,Good,0
211031267,Ringwood East,201,Melbourne,1,Good,Good,0
211031268,Ringwood North,201,Melbourne,1,Good,Good,0
211031450,Croydon - East,201,Melbourne,1,Good,Good,0
211031451,Croydon - West,201,Melbourne,1,Good,Good,0
211031452,Croydon South,201,Melbourne,1,Good,Good,0
211041269,Forest Hill,201,Melbourne,1,Good,Good,0
211041270,Mitcham (Vic.),201,Melbourne,1,Good,Good,0
211041271,Nunawading,201,Melbourne,1,Good,Good,0
211041272,Vermont,201,Melbourne,1,Good,Good,0
211041273,Vermont South,201,Melbourne,1,Good,Good,0
211051274,Belgrave - Selby,201,Melbourne,1,Good,Good,0
211051275,Chirnside Park,201,Melbourne,1,Good,Good,0
211051276,Healesville - Yarra Glen,201,Melbourne,1,Good,Good,0
211051277,Kilsyth,201,Melbourne,1,Good,Good,0
211051278,Lilydale - Coldstream,201,Melbourne,1,Good,Good,0
211051279,Monbulk - Silvan,201,Melbourne,1,Good,Good,0
211051280,Montrose,201,Melbourne,1,Good,Good,0
211051281,Mooroolbark,201,Melbourne,1,Good,Good,0
211051282,Mount Dandenong - Olinda,201,Melbourne,1,Good,Good,0
211051283,Mount Evelyn,201,Melbourne,1,Good,Good,0
211051284,Upwey - Tecoma,201,Melbourne,1,Good,Good,0
211051285,Wandin - Seville,201,Melbourne,1,Good,Good,0
211051286,Yarra Valley,201,Melbourne,1,Good,Good,0
212011289,Emerald - Cockatoo,201,Melbourne,1,Good,Good,0
212011546,Beaconsfield - Officer,201,Melbourne,1,Good,Good,0
212011547,Bunyip - Garfield,201,Melbourne,1,Good,Good,0
212011548,Koo Wee Rup,201,Melbourne,1,Good,Good,0
212011549,Pakenham - North East,201,Melbourne,1,Good,Good,0
212011550,Pakenham - North West,201,Melbourne,1,Good,Good,0
212011551,Pakenham - South East,201,Melbourne,1,Good,Good,0
212011552,Pakenham - South West,201,Melbourne,1,Good,Good,0
212021293,Berwick - North,201,Melbourne,1,Good,Good,0
212021295,Doveton,201,Melbourne,1,Good,Good,0
212021297,Hallam,201,Melbourne,1,Good,Good,0
212021299,Narre Warren North,201,Melbourne,1,Good,Good,0
212021453,Endeavour Hills - North,201,Melbourne,1,Good,Good,0
212021454,Endeavour Hills - South,201,Melbourne,1,Good,Good,0
212021455,Narre Warren - North East,201,Melbourne,1,Good,Good,0
212021456,Narre Warren - South West,201,Melbourne,1,Good,Good,0
212021553,Berwick - South East,201,Melbourne,1,Good,Good,0
212021554,Berwick - South West,201,Melbourne,1,Good,Good,0
212031300,Cranbourne,201,Melbourne,1,Good,Good,0
212031303,Cranbourne South,201,Melbourne,1,Good,Good,0
212031304,Cranbourne West,201,Melbourne,1,Good,Good,0
212031306,Lynbrook - Lyndhurst,201,Melbourne,1,Good,Good,0
212031308,Pearcedale - Tooradin,201,Melbourne,1,Good,Good,0
212031457,Narre Warren South - East,201,Melbourne,1,Good,Good,0
212031458,Narre Warren South - West,201,Melbourne,1,Good,Good,0
212031555,Clyde North - North,201,Melbourne,1,Good,Good,0
212031556,Clyde North - South,201,Melbourne,1,Good,Good,0
212031557,Cranbourne East - North,201,Melbourne,1,Good,Good,0
212031558,Cranbourne East - South,201,Melbourne,1,Good,Good,0
212031559,Cranbourne North - East,201,Melbourne,1,Good,Good,0
212031560,Cranbourne North - West,201,Melbourne,1,Good,Good,0
212031561,Hampton Park - East,201,Melbourne,1,Good,Good,0
212031562,Hampton Park - West,201,Melbourne,1,Good,Good,0
212041309,Clarinda - Oakleigh South,201,Melbourne,1,Good,Good,0
212041310,Clayton South,201,Melbourne,1,Good,Good,0
212041312,Dandenong North,201,Melbourne,1,Good,Good,0
212041313,Dingley Village,201,Melbourne,1,Good,Good,0
212041316,Noble Park North,201,Melbourne,1,Good,Good,0
212041317,Springvale,201,Melbourne,1,Good,Good,0
212041318,Springvale South,201,Melbourne,1,Good,Good,0
212041459,Noble Park - East,201,Melbourne,1,Good,Good,0
212041460,Noble Park - West,201,Melbourne,1,Good,Good,0
212041563,Dandenong - North,201,Melbourne,1,Good,Good,0
212041564,Dandenong - South,201,Melbourne,1,Good,Good,0
212041565,Keysborough - North,201,Melbourne,1,Good,Good,0
212041566,Keysborough - South,201,Melbourne,1,Good,Good,0
212051319,Ashwood - Chadstone,201,Melbourne,1,Good,Good,0
212051321,Glen Waverley - East,201,Melbourne,1,Good,Good,0
212051322,Glen Waverley - West,201,Melbourne,1,Good,Good,0
212051323,Mount Waverley - North,201,Melbourne,1,Good,Good,0
212051324,Mount Waverley - South,201,Melbourne,1,Good,Good,0
212051325,Mulgrave,201,Melbourne,1,Good,Good,0
212051326,Oakleigh - Huntingdale,201,Melbourne,1,Good,Good,0
212051327,Wheelers Hill,201,Melbourne,1,Good,Good,0
212051567,Clayton (North) - Notting Hill,201,Melbourne,1,Good,Good,0
212051568,Clayton - Central,201,Melbourne,1,Good,Good,0
213011328,Ardeer - Albion,201,Melbourne,1,Good,Good,0
213011329,Cairnlea,201,Melbourne,1,Good,Good,0
213011331,Delahey,201,Melbourne,1,Good,Good,0
213011332,Keilor Downs,201,Melbourne,1,Good,Good,0
213011333,Kings Park (Vic.),201,Melbourne,1,Good,Good,0
213011334,St Albans - North,201,Melbourne,1,Good,Good,0
213011335,St Albans - South,201,Melbourne,1,Good,Good,0
213011336,Sunshine,201,Melbourne,1,Good,Good,0
213011337,Sunshine North,201,Melbourne,1,Good,Good,0
213011338,Sunshine West,201,Melbourne,1,Good,Good,0
213011339,Sydenham,201,Melbourne,1,Good,Good,0
213011340,Taylors Lakes,201,Melbourne,1,Good,Good,0
213011569,Deer Park,201,Melbourne,1,Good,Good,0
213011570,Derrimut,201,Melbourne,1,Good,Good,0
213021341,Altona,201,Melbourne,1,Good,Good,0
213021342,Altona Meadows,201,Melbourne,1,Good,Good,0
213021343,Altona North,201,Melbourne,1,Good,Good,0
213021344,Newport,201,Melbourne,1,Good,Good,0
213021345,Seabrook,201,Melbourne,1,Good,Good,0
213021346,Williamstown,201,Melbourne,1,Good,Good,0
213031347,Braybrook,201,Melbourne,1,Good,Good,0
213031348,Footscray,201,Melbourne,1,Good,Good,0
213031349,Maribyrnong,201,Melbourne,1,Good,Good,0
213031350,Seddon - Kingsville,201,Melbourne,1,Good,Good,0
213031351,West Footscray - Tottenham,201,Melbourne,1,Good,Good,0
213031352,Yarraville,201,Melbourne,1,Good,Good,0
213041353,Bacchus Marsh,202,Victoria exc. Melbourne,1,Good,Good,0
213041358,Melton West,201,Melbourne,1,Good,Good,0
213041359,Rockbank - Mount Cottrell,201,Melbourne,1,Good,Good,0
213041360,Taylors Hill,201,Melbourne,1,Good,Good,0
213041461,Burnside,201,Melbourne,1,Good,Good,0
213041462,Burnside Heights,201,Melbourne,1,Good,Good,0
213041463,Caroline Springs,201,Melbourne,1,Good,Good,0
213041571,Brookfield,201,Melbourne,1,Good,Good,0
213041572,Cobblebank - Strathtulloh,201,Melbourne,1,Good,Good,0
213041573,Eynesbury - Exford,201,Melbourne,1,Good,Good,0
213041574,Fraser Rise - Plumpton,201,Melbourne,1,Good,Good,0
213041575,Hillside,201,Melbourne,1,Good,Good,0
213041576,Kurunjang - Toolern Vale,201,Melbourne,1,Good,Good,0
213041577,Melton,201,Melbourne,1,Good,Good,0
213041578,Melton South - Weir Views,201,Melbourne,1,Good,Good,0
213051361,Hoppers Crossing - North,201,Melbourne,1,Good,Good,0
213051362,Hoppers Crossing - South,201,Melbourne,1,Good,Good,0
213051363,Laverton,201,Melbourne,1,Good,Good,0
213051368,Werribee - South,201,Melbourne,1,Good,Good,0
213051464,Point Cook - East,201,Melbourne,1,Good,Good,0
213051466,Point Cook - South,201,Melbourne,1,Good,Good,0
213051467,Werribee - East,201,Melbourne,1,Good,Good,0
213051468,Werribee - West,201,Melbourne,1,Good,Good,0
213051579,Manor Lakes - Quandong,201,Melbourne,1,Good,Good,0
213051580,Point Cook - North East,201,Melbourne,1,Good,Good,0
213051581,Point Cook - North West,201,Melbourne,1,Good,Good,0
213051582,Tarneit (West) - Mount Cottrell,201,Melbourne,1,Good,Good,0
213051583,Tarneit - Central,201,Melbourne,1,Good,Good,0
213051584,Tarneit - North,201,Melbourne,1,Good,Good,0
213051585,Tarneit - South,201,Melbourne,1,Good,Good,0
213051586,Truganina - North,201,Melbourne,1,Good,Good,0
213051587,Truganina - South East,201,Melbourne,1,Good,Good,0
213051588,Truganina - South West,201,Melbourne,1,Good,Good,0
213051589,Wyndham Vale - North,201,Melbourne,1,Good,Good,0
213051590,Wyndham Vale - South,201,Melbourne,1,Good,Good,0
214011370,Carrum Downs,201,Melbourne,1,Good,Good,0
214011371,Frankston,201,Melbourne,1,Good,Good,0
214011372,Frankston North,201,Melbourne,1,Good,Good,0
214011373,Frankston South,201,Melbourne,1,Good,Good,0
214011374,Langwarrin,201,Melbourne,1,Good,Good,0
214011375,Seaford (Vic.),201,Melbourne,1,Good,Good,0
214011376,Skye - Sandhurst,201,Melbourne,1,Good,Good,0
214021377,Dromana,201,Melbourne,1,Good,Good,0
214021378,Flinders,201,Melbourne,1,Good,Good,0
214021379,Hastings - Somers,201,Melbourne,1,Good,Good,0
214021381,Mount Eliza,201,Melbourne,1,Good,Good,0
214021382,Mount Martha,201,Melbourne,1,Good,Good,0
214021383,Point Nepean,201,Melbourne,1,Good,Good,0
214021384,Rosebud - McCrae,201,Melbourne,1,Good,Good,0
214021385,Somerville,201,Melbourne,1,Good,Good,0
214021591,Mornington - East,201,Melbourne,1,Good,Good,0
214021592,Mornington - West,201,Melbourne,1,Good,Good,0
215011386,Ararat,202,Victoria exc. Melbourne,1,Good,Good,0
215011387,Ararat Surrounds,202,Victoria exc. Melbourne,1,Good,Good,0
215011388,Horsham,202,Victoria exc. Melbourne,1,Good,Good,0
215011389,Horsham Surrounds,202,Victoria exc. Melbourne,1,Good,Good,0
215011390,Nhill Region,202,Victoria exc. Melbourne,1,Good,Good,0
215011391,St Arnaud,202,Victoria exc. Melbourne,1,Good,Good,0
215011392,Stawell,202,Victoria exc. Melbourne,1,Good,Good,0
215011393,West Wimmera,202,Victoria exc. Melbourne,1,Good,Good,0
215011394,Yarriambiack,202,Victoria exc. Melbourne,1,Good,Good,0
215021395,Irymple,202,Victoria exc. Melbourne,1,Good,Good,0
215021396,Merbein,202,Victoria exc. Melbourne,1,Good,Good,0
215021398,Mildura Surrounds,202,Victoria exc. Melbourne,1,Good,Good,0
215021399,Red Cliffs,202,Victoria exc. Melbourne,1,Good,Good,0
215021469,Mildura - North,202,Victoria exc. Melbourne,1,Good,Good,0
215021470,Mildura - South,202,Victoria exc. Melbourne,1,Good,Good,0
215031400,Buloke,202,Victoria exc. Melbourne,1,Good,Good,0
215031401,Gannawarra,202,Victoria exc. Melbourne,1,Good,Good,0
215031402,Kerang,202,Victoria exc. Melbourne,1,Good,Good,0
215031403,Robinvale,202,Victoria exc. Melbourne,1,Good,Good,0
215031404,Swan Hill,202,Victoria exc. Melbourne,1,Good,Good,0
215031405,Swan Hill Surrounds,202,Victoria exc. Melbourne,1,Good,Good,0
216011406,Echuca,202,Victoria exc. Melbourne,1,Good,Good,0
216011407,Kyabram,202,Victoria exc. Melbourne,1,Good,Good,0
216011408,Lockington - Gunbower,202,Victoria exc. Melbourne,1,Good,Good,0
216011409,Rochester,202,Victoria exc. Melbourne,1,Good,Good,0
216011410,Rushworth,202,Victoria exc. Melbourne,1,Good,Good,0
216021411,Cobram,202,Victoria exc. Melbourne,1,Good,Good,0
216021412,Moira,202,Victoria exc. Melbourne,1,Good,Good,0
216021413,Numurkah,202,Victoria exc. Melbourne,1,Good,Good,0
216021414,Yarrawonga,202,Victoria exc. Melbourne,1,Good,Good,0
216031415,Mooroopna,202,Victoria exc. Melbourne,1,Good,Good,0
216031416,Shepparton - North,202,Victoria exc. Melbourne,1,Good,Good,0
216031418,Shepparton Surrounds - East,202,Victoria exc. Melbourne,1,Good,Good,0
216031419,Shepparton Surrounds - West,202,Victoria exc. Melbourne,1,Good,Good,0
216031593,Kialla,202,Victoria exc. Melbourne,1,Good,Good,0
216031594,Shepparton - South East,202,Victoria exc. Melbourne,1,Good,Good,0
217011420,Glenelg (Vic.),202,Victoria exc. Melbourne,1,Good,Good,0
217011421,Hamilton (Vic.),202,Victoria exc. Melbourne,1,Good,Good,0
217011422,Portland,202,Victoria exc. Melbourne,1,Good,Good,0
217011423,Southern Grampians,202,Victoria exc. Melbourne,1,Good,Good,0
217031471,Camperdown,202,Victoria exc. Melbourne,1,Good,Good,0
217031472,Colac,202,Victoria exc. Melbourne,1,Good,Good,0
217031473,Colac Surrounds,202,Victoria exc. Melbourne,1,Good,Good,0
217031474,Corangamite - North,202,Victoria exc. Melbourne,1,Good,Good,0
217031475,Corangamite - South,202,Victoria exc. Melbourne,1,Good,Good,0
217031476,Otway,202,Victoria exc. Melbourne,1,Good,Good,0
217041477,Moyne - East,202,Victoria exc. Melbourne,1,Good,Good,0
217041478,Moyne - West,202,Victoria exc. Melbourne,1,Good,Good,0
217041479,Warrnambool - North,202,Victoria exc. Melbourne,1,Good,Good,0
217041480,Warrnambool - South,202,Victoria exc. Melbourne,1,Good,Good,0
297979799,Migratory - Offshore - Shipping (Vic.),297,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
299999499,No usual address (Vic.),294,No usual address (Vic.),1,Good,Good,0
301011001,Alexandra Hills,301,Brisbane,1,Good,Good,0
301011002,Belmont - Gumdale,301,Brisbane,1,Good,Good,0
301011003,Birkdale,301,Brisbane,1,Good,Good,0
301011004,Capalaba,301,Brisbane,1,Good,Good,0
301011005,Thorneside,301,Brisbane,1,Good,Good,0
301011006,Wellington Point,301,Brisbane,1,Good,Good,0
301021007,Cleveland,301,Brisbane,1,Good,Good,0
301021008,Ormiston,301,Brisbane,1,Good,Good,0
301021009,Redland Bay,301,Brisbane,1,Good,Good,0
301021011,Sheldon - Mount Cotton,301,Brisbane,1,Good,Good,0
301021012,Thornlands,301,Brisbane,1,Good,Good,0
