LOCALITY_PID,LOCALITY_NAME,IREG_CODE_2021,IREG_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
QLD3327,TANBY,305,Rockhampton,1,Good,Good,0
QLD3328,MUNGALLALA,306,Toowoomba - Roma,1,Good,Good,0
QLD3329,SOUTH WELLESLEY ISLANDS,304,Mount Isa,1,Good,Good,0
QLD333,BOONOOROO,305,Rockhampton,1,Good,Good,0
QLD3330,WEST WELLESLEY ISLANDS,304,Mount Isa,1,Good,Good,0
QLD3331,BOUNTIFUL ISLANDS,304,Mount Isa,1,Good,Good,0
QLD3332,SWEERS ISLAND,304,Mount Isa,1,Good,Good,0
QLD3333,NORMANTON,304,Mount Isa,1,Good,Good,0
QLD3334,NERANWOOD,301,Brisbane,1,Good,Good,0
QLD3335,SOUTHERN MORETON BAY ISLANDS,301,Brisbane,1,Good,Good,0
QLD3336,COSGROVE,310,Townsville - Mackay,1,Good,Good,0
QLD3337,SCOTTVILLE,310,Townsville - Mackay,1,Good,Good,0
QLD3339,SMITHFIELD,309,Cairns - Atherton,1,Good,Good,0
QLD334,BOONOOROO PLAINS,305,Rockhampton,1,Good,Good,0
QLD3343,CAMPWIN BEACH,310,Townsville - Mackay,1,Good,Good,0
QLD3344,CONDAMINE PLAINS,306,Toowoomba - Roma,1,Good,Good,0
QLD3345,DOOMADGEE,304,Mount Isa,1,Good,Good,0
QLD3348,LOCKHART RIVER,303,Cape York,1,Good,Good,0
QLD335,BOORAL,305,Rockhampton,1,Good,Good,0
QLD3350,GANGALIDDA,304,Mount Isa,1,Good,Good,0
QLD3351,WOONDUL,306,Toowoomba - Roma,1,Good,Good,0
QLD3352,WOOROONOORAN,309,Cairns - Atherton,1,Good,Good,0
QLD3355,HERVEY RANGE,310,Townsville - Mackay,1,Good,Good,0
QLD3356,BRISBANE CITY,301,Brisbane,1,Good,Good,0
QLD3357,TENERIFFE,301,Brisbane,1,Good,Good,0
QLD3358,PETRIE TERRACE,301,Brisbane,1,Good,Good,0
QLD336,BOOROOBIN,301,Brisbane,1,Good,Good,0
QLD3360,KERIRI ISLAND,307,Torres Strait,1,Good,Good,0
QLD3361,IAMA ISLAND,307,Torres Strait,1,Good,Good,0
QLD3362,ERUB ISLAND,307,Torres Strait,1,Good,Good,0
QLD3363,MER ISLAND,307,Torres Strait,1,Good,Good,0
QLD3364,WARRABER ISLET,307,Torres Strait,1,Good,Good,0
QLD3365,PORUMA ISLAND,307,Torres Strait,1,Good,Good,0
QLD3366,DOWAR ISLET,307,Torres Strait,1,Good,Good,0
QLD3367,GUIJAR ISLET,307,Torres Strait,1,Good,Good,0
QLD3368,BURRAR ISLET,307,Torres Strait,1,Good,Good,0
QLD3369,UGAR ISLAND,307,Torres Strait,1,Good,Good,0
QLD337,BOOUBYJAN,306,Toowoomba - Roma,1,Good,Good,0
QLD3370,WAUA ISLET,307,Torres Strait,1,Good,Good,0
QLD3371,BAUPLE FOREST,305,Rockhampton,1,Good,Good,0
QLD3372,TARGINNIE,305,Rockhampton,1,Good,Good,0
QLD3373,MIRRIWINNI,309,Cairns - Atherton,1,Good,Good,0
QLD3374,BURPENGARY EAST,301,Brisbane,1,Good,Good,0
QLD3375,FINLAYVALE,309,Cairns - Atherton,1,Good,Good,0
QLD3376,GREEN ISLAND,309,Cairns - Atherton,1,Good,Good,0
QLD3377,BRISBANE AIRPORT,301,Brisbane,1,Good,Good,0
QLD3378,UPPER MOUNT GRAVATT,301,Brisbane,1,Good,Good,0
QLD3379,HOMESTEAD,310,Townsville - Mackay,1,Good,Good,0
QLD338,BOOVAL,301,Brisbane,1,Good,Good,0
QLD3380,CHARTERS TOWERS CITY,310,Townsville - Mackay,1,Good,Good,0
QLD3381,MUTCHILBA,309,Cairns - Atherton,1,Good,Good,0
QLD3382,PENTLAND,310,Townsville - Mackay,1,Good,Good,0
QLD3383,IRON RANGE,303,Cape York,1,Good,Good,0
QLD3384,UNNAMED LOCALITY,303,Cape York,1,Good,Good,0
QLD3385,WONGA BEACH,309,Cairns - Atherton,1,Good,Good,0
QLD3386,GROPER CREEK,310,Townsville - Mackay,1,Good,Good,0
QLD3387,KAIRABAH,301,Brisbane,1,Good,Good,0
QLD3388,KALINGA,301,Brisbane,1,Good,Good,0
QLD3389,FLAGSTONE,301,Brisbane,1,Good,Good,0
QLD339,BOOYAL,305,Rockhampton,1,Good,Good,0
QLD3390,FLINDERS LAKES,301,Brisbane,1,Good,Good,0
QLD3391,MONARCH GLEN,301,Brisbane,1,Good,Good,0
QLD3392,SILVERBARK RIDGE,301,Brisbane,1,Good,Good,0
QLD3393,MINGELA,310,Townsville - Mackay,1,Good,Good,0
QLD3394,JAMBIN,305,Rockhampton,1,Good,Good,0
QLD3395,UNNAMED LOCALITY,305,Rockhampton,1,Good,Good,0
QLD3396,BARINGA,301,Brisbane,1,Good,Good,0
QLD3397,GLENLOGAN,301,Brisbane,1,Good,Good,0
QLD3398,STONES CORNER,301,Brisbane,1,Good,Good,0
QLD3399,RIVERBEND,301,Brisbane,1,Good,Good,0
QLD34,ALICE RIVER,310,Townsville - Mackay,1,Good,Good,0
QLD340,BORALLON,301,Brisbane,1,Good,Good,0
QLD3400,QUETTA,305,Rockhampton,1,Good,Good,0
QLD3401,BANYA,301,Brisbane,1,Good,Good,0
QLD3402,CORBOULD PARK,301,Brisbane,1,Good,Good,0
QLD3403,GAGALBA,301,Brisbane,1,Good,Good,0
QLD3404,NIRIMBA,301,Brisbane,1,Good,Good,0
QLD3405,ANAKIE SIDING,305,Rockhampton,1,Good,Good,0
QLD3406,NOCCUNDRA,306,Toowoomba - Roma,1,Good,Good,0
QLD3407,RUBYVALE,305,Rockhampton,1,Good,Good,0
QLD3408,SAPPHIRE CENTRAL,305,Rockhampton,1,Good,Good,0
QLD341,BOREEN POINT,301,Brisbane,1,Good,Good,0
QLD342,BORONIA HEIGHTS,301,Brisbane,1,Good,Good,0
QLD343,BOROREN,305,Rockhampton,1,Good,Good,0
QLD344,BOULDER CREEK,305,Rockhampton,1,Good,Good,0
QLD345,BOULDERCOMBE,305,Rockhampton,1,Good,Good,0
QLD346,BOULIA,304,Mount Isa,1,Good,Good,0
QLD347,BOWEN,310,Townsville - Mackay,1,Good,Good,0
QLD348,BOWEN HILLS,301,Brisbane,1,Good,Good,0
QLD349,BOWENVILLE,306,Toowoomba - Roma,1,Good,Good,0
QLD35,ALLAN,306,Toowoomba - Roma,1,Good,Good,0
QLD350,BOYLAND,301,Brisbane,1,Good,Good,0
QLD351,BOYNE ISLAND,305,Rockhampton,1,Good,Good,0
QLD352,BOYNE VALLEY,305,Rockhampton,1,Good,Good,0
QLD353,BOYNEDALE,305,Rockhampton,1,Good,Good,0
QLD354,BOYNESIDE,306,Toowoomba - Roma,1,Good,Good,0
QLD355,BOYNEWOOD,305,Rockhampton,1,Good,Good,0
QLD356,BRACALBA,301,Brisbane,1,Good,Good,0
QLD357,BRACEWELL,305,Rockhampton,1,Good,Good,0
QLD358,BRACKEN RIDGE,301,Brisbane,1,Good,Good,0
QLD359,BRAEMEADOWS,310,Townsville - Mackay,1,Good,Good,0
QLD36,ALLANDALE,301,Brisbane,1,Good,Good,0
QLD360,BRAEMORE,301,Brisbane,1,Good,Good,0
QLD361,BRAMSTON BEACH,309,Cairns - Atherton,1,Good,Good,0
QLD362,BRANCH CREEK,305,Rockhampton,1,Good,Good,0
QLD363,BRANCHVIEW,306,Toowoomba - Roma,1,Good,Good,0
QLD364,BRANDON,310,Townsville - Mackay,1,Good,Good,0
QLD365,BRANDY CREEK,310,Townsville - Mackay,1,Good,Good,0
QLD366,BRANYAN,305,Rockhampton,1,Good,Good,0
QLD367,BRASSALL,301,Brisbane,1,Good,Good,0
QLD368,BRAY PARK,301,Brisbane,1,Good,Good,0
QLD369,BREADALBANE,310,Townsville - Mackay,1,Good,Good,0
QLD37,ALLENSTOWN,305,Rockhampton,1,Good,Good,0
QLD370,BREAKAWAY,304,Mount Isa,1,Good,Good,0
QLD371,BREDDAN,310,Townsville - Mackay,1,Good,Good,0
QLD372,BRENDALE,301,Brisbane,1,Good,Good,0
QLD373,BRIBIE ISLAND NORTH,301,Brisbane,1,Good,Good,0
QLD374,BRIDGEMAN DOWNS,301,Brisbane,1,Good,Good,0
QLD375,BRIDGES,301,Brisbane,1,Good,Good,0
QLD376,BRIGALOW,306,Toowoomba - Roma,1,Good,Good,0
QLD377,BRIGHTLY,310,Townsville - Mackay,1,Good,Good,0
QLD378,BRIGHTON,301,Brisbane,1,Good,Good,0
QLD379,BRIGHTVIEW,301,Brisbane,1,Good,Good,0
QLD38,ALLENVIEW,301,Brisbane,1,Good,Good,0
QLD380,BRIGOODA,306,Toowoomba - Roma,1,Good,Good,0
QLD381,BRINGALILY,306,Toowoomba - Roma,1,Good,Good,0
QLD382,BRINSMEAD,309,Cairns - Atherton,1,Good,Good,0
QLD383,BROADBEACH,301,Brisbane,1,Good,Good,0
QLD384,BROADBEACH WATERS,301,Brisbane,1,Good,Good,0
QLD385,BROADMERE,305,Rockhampton,1,Good,Good,0
QLD386,BROADWATER,306,Toowoomba - Roma,1,Good,Good,0
QLD387,BROKEN RIVER,310,Townsville - Mackay,1,Good,Good,0
QLD388,BROMELTON,301,Brisbane,1,Good,Good,0
QLD389,BROOKFIELD,301,Brisbane,1,Good,Good,0
QLD39,ALLIGATOR CREEK,310,Townsville - Mackay,1,Good,Good,0
QLD390,BROOKHILL,310,Townsville - Mackay,1,Good,Good,0
QLD391,BROOKLANDS,306,Toowoomba - Roma,1,Good,Good,0
QLD392,BROOKSTEAD,306,Toowoomba - Roma,1,Good,Good,0
QLD393,BROOKWATER,301,Brisbane,1,Good,Good,0
QLD394,BROOLOO,306,Toowoomba - Roma,1,Good,Good,0
QLD395,BROOWEENA,305,Rockhampton,1,Good,Good,0
QLD396,BROUGHTON,310,Townsville - Mackay,1,Good,Good,0
QLD397,BROVINIA,305,Rockhampton,1,Good,Good,0
QLD398,BROWNS PLAINS,301,Brisbane,1,Good,Good,0
QLD399,BROXBURN,306,Toowoomba - Roma,1,Good,Good,0
QLD4,ABERGOWRIE,310,Townsville - Mackay,1,Good,Good,0
QLD40,ALLIGATOR CREEK,310,Townsville - Mackay,1,Good,Good,0
QLD400,BRUSH CREEK,306,Toowoomba - Roma,1,Good,Good,0
QLD401,BRYDEN,301,Brisbane,1,Good,Good,0
QLD402,BRYMAROO,306,Toowoomba - Roma,1,Good,Good,0
QLD403,BUARABA,301,Brisbane,1,Good,Good,0
QLD404,BUARABA SOUTH,301,Brisbane,1,Good,Good,0
QLD405,BUCASIA,310,Townsville - Mackay,1,Good,Good,0
QLD406,BUCCA,305,Rockhampton,1,Good,Good,0
QLD407,BUCCAN,301,Brisbane,1,Good,Good,0
QLD409,BUCKINGHAM,304,Mount Isa,1,Good,Good,0
QLD41,ALLORA,306,Toowoomba - Roma,1,Good,Good,0
QLD410,BUCKLAND,305,Rockhampton,1,Good,Good,0
QLD411,BUDDINA,301,Brisbane,1,Good,Good,0
QLD412,BUDERIM,301,Brisbane,1,Good,Good,0
QLD413,BUDGEE,306,Toowoomba - Roma,1,Good,Good,0
QLD414,BUKALI,305,Rockhampton,1,Good,Good,0
QLD415,BULGUN,309,Cairns - Atherton,1,Good,Good,0
QLD416,BULIMBA,301,Brisbane,1,Good,Good,0
QLD418,BULLCAMP,306,Toowoomba - Roma,1,Good,Good,0
QLD419,BULLERINGA,309,Cairns - Atherton,1,Good,Good,0
QLD42,ALLOWAY,305,Rockhampton,1,Good,Good,0
QLD420,BULLI CREEK,306,Toowoomba - Roma,1,Good,Good,0
QLD421,BULLOO DOWNS,306,Toowoomba - Roma,1,Good,Good,0
QLD422,BULLYARD,305,Rockhampton,1,Good,Good,0
QLD423,BULWER,301,Brisbane,1,Good,Good,0
QLD424,BUNBURRA,301,Brisbane,1,Good,Good,0
QLD425,BUNDABERG CENTRAL,305,Rockhampton,1,Good,Good,0
QLD426,BUNDABERG EAST,305,Rockhampton,1,Good,Good,0
QLD427,BUNDABERG NORTH,305,Rockhampton,1,Good,Good,0
QLD428,BUNDABERG SOUTH,305,Rockhampton,1,Good,Good,0
QLD429,BUNDABERG WEST,305,Rockhampton,1,Good,Good,0
QLD43,ALMADEN,309,Cairns - Atherton,1,Good,Good,0
QLD430,BUNDALL,301,Brisbane,1,Good,Good,0
QLD431,BUNDAMBA,301,Brisbane,1,Good,Good,0
QLD432,BUNDI,306,Toowoomba - Roma,1,Good,Good,0
QLD433,BUNDOORA,305,Rockhampton,1,Good,Good,0
QLD434,BUNGABAN,305,Rockhampton,0.0001611,Good,Good,1
QLD434,BUNGABAN,306,Toowoomba - Roma,0.9998389,Good,Good,0
QLD435,BUNGADOO,305,Rockhampton,1,Good,Good,0
QLD436,BUNGALOW,309,Cairns - Atherton,1,Good,Good,0
QLD437,BUNGEWORGORAI,306,Toowoomba - Roma,1,Good,Good,0
QLD438,BUNGIL,306,Toowoomba - Roma,1,Good,Good,0
QLD439,BUNGUNDARRA,305,Rockhampton,1,Good,Good,0
QLD44,ALOOMBA,309,Cairns - Atherton,1,Good,Good,0
QLD440,BUNGUNYA,306,Toowoomba - Roma,1,Good,Good,0
QLD441,BUNJURGEN,301,Brisbane,1,Good,Good,0
QLD442,BUNYA,301,Brisbane,1,Good,Good,0
QLD443,BUNYA CREEK,305,Rockhampton,1,Good,Good,0
QLD445,BUNYA MOUNTAINS,306,Toowoomba - Roma,1,Good,Good,0
QLD446,BURBANK,301,Brisbane,1,Good,Good,0
QLD447,BURDELL,310,Townsville - Mackay,1,Good,Good,0
QLD448,BURGOWAN,305,Rockhampton,1,Good,Good,0
QLD449,BURKETOWN,304,Mount Isa,1,Good,Good,0
QLD45,ALPHA,305,Rockhampton,1,Good,Good,0
QLD450,BURLEIGH,310,Townsville - Mackay,1,Good,Good,0
QLD451,BURLEIGH HEADS,301,Brisbane,1,Good,Good,0
QLD452,BURLEIGH WATERS,301,Brisbane,1,Good,Good,0
QLD453,BURNCLUITH,306,Toowoomba - Roma,1,Good,Good,0
QLD454,BURNETT CREEK,301,Brisbane,1,Good,Good,0
QLD455,BURNETT HEADS,,,3.40E-06,Poor,Good,4
QLD455,BURNETT HEADS,305,Rockhampton,0.9999966,Good,Good,0
QLD456,BURNSIDE,301,Brisbane,1,Good,Good,0
QLD457,BURPENGARY,301,Brisbane,1,Good,Good,0
QLD458,BURRA BURRI,306,Toowoomba - Roma,1,Good,Good,0
QLD459,BURRUM HEADS,305,Rockhampton,1,Good,Good,0
QLD46,ALSACE,305,Rockhampton,1,Good,Good,0
QLD460,BURRUM RIVER,305,Rockhampton,1,Good,Good,0
QLD461,BURRUM TOWN,305,Rockhampton,1,Good,Good,0
QLD462,BURTON,305,Rockhampton,1,Good,Good,0
QLD463,BURUA,305,Rockhampton,1,Good,Good,0
QLD464,BUSHLAND BEACH,310,Townsville - Mackay,1,Good,Good,0
QLD465,BUSHLEY,305,Rockhampton,1,Good,Good,0
QLD466,BUTCHERS CREEK,309,Cairns - Atherton,1,Good,Good,0
QLD467,BUXTON,305,Rockhampton,1,Good,Good,0
QLD468,BYBERA,306,Toowoomba - Roma,1,Good,Good,0
QLD469,BYEE,306,Toowoomba - Roma,1,Good,Good,0
QLD47,ALTON DOWNS,305,Rockhampton,1,Good,Good,0
QLD470,BYELLEE,305,Rockhampton,1,Good,Good,0
QLD471,BYFIELD,305,Rockhampton,1,Good,Good,0
QLD472,BYMOUNT,306,Toowoomba - Roma,1,Good,Good,0
QLD473,BYRNESTOWN,305,Rockhampton,1,Good,Good,0
QLD474,CABARLAH,306,Toowoomba - Roma,1,Good,Good,0
QLD475,CABOOLTURE,301,Brisbane,1,Good,Good,0
QLD476,CABOOLTURE SOUTH,301,Brisbane,1,Good,Good,0
QLD477,CABOONBAH,301,Brisbane,1,Good,Good,0
QLD478,CADARGA,306,Toowoomba - Roma,1,Good,Good,0
QLD479,CAFFEY,301,Brisbane,1,Good,Good,0
QLD48,ALVA,310,Townsville - Mackay,1,Good,Good,0
QLD480,CAINBABLE,301,Brisbane,1,Good,Good,0
QLD481,CAIRDBEIGN,305,Rockhampton,1,Good,Good,0
QLD482,CAIRNS CITY,309,Cairns - Atherton,1,Good,Good,0
QLD483,CAIRNS NORTH,309,Cairns - Atherton,1,Good,Good,0
QLD484,CALAMVALE,301,Brisbane,1,Good,Good,0
QLD485,CALAVOS,305,Rockhampton,1,Good,Good,0
QLD486,CALCIUM,310,Townsville - Mackay,1,Good,Good,0
QLD487,CALDERVALE,305,Rockhampton,1,Good,Good,0
QLD488,CALEN,310,Townsville - Mackay,1,Good,Good,0
QLD489,CALGOA,305,Rockhampton,1,Good,Good,0
QLD49,AMAMOOR,306,Toowoomba - Roma,1,Good,Good,0
QLD490,CALICO CREEK,306,Toowoomba - Roma,1,Good,Good,0
QLD491,CALINGUNEE,306,Toowoomba - Roma,1,Good,Good,0
QLD492,CALLANDOON,306,Toowoomba - Roma,1,Good,Good,0
QLD493,CALLEMONDAH,305,Rockhampton,1,Good,Good,0
QLD494,CALLIDE,305,Rockhampton,1,Good,Good,0
QLD495,CALLIOPE,305,Rockhampton,1,Good,Good,0
QLD496,CALOUNDRA,301,Brisbane,1,Good,Good,0
QLD497,CALOUNDRA WEST,301,Brisbane,1,Good,Good,0
QLD498,CALVERT,301,Brisbane,1,Good,Good,0
QLD499,CAMBOON,305,Rockhampton,1,Good,Good,0
QLD5,ABINGDON DOWNS,309,Cairns - Atherton,1,Good,Good,0
QLD50,AMAMOOR CREEK,306,Toowoomba - Roma,1,Good,Good,0
QLD500,CAMBOOYA,306,Toowoomba - Roma,1,Good,Good,0
QLD501,CAMBRIDGE,310,Townsville - Mackay,1,Good,Good,0
QLD502,CAMBROON,301,Brisbane,1,Good,Good,0
QLD503,CAMEBY,306,Toowoomba - Roma,1,Good,Good,0
QLD504,CAMERON CORNER,306,Toowoomba - Roma,1,Good,Good,0
QLD505,CAMIRA,301,Brisbane,1,Good,Good,0
QLD507,CAMOOWEAL,304,Mount Isa,1,Good,Good,0
QLD509,CAMP CREEK,309,Cairns - Atherton,1,Good,Good,0
QLD510,CAMP HILL,301,Brisbane,1,Good,Good,0
QLD511,CAMP MOUNTAIN,301,Brisbane,1,Good,Good,0
QLD512,CAMPASPE,310,Townsville - Mackay,1,Good,Good,0
QLD513,CAMPBELL CREEK,305,Rockhampton,1,Good,Good,0
QLD514,CAMPBELLS POCKET,301,Brisbane,1,Good,Good,0
QLD515,CANAGA,306,Toowoomba - Roma,1,Good,Good,0
QLD516,CANAL CREEK,305,Rockhampton,1,Good,Good,0
QLD517,CANIA,305,Rockhampton,1,Good,Good,0
QLD518,CANINA,306,Toowoomba - Roma,1,Good,Good,0
QLD519,CANNINDAH,305,Rockhampton,1,Good,Good,0
QLD52,AMAROO,304,Mount Isa,1,Good,Good,0
QLD521,CANNING CREEK,306,Toowoomba - Roma,1,Good,Good,0
QLD522,CANNINGVALE,306,Toowoomba - Roma,1,Good,Good,0
QLD523,CANNON CREEK,306,Toowoomba - Roma,1,Good,Good,0
QLD524,CANNON CREEK,301,Brisbane,1,Good,Good,0
QLD525,CANNON HILL,301,Brisbane,1,Good,Good,0
QLD526,CANNON VALLEY,310,Townsville - Mackay,1,Good,Good,0
QLD527,CANNONVALE,310,Townsville - Mackay,1,Good,Good,0
QLD528,CANOONA,305,Rockhampton,1,Good,Good,0
QLD529,CANUNGRA,301,Brisbane,1,Good,Good,0
QLD53,AMBER,309,Cairns - Atherton,1,Good,Good,0
QLD530,CAPALABA,301,Brisbane,1,Good,Good,0
QLD532,CAPE CLEVELAND,310,Townsville - Mackay,1,Good,Good,0
QLD533,CAPE CONWAY,310,Townsville - Mackay,1,Good,Good,0
QLD534,CAPE GLOUCESTER,310,Townsville - Mackay,1,Good,Good,0
QLD535,CAPE HILLSBOROUGH,310,Townsville - Mackay,1,Good,Good,0
QLD536,CAPE TRIBULATION,309,Cairns - Atherton,1,Good,Good,0
QLD537,CAPELLA,305,Rockhampton,1,Good,Good,0
QLD538,CAPTAIN CREEK,305,Rockhampton,1,Good,Good,0
QLD539,CAPTAINS MOUNTAIN,306,Toowoomba - Roma,1,Good,Good,0
QLD54,AMBERLEY,301,Brisbane,1,Good,Good,0
QLD540,CARAVONICA,309,Cairns - Atherton,1,Good,Good,0
QLD541,CARBINE CREEK,305,Rockhampton,1,Good,Good,0
QLD542,CARBROOK,301,Brisbane,1,Good,Good,0
QLD543,CARDSTONE,309,Cairns - Atherton,1,Good,Good,0
QLD544,CARDWELL,309,Cairns - Atherton,1,Good,Good,0
QLD545,CARINA,301,Brisbane,1,Good,Good,0
QLD546,CARINA HEIGHTS,301,Brisbane,1,Good,Good,0
QLD547,CARINDALE,301,Brisbane,1,Good,Good,0
QLD548,CARMILA,305,Rockhampton,1,Good,Good,0
QLD549,CARMOO,309,Cairns - Atherton,1,Good,Good,0
QLD55,AMBROSE,305,Rockhampton,1,Good,Good,0
QLD551,CARNARVON PARK,305,Rockhampton,1,Good,Good,0
QLD552,CARNEYS CREEK,301,Brisbane,1,Good,Good,0
QLD553,CAROLE PARK,301,Brisbane,1,Good,Good,0
QLD554,CAROLINE CROSSING,306,Toowoomba - Roma,1,Good,Good,0
QLD555,CARPENDALE,301,Brisbane,1,Good,Good,0
QLD556,CARPENTARIA,304,Mount Isa,1,Good,Good,0
QLD557,CARRANDOTTA,304,Mount Isa,1,Good,Good,0
QLD558,CARRARA,301,Brisbane,1,Good,Good,0
QLD559,CARRINGTON,309,Cairns - Atherton,1,Good,Good,0
QLD56,AMBY,306,Toowoomba - Roma,1,Good,Good,0
QLD560,CARRUCHAN,309,Cairns - Atherton,1,Good,Good,0
QLD561,CARSELDINE,301,Brisbane,1,Good,Good,0
QLD562,CARSTAIRS,310,Townsville - Mackay,1,Good,Good,0
QLD563,CARTERS RIDGE,306,Toowoomba - Roma,1,Good,Good,0
QLD564,CASHMERE,301,Brisbane,1,Good,Good,0
QLD565,CASSOWARY,309,Cairns - Atherton,1,Good,Good,0
QLD566,CASTAWAYS BEACH,301,Brisbane,1,Good,Good,0
QLD567,CASTLE CREEK,305,Rockhampton,1,Good,Good,0
QLD568,CASTLE HILL,310,Townsville - Mackay,1,Good,Good,0
QLD569,CATTLE CREEK,306,Toowoomba - Roma,1,Good,Good,0
QLD57,AMIENS,306,Toowoomba - Roma,1,Good,Good,0
QLD570,CATTLE CREEK,305,Rockhampton,1,Good,Good,0
QLD571,CAUSEWAY LAKE,305,Rockhampton,1,Good,Good,0
QLD572,CAWARRAL,305,Rockhampton,1,Good,Good,0
QLD573,CAWDOR,306,Toowoomba - Roma,1,Good,Good,0
QLD575,CECIL PLAINS,306,Toowoomba - Roma,1,Good,Good,0
QLD576,CEDAR CREEK,301,Brisbane,1,Good,Good,0
QLD577,CEDAR CREEK,301,Brisbane,1,Good,Good,0
QLD578,CEDAR GROVE,301,Brisbane,1,Good,Good,0
QLD579,CEDAR POCKET,306,Toowoomba - Roma,1,Good,Good,0
QLD58,AMITY,301,Brisbane,1,Good,Good,0
QLD580,CEDAR VALE,301,Brisbane,1,Good,Good,0
QLD581,CEDARTON,301,Brisbane,1,Good,Good,0
QLD582,CEMENT MILLS,306,Toowoomba - Roma,1,Good,Good,0
QLD583,CENTENARY HEIGHTS,306,Toowoomba - Roma,1,Good,Good,0
QLD584,CERATODUS,305,Rockhampton,1,Good,Good,0
QLD585,CHAHPINGAH,306,Toowoomba - Roma,1,Good,Good,0
QLD586,CHAMBERS FLAT,301,Brisbane,1,Good,Good,0
QLD587,CHANCES PLAIN,306,Toowoomba - Roma,1,Good,Good,0
QLD588,CHANDLER,301,Brisbane,1,Good,Good,0
QLD589,CHAPEL HILL,301,Brisbane,1,Good,Good,0
QLD59,ANDERGROVE,310,Townsville - Mackay,1,Good,Good,0
QLD590,CHARLESTOWN,306,Toowoomba - Roma,1,Good,Good,0
QLD591,CHARLEVILLE,306,Toowoomba - Roma,1,Good,Good,0
QLD592,CHARLTON,306,Toowoomba - Roma,1,Good,Good,0
QLD593,CHARLWOOD,301,Brisbane,1,Good,Good,0
QLD594,CHATSWORTH,306,Toowoomba - Roma,1,Good,Good,0
QLD595,CHEESEBOROUGH,305,Rockhampton,1,Good,Good,0
QLD596,CHELMER,301,Brisbane,1,Good,Good,0
QLD597,CHELMSFORD,306,Toowoomba - Roma,1,Good,Good,0
QLD598,CHELONA,310,Townsville - Mackay,1,Good,Good,0
QLD599,CHELTENHAM,305,Rockhampton,1,Good,Good,0
QLD6,ABINGTON,305,Rockhampton,1,Good,Good,0
QLD60,ANDERLEIGH,306,Toowoomba - Roma,1,Good,Good,0
QLD600,CHERBOURG,306,Toowoomba - Roma,1,Good,Good,0
QLD601,CHERMSIDE,301,Brisbane,1,Good,Good,0
QLD602,CHERMSIDE WEST,301,Brisbane,1,Good,Good,0
QLD603,CHERRY CREEK,306,Toowoomba - Roma,1,Good,Good,0
QLD604,CHERRY GULLY,306,Toowoomba - Roma,1,Good,Good,0
QLD605,CHERWELL,305,Rockhampton,1,Good,Good,0
QLD606,CHEVALLUM,301,Brisbane,1,Good,Good,0
QLD607,CHEWKO,309,Cairns - Atherton,1,Good,Good,0
QLD608,CHILDERS,305,Rockhampton,1,Good,Good,0
QLD609,CHILLAGOE,309,Cairns - Atherton,1,Good,Good,0
QLD61,ANDROMACHE,310,Townsville - Mackay,1,Good,Good,0
QLD610,CHINCHILLA,306,Toowoomba - Roma,1,Good,Good,0
QLD611,CHINGHEE CREEK,301,Brisbane,1,Good,Good,0
QLD612,CHIRNSIDE,305,Rockhampton,1,Good,Good,0
QLD614,CHRISTMAS CREEK,301,Brisbane,1,Good,Good,0
QLD615,CHURCHABLE,301,Brisbane,1,Good,Good,0
QLD616,CHURCHILL,301,Brisbane,1,Good,Good,0
QLD617,CHUWAR,301,Brisbane,1,Good,Good,0
QLD618,CINNABAR,306,Toowoomba - Roma,1,Good,Good,0
QLD62,ANDURAMBA,306,Toowoomba - Roma,1,Good,Good,0
QLD620,CLAGIRABA,301,Brisbane,1,Good,Good,0
QLD621,CLAIRVIEW,305,Rockhampton,1,Good,Good,0
QLD622,CLARA CREEK,306,Toowoomba - Roma,1,Good,Good,0
QLD623,CLARAVILLE,304,Mount Isa,0.5197692,Good,Good,0
QLD623,CLARAVILLE,309,Cairns - Atherton,0.4802308,Good,Good,0
QLD624,CLARE,310,Townsville - Mackay,1,Good,Good,0
QLD625,CLARENDON,301,Brisbane,1,Good,Good,0
QLD626,CLARKE CREEK,305,Rockhampton,1,Good,Good,0
QLD627,CLAYFIELD,301,Brisbane,1,Good,Good,0
QLD628,CLEAR ISLAND WATERS,301,Brisbane,1,Good,Good,0
QLD629,CLEAR MOUNTAIN,301,Brisbane,1,Good,Good,0
QLD63,ANNANDALE,310,Townsville - Mackay,1,Good,Good,0
QLD630,CLEMANT,310,Townsville - Mackay,1,Good,Good,0
QLD631,CLERMONT,305,Rockhampton,1,Good,Good,0
QLD632,CLEVELAND,301,Brisbane,1,Good,Good,0
QLD633,CLIFFORD,306,Toowoomba - Roma,1,Good,Good,0
QLD634,CLIFTON,306,Toowoomba - Roma,1,Good,Good,0
QLD635,CLIFTON BEACH,309,Cairns - Atherton,1,Good,Good,0
QLD636,CLINTON,305,Rockhampton,1,Good,Good,0
QLD637,CLINTONVALE,306,Toowoomba - Roma,1,Good,Good,0
QLD638,CLONCURRY,304,Mount Isa,1,Good,Good,0
QLD639,CLONTARF,306,Toowoomba - Roma,1,Good,Good,0
QLD64,ANNERLEY,301,Brisbane,1,Good,Good,0
QLD640,CLONTARF,301,Brisbane,1,Good,Good,0
