LOCALITY_PID,LOCALITY_NAME,IREG_CODE_2021,IREG_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW2374,LITTLE FOREST,106,South-Eastern NSW,1,Good,Good,0
NSW2375,LITTLE HARTLEY,105,Riverina - Orange,1,Good,Good,0
NSW2376,LITTLE JACKS CREEK,102,North-Eastern NSW,1,Good,Good,0
NSW2377,LITTLE JILLIBY,104,NSW Central and North Coast,1,Good,Good,0
NSW2378,LITTLE PELICAN,104,NSW Central and North Coast,1,Good,Good,0
NSW2379,LITTLE PLAIN,102,North-Eastern NSW,1,Good,Good,0
NSW238,BEAN CREEK,104,NSW Central and North Coast,1,Good,Good,0
NSW2380,LITTLE RIVER,105,Riverina - Orange,1,Good,Good,0
NSW2381,LITTLE TOPAR,103,North-Western NSW,1,Good,Good,0
NSW2382,LITTLE WOBBY,104,NSW Central and North Coast,1,Good,Good,0
NSW2383,LITTLETON,105,Riverina - Orange,1,Good,Good,0
NSW2384,LIVERPOOL,107,Sydney - Wollongong,1,Good,Good,0
NSW2385,LLANARTH,105,Riverina - Orange,1,Good,Good,0
NSW2386,LLANDILO,107,Sydney - Wollongong,1,Good,Good,0
NSW2387,LLANGOTHLIN,102,North-Eastern NSW,1,Good,Good,0
NSW2388,LLOYD,105,Riverina - Orange,1,Good,Good,0
NSW2389,LOADSTONE,104,NSW Central and North Coast,1,Good,Good,0
NSW239,BEARBONG,101,Dubbo,1,Good,Good,0
NSW2390,LOCHIEL,106,South-Eastern NSW,1,Good,Good,0
NSW2391,LOCHINVAR,104,NSW Central and North Coast,1,Good,Good,0
NSW2392,LOCKHART,105,Riverina - Orange,1,Good,Good,0
NSW2393,LOCKSLEY,105,Riverina - Orange,1,Good,Good,0
NSW2394,LOFTUS,107,Sydney - Wollongong,1,Good,Good,0
NSW2395,LOFTVILLE,104,NSW Central and North Coast,1,Good,Good,0
NSW2396,LOGANS CROSSING,104,NSW Central and North Coast,1,Good,Good,0
NSW2397,LOGIE BRAE,105,Riverina - Orange,1,Good,Good,0
NSW2398,LONDONDERRY,107,Sydney - Wollongong,1,Good,Good,0
NSW2399,LONG BEACH,106,South-Eastern NSW,1,Good,Good,0
NSW24,ALBERT,105,Riverina - Orange,1,Good,Good,0
NSW240,BEAUMONT,106,South-Eastern NSW,1,Good,Good,0
NSW2400,LONG FLAT,104,NSW Central and North Coast,1,Good,Good,0
NSW2401,LONG JETTY,104,NSW Central and North Coast,1,Good,Good,0
NSW2402,LONG PLAIN,105,Riverina - Orange,1,Good,Good,0
NSW2403,LONG PLAIN,102,North-Eastern NSW,1,Good,Good,0
NSW2404,LONG POINT,104,NSW Central and North Coast,1,Good,Good,0
NSW2405,LONG POINT,107,Sydney - Wollongong,1,Good,Good,0
NSW2406,LONGARM,102,North-Eastern NSW,1,Good,Good,0
NSW2407,LONGREACH,106,South-Eastern NSW,1,Good,Good,0
NSW2408,LONGUEVILLE,107,Sydney - Wollongong,1,Good,Good,0
NSW241,BEAUMONT HILLS,107,Sydney - Wollongong,1,Good,Good,0
NSW2410,LOOMBERAH,102,North-Eastern NSW,1,Good,Good,0
NSW2411,LORD HOWE ISLAND,107,Sydney - Wollongong,1,Good,Good,0
NSW2412,LORDS HILL,106,South-Eastern NSW,1,Good,Good,0
NSW2413,LORN,104,NSW Central and North Coast,1,Good,Good,0
NSW2414,LORNE,104,NSW Central and North Coast,1,Good,Good,0
NSW2415,LOST RIVER,106,South-Eastern NSW,1,Good,Good,0
NSW2416,LOSTOCK,104,NSW Central and North Coast,1,Good,Good,0
NSW2417,LOUISA CREEK,104,NSW Central and North Coast,1,Good,Good,0
NSW2418,LOUTH,103,North-Western NSW,1,Good,Good,0
NSW2419,LOUTH PARK,104,NSW Central and North Coast,1,Good,Good,0
NSW242,BECKOM,105,Riverina - Orange,1,Good,Good,0
NSW2420,LOVEDALE,104,NSW Central and North Coast,1,Good,Good,0
NSW2421,LOWANNA,104,NSW Central and North Coast,1,Good,Good,0
NSW2422,LOWER BAGO,105,Riverina - Orange,1,Good,Good,0
NSW2423,LOWER BELFORD,104,NSW Central and North Coast,1,Good,Good,0
NSW2424,LOWER BORO,106,South-Eastern NSW,1,Good,Good,0
NSW2425,LOWER BOTTLE CREEK,104,NSW Central and North Coast,1,Good,Good,0
NSW2426,LOWER CREEK,102,North-Eastern NSW,0.0003223,Good,Good,1
NSW2426,LOWER CREEK,104,NSW Central and North Coast,0.9996777,Good,Good,0
NSW2427,LOWER DUCK CREEK,104,NSW Central and North Coast,1,Good,Good,0
NSW2428,LOWER DYRAABA,104,NSW Central and North Coast,1,Good,Good,0
NSW2429,LOWER LEWIS PONDS,105,Riverina - Orange,1,Good,Good,0
NSW243,BECTIVE,102,North-Eastern NSW,1,Good,Good,0
NSW2430,LOWER MACDONALD,107,Sydney - Wollongong,1,Good,Good,0
NSW2431,LOWER MANGROVE,104,NSW Central and North Coast,1,Good,Good,0
NSW2432,LOWER PAPPINBARRA,104,NSW Central and North Coast,1,Good,Good,0
NSW2433,LOWER PEACOCK,104,NSW Central and North Coast,1,Good,Good,0
NSW2434,LOWER PORTLAND,107,Sydney - Wollongong,1,Good,Good,0
NSW2435,LOWER SOUTHGATE,104,NSW Central and North Coast,1,Good,Good,0
NSW2436,LOWESDALE,105,Riverina - Orange,1,Good,Good,0
NSW2437,LOWTHER,105,Riverina - Orange,1,Good,Good,0
NSW2438,LOXFORD,104,NSW Central and North Coast,1,Good,Good,0
NSW2439,LUCAS HEIGHTS,107,Sydney - Wollongong,1,Good,Good,0
NSW244,BECTRIC,105,Riverina - Orange,1,Good,Good,0
NSW2440,LUCKNOW,105,Riverina - Orange,1,Good,Good,0
NSW2441,LUDDENHAM,107,Sydney - Wollongong,1,Good,Good,0
NSW2442,LUE,105,Riverina - Orange,1,Good,Good,0
NSW2443,LUGARNO,107,Sydney - Wollongong,1,Good,Good,0
NSW2444,LURNEA,107,Sydney - Wollongong,1,Good,Good,0
NSW2445,LUSKINTYRE,104,NSW Central and North Coast,1,Good,Good,0
NSW2446,LYNCHS CREEK,104,NSW Central and North Coast,1,Good,Good,0
NSW2447,LYNDHURST,105,Riverina - Orange,1,Good,Good,0
NSW2448,LYNDHURST,102,North-Eastern NSW,1,Good,Good,0
NSW2449,LYNWOOD,104,NSW Central and North Coast,1,Good,Good,0
NSW2450,MABINS WELL,105,Riverina - Orange,1,Good,Good,0
NSW2451,MACDONALDS CREEK,102,North-Eastern NSW,1,Good,Good,0
NSW2452,MACKSVILLE,104,NSW Central and North Coast,1,Good,Good,0
NSW2453,MACLEAN,104,NSW Central and North Coast,1,Good,Good,0
NSW2454,MACMASTERS BEACH,104,NSW Central and North Coast,1,Good,Good,0
NSW2455,MACQUARIE FIELDS,107,Sydney - Wollongong,1,Good,Good,0
NSW2456,MACQUARIE HILLS,104,NSW Central and North Coast,1,Good,Good,0
NSW2457,MACQUARIE LINKS,107,Sydney - Wollongong,1,Good,Good,0
NSW2458,MACQUARIE MARSHES,103,North-Western NSW,1,Good,Good,0
NSW2459,MACQUARIE PARK,107,Sydney - Wollongong,1,Good,Good,0
NSW246,BEECHWOOD,104,NSW Central and North Coast,1,Good,Good,0
NSW2460,MACQUARIE PASS,107,Sydney - Wollongong,1,Good,Good,0
NSW2461,MADDENS PLAINS,106,South-Eastern NSW,0.0012469,Good,Good,1
NSW2461,MADDENS PLAINS,107,Sydney - Wollongong,0.9987531,Good,Good,0
NSW2462,MAFFRA,106,South-Eastern NSW,1,Good,Good,0
NSW2463,MAGENTA,104,NSW Central and North Coast,1,Good,Good,0
NSW2464,MAGOMETON,103,North-Western NSW,1,Good,Good,0
NSW2465,MAIANBAR,107,Sydney - Wollongong,1,Good,Good,0
NSW2466,MAIMURU,105,Riverina - Orange,1,Good,Good,0
NSW2467,MAIN ARM,104,NSW Central and North Coast,1,Good,Good,0
NSW2468,MAIN CREEK,104,NSW Central and North Coast,1,Good,Good,0
NSW2469,MAIRJIMMY,105,Riverina - Orange,1,Good,Good,0
NSW247,BEECROFT,107,Sydney - Wollongong,1,Good,Good,0
NSW2470,MAISON DIEU,104,NSW Central and North Coast,1,Good,Good,0
NSW2471,MAITLAND,104,NSW Central and North Coast,1,Good,Good,0
NSW2472,MAITLAND BAR,105,Riverina - Orange,1,Good,Good,0
NSW2473,MAITLAND VALE,104,NSW Central and North Coast,1,Good,Good,0
NSW2474,MAJORS CREEK,106,South-Eastern NSW,1,Good,Good,0
NSW2475,MALABAR,107,Sydney - Wollongong,1,Good,Good,0
NSW2476,MALABUGILMAH,104,NSW Central and North Coast,1,Good,Good,0
NSW2477,MALDON,107,Sydney - Wollongong,1,Good,Good,0
NSW2478,MALLABULA,104,NSW Central and North Coast,1,Good,Good,0
NSW2479,MALLAN,105,Riverina - Orange,1,Good,Good,0
NSW248,BEECROFT PENINSULA,106,South-Eastern NSW,1,Good,Good,0
NSW2480,MALLANGANEE,104,NSW Central and North Coast,1,Good,Good,0
NSW2481,MALLOWA,102,North-Eastern NSW,1,Good,Good,0
NSW2482,MALONEYS BEACH,106,South-Eastern NSW,1,Good,Good,0
NSW2483,MALUA BAY,106,South-Eastern NSW,1,Good,Good,0
NSW2484,MANAR,106,South-Eastern NSW,1,Good,Good,0
NSW2486,MANDAGERY,101,Dubbo,1,Good,Good,0
NSW2487,MANDALONG,104,NSW Central and North Coast,1,Good,Good,0
NSW2488,MANDURAMA,105,Riverina - Orange,1,Good,Good,0
NSW2489,MANGERTON,107,Sydney - Wollongong,1,Good,Good,0
NSW249,BEELBANGERA,105,Riverina - Orange,1,Good,Good,0
NSW2490,MANGOOLA,102,North-Eastern NSW,1,Good,Good,0
NSW2491,MANGOPLAH,105,Riverina - Orange,1,Good,Good,0
NSW2492,MANGROVE CREEK,104,NSW Central and North Coast,1,Good,Good,0
NSW2493,MANGROVE MOUNTAIN,104,NSW Central and North Coast,1,Good,Good,0
NSW2494,MANILDRA,105,Riverina - Orange,1,Good,Good,0
NSW2495,MANILLA,102,North-Eastern NSW,1,Good,Good,0
NSW2496,MANLY,107,Sydney - Wollongong,1,Good,Good,0
NSW2497,MANLY VALE,107,Sydney - Wollongong,1,Good,Good,0
NSW2498,MANNERING PARK,104,NSW Central and North Coast,1,Good,Good,0
NSW2499,MANNING POINT,104,NSW Central and North Coast,1,Good,Good,0
NSW25,ALBION PARK,107,Sydney - Wollongong,1,Good,Good,0
NSW250,BEEMUNNEL,101,Dubbo,1,Good,Good,0
NSW2500,MANNUS,105,Riverina - Orange,1,Good,Good,0
NSW2501,MANOBALAI,102,North-Eastern NSW,1,Good,Good,0
NSW2502,MANTON,106,South-Eastern NSW,1,Good,Good,0
NSW2503,MANYANA,106,South-Eastern NSW,1,Good,Good,0
NSW2504,MARAGLE,105,Riverina - Orange,1,Good,Good,0
NSW2505,MARAYLYA,107,Sydney - Wollongong,1,Good,Good,0
NSW2506,MARAYONG,107,Sydney - Wollongong,1,Good,Good,0
NSW2507,MARCH,105,Riverina - Orange,1,Good,Good,0
NSW2508,MARCHMONT,106,South-Eastern NSW,1,Good,Good,0
NSW2509,MARDI,104,NSW Central and North Coast,1,Good,Good,0
NSW251,BEGA,106,South-Eastern NSW,1,Good,Good,0
NSW2510,MARENGO,104,NSW Central and North Coast,1,Good,Good,0
NSW2511,MARES RUN,104,NSW Central and North Coast,1,Good,Good,0
NSW2512,MARINNA,105,Riverina - Orange,1,Good,Good,0
NSW2513,MARKS POINT,104,NSW Central and North Coast,1,Good,Good,0
NSW2514,MARKWELL,104,NSW Central and North Coast,1,Good,Good,0
NSW2515,MARLEE,104,NSW Central and North Coast,1,Good,Good,0
NSW2516,MARLO MERRICAN,104,NSW Central and North Coast,1,Good,Good,0
NSW2517,MARLOW,104,NSW Central and North Coast,1,Good,Good,0
NSW2518,MARLOWE,106,South-Eastern NSW,1,Good,Good,0
NSW2519,MARMONG POINT,104,NSW Central and North Coast,1,Good,Good,0
NSW252,BELANGLO,106,South-Eastern NSW,1,Good,Good,0
NSW2520,MAROM CREEK,104,NSW Central and North Coast,1,Good,Good,0
NSW2521,MAROOTA,107,Sydney - Wollongong,1,Good,Good,0
NSW2522,MAROUBRA,107,Sydney - Wollongong,1,Good,Good,0
NSW2523,MARRANGAROO,105,Riverina - Orange,1,Good,Good,0
NSW2524,MARRAR,105,Riverina - Orange,1,Good,Good,0
NSW2525,MARRICKVILLE,107,Sydney - Wollongong,1,Good,Good,0
NSW2526,MARSDEN PARK,107,Sydney - Wollongong,1,Good,Good,0
NSW2527,MARSFIELD,107,Sydney - Wollongong,1,Good,Good,0
NSW2528,MARSHALL MOUNT,107,Sydney - Wollongong,1,Good,Good,0
NSW2529,MARSHDALE,104,NSW Central and North Coast,1,Good,Good,0
NSW253,BELBORA,104,NSW Central and North Coast,1,Good,Good,0
NSW2530,MARTHAGUY,101,Dubbo,1,Good,Good,0
NSW2531,MARTINDALE,102,North-Eastern NSW,1,Good,Good,0
NSW2532,MARTINS CREEK,104,NSW Central and North Coast,1,Good,Good,0
NSW2533,MARTINSVILLE,104,NSW Central and North Coast,1,Good,Good,0
NSW2534,MARULAN,106,South-Eastern NSW,1,Good,Good,0
NSW2535,MARYLAND,104,NSW Central and North Coast,1,Good,Good,0
NSW2536,MARYLAND,102,North-Eastern NSW,1,Good,Good,0
NSW2537,MARYS MOUNT,102,North-Eastern NSW,1,Good,Good,0
NSW2538,MARYVALE,101,Dubbo,1,Good,Good,0
NSW2539,MARYVILLE,104,NSW Central and North Coast,1,Good,Good,0
NSW254,BELFIELD,107,Sydney - Wollongong,1,Good,Good,0
NSW2540,MASCOT,107,Sydney - Wollongong,1,Good,Good,0
NSW2541,MATCHAM,104,NSW Central and North Coast,1,Good,Good,0
NSW2542,MATHESON,102,North-Eastern NSW,1,Good,Good,0
NSW2543,MATHOURA,105,Riverina - Orange,1,Good,Good,0
NSW2544,MATONG,105,Riverina - Orange,1,Good,Good,0
NSW2545,MATRAVILLE,107,Sydney - Wollongong,1,Good,Good,0
NSW2546,MAUDE,105,Riverina - Orange,1,Good,Good,0
NSW2547,MAULES CREEK,102,North-Eastern NSW,1,Good,Good,0
NSW2548,MAXWELL,105,Riverina - Orange,1,Good,Good,0
NSW2549,MAYBOLE,102,North-Eastern NSW,1,Good,Good,0
NSW255,BELFORD,104,NSW Central and North Coast,1,Good,Good,0
NSW2550,MAYERS FLAT,104,NSW Central and North Coast,1,Good,Good,0
NSW2551,MAYFIELD,106,South-Eastern NSW,1,Good,Good,0
NSW2552,MAYFIELD,105,Riverina - Orange,1,Good,Good,0
NSW2553,MAYFIELD,104,NSW Central and North Coast,1,Good,Good,0
NSW2554,MAYFIELD,106,South-Eastern NSW,1,Good,Good,0
NSW2555,MAYFIELD EAST,104,NSW Central and North Coast,1,Good,Good,0
NSW2556,MAYFIELD NORTH,104,NSW Central and North Coast,1,Good,Good,0
NSW2557,MAYFIELD WEST,104,NSW Central and North Coast,1,Good,Good,0
NSW2558,MAYRUNG,105,Riverina - Orange,1,Good,Good,0
NSW2559,MAYS HILL,107,Sydney - Wollongong,1,Good,Good,0
NSW256,BELFRAYDEN,105,Riverina - Orange,1,Good,Good,0
NSW2560,MAYVALE,102,North-Eastern NSW,1,Good,Good,0
NSW2561,MCCULLYS GAP,102,North-Eastern NSW,1,Good,Good,0
NSW2562,MCDOUGALLS HILL,104,NSW Central and North Coast,1,Good,Good,0
NSW2563,MCGRATHS HILL,107,Sydney - Wollongong,1,Good,Good,0
NSW2564,MCKEES HILL,104,NSW Central and North Coast,1,Good,Good,0
NSW2565,MCKELLARS PARK,105,Riverina - Orange,1,Good,Good,0
NSW2566,MCLEANS RIDGES,104,NSW Central and North Coast,1,Good,Good,0
NSW2567,MCLEODS SHOOT,104,NSW Central and North Coast,1,Good,Good,0
NSW2568,MCMAHONS POINT,107,Sydney - Wollongong,1,Good,Good,0
NSW2569,MCMAHONS REEF,105,Riverina - Orange,1,Good,Good,0
NSW257,BELGRAVIA,105,Riverina - Orange,1,Good,Good,0
NSW2570,MEADOW FLAT,105,Riverina - Orange,1,Good,Good,0
NSW2571,MEADOWBANK,107,Sydney - Wollongong,1,Good,Good,0
NSW2572,MEBBIN,104,NSW Central and North Coast,1,Good,Good,0
NSW2573,MEBUL,105,Riverina - Orange,1,Good,Good,0
NSW2574,MEDLOW BATH,107,Sydney - Wollongong,1,Good,Good,0
NSW2575,MEDOWIE,104,NSW Central and North Coast,1,Good,Good,0
NSW2577,MEDWAY,106,South-Eastern NSW,1,Good,Good,0
NSW2578,MEERSCHAUM VALE,104,NSW Central and North Coast,1,Good,Good,0
NSW2580,MEGAN,104,NSW Central and North Coast,1,Good,Good,0
NSW2581,MELBERGEN,105,Riverina - Orange,1,Good,Good,0
NSW2582,MELINGA,104,NSW Central and North Coast,1,Good,Good,0
NSW2583,MELLONG,105,Riverina - Orange,0.0003967,Good,Good,1
NSW2583,MELLONG,107,Sydney - Wollongong,0.9996033,Good,Good,0
NSW2584,MELLOOL,105,Riverina - Orange,1,Good,Good,0
NSW2585,MELROSE PARK,107,Sydney - Wollongong,1,Good,Good,0
NSW2586,MELVILLE,104,NSW Central and North Coast,1,Good,Good,0
NSW2587,MEMAGONG,105,Riverina - Orange,1,Good,Good,0
NSW2588,MENAH,105,Riverina - Orange,1,Good,Good,0
NSW2589,MENAI,107,Sydney - Wollongong,1,Good,Good,0
NSW259,BELIMBLA PARK,107,Sydney - Wollongong,1,Good,Good,0
NSW2590,MENANGLE,107,Sydney - Wollongong,1,Good,Good,0
NSW2591,MENANGLE PARK,107,Sydney - Wollongong,1,Good,Good,0
NSW2592,MENDOORAN,101,Dubbo,1,Good,Good,0
NSW2593,MENINDEE,103,North-Western NSW,1,Good,Good,0
NSW2594,MERAH NORTH,102,North-Eastern NSW,1,Good,Good,0
NSW2595,MEREWETHER,104,NSW Central and North Coast,1,Good,Good,0
NSW2596,MEREWETHER HEIGHTS,104,NSW Central and North Coast,1,Good,Good,0
NSW2597,MERIMBULA,106,South-Eastern NSW,1,Good,Good,0
NSW2598,MERINGO,106,South-Eastern NSW,1,Good,Good,0
NSW2599,MERNOT,104,NSW Central and North Coast,1,Good,Good,0
NSW26,ALBION PARK RAIL,107,Sydney - Wollongong,1,Good,Good,0
NSW260,BELL,105,Riverina - Orange,0.0002378,Good,Good,1
NSW260,BELL,107,Sydney - Wollongong,0.9997622,Good,Good,0
NSW2600,MEROO,105,Riverina - Orange,1,Good,Good,0
NSW2601,MEROO MEADOW,106,South-Eastern NSW,1,Good,Good,0
NSW2602,MEROTHERIE,105,Riverina - Orange,1,Good,Good,0
NSW2603,MERRIANGAAH,106,South-Eastern NSW,1,Good,Good,0
NSW2604,MERRICUMBENE,106,South-Eastern NSW,1,Good,Good,0
NSW2605,MERRIGAL,101,Dubbo,1,Good,Good,0
NSW2606,MERRILL,106,South-Eastern NSW,1,Good,Good,0
NSW2607,MERRIWA,102,North-Eastern NSW,1,Good,Good,0
NSW2608,MERRIWAGGA,105,Riverina - Orange,1,Good,Good,0
NSW2609,MERRYGOEN,101,Dubbo,1,Good,Good,0
NSW261,BELLA VISTA,107,Sydney - Wollongong,1,Good,Good,0
NSW2610,MERRYLANDS,107,Sydney - Wollongong,1,Good,Good,0
NSW2611,MERRYLANDS WEST,107,Sydney - Wollongong,1,Good,Good,0
NSW2612,MERUNGLE HILL,105,Riverina - Orange,1,Good,Good,0
NSW2613,MERYLA,106,South-Eastern NSW,1,Good,Good,0
NSW2614,METFORD,104,NSW Central and North Coast,1,Good,Good,0
NSW2615,METHUL,105,Riverina - Orange,1,Good,Good,0
NSW2616,MIAMLEY,105,Riverina - Orange,1,Good,Good,0
NSW2617,MIANDETTA,101,Dubbo,1,Good,Good,0
NSW2618,MICALO ISLAND,104,NSW Central and North Coast,1,Good,Good,0
NSW2619,MICHELAGO,106,South-Eastern NSW,1,Good,Good,0
NSW262,BELLAMBI,107,Sydney - Wollongong,1,Good,Good,0
NSW2620,MIDDLE ARM,106,South-Eastern NSW,1,Good,Good,0
NSW2621,MIDDLE BROOK,102,North-Eastern NSW,1,Good,Good,0
NSW2622,MIDDLE BROTHER,104,NSW Central and North Coast,1,Good,Good,0
NSW2623,MIDDLE COVE,107,Sydney - Wollongong,1,Good,Good,0
NSW2624,MIDDLE DURAL,107,Sydney - Wollongong,1,Good,Good,0
NSW2625,MIDDLE FALBROOK,104,NSW Central and North Coast,1,Good,Good,0
NSW2626,MIDDLE FLAT,106,South-Eastern NSW,1,Good,Good,0
NSW2627,MIDDLE HARBOUR,107,Sydney - Wollongong,1,Good,Good,0
NSW2628,MIDDLE POCKET,104,NSW Central and North Coast,1,Good,Good,0
NSW2629,MIDDLETON GRANGE,107,Sydney - Wollongong,1,Good,Good,0
NSW263,BELLANGRY,104,NSW Central and North Coast,1,Good,Good,0
NSW2630,MIDDLINGBANK,106,South-Eastern NSW,1,Good,Good,0
NSW2631,MIDGINBIL,104,NSW Central and North Coast,1,Good,Good,0
NSW2632,MIHI,102,North-Eastern NSW,1,Good,Good,0
NSW2633,MILA,106,South-Eastern NSW,1,Good,Good,0
NSW2634,MILBRODALE,104,NSW Central and North Coast,1,Good,Good,0
NSW2635,MILBRULONG,105,Riverina - Orange,1,Good,Good,0
NSW2636,MILKERS FLAT,105,Riverina - Orange,1,Good,Good,0
NSW2637,MILLAH MURRAH,105,Riverina - Orange,1,Good,Good,0
NSW2638,MILLBANK,104,NSW Central and North Coast,1,Good,Good,0
NSW2639,MILLER,107,Sydney - Wollongong,1,Good,Good,0
NSW264,BELLATA,102,North-Eastern NSW,1,Good,Good,0
NSW2640,MILLERS FOREST,104,NSW Central and North Coast,1,Good,Good,0
NSW2641,MILLERS POINT,107,Sydney - Wollongong,1,Good,Good,0
NSW2642,MILLFIELD,104,NSW Central and North Coast,1,Good,Good,0
NSW2643,MILLIE,102,North-Eastern NSW,1,Good,Good,0
NSW2644,MILLINGANDI,106,South-Eastern NSW,1,Good,Good,0
NSW2645,MILLTHORPE,105,Riverina - Orange,1,Good,Good,0
NSW2646,MILPARINKA,103,North-Western NSW,1,Good,Good,0
NSW2647,MILPERRA,107,Sydney - Wollongong,1,Good,Good,0
NSW2648,MILROY,102,North-Eastern NSW,1,Good,Good,0
NSW2649,MILROY,105,Riverina - Orange,1,Good,Good,0
NSW265,BELLAWONGARAH,106,South-Eastern NSW,1,Good,Good,0
NSW2650,MILSONS PASSAGE,107,Sydney - Wollongong,1,Good,Good,0
NSW2651,MILSONS POINT,107,Sydney - Wollongong,1,Good,Good,0
NSW2652,MILTON,106,South-Eastern NSW,1,Good,Good,0
NSW2653,MILVALE,105,Riverina - Orange,1,Good,Good,0
NSW2654,MIMOSA,105,Riverina - Orange,1,Good,Good,0
NSW2655,MINCHINBURY,107,Sydney - Wollongong,1,Good,Good,0
NSW2656,MINDARIBBA,104,NSW Central and North Coast,1,Good,Good,0
NSW2657,MINIMBAH,104,NSW Central and North Coast,1,Good,Good,0
NSW2658,MINJARY,105,Riverina - Orange,1,Good,Good,0
NSW2659,MINMI,104,NSW Central and North Coast,1,Good,Good,0
NSW266,BELLBIRD,104,NSW Central and North Coast,1,Good,Good,0
NSW2660,MINNAMURRA,107,Sydney - Wollongong,1,Good,Good,0
NSW2661,MINNIE WATER,104,NSW Central and North Coast,1,Good,Good,0
NSW2662,MINORE,101,Dubbo,1,Good,Good,0
NSW2663,MINTO,107,Sydney - Wollongong,1,Good,Good,0
NSW2664,MINTO HEIGHTS,107,Sydney - Wollongong,1,Good,Good,0
NSW2665,MIRADOR,106,South-Eastern NSW,1,Good,Good,0
NSW2666,MIRANDA,107,Sydney - Wollongong,1,Good,Good,0
NSW2667,MIRANNIE,104,NSW Central and North Coast,1,Good,Good,0
NSW2668,MIRRABOOKA,104,NSW Central and North Coast,1,Good,Good,0
NSW2669,MIRROOL,105,Riverina - Orange,1,Good,Good,0
NSW267,BELLBIRD HEIGHTS,104,NSW Central and North Coast,1,Good,Good,0
NSW2670,MISSABOTTI,104,NSW Central and North Coast,1,Good,Good,0
NSW2671,MITCHELL,105,Riverina - Orange,1,Good,Good,0
NSW2672,MITCHELLS FLAT,104,NSW Central and North Coast,1,Good,Good,0
NSW2673,MITCHELLS ISLAND,104,NSW Central and North Coast,1,Good,Good,0
NSW2674,MITTAGONG,106,South-Eastern NSW,1,Good,Good,0
NSW2675,MOAMA,105,Riverina - Orange,1,Good,Good,0
NSW2676,MODANVILLE,104,NSW Central and North Coast,1,Good,Good,0
NSW2677,MOGAREEKA,106,South-Eastern NSW,1,Good,Good,0
NSW2678,MOGENDOURA,106,South-Eastern NSW,1,Good,Good,0
NSW2679,MOGGS SWAMP,102,North-Eastern NSW,1,Good,Good,0
NSW268,BELLBROOK,104,NSW Central and North Coast,1,Good,Good,0
NSW2680,MOGILLA,106,South-Eastern NSW,1,Good,Good,0
NSW2681,MOGO,106,South-Eastern NSW,1,Good,Good,0
NSW2682,MOGO,105,Riverina - Orange,1,Good,Good,0
NSW2683,MOGO CREEK,107,Sydney - Wollongong,1,Good,Good,0
NSW2684,MOGOOD,106,South-Eastern NSW,1,Good,Good,0
NSW2685,MOGRANI,104,NSW Central and North Coast,1,Good,Good,0
NSW2686,MOGRIGUY,101,Dubbo,1,Good,Good,0
NSW2687,MOLE RIVER,102,North-Eastern NSW,1,Good,Good,0
NSW2688,MOLEVILLE CREEK,104,NSW Central and North Coast,1,Good,Good,0
NSW2689,MOLLYAN,101,Dubbo,1,Good,Good,0
NSW269,BELLEVUE HILL,107,Sydney - Wollongong,1,Good,Good,0
NSW2690,MOLLYMOOK,106,South-Eastern NSW,1,Good,Good,0
NSW2691,MOLLYMOOK BEACH,106,South-Eastern NSW,1,Good,Good,0
NSW2692,MOLONG,105,Riverina - Orange,1,Good,Good,0
NSW2693,MONA VALE,107,Sydney - Wollongong,1,Good,Good,0
NSW2694,MONAK,105,Riverina - Orange,1,Good,Good,0
NSW2695,MONALTRIE,104,NSW Central and North Coast,1,Good,Good,0
NSW2696,MONDAYONG,106,South-Eastern NSW,1,Good,Good,0
NSW2697,MONDROOK,104,NSW Central and North Coast,1,Good,Good,0
NSW2698,MONGA,106,South-Eastern NSW,1,Good,Good,0
NSW2699,MONGARLOWE,106,South-Eastern NSW,1,Good,Good,0
NSW27,ALBURY,105,Riverina - Orange,1,Good,Good,0
NSW270,BELLIMBOPINNI,104,NSW Central and North Coast,1,Good,Good,0
NSW2700,MONGOGARIE,104,NSW Central and North Coast,1,Good,Good,0
NSW2701,MONIA GAP,105,Riverina - Orange,1,Good,Good,0
NSW2702,MONIVAE,105,Riverina - Orange,1,Good,Good,0
NSW2703,MONKERAI,104,NSW Central and North Coast,1,Good,Good,0
NSW2704,MONTEAGLE,105,Riverina - Orange,1,Good,Good,0
NSW2705,MONTECOLLUM,104,NSW Central and North Coast,1,Good,Good,0
NSW2706,MONTEFIORES,101,Dubbo,1,Good,Good,0
NSW2707,MONTEREY,107,Sydney - Wollongong,1,Good,Good,0
NSW2708,MOOBALL,104,NSW Central and North Coast,1,Good,Good,0
NSW2709,MOOBI,102,North-Eastern NSW,1,Good,Good,0
NSW271,BELLINGEN,104,NSW Central and North Coast,1,Good,Good,0
NSW2710,MOOGEM,102,North-Eastern NSW,1,Good,Good,0
NSW2711,MOOKERAWA,101,Dubbo,1,Good,Good,0
NSW2712,MOOKIMA WYBRA,104,NSW Central and North Coast,1,Good,Good,0
NSW2713,MOOLARBEN,105,Riverina - Orange,1,Good,Good,0
NSW2714,MOOLLATTOO,106,South-Eastern NSW,1,Good,Good,0
NSW2715,MOOLPA,105,Riverina - Orange,1,Good,Good,0
