LOCALITY_PID,LOCALITY_NAME,ILOC_CODE_2021,ILOC_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
VIC380,BULGANA,20201801,Wimmera,1,Good,Good,0
VIC381,BULLA,20100301,Craigieburn - Sunbury,1,Good,Good,0
VIC382,BULLAHARRE,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC383,BULLAROOK,20200902,Moorabool,1,Good,Good,0
VIC384,BULLARTO,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC385,BULLARTO SOUTH,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC386,BULLEEN,20101102,Manningham,1,Good,Good,0
VIC387,BULLENGAROOK,20200901,Macedon Ranges,0.9999918,Good,Good,0
VIC387,BULLENGAROOK,20200902,Moorabool,8.20E-06,Good,Good,1
VIC388,BULLIOH,20201901,Alpine - Towong - Indigo,1,Good,Good,0
VIC389,BULLUMWAAL,20200702,East Gippsland,1,Good,Good,0
VIC39,AMOR,20200201,Baw Baw,1,Good,Good,0
VIC390,BULN BULN,20200201,Baw Baw,1,Good,Good,0
VIC391,BULN BULN EAST,20200201,Baw Baw,1,Good,Good,0
VIC392,BUMBERRAH,20200702,East Gippsland,1,Good,Good,0
VIC393,BUNBARTHA,20200405,Shepparton,1,Good,Good,0
VIC394,BUNDALAGUAH,20200704,Wellington (Vic.),1,Good,Good,0
VIC395,BUNDALONG,20200404,Moira,1,Good,Good,0
VIC396,BUNDALONG SOUTH,20200404,Moira,1,Good,Good,0
VIC397,BUNDARA,20200702,East Gippsland,1,Good,Good,0
VIC398,BUNDING,20200902,Moorabool,1,Good,Good,0
VIC399,BUNDOORA,20101104,Watsonia,0.3549619,Acceptable,Good,0
VIC399,BUNDOORA,20101702,Preston,0.164599,Good,Good,0
VIC399,BUNDOORA,20101703,Whittlesea,0.4804391,Good,Good,0
VIC4,ABERFELDY,20200201,Baw Baw,1,Good,Good,0
VIC40,AMPHITHEATRE,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
VIC400,BUNG BONG,20200501,Castlemaine - Kerang,0.7758829,Good,Good,0
VIC400,BUNG BONG,20201203,Moyne - Ararat - Pyrenees,0.2241171,Good,Good,0
VIC401,BUNGADOR,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC402,BUNGAL,20200902,Moorabool,1,Good,Good,0
VIC403,BUNGALALLY,20201801,Wimmera,1,Good,Good,0
VIC404,BUNGAREE,20200902,Moorabool,1,Good,Good,0
VIC405,BUNGEET,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
VIC406,BUNGEET WEST,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
VIC407,BUNGIL,20201901,Alpine - Towong - Indigo,1,Good,Good,0
VIC408,BUNGULUKE,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC409,BUNINYONG,20200101,Ballarat,1,Good,Good,0
VIC41,ANAKIE,20200601,Geelong - Queenscliff,0.9136926,Good,Good,0
VIC41,ANAKIE,20201201,Corangamite - Golden Plains,0.0863074,Good,Good,0
VIC410,BUNKERS HILL,20200101,Ballarat,1,Good,Good,0
VIC411,BUNYIP,20100201,Cardinia,1,Good,Good,0
VIC412,BUNYIP NORTH,20100201,Cardinia,1,Good,Good,0
VIC413,BURAGWONDUC,20200704,Wellington (Vic.),1,Good,Good,0
VIC414,BURKES BRIDGE,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC415,BURKES FLAT,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC416,BURNBANK,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
VIC417,BURNEWANG,20200401,Campaspe - West,1,Good,Good,0
VIC418,BURNLEY,20101203,Yarra,1,Good,Good,0
VIC419,BURNSIDE,20101301,Melton,1,Good,Good,0
VIC42,ANCONA,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
VIC420,BURNSIDE HEIGHTS,20101301,Melton,1,Good,Good,0
VIC421,BURRAMBOOT,20200401,Campaspe - West,1,Good,Good,0
VIC422,BURRAMINE,20200404,Moira,1,Good,Good,0
VIC423,BURRAMINE SOUTH,20200404,Moira,1,Good,Good,0
VIC424,BURROWYE,20201901,Alpine - Towong - Indigo,1,Good,Good,0
VIC425,BURRUMBEET,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
VIC426,BURWOOD,20101401,Mount Waverley,0.1793175,Acceptable,Good,0
VIC426,BURWOOD,20101801,Box Hill,0.8206825,Good,Good,0
VIC427,BURWOOD EAST,20101803,Nunawading - West,1,Acceptable,Good,0
VIC428,BUSHFIELD,20201701,Warrnambool,1,Good,Good,0
VIC429,BUSHY PARK,20200704,Wellington (Vic.),1,Good,Good,0
VIC43,ANDERSON,20201101,Bass Coast,1,Good,Good,0
VIC430,BUTCHERS RIDGE,20200702,East Gippsland,1,Good,Good,0
VIC431,BUXTON,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
VIC432,BYADUK,20201303,Southern Grampians,1,Good,Good,0
VIC433,BYADUK NORTH,20201303,Southern Grampians,1,Good,Good,0
VIC434,BYAWATHA,20201902,Wangaratta,1,Good,Good,0
VIC435,BYLANDS,20200901,Macedon Ranges,0.0339744,Good,Good,0
VIC435,BYLANDS,20201601,Wallan - Seymour,0.9660256,Good,Good,0
VIC436,BYRNESIDE,20200405,Shepparton,1,Good,Good,0
VIC437,CABARITA,20201001,Mildura,1,Good,Good,0
VIC438,CABBAGE TREE,20200101,Ballarat,1,Good,Good,0
VIC439,CABBAGE TREE CREEK,20200702,East Gippsland,1,Good,Good,0
VIC44,ANGLERS REST,20200702,East Gippsland,1,Good,Good,0
VIC440,CADELLO,20200901,Macedon Ranges,1,Good,Good,0
VIC441,CAIRNLEA,20100102,Sunshine,1,Good,Good,0
VIC442,CALDER PARK,20100101,Keilor,0.8571429,Acceptable,Good,0
VIC442,CALDER PARK,20101301,Melton,0.1428571,Good,Good,0
VIC443,CALDERMEADE,20100201,Cardinia,1,Good,Good,0
VIC444,CALIFORNIA GULLY,20200304,Eaglehawk,1,Good,Good,0
VIC445,CALIVIL,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC446,CALLAWADDA,20201801,Wimmera,1,Good,Good,0
VIC447,CALLIGNEE,20200803,Traralgon - Churchill,1,Good,Good,0
VIC448,CALLIGNEE NORTH,20200704,Wellington (Vic.),1,Good,Good,0
VIC449,CALLIGNEE SOUTH,20200704,Wellington (Vic.),1,Good,Good,0
VIC45,ANGLESEA,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC450,CALROSSIE,20200704,Wellington (Vic.),1,Good,Good,0
VIC451,CALULU,20200702,East Gippsland,1,Good,Good,0
VIC452,CAMBARVILLE,20102001,Yarra Ranges,0.8421053,Good,Good,0
VIC452,CAMBARVILLE,20201502,Strathbogie - Mansfield - Murimbindi,0.1578947,Good,Good,0
VIC453,CAMBERWELL,20101002,Boroondara,1,Good,Good,0
VIC454,CAMBRIAN HILL,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC455,CAMPBELLFIELD,20101501,Broadmeadows,1,Good,Good,0
VIC456,CAMPBELLS BRIDGE,20201801,Wimmera,1,Good,Good,0
VIC457,CAMPBELLS CREEK,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC458,CAMPBELLS FOREST,20200303,Bendigo - Surrounds,1,Good,Good,0
VIC459,CAMPBELLTOWN,20200101,Ballarat,0.4427285,Good,Good,0
VIC459,CAMPBELLTOWN,20200501,Castlemaine - Kerang,0.5572715,Good,Good,0
VIC46,ANNUELLO,20201402,Swan Hill  - Robinvale,1,Good,Good,0
VIC460,CAMPERDOWN,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC461,CANADIAN,20200101,Ballarat,1,Good,Good,0
VIC462,CANARY ISLAND,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC463,CANIAMBO,20200405,Shepparton,1,Good,Good,0
VIC464,CANN RIVER,20200702,East Gippsland,1,Good,Good,0
VIC465,CANNIE,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC466,CANNONS CREEK,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
VIC467,CANNUM,20201801,Wimmera,1,Good,Good,0
VIC468,CANTERBURY,20101002,Boroondara,1,Good,Good,0
VIC469,CAPE BRIDGEWATER,20201301,Glenelg North - Heywood,1,Good,Good,0
VIC47,ANTWERP,20201801,Wimmera,1,Good,Good,0
VIC470,CAPE CLEAR,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC471,CAPE CONRAN,20200702,East Gippsland,1,Good,Good,0
VIC472,CAPE OTWAY,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC473,CAPE PATERSON,20201101,Bass Coast,1,Good,Good,0
VIC474,CAPE SCHANCK,20101602,Mornington - South,1,Good,Good,0
VIC475,CAPE WOOLAMAI,20201101,Bass Coast,1,Good,Good,0
VIC476,CAPELS CROSSING,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC477,CARAG CARAG,20200401,Campaspe - West,1,Good,Good,0
VIC478,CARALULUP,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC479,CARAMUT,20201203,Moyne - Ararat - Pyrenees,0.9843563,Good,Good,0
VIC479,CARAMUT,20201303,Southern Grampians,0.0156437,Good,Good,0
VIC48,APOLLO BAY,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC480,CARAPOOEE,20201801,Wimmera,1,Good,Good,0
VIC481,CARAPOOEE WEST,20201801,Wimmera,1,Good,Good,0
VIC482,CARAPOOK,20201303,Southern Grampians,1,Good,Good,0
VIC483,CARBOOR,20201902,Wangaratta,1,Good,Good,0
VIC484,CARDIGAN,20200101,Ballarat,1,Good,Good,0
VIC485,CARDIGAN VILLAGE,20200101,Ballarat,1,Good,Good,0
VIC486,CARDINIA,20100201,Cardinia,1,Good,Good,0
VIC487,CARDROSS,20201001,Mildura,1,Good,Good,0
VIC488,CARGERIE,20200902,Moorabool,1,Good,Good,0
VIC489,CARINA,20201001,Mildura,1,Good,Good,0
VIC49,APPIN,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC490,CARINGAL,20200201,Baw Baw,1,Good,Good,0
VIC491,CARISBROOK,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC492,CARLISLE RIVER,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC493,CARLSRUHE,20200901,Macedon Ranges,1,Good,Good,0
VIC494,CARLTON,20101201,Melbourne - Central,1,Good,Good,0
VIC495,CARLTON NORTH,20101201,Melbourne - Central,4.00E-06,Good,Good,1
VIC495,CARLTON NORTH,20101203,Yarra,0.999996,Good,Good,0
VIC496,CARLYLE,20201901,Alpine - Towong - Indigo,1,Good,Good,0
VIC497,CARNEGIE,20101003,Glen Eira,1,Good,Good,0
VIC498,CARNGHAM,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
VIC499,CAROLINE SPRINGS,20101301,Melton,1,Good,Good,0
VIC5,ACHERON,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
VIC50,APPIN SOUTH,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC500,CARPENDEIT,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC501,CARRAJUNG,20200704,Wellington (Vic.),1,Good,Good,0
VIC502,CARRAJUNG LOWER,20200704,Wellington (Vic.),1,Good,Good,0
VIC503,CARRAJUNG SOUTH,20200704,Wellington (Vic.),1,Good,Good,0
VIC504,CARRANBALLAC,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
VIC505,CARRON,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC506,CARRUM,20100501,Chelsea,1,Good,Good,0
VIC507,CARRUM DOWNS,20100502,Frankston - East,0.9193222,Good,Good,0
VIC507,CARRUM DOWNS,20100503,Frankston - West,0.0806778,Good,Good,0
VIC508,CARWARP,20201001,Mildura,1,Good,Good,0
VIC509,CASHMORE,20201301,Glenelg North - Heywood,0.6040704,Good,Good,0
VIC509,CASHMORE,20201302,Portland,0.3959296,Good,Good,0
VIC51,APSLEY,20201801,Wimmera,1,Good,Good,0
VIC510,CASSILIS,20200702,East Gippsland,1,Good,Good,0
VIC511,CASTELLA,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
VIC512,CASTERTON,20201301,Glenelg North - Heywood,1,Good,Good,0
VIC513,CASTLE CREEK,20201901,Alpine - Towong - Indigo,0.0362814,Good,Good,0
VIC513,CASTLE CREEK,20201903,Wodonga,0.9637186,Good,Good,0
VIC514,CASTLE DONNINGTON,20201403,Swan Hill  - Surrounds,1,Acceptable,Good,0
VIC515,CASTLEMAINE,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC516,CATANI,20100201,Cardinia,1,Good,Good,0
VIC517,CATHCART,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
VIC518,CATHKIN,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
VIC519,CATUMNAL,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC52,ARAPILES,20201801,Wimmera,1,Good,Good,0
VIC520,CAULFIELD,20101003,Glen Eira,1,Good,Good,0
VIC521,CAULFIELD EAST,20101003,Glen Eira,1,Good,Good,0
VIC522,CAULFIELD NORTH,20101003,Glen Eira,1,Good,Good,0
VIC523,CAULFIELD SOUTH,20101003,Glen Eira,1,Good,Good,0
VIC524,CAVEAT,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
VIC525,CAVENDISH,20201303,Southern Grampians,1,Good,Good,0
VIC526,CERES,20200601,Geelong - Queenscliff,1,Good,Good,0
VIC527,CHADSTONE,20101401,Mount Waverley,0.5167261,Acceptable,Good,0
VIC527,CHADSTONE,20101402,Oakleigh,0.4832739,Acceptable,Good,0
VIC528,CHANDLERS CREEK,20200702,East Gippsland,1,Good,Good,0
VIC529,CHAPEL FLAT,20200101,Ballarat,1,Good,Good,0
VIC53,ARARAT,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
VIC530,CHAPPLE VALE,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC531,CHARAM,20201801,Wimmera,1,Good,Good,0
VIC532,CHARLEROI,20201901,Alpine - Towong - Indigo,1,Good,Good,0
VIC533,CHARLTON,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC534,CHATSWORTH,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
VIC535,CHELSEA,20100501,Chelsea,1,Good,Good,0
VIC536,CHELSEA HEIGHTS,20100501,Chelsea,1,Good,Good,0
VIC537,CHELTENHAM,20100501,Chelsea,0.8280314,Good,Good,0
VIC537,CHELTENHAM,20101001,Bayside,0.1719686,Good,Good,0
VIC538,CHEPSTOWE,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
VIC539,CHEROKEE,20200901,Macedon Ranges,1,Good,Good,0
VIC54,ARAWATA,20201102,South Gippsland,1,Good,Good,0
VIC540,CHERRYPOOL,20201303,Southern Grampians,0.9988975,Good,Good,0
VIC540,CHERRYPOOL,20201801,Wimmera,0.0011025,Good,Good,1
VIC541,CHESHUNT,20201902,Wangaratta,1,Good,Good,0
VIC542,CHESHUNT SOUTH,20201902,Wangaratta,1,Good,Good,0
VIC543,CHESNEY VALE,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
VIC544,CHETWYND,20201301,Glenelg North - Heywood,0.0001213,Good,Good,1
VIC544,CHETWYND,20201801,Wimmera,0.9998787,Good,Good,0
VIC545,CHEWTON,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC546,CHEWTON BUSHLANDS,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC547,CHILDERS,20200201,Baw Baw,0.0938869,Good,Good,0
VIC547,CHILDERS,20201102,South Gippsland,0.9061131,Good,Good,0
VIC548,CHILLINGOLLAH,20201403,Swan Hill  - Surrounds,1,Acceptable,Good,0
VIC549,CHILTERN,20201901,Alpine - Towong - Indigo,1,Good,Good,0
VIC55,ARBUCKLE,20200704,Wellington (Vic.),1,Good,Good,0
VIC550,CHILTERN VALLEY,20201901,Alpine - Towong - Indigo,1,Good,Good,0
VIC551,CHINANGIN,20201403,Swan Hill  - Surrounds,1,Acceptable,Good,0
VIC552,CHINKAPOOK,20201403,Swan Hill  - Surrounds,1,Acceptable,Good,0
VIC553,CHINTIN,20200901,Macedon Ranges,1,Good,Good,0
VIC554,CHIRNSIDE PARK,20101102,Manningham,0.0002588,Good,Good,1
VIC554,CHIRNSIDE PARK,20102001,Yarra Ranges,0.9997412,Good,Good,0
VIC555,CHIRRIP,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC556,CHOCOLYN,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC557,CHRISTMAS HILLS,20101103,Nillumbik,0.9961201,Good,Good,0
VIC557,CHRISTMAS HILLS,20102001,Yarra Ranges,0.0038799,Good,Good,1
VIC558,CHUM CREEK,20102001,Yarra Ranges,1,Good,Good,0
VIC559,CHURCHILL,20200803,Traralgon - Churchill,1,Good,Good,0
VIC56,ARCADIA,20200405,Shepparton,1,Good,Good,0
VIC560,CHURCHILL ISLAND,20201101,Bass Coast,1,Good,Good,0
VIC561,CHUTE,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
VIC562,CLARENDON,20200902,Moorabool,1,Good,Good,0
VIC563,CLARETOWN,20200902,Moorabool,1,Good,Good,0
VIC564,CLARINDA,20100501,Chelsea,1,Good,Good,0
VIC565,CLARKEFIELD,20100301,Craigieburn - Sunbury,0.0174979,Good,Good,0
VIC565,CLARKEFIELD,20200901,Macedon Ranges,0.9825021,Good,Good,0
VIC566,CLARKES HILL,20200902,Moorabool,1,Good,Good,0
VIC567,CLAYTON,20101401,Mount Waverley,0.0408764,Acceptable,Good,0
VIC567,CLAYTON,20101402,Oakleigh,0.9591236,Acceptable,Good,0
VIC568,CLAYTON SOUTH,20100501,Chelsea,1,Good,Good,0
VIC569,CLEAR LAKE,20201801,Wimmera,1,Good,Good,0
VIC57,ARCADIA SOUTH,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
VIC570,CLEMATIS,20100201,Cardinia,1,Good,Good,0
VIC571,CLIFTON CREEK,20200702,East Gippsland,1,Good,Good,0
VIC572,CLIFTON HILL,20101203,Yarra,1,Good,Good,0
VIC573,CLIFTON SPRINGS,20200601,Geelong - Queenscliff,1,Good,Good,0
VIC574,CLONBINANE,20201601,Wallan - Seymour,1,Good,Good,0
VIC575,CLOVER FLAT,20201301,Glenelg North - Heywood,0.0006658,Good,Good,1
VIC575,CLOVER FLAT,20201303,Southern Grampians,0.9993342,Good,Good,0
VIC576,CLOVERLEA,20200201,Baw Baw,1,Good,Good,0
VIC577,CLUB TERRACE,20200702,East Gippsland,1,Good,Good,0
VIC578,CLUNES,20200101,Ballarat,1,Good,Good,0
VIC579,CLYDE,20100402,Hallam - Berwick - Pearcedale,1,Good,Good,0
VIC58,ARCHDALE,20200501,Castlemaine - Kerang,0.7141328,Good,Good,0
VIC58,ARCHDALE,20201801,Wimmera,0.2858672,Good,Good,0
VIC580,CLYDE NORTH,20100401,Cranbourne,0.002035,Good,Good,1
VIC580,CLYDE NORTH,20100402,Hallam - Berwick - Pearcedale,0.997965,Good,Good,0
VIC581,CLYDEBANK,20200704,Wellington (Vic.),1,Good,Good,0
VIC582,CLYDESDALE,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC583,COALVILLE,20200201,Baw Baw,1,Good,Good,0
VIC584,COBAINS,20200704,Wellington (Vic.),1,Good,Good,0
VIC585,COBAW,20200901,Macedon Ranges,1,Good,Good,0
VIC586,COBBANNAH,20200702,East Gippsland,1,Good,Good,0
VIC587,COBBERAS,10502001,Upper Murray,0.1219512,Good,Good,0
VIC587,COBBERAS,20200702,East Gippsland,0.8780488,Good,Good,0
VIC588,COBDEN,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC589,COBRAM,20200404,Moira,1,Good,Good,0
VIC59,ARCHDALE JUNCTION,20200501,Castlemaine - Kerang,0.9991681,Good,Good,0
VIC59,ARCHDALE JUNCTION,20201801,Wimmera,0.0008319,Good,Good,1
VIC590,COBRAM EAST,20200404,Moira,1,Good,Good,0
VIC591,COBRICO,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC592,COBUNGRA,20200702,East Gippsland,0.9998185,Good,Good,0
VIC592,COBUNGRA,20201901,Alpine - Towong - Indigo,0.0001815,Good,Good,1
VIC593,COBURG,20101503,Coburg,0.9965018,Good,Good,0
VIC593,COBURG,20101702,Preston,0.0034982,Good,Good,1
VIC594,COBURG NORTH,20101503,Coburg,0.9684028,Good,Good,0
VIC594,COBURG NORTH,20101702,Preston,0.0315972,Good,Good,0
VIC595,COCAMBA,20201403,Swan Hill  - Surrounds,1,Acceptable,Good,0
VIC596,COCHRANES CREEK,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC597,COCKATOO,20100201,Cardinia,1,Good,Good,0
VIC598,COCOROC,20101903,Werribee - Whyndam Vale,1,Good,Good,0
VIC599,CODRINGTON,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
VIC6,ADA,20200201,Baw Baw,1,Good,Good,0
VIC60,ARCHERTON,20201502,Strathbogie - Mansfield - Murimbindi,0.4826873,Good,Good,0
VIC60,ARCHERTON,20201902,Wangaratta,0.5173127,Good,Good,0
VIC600,COGHILLS CREEK,20200101,Ballarat,1,Good,Good,0
VIC601,COHUNA,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC602,COIMADAI,20200902,Moorabool,1,Good,Good,0
VIC603,COKUM,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC604,COLAC,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC605,COLAC COLAC,20201901,Alpine - Towong - Indigo,1,Good,Good,0
VIC606,COLAC EAST,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC607,COLAC WEST,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC608,COLBINABBIN,20200401,Campaspe - West,1,Good,Good,0
VIC609,COLBROOK,20200902,Moorabool,1,Good,Good,0
VIC61,ARCHIES CREEK,20201101,Bass Coast,1,Good,Good,0
VIC610,COLDSTREAM,20102001,Yarra Ranges,1,Good,Good,0
VIC611,COLERAINE,20201303,Southern Grampians,1,Good,Good,0
VIC612,COLIGNAN,20201001,Mildura,1,Good,Good,0
VIC613,COLLINGWOOD,20101203,Yarra,1,Good,Good,0
VIC614,COMBIENBAR,20200702,East Gippsland,1,Good,Good,0
VIC615,CONCONGELLA,20201801,Wimmera,1,Good,Good,0
VIC616,CONDAH,20201301,Glenelg North - Heywood,1,Good,Good,0
VIC617,CONDAH SWAMP,20201301,Glenelg North - Heywood,1,Good,Good,0
VIC618,CONGUPNA,20200405,Shepparton,1,Good,Good,0
VIC619,CONNEWARRE,20200601,Geelong - Queenscliff,0.7672832,Good,Good,0
VIC619,CONNEWARRE,20201201,Corangamite - Golden Plains,0.2327168,Good,Good,0
VIC62,ARDEER,20100102,Sunshine,1,Good,Good,0
VIC620,CONNEWIRRICOO,20201801,Wimmera,1,Good,Good,0
VIC621,COOJAR,20201303,Southern Grampians,1,Good,Good,0
VIC622,COOLAROO,20101501,Broadmeadows,1,Good,Good,0
VIC623,COOMA,20200405,Shepparton,1,Good,Good,0
VIC624,COOMBOONA,20200405,Shepparton,1,Good,Good,0
VIC625,COOMOORA,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC626,COONGULLA,20200704,Wellington (Vic.),1,Good,Good,0
VIC627,COONOOER BRIDGE,20200501,Castlemaine - Kerang,0.5881834,Good,Good,0
VIC627,COONOOER BRIDGE,20201801,Wimmera,0.4118166,Good,Good,0
VIC628,COONOOER WEST,20201801,Wimmera,1,Good,Good,0
VIC629,COOPERS CREEK,20200201,Baw Baw,1,Good,Good,0
VIC63,ARDMONA,20200405,Shepparton,1,Good,Good,0
VIC630,COORIEMUNGLE,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC631,COPE COPE,20200501,Castlemaine - Kerang,0.6998752,Good,Good,0
VIC631,COPE COPE,20201801,Wimmera,0.3001248,Good,Good,0
VIC632,CORA LYNN,20100201,Cardinia,1,Good,Good,0
VIC633,CORACK,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC634,CORACK EAST,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC635,CORAGULAC,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC636,CORAL BANK,20201901,Alpine - Towong - Indigo,1,Good,Good,0
VIC637,CORINDHAP,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC638,CORINELLA,20201101,Bass Coast,1,Good,Good,0
VIC639,CORIO,20200601,Geelong - Queenscliff,1,Good,Good,0
VIC64,AREEGRA,20201801,Wimmera,1,Good,Good,0
VIC640,CORNDALE,20201301,Glenelg North - Heywood,1,Good,Good,0
VIC641,CORNELLA,20200401,Campaspe - West,1,Good,Good,0
VIC642,CORNISHTOWN,20201901,Alpine - Towong - Indigo,1,Good,Good,0
VIC643,CORONET BAY,20201101,Bass Coast,1,Good,Good,0
VIC644,COROP,20200401,Campaspe - West,1,Good,Good,0
VIC645,COROROOKE,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC646,CORRINGLE,20200702,East Gippsland,1,Good,Good,0
VIC647,CORRYONG,20201901,Alpine - Towong - Indigo,1,Good,Good,0
VIC648,CORUNNUN,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC649,COSGROVE,20200405,Shepparton,1,Good,Good,0
VIC65,ARGYLE,20200303,Bendigo - Surrounds,1,Good,Good,0
VIC650,COSGROVE SOUTH,20200405,Shepparton,1,Good,Good,0
VIC651,COSTERFIELD,20200303,Bendigo - Surrounds,1,Good,Good,0
VIC652,COTSWOLD,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC653,COTTLES BRIDGE,20101103,Nillumbik,1,Good,Good,0
VIC654,COWA,20200702,East Gippsland,1,Good,Good,0
VIC655,COWANGIE,20201001,Mildura,1,Good,Good,0
VIC656,COWES,20201101,Bass Coast,1,Good,Good,0
VIC657,COWLEYS CREEK,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC658,COWWARR,20200704,Wellington (Vic.),0.8095566,Good,Good,0
VIC658,COWWARR,20200801,Moe - Yallourn,0.1904434,Good,Good,0
VIC659,CRAIGIE,20200501,Castlemaine - Kerang,1,Good,Good,0
VIC66,ARMADALE,20101003,Glen Eira,1,Good,Good,0
VIC660,CRAIGIEBURN,20100301,Craigieburn - Sunbury,1,Good,Good,0
VIC661,CRANBOURNE,20100401,Cranbourne,1,Good,Good,0
VIC662,CRANBOURNE EAST,20100401,Cranbourne,0.4054616,Good,Good,0
VIC662,CRANBOURNE EAST,20100402,Hallam - Berwick - Pearcedale,0.5945384,Good,Good,0
VIC663,CRANBOURNE NORTH,20100401,Cranbourne,1,Good,Good,0
VIC664,CRANBOURNE SOUTH,20100401,Cranbourne,0.4786257,Good,Good,0
VIC664,CRANBOURNE SOUTH,20100402,Hallam - Berwick - Pearcedale,0.5213743,Good,Good,0
VIC665,CRANBOURNE WEST,20100401,Cranbourne,1,Good,Good,0
VIC666,CREEK JUNCTION,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
VIC667,CREIGHTONS CREEK,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
VIC668,CREMORNE,20101203,Yarra,1,Good,Good,0
VIC669,CRESSY,20201201,Corangamite - Golden Plains,1,Good,Good,0
VIC67,ARMSTRONG,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
VIC670,CRESWICK,20200101,Ballarat,1,Good,Good,0
VIC671,CRESWICK NORTH,20200101,Ballarat,1,Good,Good,0
VIC672,CRIB POINT,20101601,Mornington - East,1,Good,Good,0
