LOCALITY_PID,LOCALITY_NAME,ILOC_CODE_2021,ILOC_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW2761,MOSS VALE,10600503,Wingecaribee,1,Good,Good,0
NSW2762,MOSSGIEL,10300505,Broken Hill - Surrounds,0.4826162,Poor,Good,0
NSW2762,MOSSGIEL,10500202,Balranald - Wentworth - Surrounds,0.1383821,Good,Good,0
NSW2762,MOSSGIEL,10500601,Central Murray,0.3790017,Good,Good,0
NSW2763,MOSSY POINT,10600203,Eurobodalla,1,Acceptable,Good,0
NSW2764,MOTO,10401903,Taree - Surrounds,1,Good,Good,0
NSW2765,MOULAMEIN,10500601,Central Murray,1,Good,Good,0
NSW2766,MOUNT ADRAH,10501301,Gundagai - Junee - Harden,0.9124674,Good,Good,0
NSW2766,MOUNT ADRAH,10501901,Tumut,0.0875326,Good,Good,0
NSW2767,MOUNT ANNAN,10700601,Camden,1,Good,Good,0
NSW2768,MOUNT AQUILA,10100802,Wellington - Surrounds,1,Good,Good,0
NSW2769,MOUNT ARTHUR,10100801,Wellington,8.93E-05,Good,Good,1
NSW2769,MOUNT ARTHUR,10100802,Wellington - Surrounds,0.9999107,Good,Good,0
NSW277,BELMORE,10700804,Canterbury,1,Acceptable,Good,0
NSW2770,MOUNT AUSTIN,10502101,Wagga Wagga - East,0.5252986,Acceptable,Good,0
NSW2770,MOUNT AUSTIN,10502105,Wagga Wagga - West,0.4747014,Acceptable,Good,0
NSW2771,MOUNT BURRELL,10402001,Murwillumbah,1,Good,Good,0
NSW2772,MOUNT COLAH,10701201,Hornsby - Ku-ring-gai,0.9997474,Good,Good,0
NSW2772,MOUNT COLAH,10702001,Manly - Warringah,0.0002526,Good,Good,1
NSW2773,MOUNT COLLINS,10500901,Cowra,0.1381605,Good,Good,0
NSW2773,MOUNT COLLINS,10600502,Southern Tablelands,0.8618395,Good,Good,0
NSW2774,MOUNT COOPER,10600402,Snowy - Monaro,1,Good,Good,0
NSW2775,MOUNT DARRAGH,10600102,Bega - Surrounds,1,Good,Good,0
NSW2776,MOUNT DAVID,10501502,Oberon,1,Good,Good,0
NSW2777,MOUNT DEE,10401301,Maitland,1,Good,Good,0
NSW2778,MOUNT DRUITT,10700315,Mount Druitt - Whalan,0.9638517,Acceptable,Good,0
NSW2778,MOUNT DRUITT,10700318,Rooty Hill,0.0361483,Acceptable,Good,0
NSW2779,MOUNT ELLIOT,10400701,Gosford - East,0.0289545,Good,Good,0
NSW2779,MOUNT ELLIOT,10400702,Gosford - West,0.9710455,Good,Good,0
NSW278,BELMORE RIVER,10400902,Kempsey - Surrounds,1,Good,Good,0
NSW2780,MOUNT FAIRY,10600402,Snowy - Monaro,1,Good,Good,0
NSW2781,MOUNT FOSTER,10100601,Warren,1,Good,Good,0
NSW2782,MOUNT FROME,10501601,Mudgee,1,Good,Good,0
NSW2783,MOUNT GEORGE,10401903,Taree - Surrounds,1,Good,Good,0
NSW2784,MOUNT HARRIS,10100601,Warren,1,Good,Good,0
NSW2785,MOUNT HOPE,10300301,Cobar,1,Good,Good,0
NSW2786,MOUNT HOREB,10501901,Tumut,1,Good,Good,0
NSW2787,MOUNT HUNTER,10702901,Wollondilly,1,Good,Good,0
NSW2788,MOUNT HUTTON,10402201,Lake Macquarie - East,0.8483253,Good,Good,0
NSW2788,MOUNT HUTTON,10402202,Lake Macquarie - North,0.1516747,Good,Good,0
NSW2789,MOUNT IRVINE,10701001,Hawkesbury,1,Good,Good,0
NSW279,BELOKA,10600402,Snowy - Monaro,1,Good,Good,0
NSW2790,MOUNT KEIRA,10600503,Wingecaribee,0.0024176,Good,Good,1
NSW2790,MOUNT KEIRA,10703001,Wollongong,0.9975824,Good,Good,0
NSW2791,MOUNT KEMBLA,10703001,Wollongong,1,Good,Good,0
NSW2792,MOUNT KINGIMAN,10600303,Shoalhaven,1,Good,Good,0
NSW2793,MOUNT KNOWLES,10501601,Mudgee,1,Good,Good,0
NSW2794,MOUNT KURING-GAI,10701201,Hornsby - Ku-ring-gai,1,Good,Good,0
NSW2795,MOUNT LAMBIE,10501501,Lithgow,1,Good,Good,0
NSW2796,MOUNT LEWIS,10700801,Bankstown - North-East,1,Acceptable,Good,0
NSW2797,MOUNT LINDSEY,10600503,Wingecaribee,1,Good,Good,0
NSW2799,MOUNT MARSDEN,10501501,Lithgow,0.9439435,Good,Good,0
NSW2799,MOUNT MARSDEN,10501601,Mudgee,0.0560565,Good,Good,0
NSW28,ALDAVILLA,10400902,Kempsey - Surrounds,1,Good,Good,0
NSW280,BELOWRA,10600102,Bega - Surrounds,1,Good,Good,0
NSW2800,MOUNT MARSH,10400401,Baryulgil - Malabugilmah,0.25,Good,Good,0
NSW2800,MOUNT MARSH,10401703,Richmond Valley exc. Casino,0.75,Good,Good,0
NSW2801,MOUNT MITCHELL,10200201,Glen Innes,1,Good,Good,0
NSW2802,MOUNT MURRAY,10600503,Wingecaribee,1,Good,Good,0
NSW2803,MOUNT OLIVE,10401801,Singleton,1,Good,Good,0
NSW2804,MOUNT OLIVE,10501502,Oberon,1,Good,Good,0
NSW2805,MOUNT OUSLEY,10703001,Wollongong,1,Good,Good,0
NSW2806,MOUNT PANORAMA,10500301,Bathurst,1,Good,Good,0
NSW2807,MOUNT PLEASANT,10703001,Wollongong,1,Good,Good,0
NSW2808,MOUNT PRITCHARD,10700901,Fairfield - East,0.9426043,Good,Good,0
NSW2808,MOUNT PRITCHARD,10700902,Fairfield - West,0.0050248,Good,Good,1
NSW2808,MOUNT PRITCHARD,10701701,Liverpool - East,0.0523709,Good,Good,0
NSW2809,MOUNT RANKIN,10500301,Bathurst,1,Good,Good,0
NSW281,BELROSE,10702001,Manly - Warringah,1,Good,Good,0
NSW2810,MOUNT RIVERS,10400601,Dungog,1,Good,Good,0
NSW2811,MOUNT RIVERVIEW,10700402,Blue Mountains -  Surrounds,1,Acceptable,Good,0
NSW2812,MOUNT ROYAL,10401801,Singleton,1,Good,Good,0
NSW2813,MOUNT RUSSELL,10200502,Inverell,1,Good,Good,0
NSW2814,MOUNT SAINT THOMAS,10703001,Wollongong,1,Good,Good,0
NSW2815,MOUNT SEAVIEW,10401501,Hastings,1,Good,Good,0
NSW2816,MOUNT TENANDRA,10300402,Coonamble - Surrounds,1,Poor,Good,0
NSW2817,MOUNT THORLEY,10401801,Singleton,1,Good,Good,0
NSW2818,MOUNT TOMAH,10701001,Hawkesbury,1,Good,Good,0
NSW2819,MOUNT VERNON,10700902,Fairfield - West,1,Good,Good,0
NSW282,BEMBOKA,10600102,Bega - Surrounds,1,Good,Good,0
NSW2820,MOUNT VICTORIA,10700402,Blue Mountains -  Surrounds,1,Acceptable,Good,0
NSW2821,MOUNT VIEW,10400301,Cessnock - Bellbird - Aberdare,0.0473741,Acceptable,Good,0
NSW2821,MOUNT VIEW,10400302,Cessnock - Surrounds,0.9526259,Acceptable,Good,0
NSW2823,MOUNT VINCENT,10400302,Cessnock - Surrounds,1,Acceptable,Good,0
NSW2824,MOUNT WARNING,10402001,Murwillumbah,1,Good,Good,0
NSW2825,MOUNT WARRIGAL,10701502,Shellharbour,1,Good,Good,0
NSW2826,MOUNT WERONG,10501502,Oberon,0.9966887,Good,Good,0
NSW2826,MOUNT WERONG,10600502,Southern Tablelands,0.0033113,Good,Good,1
NSW2827,MOUNT WHITE,10400702,Gosford - West,1,Good,Good,0
NSW2828,MOUNT WILSON,10700402,Blue Mountains -  Surrounds,3.09E-05,Acceptable,Good,1
NSW2828,MOUNT WILSON,10701001,Hawkesbury,0.9999691,Good,Good,0
NSW2830,MOUNTAIN CREEK,10502001,Upper Murray,1,Good,Good,0
NSW2831,MOUNTAIN LAGOON,10701001,Hawkesbury,1,Good,Good,0
NSW2832,MOUNTAIN TOP,10401204,Lismore - Surrounds,1,Good,Good,0
NSW2833,MOUNTAIN VIEW,10400402,Clarence Valley,1,Good,Good,0
NSW2834,MOWBRAY PARK,10702901,Wollondilly,1,Good,Good,0
NSW2835,MOZART,10501502,Oberon,1,Good,Good,0
NSW2836,MUDGEE,10501601,Mudgee,1,Good,Good,0
NSW2838,MULBRING,10400302,Cessnock - Surrounds,1,Acceptable,Good,0
NSW2839,MULGOA,10702206,Penrith - South,1,Acceptable,Good,0
NSW284,BEN BULLEN,10501501,Lithgow,1,Good,Good,0
NSW2840,MULGRAVE,10701003,Hawkesbury - Windsor,1,Good,Good,0
NSW2841,MULGUTHRIE,10501402,Lachlan,1,Poor,Good,0
NSW2842,MULI MULI,10401002,Muli Muli - Woodenbong,1,Acceptable,Good,0
NSW2843,MULLA,10100101,Bogan,1,Good,Good,0
NSW2844,MULLA CREEK,10201102,Tamworth - Surrounds,1,Good,Good,0
NSW2845,MULLALEY,10200302,Gunnedah - Surrounds,1,Poor,Good,0
NSW2846,MULLAMUDDY,10501601,Mudgee,1,Good,Good,0
NSW2847,MULLAWAY,10400503,Coffs Harbour,1,Good,Good,0
NSW2848,MULLENGANDRA,10502001,Upper Murray,1,Good,Good,0
NSW2849,MULLENGUDGERY,10100601,Warren,1,Good,Good,0
NSW285,BEN LOMOND,10200201,Glen Innes,0.0993335,Good,Good,0
NSW285,BEN LOMOND,10200401,Guyra,0.9006665,Good,Good,0
NSW2850,MULLION,10600502,Southern Tablelands,1,Good,Good,0
NSW2851,MULLION CREEK,10500401,Blayney - Cabonne,1,Good,Good,0
NSW2852,MULLOON,10600402,Snowy - Monaro,1,Good,Good,0
NSW2853,MULLUMBIMBY,10400201,Byron,1,Good,Good,0
NSW2854,MULLUMBIMBY CREEK,10400201,Byron,1,Good,Good,0
NSW2855,MULWALA,10500601,Central Murray,0.0027397,Good,Good,1
NSW2855,MULWALA,10502001,Upper Murray,0.9972603,Good,Good,0
NSW2856,MULYANDRY,10501101,Forbes,1,Good,Good,0
NSW2857,MUMBIL,10100802,Wellington - Surrounds,1,Good,Good,0
NSW2858,MUMBLEBONE PLAIN,10100601,Warren,1,Good,Good,0
NSW2859,MUMBULLA MOUNTAIN,10600102,Bega - Surrounds,1,Good,Good,0
NSW286,BENANDARAH,10600201,Batemans Bay,0.4386729,Good,Good,0
NSW286,BENANDARAH,10600203,Eurobodalla,0.5613271,Acceptable,Good,0
NSW2860,MUMMEL,10600501,Goulburn Mulwaree,1,Good,Good,0
NSW2861,MUMMULGUM,10401001,Kyogle,1,Good,Good,0
NSW2862,MUNDAMIA,10600303,Shoalhaven,1,Good,Good,0
NSW2863,MUNDARLO,10501301,Gundagai - Junee - Harden,1,Good,Good,0
NSW2864,MUNDEROO,10502001,Upper Murray,1,Good,Good,0
NSW2865,MUNDONGO,10501901,Tumut,1,Good,Good,0
NSW2866,MUNGAY CREEK,10400903,Mirriwinni Gardens - Bellbrook,1,Good,Good,0
NSW2867,MUNGHORN,10501601,Mudgee,1,Good,Good,0
NSW2868,MUNGINDI,10200802,Moree Plains,0.2827267,Poor,Good,0
NSW2868,MUNGINDI,10200803,Mungindi,0.7172733,Poor,Good,0
NSW2869,MUNGO,10500202,Balranald - Wentworth - Surrounds,1,Good,Good,0
NSW2870,MUNGO BRUSH,10400801,Bulahdelah,1,Good,Good,0
NSW2871,MUNNI,10400601,Dungog,1,Good,Good,0
NSW2872,MUNYABLA,10502001,Upper Murray,1,Good,Good,0
NSW2873,MURGA,10500401,Blayney - Cabonne,1,Good,Good,0
NSW2874,MURRAH,10600102,Bega - Surrounds,1,Good,Good,0
NSW2875,MURRAMI,10501202,Leeton,1,Good,Good,0
NSW2876,MURRAWOMBIE,10100101,Bogan,1,Good,Good,0
NSW2877,MURRAY DOWNS,10500601,Central Murray,1,Good,Good,0
NSW2878,MURRAY GORGE,10502001,Upper Murray,1,Good,Good,0
NSW2879,MURRAYS BEACH,10402201,Lake Macquarie - East,1,Good,Good,0
NSW288,BENDALONG,10600303,Shoalhaven,1,Good,Good,0
NSW2880,MURRENGENBURG,10600203,Eurobodalla,1,Acceptable,Good,0
NSW2881,MURRIN BRIDGE,10300302,Murrin Bridge,1,Good,Good,0
NSW2882,MURRINGO,10502201,Young,1,Good,Good,0
NSW2883,MURRULEBALE,10500701,Coolamon - Temora - West Wyalong,1,Good,Good,0
NSW2884,MURRUMBATEMAN,10600502,Southern Tablelands,1,Good,Good,0
NSW2886,MURRUMBO,10501601,Mudgee,1,Good,Good,0
NSW2887,MURRUMBUCCA,10600402,Snowy - Monaro,1,Good,Good,0
NSW2888,MURRUMBURRAH,10501301,Gundagai - Junee - Harden,1,Good,Good,0
NSW2889,MURRURUNDI,10201301,Upper Hunter,1,Good,Good,0
NSW289,BENDEMEER,10201102,Tamworth - Surrounds,1,Good,Good,0
NSW2890,MURULLA,10201301,Upper Hunter,1,Good,Good,0
NSW2891,MURWILLUMBAH,10402001,Murwillumbah,1,Good,Good,0
NSW2892,MUSCLE CREEK,10200902,Muswellbrook - Surrounds,1,Poor,Good,0
NSW2893,MUSWELLBROOK,10200901,Muswellbrook,0.8636417,Acceptable,Good,0
NSW2893,MUSWELLBROOK,10200902,Muswellbrook - Surrounds,0.1363579,Poor,Good,0
NSW2893,MUSWELLBROOK,10401801,Singleton,4.00E-07,Good,Good,1
NSW2894,MUTAWINTJI,10300505,Broken Hill - Surrounds,1,Poor,Good,0
NSW2895,MUTTAMA,10500801,Cootamundra,1,Good,Good,0
NSW2896,MYALL CREEK,10200501,Gwydir,0.4281691,Good,Good,0
NSW2896,MYALL CREEK,10200502,Inverell,0.5718309,Good,Good,0
NSW2897,MYALL LAKE,10400801,Bulahdelah,1,Good,Good,0
NSW2898,MYALL PARK,10500501,Carrathool - Murrumbidgee - Surrounds,0.1535695,Acceptable,Good,0
NSW2898,MYALL PARK,10501201,Griffith,0.8464305,Good,Good,0
NSW2899,MYALLA,10600402,Snowy - Monaro,1,Good,Good,0
NSW29,ALECTOWN,10100502,Parkes - Surrounds,1,Poor,Good,0
NSW290,BENDICK MURRELL,10502201,Young,1,Good,Good,0
NSW2900,MYLESTOM,10400501,Bellingen,1,Good,Good,0
NSW2901,MYLNEFORD,10400402,Clarence Valley,1,Good,Good,0
NSW2902,MYOCUM,10400201,Byron,1,Good,Good,0
NSW2903,MYOLA,10600303,Shoalhaven,1,Good,Good,0
NSW2904,MYRTLE CREEK,10401703,Richmond Valley exc. Casino,1,Good,Good,0
NSW2905,MYRTLE MOUNTAIN,10600102,Bega - Surrounds,1,Good,Good,0
NSW2906,MYRTLE PARK,10500601,Central Murray,1,Good,Good,0
NSW2907,MYRTLEVILLE,10600502,Southern Tablelands,1,Good,Good,0
NSW2908,MYSTERY BAY,10600203,Eurobodalla,1,Acceptable,Good,0
NSW2909,MYUNA BAY,10402203,Lake Macquarie - West,1,Good,Good,0
NSW291,BENDOLBA,10400601,Dungog,1,Good,Good,0
NSW2910,NABIAC,10400801,Bulahdelah,0.7149652,Good,Good,0
NSW2910,NABIAC,10401903,Taree - Surrounds,0.2850348,Good,Good,0
NSW2911,NADGEE,10600102,Bega - Surrounds,1,Good,Good,0
NSW2912,NAMBUCCA HEADS,10400505,Nambucca - Surrounds,0.0463443,Good,Good,0
NSW2912,NAMBUCCA HEADS,10400506,Nambucca Heads,0.9536557,Good,Good,0
NSW2913,NAMOI RIVER,10201102,Tamworth - Surrounds,1,Good,Good,0
NSW2914,NANA GLEN,10400503,Coffs Harbour,1,Good,Good,0
NSW2915,NANGUS,10501301,Gundagai - Junee - Harden,1,Good,Good,0
NSW2916,NANIMA,10600502,Southern Tablelands,1,Good,Good,0
NSW2919,NAPOLEON REEF,10500301,Bathurst,1,Good,Good,0
NSW292,BENDOURA,10600402,Snowy - Monaro,1,Good,Good,0
NSW2920,NARADHAN,10500501,Carrathool - Murrumbidgee - Surrounds,0.1518763,Acceptable,Good,0
NSW2920,NARADHAN,10500701,Coolamon - Temora - West Wyalong,0.8178872,Good,Good,0
NSW2920,NARADHAN,10501402,Lachlan,0.0302365,Poor,Good,0
NSW2921,NARARA,10400702,Gosford - West,1,Good,Good,0
NSW2922,NARELLAN,10700601,Camden,1,Good,Good,0
NSW2923,NARELLAN VALE,10700601,Camden,1,Good,Good,0
NSW2924,NAREMBURN,10702801,Lane Cove - Willoughby,1,Good,Good,0
NSW2925,NAROOMA,10600102,Bega - Surrounds,0.0018242,Good,Good,1
NSW2925,NAROOMA,10600203,Eurobodalla,0.2675485,Acceptable,Good,0
NSW2925,NAROOMA,10600205,Narooma,0.7306274,Acceptable,Good,0
NSW2926,NARRABARBA,10600102,Bega - Surrounds,1,Good,Good,0
NSW2927,NARRABEEN,10702001,Manly - Warringah,0.9999976,Good,Good,0
NSW2927,NARRABEEN,10702002,Pittwater,2.40E-06,Good,Good,1
NSW2928,NARRABRI,10201001,Narrabri,0.6778688,Poor,Good,0
NSW2928,NARRABRI,10201002,Narrabri - Surrounds,0.3221312,Poor,Good,0
NSW2929,NARRABURRA,10500701,Coolamon - Temora - West Wyalong,1,Good,Good,0
NSW293,BENEREMBAH,10500501,Carrathool - Murrumbidgee - Surrounds,0.1482368,Acceptable,Good,0
NSW293,BENEREMBAH,10501201,Griffith,0.8517632,Good,Good,0
NSW2930,NARRAN LAKE,10300206,Brewarrina - Surrounds,1,Poor,Good,0
NSW2931,NARRANDERA,10501202,Leeton,0.0263876,Good,Good,0
NSW2931,NARRANDERA,10501701,Narrandera,0.9736124,Good,Good,0
NSW2932,NARRANGULLEN,10600502,Southern Tablelands,1,Good,Good,0
NSW2933,NARRAWA,10600502,Southern Tablelands,1,Good,Good,0
NSW2934,NARRAWALLEE,10600303,Shoalhaven,1,Good,Good,0
NSW2935,NARRAWEENA,10702001,Manly - Warringah,1,Good,Good,0
NSW2936,NARROMINE,10100401,Narromine,0.7863827,Acceptable,Good,0
NSW2936,NARROMINE,10100402,Narromine - Surrounds,0.2136173,Poor,Good,0
NSW2937,NARWEE,10700804,Canterbury,0.6338343,Acceptable,Good,0
NSW2937,NARWEE,10701401,Hurstville,0.3661657,Acceptable,Good,0
NSW2938,NASHDALE,10500401,Blayney - Cabonne,1,Good,Good,0
NSW2939,NASHUA,10400201,Byron,1,Good,Good,0
NSW294,BENGALLA,10200902,Muswellbrook - Surrounds,1,Poor,Good,0
NSW2940,NATTAI,10702901,Wollondilly,1,Good,Good,0
NSW2941,NAUGHTONS GAP,10401703,Richmond Valley exc. Casino,1,Good,Good,0
NSW2942,NEATH,10400302,Cessnock - Surrounds,1,Acceptable,Good,0
NSW2943,NEBEA,10300402,Coonamble - Surrounds,1,Poor,Good,0
NSW2944,NEILREX,10100702,Coonabarabran - Surrounds,1,Acceptable,Good,0
NSW2945,NELLIGEN,10600201,Batemans Bay,2.50E-05,Good,Good,1
NSW2945,NELLIGEN,10600203,Eurobodalla,0.999975,Acceptable,Good,0
NSW2946,NELSON,10600102,Bega - Surrounds,1,Good,Good,0
NSW2947,NELSON,10700201,Baulkham Hills,1,Acceptable,Good,0
NSW2948,NELSON BAY,10401603,Nelson Bay,0.9988505,Good,Good,0
NSW2948,NELSON BAY,10401604,Port Stephens - Surrounds,0.0011495,Good,Good,1
NSW2949,NELSONS PLAINS,10401604,Port Stephens - Surrounds,1,Good,Good,0
NSW2950,NELUNGALOO,10100502,Parkes - Surrounds,1,Poor,Good,0
NSW2951,NEMINGHA,10201101,Tamworth,1,Good,Good,0
NSW2952,NERICON,10501201,Griffith,1,Good,Good,0
NSW2953,NERINGLA,10600102,Bega - Surrounds,0.1993369,Good,Good,0
NSW2953,NERINGLA,10600402,Snowy - Monaro,0.8006631,Good,Good,0
NSW2954,NERONG,10400801,Bulahdelah,1,Good,Good,0
NSW2955,NERRIGA,10600402,Snowy - Monaro,1,Good,Good,0
NSW2956,NERRIGUNDAH,10600102,Bega - Surrounds,0.5455165,Good,Good,0
NSW2956,NERRIGUNDAH,10600203,Eurobodalla,0.4544835,Acceptable,Good,0
NSW2957,NETHERCOTE,10600102,Bega - Surrounds,1,Good,Good,0
NSW2958,NEUREA,10100802,Wellington - Surrounds,1,Good,Good,0
NSW2959,NEUTRAL BAY,10702802,Mosman - North Sydney,1,Good,Good,0
NSW296,BENNETTS GREEN,10402201,Lake Macquarie - East,1,Good,Good,0
NSW2960,NEVER NEVER,10400501,Bellingen,1,Good,Good,0
NSW2961,NEVERTIRE,10100601,Warren,1,Good,Good,0
NSW2962,NEVILLE,10500901,Cowra,1,Good,Good,0
NSW2963,NEW BERRIMA,10600503,Wingecaribee,1,Good,Good,0
NSW2964,NEW BRIGHTON,10400201,Byron,1,Good,Good,0
NSW2965,NEW BUILDINGS,10600102,Bega - Surrounds,1,Good,Good,0
NSW2966,NEW ITALY,10401703,Richmond Valley exc. Casino,1,Good,Good,0
NSW2967,NEW LAMBTON,10401403,Throsby,1,Good,Good,0
NSW2968,NEW LAMBTON HEIGHTS,10401403,Throsby,0.3758724,Good,Good,0
NSW2968,NEW LAMBTON HEIGHTS,10402202,Lake Macquarie - North,0.6241276,Good,Good,0
NSW2969,NEW MEXICO,10201102,Tamworth - Surrounds,1,Good,Good,0
NSW2970,NEW PARK,10401001,Kyogle,1,Good,Good,0
NSW2971,NEW VALLEY,10200401,Guyra,1,Good,Good,0
NSW2972,NEWBOLD,10400402,Clarence Valley,1,Good,Good,0
NSW2973,NEWBRIDGE,10500401,Blayney - Cabonne,1,Good,Good,0
NSW2975,NEWCASTLE,10401401,Newcastle - Inner City,1,Good,Good,0
NSW2976,NEWCASTLE EAST,10401401,Newcastle - Inner City,1,Good,Good,0
NSW2977,NEWCASTLE WEST,10401401,Newcastle - Inner City,0.9912503,Good,Good,0
NSW2977,NEWCASTLE WEST,10401403,Throsby,0.0087497,Good,Good,1
NSW2978,NEWEE CREEK,10400505,Nambucca - Surrounds,1,Good,Good,0
NSW2979,NEWINGTON,10700101,Auburn,1,Good,Good,0
NSW298,BENSVILLE,10400701,Gosford - East,1,Good,Good,0
NSW2980,NEWNES,10501501,Lithgow,1,Good,Good,0
NSW2981,NEWNES PLATEAU,10501501,Lithgow,1,Good,Good,0
NSW2982,NEWPORT,10702002,Pittwater,1,Good,Good,0
NSW2983,NEWRYBAR,10400103,Ballina - Surrounds,0.9835937,Good,Good,0
NSW2983,NEWRYBAR,10400201,Byron,0.0164063,Good,Good,0
NSW2984,NEWSTEAD,10200502,Inverell,1,Good,Good,0
NSW2985,NEWTON BOYD,10200201,Glen Innes,0.3333333,Good,Good,0
NSW2985,NEWTON BOYD,10400402,Clarence Valley,0.6666667,Good,Good,0
NSW2986,NEWTOWN,10701901,Marrickville,0.5425058,Good,Good,0
NSW2986,NEWTOWN,10702601,Alexandria - Darlington - Waterloo,0.4574942,Good,Good,0
NSW2987,NIAGARA PARK,10400702,Gosford - West,1,Good,Good,0
NSW2988,NIANGALA,10201301,Upper Hunter,6.66E-05,Good,Good,1
NSW2988,NIANGALA,10201402,Walcha,0.9999334,Good,Good,0
NSW2989,NIEMUR,10500601,Central Murray,1,Good,Good,0
NSW299,BENTLEY,10401204,Lismore - Surrounds,0.3678256,Good,Good,0
NSW299,BENTLEY,10401703,Richmond Valley exc. Casino,0.6321744,Good,Good,0
NSW2990,NIGHTCAP,10400201,Byron,0.2,Good,Good,0
NSW2990,NIGHTCAP,10401204,Lismore - Surrounds,0.8,Good,Good,0
NSW2991,NIMBIN,10401204,Lismore - Surrounds,1,Good,Good,0
NSW2992,NIMMITABEL,10600402,Snowy - Monaro,1,Good,Good,0
NSW2993,NIMMO,10600402,Snowy - Monaro,1,Good,Good,0
NSW2994,NOBBYS CREEK,10402001,Murwillumbah,1,Good,Good,0
NSW2995,NOMBI,10100702,Coonabarabran - Surrounds,1,Acceptable,Good,0
NSW2996,NOONA,10300301,Cobar,1,Good,Good,0
NSW2997,NOORONG,10500601,Central Murray,1,Good,Good,0
NSW2998,NOOROO,10400801,Bulahdelah,1,Good,Good,0
NSW2999,NORAH HEAD,10402301,Wyong - North-East,1,Good,Good,0
NSW3,ABBOTSFORD,10702703,Canada Bay,1,Good,Good,0
NSW30,ALEXANDRIA,10702601,Alexandria - Darlington - Waterloo,1,Good,Good,0
NSW300,BERALA,10700101,Auburn,1,Good,Good,0
NSW3000,NORAVILLE,10402301,Wyong - North-East,1,Good,Good,0
NSW3001,NORDS WHARF,10402201,Lake Macquarie - East,1,Good,Good,0
NSW3002,NORMANHURST,10701201,Hornsby - Ku-ring-gai,1,Good,Good,0
NSW3003,NORTH ALBURY,10500101,Albury - East,0.0122021,Good,Good,0
NSW3003,NORTH ALBURY,10500102,Albury - West,0.9877979,Good,Good,0
NSW3004,NORTH ARM,10402001,Murwillumbah,1,Good,Good,0
NSW3005,NORTH ARM COVE,10400801,Bulahdelah,1,Good,Good,0
NSW3006,NORTH AVOCA,10400701,Gosford - East,1,Good,Good,0
NSW3007,NORTH BALGOWLAH,10702001,Manly - Warringah,1,Good,Good,0
NSW3008,NORTH BATEMANS BAY,10600201,Batemans Bay,1,Good,Good,0
NSW3009,NORTH BOAMBEE VALLEY,10400503,Coffs Harbour,1,Good,Good,0
NSW301,BERAMBING,10700402,Blue Mountains -  Surrounds,0.0693853,Acceptable,Good,0
NSW301,BERAMBING,10701001,Hawkesbury,0.9306147,Good,Good,0
NSW3010,NORTH BONDI,10703101,Waverley,1,Good,Good,0
NSW3011,NORTH BROTHER,10401501,Hastings,1,Good,Good,0
NSW3013,NORTH CASINO,10401701,Casino,0.0021167,Good,Good,1
NSW3013,NORTH CASINO,10401703,Richmond Valley exc. Casino,0.9978833,Good,Good,0
NSW3014,NORTH CURL CURL,10702001,Manly - Warringah,1,Good,Good,0
NSW3015,NORTH DORRIGO,10400501,Bellingen,1,Good,Good,0
NSW3017,NORTH EPPING,10701201,Hornsby - Ku-ring-gai,1,Good,Good,0
NSW3018,NORTH GOSFORD,10400702,Gosford - West,1,Good,Good,0
NSW3019,NORTH HARBOUR,10702001,Manly - Warringah,0.9876543,Good,Good,0
NSW3019,NORTH HARBOUR,10702802,Mosman - North Sydney,0.0123457,Good,Good,0
NSW302,BERESFIELD,10401301,Maitland,0.0054983,Good,Good,1
NSW302,BERESFIELD,10401402,Newcastle - Outer West,0.9945017,Good,Good,0
NSW3020,NORTH HAVEN,10401501,Hastings,1,Good,Good,0
NSW3021,NORTH LAMBTON,10401402,Newcastle - Outer West,0.0132086,Good,Good,0
NSW3021,NORTH LAMBTON,10401403,Throsby,0.9867914,Good,Good,0
NSW3022,NORTH LISMORE,10401202,Lismore - North,0.982825,Good,Good,0
NSW3022,NORTH LISMORE,10401204,Lismore - Surrounds,0.017175,Good,Good,0
NSW3023,NORTH MACKSVILLE,10400504,Macksville,0.6366502,Good,Good,0
NSW3023,NORTH MACKSVILLE,10400505,Nambucca - Surrounds,0.3633498,Good,Good,0
NSW3025,NORTH MANLY,10702001,Manly - Warringah,1,Good,Good,0
NSW3026,NORTH NAROOMA,10600203,Eurobodalla,0.61651,Acceptable,Good,0
NSW3026,NORTH NAROOMA,10600205,Narooma,0.38349,Acceptable,Good,0
NSW3027,NORTH NARRABEEN,10702002,Pittwater,1,Good,Good,0
NSW3028,NORTH NOWRA,10600302,Nowra,0.9822429,Good,Good,0
NSW3028,NORTH NOWRA,10600303,Shoalhaven,0.0177571,Good,Good,0
NSW3029,NORTH PARRAMATTA,10700201,Baulkham Hills,0.0177774,Acceptable,Good,0
NSW3029,NORTH PARRAMATTA,10702101,Parramatta - Central,0.9822226,Acceptable,Good,0
NSW303,BERGALIA,10600203,Eurobodalla,1,Acceptable,Good,0
NSW3030,NORTH RICHMOND,10701001,Hawkesbury,0.4172185,Good,Good,0
NSW3030,NORTH RICHMOND,10701002,Hawkesbury - Richmond,0.5827815,Acceptable,Good,0
NSW3031,NORTH ROCKS,10700201,Baulkham Hills,1,Acceptable,Good,0
