SA1_CODE_2021,SA1_NAME_2021,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10103101514,,113,Eden-Monaro,1,Good,Good,0
10103101515,,113,Eden-Monaro,1,Good,Good,0
10103101516,,113,Eden-Monaro,1,Good,Good,0
10103101517,,113,Eden-Monaro,1,Good,Good,0
10103101518,,113,Eden-Monaro,1,Good,Good,0
10103101519,,113,Eden-Monaro,1,Good,Good,0
10103101520,,113,Eden-Monaro,1,Good,Good,0
10103101521,,113,Eden-Monaro,1,Good,Good,0
10103101523,,113,Eden-Monaro,1,Good,Good,0
10103101524,,113,Eden-Monaro,1,Good,Good,0
10103101525,,113,Eden-Monaro,1,Good,Good,0
10103101526,,113,Eden-Monaro,1,Good,Good,0
10103101601,,113,Eden-Monaro,1,Good,Good,0
10103101602,,113,Eden-Monaro,1,Good,Good,0
10103101603,,113,Eden-Monaro,1,Good,Good,0
10103101604,,113,Eden-Monaro,1,Good,Good,0
10103101605,,113,Eden-Monaro,1,Good,Good,0
10103101606,,113,Eden-Monaro,1,Good,Good,0
10103101607,,113,Eden-Monaro,1,Good,Good,0
10103101608,,113,Eden-Monaro,1,Good,Good,0
10103101611,,113,Eden-Monaro,1,Good,Good,0
10103101612,,113,Eden-Monaro,1,Good,Good,0
10103101614,,113,Eden-Monaro,1,Good,Good,0
10103101615,,113,Eden-Monaro,1,Good,Good,0
10103101616,,113,Eden-Monaro,1,Good,Good,0
10103101617,,113,Eden-Monaro,1,Good,Good,0
10103101619,,113,Eden-Monaro,1,Good,Good,0
10103101620,,113,Eden-Monaro,1,Good,Good,0
10103101621,,113,Eden-Monaro,1,Good,Good,0
10103101622,,113,Eden-Monaro,1,Good,Good,0
10103101623,,113,Eden-Monaro,1,Good,Good,0
10103101624,,113,Eden-Monaro,1,Good,Good,0
10103101625,,113,Eden-Monaro,1,Good,Good,0
10103101626,,113,Eden-Monaro,1,Good,Good,0
10103101627,,113,Eden-Monaro,1,Good,Good,0
10104101701,,116,Gilmore,1,Good,Good,0
10104101702,,116,Gilmore,1,Good,Good,0
10104101703,,116,Gilmore,1,Good,Good,0
10104101704,,116,Gilmore,1,Good,Good,0
10104101705,,116,Gilmore,1,Good,Good,0
10104101706,,116,Gilmore,1,Good,Good,0
10104101707,,116,Gilmore,1,Good,Good,0
10104101708,,116,Gilmore,1,Good,Good,0
10104101709,,116,Gilmore,1,Good,Good,0
10104101710,,116,Gilmore,1,Good,Good,0
10104101711,,116,Gilmore,1,Good,Good,0
10104101713,,116,Gilmore,1,Good,Good,0
10104101714,,116,Gilmore,1,Good,Good,0
10104101715,,116,Gilmore,1,Good,Good,0
10104101716,,116,Gilmore,1,Good,Good,0
10104101717,,116,Gilmore,1,Good,Good,0
10104101718,,116,Gilmore,1,Good,Good,0
10104101719,,116,Gilmore,1,Good,Good,0
10104101720,,116,Gilmore,1,Good,Good,0
10104101721,,116,Gilmore,1,Good,Good,0
10104101722,,116,Gilmore,1,Good,Good,0
10104101723,,116,Gilmore,1,Good,Good,0
10104101724,,116,Gilmore,1,Good,Good,0
10104101801,,116,Gilmore,1,Good,Good,0
10104101802,,116,Gilmore,1,Good,Good,0
10104101803,,116,Gilmore,1,Good,Good,0
10104101804,,116,Gilmore,1,Good,Good,0
10104101805,,116,Gilmore,1,Good,Good,0
10104101806,,116,Gilmore,1,Good,Good,0
10104101807,,116,Gilmore,1,Good,Good,0
10104101808,,116,Gilmore,1,Good,Good,0
10104101809,,116,Gilmore,1,Good,Good,0
10104101810,,116,Gilmore,1,Good,Good,0
10104101811,,116,Gilmore,1,Good,Good,0
10104101812,,116,Gilmore,1,Good,Good,0
10104101813,,116,Gilmore,1,Good,Good,0
10104101814,,116,Gilmore,1,Good,Good,0
10104101815,,116,Gilmore,1,Good,Good,0
10104101816,,116,Gilmore,1,Good,Good,0
10104101817,,116,Gilmore,1,Good,Good,0
10104101818,,116,Gilmore,1,Good,Good,0
10104101819,,116,Gilmore,1,Good,Good,0
10104101820,,116,Gilmore,1,Good,Good,0
10104101821,,116,Gilmore,1,Good,Good,0
10104101822,,116,Gilmore,1,Good,Good,0
10104101823,,116,Gilmore,1,Good,Good,0
10104101824,,116,Gilmore,1,Good,Good,0
10104101901,,113,Eden-Monaro,1,Good,Good,0
10104101902,,113,Eden-Monaro,1,Good,Good,0
10104101903,,113,Eden-Monaro,1,Good,Good,0
10104101904,,113,Eden-Monaro,1,Good,Good,0
10104101905,,113,Eden-Monaro,1,Good,Good,0
10104101906,,113,Eden-Monaro,1,Good,Good,0
10104101907,,113,Eden-Monaro,1,Good,Good,0
10104101911,,113,Eden-Monaro,1,Good,Good,0
10104101912,,113,Eden-Monaro,1,Good,Good,0
10104101913,,113,Eden-Monaro,1,Good,Good,0
10104101915,,113,Eden-Monaro,1,Good,Good,0
10104101917,,113,Eden-Monaro,1,Good,Good,0
10104101918,,113,Eden-Monaro,1,Good,Good,0
10104101919,,113,Eden-Monaro,1,Good,Good,0
10104101920,,113,Eden-Monaro,1,Good,Good,0
10104101921,,113,Eden-Monaro,1,Good,Good,0
10104101924,,113,Eden-Monaro,1,Good,Good,0
10104101925,,113,Eden-Monaro,1,Good,Good,0
10104101926,,113,Eden-Monaro,1,Good,Good,0
10104101927,,113,Eden-Monaro,1,Good,Good,0
10104101928,,113,Eden-Monaro,1,Good,Good,0
10104101929,,113,Eden-Monaro,1,Good,Good,0
10104101930,,113,Eden-Monaro,1,Good,Good,0
10104101931,,113,Eden-Monaro,1,Good,Good,0
10104101932,,113,Eden-Monaro,1,Good,Good,0
10104101933,,113,Eden-Monaro,1,Good,Good,0
10104102001,,113,Eden-Monaro,1,Good,Good,0
10104102002,,113,Eden-Monaro,1,Good,Good,0
10104102003,,113,Eden-Monaro,1,Good,Good,0
10104102004,,113,Eden-Monaro,1,Good,Good,0
10104102005,,113,Eden-Monaro,1,Good,Good,0
10104102006,,113,Eden-Monaro,1,Good,Good,0
10104102007,,113,Eden-Monaro,1,Good,Good,0
10104102008,,113,Eden-Monaro,1,Good,Good,0
10104102009,,113,Eden-Monaro,1,Good,Good,0
10104102010,,113,Eden-Monaro,1,Good,Good,0
10104102011,,113,Eden-Monaro,1,Good,Good,0
10104102012,,113,Eden-Monaro,1,Good,Good,0
10104102013,,113,Eden-Monaro,1,Good,Good,0
10104102014,,113,Eden-Monaro,1,Good,Good,0
10104102015,,113,Eden-Monaro,1,Good,Good,0
10104102016,,113,Eden-Monaro,1,Good,Good,0
10104102017,,113,Eden-Monaro,1,Good,Good,0
10104102018,,113,Eden-Monaro,1,Good,Good,0
10104102019,,113,Eden-Monaro,1,Good,Good,0
10104102020,,113,Eden-Monaro,1,Good,Good,0
10104102021,,113,Eden-Monaro,1,Good,Good,0
10104102022,,113,Eden-Monaro,1,Good,Good,0
10104102023,,113,Eden-Monaro,1,Good,Good,0
10104102024,,113,Eden-Monaro,1,Good,Good,0
10104102025,,113,Eden-Monaro,1,Good,Good,0
10104102026,,113,Eden-Monaro,1,Good,Good,0
10104102027,,113,Eden-Monaro,1,Good,Good,0
10104102028,,113,Eden-Monaro,1,Good,Good,0
10104102029,,113,Eden-Monaro,1,Good,Good,0
10104102030,,113,Eden-Monaro,1,Good,Good,0
10104102031,,113,Eden-Monaro,1,Good,Good,0
10104102032,,113,Eden-Monaro,1,Good,Good,0
10104102102,,116,Gilmore,1,Good,Good,0
10104102104,,116,Gilmore,1,Good,Good,0
10104102105,,116,Gilmore,1,Good,Good,0
10104102106,,116,Gilmore,1,Good,Good,0
10104102107,,116,Gilmore,1,Good,Good,0
10104102108,,116,Gilmore,1,Good,Good,0
10104102110,,116,Gilmore,1,Good,Good,0
10104102111,,116,Gilmore,1,Good,Good,0
10104102201,,116,Gilmore,0.0004812,Good,Good,1
10104102201,,113,Eden-Monaro,0.9995188,Good,Good,0
10104102301,,113,Eden-Monaro,1,Good,Good,0
10104102302,,113,Eden-Monaro,1,Good,Good,0
10104102303,,113,Eden-Monaro,1,Good,Good,0
10104102304,,113,Eden-Monaro,1,Good,Good,0
10104102305,,113,Eden-Monaro,1,Good,Good,0
10104102306,,113,Eden-Monaro,1,Good,Good,0
10104102307,,113,Eden-Monaro,1,Good,Good,0
10104102308,,113,Eden-Monaro,1,Good,Good,0
10104102309,,113,Eden-Monaro,1,Good,Good,0
10104102310,,113,Eden-Monaro,1,Good,Good,0
10104102401,,116,Gilmore,1,Good,Good,0
10104102402,,116,Gilmore,1,Good,Good,0
10104102403,,116,Gilmore,1,Good,Good,0
10104102404,,116,Gilmore,1,Good,Good,0
10104102405,,116,Gilmore,1,Good,Good,0
10104102406,,116,Gilmore,1,Good,Good,0
10104102407,,113,Eden-Monaro,1,Good,Good,0
10104102408,,113,Eden-Monaro,1,Good,Good,0
10104102409,,113,Eden-Monaro,1,Good,Good,0
10104102410,,113,Eden-Monaro,1,Good,Good,0
10104102411,,116,Gilmore,1,Good,Good,0
10104102412,,116,Gilmore,1,Good,Good,0
10104102501,,113,Eden-Monaro,1,Good,Good,0
10104102502,,113,Eden-Monaro,1,Good,Good,0
10104102503,,113,Eden-Monaro,1,Good,Good,0
10104102504,,113,Eden-Monaro,1,Good,Good,0
10104102505,,113,Eden-Monaro,1,Good,Good,0
10104102506,,113,Eden-Monaro,1,Good,Good,0
10104102507,,113,Eden-Monaro,1,Good,Good,0
10104102508,,113,Eden-Monaro,1,Good,Good,0
10104102509,,113,Eden-Monaro,1,Good,Good,0
10104102510,,113,Eden-Monaro,1,Good,Good,0
10104102511,,113,Eden-Monaro,1,Good,Good,0
10104102512,,113,Eden-Monaro,1,Good,Good,0
10104102513,,113,Eden-Monaro,1,Good,Good,0
10104102514,,113,Eden-Monaro,1,Good,Good,0
10104102516,,113,Eden-Monaro,1,Good,Good,0
10104102517,,113,Eden-Monaro,1,Good,Good,0
10104102518,,113,Eden-Monaro,1,Good,Good,0
10104102519,,113,Eden-Monaro,1,Good,Good,0
10104102520,,113,Eden-Monaro,1,Good,Good,0
10104102521,,113,Eden-Monaro,1,Good,Good,0
10104102522,,113,Eden-Monaro,1,Good,Good,0
10104102523,,113,Eden-Monaro,1,Good,Good,0
10104102524,,113,Eden-Monaro,1,Good,Good,0
10104102525,,113,Eden-Monaro,1,Good,Good,0
10104102526,,113,Eden-Monaro,1,Good,Good,0
10104102527,,113,Eden-Monaro,1,Good,Good,0
10104102528,,113,Eden-Monaro,1,Good,Good,0
10104102529,,113,Eden-Monaro,1,Good,Good,0
10104102530,,113,Eden-Monaro,1,Good,Good,0
10104102531,,113,Eden-Monaro,1,Good,Good,0
10104102532,,113,Eden-Monaro,1,Good,Good,0
10104102601,,116,Gilmore,1,Good,Good,0
10104102603,,116,Gilmore,1,Good,Good,0
10104102604,,116,Gilmore,1,Good,Good,0
10104102605,,116,Gilmore,1,Good,Good,0
10104102606,,116,Gilmore,1,Good,Good,0
10104102607,,116,Gilmore,1,Good,Good,0
10104102608,,116,Gilmore,1,Good,Good,0
10104102609,,116,Gilmore,1,Good,Good,0
10104102610,,116,Gilmore,1,Good,Good,0
10104102611,,116,Gilmore,1,Good,Good,0
10104102613,,116,Gilmore,1,Good,Good,0
10104102614,,116,Gilmore,1,Good,Good,0
10104102615,,116,Gilmore,1,Good,Good,0
10104102616,,116,Gilmore,1,Good,Good,0
10104102617,,116,Gilmore,1,Good,Good,0
10104102618,,116,Gilmore,1,Good,Good,0
10104102619,,116,Gilmore,1,Good,Good,0
10104102620,,116,Gilmore,1,Good,Good,0
10104102621,,116,Gilmore,1,Good,Good,0
10104102622,,116,Gilmore,1,Good,Good,0
10104102623,,116,Gilmore,1,Good,Good,0
10104102624,,116,Gilmore,1,Good,Good,0
10104102625,,116,Gilmore,1,Good,Good,0
10104102626,,116,Gilmore,1,Good,Good,0
10104102627,,116,Gilmore,1,Good,Good,0
10104102701,,113,Eden-Monaro,1,Good,Good,0
10104102702,,113,Eden-Monaro,1,Good,Good,0
10104102703,,113,Eden-Monaro,1,Good,Good,0
10104102704,,113,Eden-Monaro,1,Good,Good,0
10104102705,,113,Eden-Monaro,1,Good,Good,0
10104102706,,113,Eden-Monaro,1,Good,Good,0
10104102707,,113,Eden-Monaro,1,Good,Good,0
10104102708,,113,Eden-Monaro,1,Good,Good,0
10104102709,,113,Eden-Monaro,1,Good,Good,0
10104102710,,113,Eden-Monaro,1,Good,Good,0
10104102711,,113,Eden-Monaro,1,Good,Good,0
10104102712,,113,Eden-Monaro,1,Good,Good,0
10104102713,,113,Eden-Monaro,1,Good,Good,0
10104102714,,113,Eden-Monaro,1,Good,Good,0
10104102715,,113,Eden-Monaro,1,Good,Good,0
10104102716,,113,Eden-Monaro,1,Good,Good,0
10104102719,,113,Eden-Monaro,1,Good,Good,0
10104102720,,113,Eden-Monaro,1,Good,Good,0
10104102721,,113,Eden-Monaro,1,Good,Good,0
10104102722,,113,Eden-Monaro,1,Good,Good,0
10104102723,,113,Eden-Monaro,1,Good,Good,0
10104102724,,113,Eden-Monaro,1,Good,Good,0
10104102725,,113,Eden-Monaro,1,Good,Good,0
10104102726,,113,Eden-Monaro,1,Good,Good,0
10104102728,,113,Eden-Monaro,1,Good,Good,0
10104102729,,113,Eden-Monaro,1,Good,Good,0
10104102730,,113,Eden-Monaro,1,Good,Good,0
10104102731,,113,Eden-Monaro,1,Good,Good,0
10104102732,,113,Eden-Monaro,1,Good,Good,0
10104102733,,113,Eden-Monaro,1,Good,Good,0
10105153901,,120,Hume,1,Good,Good,0
10105153902,,120,Hume,1,Good,Good,0
10105153903,,120,Hume,1,Good,Good,0
10105153904,,120,Hume,1,Good,Good,0
10105153905,,120,Hume,1,Good,Good,0
10105153906,,120,Hume,1,Good,Good,0
10105153907,,120,Hume,1,Good,Good,0
10105153909,,120,Hume,1,Good,Good,0
10105153910,,120,Hume,1,Good,Good,0
10105153911,,120,Hume,1,Good,Good,0
10105153912,,120,Hume,1,Good,Good,0
10105153913,,120,Hume,1,Good,Good,0
10105153914,,120,Hume,1,Good,Good,0
10105153915,,120,Hume,1,Good,Good,0
10105153916,,120,Hume,1,Good,Good,0
10105153917,,120,Hume,1,Good,Good,0
10105153918,,120,Hume,1,Good,Good,0
10105153919,,120,Hume,1,Good,Good,0
10105153920,,120,Hume,1,Good,Good,0
10105153921,,120,Hume,1,Good,Good,0
10105153922,,120,Hume,1,Good,Good,0
10105153923,,120,Hume,1,Good,Good,0
10105153924,,120,Hume,1,Good,Good,0
10105153925,,120,Hume,1,Good,Good,0
10105153926,,120,Hume,1,Good,Good,0
10105153927,,120,Hume,1,Good,Good,0
10105153928,,120,Hume,1,Good,Good,0
10105153929,,120,Hume,1,Good,Good,0
10105153930,,120,Hume,1,Good,Good,0
10105153931,,120,Hume,1,Good,Good,0
10105153932,,120,Hume,1,Good,Good,0
10105153933,,120,Hume,1,Good,Good,0
10105153934,,120,Hume,1,Good,Good,0
10105153935,,120,Hume,1,Good,Good,0
10105153936,,120,Hume,1,Good,Good,0
10105153937,,120,Hume,1,Good,Good,0
10105153938,,120,Hume,1,Good,Good,0
10105153939,,120,Hume,1,Good,Good,0
10105153940,,120,Hume,1,Good,Good,0
10105153941,,120,Hume,1,Good,Good,0
10105153942,,120,Hume,1,Good,Good,0
10105153943,,120,Hume,1,Good,Good,0
10105153944,,120,Hume,1,Good,Good,0
10105153945,,120,Hume,1,Good,Good,0
10105153946,,120,Hume,1,Good,Good,0
10105153947,,120,Hume,1,Good,Good,0
10105153948,,120,Hume,1,Good,Good,0
10105153949,,120,Hume,1,Good,Good,0
10105153950,,120,Hume,1,Good,Good,0
10105153951,,120,Hume,1,Good,Good,0
10105153952,,120,Hume,1,Good,Good,0
10105153953,,120,Hume,1,Good,Good,0
10105153954,,120,Hume,1,Good,Good,0
10105153955,,120,Hume,1,Good,Good,0
10105153956,,120,Hume,1,Good,Good,0
10105153957,,120,Hume,1,Good,Good,0
10105153958,,120,Hume,1,Good,Good,0
10105153959,,120,Hume,1,Good,Good,0
10105153960,,120,Hume,1,Good,Good,0
10105153961,,120,Hume,1,Good,Good,0
10105153962,,120,Hume,1,Good,Good,0
10105153963,,120,Hume,1,Good,Good,0
10105153964,,120,Hume,1,Good,Good,0
10105153965,,120,Hume,1,Good,Good,0
10105153966,,120,Hume,1,Good,Good,0
10105153967,,120,Hume,1,Good,Good,0
10105153968,,120,Hume,1,Good,Good,0
10105153969,,120,Hume,1,Good,Good,0
10105153970,,120,Hume,1,Good,Good,0
10105154001,,120,Hume,1,Good,Good,0
10105154002,,120,Hume,1,Good,Good,0
10105154003,,120,Hume,1,Good,Good,0
10105154004,,120,Hume,1,Good,Good,0
