LOCALITY_PID_2021,LOCALITY_NAME_2021,RA_CODE_2016,RA_NAME_2016,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW950,CLOVASS,11,Inner Regional Australia,1,Good,Good,0
NSW951,CLOVELLY,10,Major Cities of Australia,1,Good,Good,0
NSW952,CLUNES,11,Inner Regional Australia,1,Good,Good,0
NSW953,CLYBUCCA,12,Outer Regional Australia,1,Good,Good,0
NSW954,CLYDE,10,Major Cities of Australia,1,Good,Good,0
NSW955,CLYDESDALE,11,Inner Regional Australia,1,Good,Good,0
NSW956,COAL POINT,10,Major Cities of Australia,1,Good,Good,0
NSW957,COALCLIFF,10,Major Cities of Australia,1,Good,Good,0
NSW958,COALDALE,12,Outer Regional Australia,1,Good,Good,0
NSW959,COASTERS RETREAT,11,Inner Regional Australia,1,Good,Good,0
NSW96,ASHBY ISLAND,11,Inner Regional Australia,1,Good,Good,0
NSW960,COBAKI,10,Major Cities of Australia,1,Good,Good,0
NSW961,COBAKI LAKES,10,Major Cities of Australia,1,Good,Good,0
NSW962,COBAR,14,Very Remote Australia,0.0637408,Good,Good,0
NSW962,COBAR,13,Remote Australia,0.9362592,Good,Good,0
NSW963,COBAR PARK,11,Inner Regional Australia,1,Good,Good,0
NSW964,COBARGO,12,Outer Regional Australia,1,Good,Good,0
NSW965,COBARK,12,Outer Regional Australia,1,Good,Good,0
NSW966,COBBADAH,12,Outer Regional Australia,1,Good,Good,0
NSW967,COBBITTY,10,Major Cities of Australia,1,Good,Good,0
NSW968,COBRAMUNGA,12,Outer Regional Australia,1,Good,Good,0
NSW969,COCKWHY,11,Inner Regional Australia,1,Good,Good,0
NSW97,ASHCROFT,10,Major Cities of Australia,1,Good,Good,0
NSW970,CODRINGTON,11,Inner Regional Australia,1,Good,Good,0
NSW971,COFFEE CAMP,11,Inner Regional Australia,1,Good,Good,0
NSW972,COFFS HARBOUR,11,Inner Regional Australia,1,Good,Good,0
NSW973,COGGAN,12,Outer Regional Australia,1,Good,Good,0
NSW974,COGRA BAY,11,Inner Regional Australia,1,Good,Good,0
NSW975,COILA,11,Inner Regional Australia,1,Good,Good,0
NSW976,COLDSTREAM,12,Outer Regional Australia,1,Good,Good,0
NSW977,COLEAMBALLY,12,Outer Regional Australia,1,Good,Good,0
NSW978,COLEBEE,10,Major Cities of Australia,1,Good,Good,0
NSW979,COLEDALE,10,Major Cities of Australia,1,Good,Good,0
NSW98,ASHFIELD,10,Major Cities of Australia,1,Good,Good,0
NSW980,COLINROOBIE,12,Outer Regional Australia,1,Good,Good,0
NSW981,COLINTON,11,Inner Regional Australia,1,Good,Good,0
NSW982,COLLARENEBRI,13,Remote Australia,1,Good,Good,0
NSW983,COLLAROY,10,Major Cities of Australia,1,Good,Good,0
NSW984,COLLECTOR,11,Inner Regional Australia,1,Good,Good,0
NSW985,COLLENDINA,11,Inner Regional Australia,1,Good,Good,0
NSW986,COLLERINA,14,Very Remote Australia,1,Good,Good,0
NSW987,COLLIE,12,Outer Regional Australia,1,Good,Good,0
NSW988,COLLINGULLIE,11,Inner Regional Australia,1,Good,Good,0
NSW989,COLLINGWOOD,12,Outer Regional Australia,1,Good,Good,0
NSW99,ASHFORD,12,Outer Regional Australia,1,Good,Good,0
NSW990,COLLINS CREEK,11,Inner Regional Australia,1,Good,Good,0
NSW991,COLLOMBATTI,12,Outer Regional Australia,1,Good,Good,0
NSW992,COLLUM COLLUM,12,Outer Regional Australia,1,Good,Good,0
NSW993,COLLY BLUE,12,Outer Regional Australia,1,Good,Good,0
NSW994,COLO,11,Inner Regional Australia,1,Good,Good,0
NSW995,COLO,12,Outer Regional Australia,1,Good,Good,0
NSW996,COLO HEIGHTS,12,Outer Regional Australia,1,Good,Good,0
NSW997,COLO VALE,11,Inner Regional Australia,1,Good,Good,0
NSW998,COLONGRA,10,Major Cities of Australia,1,Good,Good,0
NSW999,COLYTON,10,Major Cities of Australia,1,Good,Good,0
NT1,ACACIA HILLS,73,Remote Australia,4.70E-06,Good,Good,1
NT1,ACACIA HILLS,72,Outer Regional Australia,0.9999953,Good,Good,0
NT10,ANATYE,74,Very Remote Australia,1,Good,Good,0
NT100,FARRAR,72,Outer Regional Australia,1,Good,Good,0
NT101,FINKE,74,Very Remote Australia,1,Good,Good,0
NT102,FINNISS VALLEY,73,Remote Australia,1,Good,Good,0
NT103,FLEMING,73,Remote Australia,1,Good,Good,0
NT104,FLORINA,73,Remote Australia,1,Good,Good,0
NT105,FLY CREEK,72,Outer Regional Australia,1,Good,Good,0
NT106,FLYING FOX,74,Very Remote Australia,1,Good,Good,0
NT107,FLYNN,73,Remote Australia,1,Good,Good,0
NT108,FREDS PASS,72,Outer Regional Australia,1,Good,Good,0
NT109,GALIWINKU,74,Very Remote Australia,1,Good,Good,0
NT11,ANGURUGU,74,Very Remote Australia,1,Good,Good,0
NT110,GAPUWIYAK,74,Very Remote Australia,1,Good,Good,0
NT111,GHAN,74,Very Remote Australia,1,Good,Good,0
NT112,GILLEN,73,Remote Australia,1,Good,Good,0
NT113,GIRRAWEEN,72,Outer Regional Australia,1,Good,Good,0
NT114,GLYDE POINT,72,Outer Regional Australia,1,Good,Good,0
NT115,GRAY,72,Outer Regional Australia,1,Good,Good,0
NT116,GREGORY,74,Very Remote Australia,1,Good,Good,0
NT117,GULUNG MARDRULK,74,Very Remote Australia,1,Good,Good,0
NT118,GUNBALANYA,74,Very Remote Australia,0.0162199,Good,Good,0
NT118,GUNBALANYA,73,Remote Australia,0.9837801,Good,Good,0
NT119,GUNN,72,Outer Regional Australia,1,Good,Good,0
NT12,ANINDILYAKWA,,,0.0184692,Poor,Good,2
NT12,ANINDILYAKWA,74,Very Remote Australia,0.9815308,Good,Good,0
NT120,GUNN POINT,72,Outer Regional Australia,1,Good,Good,0
NT121,GUNYANGARA,74,Very Remote Australia,1,Good,Good,0
NT122,GURINDJI,74,Very Remote Australia,1,Good,Good,0
NT123,HAASTS BLUFF,74,Very Remote Australia,1,Good,Good,0
NT124,HALE,73,Remote Australia,1,Good,Good,0
NT125,HART,74,Very Remote Australia,1,Good,Good,0
NT126,HERBERT,72,Outer Regional Australia,1,Good,Good,0
NT127,HERMANNSBURG,74,Very Remote Australia,1,Good,Good,0
NT128,HIDDEN VALLEY,72,Outer Regional Australia,1,Good,Good,0
NT129,HOLMES,72,Outer Regional Australia,1,Good,Good,0
NT13,ANMATJERE,74,Very Remote Australia,1,Good,Good,0
NT130,HOLTZE,72,Outer Regional Australia,1,Good,Good,0
NT131,HOTHAM,72,Outer Regional Australia,0.3333333,Good,Good,0
NT131,HOTHAM,73,Remote Australia,0.6666667,Good,Good,0
NT132,HOWARD SPRINGS,72,Outer Regional Australia,1,Good,Good,0
NT133,HUGH,73,Remote Australia,1,Good,Good,0
NT134,HUGHES,72,Outer Regional Australia,1,Good,Good,0
NT135,HUMPTY DOO,72,Outer Regional Australia,1,Good,Good,0
NT136,ILPARPA,73,Remote Australia,1,Good,Good,0
NT137,IMANPA,74,Very Remote Australia,1,Good,Good,0
NT138,IRLPME,73,Remote Australia,1,Good,Good,0
NT139,JABIRU,73,Remote Australia,1,Good,Good,0
NT14,ANULA,72,Outer Regional Australia,1,Good,Good,0
NT140,JILKMINGGAN,74,Very Remote Australia,1,Good,Good,0
NT141,JINGILI,72,Outer Regional Australia,1,Good,Good,0
NT142,JOHNSTON,72,Outer Regional Australia,1,Good,Good,0
NT143,KAKADU,74,Very Remote Australia,3.09E-05,Good,Good,1
NT143,KAKADU,73,Remote Australia,0.9999691,Good,Good,0
NT144,KALKARINDJI,74,Very Remote Australia,1,Good,Good,0
NT145,KALTUKATJARA,74,Very Remote Australia,1,Good,Good,0
NT146,KARAMA,72,Outer Regional Australia,1,Good,Good,0
NT147,KATHERINE,73,Remote Australia,1,Good,Good,0
NT148,KATHERINE EAST,73,Remote Australia,1,Good,Good,0
NT149,KATHERINE SOUTH,73,Remote Australia,1,Good,Good,0
NT15,ARALUEN,73,Remote Australia,1,Good,Good,0
NT150,KINTORE,74,Very Remote Australia,1,Good,Good,0
NT151,KNUCKEY LAGOON,72,Outer Regional Australia,1,Good,Good,0
NT152,KOOLPINYAH,72,Outer Regional Australia,0.0196015,Good,Good,0
NT152,KOOLPINYAH,73,Remote Australia,0.9803985,Good,Good,0
NT153,KUNPARRKA,74,Very Remote Australia,1,Good,Good,0
NT154,LAJAMANU,74,Very Remote Australia,1,Good,Good,0
NT155,LAKE BENNETT,73,Remote Australia,1,Good,Good,0
NT156,LAKE MACKAY,74,Very Remote Australia,1,Good,Good,0
NT157,LAMBELLS LAGOON,72,Outer Regional Australia,1,Good,Good,0
NT158,LANSDOWNE,73,Remote Australia,1,Good,Good,0
NT159,LARAMBA,74,Very Remote Australia,1,Good,Good,0
NT16,ARCHER,72,Outer Regional Australia,1,Good,Good,0
NT160,LARAPINTA,73,Remote Australia,1,Good,Good,0
NT161,LARRAKEYAH,72,Outer Regional Australia,1,Good,Good,0
NT162,LARRIMAH,74,Very Remote Australia,1,Good,Good,0
NT163,LEANYER,72,Outer Regional Australia,1,Good,Good,0
NT164,LEE POINT,72,Outer Regional Australia,1,Good,Good,0
NT165,LIMMEN,74,Very Remote Australia,1,Good,Good,0
NT166,LITCHFIELD PARK,73,Remote Australia,0.427108,Good,Good,0
NT166,LITCHFIELD PARK,74,Very Remote Australia,0.572892,Good,Good,0
NT167,LIVINGSTONE,72,Outer Regional Australia,1,Good,Good,0
NT168,LLOYD CREEK,72,Outer Regional Australia,1,Good,Good,0
NT169,LUDMILLA,72,Outer Regional Australia,1,Good,Good,0
NT17,AREYONGA,74,Very Remote Australia,1,Good,Good,0
NT170,LYONS,72,Outer Regional Australia,1,Good,Good,0
NT171,MALAK,72,Outer Regional Australia,1,Good,Good,0
NT172,MANBULLOO,73,Remote Australia,1,Good,Good,0
NT173,MANDORAH,73,Remote Australia,1,Good,Good,0
NT174,MANINGRIDA,74,Very Remote Australia,1,Good,Good,0
NT175,MANTON,72,Outer Regional Australia,1,Good,Good,0
NT176,MARANUNGA,74,Very Remote Australia,1,Good,Good,0
NT177,MARGARET RIVER,73,Remote Australia,1,Good,Good,0
NT178,MARLOW LAGOON,72,Outer Regional Australia,1,Good,Good,0
NT179,MARRAKAI,72,Outer Regional Australia,1.33E-05,Good,Good,1
NT179,MARRAKAI,73,Remote Australia,0.9999867,Good,Good,0
NT18,ARNOLD,74,Very Remote Australia,1,Good,Good,0
NT180,MARRARA,72,Outer Regional Australia,1,Good,Good,0
NT181,MATARANKA,74,Very Remote Australia,1,Good,Good,0
NT182,MCARTHUR,,,2.35E-05,Poor,Good,4
NT182,MCARTHUR,74,Very Remote Australia,0.9999765,Good,Good,0
NT184,MEREENIE,74,Very Remote Australia,1,Good,Good,0
NT186,MIDDLE POINT,72,Outer Regional Australia,1,Good,Good,0
NT187,MILIKAPITI,74,Very Remote Australia,1,Good,Good,0
NT188,MILINGIMBI,74,Very Remote Australia,1,Good,Good,0
NT189,MILLNER,72,Outer Regional Australia,1,Good,Good,0
NT19,ARUMBERA,73,Remote Australia,1,Good,Good,0
NT190,MILYAKBURRA,74,Very Remote Australia,1,Good,Good,0
NT191,MINIYERI,74,Very Remote Australia,1,Good,Good,0
NT192,MINJILANG,74,Very Remote Australia,1,Good,Good,0
NT193,MITCHELL,72,Outer Regional Australia,1,Good,Good,0
NT194,MOIL,72,Outer Regional Australia,1,Good,Good,0
NT195,MOULDEN,72,Outer Regional Australia,1,Good,Good,0
NT196,MOUNT BUNDEY,73,Remote Australia,1,Good,Good,0
NT197,MOUNT JOHNS,73,Remote Australia,1,Good,Good,0
NT198,MOUNT LIEBIG,74,Very Remote Australia,1,Good,Good,0
NT199,MOUNT ZEIL,74,Very Remote Australia,1,Good,Good,0
NT2,ADELAIDE RIVER,73,Remote Australia,1,Good,Good,0
NT20,ATITJERE,74,Very Remote Australia,1,Good,Good,0
NT200,MUIRHEAD,72,Outer Regional Australia,1,Good,Good,0
NT201,MURRUMUJUK,72,Outer Regional Australia,1,Good,Good,0
NT202,MUTITJULU,74,Very Remote Australia,1,Good,Good,0
NT203,NAKARA,72,Outer Regional Australia,1,Good,Good,0
NT204,NAMATJIRA,74,Very Remote Australia,1,Good,Good,0
NT205,NAUIYU,74,Very Remote Australia,1,Good,Good,0
NT206,NEMARLUK,74,Very Remote Australia,1,Good,Good,0
NT207,NEWCASTLE WATERS,74,Very Remote Australia,1,Good,Good,0
NT208,NGANMARRIYANGA,74,Very Remote Australia,1,Good,Good,0
NT21,BAINES,74,Very Remote Australia,1,Good,Good,0
NT210,NGUKURR,74,Very Remote Australia,1,Good,Good,0
NT211,NHULUNBUY,74,Very Remote Australia,1,Good,Good,0
NT212,NICHOLSON,74,Very Remote Australia,1,Good,Good,0
NT213,NIGHTCLIFF,72,Outer Regional Australia,1,Good,Good,0
NT214,NITMILUK,74,Very Remote Australia,1,Good,Good,0
NT215,NOONAMAH,72,Outer Regional Australia,1,Good,Good,0
NT216,NUMBULWAR,,,0.0188679,Poor,Good,2
NT216,NUMBULWAR,74,Very Remote Australia,0.9811321,Good,Good,0
NT217,NUMBURINDI,74,Very Remote Australia,1,Good,Good,0
NT218,NYIRRIPI,74,Very Remote Australia,1,Good,Good,0
NT219,PALMERSTON CITY,72,Outer Regional Australia,1,Good,Good,0
NT22,BAKEWELL,72,Outer Regional Australia,1,Good,Good,0
NT220,PAMAYU,74,Very Remote Australia,1,Good,Good,0
NT221,PAPUNYA,74,Very Remote Australia,1,Good,Good,0
NT222,PARAP,72,Outer Regional Australia,1,Good,Good,0
NT223,PELLEW ISLANDS,74,Very Remote Australia,1,Good,Good,0
NT224,PEPPIMENARTI,74,Very Remote Australia,1,Good,Good,0
NT225,PETERMANN,74,Very Remote Australia,1,Good,Good,0
NT226,PIGEON HOLE,74,Very Remote Australia,1,Good,Good,0
NT227,PINE CREEK,73,Remote Australia,1,Good,Good,0
NT228,PINELANDS,72,Outer Regional Australia,1,Good,Good,0
NT229,PIRLANGIMPI,74,Very Remote Australia,1,Good,Good,0
NT23,BARUNGA,74,Very Remote Australia,1,Good,Good,0
NT230,POINT STUART,73,Remote Australia,1,Good,Good,0
NT231,RAKULA,73,Remote Australia,1,Good,Good,0
NT232,RAMINGINING,74,Very Remote Australia,1,Good,Good,0
NT233,RANKEN,74,Very Remote Australia,1,Good,Good,0
NT234,RAPID CREEK,72,Outer Regional Australia,1,Good,Good,0
NT235,ROBIN FALLS,73,Remote Australia,1,Good,Good,0
NT236,ROBINSON RIVER,74,Very Remote Australia,1,Good,Good,0
NT237,ROSEBERY,72,Outer Regional Australia,1,Good,Good,0
NT238,ROSS,73,Remote Australia,1,Good,Good,0
NT239,RUM JUNGLE,73,Remote Australia,1,Good,Good,0
NT24,BATCHELOR,73,Remote Australia,1,Good,Good,0
NT240,SADADEEN,73,Remote Australia,1,Good,Good,0
NT241,SANDOVER,74,Very Remote Australia,1,Good,Good,0
NT242,SANTA TERESA,73,Remote Australia,1,Good,Good,0
NT243,SHOAL BAY,72,Outer Regional Australia,1,Good,Good,0
NT244,SIMPSON,74,Very Remote Australia,1,Good,Good,0
NT245,SOUTHPORT,72,Outer Regional Australia,1,Good,Good,0
NT246,STAPLETON,73,Remote Australia,1,Good,Good,0
NT247,STUART,73,Remote Australia,1,Good,Good,0
NT248,STUART PARK,72,Outer Regional Australia,1,Good,Good,0
NT249,STURT PLATEAU,74,Very Remote Australia,1,Good,Good,0
NT25,BAYVIEW,72,Outer Regional Australia,1,Good,Good,0
NT250,TABLELANDS,74,Very Remote Australia,1,Good,Good,0
NT251,TANAMI,74,Very Remote Australia,1,Good,Good,0
NT252,TANAMI EAST,74,Very Remote Australia,1,Good,Good,0
NT253,TARA,74,Very Remote Australia,1,Good,Good,0
NT254,TENNANT CREEK,74,Very Remote Australia,1,Good,Good,0
NT255,THAMARRURR,74,Very Remote Australia,1,Good,Good,0
NT256,THE GAP,73,Remote Australia,1,Good,Good,0
NT257,THE GARDENS,72,Outer Regional Australia,1,Good,Good,0
NT258,THE NARROWS,72,Outer Regional Australia,1,Good,Good,0
NT259,TI TREE,74,Very Remote Australia,1,Good,Good,0
NT26,BEAGLE GULF,73,Remote Australia,1,Good,Good,0
NT260,TIMBER CREEK,74,Very Remote Australia,1,Good,Good,0
NT261,TINDAL,73,Remote Australia,1,Good,Good,0
NT262,TIPPERARY,73,Remote Australia,0.2438135,Good,Good,0
NT262,TIPPERARY,74,Very Remote Australia,0.7561865,Good,Good,0
NT263,TITJIKALA,73,Remote Australia,1,Good,Good,0
NT264,TIVENDALE,72,Outer Regional Australia,1,Good,Good,0
NT265,TIWI,72,Outer Regional Australia,1,Good,Good,0
NT266,TIWI ISLANDS,,,4.95E-05,Poor,Good,4
NT266,TIWI ISLANDS,74,Very Remote Australia,0.9999505,Good,Good,0
NT267,TOP SPRINGS,74,Very Remote Australia,1,Good,Good,0
NT268,TORTILLA FLATS,73,Remote Australia,1,Good,Good,0
NT269,TUMBLING WATERS,72,Outer Regional Australia,1,Good,Good,0
NT27,BEES CREEK,72,Outer Regional Australia,1,Good,Good,0
NT270,UMBAKUMBA,74,Very Remote Australia,1,Good,Good,0
NT271,UNDOOLYA,73,Remote Australia,1,Good,Good,0
NT272,URALLA,73,Remote Australia,1,Good,Good,0
NT273,VAN DIEMEN GULF,73,Remote Australia,1,Good,Good,0
NT274,VENN,73,Remote Australia,1,Good,Good,0
NT275,VERNON ISLANDS,73,Remote Australia,0.1111111,Good,Good,0
NT275,VERNON ISLANDS,72,Outer Regional Australia,0.8888889,Good,Good,0
NT276,VICTORIA RIVER,74,Very Remote Australia,1,Good,Good,0
NT277,VIRGINIA,72,Outer Regional Australia,1,Good,Good,0
NT278,WADEYE,74,Very Remote Australia,1,Good,Good,0
NT279,WAGAIT BEACH,73,Remote Australia,1,Good,Good,0
NT28,BELLAMACK,72,Outer Regional Australia,1,Good,Good,0
NT280,WAGAMAN,72,Outer Regional Australia,1,Good,Good,0
NT281,WAK WAK,72,Outer Regional Australia,1,Good,Good,0
NT282,WALLACE ROCKHOLE,74,Very Remote Australia,1,Good,Good,0
NT283,WANGURI,72,Outer Regional Australia,1,Good,Good,0
NT284,WARRUWI,74,Very Remote Australia,1,Good,Good,0
NT285,WARUMUNGU,74,Very Remote Australia,1,Good,Good,0
NT286,WEDDELL,72,Outer Regional Australia,1,Good,Good,0
NT287,WEST ARNHEM,74,Very Remote Australia,1,Good,Good,0
NT288,WHITE GUMS,73,Remote Australia,1,Good,Good,0
NT289,WICKHAM,72,Outer Regional Australia,1,Good,Good,0
NT29,BELYUEN,73,Remote Australia,1,Good,Good,0
NT290,WILLOWRA,74,Very Remote Australia,1,Good,Good,0
NT291,WILORA,74,Very Remote Australia,1,Good,Good,0
NT292,WILTON,74,Very Remote Australia,1,Good,Good,0
NT293,WINNELLIE,72,Outer Regional Australia,1,Good,Good,0
NT294,WISHART,72,Outer Regional Australia,1,Good,Good,0
NT295,WOODROFFE,72,Outer Regional Australia,1,Good,Good,0
NT296,WOOLNER,72,Outer Regional Australia,1,Good,Good,0
NT297,WULAGI,72,Outer Regional Australia,1,Good,Good,0
NT298,WUTUNUGURRA,74,Very Remote Australia,1,Good,Good,0
NT299,YARRALIN,74,Very Remote Australia,1,Good,Good,0
NT3,ALAWA,72,Outer Regional Australia,1,Good,Good,0
NT30,BERRIMAH,72,Outer Regional Australia,1,Good,Good,0
NT300,YARRAWONGA,72,Outer Regional Australia,1,Good,Good,0
NT301,YIRRKALA,74,Very Remote Australia,1,Good,Good,0
NT302,YUELAMU,74,Very Remote Australia,1,Good,Good,0
NT303,YUENDUMU,74,Very Remote Australia,1,Good,Good,0
NT304,YULARA,74,Very Remote Australia,1,Good,Good,0
NT305,ZUCCOLI,72,Outer Regional Australia,1,Good,Good,0
NT309,WURRUMIYANGA,73,Remote Australia,1,Good,Good,0
NT31,BERRY SPRINGS,72,Outer Regional Australia,1,Good,Good,0
NT310,MICKET CREEK,72,Outer Regional Australia,1,Good,Good,0
NT312,MCMINNS LAGOON,72,Outer Regional Australia,1,Good,Good,0
NT313,KILGARIFF,73,Remote Australia,1,Good,Good,0
NT32,BESWICK,74,Very Remote Australia,1,Good,Good,0
NT33,BESWICK CREEK,74,Very Remote Australia,1,Good,Good,0
NT34,BINJARI,73,Remote Australia,1,Good,Good,0
NT35,BIRDUM,74,Very Remote Australia,1,Good,Good,0
NT36,BLACK JUNGLE,72,Outer Regional Australia,1,Good,Good,0
NT37,BLACKMORE,72,Outer Regional Australia,1,Good,Good,0
NT38,BORROLOOLA,74,Very Remote Australia,1,Good,Good,0
NT39,BRADSHAW,74,Very Remote Australia,1,Good,Good,0
NT4,ALI CURUNG,74,Very Remote Australia,1,Good,Good,0
NT40,BRAITLING,73,Remote Australia,1,Good,Good,0
NT41,BRINKIN,72,Outer Regional Australia,1,Good,Good,0
NT42,BUCHANAN,74,Very Remote Australia,1,Good,Good,0
NT43,BUFFALO CREEK,72,Outer Regional Australia,1,Good,Good,0
NT44,BULMAN WEEMOL,74,Very Remote Australia,1,Good,Good,0
NT45,BURRUNDIE,73,Remote Australia,1,Good,Good,0
NT46,BURT PLAIN,73,Remote Australia,1,Good,Good,0
NT47,BYNOE,73,Remote Australia,1,Good,Good,0
NT48,BYNOE HARBOUR,73,Remote Australia,1,Good,Good,0
NT49,CALVERT,74,Very Remote Australia,1,Good,Good,0
NT5,ALICE SPRINGS,73,Remote Australia,1,Good,Good,0
NT50,CAMP CREEK,73,Remote Australia,1,Good,Good,0
NT51,CANTEEN CREEK,74,Very Remote Australia,1,Good,Good,0
NT52,CASUARINA,72,Outer Regional Australia,1,Good,Good,0
NT53,CHANNEL ISLAND,72,Outer Regional Australia,1,Good,Good,0
NT54,CHARLES DARWIN,72,Outer Regional Australia,1,Good,Good,0
NT55,CHARLOTTE,73,Remote Australia,1,Good,Good,0
NT56,CHILLA WELL,74,Very Remote Australia,1,Good,Good,0
NT57,CICCONE,73,Remote Australia,1,Good,Good,0
NT58,CLARAVALE,73,Remote Australia,1,Good,Good,0
NT59,COBOURG,74,Very Remote Australia,1,Good,Good,0
NT6,ALPURRURULAM,74,Very Remote Australia,1,Good,Good,0
NT60,COCONUT GROVE,72,Outer Regional Australia,1,Good,Good,0
NT61,COLLETT CREEK,73,Remote Australia,1,Good,Good,0
NT62,CONNELLAN,73,Remote Australia,1,Good,Good,0
NT63,COOLALINGA,72,Outer Regional Australia,1,Good,Good,0
NT64,COOMALIE CREEK,73,Remote Australia,1,Good,Good,0
NT65,COONAWARRA,72,Outer Regional Australia,1,Good,Good,0
NT66,COSSACK,73,Remote Australia,1,Good,Good,0
NT67,COSTELLO,74,Very Remote Australia,1,Good,Good,0
NT68,COX PENINSULA,73,Remote Australia,1,Good,Good,0
NT69,CRESWELL,74,Very Remote Australia,1,Good,Good,0
NT7,ALYANGULA,74,Very Remote Australia,1,Good,Good,0
NT70,DAGURAGU,74,Very Remote Australia,1,Good,Good,0
NT71,DALY,72,Outer Regional Australia,1,Good,Good,0
NT72,DALY RIVER,74,Very Remote Australia,1,Good,Good,0
NT73,DALY WATERS,74,Very Remote Australia,1,Good,Good,0
NT74,DARWIN CITY,72,Outer Regional Australia,1,Good,Good,0
NT75,DARWIN HARBOUR,73,Remote Australia,0.0002618,Good,Good,1
NT75,DARWIN HARBOUR,,,0.9997382,Poor,Good,2
NT76,DARWIN RIVER,72,Outer Regional Australia,1,Good,Good,0
NT77,DARWIN RIVER DAM,73,Remote Australia,1,Good,Good,0
NT78,DAVENPORT,74,Very Remote Australia,1,Good,Good,0
NT79,DELAMERE,74,Very Remote Australia,1,Good,Good,0
NT8,AMOONGUNA,73,Remote Australia,1,Good,Good,0
NT80,DESERT SPRINGS,73,Remote Australia,1,Good,Good,0
NT81,DOUGLAS-DALY,74,Very Remote Australia,0.0771832,Good,Good,0
NT81,DOUGLAS-DALY,73,Remote Australia,0.9228168,Good,Good,0
NT82,DRIVER,72,Outer Regional Australia,1,Good,Good,0
NT83,DUNDEE BEACH,73,Remote Australia,1,Good,Good,0
NT84,DUNDEE DOWNS,73,Remote Australia,1,Good,Good,0
NT85,DUNDEE FOREST,73,Remote Australia,1,Good,Good,0
NT86,DURACK,72,Outer Regional Australia,1,Good,Good,0
NT87,EAST ARM,72,Outer Regional Australia,1,Good,Good,0
NT88,EAST ARNHEM,,,8.60E-06,Poor,Good,4
NT88,EAST ARNHEM,74,Very Remote Australia,0.9999914,Good,Good,0
NT89,EAST POINT,72,Outer Regional Australia,1,Good,Good,0
NT9,AMPILATWATJA,74,Very Remote Australia,1,Good,Good,0
NT90,EAST SIDE,73,Remote Australia,1,Good,Good,0
NT91,EATON,72,Outer Regional Australia,1,Good,Good,0
NT92,EDITH,73,Remote Australia,1,Good,Good,0
NT93,ELLIOTT,74,Very Remote Australia,1,Good,Good,0
NT94,ELRUNDIE,72,Outer Regional Australia,1,Good,Good,0
NT95,ELSEY,74,Very Remote Australia,1,Good,Good,0
NT96,EMUNGALAN,73,Remote Australia,1,Good,Good,0
NT97,ENGAWALA,74,Very Remote Australia,1,Good,Good,0
NT98,EVA VALLEY,73,Remote Australia,1,Good,Good,0
NT99,FANNIE BAY,72,Outer Regional Australia,1,Good,Good,0
OT1,WEST ISLAND,94,Very Remote Australia,1,Good,Good,0
OT2,CHRISTMAS ISLAND,94,Very Remote Australia,1,Good,Good,0
OT3,HOME ISLAND,,,2.24E-05,Poor,Good,4
OT3,HOME ISLAND,94,Very Remote Australia,0.9999776,Good,Good,0
OT4,JERVIS BAY,91,Inner Regional Australia,1,Good,Good,0
OT5,NORFOLK ISLAND,94,Very Remote Australia,1,Good,Good,0
QLD1,ABBEYWOOD,32,Outer Regional Australia,1,Good,Good,0
QLD10,ADAVALE,34,Very Remote Australia,1,Good,Good,0
QLD100,AUBIGNY,31,Inner Regional Australia,1,Good,Good,0
QLD1000,ESMERALDA,34,Very Remote Australia,1,Good,Good,0
QLD1001,ETNA CREEK,31,Inner Regional Australia,1,Good,Good,0
QLD1002,ETON,32,Outer Regional Australia,1,Good,Good,0
QLD1004,ETTY BAY,32,Outer Regional Australia,1,Good,Good,0
QLD1005,EUBENANGEE,32,Outer Regional Australia,1,Good,Good,0
QLD1006,EUDLO,31,Inner Regional Australia,1,Good,Good,0
QLD1007,EUKEY,32,Outer Regional Australia,1,Good,Good,0
QLD1008,EULEILAH,32,Outer Regional Australia,1,Good,Good,0
QLD1009,EULO,34,Very Remote Australia,1,Good,Good,0
QLD101,AUBURN,32,Outer Regional Australia,1,Good,Good,0
QLD1010,EUMAMURRIN,33,Remote Australia,1,Good,Good,0
QLD1011,EUMUNDI,31,Inner Regional Australia,1,Good,Good,0
QLD1012,EUNGELLA,32,Outer Regional Australia,1,Good,Good,0
QLD1013,EUNGELLA DAM,32,Outer Regional Australia,1,Good,Good,0
QLD1014,EUNGELLA HINTERLAND,32,Outer Regional Australia,1,Good,Good,0
QLD1015,EURAMO,32,Outer Regional Australia,1,Good,Good,0
QLD1016,EUREKA,31,Inner Regional Australia,1,Good,Good,0
QLD1017,EURELLA,33,Remote Australia,1,Good,Good,0
QLD1018,EURIMBULA,32,Outer Regional Australia,1,Good,Good,0
QLD1019,EUROMBAH,33,Remote Australia,1,Good,Good,0
QLD102,AUCHENFLOWER,30,Major Cities of Australia,1,Good,Good,0
QLD1020,EURONG,33,Remote Australia,1,Good,Good,0
QLD1021,EUTHULLA,32,Outer Regional Australia,1,Good,Good,0
QLD1022,EVANS LANDING,34,Very Remote Australia,1,Good,Good,0
QLD1023,EVANSLEA,31,Inner Regional Australia,1,Good,Good,0
QLD1024,EVELYN,32,Outer Regional Australia,1,Good,Good,0
