SA1_MAINCODE_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
31105132809,34590,Logan,1,Good,Good,0
31105132810,34590,Logan,1,Good,Good,0
31105132811,34590,Logan,1,Good,Good,0
31105132812,34590,Logan,1,Good,Good,0
31105132813,34590,Logan,1,Good,Good,0
31105132814,34590,Logan,1,Good,Good,0
31105132815,34590,Logan,1,Good,Good,0
31106132901,34590,Logan,1,Good,Good,0
31106132902,34590,Logan,1,Good,Good,0
31106132903,34590,Logan,1,Good,Good,0
31106132904,34590,Logan,1,Good,Good,0
31106132905,34590,Logan,1,Good,Good,0
31106132906,34590,Logan,1,Good,Good,0
31106132907,34590,Logan,1,Good,Good,0
31106132908,34590,Logan,1,Good,Good,0
31106132909,34590,Logan,1,Good,Good,0
31106132910,34590,Logan,1,Good,Good,0
31106132911,34590,Logan,1,Good,Good,0
31106132912,34590,Logan,1,Good,Good,0
31106132913,34590,Logan,1,Good,Good,0
31106132914,34590,Logan,1,Good,Good,0
31106132915,34590,Logan,1,Good,Good,0
31106132916,34590,Logan,1,Good,Good,0
31106132917,34590,Logan,1,Good,Good,0
31106133001,34590,Logan,1,Good,Good,0
31106133002,34590,Logan,1,Good,Good,0
31106133003,34590,Logan,1,Good,Good,0
31106133004,34590,Logan,1,Good,Good,0
31106133005,34590,Logan,1,Good,Good,0
31106133006,34590,Logan,1,Good,Good,0
31106133007,34590,Logan,1,Good,Good,0
31106133008,34590,Logan,1,Good,Good,0
31106133009,34590,Logan,1,Good,Good,0
31106133010,34590,Logan,1,Good,Good,0
31106133011,34590,Logan,1,Good,Good,0
31106133012,34590,Logan,1,Good,Good,0
31106133013,34590,Logan,1,Good,Good,0
31106133014,34590,Logan,1,Good,Good,0
31106133015,34590,Logan,1,Good,Good,0
31106133016,34590,Logan,1,Good,Good,0
31106133017,34590,Logan,1,Good,Good,0
31106133018,34590,Logan,1,Good,Good,0
31106133020,34590,Logan,1,Good,Good,0
31106133021,34590,Logan,1,Good,Good,0
31106133022,34590,Logan,1,Good,Good,0
31106133023,34590,Logan,1,Good,Good,0
31106133024,34590,Logan,1,Good,Good,0
31106133025,34590,Logan,1,Good,Good,0
31106133026,34590,Logan,1,Good,Good,0
31106133027,34590,Logan,1,Good,Good,0
31106133101,34590,Logan,1,Good,Good,0
31106133102,34590,Logan,1,Good,Good,0
31106133103,34590,Logan,1,Good,Good,0
31106133104,34590,Logan,1,Good,Good,0
31106133105,34590,Logan,1,Good,Good,0
31106133106,34590,Logan,1,Good,Good,0
31106133107,34590,Logan,1,Good,Good,0
31106133108,34590,Logan,1,Good,Good,0
31106133109,34590,Logan,1,Good,Good,0
31106133110,34590,Logan,1,Good,Good,0
31106133111,34590,Logan,1,Good,Good,0
31106133112,34590,Logan,1,Good,Good,0
31106133113,34590,Logan,1,Good,Good,0
31106133114,34590,Logan,1,Good,Good,0
31106133115,34590,Logan,1,Good,Good,0
31106133201,34590,Logan,1,Good,Good,0
31106133202,34590,Logan,1,Good,Good,0
31106133203,34590,Logan,1,Good,Good,0
31106133204,34590,Logan,1,Good,Good,0
31106133205,34590,Logan,1,Good,Good,0
31106133206,34590,Logan,1,Good,Good,0
31106133207,34590,Logan,1,Good,Good,0
31106133208,34590,Logan,1,Good,Good,0
31106133209,34590,Logan,1,Good,Good,0
31106133210,34590,Logan,1,Good,Good,0
31106133211,34590,Logan,1,Good,Good,0
31106133212,34590,Logan,1,Good,Good,0
31106133213,34590,Logan,1,Good,Good,0
31106133214,34590,Logan,1,Good,Good,0
31106133215,34590,Logan,1,Good,Good,0
31106133216,34590,Logan,1,Good,Good,0
31106133217,34590,Logan,1,Good,Good,0
31106133218,34590,Logan,1,Good,Good,0
31106133219,34590,Logan,1,Good,Good,0
31106133220,34590,Logan,1,Good,Good,0
31106133221,34590,Logan,1,Good,Good,0
31106133222,34590,Logan,1,Good,Good,0
31106133223,34590,Logan,1,Good,Good,0
31106133224,34590,Logan,1,Good,Good,0
31106133225,34590,Logan,1,Good,Good,0
31106133226,34590,Logan,1,Good,Good,0
31106133227,34590,Logan,1,Good,Good,0
31106133228,34590,Logan,1,Good,Good,0
31106133229,34590,Logan,1,Good,Good,0
31106133230,34590,Logan,1,Good,Good,0
31106133231,34590,Logan,1,Good,Good,0
31106133232,34590,Logan,1,Good,Good,0
31106133233,34590,Logan,1,Good,Good,0
31106133234,34590,Logan,1,Good,Good,0
31106133235,34590,Logan,1,Good,Good,0
31106133236,34590,Logan,1,Good,Good,0
31106133237,34590,Logan,1,Good,Good,0
31106133238,34590,Logan,1,Good,Good,0
31106133239,34590,Logan,1,Good,Good,0
31106133240,34590,Logan,1,Good,Good,0
31106133301,34590,Logan,1,Good,Good,0
31106133302,34590,Logan,1,Good,Good,0
31106133303,34590,Logan,1,Good,Good,0
31106133304,34590,Logan,1,Good,Good,0
31106133305,34590,Logan,1,Good,Good,0
31106133306,34590,Logan,1,Good,Good,0
31106133307,34590,Logan,1,Good,Good,0
31106133308,34590,Logan,1,Good,Good,0
31106133309,34590,Logan,1,Good,Good,0
31106133310,34590,Logan,1,Good,Good,0
31106133311,34590,Logan,1,Good,Good,0
31106133312,34590,Logan,1,Good,Good,0
31106133313,34590,Logan,1,Good,Good,0
31106133314,34590,Logan,1,Good,Good,0
31106133315,34590,Logan,1,Good,Good,0
31106133316,34590,Logan,1,Good,Good,0
31106133317,34590,Logan,1,Good,Good,0
31106133318,34590,Logan,1,Good,Good,0
31106133319,34590,Logan,1,Good,Good,0
31106133320,34590,Logan,1,Good,Good,0
31106133321,34590,Logan,1,Good,Good,0
31106133322,34590,Logan,1,Good,Good,0
31106133323,34590,Logan,1,Good,Good,0
31106133324,34590,Logan,1,Good,Good,0
31106133325,34590,Logan,1,Good,Good,0
31106133326,34590,Logan,1,Good,Good,0
31106133327,34590,Logan,1,Good,Good,0
31106133401,34590,Logan,1,Good,Good,0
31106133402,34590,Logan,1,Good,Good,0
31106133403,34590,Logan,1,Good,Good,0
31106133404,34590,Logan,1,Good,Good,0
31106133405,34590,Logan,1,Good,Good,0
31106133406,34590,Logan,1,Good,Good,0
31106133407,34590,Logan,1,Good,Good,0
31106133408,34590,Logan,1,Good,Good,0
31106133409,34590,Logan,1,Good,Good,0
31106133410,34590,Logan,1,Good,Good,0
31106133411,34590,Logan,1,Good,Good,0
31106133412,34590,Logan,1,Good,Good,0
31106133413,34590,Logan,1,Good,Good,0
31106133414,34590,Logan,1,Good,Good,0
31106133415,34590,Logan,1,Good,Good,0
31106133416,34590,Logan,1,Good,Good,0
31106133417,34590,Logan,1,Good,Good,0
31106133418,34590,Logan,1,Good,Good,0
31106133419,34590,Logan,1,Good,Good,0
31106133420,34590,Logan,1,Good,Good,0
31106133421,34590,Logan,1,Good,Good,0
31106133422,34590,Logan,1,Good,Good,0
31106133501,34590,Logan,1,Good,Good,0
31106133502,34590,Logan,1,Good,Good,0
31106133503,34590,Logan,1,Good,Good,0
31106133504,34590,Logan,1,Good,Good,0
31106133505,34590,Logan,1,Good,Good,0
31106133506,34590,Logan,1,Good,Good,0
31106133507,34590,Logan,1,Good,Good,0
31106133508,34590,Logan,1,Good,Good,0
31106133509,34590,Logan,1,Good,Good,0
31106133510,34590,Logan,1,Good,Good,0
31106133511,34590,Logan,1,Good,Good,0
31106133512,34590,Logan,1,Good,Good,0
31106133513,34590,Logan,1,Good,Good,0
31106133601,34590,Logan,1,Good,Good,0
31106133602,34590,Logan,1,Good,Good,0
31106133603,34590,Logan,1,Good,Good,0
31106133604,34590,Logan,1,Good,Good,0
31106133605,34590,Logan,1,Good,Good,0
31106133606,34590,Logan,1,Good,Good,0
31106133607,34590,Logan,1,Good,Good,0
31106133608,34590,Logan,1,Good,Good,0
31106133609,34590,Logan,1,Good,Good,0
31106133610,34590,Logan,1,Good,Good,0
31106133611,34590,Logan,1,Good,Good,0
31106133612,34590,Logan,1,Good,Good,0
31106133613,34590,Logan,1,Good,Good,0
31106133614,34590,Logan,1,Good,Good,0
31106133615,34590,Logan,1,Good,Good,0
31106133616,34590,Logan,1,Good,Good,0
31106133617,34590,Logan,1,Good,Good,0
31106133618,34590,Logan,1,Good,Good,0
31106133619,34590,Logan,1,Good,Good,0
31106133620,34590,Logan,1,Good,Good,0
31106133621,34590,Logan,1,Good,Good,0
31106133622,34590,Logan,1,Good,Good,0
31106133623,34590,Logan,1,Good,Good,0
31106133624,34590,Logan,1,Good,Good,0
31106133625,34590,Logan,1,Good,Good,0
31106133626,34590,Logan,1,Good,Good,0
31106133627,34590,Logan,1,Good,Good,0
31106133628,34590,Logan,1,Good,Good,0
31106133629,34590,Logan,1,Good,Good,0
31106133630,34590,Logan,1,Good,Good,0
31106133631,34590,Logan,1,Good,Good,0
31201133701,37340,Whitsunday,1,Good,Good,0
31201133702,37340,Whitsunday,1,Good,Good,0
31201133703,37340,Whitsunday,1,Good,Good,0
31201133704,37340,Whitsunday,1,Good,Good,0
31201133705,37340,Whitsunday,1,Good,Good,0
31201133706,37340,Whitsunday,1,Good,Good,0
31201133707,37340,Whitsunday,1,Good,Good,0
31201133708,37340,Whitsunday,1,Good,Good,0
31201133709,37340,Whitsunday,1,Good,Good,0
31201133710,37340,Whitsunday,1,Good,Good,0
31201133711,37340,Whitsunday,1,Good,Good,0
31201133712,37340,Whitsunday,1,Good,Good,0
31201133713,37340,Whitsunday,1,Good,Good,0
31201133714,37340,Whitsunday,1,Good,Good,0
31201133715,37340,Whitsunday,1,Good,Good,0
31201133716,37340,Whitsunday,1,Good,Good,0
31201133717,37340,Whitsunday,1,Good,Good,0
31201133718,37340,Whitsunday,1,Good,Good,0
31201133719,37340,Whitsunday,1,Good,Good,0
31201133720,37340,Whitsunday,1,Good,Good,0
31201133721,37340,Whitsunday,1,Good,Good,0
31201133801,33980,Isaac,1,Good,Good,0
31201133802,33980,Isaac,1,Good,Good,0
31201133803,33980,Isaac,1,Good,Good,0
31201133804,33980,Isaac,1,Good,Good,0
31201133805,33980,Isaac,1,Good,Good,0
31201133806,33980,Isaac,1,Good,Good,0
31201133807,33980,Isaac,1,Good,Good,0
31201133808,33980,Isaac,1,Good,Good,0
31201133809,33980,Isaac,1,Good,Good,0
31201133810,33980,Isaac,1,Good,Good,0
31201133811,33980,Isaac,1,Good,Good,0
31201133812,33980,Isaac,1,Good,Good,0
31201133813,33980,Isaac,1,Good,Good,0
31201133814,33980,Isaac,1,Good,Good,0
31201133815,33980,Isaac,1,Good,Good,0
31201133816,33980,Isaac,1,Good,Good,0
31201133817,33980,Isaac,1,Good,Good,0
31201133818,33980,Isaac,1,Good,Good,0
31201133819,33980,Isaac,1,Good,Good,0
31201133820,33980,Isaac,1,Good,Good,0
31201133821,33980,Isaac,1,Good,Good,0
31201133822,33980,Isaac,1,Good,Good,0
31201133823,33980,Isaac,1,Good,Good,0
31201133824,33980,Isaac,1,Good,Good,0
31201133825,33980,Isaac,1,Good,Good,0
31201133826,33980,Isaac,1,Good,Good,0
31201133827,33980,Isaac,1,Good,Good,0
31201133828,33980,Isaac,1,Good,Good,0
31201133901,33980,Isaac,1,Good,Good,0
31201133902,33980,Isaac,1,Good,Good,0
31201133903,33980,Isaac,1,Good,Good,0
31201133904,33980,Isaac,1,Good,Good,0
31201133905,33980,Isaac,1,Good,Good,0
31201133906,33980,Isaac,1,Good,Good,0
31201133908,33980,Isaac,1,Good,Good,0
31201133909,33980,Isaac,1,Good,Good,0
31201133910,33980,Isaac,1,Good,Good,0
31201133911,33980,Isaac,1,Good,Good,0
31201134001,37340,Whitsunday,1,Good,Good,0
31201134002,37340,Whitsunday,1,Good,Good,0
31201134003,37340,Whitsunday,1,Good,Good,0
31201134004,37340,Whitsunday,1,Good,Good,0
31201134005,37340,Whitsunday,1,Good,Good,0
31201134006,37340,Whitsunday,1,Good,Good,0
31201134007,37340,Whitsunday,1,Good,Good,0
31201134008,37340,Whitsunday,1,Good,Good,0
31201134009,37340,Whitsunday,1,Good,Good,0
31201134010,37340,Whitsunday,1,Good,Good,0
31201134011,37340,Whitsunday,1,Good,Good,0
31201134012,37340,Whitsunday,1,Good,Good,0
31201134013,37340,Whitsunday,1,Good,Good,0
31201134014,37340,Whitsunday,1,Good,Good,0
31201134015,37340,Whitsunday,1,Good,Good,0
31201134101,33980,Isaac,1,Good,Good,0
31201134102,33980,Isaac,1,Good,Good,0
31201134103,33980,Isaac,1,Good,Good,0
31201134104,33980,Isaac,1,Good,Good,0
31201134105,33980,Isaac,1,Good,Good,0
31201134106,33980,Isaac,1,Good,Good,0
31201134107,33980,Isaac,1,Good,Good,0
31201134108,33980,Isaac,1,Good,Good,0
31201134109,33980,Isaac,1,Good,Good,0
31201134110,33980,Isaac,1,Good,Good,0
31201134111,33980,Isaac,1,Good,Good,0
31201134112,33980,Isaac,1,Good,Good,0
31201134113,33980,Isaac,1,Good,Good,0
31201134114,33980,Isaac,1,Good,Good,0
31201134115,33980,Isaac,1,Good,Good,0
31201134116,33980,Isaac,1,Good,Good,0
31201134117,33980,Isaac,1,Good,Good,0
31201134118,33980,Isaac,1,Good,Good,0
31201134119,33980,Isaac,1,Good,Good,0
31201134120,33980,Isaac,1,Good,Good,0
31201134121,33980,Isaac,1,Good,Good,0
31201134122,33980,Isaac,1,Good,Good,0
31202134201,34770,Mackay,1,Good,Good,0
31202134202,34770,Mackay,1,Good,Good,0
31202134203,34770,Mackay,1,Good,Good,0
31202134204,34770,Mackay,1,Good,Good,0
31202134205,34770,Mackay,1,Good,Good,0
31202134206,34770,Mackay,1,Good,Good,0
31202134207,34770,Mackay,1,Good,Good,0
31202134208,34770,Mackay,1,Good,Good,0
31202134209,34770,Mackay,1,Good,Good,0
31202134210,34770,Mackay,1,Good,Good,0
31202134211,34770,Mackay,1,Good,Good,0
31202134212,34770,Mackay,1,Good,Good,0
31202134213,34770,Mackay,1,Good,Good,0
31202134214,34770,Mackay,1,Good,Good,0
31202134215,34770,Mackay,1,Good,Good,0
31202134216,34770,Mackay,1,Good,Good,0
31202134217,34770,Mackay,1,Good,Good,0
31202134218,34770,Mackay,1,Good,Good,0
31202134219,34770,Mackay,1,Good,Good,0
31202134220,34770,Mackay,1,Good,Good,0
31202134221,34770,Mackay,1,Good,Good,0
31202134222,34770,Mackay,1,Good,Good,0
31202134223,34770,Mackay,1,Good,Good,0
31202134224,34770,Mackay,1,Good,Good,0
31202134225,34770,Mackay,1,Good,Good,0
31202134226,34770,Mackay,1,Good,Good,0
31202134227,34770,Mackay,1,Good,Good,0
31202134228,34770,Mackay,1,Good,Good,0
31202134229,34770,Mackay,1,Good,Good,0
31202134230,34770,Mackay,1,Good,Good,0
31202134231,34770,Mackay,1,Good,Good,0
31202134232,34770,Mackay,1,Good,Good,0
31202134233,34770,Mackay,1,Good,Good,0
31202134234,34770,Mackay,1,Good,Good,0
31202134301,34770,Mackay,1,Good,Good,0
31202134302,34770,Mackay,1,Good,Good,0
31202134303,34770,Mackay,1,Good,Good,0
31202134304,34770,Mackay,1,Good,Good,0
31202134305,34770,Mackay,1,Good,Good,0
31202134306,34770,Mackay,1,Good,Good,0
31202134307,34770,Mackay,1,Good,Good,0
31202134308,34770,Mackay,1,Good,Good,0
31202134309,34770,Mackay,1,Good,Good,0
31202134310,34770,Mackay,1,Good,Good,0
31202134311,34770,Mackay,1,Good,Good,0
31202134312,34770,Mackay,1,Good,Good,0
31202134401,34770,Mackay,1,Good,Good,0
31202134402,34770,Mackay,1,Good,Good,0
31202134403,34770,Mackay,1,Good,Good,0
31202134404,34770,Mackay,1,Good,Good,0
31202134405,34770,Mackay,1,Good,Good,0
31202134406,34770,Mackay,1,Good,Good,0
31202134407,34770,Mackay,1,Good,Good,0
31202134408,34770,Mackay,1,Good,Good,0
31202134409,34770,Mackay,1,Good,Good,0
31202134410,34770,Mackay,1,Good,Good,0
31202134411,34770,Mackay,1,Good,Good,0
31202134412,34770,Mackay,1,Good,Good,0
31202134413,34770,Mackay,1,Good,Good,0
31202134414,34770,Mackay,1,Good,Good,0
31202134415,34770,Mackay,1,Good,Good,0
31202134416,34770,Mackay,1,Good,Good,0
31202134417,34770,Mackay,1,Good,Good,0
31202134418,34770,Mackay,1,Good,Good,0
31202134420,34770,Mackay,1,Good,Good,0
31202134421,34770,Mackay,1,Good,Good,0
31202134422,34770,Mackay,1,Good,Good,0
31202134501,34770,Mackay,1,Good,Good,0
31202134601,34770,Mackay,1,Good,Good,0
31202134602,34770,Mackay,1,Good,Good,0
31202134603,34770,Mackay,1,Good,Good,0
31202134604,34770,Mackay,1,Good,Good,0
31202134605,34770,Mackay,1,Good,Good,0
31202134606,34770,Mackay,1,Good,Good,0
31202134607,34770,Mackay,1,Good,Good,0
31202134608,34770,Mackay,1,Good,Good,0
31202134609,34770,Mackay,1,Good,Good,0
31202134610,34770,Mackay,1,Good,Good,0
31202134701,34770,Mackay,1,Good,Good,0
31202134801,34770,Mackay,1,Good,Good,0
31202134802,34770,Mackay,1,Good,Good,0
31202134803,34770,Mackay,1,Good,Good,0
31202134804,34770,Mackay,1,Good,Good,0
31202134805,34770,Mackay,1,Good,Good,0
31202134806,34770,Mackay,1,Good,Good,0
31202134807,34770,Mackay,1,Good,Good,0
31202134808,34770,Mackay,1,Good,Good,0
31202134810,34770,Mackay,1,Good,Good,0
31202134811,34770,Mackay,1,Good,Good,0
31202134812,34770,Mackay,1,Good,Good,0
31202134814,34770,Mackay,1,Good,Good,0
31202134816,34770,Mackay,1,Good,Good,0
31202134817,34770,Mackay,1,Good,Good,0
31202134818,34770,Mackay,1,Good,Good,0
31202134819,34770,Mackay,1,Good,Good,0
31202134820,34770,Mackay,1,Good,Good,0
31202134821,34770,Mackay,1,Good,Good,0
31202134822,34770,Mackay,1,Good,Good,0
31202134823,34770,Mackay,1,Good,Good,0
31202134824,34770,Mackay,1,Good,Good,0
31202134825,34770,Mackay,1,Good,Good,0
31202134826,34770,Mackay,1,Good,Good,0
31202134827,34770,Mackay,1,Good,Good,0
31202134828,34770,Mackay,1,Good,Good,0
31202134829,34770,Mackay,1,Good,Good,0
31202134830,34770,Mackay,1,Good,Good,0
31202134831,34770,Mackay,1,Good,Good,0
31202134901,34770,Mackay,1,Good,Good,0
31202134902,34770,Mackay,1,Good,Good,0
31202134903,34770,Mackay,1,Good,Good,0
31202134904,34770,Mackay,1,Good,Good,0
31202134905,34770,Mackay,1,Good,Good,0
31202134906,34770,Mackay,1,Good,Good,0
31202134907,34770,Mackay,1,Good,Good,0
31202134908,34770,Mackay,1,Good,Good,0
31202134909,34770,Mackay,1,Good,Good,0
31202134910,34770,Mackay,1,Good,Good,0
31202134911,34770,Mackay,1,Good,Good,0
31202134912,34770,Mackay,1,Good,Good,0
31202134913,34770,Mackay,1,Good,Good,0
31202134914,34770,Mackay,1,Good,Good,0
31202134915,34770,Mackay,1,Good,Good,0
31202134916,34770,Mackay,1,Good,Good,0
31202134917,34770,Mackay,1,Good,Good,0
31202134918,34770,Mackay,1,Good,Good,0
31202134919,34770,Mackay,1,Good,Good,0
31202135001,34770,Mackay,1,Good,Good,0
31202135002,34770,Mackay,1,Good,Good,0
31202135003,34770,Mackay,1,Good,Good,0
31202135004,34770,Mackay,1,Good,Good,0
31202135005,34770,Mackay,1,Good,Good,0
31202135006,34770,Mackay,1,Good,Good,0
31202135007,34770,Mackay,1,Good,Good,0
31202135008,34770,Mackay,1,Good,Good,0
31202135009,34770,Mackay,1,Good,Good,0
31202135010,34770,Mackay,1,Good,Good,0
31202135101,34770,Mackay,1,Good,Good,0
31202135102,34770,Mackay,1,Good,Good,0
31202135103,34770,Mackay,1,Good,Good,0
31202135104,34770,Mackay,1,Good,Good,0
31202135105,34770,Mackay,1,Good,Good,0
31202135106,34770,Mackay,1,Good,Good,0
31202135107,34770,Mackay,1,Good,Good,0
31202135108,34770,Mackay,1,Good,Good,0
31202135109,34770,Mackay,1,Good,Good,0
31202135110,34770,Mackay,1,Good,Good,0
31202135111,34770,Mackay,1,Good,Good,0
31202135112,34770,Mackay,1,Good,Good,0
31202135113,34770,Mackay,1,Good,Good,0
31202135114,34770,Mackay,1,Good,Good,0
31202135115,34770,Mackay,1,Good,Good,0
31202135201,34770,Mackay,1,Good,Good,0
31202135202,34770,Mackay,1,Good,Good,0
31202135203,34770,Mackay,1,Good,Good,0
31202135204,34770,Mackay,1,Good,Good,0
31202135205,34770,Mackay,1,Good,Good,0
31202135206,34770,Mackay,1,Good,Good,0
31202135207,34770,Mackay,1,Good,Good,0
31202135208,34770,Mackay,1,Good,Good,0
31202135209,34770,Mackay,1,Good,Good,0
31202135210,34770,Mackay,1,Good,Good,0
31202135211,34770,Mackay,1,Good,Good,0
31202135212,34770,Mackay,1,Good,Good,0
31202135213,34770,Mackay,1,Good,Good,0
31202135214,34770,Mackay,1,Good,Good,0
31202135215,34770,Mackay,1,Good,Good,0
31202135216,34770,Mackay,1,Good,Good,0
31202135217,34770,Mackay,1,Good,Good,0
31202135218,34770,Mackay,1,Good,Good,0
31202135219,34770,Mackay,1,Good,Good,0
31202135220,34770,Mackay,1,Good,Good,0
31202135221,34770,Mackay,1,Good,Good,0
31202135222,34770,Mackay,1,Good,Good,0
31202135223,34770,Mackay,1,Good,Good,0
31202135224,34770,Mackay,1,Good,Good,0
31202135225,34770,Mackay,1,Good,Good,0
31202135226,34770,Mackay,1,Good,Good,0
31202135301,34770,Mackay,1,Good,Good,0
31202135302,34770,Mackay,1,Good,Good,0
31202135303,34770,Mackay,1,Good,Good,0
31202135304,34770,Mackay,1,Good,Good,0
31202135305,34770,Mackay,1,Good,Good,0
31202135306,34770,Mackay,1,Good,Good,0
31202135307,34770,Mackay,1,Good,Good,0
31202135308,34770,Mackay,1,Good,Good,0
31202135309,34770,Mackay,1,Good,Good,0
31202135310,34770,Mackay,1,Good,Good,0
31202135311,34770,Mackay,1,Good,Good,0
31202135312,34770,Mackay,1,Good,Good,0
31202135313,34770,Mackay,1,Good,Good,0
31202135314,34770,Mackay,1,Good,Good,0
31202135315,34770,Mackay,1,Good,Good,0
31202135316,34770,Mackay,1,Good,Good,0
31202135317,34770,Mackay,1,Good,Good,0
31202135318,34770,Mackay,1,Good,Good,0
31202135319,34770,Mackay,1,Good,Good,0
31202135320,34770,Mackay,1,Good,Good,0
31202135321,34770,Mackay,1,Good,Good,0
31202135322,34770,Mackay,1,Good,Good,0
31202135323,34770,Mackay,1,Good,Good,0
31202135324,34770,Mackay,1,Good,Good,0
31202135325,34770,Mackay,1,Good,Good,0
31202135326,34770,Mackay,1,Good,Good,0
31202135327,34770,Mackay,1,Good,Good,0
31202135328,34770,Mackay,1,Good,Good,0
31202135401,34770,Mackay,1,Good,Good,0
31202135402,34770,Mackay,1,Good,Good,0
31202135403,34770,Mackay,1,Good,Good,0
31202135404,34770,Mackay,1,Good,Good,0
31202135405,34770,Mackay,1,Good,Good,0
31202135406,34770,Mackay,1,Good,Good,0
31202135407,34770,Mackay,1,Good,Good,0
31202135408,34770,Mackay,1,Good,Good,0
31202135409,34770,Mackay,1,Good,Good,0
31202135410,34770,Mackay,1,Good,Good,0
31202135411,34770,Mackay,1,Good,Good,0
31202135412,34770,Mackay,1,Good,Good,0
31202135413,34770,Mackay,1,Good,Good,0
31202135501,34770,Mackay,1,Good,Good,0
31202135502,34770,Mackay,1,Good,Good,0
31202135503,34770,Mackay,1,Good,Good,0
31202135504,34770,Mackay,1,Good,Good,0
31202135505,34770,Mackay,1,Good,Good,0
31202135506,34770,Mackay,1,Good,Good,0
31202135507,34770,Mackay,1,Good,Good,0
31202135508,34770,Mackay,1,Good,Good,0
31202135509,34770,Mackay,1,Good,Good,0
31202135510,34770,Mackay,1,Good,Good,0
31202135511,34770,Mackay,1,Good,Good,0
31202135512,34770,Mackay,1,Good,Good,0
31202135513,34770,Mackay,1,Good,Good,0
31202135601,34770,Mackay,1,Good,Good,0
31202135602,34770,Mackay,1,Good,Good,0
31202135603,34770,Mackay,1,Good,Good,0
31202135604,34770,Mackay,1,Good,Good,0
31202135605,34770,Mackay,1,Good,Good,0
31202135606,34770,Mackay,1,Good,Good,0
31202135607,34770,Mackay,1,Good,Good,0
31202135608,34770,Mackay,1,Good,Good,0
31202135609,34770,Mackay,1,Good,Good,0
31202135610,34770,Mackay,1,Good,Good,0
31202135611,34770,Mackay,1,Good,Good,0
31202135612,34770,Mackay,1,Good,Good,0
31202135613,34770,Mackay,1,Good,Good,0
31202135614,34770,Mackay,1,Good,Good,0
31202135615,34770,Mackay,1,Good,Good,0
31202135616,34770,Mackay,1,Good,Good,0
31202135617,34770,Mackay,1,Good,Good,0
31202135618,34770,Mackay,1,Good,Good,0
31202135619,34770,Mackay,1,Good,Good,0
31202135701,34770,Mackay,1,Good,Good,0
31202135702,34770,Mackay,1,Good,Good,0
31202135703,34770,Mackay,1,Good,Good,0
31202135704,34770,Mackay,1,Good,Good,0
31202135705,34770,Mackay,1,Good,Good,0
31202135706,34770,Mackay,1,Good,Good,0
31202135707,34770,Mackay,1,Good,Good,0
31202135708,34770,Mackay,1,Good,Good,0
31202135709,34770,Mackay,1,Good,Good,0
31202135710,34770,Mackay,1,Good,Good,0
31202135711,34770,Mackay,1,Good,Good,0
31202135712,34770,Mackay,1,Good,Good,0
31202135713,34770,Mackay,1,Good,Good,0
31202135714,34770,Mackay,1,Good,Good,0
31202135715,34770,Mackay,1,Good,Good,0
31202135716,34770,Mackay,1,Good,Good,0
31202135717,34770,Mackay,1,Good,Good,0
31202135718,34770,Mackay,1,Good,Good,0
31202135719,34770,Mackay,1,Good,Good,0
31202135720,34770,Mackay,1,Good,Good,0
31202135721,34770,Mackay,1,Good,Good,0
31202135722,34770,Mackay,1,Good,Good,0
31202135723,34770,Mackay,1,Good,Good,0
31202135801,34770,Mackay,1,Good,Good,0
31202135802,34770,Mackay,1,Good,Good,0
31202135803,34770,Mackay,1,Good,Good,0
31202135804,34770,Mackay,1,Good,Good,0
31202135805,34770,Mackay,1,Good,Good,0
31202135806,34770,Mackay,1,Good,Good,0
31202135807,34770,Mackay,1,Good,Good,0
31202135808,34770,Mackay,1,Good,Good,0
31202135809,34770,Mackay,1,Good,Good,0
31202135810,34770,Mackay,1,Good,Good,0
31202135811,34770,Mackay,1,Good,Good,0
31202135812,34770,Mackay,1,Good,Good,0
31202135813,34770,Mackay,1,Good,Good,0
31202135814,34770,Mackay,1,Good,Good,0
31202135815,34770,Mackay,1,Good,Good,0
31202135816,34770,Mackay,1,Good,Good,0
31202135817,34770,Mackay,1,Good,Good,0
31203135901,37340,Whitsunday,1,Good,Good,0
31203135902,37340,Whitsunday,1,Good,Good,0
31203135903,37340,Whitsunday,1,Good,Good,0
31203135904,37340,Whitsunday,1,Good,Good,0
31203135905,37340,Whitsunday,1,Good,Good,0
31203135906,37340,Whitsunday,1,Good,Good,0
31203135907,37340,Whitsunday,1,Good,Good,0
31203135908,37340,Whitsunday,1,Good,Good,0
31203135909,37340,Whitsunday,1,Good,Good,0
31203135910,37340,Whitsunday,1,Good,Good,0
31203135911,37340,Whitsunday,1,Good,Good,0
31203135912,37340,Whitsunday,1,Good,Good,0
31203135913,37340,Whitsunday,1,Good,Good,0
31203135914,37340,Whitsunday,1,Good,Good,0
31203135915,37340,Whitsunday,1,Good,Good,0
31203135916,37340,Whitsunday,1,Good,Good,0
31203135917,37340,Whitsunday,1,Good,Good,0
31203135918,37340,Whitsunday,1,Good,Good,0
31203135919,37340,Whitsunday,1,Good,Good,0
31203135920,37340,Whitsunday,1,Good,Good,0
31203135921,37340,Whitsunday,1,Good,Good,0
31203135922,37340,Whitsunday,1,Good,Good,0
31203135923,37340,Whitsunday,1,Good,Good,0
