SA1_MAINCODE_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10301105817,10470,Bathurst Regional,1,Good,Good,0
10301105818,10470,Bathurst Regional,1,Good,Good,0
10301105819,10470,Bathurst Regional,1,Good,Good,0
10301105820,10470,Bathurst Regional,1,Good,Good,0
10301105821,10470,Bathurst Regional,1,Good,Good,0
10301105822,10470,Bathurst Regional,1,Good,Good,0
10301105823,10470,Bathurst Regional,1,Good,Good,0
10301105824,10470,Bathurst Regional,1,Good,Good,0
10301105825,10470,Bathurst Regional,1,Good,Good,0
10301105826,10470,Bathurst Regional,1,Good,Good,0
10301105827,10470,Bathurst Regional,1,Good,Good,0
10301105828,10470,Bathurst Regional,1,Good,Good,0
10301105829,10470,Bathurst Regional,1,Good,Good,0
10301105830,10470,Bathurst Regional,1,Good,Good,0
10301105831,10470,Bathurst Regional,1,Good,Good,0
10301105832,10470,Bathurst Regional,1,Good,Good,0
10301105833,10470,Bathurst Regional,1,Good,Good,0
10301105834,10470,Bathurst Regional,1,Good,Good,0
10301105835,10470,Bathurst Regional,1,Good,Good,0
10301105836,10470,Bathurst Regional,1,Good,Good,0
10301105837,10470,Bathurst Regional,1,Good,Good,0
10301105838,10470,Bathurst Regional,1,Good,Good,0
10301105839,10470,Bathurst Regional,1,Good,Good,0
10301105840,10470,Bathurst Regional,1,Good,Good,0
10301105841,10470,Bathurst Regional,1,Good,Good,0
10301105842,10470,Bathurst Regional,1,Good,Good,0
10301105843,10470,Bathurst Regional,1,Good,Good,0
10301105844,10470,Bathurst Regional,1,Good,Good,0
10301105845,10470,Bathurst Regional,1,Good,Good,0
10301105846,10470,Bathurst Regional,1,Good,Good,0
10301105847,10470,Bathurst Regional,1,Good,Good,0
10301105848,10470,Bathurst Regional,1,Good,Good,0
10301105849,10470,Bathurst Regional,1,Good,Good,0
10301105850,10470,Bathurst Regional,1,Good,Good,0
10301105851,10470,Bathurst Regional,1,Good,Good,0
10301105852,10470,Bathurst Regional,1,Good,Good,0
10301105853,10470,Bathurst Regional,1,Good,Good,0
10301105854,10470,Bathurst Regional,1,Good,Good,0
10301105855,10470,Bathurst Regional,1,Good,Good,0
10301105856,10470,Bathurst Regional,1,Good,Good,0
10301105857,10470,Bathurst Regional,1,Good,Good,0
10301105858,10470,Bathurst Regional,1,Good,Good,0
10301105859,10470,Bathurst Regional,1,Good,Good,0
10301105860,10470,Bathurst Regional,1,Good,Good,0
10301105861,10470,Bathurst Regional,1,Good,Good,0
10301105862,10470,Bathurst Regional,1,Good,Good,0
10301105863,10470,Bathurst Regional,1,Good,Good,0
10301105864,10470,Bathurst Regional,1,Good,Good,0
10301105901,10470,Bathurst Regional,1,Good,Good,0
10301105902,10470,Bathurst Regional,1,Good,Good,0
10301105903,10470,Bathurst Regional,1,Good,Good,0
10301105904,10470,Bathurst Regional,1,Good,Good,0
10301105905,10470,Bathurst Regional,1,Good,Good,0
10301105906,10470,Bathurst Regional,1,Good,Good,0
10301105907,10470,Bathurst Regional,1,Good,Good,0
10301105908,10470,Bathurst Regional,1,Good,Good,0
10301105910,10470,Bathurst Regional,1,Good,Good,0
10301105912,10470,Bathurst Regional,1,Good,Good,0
10301105913,10470,Bathurst Regional,1,Good,Good,0
10301105914,10470,Bathurst Regional,1,Good,Good,0
10301105915,10470,Bathurst Regional,1,Good,Good,0
10301105916,10470,Bathurst Regional,1,Good,Good,0
10301105917,10470,Bathurst Regional,1,Good,Good,0
10301105918,10470,Bathurst Regional,1,Good,Good,0
10301105919,10470,Bathurst Regional,1,Good,Good,0
10301105920,10470,Bathurst Regional,1,Good,Good,0
10301105921,10470,Bathurst Regional,1,Good,Good,0
10301105922,10470,Bathurst Regional,1,Good,Good,0
10301105923,10470,Bathurst Regional,1,Good,Good,0
10301105924,10470,Bathurst Regional,1,Good,Good,0
10301105925,10470,Bathurst Regional,1,Good,Good,0
10301105926,10470,Bathurst Regional,1,Good,Good,0
10301105927,10470,Bathurst Regional,1,Good,Good,0
10301106001,10470,Bathurst Regional,1,Good,Good,0
10301106002,10470,Bathurst Regional,1,Good,Good,0
10301106003,10470,Bathurst Regional,1,Good,Good,0
10301106004,10470,Bathurst Regional,1,Good,Good,0
10301106005,10470,Bathurst Regional,1,Good,Good,0
10301106006,10470,Bathurst Regional,1,Good,Good,0
10301106007,10470,Bathurst Regional,1,Good,Good,0
10301106008,10470,Bathurst Regional,1,Good,Good,0
10301106009,10470,Bathurst Regional,1,Good,Good,0
10301106010,10470,Bathurst Regional,1,Good,Good,0
10301106011,10470,Bathurst Regional,1,Good,Good,0
10301106012,10470,Bathurst Regional,1,Good,Good,0
10301106013,10470,Bathurst Regional,1,Good,Good,0
10301106014,10470,Bathurst Regional,1,Good,Good,0
10301106015,10470,Bathurst Regional,0.9456129,Good,Good,0
10301106015,16100,Oberon,0.0543871,Good,Good,0
10301106016,16100,Oberon,1,Good,Good,0
10301106017,16100,Oberon,0.7641254,Good,Good,0
10301106017,10470,Bathurst Regional,0.2358746,Good,Good,0
10301106018,14870,Lithgow,0.0553752,Good,Good,0
10301106018,10470,Bathurst Regional,0.9446248,Good,Good,0
10301106019,10470,Bathurst Regional,1,Good,Good,0
10301106020,10470,Bathurst Regional,1,Good,Good,0
10301106021,10470,Bathurst Regional,1,Good,Good,0
10301106101,16100,Oberon,1,Good,Good,0
10301106102,16100,Oberon,1,Good,Good,0
10301106103,16100,Oberon,1,Good,Good,0
10301106104,16100,Oberon,1,Good,Good,0
10301106105,16100,Oberon,1,Good,Good,0
10301106106,16100,Oberon,1,Good,Good,0
10301106107,16100,Oberon,1,Good,Good,0
10301106108,16100,Oberon,1,Good,Good,0
10301106109,16100,Oberon,1,Good,Good,0
10301106110,16100,Oberon,1,Good,Good,0
10301106111,16100,Oberon,1,Good,Good,0
10301106112,16100,Oberon,1,Good,Good,0
10301106113,16100,Oberon,1,Good,Good,0
10301106114,16100,Oberon,1,Good,Good,0
10301106115,16100,Oberon,1,Good,Good,0
10301106116,16100,Oberon,1,Good,Good,0
10302106201,14600,Lachlan,1,Good,Good,0
10302106202,14600,Lachlan,1,Good,Good,0
10302106203,14600,Lachlan,1,Good,Good,0
10302106204,14600,Lachlan,1,Good,Good,0
10302106205,14600,Lachlan,1,Good,Good,0
10302106206,14600,Lachlan,1,Good,Good,0
10302106207,14600,Lachlan,1,Good,Good,0
10302106208,16200,Parkes,1,Good,Good,0
10302106209,14600,Lachlan,1,Good,Good,0
10302106210,14600,Lachlan,1,Good,Good,0
10302106211,14600,Lachlan,1,Good,Good,0
10302106212,14600,Lachlan,1,Good,Good,0
10302106213,14600,Lachlan,1,Good,Good,0
10302106214,14600,Lachlan,1,Good,Good,0
10302106215,14600,Lachlan,1,Good,Good,0
10302106216,12900,Forbes,0.9999929,Good,Good,0
10302106216,14600,Lachlan,7.10E-06,Good,Good,1
10302106217,14600,Lachlan,1,Good,Good,0
10302106217,12900,Forbes,0,Good,Good,1
10302106218,14600,Lachlan,1,Good,Good,0
10302106219,14600,Lachlan,1,Good,Good,0
10302106220,14600,Lachlan,1,Good,Good,0
10302106221,16200,Parkes,1,Good,Good,0
10302106221,14600,Lachlan,0,Good,Good,1
10302106222,14600,Lachlan,1,Good,Good,0
10302106223,14600,Lachlan,1,Good,Good,0
10302106224,14600,Lachlan,1,Good,Good,0
10302106225,14600,Lachlan,1,Good,Good,0
10302106301,12350,Cowra,1,Good,Good,0
10302106302,12350,Cowra,1,Good,Good,0
10302106303,12350,Cowra,1,Good,Good,0
10302106304,12350,Cowra,1,Good,Good,0
10302106305,12350,Cowra,1,Good,Good,0
10302106306,12350,Cowra,1,Good,Good,0
10302106307,12350,Cowra,1,Good,Good,0
10302106308,12350,Cowra,1,Good,Good,0
10302106309,12350,Cowra,1,Good,Good,0
10302106310,12350,Cowra,1,Good,Good,0
10302106311,12350,Cowra,1,Good,Good,0
10302106312,12350,Cowra,1,Good,Good,0
10302106313,12350,Cowra,1,Good,Good,0
10302106314,12350,Cowra,1,Good,Good,0
10302106315,12350,Cowra,1,Good,Good,0
10302106316,12350,Cowra,1,Good,Good,0
10302106317,12350,Cowra,1,Good,Good,0
10302106318,12350,Cowra,1,Good,Good,0
10302106319,12350,Cowra,1,Good,Good,0
10302106320,12350,Cowra,1,Good,Good,0
10302106321,12350,Cowra,1,Good,Good,0
10302106322,12350,Cowra,1,Good,Good,0
10302106323,12350,Cowra,1,Good,Good,0
10302106324,12350,Cowra,1,Good,Good,0
10302106325,12350,Cowra,1,Good,Good,0
10302106326,12350,Cowra,1,Good,Good,0
10302106327,12350,Cowra,1,Good,Good,0
10302106328,12350,Cowra,1,Good,Good,0
10302106329,12350,Cowra,1,Good,Good,0
10302106401,11400,Cabonne,1,Good,Good,0
10302106402,11400,Cabonne,1,Good,Good,0
10302106403,11400,Cabonne,1,Good,Good,0
10302106404,11400,Cabonne,1,Good,Good,0
10302106405,12350,Cowra,1,Good,Good,0
10302106406,11400,Cabonne,1,Good,Good,0
10302106407,11400,Cabonne,1,Good,Good,0
10302106408,11400,Cabonne,0.0557153,Good,Good,0
10302106408,12350,Cowra,0.9442847,Good,Good,0
10302106409,12350,Cowra,1,Good,Good,0
10302106410,12350,Cowra,1,Good,Good,0
10302106411,12350,Cowra,1,Good,Good,0
10302106412,12350,Cowra,1,Good,Good,0
10302106413,12350,Cowra,1,Good,Good,0
10302106414,12350,Cowra,1,Good,Good,0
10302106415,12350,Cowra,1,Good,Good,0
10302106416,12350,Cowra,1,Good,Good,0
10302106417,12350,Cowra,1,Good,Good,0
10302106418,11400,Cabonne,1,Good,Good,0
10302106501,12900,Forbes,1,Good,Good,0
10302106502,12900,Forbes,1,Good,Good,0
10302106503,12900,Forbes,1,Good,Good,0
10302106504,12900,Forbes,1,Good,Good,0
10302106505,12900,Forbes,1,Good,Good,0
10302106506,12900,Forbes,1,Good,Good,0
10302106507,12900,Forbes,1,Good,Good,0
10302106508,12900,Forbes,1,Good,Good,0
10302106509,12900,Forbes,1,Good,Good,0
10302106510,12900,Forbes,1,Good,Good,0
10302106511,12900,Forbes,1,Good,Good,0
10302106512,12900,Forbes,1,Good,Good,0
10302106513,12900,Forbes,1,Good,Good,0
10302106514,12900,Forbes,1,Good,Good,0
10302106515,11400,Cabonne,1,Good,Good,0
10302106516,11400,Cabonne,1,Good,Good,0
10302106517,12900,Forbes,1,Good,Good,0
10302106518,12900,Forbes,1,Good,Good,0
10302106519,12900,Forbes,0.9999994,Good,Good,0
10302106519,18100,Weddin,6.00E-07,Good,Good,1
10302106520,12900,Forbes,0.9999997,Good,Good,0
10302106520,14600,Lachlan,3.00E-07,Good,Good,1
10302106521,12900,Forbes,1,Good,Good,0
10302106522,12900,Forbes,1,Good,Good,0
10302106523,12900,Forbes,1,Good,Good,0
10302106524,12900,Forbes,1,Good,Good,0
10302106525,12900,Forbes,1,Good,Good,0
10302106526,12900,Forbes,1,Good,Good,0
10302106527,12900,Forbes,1,Good,Good,0
10302106528,12900,Forbes,1,Good,Good,0
10302106529,12900,Forbes,1,Good,Good,0
10302106601,18100,Weddin,1,Good,Good,0
10302106602,18100,Weddin,1,Good,Good,0
10302106603,18100,Weddin,1,Good,Good,0
10302106604,18100,Weddin,1,Good,Good,0
10302106605,18100,Weddin,1,Good,Good,0
10302106606,18100,Weddin,1,Good,Good,0
10302106607,18100,Weddin,1,Good,Good,0
10302106608,18100,Weddin,1,Good,Good,0
10302106609,18100,Weddin,1,Good,Good,0
10302106610,18100,Weddin,1,Good,Good,0
10302106611,18100,Weddin,1,Good,Good,0
10302106612,18100,Weddin,1,Good,Good,0
10302106613,18100,Weddin,1,Good,Good,0
10302106701,16200,Parkes,1,Good,Good,0
10302106702,16200,Parkes,1,Good,Good,0
10302106703,16200,Parkes,1,Good,Good,0
10302106704,16200,Parkes,1,Good,Good,0
10302106705,16200,Parkes,1,Good,Good,0
10302106706,16200,Parkes,1,Good,Good,0
10302106707,16200,Parkes,1,Good,Good,0
10302106708,16200,Parkes,1,Good,Good,0
10302106709,16200,Parkes,1,Good,Good,0
10302106710,16200,Parkes,1,Good,Good,0
10302106711,16200,Parkes,1,Good,Good,0
10302106712,16200,Parkes,1,Good,Good,0
10302106713,16200,Parkes,1,Good,Good,0
10302106714,16200,Parkes,1,Good,Good,0
10302106715,16200,Parkes,1,Good,Good,0
10302106716,16200,Parkes,1,Good,Good,0
10302106717,16200,Parkes,1,Good,Good,0
10302106718,16200,Parkes,1,Good,Good,0
10302106719,16200,Parkes,1,Good,Good,0
10302106720,16200,Parkes,1,Good,Good,0
10302106721,16200,Parkes,1,Good,Good,0
10302106722,16200,Parkes,1,Good,Good,0
10302106723,16200,Parkes,1,Good,Good,0
10302106724,16200,Parkes,1,Good,Good,0
10302106725,16200,Parkes,1,Good,Good,0
10302106726,16200,Parkes,1,Good,Good,0
10302106727,16200,Parkes,1,Good,Good,0
10302106728,16200,Parkes,1,Good,Good,0
10302106729,16200,Parkes,1,Good,Good,0
10302106801,12900,Forbes,0.3221338,Good,Good,0
10302106801,16200,Parkes,0.4759437,Good,Good,0
10302106801,11400,Cabonne,0.2019224,Good,Good,0
10302106802,16200,Parkes,1,Good,Good,0
10302106803,16200,Parkes,1,Good,Good,0
10302106804,16200,Parkes,1,Good,Good,0
10302106805,16200,Parkes,1,Good,Good,0
10302106806,16200,Parkes,1,Good,Good,0
10302106807,12900,Forbes,0.0165364,Good,Good,0
10302106807,16200,Parkes,0.9834636,Good,Good,0
10302106808,16200,Parkes,1,Good,Good,0
10302106809,16200,Parkes,1,Good,Good,0
10302106810,16200,Parkes,1,Good,Good,0
10302106811,16200,Parkes,1,Good,Good,0
10302106901,10800,Bland,1,Good,Good,0
10302106902,10800,Bland,1,Good,Good,0
10302106903,10800,Bland,1,Good,Good,0
10302106904,10800,Bland,1,Good,Good,0
10302106905,10800,Bland,1,Good,Good,0
10302106906,10800,Bland,1,Good,Good,0
10302106907,10800,Bland,1,Good,Good,0
10302106908,10800,Bland,1,Good,Good,0
10302106909,10800,Bland,1,Good,Good,0
10302106910,10800,Bland,1,Good,Good,0
10302106911,10800,Bland,1,Good,Good,0
10302106912,10800,Bland,1,Good,Good,0
10302106913,10800,Bland,1,Good,Good,0
10302106914,10800,Bland,1,Good,Good,0
10302106915,10800,Bland,1,Good,Good,0
10302106916,10800,Bland,1,Good,Good,0
10302106917,10800,Bland,1,Good,Good,0
10302106918,10800,Bland,1,Good,Good,0
10302106919,10800,Bland,1,Good,Good,0
10303107001,14870,Lithgow,1,Good,Good,0
10303107002,14870,Lithgow,1,Good,Good,0
10303107003,14870,Lithgow,1,Good,Good,0
10303107004,14870,Lithgow,1,Good,Good,0
10303107005,14870,Lithgow,1,Good,Good,0
10303107006,14870,Lithgow,1,Good,Good,0
10303107007,14870,Lithgow,1,Good,Good,0
10303107008,14870,Lithgow,1,Good,Good,0
10303107009,14870,Lithgow,1,Good,Good,0
10303107010,14870,Lithgow,1,Good,Good,0
10303107011,14870,Lithgow,1,Good,Good,0
10303107012,14870,Lithgow,1,Good,Good,0
10303107013,14870,Lithgow,1,Good,Good,0
10303107014,14870,Lithgow,1,Good,Good,0
10303107015,14870,Lithgow,1,Good,Good,0
10303107016,14870,Lithgow,1,Good,Good,0
10303107017,14870,Lithgow,1,Good,Good,0
10303107018,14870,Lithgow,1,Good,Good,0
10303107019,14870,Lithgow,1,Good,Good,0
10303107020,14870,Lithgow,1,Good,Good,0
10303107021,14870,Lithgow,1,Good,Good,0
10303107022,14870,Lithgow,1,Good,Good,0
10303107023,14870,Lithgow,1,Good,Good,0
10303107024,14870,Lithgow,1,Good,Good,0
10303107025,14870,Lithgow,1,Good,Good,0
10303107026,14870,Lithgow,1,Good,Good,0
10303107027,14870,Lithgow,1,Good,Good,0
10303107028,14870,Lithgow,1,Good,Good,0
10303107029,14870,Lithgow,1,Good,Good,0
10303107030,14870,Lithgow,1,Good,Good,0
10303107031,14870,Lithgow,1,Good,Good,0
10303107032,14870,Lithgow,1,Good,Good,0
10303107101,14870,Lithgow,1,Good,Good,0
10303107102,14870,Lithgow,1,Good,Good,0
10303107103,14870,Lithgow,1,Good,Good,0
10303107104,14870,Lithgow,1,Good,Good,0
10303107105,14870,Lithgow,1,Good,Good,0
10303107106,14870,Lithgow,1,Good,Good,0
10303107107,14870,Lithgow,1,Good,Good,0
10303107108,14870,Lithgow,1,Good,Good,0
10303107109,14870,Lithgow,1,Good,Good,0
10303107110,14870,Lithgow,1,Good,Good,0
10303107111,14870,Lithgow,1,Good,Good,0
10303107112,14870,Lithgow,1,Good,Good,0
10303107113,14870,Lithgow,1,Good,Good,0
10303107114,14870,Lithgow,1,Good,Good,0
10303107115,14870,Lithgow,1,Good,Good,0
10303107116,10470,Bathurst Regional,1.00E-07,Good,Good,1
10303107116,14870,Lithgow,0.9999999,Good,Good,0
10303107117,14870,Lithgow,1,Good,Good,0
10303107118,14870,Lithgow,1,Good,Good,0
10303107119,14870,Lithgow,1,Good,Good,0
10303107120,14870,Lithgow,1,Good,Good,0
10303107121,14870,Lithgow,1,Good,Good,0
10303107122,14870,Lithgow,1,Good,Good,0
10303107123,14870,Lithgow,1,Good,Good,0
10303107124,14870,Lithgow,1,Good,Good,0
10303107125,14870,Lithgow,1,Good,Good,0
10303107126,14870,Lithgow,1,Good,Good,0
10303107127,14870,Lithgow,1,Good,Good,0
10303107128,14870,Lithgow,1,Good,Good,0
10303107201,15270,Mid-Western Regional,1,Good,Good,0
10303107202,15270,Mid-Western Regional,1,Good,Good,0
10303107203,15270,Mid-Western Regional,1,Good,Good,0
10303107204,15270,Mid-Western Regional,1,Good,Good,0
10303107205,15270,Mid-Western Regional,1,Good,Good,0
10303107206,15270,Mid-Western Regional,1,Good,Good,0
10303107207,15270,Mid-Western Regional,1,Good,Good,0
10303107208,15270,Mid-Western Regional,1,Good,Good,0
10303107209,15270,Mid-Western Regional,1,Good,Good,0
10303107210,15270,Mid-Western Regional,1,Good,Good,0
10303107211,15270,Mid-Western Regional,1,Good,Good,0
10303107212,15270,Mid-Western Regional,1,Good,Good,0
10303107214,15270,Mid-Western Regional,1,Good,Good,0
10303107215,15270,Mid-Western Regional,1,Good,Good,0
10303107216,15270,Mid-Western Regional,1,Good,Good,0
10303107217,15270,Mid-Western Regional,1,Good,Good,0
10303107218,15270,Mid-Western Regional,1,Good,Good,0
10303107219,15270,Mid-Western Regional,1,Good,Good,0
10303107220,15270,Mid-Western Regional,1,Good,Good,0
10303107221,15270,Mid-Western Regional,1,Good,Good,0
10303107222,15270,Mid-Western Regional,1,Good,Good,0
10303107224,15270,Mid-Western Regional,1,Good,Good,0
10303107225,15270,Mid-Western Regional,1,Good,Good,0
10303107226,15270,Mid-Western Regional,1,Good,Good,0
10303107227,15270,Mid-Western Regional,1,Good,Good,0
10303107228,15270,Mid-Western Regional,1,Good,Good,0
10303107301,15270,Mid-Western Regional,1,Good,Good,0
10303107302,15270,Mid-Western Regional,1,Good,Good,0
10303107303,15270,Mid-Western Regional,1,Good,Good,0
10303107304,15270,Mid-Western Regional,1,Good,Good,0
10303107305,15270,Mid-Western Regional,1,Good,Good,0
10303107306,15270,Mid-Western Regional,1,Good,Good,0
10303107307,15270,Mid-Western Regional,1,Good,Good,0
10303107308,15270,Mid-Western Regional,1,Good,Good,0
10303107309,15270,Mid-Western Regional,1,Good,Good,0
10303107310,15270,Mid-Western Regional,1,Good,Good,0
10303107311,15270,Mid-Western Regional,1,Good,Good,0
10303107311,14870,Lithgow,0,Good,Good,1
10303107312,15270,Mid-Western Regional,1,Good,Good,0
10303107313,15270,Mid-Western Regional,1,Good,Good,0
10303107314,15270,Mid-Western Regional,1,Good,Good,0
10303107401,15270,Mid-Western Regional,1,Good,Good,0
10303107402,15270,Mid-Western Regional,1,Good,Good,0
10303107403,15270,Mid-Western Regional,1,Good,Good,0
10303107404,18020,Warrumbungle Shire,1,Good,Good,0
10303107405,18020,Warrumbungle Shire,1,Good,Good,0
10303107406,18020,Warrumbungle Shire,1,Good,Good,0
10303107407,15270,Mid-Western Regional,1,Good,Good,0
10303107408,15270,Mid-Western Regional,1,Good,Good,0
10303107409,15270,Mid-Western Regional,1,Good,Good,0
10303107410,17620,Upper Hunter Shire,0,Good,Good,1
10303107410,15270,Mid-Western Regional,1,Good,Good,0
10303107411,15270,Mid-Western Regional,1,Good,Good,0
10303107412,15270,Mid-Western Regional,1,Good,Good,0
10303107413,15270,Mid-Western Regional,1,Good,Good,0
10303107414,15270,Mid-Western Regional,1,Good,Good,0
10303107415,15270,Mid-Western Regional,1,Good,Good,0
10303107416,15270,Mid-Western Regional,1,Good,Good,0
10303107417,15270,Mid-Western Regional,1,Good,Good,0
10303107418,15270,Mid-Western Regional,1,Good,Good,0
10303107419,15270,Mid-Western Regional,1,Good,Good,0
10303107420,15270,Mid-Western Regional,1,Good,Good,0
10303107421,15270,Mid-Western Regional,1,Good,Good,0
10303107422,12390,Dubbo Regional,3.00E-07,Good,Good,1
10303107422,15270,Mid-Western Regional,0.9999997,Good,Good,0
10303107423,12390,Dubbo Regional,3.71E-05,Good,Good,1
10303107423,15270,Mid-Western Regional,0.9553737,Good,Good,0
10303107423,10470,Bathurst Regional,0.0445891,Good,Good,0
10303107425,15270,Mid-Western Regional,1,Good,Good,0
10303107426,18020,Warrumbungle Shire,1,Good,Good,0
10303107427,15270,Mid-Western Regional,1,Good,Good,0
10303107501,14870,Lithgow,0.0003598,Good,Good,1
10303107501,10900,Blue Mountains,0.9996201,Good,Good,0
10303107501,17000,Singleton,2.00E-05,Good,Good,1
10304107601,10850,Blayney,1,Good,Good,0
10304107602,10850,Blayney,1,Good,Good,0
10304107603,10850,Blayney,1,Good,Good,0
10304107604,10850,Blayney,1,Good,Good,0
10304107605,10850,Blayney,1,Good,Good,0
10304107606,10850,Blayney,1,Good,Good,0
10304107607,10850,Blayney,1,Good,Good,0
10304107608,10850,Blayney,1,Good,Good,0
10304107609,10850,Blayney,1,Good,Good,0
10304107610,10850,Blayney,1,Good,Good,0
10304107611,10850,Blayney,1,Good,Good,0
10304107612,10850,Blayney,1,Good,Good,0
10304107613,10850,Blayney,1,Good,Good,0
10304107614,10850,Blayney,1,Good,Good,0
10304107615,10850,Blayney,1,Good,Good,0
10304107616,10850,Blayney,1,Good,Good,0
10304107617,10850,Blayney,1,Good,Good,0
10304107618,10850,Blayney,0.9499292,Good,Good,0
10304107618,12350,Cowra,0.0500708,Good,Good,0
10304107619,10850,Blayney,1,Good,Good,0
10304107620,10850,Blayney,1,Good,Good,0
10304107621,10850,Blayney,1,Good,Good,0
10304107701,16150,Orange,1,Good,Good,0
10304107702,16150,Orange,1,Good,Good,0
10304107703,16150,Orange,1,Good,Good,0
10304107704,16150,Orange,1,Good,Good,0
10304107705,16150,Orange,1,Good,Good,0
10304107706,16150,Orange,1,Good,Good,0
10304107707,16150,Orange,1,Good,Good,0
10304107708,16150,Orange,1,Good,Good,0
10304107709,16150,Orange,1,Good,Good,0
10304107710,16150,Orange,1,Good,Good,0
10304107711,16150,Orange,1,Good,Good,0
10304107712,16150,Orange,1,Good,Good,0
10304107713,16150,Orange,1,Good,Good,0
10304107714,16150,Orange,1,Good,Good,0
10304107715,16150,Orange,1,Good,Good,0
10304107716,16150,Orange,1,Good,Good,0
10304107717,16150,Orange,1,Good,Good,0
10304107718,16150,Orange,1,Good,Good,0
10304107719,16150,Orange,1,Good,Good,0
10304107720,16150,Orange,1,Good,Good,0
10304107721,16150,Orange,1,Good,Good,0
10304107722,16150,Orange,1,Good,Good,0
10304107723,16150,Orange,1,Good,Good,0
10304107724,16150,Orange,1,Good,Good,0
10304107725,16150,Orange,1,Good,Good,0
10304107726,16150,Orange,1,Good,Good,0
10304107727,16150,Orange,1,Good,Good,0
10304107728,16150,Orange,1,Good,Good,0
10304107729,16150,Orange,1,Good,Good,0
10304107730,16150,Orange,1,Good,Good,0
10304107731,16150,Orange,1,Good,Good,0
10304107732,16150,Orange,1,Good,Good,0
10304107733,16150,Orange,1,Good,Good,0
10304107734,16150,Orange,1,Good,Good,0
10304107735,16150,Orange,1,Good,Good,0
10304107736,16150,Orange,1,Good,Good,0
10304107737,16150,Orange,1,Good,Good,0
10304107738,16150,Orange,1,Good,Good,0
10304107739,16150,Orange,1,Good,Good,0
10304107740,16150,Orange,1,Good,Good,0
10304107741,16150,Orange,1,Good,Good,0
10304107742,16150,Orange,1,Good,Good,0
10304107743,16150,Orange,1,Good,Good,0
10304107744,16150,Orange,1,Good,Good,0
10304107745,16150,Orange,1,Good,Good,0
10304107746,16150,Orange,1,Good,Good,0
10304107747,16150,Orange,1,Good,Good,0
10304107748,16150,Orange,1,Good,Good,0
10304107749,16150,Orange,1,Good,Good,0
10304107750,16150,Orange,1,Good,Good,0
10304107751,16150,Orange,1,Good,Good,0
10304107752,16150,Orange,1,Good,Good,0
10304107753,16150,Orange,1,Good,Good,0
10304107754,16150,Orange,1,Good,Good,0
10304107801,16150,Orange,1,Good,Good,0
10304107802,16150,Orange,1,Good,Good,0
10304107804,16150,Orange,1,Good,Good,0
10304107805,16150,Orange,1,Good,Good,0
10304107806,16150,Orange,1,Good,Good,0
10304107807,16150,Orange,1,Good,Good,0
10304107808,16150,Orange,1,Good,Good,0
10304107809,11400,Cabonne,1,Good,Good,0
10304107810,16150,Orange,1,Good,Good,0
10304107811,16150,Orange,1,Good,Good,0
10304107812,16150,Orange,1,Good,Good,0
10304107813,16150,Orange,1,Good,Good,0
10304107814,16150,Orange,1,Good,Good,0
10304107815,16150,Orange,1,Good,Good,0
10304107816,16150,Orange,1,Good,Good,0
10304107817,16150,Orange,1,Good,Good,0
10304107818,16150,Orange,1,Good,Good,0
10304107819,16150,Orange,1,Good,Good,0
10304107820,16150,Orange,1,Good,Good,0
10304107821,16150,Orange,1,Good,Good,0
10304107822,16150,Orange,1,Good,Good,0
10304107823,16150,Orange,1,Good,Good,0
10304107824,16150,Orange,1,Good,Good,0
10304107825,16150,Orange,1,Good,Good,0
10304107826,16150,Orange,1,Good,Good,0
10304107827,16150,Orange,1,Good,Good,0
10304107828,16150,Orange,1,Good,Good,0
10304107829,16150,Orange,1,Good,Good,0
10304107830,16150,Orange,1,Good,Good,0
10304107831,16150,Orange,1,Good,Good,0
10304107833,16150,Orange,1,Good,Good,0
10304107834,16150,Orange,1,Good,Good,0
10304107835,16150,Orange,1,Good,Good,0
10304107836,16150,Orange,1,Good,Good,0
10304107837,16150,Orange,1,Good,Good,0
10304107838,16150,Orange,1,Good,Good,0
10304107839,16150,Orange,1,Good,Good,0
10304107840,16150,Orange,1,Good,Good,0
10304107841,16150,Orange,1,Good,Good,0
10304107842,16150,Orange,1,Good,Good,0
10304107843,16150,Orange,1,Good,Good,0
10304107844,16150,Orange,1,Good,Good,0
10304107845,16150,Orange,1,Good,Good,0
10304107901,11400,Cabonne,1,Good,Good,0
10304107902,11400,Cabonne,1,Good,Good,0
10304107903,11400,Cabonne,1,Good,Good,0
10304107904,11400,Cabonne,1,Good,Good,0
10304107905,11400,Cabonne,1,Good,Good,0
10304107906,11400,Cabonne,1,Good,Good,0
10304107907,11400,Cabonne,1,Good,Good,0
10304107908,11400,Cabonne,1,Good,Good,0
10304107909,11400,Cabonne,1,Good,Good,0
10304107910,11400,Cabonne,1,Good,Good,0
10304107911,11400,Cabonne,1,Good,Good,0
10304107912,16150,Orange,1,Good,Good,0
10304107913,11400,Cabonne,1,Good,Good,0
10304107914,16150,Orange,1,Good,Good,0
10304107915,16150,Orange,1,Good,Good,0
10304107916,16150,Orange,1,Good,Good,0
10304107917,11400,Cabonne,1,Good,Good,0
