LOCALITY_PID,LOCALITY_NAME,PHN_CODE_2017,PHN_NAME_2017,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW1619,GEORGES HALL,PHN105,South Western Sydney,1,Good,Good,0
NSW162,BALMAIN EAST,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1620,GEORGES PLAINS,PHN107,Western NSW,1,Good,Good,0
NSW1621,GEORGETOWN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1622,GEORGICA,PHN109,North Coast,1,Good,Good,0
NSW1623,GEROGERY,PHN110,Murrumbidgee,1,Good,Good,0
NSW1624,GERRINGONG,PHN106,South Eastern NSW,1,Good,Good,0
NSW1625,GERROA,PHN106,South Eastern NSW,1,Good,Good,0
NSW1626,GEURIE,PHN107,Western NSW,1,Good,Good,0
NSW1627,GHINNI GHI,PHN109,North Coast,1,Good,Good,0
NSW1628,GHINNI GHINNI,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1629,GHOOLENDAADI,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW163,BALMORAL,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1630,GIANTS CREEK,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1631,GIBBERAGEE,PHN109,North Coast,1,Good,Good,0
NSW1632,GIBRALTAR RANGE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1633,GIDGINBUNG,PHN110,Murrumbidgee,1,Good,Good,0
NSW1634,GIDLEY,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1635,GILEAD,PHN105,South Western Sydney,1,Good,Good,0
NSW1636,GILGAI,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1637,GILGANDRA,PHN107,Western NSW,1,Good,Good,0
NSW1638,GILGOOMA,PHN107,Western NSW,1,Good,Good,0
NSW1639,GILGUNNIA,PHN107,Western NSW,1,Good,Good,0
NSW164,BALMORAL,PHN105,South Western Sydney,1,Good,Good,0
NSW1640,GILLENBAH,PHN110,Murrumbidgee,1,Good,Good,0
NSW1641,GILLETTS RIDGE,PHN109,North Coast,1,Good,Good,0
NSW1642,GILLIESTON HEIGHTS,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1643,GILMANDYKE,PHN107,Western NSW,1,Good,Good,0
NSW1644,GILMORE,PHN110,Murrumbidgee,1,Good,Good,0
NSW1645,GIN GIN,PHN107,Western NSW,1,Good,Good,0
NSW1646,GINEROI,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1647,GINGHI,PHN107,Western NSW,1,Good,Good,0
NSW1648,GINGKIN,PHN107,Western NSW,1,Good,Good,0
NSW1649,GIRARDS HILL,PHN109,North Coast,1,Good,Good,0
NSW165,BALRANALD,PHN107,Western NSW,1,Good,Good,0
NSW1650,GIRILAMBONE,PHN107,Western NSW,1,Good,Good,0
NSW1651,GIRO,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1652,GIRRAL,PHN110,Murrumbidgee,1,Good,Good,0
NSW1653,GIRRALONG,PHN109,North Coast,1,Good,Good,0
NSW1654,GIRRAWEEN,PHN103,Western Sydney,1,Good,Good,0
NSW1655,GIRVAN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1656,GLADESVILLE,PHN102,Northern Sydney,1,Good,Good,0
NSW1657,GLADSTONE,PHN109,North Coast,1,Good,Good,0
NSW1658,GLANMIRE,PHN107,Western NSW,1,Good,Good,0
NSW1659,GLEBE,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW166,BAMARANG,PHN106,South Eastern NSW,1,Good,Good,0
NSW1660,GLEN ALICE,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1661,GLEN ALLEN,PHN106,South Eastern NSW,1,Good,Good,0
NSW1662,GLEN ALPINE,PHN105,South Western Sydney,1,Good,Good,0
NSW1664,GLEN DAVIS,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1665,GLEN ELGIN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1666,GLEN FERGUS,PHN106,South Eastern NSW,1,Good,Good,0
NSW1667,GLEN INNES,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1668,GLEN MARTIN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1669,GLEN NEVIS,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW167,BANDA BANDA,PHN109,North Coast,1,Good,Good,0
NSW1670,GLEN OAK,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1671,GLEN WARD,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1672,GLEN WILLIAM,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1673,GLENBAWN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1674,GLENBROOK,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1675,GLENCOE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1676,GLENDALE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1677,GLENDENNING,PHN103,Western Sydney,1,Good,Good,0
NSW1678,GLENDON,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1679,GLENDON BROOK,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1680,GLENELG,PHN107,Western NSW,1,Good,Good,0
NSW1681,GLENELLEN,PHN110,Murrumbidgee,1,Good,Good,0
NSW1682,GLENFIELD,PHN105,South Western Sydney,1,Good,Good,0
NSW1683,GLENFIELD PARK,PHN110,Murrumbidgee,1,Good,Good,0
NSW1684,GLENGARRIE,PHN109,North Coast,1,Good,Good,0
NSW1685,GLENHAVEN,PHN102,Northern Sydney,0.0541109,Good,Good,0
NSW1685,GLENHAVEN,PHN103,Western Sydney,0.9458891,Good,Good,0
NSW1686,GLENIFFER,PHN109,North Coast,1,Good,Good,0
NSW1687,GLENMORE,PHN105,South Western Sydney,1,Good,Good,0
NSW1688,GLENMORE PARK,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1689,GLENNIES CREEK,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW169,BANDON GROVE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1690,GLENNING VALLEY,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1691,GLENORIE,PHN102,Northern Sydney,0.3891694,Good,Good,0
NSW1691,GLENORIE,PHN103,Western Sydney,0.6108306,Good,Good,0
NSW1692,GLENQUARRY,PHN105,South Western Sydney,1,Good,Good,0
NSW1693,GLENREAGH,PHN109,North Coast,1,Good,Good,0
NSW1694,GLENRIDDING,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1695,GLENROCK,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1696,GLENROY,PHN205,Murray,1,Good,Good,0
NSW1697,GLENROY,PHN110,Murrumbidgee,1,Good,Good,0
NSW1698,GLENTHORNE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1699,GLENUGIE,PHN109,North Coast,1,Good,Good,0
NSW17,ADAMSTOWN HEIGHTS,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW170,BANGADANG,PHN110,Murrumbidgee,1,Good,Good,0
NSW1700,GLENWOOD,PHN103,Western Sydney,1,Good,Good,0
NSW1701,GLENWORTH VALLEY,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1702,GLOSSODIA,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1703,GLOUCESTER,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1704,GLOUCESTER TOPS,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1706,GOAT ISLAND,PHN109,North Coast,1,Good,Good,0
NSW1707,GOBARRALONG,PHN110,Murrumbidgee,1,Good,Good,0
NSW1708,GOBBAGOMBALIN,PHN110,Murrumbidgee,1,Good,Good,0
NSW1709,GOCUP,PHN110,Murrumbidgee,1,Good,Good,0
NSW1710,GODFREYS CREEK,PHN110,Murrumbidgee,1,Good,Good,0
NSW1711,GOGELDRIE,PHN110,Murrumbidgee,1,Good,Good,0
NSW1712,GOL GOL,PHN107,Western NSW,1,Good,Good,0
NSW1713,GOLLAN,PHN107,Western NSW,1,Good,Good,0
NSW1714,GOLSPIE,PHN106,South Eastern NSW,1,Good,Good,0
NSW1715,GONGOLGON,PHN107,Western NSW,1,Good,Good,0
NSW1716,GONN,PHN110,Murrumbidgee,1,Good,Good,0
NSW1717,GOOBARRAGANDRA,PHN110,Murrumbidgee,1,Good,Good,0
NSW1718,GOOD HOPE,PHN106,South Eastern NSW,1,Good,Good,0
NSW1719,GOODNIGHT,PHN110,Murrumbidgee,1,Good,Good,0
NSW172,BANGALEE,PHN106,South Eastern NSW,1,Good,Good,0
NSW1720,GOODOOGA,PHN107,Western NSW,1,Good,Good,0
NSW1721,GOODWOOD ISLAND,PHN109,North Coast,1,Good,Good,0
NSW1722,GOOGONG,PHN106,South Eastern NSW,1,Good,Good,0
NSW1723,GOOLGOWI,PHN110,Murrumbidgee,1,Good,Good,0
NSW1724,GOOLHI,PHN108,Hunter New England and Central Coast,0.0399185,Good,Good,0
NSW1724,GOOLHI,PHN107,Western NSW,0.9600815,Good,Good,0
NSW1725,GOOLMA,PHN107,Western NSW,1,Good,Good,0
NSW1726,GOOLMANGAR,PHN109,North Coast,1,Good,Good,0
NSW1727,GOOLOOGONG,PHN107,Western NSW,1,Good,Good,0
NSW1728,GOOMBARGANA,PHN110,Murrumbidgee,1,Good,Good,0
NSW1729,GOONELLABAH,PHN109,North Coast,1,Good,Good,0
NSW173,BANGALOW,PHN109,North Coast,1,Good,Good,0
NSW1730,GOONENGERRY,PHN109,North Coast,1,Good,Good,0
NSW1731,GOONOO GOONOO,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1732,GOONUMBLA,PHN107,Western NSW,1,Good,Good,0
NSW1733,GOORANGOOLA,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1734,GOORIANAWA,PHN107,Western NSW,1,Good,Good,0
NSW1735,GORDON,PHN102,Northern Sydney,1,Good,Good,0
NSW1736,GORGE CREEK,PHN109,North Coast,1,Good,Good,0
NSW1737,GORMANS HILL,PHN107,Western NSW,1,Good,Good,0
NSW1738,GOROKAN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1739,GOSFORD,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW174,BANGHEET,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1740,GOSFORTH,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1741,GOSTWYCK,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1742,GOULBURN,PHN106,South Eastern NSW,1,Good,Good,0
NSW1743,GOULDSVILLE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1744,GOWAN,PHN107,Western NSW,1,Good,Good,0
NSW1745,GOWANG,PHN107,Western NSW,1,Good,Good,0
NSW1746,GOWRIE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1747,GOWRIE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1748,GRABBEN GULLEN,PHN106,South Eastern NSW,1,Good,Good,0
NSW175,BANGO,PHN106,South Eastern NSW,1,Good,Good,0
NSW1750,GRADYS CREEK,PHN109,North Coast,1,Good,Good,0
NSW1751,GRAFTON,PHN109,North Coast,1,Good,Good,0
NSW1752,GRAGIN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1753,GRAHAMSTOWN,PHN110,Murrumbidgee,1,Good,Good,0
NSW1754,GRAMAN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1755,GRANTS BEACH,PHN109,North Coast,1,Good,Good,0
NSW1756,GRANVILLE,PHN103,Western Sydney,1,Good,Good,0
NSW1757,GRASMERE,PHN105,South Western Sydney,1,Good,Good,0
NSW1758,GRASSY HEAD,PHN109,North Coast,1,Good,Good,0
NSW1759,GRATTAI,PHN107,Western NSW,1,Good,Good,0
NSW176,BANGOR,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1760,GRAVESEND,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1762,GRAYS POINT,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1763,GREAT MACKEREL BEACH,PHN102,Northern Sydney,1,Good,Good,0
NSW1764,GREAT MARLOW,PHN109,North Coast,1,Good,Good,0
NSW1765,GREEN CAPE,PHN106,South Eastern NSW,1,Good,Good,0
NSW1766,GREEN CREEK,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1767,GREEN FOREST,PHN109,North Coast,1,Good,Good,0
NSW1768,GREEN GULLY,PHN107,Western NSW,1,Good,Good,0
NSW1769,GREEN HILLS,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW177,BANKSIA,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1770,GREEN HILLS,PHN110,Murrumbidgee,1,Good,Good,0
NSW1771,GREEN PIGEON,PHN109,North Coast,1,Good,Good,0
NSW1772,GREEN POINT,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1773,GREEN POINT,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1774,GREEN VALLEY,PHN105,South Western Sydney,1,Good,Good,0
NSW1775,GREENACRE,PHN101,Central and Eastern Sydney,0.0624401,Good,Good,0
NSW1775,GREENACRE,PHN105,South Western Sydney,0.9375599,Good,Good,0
NSW1776,GREENDALE,PHN106,South Eastern NSW,1,Good,Good,0
NSW1777,GREENDALE,PHN105,South Western Sydney,1,Good,Good,0
NSW1778,GREENETHORPE,PHN107,Western NSW,1,Good,Good,0
NSW1779,GREENFIELD PARK,PHN105,South Western Sydney,1,Good,Good,0
NSW178,BANKSMEADOW,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1780,GREENGROVE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1781,GREENHILL,PHN109,North Coast,1,Good,Good,0
NSW1782,GREENLANDS,PHN106,South Eastern NSW,1,Good,Good,0
NSW1783,GREENLANDS,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1784,GREENLEIGH,PHN106,South Eastern NSW,1,Good,Good,0
NSW1785,GREENRIDGE,PHN109,North Coast,1,Good,Good,0
NSW1786,GREENWELL POINT,PHN106,South Eastern NSW,1,Good,Good,0
NSW1787,GREENWICH,PHN102,Northern Sydney,1,Good,Good,0
NSW1788,GREENWICH PARK,PHN106,South Eastern NSW,1,Good,Good,0
NSW1789,GREG GREG,PHN110,Murrumbidgee,1,Good,Good,0
NSW179,BANKSTOWN,PHN105,South Western Sydney,1,Good,Good,0
NSW1790,GREGADOO,PHN110,Murrumbidgee,1,Good,Good,0
NSW1791,GREIGS FLAT,PHN106,South Eastern NSW,1,Good,Good,0
NSW1792,GRENFELL,PHN107,Western NSW,1,Good,Good,0
NSW1793,GRESFORD,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1794,GRETA,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1795,GRETA MAIN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1796,GREVILLIA,PHN109,North Coast,1,Good,Good,0
NSW1797,GREYSTANES,PHN103,Western Sydney,1,Good,Good,0
NSW1798,GRIFFITH,PHN110,Murrumbidgee,1,Good,Good,0
NSW1799,GROGAN,PHN110,Murrumbidgee,1,Good,Good,0
NSW18,ADELONG,PHN110,Murrumbidgee,1,Good,Good,0
NSW180,BANKSTOWN AERODROME,PHN105,South Western Sydney,1,Good,Good,0
NSW1800,GRONG GRONG,PHN110,Murrumbidgee,1,Good,Good,0
NSW1801,GROSE VALE,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1802,GROSE WOLD,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1803,GROSSES PLAIN,PHN106,South Eastern NSW,1,Good,Good,0
NSW1804,GROWEE,PHN107,Western NSW,1,Good,Good,0
NSW1805,GUERILLA BAY,PHN106,South Eastern NSW,1,Good,Good,0
NSW1806,GUILDFORD,PHN103,Western Sydney,1,Good,Good,0
NSW1807,GUILDFORD WEST,PHN103,Western Sydney,1,Good,Good,0
NSW1808,GULARGAMBONE,PHN107,Western NSW,1,Good,Good,0
NSW1809,GULF CREEK,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW181,BANNABY,PHN106,South Eastern NSW,1,Good,Good,0
NSW1810,GULGONG,PHN107,Western NSW,1,Good,Good,0
NSW1811,GULMARRAD,PHN109,North Coast,1,Good,Good,0
NSW1812,GUM FLAT,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1813,GUM SCRUB,PHN109,North Coast,1,Good,Good,0
NSW1814,GUMBALIE,PHN107,Western NSW,1,Good,Good,0
NSW1815,GUMBLE,PHN107,Western NSW,1,Good,Good,0
NSW1816,GUMLY GUMLY,PHN110,Murrumbidgee,1,Good,Good,0
NSW1817,GUMMA,PHN109,North Coast,1,Good,Good,0
NSW1818,GUNBAR,PHN110,Murrumbidgee,1,Good,Good,0
NSW1819,GUNDAGAI,PHN110,Murrumbidgee,1,Good,Good,0
NSW182,BANNISTER,PHN106,South Eastern NSW,1,Good,Good,0
NSW1820,GUNDAMULDA,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1821,GUNDAROO,PHN106,South Eastern NSW,1,Good,Good,0
NSW1822,GUNDARY,PHN106,South Eastern NSW,1,Good,Good,0
NSW1823,GUNDERBOOKA,PHN107,Western NSW,1,Good,Good,0
NSW1824,GUNDERMAN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1825,GUNDY,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1826,GUNGAL,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1827,GUNGALMAN,PHN107,Western NSW,1,Good,Good,0
NSW1828,GUNNEDAH,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1829,GUNNING,PHN106,South Eastern NSW,1,Good,Good,0
NSW183,BANOON,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1830,GUNNING GAP,PHN107,Western NSW,1,Good,Good,0
NSW1831,GUNNINGBLAND,PHN107,Western NSW,1,Good,Good,0
NSW1832,GUNNINGRAH,PHN106,South Eastern NSW,1,Good,Good,0
NSW1833,GURLEY,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1834,GURNANG,PHN107,Western NSW,1,Good,Good,0
NSW1835,GURRANANG,PHN109,North Coast,1,Good,Good,0
NSW1836,GURRUNDAH,PHN106,South Eastern NSW,1,Good,Good,0
NSW1837,GUYONG,PHN107,Western NSW,1,Good,Good,0
NSW1838,GUYRA,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1839,GWABEGAR,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW184,BANORA POINT,PHN109,North Coast,1,Good,Good,0
NSW1840,GWANDALAN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1841,GWYNNEVILLE,PHN106,South Eastern NSW,1,Good,Good,0
NSW1842,GYMEA,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1843,GYMEA BAY,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1844,HABERFIELD,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1845,HACKS FERRY,PHN109,North Coast,1,Good,Good,0
NSW1846,HALEKULANI,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1847,HALFWAY CREEK,PHN109,North Coast,1,Good,Good,0
NSW1848,HALLIDAYS POINT,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1849,HALLORAN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW185,BANYABBA,PHN109,North Coast,1,Good,Good,0
NSW1850,HALLS CREEK,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1851,HALLSVILLE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1852,HALTON,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1853,HAMBLEDON HILL,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1854,HAMILTON,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1855,HAMILTON EAST,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1856,HAMILTON NORTH,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1857,HAMILTON SOUTH,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1858,HAMILTON VALLEY,PHN205,Murray,1,Good,Good,0
NSW1859,HAMLYN TERRACE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW186,BAR BEACH,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1860,HAMMONDVILLE,PHN105,South Western Sydney,1,Good,Good,0
NSW1861,HAMPDEN HALL,PHN109,North Coast,1,Good,Good,0
NSW1862,HAMPTON,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1863,HANGING ROCK,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1865,HANLEYS CREEK,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1866,HANNAM VALE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1867,HANWOOD,PHN110,Murrumbidgee,1,Good,Good,0
NSW1868,FRESHWATER,PHN102,Northern Sydney,1,Good,Good,0
NSW1869,HARDEN,PHN110,Murrumbidgee,1,Good,Good,0
NSW187,BAR POINT,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1870,HARDYS BAY,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1871,HAREFIELD,PHN110,Murrumbidgee,1,Good,Good,0
NSW1872,HARGRAVES,PHN107,Western NSW,1,Good,Good,0
NSW1873,HAROLDS CROSS,PHN106,South Eastern NSW,1,Good,Good,0
NSW1874,HARPARARY,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1875,HARPERS HILL,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1876,HARRINGTON,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1877,HARRINGTON PARK,PHN105,South Western Sydney,1,Good,Good,0
NSW1878,HARRIS PARK,PHN103,Western Sydney,1,Good,Good,0
NSW1879,HARTLEY,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW188,BARA,PHN107,Western NSW,1,Good,Good,0
NSW1880,HARTLEY VALE,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1881,HARTWOOD,PHN110,Murrumbidgee,1,Good,Good,0
NSW1882,HARTYS PLAINS,PHN109,North Coast,1,Good,Good,0
NSW1883,HARWOOD,PHN109,North Coast,1,Good,Good,0
NSW1884,HASSALL GROVE,PHN103,Western Sydney,1,Good,Good,0
NSW1885,HASSANS WALLS,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1886,HASTINGS POINT,PHN109,North Coast,1,Good,Good,0
NSW1887,HAT HEAD,PHN109,North Coast,1,Good,Good,0
NSW1888,HATFIELD,PHN107,Western NSW,1,Good,Good,0
NSW1889,HAVILAH,PHN107,Western NSW,1,Good,Good,0
NSW189,BARADINE,PHN107,Western NSW,1,Good,Good,0
NSW1890,HAWKESBURY HEIGHTS,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1891,HAWKS NEST,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1892,HAY,PHN110,Murrumbidgee,1,Good,Good,0
NSW1893,HAY SOUTH,PHN110,Murrumbidgee,1,Good,Good,0
NSW1894,HAYES GAP,PHN107,Western NSW,1,Good,Good,0
NSW1895,HAYMARKET,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1896,HAYSTACK,PHN109,North Coast,1,Good,Good,0
NSW1897,HAYTERS HILL,PHN109,North Coast,1,Good,Good,0
NSW1898,HAYWARDS BAY,PHN106,South Eastern NSW,1,Good,Good,0
NSW1899,HAZELBROOK,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW19,ADJUNGBILLY,PHN110,Murrumbidgee,1,Good,Good,0
NSW1900,HAZELGROVE,PHN107,Western NSW,1,Good,Good,0
NSW1901,HEATHCOTE,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1902,HEATHERBRAE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1903,HEBDEN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1904,HEBERSHAM,PHN103,Western Sydney,1,Good,Good,0
NSW1905,HECKENBERG,PHN105,South Western Sydney,1,Good,Good,0
NSW1906,HEDDON GRETA,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1907,HEIFER STATION,PHN109,North Coast,1,Good,Good,0
NSW1908,HELENSBURGH,PHN106,South Eastern NSW,1,Good,Good,0
NSW1909,HENLEY,PHN102,Northern Sydney,1,Good,Good,0
NSW191,BARCOONGERE,PHN109,North Coast,1,Good,Good,0
NSW1910,HENTY,PHN110,Murrumbidgee,1,Good,Good,0
NSW1911,HEREFORD HALL,PHN106,South Eastern NSW,1,Good,Good,0
NSW1912,HERMIDALE,PHN107,Western NSW,1,Good,Good,0
NSW1913,HERMITAGE FLAT,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1914,HERNANI,PHN108,Hunter New England and Central Coast,8.92E-05,Good,Good,1
NSW1914,HERNANI,PHN109,North Coast,0.9999108,Good,Good,0
NSW1915,HERONS CREEK,PHN109,North Coast,1,Good,Good,0
NSW1916,HEXHAM,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1917,HICKEYS CREEK,PHN109,North Coast,1,Good,Good,0
NSW1918,HIGH RANGE,PHN105,South Western Sydney,1,Good,Good,0
NSW1919,HIGHER MACDONALD,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW192,BARDEN RIDGE,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1920,HIGHFIELDS,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1921,HILL END,PHN107,Western NSW,1,Good,Good,0
NSW1922,HILL TOP,PHN106,South Eastern NSW,1,Good,Good,0
NSW1923,HILL TOP,PHN105,South Western Sydney,1,Good,Good,0
NSW1924,HILLDALE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1925,HILLGROVE,PHN110,Murrumbidgee,1,Good,Good,0
NSW1926,HILLGROVE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1927,HILLSBOROUGH,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1928,HILLSBOROUGH,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1929,HILLSDALE,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW193,BARDWELL PARK,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1930,HILLSTON,PHN110,Murrumbidgee,1,Good,Good,0
NSW1931,HILLVILLE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1932,HILLVUE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1933,HINCHINBROOK,PHN105,South Western Sydney,1,Good,Good,0
NSW1934,HINTON,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1935,HOBARTVILLE,PHN104,Nepean Blue Mountains,1,Good,Good,0
NSW1936,HOBBYS YARDS,PHN107,Western NSW,1,Good,Good,0
NSW1937,HOGARTH RANGE,PHN109,North Coast,1,Good,Good,0
NSW1938,HOLBROOK,PHN110,Murrumbidgee,1,Good,Good,0
NSW1939,HOLGATE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW194,BARDWELL VALLEY,PHN101,Central and Eastern Sydney,1,Good,Good,0
NSW1940,HOLLISDALE,PHN109,North Coast,1,Good,Good,0
NSW1941,HOLLYDEEN,PHN108,Hunter New England and Central Coast,1,Good,Good,0
NSW1942,HOLMESVILLE,PHN108,Hunter New England and Central Coast,1,Good,Good,0
