LOCALITY_PID,LOCALITY_NAME,PHN_CODE_2017,PHN_NAME_2017,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
SA1367,TEAL FLAT,PHN402,Country SA,1,Good,Good,0
SA1368,TELOWIE,PHN402,Country SA,1,Good,Good,0
SA1369,TEMPLERS,PHN402,Country SA,1,Good,Good,0
SA137,BORDERTOWN,PHN402,Country SA,1,Good,Good,0
SA1370,TENNYSON,PHN401,Adelaide,1,Good,Good,0
SA1371,TEPKO,PHN402,Country SA,1,Good,Good,0
SA1372,TERINGIE,PHN402,Country SA,1,Good,Good,0
SA1373,TEROWIE,PHN402,Country SA,1,Good,Good,0
SA1374,THE GAP,PHN402,Country SA,1,Good,Good,0
SA1375,THE PINES,PHN402,Country SA,1,Good,Good,0
SA1376,THE RANGE,PHN402,Country SA,0.3588913,Good,Good,0
SA1376,THE RANGE,PHN401,Adelaide,0.6411087,Good,Good,0
SA1377,THEBARTON,PHN401,Adelaide,1,Good,Good,0
SA1378,THEVENARD,PHN402,Country SA,1,Good,Good,0
SA1379,THOMAS PLAIN,PHN402,Country SA,1,Good,Good,0
SA138,BORDERTOWN SOUTH,PHN402,Country SA,1,Good,Good,0
SA1380,THOMPSON BEACH,PHN402,Country SA,1,Good,Good,0
SA1381,THORNGATE,PHN401,Adelaide,1,Good,Good,0
SA1382,THORNLEA,PHN402,Country SA,1,Good,Good,0
SA1383,THRINGTON,PHN402,Country SA,1,Good,Good,0
SA1384,TICKERA,PHN402,Country SA,1,Good,Good,0
SA1385,TIDDY WIDDY BEACH,PHN402,Country SA,1,Good,Good,0
SA1386,TILLEY SWAMP,PHN402,Country SA,1,Good,Good,0
SA1387,TINTINARA,PHN402,Country SA,1,Good,Good,0
SA1388,TOLDEROL,PHN402,Country SA,1,Good,Good,0
SA1389,TOOLIGIE,PHN402,Country SA,1,Good,Good,0
SA139,BORRIKA,PHN402,Country SA,1,Good,Good,0
SA1390,TOOPERANG,PHN402,Country SA,1,Good,Good,0
SA1391,TOORA,PHN402,Country SA,1,Good,Good,0
SA1392,TOORAK GARDENS,PHN401,Adelaide,1,Good,Good,0
SA1393,TOOTENILLA,PHN402,Country SA,1,Good,Good,0
SA1394,TORRENS PARK,PHN401,Adelaide,1,Good,Good,0
SA1395,TORRENS VALE,PHN402,Country SA,1,Good,Good,0
SA1396,TORRENSVILLE,PHN401,Adelaide,1,Good,Good,0
SA1397,TOTHILL BELT,PHN402,Country SA,1,Good,Good,0
SA1398,TOTHILL CREEK,PHN402,Country SA,1,Good,Good,0
SA1399,TOTNESS,PHN402,Country SA,1,Good,Good,0
SA14,ALLENDALE NORTH,PHN402,Country SA,1,Good,Good,0
SA140,BOSTON,PHN402,Country SA,1,Good,Good,0
SA1400,TOWITTA,PHN402,Country SA,1,Good,Good,0
SA1401,TRANMERE,PHN401,Adelaide,1,Good,Good,0
SA1403,TRINITY GARDENS,PHN401,Adelaide,1,Good,Good,0
SA1404,TROTT PARK,PHN401,Adelaide,1,Good,Good,0
SA1405,TRURO,PHN402,Country SA,1,Good,Good,0
SA1406,TULKA,PHN402,Country SA,1,Good,Good,0
SA1407,TUMBY BAY,PHN402,Country SA,1,Good,Good,0
SA1408,TUNGKILLO,PHN402,Country SA,1,Good,Good,0
SA1409,TUNKALILLA,PHN402,Country SA,1,Good,Good,0
SA141,BOWDEN,PHN401,Adelaide,1,Good,Good,0
SA1410,TUSMORE,PHN401,Adelaide,1,Good,Good,0
SA1411,TWO WELLS,PHN402,Country SA,1,Good,Good,0
SA1412,TYRINGA,PHN402,Country SA,1,Good,Good,0
SA1413,UCOLTA,PHN402,Country SA,1,Good,Good,0
SA1414,ULEY,PHN402,Country SA,1,Good,Good,0
SA1415,ULEYBURY,PHN402,Country SA,0.133527,Good,Good,0
SA1415,ULEYBURY,PHN401,Adelaide,0.866473,Good,Good,0
SA1416,ULOOLOO,PHN402,Country SA,1,Good,Good,0
SA1417,ULYERRA,PHN402,Country SA,1,Good,Good,0
SA1418,UNDALYA,PHN402,Country SA,1,Good,Good,0
SA1419,UNDERDALE,PHN401,Adelaide,1,Good,Good,0
SA142,BOWER,PHN402,Country SA,1,Good,Good,0
SA1420,UNGARRA,PHN402,Country SA,1,Good,Good,0
SA1421,UNLEY,PHN401,Adelaide,1,Good,Good,0
SA1422,UNLEY PARK,PHN401,Adelaide,1,Good,Good,0
SA1423,UPPER HERMITAGE,PHN402,Country SA,0.4326658,Good,Good,0
SA1423,UPPER HERMITAGE,PHN401,Adelaide,0.5673342,Good,Good,0
SA1424,UPPER STURT,PHN401,Adelaide,0.1756558,Good,Good,0
SA1424,UPPER STURT,PHN402,Country SA,0.8243442,Good,Good,0
SA1425,URAIDLA,PHN402,Country SA,1,Good,Good,0
SA1426,URANIA,PHN402,Country SA,1,Good,Good,0
SA1427,URRBRAE,PHN401,Adelaide,1,Good,Good,0
SA1428,UWORRA,PHN402,Country SA,1,Good,Good,0
SA1429,VALE PARK,PHN401,Adelaide,1,Good,Good,0
SA143,BOWHILL,PHN402,Country SA,1,Good,Good,0
SA1430,VALLEY VIEW,PHN401,Adelaide,1,Good,Good,0
SA1431,VEITCH,PHN402,Country SA,1,Good,Good,0
SA1432,VENUS BAY,PHN402,Country SA,1,Good,Good,0
SA1433,VERDUN,PHN402,Country SA,1,Good,Good,0
SA1434,VERRAN,PHN402,Country SA,1,Good,Good,0
SA1435,VICTOR HARBOR,PHN402,Country SA,1,Good,Good,0
SA1436,VINE VALE,PHN402,Country SA,1,Good,Good,0
SA1437,VIRGINIA,PHN401,Adelaide,1,Good,Good,0
SA1438,VISTA,PHN401,Adelaide,1,Good,Good,0
SA1439,VIVONNE BAY,PHN402,Country SA,1,Good,Good,0
SA144,BOWILLIA,PHN402,Country SA,1,Good,Good,0
SA1440,WADDIKEE,PHN402,Country SA,1,Good,Good,0
SA1441,WAIKERIE,PHN402,Country SA,1,Good,Good,0
SA1442,WAITPINGA,PHN402,Country SA,1,Good,Good,0
SA1443,WALKER FLAT,PHN402,Country SA,1,Good,Good,0
SA1444,WALKERVILLE,PHN401,Adelaide,1,Good,Good,0
SA1445,WALKLEY HEIGHTS,PHN401,Adelaide,1,Good,Good,0
SA1446,WALL FLAT,PHN402,Country SA,1,Good,Good,0
SA1447,WALLALA,PHN402,Country SA,1,Good,Good,0
SA1448,WALLAROO,PHN402,Country SA,1,Good,Good,0
SA1449,WALLAROO MINES,PHN402,Country SA,1,Good,Good,0
SA145,BOWMANS,PHN402,Country SA,1,Good,Good,0
SA1450,WALLAROO PLAIN,PHN402,Country SA,1,Good,Good,0
SA1451,WALLOWAY,PHN402,Country SA,1,Good,Good,0
SA1452,WALTOWA,PHN402,Country SA,1,Good,Good,0
SA1453,WAMI KATA,PHN402,Country SA,1,Good,Good,0
SA1454,WANBI,PHN402,Country SA,1,Good,Good,0
SA1455,WANDANA,PHN402,Country SA,1,Good,Good,0
SA1456,WANDEARAH EAST,PHN402,Country SA,1,Good,Good,0
SA1457,WANDEARAH WEST,PHN402,Country SA,1,Good,Good,0
SA1458,WANDILO,PHN402,Country SA,1,Good,Good,0
SA1459,WANGARY,PHN402,Country SA,1,Good,Good,0
SA146,BRADBURY,PHN402,Country SA,1,Good,Good,0
SA1460,WANGOLINA,PHN402,Country SA,1,Good,Good,0
SA1461,WANILLA,PHN402,Country SA,1,Good,Good,0
SA1462,WAPPILKA,PHN402,Country SA,1,Good,Good,0
SA1463,WARBURTO,PHN402,Country SA,1,Good,Good,0
SA1464,WARD BELT,PHN402,Country SA,1,Good,Good,0
SA1465,WARD HILL,PHN402,Country SA,1,Good,Good,0
SA1466,WARNERTOWN,PHN402,Country SA,1,Good,Good,0
SA1467,WAROOKA,PHN402,Country SA,1,Good,Good,0
SA1468,WARRADALE,PHN401,Adelaide,1,Good,Good,0
SA1469,WARRAMBOO,PHN402,Country SA,1,Good,Good,0
SA147,BRADY CREEK,PHN402,Country SA,1,Good,Good,0
SA1470,WASHPOOL,PHN402,Country SA,1,Good,Good,0
SA1471,WASLEYS,PHN402,Country SA,1,Good,Good,0
SA1472,WATCHMAN,PHN402,Country SA,1,Good,Good,0
SA1473,WATERFALL GULLY,PHN402,Country SA,0.0256985,Good,Good,0
SA1473,WATERFALL GULLY,PHN401,Adelaide,0.9743015,Good,Good,0
SA1474,WATERLOO,PHN402,Country SA,1,Good,Good,0
SA1475,WATERLOO CORNER,PHN401,Adelaide,1,Good,Good,0
SA1476,WATERVALE,PHN402,Country SA,1,Good,Good,0
SA1477,WATRABA,PHN402,Country SA,1,Good,Good,0
SA1478,WATTLE FLAT,PHN402,Country SA,1,Good,Good,0
SA1479,WATTLE PARK,PHN401,Adelaide,1,Good,Good,0
SA148,BRAHMA LODGE,PHN401,Adelaide,1,Good,Good,0
SA1480,WATTLE RANGE,PHN402,Country SA,1,Good,Good,0
SA1481,WATTLE RANGE EAST,PHN402,Country SA,1,Good,Good,0
SA1482,WAUKARINGA,PHN402,Country SA,1,Good,Good,0
SA1483,WAURALTEE,PHN402,Country SA,1,Good,Good,0
SA1484,WAYVILLE,PHN401,Adelaide,1,Good,Good,0
SA1485,WEBB BEACH,PHN402,Country SA,1,Good,Good,0
SA1486,WEETULTA,PHN402,Country SA,1,Good,Good,0
SA1487,WELLAND,PHN401,Adelaide,1,Good,Good,0
SA1488,WELLINGTON,PHN402,Country SA,1,Good,Good,0
SA1489,WELLINGTON EAST,PHN402,Country SA,1,Good,Good,0
SA149,BRAMFIELD,PHN402,Country SA,1,Good,Good,0
SA1490,WEPAR,PHN402,Country SA,1,Good,Good,0
SA1491,WEST BEACH,PHN401,Adelaide,1,Good,Good,0
SA1492,WEST BUNDALEER,PHN402,Country SA,1,Good,Good,0
SA1493,WEST CROYDON,PHN401,Adelaide,1,Good,Good,0
SA1494,WEST HINDMARSH,PHN401,Adelaide,1,Good,Good,0
SA1495,WEST LAKES,PHN401,Adelaide,1,Good,Good,0
SA1496,WEST LAKES SHORE,PHN401,Adelaide,1,Good,Good,0
SA1497,WEST RANGE,PHN402,Country SA,1,Good,Good,0
SA1498,WEST RICHMOND,PHN401,Adelaide,1,Good,Good,0
SA1499,WESTALL,PHN402,Country SA,1,Good,Good,0
SA15,ALMA,PHN402,Country SA,1,Good,Good,0
SA150,BRAY,PHN402,Country SA,1,Good,Good,0
SA1500,WESTBOURNE PARK,PHN401,Adelaide,1,Good,Good,0
SA1501,WESTERN FLAT,PHN402,Country SA,1,Good,Good,0
SA1502,WESTERN RIVER,PHN402,Country SA,1,Good,Good,0
SA1503,WHARMINDA,PHN402,Country SA,1,Good,Good,0
SA1504,WHITE HILL,PHN402,Country SA,1,Good,Good,0
SA1505,WHITE HUT,PHN402,Country SA,1,Good,Good,0
SA1506,WHITE SANDS,PHN402,Country SA,1,Good,Good,0
SA1507,WHITE WELL CORNER,PHN402,Country SA,1,Good,Good,0
SA1508,WHITES FLAT,PHN402,Country SA,1,Good,Good,0
SA1509,WHITES RIVER,PHN402,Country SA,1,Good,Good,0
SA151,BRENDA PARK,PHN402,Country SA,1,Good,Good,0
SA1510,WHITES VALLEY,PHN401,Adelaide,1,Good,Good,0
SA1511,WHITWARTA,PHN402,Country SA,1,Good,Good,0
SA1512,WHYALLA,PHN402,Country SA,1,Good,Good,0
SA1513,WHYALLA JENKINS,PHN402,Country SA,1,Good,Good,0
SA1514,WHYALLA NORRIE,PHN402,Country SA,1,Good,Good,0
SA1515,WHYALLA PLAYFORD,PHN402,Country SA,1,Good,Good,0
SA1516,WHYALLA STUART,PHN402,Country SA,1,Good,Good,0
SA1517,WHYTE YARCOWIE,PHN402,Country SA,1,Good,Good,0
SA1518,WIGLEY FLAT,PHN402,Country SA,1,Good,Good,0
SA1519,WILCHERRY,PHN402,Country SA,1,Good,Good,0
SA152,BRENTWOOD,PHN402,Country SA,1,Good,Good,0
SA1520,WILD DOG VALLEY,PHN402,Country SA,1,Good,Good,0
SA1521,WILD HORSE PLAINS,PHN402,Country SA,1,Good,Good,0
SA1522,WILLALO,PHN402,Country SA,1,Good,Good,0
SA1523,WILLALOOKA,PHN402,Country SA,1,Good,Good,0
SA1524,WILLAMULKA,PHN402,Country SA,1,Good,Good,0
SA1525,WILLASTON,PHN402,Country SA,1,Good,Good,0
SA1526,WILLIAMSTOWN,PHN402,Country SA,1,Good,Good,0
SA1527,WILLOCHRA,PHN402,Country SA,1,Good,Good,0
SA1528,WILLOUGHBY,PHN402,Country SA,1,Good,Good,0
SA1529,WILLOW BANKS,PHN402,Country SA,1,Good,Good,0
SA153,BRIDGEWATER,PHN402,Country SA,1,Good,Good,0
SA1530,WILLOW CREEK,PHN402,Country SA,1,Good,Good,0
SA1531,WILLOWIE,PHN402,Country SA,1,Good,Good,0
SA1532,WILLSON RIVER,PHN402,Country SA,1,Good,Good,0
SA1533,WILLUNGA,PHN401,Adelaide,1,Good,Good,0
SA1534,WILLUNGA HILL,PHN402,Country SA,1,Good,Good,0
SA1535,WILLUNGA SOUTH,PHN401,Adelaide,1,Good,Good,0
SA1536,WILLYAROO,PHN402,Country SA,1,Good,Good,0
SA1537,WILMINGTON,PHN402,Country SA,1,Good,Good,0
SA1538,WINDSOR,PHN402,Country SA,1,Good,Good,0
SA1539,WINDSOR GARDENS,PHN401,Adelaide,1,Good,Good,0
SA154,BRIGHT,PHN402,Country SA,1,Good,Good,0
SA1540,WINGFIELD,PHN401,Adelaide,1,Good,Good,0
SA1541,WINKIE,PHN402,Country SA,1,Good,Good,0
SA1542,WINNINOWIE,PHN402,Country SA,1,Good,Good,0
SA1543,WINULTA,PHN402,Country SA,1,Good,Good,0
SA1544,WIRRABARA,PHN402,Country SA,1,Good,Good,0
SA1545,WIRREGA,PHN402,Country SA,1,Good,Good,0
SA1546,WIRRINA COVE,PHN402,Country SA,1,Good,Good,0
SA1547,WIRRULLA,PHN402,Country SA,1,Good,Good,0
SA1548,WISANGER,PHN402,Country SA,1,Good,Good,0
SA1549,WISTOW,PHN402,Country SA,1,Good,Good,0
SA155,BRIGHTON,PHN401,Adelaide,1,Good,Good,0
SA1550,WITERA,PHN402,Country SA,1,Good,Good,0
SA1551,WOKURNA,PHN402,Country SA,1,Good,Good,0
SA1552,WOLSELEY,PHN402,Country SA,1,Good,Good,0
SA1553,WOMBATS REST,PHN402,Country SA,1,Good,Good,0
SA1554,WONGULLA,PHN402,Country SA,1,Good,Good,0
SA1555,WONGYARRA,PHN402,Country SA,1,Good,Good,0
SA1556,WONNA,PHN402,Country SA,1,Good,Good,0
SA1557,WONUARRA,PHN402,Country SA,1,Good,Good,0
SA1558,WOODCHESTER,PHN402,Country SA,1,Good,Good,0
SA1559,WOODCROFT,PHN401,Adelaide,1,Good,Good,0
SA156,BRIMBAGO,PHN402,Country SA,1,Good,Good,0
SA1560,WOODFORDE,PHN402,Country SA,1,Good,Good,0
SA1561,WOODLANE,PHN402,Country SA,1,Good,Good,0
SA1562,WOODLEIGH,PHN402,Country SA,1,Good,Good,0
SA1563,WOODS POINT,PHN402,Country SA,1,Good,Good,0
SA1564,WOODSIDE,PHN402,Country SA,1,Good,Good,0
SA1565,WOODVILLE,PHN401,Adelaide,1,Good,Good,0
SA1566,WOODVILLE GARDENS,PHN401,Adelaide,1,Good,Good,0
SA1567,WOODVILLE NORTH,PHN401,Adelaide,1,Good,Good,0
SA1568,WOODVILLE PARK,PHN401,Adelaide,1,Good,Good,0
SA1569,WOODVILLE SOUTH,PHN401,Adelaide,1,Good,Good,0
SA157,BRINKLEY,PHN402,Country SA,1,Good,Good,0
SA1570,WOODVILLE WEST,PHN401,Adelaide,1,Good,Good,0
SA1571,WOOL BAY,PHN402,Country SA,1,Good,Good,0
SA1572,WOOLPUNDA,PHN402,Country SA,1,Good,Good,0
SA1573,WOOLSHED FLAT,PHN402,Country SA,1,Good,Good,0
SA1574,WOOLSHEDS,PHN402,Country SA,1,Good,Good,0
SA1575,WOOLUMBOOL,PHN402,Country SA,1,Good,Good,0
SA1576,WOOLUNDUNGA,PHN402,Country SA,1,Good,Good,0
SA1577,WOOMERA,PHN402,Country SA,1,Good,Good,0
SA1578,WORLDS END,PHN402,Country SA,1,Good,Good,0
SA1579,WORROLONG,PHN402,Country SA,1,Good,Good,0
SA158,BRINKWORTH,PHN402,Country SA,1,Good,Good,0
SA1580,WRATTONBULLY,PHN402,Country SA,1,Good,Good,0
SA1581,WUDINNA,PHN402,Country SA,1,Good,Good,0
SA1582,WUNKAR,PHN402,Country SA,1,Good,Good,0
SA1583,WYE,PHN402,Country SA,1,Good,Good,0
SA1584,WYNARKA,PHN402,Country SA,1,Good,Good,0
SA1585,WYNN VALE,PHN401,Adelaide,1,Good,Good,0
SA1586,WYOMI,PHN402,Country SA,1,Good,Good,0
SA1587,YACKA,PHN402,Country SA,1,Good,Good,0
SA1588,YAHL,PHN402,Country SA,1,Good,Good,0
SA1589,YALANDA,PHN402,Country SA,1,Good,Good,0
SA159,BROADVIEW,PHN401,Adelaide,1,Good,Good,0
SA1590,YALATA,PHN402,Country SA,1,Good,Good,0
SA1591,YALLUNDA FLAT,PHN402,Country SA,1,Good,Good,0
SA1592,YALPARA,PHN402,Country SA,1,Good,Good,0
SA1593,YAMBA,PHN402,Country SA,1,Good,Good,0
SA1594,YANERBIE,PHN402,Country SA,1,Good,Good,0
SA1595,YANINEE,PHN402,Country SA,1,Good,Good,0
SA1596,YANKALILLA,PHN402,Country SA,1,Good,Good,0
SA1597,YANTANABIE,PHN402,Country SA,1,Good,Good,0
SA1598,YANYARRIE,PHN402,Country SA,1,Good,Good,0
SA1599,YARRAH,PHN402,Country SA,1,Good,Good,0
SA16,ALTONA,PHN402,Country SA,1,Good,Good,0
SA160,BROMPTON,PHN401,Adelaide,1,Good,Good,0
SA1600,YATALA VALE,PHN401,Adelaide,1,Good,Good,0
SA1601,YATINA,PHN402,Country SA,1,Good,Good,0
SA1602,YATTALUNGA,PHN401,Adelaide,1,Good,Good,0
SA1603,YEELANNA,PHN402,Country SA,1,Good,Good,0
SA1604,YELTA,PHN402,Country SA,1,Good,Good,0
SA1605,YINKANIE,PHN402,Country SA,1,Good,Good,0
SA1606,YONGALA,PHN402,Country SA,1,Good,Good,0
SA1607,YORKE VALLEY,PHN402,Country SA,1,Good,Good,0
SA1608,YORKETOWN,PHN402,Country SA,1,Good,Good,0
SA1609,YOUNGHUSBAND,PHN402,Country SA,1,Good,Good,0
SA161,BROOKER,PHN402,Country SA,1,Good,Good,0
SA1610,YOUNGHUSBAND HOLDINGS,PHN402,Country SA,1,Good,Good,0
SA1611,YUMALI,PHN402,Country SA,1,Good,Good,0
SA1612,YUNDI,PHN402,Country SA,1,Good,Good,0
SA1613,YUNTA,PHN402,Country SA,1,Good,Good,0
SA1614,ZADOWS LANDING,PHN402,Country SA,1,Good,Good,0
SA1615,NEW PORT,PHN401,Adelaide,1,Good,Good,0
SA162,BROOKLYN PARK,PHN401,Adelaide,1,Good,Good,0
SA1627,ARKAROOLA VILLAGE,PHN402,Country SA,1,Good,Good,0
SA1628,FISHERMAN BAY,PHN402,Country SA,1,Good,Good,0
SA1629,BUCKLEBOO,PHN402,Country SA,1,Good,Good,0
SA163,BROUGHTON RIVER VALLEY,PHN402,Country SA,1,Good,Good,0
SA1630,BROWN BEACH,PHN402,Country SA,1,Good,Good,0
SA1631,CLAYTON BAY,PHN402,Country SA,1,Good,Good,0
SA1632,O'SULLIVAN BEACH,PHN401,Adelaide,1,Good,Good,0
SA1634,BROWNLOW KI,PHN402,Country SA,1,Good,Good,0
SA1635,LONG PLAINS,PHN402,Country SA,1,Good,Good,0
SA1636,KINGSTON SE,PHN402,Country SA,1,Good,Good,0
SA1637,ST IVES,PHN402,Country SA,1,Good,Good,0
SA1638,OB FLAT,PHN402,Country SA,1,Good,Good,0
SA1639,O'HALLORAN HILL,PHN401,Adelaide,1,Good,Good,0
SA164,BROWN HILL CREEK,PHN401,Adelaide,1,Good,Good,0
SA1640,MAGDALA,PHN402,Country SA,1,Good,Good,0
SA1641,MIL-LEL,PHN402,Country SA,1,Good,Good,0
SA1642,SHEA-OAK LOG,PHN402,Country SA,1,Good,Good,0
SA1643,PORT MANNUM,PHN402,Country SA,1,Good,Good,0
SA1644,LITTLE DOUGLAS,PHN402,Country SA,1,Good,Good,0
SA1645,TIATUKIA,PHN402,Country SA,1,Good,Good,0
SA1646,POINT BOSTON,PHN402,Country SA,1,Good,Good,0
SA1647,GARDEN ISLAND,PHN401,Adelaide,1,Good,Good,0
SA1648,TORRENS ISLAND,PHN401,Adelaide,0.8,Good,Good,0
SA1648,TORRENS ISLAND,,,0.2,Good,Good,2
SA1649,FARM BEACH,PHN402,Country SA,1,Good,Good,0
SA165,BROWNLOW,PHN402,Country SA,1,Good,Good,0
SA1650,FALSE BAY,PHN402,Country SA,1,Good,Good,0
SA1651,DOUGLAS POINT SOUTH,PHN402,Country SA,1,Good,Good,0
SA1652,FITZGERALD BAY,PHN402,Country SA,1,Good,Good,0
SA1653,DOUGLAS POINT,PHN402,Country SA,1,Good,Good,0
SA1654,BACKY POINT,PHN402,Country SA,1,Good,Good,0
SA1655,POINT LOWLY NORTH,PHN402,Country SA,1,Good,Good,0
SA1656,EDINBURGH NORTH,PHN401,Adelaide,1,Good,Good,0
SA1657,CEDUNA WATERS,PHN402,Country SA,1,Good,Good,0
SA1658,MURNINNIE BEACH,PHN402,Country SA,1,Good,Good,0
SA1659,WHYALLA BARSON,PHN402,Country SA,1,Good,Good,0
SA1660,SULTANA POINT,PHN402,Country SA,1,Good,Good,0
SA1661,COWLEDS LANDING,PHN402,Country SA,1,Good,Good,0
SA168,BRUCE,PHN402,Country SA,1,Good,Good,0
SA169,BRUKUNGA,PHN402,Country SA,1,Good,Good,0
SA17,AMERICAN BEACH,PHN402,Country SA,1,Good,Good,0
SA170,BUCHANAN,PHN402,Country SA,1,Good,Good,0
SA171,BUCHFELDE,PHN402,Country SA,1,Good,Good,0
SA173,BUCKINGHAM,PHN402,Country SA,1,Good,Good,0
SA174,BUCKLAND PARK,PHN401,Adelaide,1,Good,Good,0
SA175,BUGLE HUT,PHN402,Country SA,1,Good,Good,0
SA176,BUGLE RANGES,PHN402,Country SA,1,Good,Good,0
SA177,BULL CREEK,PHN402,Country SA,1,Good,Good,0
SA178,BUMBUNGA,PHN402,Country SA,1,Good,Good,0
SA179,BUNBURY,PHN402,Country SA,1,Good,Good,0
SA18,AMERICAN RIVER,PHN402,Country SA,1,Good,Good,0
SA180,BUNDALEER GARDENS,PHN402,Country SA,1,Good,Good,0
SA181,BUNDALEER NORTH,PHN402,Country SA,1,Good,Good,0
SA182,BUNDEY,PHN402,Country SA,1,Good,Good,0
SA183,BUNGAMA,PHN402,Country SA,1,Good,Good,0
SA184,BUNGAREE,PHN402,Country SA,1,Good,Good,0
SA185,BURDETT,PHN402,Country SA,1,Good,Good,0
SA186,BURNSFIELD,PHN402,Country SA,1,Good,Good,0
SA187,BURNSIDE,PHN401,Adelaide,1,Good,Good,0
SA188,BURRA,PHN402,Country SA,1,Good,Good,0
SA189,BURRA EASTERN DISTRICTS,PHN402,Country SA,1,Good,Good,0
SA19,AMYTON,PHN402,Country SA,1,Good,Good,0
SA190,BURRUNGULE,PHN402,Country SA,1,Good,Good,0
SA191,BURTON,PHN401,Adelaide,1,Good,Good,0
SA192,BUTE,PHN402,Country SA,1,Good,Good,0
SA193,BUTLER,PHN402,Country SA,1,Good,Good,0
SA194,CADELL,PHN402,Country SA,1,Good,Good,0
SA195,CADELL LAGOON,PHN402,Country SA,1,Good,Good,0
SA196,CADGEE,PHN402,Country SA,1,Good,Good,0
SA197,CALCA,PHN402,Country SA,1,Good,Good,0
SA198,CALIPH,PHN402,Country SA,1,Good,Good,0
SA199,CALLINGTON,PHN402,Country SA,1,Good,Good,0
SA2,ADELAIDE,PHN401,Adelaide,1,Good,Good,0
SA20,ANAMA,PHN402,Country SA,1,Good,Good,0
SA200,CALOMBA,PHN402,Country SA,1,Good,Good,0
SA201,CALOOTE,PHN402,Country SA,1,Good,Good,0
SA202,CALTOWIE,PHN402,Country SA,1,Good,Good,0
SA203,CALTOWIE NORTH,PHN402,Country SA,1,Good,Good,0
SA204,CALTOWIE WEST,PHN402,Country SA,1,Good,Good,0
SA205,CAMBRAI,PHN402,Country SA,1,Good,Good,0
SA206,CAMDEN PARK,PHN401,Adelaide,1,Good,Good,0
SA207,CAMPBELLTOWN,PHN401,Adelaide,1,Good,Good,0
SA208,CAMPOONA,PHN402,Country SA,1,Good,Good,0
SA209,CANNAWIGARA,PHN402,Country SA,1,Good,Good,0
SA21,ANDAMOOKA,PHN402,Country SA,1,Good,Good,0
SA210,CANOWIE,PHN402,Country SA,1,Good,Good,0
SA210006014,ST CLAIR,PHN401,Adelaide,1,Good,Good,0
SA210006015,MOORILLAH,PHN402,Country SA,1,Good,Good,0
SA210006016,BOSWORTH,PHN402,Country SA,1,Good,Good,0
SA210006017,MOUNT EBA,PHN402,Country SA,1,Good,Good,0
SA210006018,MOUNT VIVIAN,PHN402,Country SA,1,Good,Good,0
SA210006019,CHUNDARIA,PHN402,Country SA,1,Good,Good,0
SA210006020,EDIACARA,PHN402,Country SA,1,Good,Good,0
SA210006021,MITCHIDY MOOLA,PHN402,Country SA,1,Good,Good,0
SA210006022,LAKE TORRENS STATION,PHN402,Country SA,1,Good,Good,0
SA210006023,WILGENA,PHN402,Country SA,1,Good,Good,0
SA210006024,WIRRAMINNA,PHN402,Country SA,1,Good,Good,0
SA210006025,MILLERS CREEK,PHN402,Country SA,1,Good,Good,0
SA210006026,PURPLE DOWNS,PHN402,Country SA,1,Good,Good,0
SA210006027,STUARTS CREEK,PHN402,Country SA,1,Good,Good,0
SA210006028,MOUNT ARDEN,PHN402,Country SA,1,Good,Good,0
SA210006029,OAKDEN HILLS,PHN402,Country SA,1,Good,Good,0
SA210006030,HILTABA,PHN402,Country SA,1,Good,Good,0
SA210006031,INGOMAR,PHN402,Country SA,1,Good,Good,0
SA210006032,MCDOUALL PEAK,PHN402,Country SA,1,Good,Good,0
SA210006033,ROXBY DOWNS STATION,PHN402,Country SA,1,Good,Good,0
SA210006034,COOYERDOO,PHN402,Country SA,1,Good,Good,0
SA210006035,IRON BARON,PHN402,Country SA,1,Good,Good,0
SA210006036,SECRET ROCKS,PHN402,Country SA,1,Good,Good,0
SA210006037,YUDNAPINNA,PHN402,Country SA,1,Good,Good,0
SA210006038,GAWLER RANGES,PHN402,Country SA,1,Good,Good,0
SA210006039,WILKATANA STATION,PHN402,Country SA,1,Good,Good,0
SA210006040,FLINDERS RANGES,PHN402,Country SA,1,Good,Good,0
SA210006041,SOUTH GAP,PHN402,Country SA,1,Good,Good,0
SA210006042,ISLAND LAGOON,PHN402,Country SA,1,Good,Good,0
SA210006043,YELTANA,PHN402,Country SA,1,Good,Good,0
SA210006044,WARTAKA,PHN402,Country SA,1,Good,Good,0
SA210006045,MOUNT FALKLAND,PHN402,Country SA,1,Good,Good,0
SA210006046,LAKE TORRENS,PHN402,Country SA,1,Good,Good,0
SA210006048,PINJARRA STATION,PHN402,Country SA,1,Good,Good,0
SA210006049,KATUNGA STATION,PHN402,Country SA,1,Good,Good,0
SA210006050,MIDDLEBACK RANGE,PHN402,Country SA,1,Good,Good,0
SA210006051,LAKE HARRIS,PHN402,Country SA,1,Good,Good,0
SA210006052,ALPANA,PHN402,Country SA,1,Good,Good,0
SA210006053,YARDEA,PHN402,Country SA,1,Good,Good,0
SA210006054,BULGUNNIA,PHN402,Country SA,1,Good,Good,0
SA210006055,COONDAMBO,PHN402,Country SA,1,Good,Good,0
SA210006056,CORUNNA STATION,PHN402,Country SA,1,Good,Good,0
