CD_CODE_2001,POA_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
1031607,2822,0.3571429,Poor,Good,0
1031607,2830,0.5714286,Good,Good,0
1031608,2827,1,Good,Good,0
1031609,2827,1,Good,Good,0
1031610,2827,1,Good,Good,0
1031611,2827,1,Good,Good,0
1031612,2827,1,Good,Good,0
1031613,2828,0.2,Poor,Good,0
1031613,2817,0.8,Acceptable,Good,0
1031614,2817,1,Acceptable,Good,0
1031615,2827,1,Good,Good,0
1031701,2822,0.1578947,Poor,Good,0
1031701,2830,0.8421053,Good,Good,0
1031702,2830,1,Good,Good,0
1031703,2822,0.2,Poor,Good,0
1031703,2830,0.8,Good,Good,0
1031704,2831,0.0789474,Poor,Good,0
1031704,2830,0.9210526,Good,Good,0
1031705,2822,1,Poor,Good,0
1031706,2830,1,Good,Good,0
1031707,2830,1,Good,Good,0
1031708,2830,1,Good,Good,0
1031801,2830,1,Good,Good,0
1031802,2830,1,Good,Good,0
1031803,2830,1,Good,Good,0
1031804,2830,1,Good,Good,0
1031805,2830,1,Good,Good,0
1031806,2830,1,Good,Good,0
1031807,2830,1,Good,Good,0
1031808,2830,1,Good,Good,0
1031809,2830,1,Good,Good,0
1031810,2830,1,Good,Good,0
1031811,2830,1,Good,Good,0
1031812,2830,1,Good,Good,0
1031813,2830,1,Good,Good,0
1031901,2830,1,Good,Good,0
1031902,2830,1,Good,Good,0
1031903,2830,1,Good,Good,0
1031904,2830,1,Good,Good,0
1031905,2830,1,Good,Good,0
1031906,2830,1,Good,Good,0
1031907,2830,1,Good,Good,0
1031908,2830,1,Good,Good,0
1031909,2830,1,Good,Good,0
1031910,2830,1,Good,Good,0
1031911,2830,1,Good,Good,0
1031912,2830,1,Good,Good,0
1032001,2830,1,Good,Good,0
1032002,2830,1,Good,Good,0
1032003,2830,1,Good,Good,0
1032004,2830,1,Good,Good,0
1032005,2830,1,Good,Good,0
1032006,2830,1,Good,Good,0
1032007,2830,1,Good,Good,0
1032008,2830,1,Good,Good,0
1032009,2830,1,Good,Good,0
1032010,2830,1,Good,Good,0
1032011,2830,1,Good,Good,0
1032012,2830,1,Good,Good,0
1032013,2830,1,Good,Good,0
1032101,2830,1,Good,Good,0
1032102,2830,1,Good,Good,0
1032103,2830,1,Good,Good,0
1032104,2830,1,Good,Good,0
1032105,2830,1,Good,Good,0
1032106,2830,1,Good,Good,0
1032107,2830,1,Good,Good,0
1032108,2830,1,Good,Good,0
1032109,2830,1,Good,Good,0
1032110,2830,1,Good,Good,0
1032111,2830,1,Good,Good,0
1032112,2830,1,Good,Good,0
1032113,2830,1,Good,Good,0
1032201,2852,0.1632653,Good,Good,0
1032201,2820,0.3877551,Good,Good,0
1032201,2831,0.4489796,Poor,Good,0
1032202,2830,0.0243902,Good,Good,0
1032202,2820,0.9756098,Good,Good,0
1032203,2818,0.4489796,Acceptable,Good,0
1032203,2820,0.5510204,Good,Good,0
1032204,2820,0.4,Good,Good,0
1032204,2818,0.6,Acceptable,Good,0
1032205,2818,1,Acceptable,Good,0
1032206,2818,0.3829787,Acceptable,Good,0
1032206,2820,0.6170213,Good,Good,0
1032207,2868,0.3333333,Acceptable,Good,0
1032207,2820,0.6666667,Good,Good,0
1032208,2866,0.0909091,Acceptable,Good,0
1032208,2868,0.1136364,Acceptable,Good,0
1032208,2867,0.2954545,Poor,Good,0
1032208,2820,0.5,Good,Good,0
1032209,2866,0.1351351,Acceptable,Good,0
1032209,2820,0.8648649,Good,Good,0
1032210,2820,1,Good,Good,0
1032211,2852,0.0217391,Good,Good,0
1032211,2820,0.4347826,Good,Good,0
1032211,2850,0.5434783,Good,Good,0
1032212,2820,0.35,Good,Good,0
1032212,2866,0.65,Acceptable,Good,0
1032213,2800,0.0238095,Good,Good,0
1032213,2820,0.3333333,Good,Good,0
1032213,2866,0.6428571,Acceptable,Good,0
1032214,2820,1,Good,Good,0
1032215,2820,1,Good,Good,0
1032301,2820,1,Good,Good,0
1032302,2820,1,Good,Good,0
1032303,2820,1,Good,Good,0
1032304,2820,1,Good,Good,0
1032305,2820,1,Good,Good,0
1032306,2820,1,Good,Good,0
1032307,2820,1,Good,Good,0
1032308,2820,1,Good,Good,0
1032309,2820,1,Good,Good,0
1032310,2820,1,Good,Good,0
1032401,2852,0.0816327,Good,Good,0
1032401,2850,0.9183673,Good,Good,0
1032402,2850,1,Good,Good,0
1032403,2850,1,Good,Good,0
1032404,2850,1,Good,Good,0
1032405,2850,1,Good,Good,0
1032406,2795,0.0652174,Good,Good,0
1032406,2850,0.9347826,Good,Good,0
1032407,2850,1,Good,Good,0
1032408,2850,1,Good,Good,0
1032409,2850,1,Good,Good,0
1032501,2850,1,Good,Good,0
1032502,2850,1,Good,Good,0
1032503,2850,1,Good,Good,0
1032504,2850,1,Good,Good,0
1032505,2850,1,Good,Good,0
1032506,2850,1,Good,Good,0
1032507,2850,1,Good,Good,0
1032508,2850,1,Good,Good,0
1032509,2850,1,Good,Good,0
1032510,2850,1,Good,Good,0
1032511,2850,1,Good,Good,0
1032512,2850,1,Good,Good,0
1032513,2850,1,Good,Good,0
1032514,2850,1,Good,Good,0
1032515,2850,1,Good,Good,0
1032516,2850,1,Good,Good,0
1032601,2850,1,Good,Good,0
1032602,2850,1,Good,Good,0
1032603,2850,1,Good,Good,0
1032604,2850,1,Good,Good,0
1032605,2850,1,Good,Good,0
1032606,2850,1,Good,Good,0
1032607,2850,1,Good,Good,0
1032608,2852,0.047619,Good,Good,0
1032608,2850,0.952381,Good,Good,0
1032609,2850,1,Good,Good,0
1032701,2830,1,Good,Good,0
1032702,2830,0.326087,Good,Good,0
1032702,2831,0.673913,Poor,Good,0
1032703,2830,1,Good,Good,0
1032704,2831,1,Poor,Good,0
1032705,2830,1,Good,Good,0
1032706,2831,0.1818182,Poor,Good,0
1032706,2830,0.8181818,Good,Good,0
1032707,2830,1,Good,Good,0
1032708,2818,0.3877551,Acceptable,Good,0
1032708,2830,0.6122449,Good,Good,0
1032709,2830,1,Good,Good,0
1032801,2852,1,Good,Good,0
1032802,2844,0.195122,Acceptable,Good,0
1032802,2852,0.804878,Good,Good,0
1032803,2852,1,Good,Good,0
1032804,2852,1,Good,Good,0
1032805,2852,1,Good,Good,0
1032806,2852,1,Good,Good,0
1032807,2850,0.1111111,Good,Good,0
1032807,2852,0.8888889,Good,Good,0
1032808,2852,0.1818182,Good,Good,0
1032808,2850,0.8181818,Good,Good,0
1032809,2852,1,Good,Good,0
1040101,2832,0.0212766,Good,Good,0
1040101,2406,0.0425532,Acceptable,Good,0
1040101,2833,0.2340426,Acceptable,Good,0
1040101,2834,0.7021277,Good,Good,0
1040102,2834,0.4210526,Good,Good,0
1040102,2832,0.5789474,Good,Good,0
1040103,2833,1,Acceptable,Good,0
1040104,2832,0.3142857,Good,Good,0
1040104,2833,0.6857143,Acceptable,Good,0
1040105,2832,1,Good,Good,0
1040201,2832,1,Good,Good,0
1040202,2832,1,Good,Good,0
1040203,2832,1,Good,Good,0
1040204,2832,0.375,Good,Good,0
1040204,2831,0.625,Poor,Good,0
1040205,2832,1,Good,Good,0
1040206,2832,1,Good,Good,0
1040207,2832,1,Good,Good,0
1040301,2832,1,Good,Good,0
1040302,2386,1,Poor,Good,0
1040303,2833,0.4411765,Acceptable,Good,0
1040303,2832,0.5588235,Good,Good,0
1040304,2833,0.1351351,Acceptable,Good,0
1040304,2832,0.1891892,Good,Good,0
1040304,2386,0.2972973,Poor,Good,0
1040304,2387,0.3783784,Poor,Good,0
1040305,2833,0.3157895,Acceptable,Good,0
1040305,2386,0.3421053,Poor,Good,0
1040305,2387,0.3421053,Poor,Good,0
1040306,2832,0.3823529,Good,Good,0
1040306,2831,0.6176471,Poor,Good,0
1040307,2388,0.3095238,Acceptable,Good,0
1040307,2832,0.6904762,Good,Good,0
1040308,2832,1,Good,Good,0
1040309,2832,0.1086957,Good,Good,0
1040309,2388,0.3913043,Acceptable,Good,0
1040309,2386,0.5,Poor,Good,0
1040401,2829,0.25,Good,Good,0
1040401,2831,0.75,Poor,Good,0
1040402,2831,0.2682927,Poor,Good,0
1040402,2829,0.7317073,Good,Good,0
1040403,2829,1,Good,Good,0
1040404,2829,1,Good,Good,0
1040405,2829,1,Good,Good,0
1040406,2829,1,Good,Good,0
1040407,2829,1,Good,Good,0
1040501,2828,0.3243243,Poor,Good,0
1040501,2829,0.6756757,Good,Good,0
1040502,2829,0.375,Good,Good,0
1040502,2828,0.625,Poor,Good,0
1040503,2828,1,Poor,Good,0
1040504,2829,1,Good,Good,0
1040505,2831,0.0810811,Poor,Good,0
1040505,2828,0.4054054,Poor,Good,0
1040505,2829,0.5135135,Good,Good,0
1040506,2829,0.1428571,Good,Good,0
1040506,2828,0.8571429,Poor,Good,0
1040601,2842,0.4411765,Poor,Good,0
1040601,2831,0.5588235,Poor,Good,0
1040602,2842,1,Poor,Good,0
1040603,2830,0.025,Good,Good,0
1040603,2842,0.425,Poor,Good,0
1040603,2844,0.55,Acceptable,Good,0
1040604,2842,0.0769231,Poor,Good,0
1040604,2831,0.1538462,Poor,Good,0
1040604,2844,0.7692308,Acceptable,Good,0
1040605,2844,1,Acceptable,Good,0
1040606,2844,1,Acceptable,Good,0
1040607,2844,1,Acceptable,Good,0
1040701,2831,0.1764706,Poor,Good,0
1040701,2843,0.2647059,Acceptable,Good,0
1040701,2395,0.5588235,Acceptable,Good,0
1040702,2395,0.1515152,Acceptable,Good,0
1040702,2843,0.8484848,Acceptable,Good,0
1040703,2329,0.1190476,Good,Good,0
1040703,2843,0.8809524,Acceptable,Good,0
1040704,2843,1,Acceptable,Good,0
1040705,2831,0.0512821,Poor,Good,0
1040705,2844,0.4102564,Acceptable,Good,0
1040705,2843,0.5384615,Acceptable,Good,0
1040706,2844,0.1025641,Acceptable,Good,0
1040706,2329,0.4102564,Good,Good,0
1040706,2843,0.4871795,Acceptable,Good,0
1040707,2329,0.09375,Good,Good,0
1040707,2844,0.90625,Acceptable,Good,0
1040708,2843,1,Acceptable,Good,0
1040801,2357,1,Good,Good,0
1040802,2357,1,Good,Good,0
1040803,2357,1,Good,Good,0
1040804,2357,1,Good,Good,0
1040805,2357,1,Good,Good,0
1040806,2842,0.2777778,Poor,Good,0
1040806,2357,0.7222222,Good,Good,0
1040807,2395,1,Acceptable,Good,0
1040808,2357,0.0625,Good,Good,0
1040808,2395,0.2916667,Acceptable,Good,0
1040808,2842,0.6458333,Poor,Good,0
1040809,2357,0.2195122,Good,Good,0
1040809,2395,0.7804878,Acceptable,Good,0
1040810,2395,0.1176471,Acceptable,Good,0
1040810,2357,0.2352941,Good,Good,0
1040810,2381,0.6470588,Acceptable,Good,0
1040811,2357,1,Good,Good,0
1040901,2396,1,Acceptable,Good,0
1040902,2396,1,Acceptable,Good,0
1040903,2396,0.4186047,Acceptable,Good,0
1040903,2357,0.5813953,Good,Good,0
1040904,2396,0.1875,Acceptable,Good,0
1040904,2357,0.8125,Good,Good,0
1040905,2357,1,Good,Good,0
1040906,2396,0.097561,Acceptable,Good,0
1040906,2357,0.902439,Good,Good,0
1040907,2357,0.1136364,Good,Good,0
1040907,2396,0.8863636,Acceptable,Good,0
1040908,2357,1,Good,Good,0
1040909,2381,0.0277778,Acceptable,Good,0
1040909,2357,0.25,Good,Good,0
1040909,2379,0.7222222,Poor,Good,0
1041001,2388,1,Acceptable,Good,0
1041002,2388,1,Acceptable,Good,0
1041003,2390,0.3877551,Good,Good,0
1041003,2388,0.6122449,Acceptable,Good,0
1041004,2388,0.2380952,Acceptable,Good,0
1041004,2390,0.7619048,Good,Good,0
1041005,2356,0.0232558,Poor,Good,0
1041005,2390,0.0232558,Good,Good,0
1041005,2396,0.0232558,Acceptable,Good,0
1041005,2388,0.9302326,Acceptable,Good,0
1041006,2388,0.45,Acceptable,Good,0
1041006,2356,0.55,Poor,Good,0
1041007,2388,1,Acceptable,Good,0
1041008,2388,1,Acceptable,Good,0
1041101,2390,1,Good,Good,0
1041102,2382,0.125,Acceptable,Good,0
1041102,2390,0.875,Good,Good,0
1041103,2390,0.2258065,Good,Good,0
1041103,2382,0.7741935,Acceptable,Good,0
1041104,2390,1,Good,Good,0
1041105,2382,0.0714286,Acceptable,Good,0
1041105,2390,0.3571429,Good,Good,0
1041105,2388,0.5714286,Acceptable,Good,0
1041106,2390,0.2051282,Good,Good,0
1041106,2382,0.7948718,Acceptable,Good,0
1041107,2382,1,Acceptable,Good,0
1041108,2382,1,Acceptable,Good,0
1041109,2382,1,Acceptable,Good,0
1041201,2390,1,Good,Good,0
1041202,2390,1,Good,Good,0
1041203,2390,1,Good,Good,0
1041204,2390,1,Good,Good,0
1041205,2390,1,Good,Good,0
1041206,2390,1,Good,Good,0
1041207,2390,1,Good,Good,0
1041208,2390,1,Good,Good,0
1041209,2390,1,Good,Good,0
1041210,2390,1,Good,Good,0
1041211,2390,1,Good,Good,0
1041212,2390,1,Good,Good,0
1041301,2386,0.0588235,Poor,Good,0
1041301,2387,0.0882353,Poor,Good,0
1041301,2397,0.3823529,Poor,Good,0
1041301,2388,0.4705882,Acceptable,Good,0
1041302,2390,0.2888889,Good,Good,0
1041302,2397,0.7111111,Poor,Good,0
1041303,2397,1,Poor,Good,0
1041304,2390,0.5,Good,Good,0
1041304,2397,0.5,Poor,Good,0
1041305,2390,1,Good,Good,0
1041306,2388,0.08,Acceptable,Good,0
1041306,2397,0.16,Poor,Good,0
1041306,2390,0.76,Good,Good,0
1041307,2386,0.3333333,Poor,Good,0
1041307,2388,0.6666667,Acceptable,Good,0
1041308,2386,0.3666667,Poor,Good,0
1041308,2388,0.6333333,Acceptable,Good,0
1041401,2405,0.34375,Poor,Good,0
1041401,2406,0.65625,Acceptable,Good,0
1041402,2406,0.2380952,Acceptable,Good,0
1041402,2405,0.7619048,Poor,Good,0
1041403,2397,0.1333333,Poor,Good,0
1041403,2398,0.1777778,Poor,Good,0
1041403,2400,0.6888889,Good,Good,0
1041404,2387,0.1515152,Poor,Good,0
1041404,2397,0.2727273,Poor,Good,0
1041404,2400,0.5757576,Good,Good,0
1041405,2406,0.3421053,Acceptable,Good,0
1041405,2400,0.6578947,Good,Good,0
1041406,2406,0.0857143,Acceptable,Good,0
1041406,2405,0.4,Poor,Good,0
1041406,2400,0.5142857,Good,Good,0
1041407,2833,0.195122,Acceptable,Good,0
1041407,2387,0.2439024,Poor,Good,0
1041407,2400,0.5609756,Good,Good,0
1041408,2406,1,Acceptable,Good,0
1041409,2400,0.0454545,Good,Good,0
1041409,2833,0.3636364,Acceptable,Good,0
1041409,2406,0.5909091,Acceptable,Good,0
1041501,2405,1,Poor,Good,0
1041502,2409,1,Good,Good,0
1041503,2405,0.1388889,Poor,Good,0
1041503,2409,0.8611111,Good,Good,0
1041504,2405,1,Poor,Good,0
1041505,2405,0.4444444,Poor,Good,0
1041505,2400,0.5555556,Good,Good,0
1041506,2405,0.0857143,Poor,Good,0
1041506,2409,0.0857143,Good,Good,0
1041506,2411,0.0857143,Poor,Good,0
1041506,2400,0.7428571,Good,Good,0
1041507,2405,0.3555556,Poor,Good,0
1041507,2400,0.6444444,Good,Good,0
1041508,2411,0.027027,Poor,Good,0
1041508,2400,0.972973,Good,Good,0
1041509,4388,0.0227273,Acceptable,Good,0
1041509,4390,0.0227273,Good,Good,0
1041509,2409,0.9545455,Good,Good,0
1041601,2399,0.0666667,Acceptable,Good,0
1041601,2400,0.9333333,Good,Good,0
1041602,2400,0.025,Good,Good,0
1041602,2399,0.975,Acceptable,Good,0
1041603,2399,1,Acceptable,Good,0
1041604,2401,0.0425532,Acceptable,Good,0
1041604,2399,0.4680851,Acceptable,Good,0
1041604,2400,0.4893617,Good,Good,0
1041605,2400,1,Good,Good,0
1041606,2390,0.0540541,Good,Good,0
1041606,2397,0.1081081,Poor,Good,0
1041606,2400,0.2972973,Good,Good,0
1041606,2398,0.5405405,Poor,Good,0
1041607,2397,0.1,Poor,Good,0
1041607,2401,0.1,Acceptable,Good,0
1041607,2400,0.175,Good,Good,0
1041607,2390,0.625,Good,Good,0
1041608,2400,1,Good,Good,0
1041701,2343,1,Good,Good,0
1041702,2343,1,Good,Good,0
1041703,2343,1,Good,Good,0
1041704,2343,1,Good,Good,0
1041705,2343,1,Good,Good,0
1041706,2343,1,Good,Good,0
1041801,2400,1,Good,Good,0
1041802,2400,1,Good,Good,0
1041803,2400,1,Good,Good,0
1041804,2400,1,Good,Good,0
1041805,2400,0.3611111,Good,Good,0
1041805,2398,0.6388889,Poor,Good,0
1041806,2400,1,Good,Good,0
1041807,2400,1,Good,Good,0
1041808,2400,1,Good,Good,0
1041809,2400,1,Good,Good,0
1041810,2400,1,Good,Good,0
1041811,2400,1,Good,Good,0
1041901,2400,0.1086957,Good,Good,0
1041901,2411,0.1086957,Poor,Good,0
1041901,2408,0.7826087,Poor,Good,0
1041902,2409,0.3478261,Good,Good,0
1041902,2408,0.6521739,Poor,Good,0
1041903,2402,0.1190476,Acceptable,Good,0
1041903,2408,0.8809524,Poor,Good,0
1041904,2408,0.0638298,Poor,Good,0
1041904,2399,0.0851064,Acceptable,Good,0
1041904,2402,0.1276596,Acceptable,Good,0
1041904,2400,0.2978723,Good,Good,0
1041904,2411,0.4255319,Poor,Good,0
1041905,2399,0.0408163,Acceptable,Good,0
1041905,2400,0.0408163,Good,Good,0
1041905,2411,0.0408163,Poor,Good,0
1041905,2408,0.0816327,Poor,Good,0
1041905,2402,0.7959184,Acceptable,Good,0
1041906,2402,1,Acceptable,Good,0
1041907,2360,0.0612245,Good,Good,0
1041907,2408,0.1632653,Poor,Good,0
1041907,2403,0.2040816,Poor,Good,0
1041907,2402,0.5714286,Acceptable,Good,0
1041908,2403,0.425,Poor,Good,0
1041908,2402,0.575,Acceptable,Good,0
1041909,2402,1,Acceptable,Good,0
1041910,2404,0.2244898,Good,Good,0
1041910,2403,0.3469388,Poor,Good,0
1041910,2402,0.4285714,Acceptable,Good,0
1041911,2401,1,Acceptable,Good,0
1041912,2401,1,Acceptable,Good,0
1041913,2399,0.1590909,Acceptable,Good,0
1041913,2402,0.4090909,Acceptable,Good,0
1041913,2401,0.4318182,Acceptable,Good,0
1041914,2402,1,Acceptable,Good,0
1042001,2401,0.0232558,Acceptable,Good,0
1042001,2403,0.0697674,Poor,Good,0
1042001,2404,0.9069767,Good,Good,0
1042002,2404,1,Good,Good,0
1042003,2360,0.1666667,Good,Good,0
1042003,2359,0.3571429,Poor,Good,0
1042003,2404,0.4761905,Good,Good,0
1042004,2359,0.372093,Poor,Good,0
1042004,2404,0.627907,Good,Good,0
1042005,2404,1,Good,Good,0
1042006,2347,0.1333333,Good,Good,0
1042006,2404,0.3,Good,Good,0
1042006,2390,0.5666667,Good,Good,0
1042007,2404,1,Good,Good,0
1042008,2404,1,Good,Good,0
1042101,2347,1,Good,Good,0
1042102,2347,1,Good,Good,0
1042103,2347,1,Good,Good,0
1042104,2359,0.1176471,Poor,Good,0
1042104,2347,0.8823529,Good,Good,0
1042105,2359,0.075,Poor,Good,0
1042105,2347,0.925,Good,Good,0
1042106,2347,1,Good,Good,0
1042107,2347,1,Good,Good,0
1042108,2347,1,Good,Good,0
1042109,2347,1,Good,Good,0
1042110,2347,1,Good,Good,0
1042201,2346,1,Good,Good,0
1042202,2346,1,Good,Good,0
1042203,2346,1,Good,Good,0
1042204,2355,0.275,Acceptable,Good,0
1042204,2346,0.725,Good,Good,0
1042205,2346,1,Good,Good,0
1042206,2346,1,Good,Good,0
1042207,2346,1,Good,Good,0
1042208,2346,1,Good,Good,0
1042209,2346,1,Good,Good,0
1042210,2346,1,Good,Good,0
1042301,2382,0.1621622,Acceptable,Good,0
1042301,2380,0.8378378,Good,Good,0
1042302,2340,0.1666667,Good,Good,0
1042302,2380,0.8333333,Good,Good,0
1042303,2380,0.0294118,Good,Good,0
1042303,2340,0.9705882,Good,Good,0
1042304,2381,0.0222222,Acceptable,Good,0
1042304,2380,0.0666667,Good,Good,0
1042304,2342,0.3333333,Poor,Good,0
1042304,2340,0.5777778,Good,Good,0
1042305,2343,0.075,Good,Good,0
1042305,2342,0.275,Poor,Good,0
1042305,2381,0.65,Acceptable,Good,0
1042306,2343,0.4210526,Good,Good,0
1042306,2381,0.5789474,Acceptable,Good,0
1042307,2381,1,Acceptable,Good,0
1042308,2380,0.2162162,Good,Good,0
1042308,2381,0.7837838,Acceptable,Good,0
1042309,2382,0.1111111,Acceptable,Good,0
1042309,2380,0.8888889,Good,Good,0
1042310,2343,1,Good,Good,0
1042401,2379,0.0571429,Poor,Good,0
1042401,2380,0.1142857,Good,Good,0
1042401,2388,0.1428571,Acceptable,Good,0
1042401,2382,0.6857143,Acceptable,Good,0
1042402,2382,0.1904762,Acceptable,Good,0
1042402,2380,0.8095238,Good,Good,0
1042403,2379,0.2173913,Poor,Good,0
1042403,2380,0.7826087,Good,Good,0
1042404,2379,0.0526316,Poor,Good,0
1042404,2381,0.0526316,Acceptable,Good,0
1042404,2380,0.8947368,Good,Good,0
1042405,2343,0.0606061,Good,Good,0
1042405,2379,0.2121212,Poor,Good,0
1042405,2380,0.2727273,Good,Good,0
1042405,2381,0.4545455,Acceptable,Good,0
1042406,2381,1,Acceptable,Good,0
1042407,2379,0.1219512,Poor,Good,0
1042407,2381,0.8780488,Acceptable,Good,0
1042408,2380,1,Good,Good,0
1042501,2380,1,Good,Good,0
1042502,2380,1,Good,Good,0
1042503,2380,1,Good,Good,0
1042504,2380,1,Good,Good,0
1042505,2380,1,Good,Good,0
1042506,2380,1,Good,Good,0
1042507,2380,1,Good,Good,0
1042508,2380,1,Good,Good,0
1042509,2380,1,Good,Good,0
1042510,2380,1,Good,Good,0
1042511,2380,1,Good,Good,0
1042512,2380,1,Good,Good,0
1042601,2380,1,Good,Good,0
1042602,2380,1,Good,Good,0
1042603,2380,1,Good,Good,0
1042604,2380,1,Good,Good,0
1042605,2380,1,Good,Good,0
1042701,2381,0.1,Acceptable,Good,0
1042701,2343,0.9,Good,Good,0
1042702,2381,0.16,Acceptable,Good,0
1042702,2343,0.84,Good,Good,0
1042703,2343,1,Good,Good,0
1042704,2339,0.1282051,Poor,Good,0
1042704,2343,0.8717949,Good,Good,0
1042705,2341,0.2093023,Good,Good,0
1042705,2343,0.7906977,Good,Good,0
1042706,2341,0.0638298,Good,Good,0
1042706,2343,0.9361702,Good,Good,0
1042707,2339,0.2894737,Poor,Good,0
1042707,2343,0.7105263,Good,Good,0
1042708,2343,1,Good,Good,0
1042709,2339,0.0540541,Poor,Good,0
1042709,2343,0.9459459,Good,Good,0
1042710,2343,1,Good,Good,0
1042801,2400,1,Good,Good,0
1042802,2400,1,Good,Good,0
1042803,2400,1,Good,Good,0
1042804,2400,1,Good,Good,0
1042805,2400,1,Good,Good,0
1042806,2400,1,Good,Good,0
1042807,2400,1,Good,Good,0
1042901,2834,1,Good,Good,0
1042902,2834,1,Good,Good,0
1042903,2834,1,Good,Good,0
1042904,2834,1,Good,Good,0
1042905,2834,1,Good,Good,0
1042906,2834,1,Good,Good,0
1042907,2834,1,Good,Good,0
1042908,2834,1,Good,Good,0
1042909,2834,1,Good,Good,0
1050101,2370,0.0666667,Good,Good,0
1050101,2360,0.2333333,Good,Good,0
1050101,2361,0.7,Acceptable,Good,0
1050102,2410,1,Poor,Good,0
1050103,4385,0.375,Acceptable,Good,0
1050103,2410,0.625,Poor,Good,0
1050104,2361,0.1875,Acceptable,Good,0
1050104,2360,0.8125,Good,Good,0
1050105,4385,0.1351351,Acceptable,Good,0
1050105,2410,0.2162162,Poor,Good,0
1050105,2361,0.6486486,Acceptable,Good,0
1050106,2360,0.1842105,Good,Good,0
1050106,2410,0.8157895,Poor,Good,0
1050107,2410,0.1794872,Poor,Good,0
1050107,2360,0.8205128,Good,Good,0
1050108,2360,0.2325581,Good,Good,0
1050108,2361,0.7674419,Acceptable,Good,0
1050109,2361,1,Acceptable,Good,0
1050110,2371,0.3863636,Acceptable,Good,0
1050110,2361,0.6136364,Acceptable,Good,0
1050201,2403,1,Poor,Good,0
1050202,2360,1,Good,Good,0
1050203,2403,1,Poor,Good,0
1050204,2360,0.4651163,Good,Good,0
1050204,2403,0.5348837,Poor,Good,0
1050205,2360,1,Good,Good,0
1050206,2360,0.4444444,Good,Good,0
1050206,2403,0.5555556,Poor,Good,0
1050207,2360,1,Good,Good,0
1050208,2360,1,Good,Good,0
1050209,2369,0.3695652,Acceptable,Good,0
1050209,2360,0.6304348,Good,Good,0
1050301,2360,1,Good,Good,0
1050302,2361,0.0454545,Acceptable,Good,0
1050302,2370,0.1136364,Good,Good,0
1050302,2360,0.8409091,Good,Good,0
1050303,2360,0.4571429,Good,Good,0
1050303,2370,0.5428571,Good,Good,0
1050304,2365,0.4146341,Acceptable,Good,0
1050304,2360,0.5853659,Good,Good,0
1050305,2369,0.3181818,Acceptable,Good,0
1050305,2360,0.6818182,Good,Good,0
1050306,2360,1,Good,Good,0
1050307,2360,1,Good,Good,0
1050308,2360,1,Good,Good,0
1050401,2360,1,Good,Good,0
1050402,2360,1,Good,Good,0
1050403,2360,1,Good,Good,0
1050404,2360,1,Good,Good,0
1050405,2360,1,Good,Good,0
1050406,2360,1,Good,Good,0
1050407,2360,1,Good,Good,0
1050408,2360,1,Good,Good,0
1050409,2360,1,Good,Good,0
1050410,2360,1,Good,Good,0
1050411,2360,1,Good,Good,0
1050412,2360,1,Good,Good,0
1050413,2360,1,Good,Good,0
1050414,2360,1,Good,Good,0
1050415,2360,1,Good,Good,0
1050416,2360,1,Good,Good,0
1050501,2365,0.1315789,Acceptable,Good,0
1050501,2369,0.1842105,Acceptable,Good,0
1050501,2359,0.3421053,Poor,Good,0
1050501,2360,0.3421053,Good,Good,0
1050502,2365,1,Acceptable,Good,0
1050503,2369,1,Acceptable,Good,0
1050504,2365,1,Acceptable,Good,0
1050505,2365,0.475,Acceptable,Good,0
1050505,2369,0.525,Acceptable,Good,0
1050506,2365,1,Acceptable,Good,0
