DZN_CODE_2016,DZN_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
115950001,115950001,1,Good,Good,0
115950002,115950002,1,Good,Good,0
115950003,115950003,1,Good,Good,0
115950004,115950004,1,Good,Good,0
115960001,115960001,1,Good,Good,0
115960002,115960002,1,Good,Good,0
115960003,115960003,1,Good,Good,0
115960004,115960004,1,Good,Good,0
115960005,115960005,1,Good,Good,0
115970001,115970001,1,Good,Good,0
115970002,115970002,1,Good,Good,0
115970003,115970003,1,Good,Good,0
115970004,115970004,1,Good,Good,0
115980001,117320004,1,Good,Good,0
115980002,117310006,1,Good,Good,0
115980003,117310004,0.3211715,Poor,Good,0
115980003,117310005,0.1446791,Poor,Good,0
115980003,117320001,2.30E-06,Poor,Good,1
115980003,117320002,0.534147,Poor,Good,0
115980004,117310001,0.9827292,Good,Good,0
115980004,117320003,0.0172708,Poor,Good,0
115980005,117320005,1,Good,Good,0
115980006,117320006,1,Good,Good,0
115980007,117310007,1,Good,Good,0
115980008,117310008,1,Good,Good,0
115980009,117310009,1,Good,Good,0
115980010,117310002,0.0517768,Poor,Good,0
115980010,117310003,0.9482232,Good,Good,0
115980011,117310010,1,Good,Good,0
115990001,115990001,1,Good,Good,0
115990002,115990002,1,Good,Good,0
115990003,115990003,1,Good,Good,0
115990004,115990004,1,Good,Good,0
116000001,117330001,1,Good,Good,0
116000002,117330002,1,Good,Good,0
116000003,117330003,1,Good,Good,0
116000004,117330004,1,Good,Good,0
116000005,117330005,1,Good,Good,0
116000006,117330006,1,Good,Good,0
116000007,117300001,1,Good,Good,0
116000008,117330007,1,Good,Good,0
116010001,116010001,1,Good,Good,0
116010002,116010002,1,Good,Good,0
116010003,116010003,1,Good,Good,0
116010004,116010004,1,Good,Good,0
116010005,116010005,1,Good,Good,0
116010006,116010006,1,Good,Good,0
116020001,116020001,1,Good,Good,0
116020002,116020002,1,Good,Good,0
116020003,116020003,1,Good,Good,0
116020004,116020004,1,Good,Good,0
116020005,116020005,1,Good,Good,0
116020006,116020006,1,Good,Good,0
116030001,116030001,1,Good,Good,0
116030002,116030002,1,Good,Good,0
116030003,116030003,1,Good,Good,0
116030004,116030004,1,Good,Good,0
116040001,116040001,1,Good,Good,0
116040002,116040002,1,Good,Good,0
116040003,116040003,1,Good,Good,0
116040004,116040004,1,Good,Good,0
116040005,116040005,1,Good,Good,0
116040006,116040006,1,Good,Good,0
116040007,116040007,1,Good,Good,0
116040008,116040008,1,Good,Good,0
116040009,116040009,1,Good,Good,0
116040010,116040010,1,Good,Good,0
116050001,116050001,1,Good,Good,0
116050002,116050002,1,Good,Good,0
116060001,116060001,1,Good,Good,0
116060002,116060002,1,Good,Good,0
116060003,116060003,1,Good,Good,0
116070001,116070001,1,Good,Good,0
116070002,116070002,1,Good,Good,0
116070003,116070003,1,Good,Good,0
116070004,116070004,1,Good,Good,0
116070005,116070005,1,Good,Good,0
116080001,116080001,1,Good,Good,0
116080002,116080002,1,Good,Good,0
116090001,116090001,1,Good,Good,0
194999499,194999499,1,Good,Good,0
197999799,197999799,1,Good,Good,0
210010001,210010001,1,Good,Good,0
210010002,210010002,1,Good,Good,0
210010003,210010003,1,Good,Good,0
210010004,210010004,1,Good,Good,0
210013331,210013331,1,Good,Good,0
210013350,210013350,1,Good,Good,0
210023330,210023330,1,Good,Good,0
210023332,210023332,1,Good,Good,0
210023337,210023337,1,Good,Good,0
210023338,210023338,1,Good,Good,0
210023341,210023341,1,Good,Good,0
210023342,210023342,1,Good,Good,0
210023343,210023343,1,Good,Good,0
210023344,210023344,1,Good,Good,0
210023345,210023345,1,Good,Good,0
210023351,210023351,1,Good,Good,0
210033333,214810001,0.4451274,Poor,Good,0
210033333,214820001,0.5548726,Poor,Good,0
210033334,214810005,1,Good,Good,0
210033335,214810006,1,Good,Good,0
210033339,214820005,1,Good,Good,0
210033340,214810002,0.3489984,Poor,Good,0
210033340,214820002,0.6510016,Poor,Good,0
210033346,214820006,1,Good,Good,0
210033347,214810003,1,Good,Good,0
210033348,214810003,0.0012662,Good,Good,1
210033348,214820003,0.9987338,Good,Good,0
210033349,214810004,0.2772856,Poor,Good,0
210033349,214820004,0.7227144,Poor,Good,0
210033361,214820007,1,Good,Good,0
210043327,214830002,1,Good,Good,0
210043328,214840001,1,Good,Good,0
210043329,214830003,1,Good,Good,0
210043336,214830004,1,Good,Good,0
210043366,214830005,1,Good,Good,0
210043367,214840002,1,Good,Good,0
210043368,214840003,1,Good,Good,0
210043369,214830001,1,Good,Good,0
210053363,210053363,1,Good,Good,0
210053364,210053364,1,Good,Good,0
210053365,210053365,1,Good,Good,0
210060001,210060001,1,Good,Good,0
210060002,210060002,1,Good,Good,0
210063370,210063370,1,Good,Good,0
210063371,210063371,1,Good,Good,0
210073283,210073283,1,Good,Good,0
210083352,210083352,1,Good,Good,0
210083353,210083353,1,Good,Good,0
210083354,210083354,1,Good,Good,0
210083356,210083356,1,Good,Good,0
210083358,210083358,1,Good,Good,0
210083359,210083359,1,Good,Good,0
210083360,210083360,1,Good,Good,0
210093377,210093377,1,Good,Good,0
210093381,210093381,1,Good,Good,0
210093383,210093383,1,Good,Good,0
210093384,210093384,1,Good,Good,0
210093385,210093385,1,Good,Good,0
210103362,210103362,1,Good,Good,0
210103374,210103374,1,Good,Good,0
210103375,210103375,1,Good,Good,0
210103376,210103376,1,Good,Good,0
210110001,210110001,1,Good,Good,0
210110002,210110002,1,Good,Good,0
210113372,210113372,1,Good,Good,0
210123386,210123386,1,Good,Good,0
210123387,210123387,1,Good,Good,0
210123388,210123388,1,Good,Good,0
210133392,210133392,1,Good,Good,0
210133393,210133393,1,Good,Good,0
210143394,210143394,1,Good,Good,0
210143395,210143395,1,Good,Good,0
210153284,210153284,1,Good,Good,0
210153285,210153285,1,Good,Good,0
210163506,210163506,1,Good,Good,0
210170001,210170001,1,Good,Good,0
210170002,210170002,1,Good,Good,0
210170003,210170003,1,Good,Good,0
210180001,210180001,1,Good,Good,0
210183436,210183436,1,Good,Good,0
210183441,210183441,1,Good,Good,0
210183442,210183442,1,Good,Good,0
210183445,210183445,1,Good,Good,0
210183446,210183446,1,Good,Good,0
210183447,210183447,1,Good,Good,0
210183448,210183448,1,Good,Good,0
210183449,210183449,1,Good,Good,0
210183450,210183450,1,Good,Good,0
210183452,210183452,1,Good,Good,0
210183453,210183453,1,Good,Good,0
210183454,210183454,1,Good,Good,0
210183455,210183455,1,Good,Good,0
210183456,210183456,1,Good,Good,0
210183457,210183457,1,Good,Good,0
210183458,210183458,1,Good,Good,0
210183468,210183468,1,Good,Good,0
210183483,210183483,1,Good,Good,0
210183499,210183499,1,Good,Good,0
210190001,210190001,1,Good,Good,0
210190002,210190002,1,Good,Good,0
210193459,210193459,1,Good,Good,0
210193460,210193460,1,Good,Good,0
210193461,210193461,1,Good,Good,0
210193462,210193462,1,Good,Good,0
210193463,210193463,1,Good,Good,0
210193464,210193464,1,Good,Good,0
210193465,210193465,1,Good,Good,0
210193466,210193466,1,Good,Good,0
210203473,210203473,1,Good,Good,0
210203474,210203474,1,Good,Good,0
210203475,210203475,1,Good,Good,0
210203476,210203476,1,Good,Good,0
210203477,210203477,1,Good,Good,0
210203480,210203480,1,Good,Good,0
210203481,210203481,1,Good,Good,0
210203482,210203482,1,Good,Good,0
210203486,210203486,1,Good,Good,0
210203502,210203502,1,Good,Good,0
210213469,210213469,1,Good,Good,0
210213470,210213470,1,Good,Good,0
210213471,210213471,1,Good,Good,0
210213478,210213478,1,Good,Good,0
210213479,210213479,1,Good,Good,0
210213504,210213504,1,Good,Good,0
210220001,210220001,1,Good,Good,0
210220002,210220002,1,Good,Good,0
210223437,210223437,1,Good,Good,0
210223438,210223438,1,Good,Good,0
210223439,210223439,1,Good,Good,0
210223467,210223467,1,Good,Good,0
210223472,210223472,1,Good,Good,0
210223493,210223493,1,Good,Good,0
210223494,210223494,1,Good,Good,0
210223495,210223495,1,Good,Good,0
210223496,210223496,1,Good,Good,0
210223497,210223497,1,Good,Good,0
210223498,210223498,1,Good,Good,0
210223501,210223501,1,Good,Good,0
210233500,210233500,1,Good,Good,0
210243503,210243503,1,Good,Good,0
210243505,210243505,1,Good,Good,0
210250001,210250001,1,Good,Good,0
210250002,210250002,1,Good,Good,0
210250003,210250003,1,Good,Good,0
210253485,210253485,1,Good,Good,0
210253487,210253487,1,Good,Good,0
210253488,210253488,1,Good,Good,0
210253490,210253490,1,Good,Good,0
210263510,210263510,1,Good,Good,0
210263511,210263511,1,Good,Good,0
210273520,210273520,1,Good,Good,0
210273522,210273522,1,Good,Good,0
210280001,210280001,1,Good,Good,0
210280002,210280002,1,Good,Good,0
210283521,210283521,1,Good,Good,0
210283523,210283523,1,Good,Good,0
210283525,210283525,1,Good,Good,0
210293508,210293508,1,Good,Good,0
210293509,210293509,1,Good,Good,0
210293512,210293512,1,Good,Good,0
210300001,210300001,1,Good,Good,0
210300002,210300002,1,Good,Good,0
210303526,210303526,1,Good,Good,0
210310001,210310001,1,Good,Good,0
210310002,210310002,1,Good,Good,0
210313543,210313543,1,Good,Good,0
210323513,210323513,1,Good,Good,0
210323514,210323514,1,Good,Good,0
210323515,210323515,1,Good,Good,0
210330001,210330001,1,Good,Good,0
210333516,210333516,1,Good,Good,0
210333518,210333518,1,Good,Good,0
210333519,210333519,1,Good,Good,0
210340001,210340001,1,Good,Good,0
210340002,210340002,1,Good,Good,0
210350001,210350001,1,Good,Good,0
210353286,210353286,1,Good,Good,0
210353290,210353290,1,Good,Good,0
210363274,210363274,1,Good,Good,0
210363275,210363275,1,Good,Good,0
210373239,210373239,1,Good,Good,0
210373240,210373240,1,Good,Good,0
210373241,210373241,1,Good,Good,0
210373242,210373242,1,Good,Good,0
210373243,210373243,1,Good,Good,0
210373244,210373244,1,Good,Good,0
210373245,210373245,1,Good,Good,0
210373252,210373252,1,Good,Good,0
210383164,214860001,0.2691008,Poor,Good,0
210383164,214880001,0.7308992,Poor,Good,0
210383165,214880003,1,Good,Good,0
210383166,214880004,1,Good,Good,0
210383167,214880002,1,Good,Good,0
210383169,214880005,1,Good,Good,0
210383178,214860003,1,Good,Good,0
210383179,214860004,1,Good,Good,0
210383180,214860005,1,Good,Good,0
210383181,214860002,0.167194,Poor,Good,0
210383181,214880002,0.832806,Good,Good,0
210383182,214860006,1,Good,Good,0
210383183,214860007,1,Good,Good,0
210383185,214860008,1,Good,Good,0
210383187,214860009,1,Good,Good,0
210383189,214860010,1,Good,Good,0
210390001,210390001,1,Good,Good,0
210393191,210393191,1,Good,Good,0
210393192,210393192,1,Good,Good,0
210393193,210393193,1,Good,Good,0
210393194,210393194,1,Good,Good,0
210393195,210393195,1,Good,Good,0
210393196,210393196,1,Good,Good,0
210393197,210393197,1,Good,Good,0
210393199,210393199,1,Good,Good,0
210393200,210393200,1,Good,Good,0
210393201,210393201,1,Good,Good,0
210393202,210393202,1,Good,Good,0
210393203,210393203,1,Good,Good,0
210393204,210393204,1,Good,Good,0
210393205,210393205,1,Good,Good,0
210393206,210393206,1,Good,Good,0
210393207,210393207,1,Good,Good,0
210393208,210393208,1,Good,Good,0
210393209,210393209,1,Good,Good,0
210393210,210393210,1,Good,Good,0
210393211,210393211,1,Good,Good,0
210393212,210393212,1,Good,Good,0
210393213,210393213,1,Good,Good,0
210393214,210393214,1,Good,Good,0
210393215,210393215,1,Good,Good,0
210393216,210393216,1,Good,Good,0
210393217,210393217,1,Good,Good,0
210393218,210393218,1,Good,Good,0
210403161,210403161,1,Good,Good,0
210403162,210403162,1,Good,Good,0
210403163,210403163,1,Good,Good,0
210403219,210403219,1,Good,Good,0
210403222,210403222,1,Good,Good,0
210403223,210403223,1,Good,Good,0
210403224,210403224,1,Good,Good,0
210403225,210403225,1,Good,Good,0
210410001,214850001,0.5276834,Poor,Good,0
210410001,214870001,0.4723166,Poor,Good,0
210410002,214850003,1,Good,Good,0
210413232,214870003,1,Good,Good,0
210413233,214870004,1,Good,Good,0
210413234,214870005,1,Good,Good,0
210413235,214850002,0.2531529,Poor,Good,0
210413235,214870002,0.7468471,Poor,Good,0
210413237,214870006,1,Good,Good,0
210420001,210420001,1,Good,Good,0
210420002,210420002,1,Good,Good,0
210420003,210420003,1,Good,Good,0
210420004,210420004,1,Good,Good,0
210423236,210423236,1,Good,Good,0
210423248,210423248,1,Good,Good,0
210423249,210423249,1,Good,Good,0
210423250,210423250,1,Good,Good,0
210423251,210423251,1,Good,Good,0
210430001,210430001,1,Good,Good,0
210430002,210430002,1,Good,Good,0
210433186,210433186,1,Good,Good,0
210433188,210433188,1,Good,Good,0
210433190,210433190,1,Good,Good,0
210433291,210433291,1,Good,Good,0
210433293,210433293,1,Good,Good,0
210433294,210433294,1,Good,Good,0
210440001,210440001,1,Good,Good,0
210440002,210440002,1,Good,Good,0
210450001,210450001,1,Good,Good,0
210450002,210450002,1,Good,Good,0
210450003,210450003,1,Good,Good,0
210450004,210450004,1,Good,Good,0
210453151,210453151,1,Good,Good,0
210453152,210453152,1,Good,Good,0
210453154,210453154,1,Good,Good,0
210453156,210453156,1,Good,Good,0
210453158,210453158,1,Good,Good,0
210463226,210463226,1,Good,Good,0
210463227,210463227,1,Good,Good,0
210463228,210463228,1,Good,Good,0
210463229,210463229,1,Good,Good,0
210463230,210463230,1,Good,Good,0
210473168,210473168,1,Good,Good,0
210473170,210473170,1,Good,Good,0
210473171,210473171,1,Good,Good,0
210473172,210473172,1,Good,Good,0
210473173,210473173,1,Good,Good,0
210473174,210473174,1,Good,Good,0
210473175,210473175,1,Good,Good,0
210473176,210473176,1,Good,Good,0
210473177,210473177,1,Good,Good,0
210473184,210473184,1,Good,Good,0
210473220,210473220,1,Good,Good,0
210473221,210473221,1,Good,Good,0
210483259,210483259,1,Good,Good,0
210483261,210483261,1,Good,Good,0
210483263,210483263,1,Good,Good,0
210483264,210483264,1,Good,Good,0
210493270,210493270,1,Good,Good,0
210493271,210493271,1,Good,Good,0
210493272,210493272,1,Good,Good,0
210493273,210493273,1,Good,Good,0
210500001,214890001,1,Good,Good,0
210500002,214900001,0.9951635,Good,Good,0
210500002,214900002,0.0048365,Good,Good,1
210500003,214900002,1,Good,Good,0
210500004,214890002,1,Good,Good,0
210503253,214900003,1,Good,Good,0
210510001,210510001,1,Good,Good,0
210513260,210513260,1,Good,Good,0
210513265,210513265,1,Good,Good,0
210523257,210523257,1,Good,Good,0
210523266,210523266,1,Good,Good,0
210530001,210530001,1,Good,Good,0
210530002,210530002,1,Good,Good,0
210533267,210533267,1,Good,Good,0
210533269,210533269,1,Good,Good,0
210543596,210543596,1,Good,Good,0
210543597,210543597,1,Good,Good,0
210543598,210543598,1,Good,Good,0
210553580,210553580,1,Good,Good,0
210553582,210553582,1,Good,Good,0
210560001,210560001,1,Good,Good,0
210560002,210560002,1,Good,Good,0
210563591,210563591,1,Good,Good,0
210563594,210563594,1,Good,Good,0
210573577,210573577,1,Good,Good,0
210573578,210573578,1,Good,Good,0
210573583,210573583,1,Good,Good,0
210583579,210583579,1,Good,Good,0
210583581,210583581,1,Good,Good,0
210593586,210593586,1,Good,Good,0
210593587,210593587,1,Good,Good,0
210603584,210603584,1,Good,Good,0
210603585,210603585,1,Good,Good,0
210613732,210613732,1,Good,Good,0
210623602,210623602,1,Good,Good,0
210623603,210623603,1,Good,Good,0
210630001,210630001,1,Good,Good,0
210630002,210630002,1,Good,Good,0
210633574,210633574,1,Good,Good,0
210640001,210640001,1,Good,Good,0
210640002,210640002,1,Good,Good,0
210653624,210653624,0.9999999,Good,Good,0
210653625,210653625,1,Good,Good,0
210660001,210660001,1,Good,Good,0
210660002,210660002,1,Good,Good,0
210660003,210660003,1,Good,Good,0
210673627,210673627,1,Good,Good,0
210673628,210673628,1,Good,Good,0
210673629,210673629,1,Good,Good,0
210683607,210683607,1,Good,Good,0
210683608,210683608,1,Good,Good,0
210693630,210693630,1,Good,Good,0
210693631,210693631,1,Good,Good,0
210693632,210693632,1,Good,Good,0
210693637,210693637,1,Good,Good,0
210693638,210693638,1,Good,Good,0
210703604,210703604,1,Good,Good,0
210703605,210703605,1,Good,Good,0
210713633,210713633,1,Good,Good,0
210713634,210713634,1,Good,Good,0
210723609,210723609,1,Good,Good,0
210723610,210723610,1,Good,Good,0
210723635,210723635,1,Good,Good,0
210723636,210723636,1,Good,Good,0
210730001,210730001,1,Good,Good,0
210730002,210730002,1,Good,Good,0
210733611,210733611,1,Good,Good,0
210733614,210733614,1,Good,Good,0
210733616,210733616,1,Good,Good,0
210740001,214910001,0.2739381,Poor,Good,0
210740001,214920001,0.7260619,Poor,Good,0
210740002,214910004,0.9973166,Good,Good,0
210740002,214920001,0.0026834,Poor,Good,1
210740003,214910005,1,Good,Good,0
210740004,214920003,1,Good,Good,0
210740005,214910006,1,Good,Good,0
210740006,214910003,0.9955693,Good,Good,0
210740006,214910004,0.0044307,Good,Good,1
210743613,214920004,1,Good,Good,0
210743615,214910002,0.1612775,Poor,Good,0
210743615,214920002,0.8387225,Acceptable,Good,0
210743617,214920005,1,Good,Good,0
210743618,214920006,1,Good,Good,0
210743620,214920007,1,Good,Good,0
210743623,214910007,1,Good,Good,0
210753606,210753606,1,Good,Good,0
210760001,210760001,1,Good,Good,0
210760002,210760002,1,Good,Good,0
210760003,210760003,1,Good,Good,0
210760004,210760004,1,Good,Good,0
210760005,210760005,1,Good,Good,0
210763726,210763726,1,Good,Good,0
210763730,210763730,1,Good,Good,0
210773720,210773720,1,Good,Good,0
210773723,210773723,1,Good,Good,0
210780001,210780001,1,Good,Good,0
210780002,210780002,1,Good,Good,0
210780003,210780003,1,Good,Good,0
210780004,210780004,1,Good,Good,0
210790001,210790001,1,Good,Good,0
210790002,210790002,1,Good,Good,0
210790003,210790003,1,Good,Good,0
210790004,210790004,1,Good,Good,0
210790005,210790005,1,Good,Good,0
210790006,210790006,1,Good,Good,0
210790007,210790007,1,Good,Good,0
210790008,210790008,1,Good,Good,0
210803651,210803651,1,Good,Good,0
210813639,210813639,1,Good,Good,0
210813648,210813648,1,Good,Good,0
210823641,210823641,1,Good,Good,0
210823649,210823649,1,Good,Good,0
210823650,210823650,1,Good,Good,0
210833642,210833642,1,Good,Good,0
210843640,210843640,1,Good,Good,0
210843643,210843643,1,Good,Good,0
210850001,210850001,1,Good,Good,0
210853644,210853644,1,Good,Good,0
210853646,210853646,1,Good,Good,0
210863647,210863647,1,Good,Good,0
210870001,210870001,1,Good,Good,0
210873749,210873749,1,Good,Good,0
210873751,210873751,1,Good,Good,0
210883755,210883755,1,Good,Good,0
