CD_CODE_2006,CD_CODE_2006,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
1271510,1271510,118,Greenway,1,Good,Good,0
1271601,1271601,108,Chifley,1,Good,Good,0
1271602,1271602,118,Greenway,1,Good,Good,0
1271603,1271603,118,Greenway,1,Good,Good,0
1271604,1271604,118,Greenway,1,Good,Good,0
1271605,1271605,118,Greenway,1,Good,Good,0
1271606,1271606,118,Greenway,1,Good,Good,0
1271607,1271607,118,Greenway,1,Good,Good,0
1271608,1271608,118,Greenway,1,Good,Good,0
1271609,1271609,118,Greenway,0.1111111,Good,Good,0
1271609,1271609,108,Chifley,0.8888889,Good,Good,0
1271610,1271610,118,Greenway,1,Good,Good,0
1271611,1271611,118,Greenway,1,Good,Good,0
1271612,1271612,118,Greenway,1,Good,Good,0
1271613,1271613,118,Greenway,1,Good,Good,0
1271701,1271701,118,Greenway,1,Good,Good,0
1271702,1271702,118,Greenway,1,Good,Good,0
1271703,1271703,118,Greenway,1,Good,Good,0
1271704,1271704,118,Greenway,1,Good,Good,0
1271705,1271705,118,Greenway,1,Good,Good,0
1271706,1271706,118,Greenway,1,Good,Good,0
1271707,1271707,118,Greenway,1,Good,Good,0
1271708,1271708,118,Greenway,1,Good,Good,0
1271709,1271709,118,Greenway,1,Good,Good,0
1271710,1271710,118,Greenway,1,Good,Good,0
1271711,1271711,118,Greenway,1,Good,Good,0
1271712,1271712,118,Greenway,1,Good,Good,0
1271713,1271713,118,Greenway,1,Good,Good,0
1271714,1271714,118,Greenway,1,Good,Good,0
1271801,1271801,118,Greenway,1,Good,Good,0
1271802,1271802,118,Greenway,1,Good,Good,0
1271803,1271803,118,Greenway,1,Good,Good,0
1271804,1271804,118,Greenway,1,Good,Good,0
1271805,1271805,118,Greenway,1,Good,Good,0
1271806,1271806,118,Greenway,1,Good,Good,0
1271807,1271807,118,Greenway,1,Good,Good,0
1271808,1271808,118,Greenway,1,Good,Good,0
1271809,1271809,118,Greenway,1,Good,Good,0
1271810,1271810,118,Greenway,1,Good,Good,0
1271811,1271811,118,Greenway,1,Good,Good,0
1271812,1271812,118,Greenway,1,Good,Good,0
1271813,1271813,118,Greenway,1,Good,Good,0
1271814,1271814,118,Greenway,1,Good,Good,0
1271901,1271901,118,Greenway,1,Good,Good,0
1271902,1271902,118,Greenway,1,Good,Good,0
1271903,1271903,118,Greenway,1,Good,Good,0
1271904,1271904,118,Greenway,1,Good,Good,0
1271905,1271905,118,Greenway,1,Good,Good,0
1271906,1271906,118,Greenway,1,Good,Good,0
1271907,1271907,118,Greenway,1,Good,Good,0
1271908,1271908,118,Greenway,1,Good,Good,0
1271909,1271909,118,Greenway,1,Good,Good,0
1272001,1272001,118,Greenway,1,Good,Good,0
1272002,1272002,118,Greenway,1,Good,Good,0
1272003,1272003,118,Greenway,1,Good,Good,0
1272004,1272004,118,Greenway,1,Good,Good,0
1272005,1272005,118,Greenway,1,Good,Good,0
1272006,1272006,118,Greenway,1,Good,Good,0
1272007,1272007,118,Greenway,1,Good,Good,0
1272008,1272008,118,Greenway,1,Good,Good,0
1272009,1272009,118,Greenway,1,Good,Good,0
1272010,1272010,118,Greenway,1,Good,Good,0
1272011,1272011,118,Greenway,1,Good,Good,0
1272012,1272012,118,Greenway,1,Good,Good,0
1272013,1272013,118,Greenway,1,Good,Good,0
1272014,1272014,118,Greenway,1,Good,Good,0
1272015,1272015,118,Greenway,1,Good,Good,0
1272101,1272101,118,Greenway,1,Good,Good,0
1272102,1272102,118,Greenway,1,Good,Good,0
1272103,1272103,118,Greenway,1,Good,Good,0
1272104,1272104,118,Greenway,1,Good,Good,0
1272105,1272105,118,Greenway,1,Good,Good,0
1272106,1272106,118,Greenway,1,Good,Good,0
1272107,1272107,118,Greenway,1,Good,Good,0
1272108,1272108,118,Greenway,1,Good,Good,0
1272109,1272109,118,Greenway,1,Good,Good,0
1272110,1272110,118,Greenway,1,Good,Good,0
1272111,1272111,118,Greenway,1,Good,Good,0
1272112,1272112,118,Greenway,1,Good,Good,0
1272201,1272201,118,Greenway,1,Good,Good,0
1272202,1272202,118,Greenway,1,Good,Good,0
1272203,1272203,118,Greenway,1,Good,Good,0
1272204,1272204,118,Greenway,1,Good,Good,0
1272205,1272205,118,Greenway,1,Good,Good,0
1272206,1272206,118,Greenway,1,Good,Good,0
1272207,1272207,118,Greenway,1,Good,Good,0
1272208,1272208,118,Greenway,1,Good,Good,0
1272209,1272209,118,Greenway,1,Good,Good,0
1272210,1272210,118,Greenway,1,Good,Good,0
1272211,1272211,118,Greenway,1,Good,Good,0
1272212,1272212,118,Greenway,1,Good,Good,0
1272213,1272213,118,Greenway,1,Good,Good,0
1272301,1272301,108,Chifley,1,Good,Good,0
1272302,1272302,108,Chifley,1,Good,Good,0
1272303,1272303,108,Chifley,1,Good,Good,0
1272304,1272304,108,Chifley,1,Good,Good,0
1272305,1272305,108,Chifley,1,Good,Good,0
1272306,1272306,108,Chifley,1,Good,Good,0
1272307,1272307,108,Chifley,1,Good,Good,0
1272308,1272308,108,Chifley,1,Good,Good,0
1272309,1272309,108,Chifley,1,Good,Good,0
1272310,1272310,108,Chifley,1,Good,Good,0
1272311,1272311,108,Chifley,1,Good,Good,0
1272312,1272312,108,Chifley,1,Good,Good,0
1272313,1272313,108,Chifley,1,Good,Good,0
1272401,1272401,108,Chifley,1,Good,Good,0
1272402,1272402,108,Chifley,1,Good,Good,0
1272403,1272403,118,Greenway,1,Good,Good,0
1272404,1272404,108,Chifley,1,Good,Good,0
1272405,1272405,108,Chifley,1,Good,Good,0
1272406,1272406,108,Chifley,1,Good,Good,0
1272407,1272407,118,Greenway,1,Good,Good,0
1272408,1272408,118,Greenway,1,Good,Good,0
1272409,1272409,118,Greenway,1,Good,Good,0
1272410,1272410,118,Greenway,1,Good,Good,0
1272411,1272411,108,Chifley,1,Good,Good,0
1272412,1272412,118,Greenway,1,Good,Good,0
1272413,1272413,118,Greenway,1,Good,Good,0
1272501,1272501,108,Chifley,1,Good,Good,0
1272502,1272502,108,Chifley,1,Good,Good,0
1272503,1272503,128,McMahon,1,Good,Good,0
1272504,1272504,128,McMahon,1,Good,Good,0
1272505,1272505,128,McMahon,1,Good,Good,0
1272506,1272506,128,McMahon,1,Good,Good,0
1272507,1272507,128,McMahon,1,Good,Good,0
1272508,1272508,108,Chifley,1,Good,Good,0
1272509,1272509,128,McMahon,0.8666667,Good,Good,0
1272509,1272509,108,Chifley,0.1333333,Good,Good,0
1272510,1272510,108,Chifley,1,Good,Good,0
1272511,1272511,128,McMahon,1,Good,Good,0
1272512,1272512,128,McMahon,0.9032258,Good,Good,0
1272512,1272512,108,Chifley,0.0967742,Good,Good,0
1272513,1272513,108,Chifley,1,Good,Good,0
1272601,1272601,118,Greenway,1,Good,Good,0
1272602,1272602,118,Greenway,1,Good,Good,0
1272603,1272603,118,Greenway,1,Good,Good,0
1272604,1272604,118,Greenway,1,Good,Good,0
1272605,1272605,118,Greenway,1,Good,Good,0
1272606,1272606,118,Greenway,1,Good,Good,0
1272607,1272607,118,Greenway,1,Good,Good,0
1272608,1272608,118,Greenway,1,Good,Good,0
1272609,1272609,118,Greenway,1,Good,Good,0
1272701,1272701,108,Chifley,1,Good,Good,0
1272702,1272702,108,Chifley,1,Good,Good,0
1272703,1272703,108,Chifley,1,Good,Good,0
1272704,1272704,108,Chifley,1,Good,Good,0
1272705,1272705,108,Chifley,1,Good,Good,0
1272706,1272706,108,Chifley,1,Good,Good,0
1272707,1272707,108,Chifley,1,Good,Good,0
1272708,1272708,108,Chifley,1,Good,Good,0
1272709,1272709,108,Chifley,1,Good,Good,0
1272710,1272710,108,Chifley,1,Good,Good,0
1272711,1272711,108,Chifley,1,Good,Good,0
1272712,1272712,108,Chifley,1,Good,Good,0
1272801,1272801,118,Greenway,1,Good,Good,0
1272802,1272802,118,Greenway,1,Good,Good,0
1272803,1272803,118,Greenway,1,Good,Good,0
1272804,1272804,118,Greenway,1,Good,Good,0
1272805,1272805,118,Greenway,1,Good,Good,0
1272806,1272806,118,Greenway,1,Good,Good,0
1272807,1272807,118,Greenway,1,Good,Good,0
1272808,1272808,118,Greenway,1,Good,Good,0
1272809,1272809,118,Greenway,1,Good,Good,0
1272810,1272810,118,Greenway,1,Good,Good,0
1272811,1272811,118,Greenway,1,Good,Good,0
1272812,1272812,129,Mitchell,0.1111111,Good,Good,0
1272812,1272812,118,Greenway,0.8888889,Good,Good,0
1272813,1272813,118,Greenway,1,Good,Good,0
1272814,1272814,118,Greenway,1,Good,Good,0
1272815,1272815,118,Greenway,1,Good,Good,0
1272816,1272816,118,Greenway,1,Good,Good,0
1272817,1272817,118,Greenway,1,Good,Good,0
1272901,1272901,118,Greenway,1,Good,Good,0
1272902,1272902,118,Greenway,1,Good,Good,0
1272903,1272903,118,Greenway,1,Good,Good,0
1272904,1272904,118,Greenway,1,Good,Good,0
1272905,1272905,118,Greenway,1,Good,Good,0
1272906,1272906,118,Greenway,1,Good,Good,0
1272907,1272907,118,Greenway,1,Good,Good,0
1272908,1272908,118,Greenway,1,Good,Good,0
1272909,1272909,118,Greenway,1,Good,Good,0
1272910,1272910,118,Greenway,1,Good,Good,0
1272911,1272911,118,Greenway,1,Good,Good,0
1272912,1272912,118,Greenway,1,Good,Good,0
1272913,1272913,118,Greenway,1,Good,Good,0
1272914,1272914,118,Greenway,1,Good,Good,0
1272915,1272915,118,Greenway,1,Good,Good,0
1272916,1272916,118,Greenway,1,Good,Good,0
1272917,1272917,118,Greenway,1,Good,Good,0
1272918,1272918,118,Greenway,1,Good,Good,0
1272919,1272919,118,Greenway,1,Good,Good,0
1272920,1272920,118,Greenway,1,Good,Good,0
1272921,1272921,118,Greenway,1,Good,Good,0
1273001,1273001,108,Chifley,1,Good,Good,0
1273002,1273002,108,Chifley,1,Good,Good,0
1273003,1273003,108,Chifley,1,Good,Good,0
1273004,1273004,108,Chifley,1,Good,Good,0
1273005,1273005,108,Chifley,1,Good,Good,0
1273006,1273006,108,Chifley,1,Good,Good,0
1273007,1273007,108,Chifley,1,Good,Good,0
1273008,1273008,108,Chifley,1,Good,Good,0
1273009,1273009,108,Chifley,1,Good,Good,0
1273010,1273010,108,Chifley,1,Good,Good,0
1273011,1273011,108,Chifley,1,Good,Good,0
1273012,1273012,108,Chifley,1,Good,Good,0
1273013,1273013,108,Chifley,1,Good,Good,0
1280101,1280101,123,Lindsay,1,Good,Good,0
1280102,1280102,123,Lindsay,1,Good,Good,0
1280103,1280103,123,Lindsay,1,Good,Good,0
1280104,1280104,123,Lindsay,1,Good,Good,0
1280105,1280105,123,Lindsay,1,Good,Good,0
1280106,1280106,123,Lindsay,1,Good,Good,0
1280107,1280107,123,Lindsay,1,Good,Good,0
1280108,1280108,123,Lindsay,1,Good,Good,0
1280109,1280109,123,Lindsay,1,Good,Good,0
1280110,1280110,123,Lindsay,1,Good,Good,0
1280111,1280111,123,Lindsay,1,Good,Good,0
1280112,1280112,123,Lindsay,1,Good,Good,0
1280113,1280113,123,Lindsay,1,Good,Good,0
1280201,1280201,123,Lindsay,1,Good,Good,0
1280202,1280202,123,Lindsay,1,Good,Good,0
1280203,1280203,123,Lindsay,1,Good,Good,0
1280204,1280204,123,Lindsay,1,Good,Good,0
1280205,1280205,123,Lindsay,1,Good,Good,0
1280206,1280206,123,Lindsay,1,Good,Good,0
1280207,1280207,123,Lindsay,1,Good,Good,0
1280208,1280208,123,Lindsay,1,Good,Good,0
1280209,1280209,123,Lindsay,1,Good,Good,0
1280210,1280210,123,Lindsay,1,Good,Good,0
1280211,1280211,123,Lindsay,1,Good,Good,0
1280212,1280212,123,Lindsay,1,Good,Good,0
1280213,1280213,123,Lindsay,1,Good,Good,0
1280214,1280214,123,Lindsay,1,Good,Good,0
1280301,1280301,123,Lindsay,1,Good,Good,0
1280302,1280302,123,Lindsay,1,Good,Good,0
1280303,1280303,123,Lindsay,1,Good,Good,0
1280304,1280304,123,Lindsay,1,Good,Good,0
1280305,1280305,123,Lindsay,1,Good,Good,0
1280306,1280306,123,Lindsay,1,Good,Good,0
1280307,1280307,123,Lindsay,1,Good,Good,0
1280308,1280308,123,Lindsay,1,Good,Good,0
1280309,1280309,123,Lindsay,1,Good,Good,0
1280310,1280310,123,Lindsay,1,Good,Good,0
1280311,1280311,123,Lindsay,1,Good,Good,0
1280312,1280312,123,Lindsay,1,Good,Good,0
1280313,1280313,123,Lindsay,1,Good,Good,0
1280401,1280401,123,Lindsay,1,Good,Good,0
1280402,1280402,123,Lindsay,1,Good,Good,0
1280403,1280403,123,Lindsay,1,Good,Good,0
1280404,1280404,123,Lindsay,1,Good,Good,0
1280405,1280405,123,Lindsay,1,Good,Good,0
1280406,1280406,123,Lindsay,1,Good,Good,0
1280407,1280407,123,Lindsay,1,Good,Good,0
1280408,1280408,123,Lindsay,1,Good,Good,0
1280409,1280409,123,Lindsay,1,Good,Good,0
1280410,1280410,123,Lindsay,1,Good,Good,0
1280501,1280501,123,Lindsay,1,Good,Good,0
1280502,1280502,123,Lindsay,1,Good,Good,0
1280503,1280503,123,Lindsay,1,Good,Good,0
1280504,1280504,123,Lindsay,1,Good,Good,0
1280505,1280505,123,Lindsay,1,Good,Good,0
1280506,1280506,123,Lindsay,1,Good,Good,0
1280507,1280507,123,Lindsay,1,Good,Good,0
1280508,1280508,123,Lindsay,1,Good,Good,0
1280509,1280509,123,Lindsay,1,Good,Good,0
1280510,1280510,123,Lindsay,1,Good,Good,0
1280511,1280511,123,Lindsay,1,Good,Good,0
1280601,1280601,123,Lindsay,1,Good,Good,0
1280602,1280602,123,Lindsay,1,Good,Good,0
1280603,1280603,123,Lindsay,1,Good,Good,0
1280604,1280604,123,Lindsay,1,Good,Good,0
1280605,1280605,123,Lindsay,1,Good,Good,0
1280606,1280606,123,Lindsay,1,Good,Good,0
1280607,1280607,123,Lindsay,1,Good,Good,0
1280608,1280608,123,Lindsay,1,Good,Good,0
1280609,1280609,123,Lindsay,1,Good,Good,0
1280610,1280610,123,Lindsay,1,Good,Good,0
1280611,1280611,123,Lindsay,1,Good,Good,0
1280612,1280612,123,Lindsay,1,Good,Good,0
1280701,1280701,123,Lindsay,1,Good,Good,0
1280702,1280702,123,Lindsay,1,Good,Good,0
1280703,1280703,123,Lindsay,1,Good,Good,0
1280704,1280704,123,Lindsay,1,Good,Good,0
1280705,1280705,123,Lindsay,1,Good,Good,0
1280706,1280706,123,Lindsay,1,Good,Good,0
1280707,1280707,123,Lindsay,1,Good,Good,0
1280708,1280708,123,Lindsay,1,Good,Good,0
1280709,1280709,123,Lindsay,1,Good,Good,0
1280801,1280801,123,Lindsay,1,Good,Good,0
1280802,1280802,123,Lindsay,1,Good,Good,0
1280803,1280803,123,Lindsay,1,Good,Good,0
1280804,1280804,123,Lindsay,1,Good,Good,0
1280805,1280805,123,Lindsay,1,Good,Good,0
1280806,1280806,123,Lindsay,1,Good,Good,0
1280807,1280807,123,Lindsay,1,Good,Good,0
1280808,1280808,123,Lindsay,1,Good,Good,0
1280809,1280809,123,Lindsay,1,Good,Good,0
1280810,1280810,123,Lindsay,1,Good,Good,0
1280901,1280901,123,Lindsay,1,Good,Good,0
1280902,1280902,123,Lindsay,1,Good,Good,0
1280903,1280903,123,Lindsay,1,Good,Good,0
1280904,1280904,123,Lindsay,1,Good,Good,0
1280905,1280905,123,Lindsay,1,Good,Good,0
1280906,1280906,123,Lindsay,1,Good,Good,0
1280907,1280907,123,Lindsay,1,Good,Good,0
1280908,1280908,123,Lindsay,1,Good,Good,0
1280909,1280909,123,Lindsay,1,Good,Good,0
1280910,1280910,123,Lindsay,1,Good,Good,0
1280911,1280911,123,Lindsay,1,Good,Good,0
1281001,1281001,123,Lindsay,1,Good,Good,0
1281002,1281002,123,Lindsay,1,Good,Good,0
1281003,1281003,123,Lindsay,1,Good,Good,0
1281004,1281004,123,Lindsay,1,Good,Good,0
1281005,1281005,123,Lindsay,1,Good,Good,0
1281006,1281006,123,Lindsay,1,Good,Good,0
1281007,1281007,123,Lindsay,1,Good,Good,0
1281008,1281008,123,Lindsay,1,Good,Good,0
1281009,1281009,123,Lindsay,1,Good,Good,0
1281101,1281101,123,Lindsay,1,Good,Good,0
1281102,1281102,123,Lindsay,1,Good,Good,0
1281103,1281103,123,Lindsay,1,Good,Good,0
1281104,1281104,123,Lindsay,1,Good,Good,0
1281105,1281105,123,Lindsay,1,Good,Good,0
1281106,1281106,123,Lindsay,1,Good,Good,0
1281107,1281107,123,Lindsay,1,Good,Good,0
1281108,1281108,123,Lindsay,1,Good,Good,0
1281109,1281109,123,Lindsay,1,Good,Good,0
1281110,1281110,123,Lindsay,1,Good,Good,0
1281201,1281201,123,Lindsay,1,Good,Good,0
1281202,1281202,123,Lindsay,1,Good,Good,0
1281203,1281203,123,Lindsay,1,Good,Good,0
1281204,1281204,123,Lindsay,1,Good,Good,0
1281205,1281205,123,Lindsay,1,Good,Good,0
1281206,1281206,123,Lindsay,1,Good,Good,0
1281207,1281207,123,Lindsay,1,Good,Good,0
1281208,1281208,123,Lindsay,1,Good,Good,0
1281209,1281209,123,Lindsay,1,Good,Good,0
1281210,1281210,123,Lindsay,1,Good,Good,0
1281211,1281211,123,Lindsay,1,Good,Good,0
1281301,1281301,123,Lindsay,1,Good,Good,0
1281302,1281302,123,Lindsay,1,Good,Good,0
1281303,1281303,123,Lindsay,1,Good,Good,0
1281304,1281304,123,Lindsay,1,Good,Good,0
1281305,1281305,123,Lindsay,1,Good,Good,0
1281306,1281306,123,Lindsay,1,Good,Good,0
1281307,1281307,123,Lindsay,1,Good,Good,0
1281308,1281308,123,Lindsay,1,Good,Good,0
1281309,1281309,123,Lindsay,1,Good,Good,0
1281310,1281310,123,Lindsay,1,Good,Good,0
1281311,1281311,123,Lindsay,1,Good,Good,0
1281312,1281312,123,Lindsay,1,Good,Good,0
1281313,1281313,123,Lindsay,1,Good,Good,0
1281401,1281401,123,Lindsay,1,Good,Good,0
1281402,1281402,123,Lindsay,0.8888889,Good,Good,0
1281402,1281402,108,Chifley,0.1111111,Good,Good,0
1281403,1281403,123,Lindsay,1,Good,Good,0
1281404,1281404,123,Lindsay,1,Good,Good,0
1281405,1281405,123,Lindsay,1,Good,Good,0
1281406,1281406,123,Lindsay,1,Good,Good,0
1281407,1281407,123,Lindsay,1,Good,Good,0
1281408,1281408,123,Lindsay,1,Good,Good,0
1281409,1281409,123,Lindsay,1,Good,Good,0
1281410,1281410,123,Lindsay,1,Good,Good,0
1281411,1281411,123,Lindsay,1,Good,Good,0
1281412,1281412,123,Lindsay,1,Good,Good,0
1281501,1281501,123,Lindsay,1,Good,Good,0
1281502,1281502,123,Lindsay,1,Good,Good,0
1281503,1281503,123,Lindsay,1,Good,Good,0
1281504,1281504,128,McMahon,1,Good,Good,0
1281505,1281505,128,McMahon,1,Good,Good,0
1281506,1281506,128,McMahon,1,Good,Good,0
1281507,1281507,128,McMahon,1,Good,Good,0
1281508,1281508,128,McMahon,1,Good,Good,0
1281509,1281509,128,McMahon,1,Good,Good,0
1281510,1281510,128,McMahon,1,Good,Good,0
1281511,1281511,128,McMahon,1,Good,Good,0
1281601,1281601,123,Lindsay,1,Good,Good,0
1281602,1281602,123,Lindsay,1,Good,Good,0
1281603,1281603,123,Lindsay,1,Good,Good,0
1281604,1281604,128,McMahon,1,Good,Good,0
1281605,1281605,128,McMahon,1,Good,Good,0
1281606,1281606,128,McMahon,1,Good,Good,0
1281607,1281607,128,McMahon,1,Good,Good,0
1281608,1281608,128,McMahon,1,Good,Good,0
1281609,1281609,128,McMahon,1,Good,Good,0
1281610,1281610,128,McMahon,1,Good,Good,0
1281611,1281611,123,Lindsay,1,Good,Good,0
1281612,1281612,123,Lindsay,1,Good,Good,0
1281701,1281701,128,McMahon,1,Good,Good,0
1281702,1281702,128,McMahon,1,Good,Good,0
1281703,1281703,128,McMahon,1,Good,Good,0
1281704,1281704,128,McMahon,1,Good,Good,0
1281705,1281705,128,McMahon,1,Good,Good,0
1281706,1281706,128,McMahon,1,Good,Good,0
1281707,1281707,128,McMahon,1,Good,Good,0
1281708,1281708,128,McMahon,1,Good,Good,0
1281709,1281709,128,McMahon,1,Good,Good,0
1281710,1281710,128,McMahon,1,Good,Good,0
1281711,1281711,128,McMahon,1,Good,Good,0
1281712,1281712,128,McMahon,1,Good,Good,0
1281801,1281801,123,Lindsay,1,Good,Good,0
1281802,1281802,123,Lindsay,1,Good,Good,0
1281803,1281803,123,Lindsay,1,Good,Good,0
1281804,1281804,123,Lindsay,1,Good,Good,0
1281805,1281805,123,Lindsay,1,Good,Good,0
1281806,1281806,123,Lindsay,1,Good,Good,0
1281807,1281807,123,Lindsay,1,Good,Good,0
1281808,1281808,123,Lindsay,1,Good,Good,0
1281809,1281809,123,Lindsay,1,Good,Good,0
1281810,1281810,123,Lindsay,1,Good,Good,0
1281901,1281901,128,McMahon,0.9545455,Good,Good,0
1281901,1281901,123,Lindsay,0.0454545,Good,Good,0
1281902,1281902,128,McMahon,1,Good,Good,0
1281903,1281903,128,McMahon,1,Good,Good,0
1281904,1281904,128,McMahon,1,Good,Good,0
1281905,1281905,128,McMahon,1,Good,Good,0
1281906,1281906,128,McMahon,1,Good,Good,0
1281907,1281907,128,McMahon,1,Good,Good,0
1281908,1281908,128,McMahon,1,Good,Good,0
1281909,1281909,128,McMahon,1,Good,Good,0
1282001,1282001,123,Lindsay,1,Good,Good,0
1282002,1282002,123,Lindsay,1,Good,Good,0
1282003,1282003,123,Lindsay,1,Good,Good,0
1282004,1282004,123,Lindsay,1,Good,Good,0
1282005,1282005,123,Lindsay,1,Good,Good,0
1282006,1282006,123,Lindsay,1,Good,Good,0
1282007,1282007,123,Lindsay,1,Good,Good,0
1282008,1282008,123,Lindsay,1,Good,Good,0
1282009,1282009,123,Lindsay,1,Good,Good,0
1282010,1282010,123,Lindsay,1,Good,Good,0
1282011,1282011,123,Lindsay,1,Good,Good,0
1282012,1282012,123,Lindsay,1,Good,Good,0
1282013,1282013,123,Lindsay,1,Good,Good,0
1282014,1282014,123,Lindsay,1,Good,Good,0
1282015,1282015,123,Lindsay,1,Good,Good,0
1282101,1282101,123,Lindsay,1,Good,Good,0
1282102,1282102,123,Lindsay,1,Good,Good,0
1282103,1282103,123,Lindsay,1,Good,Good,0
1282104,1282104,123,Lindsay,1,Good,Good,0
1282105,1282105,123,Lindsay,1,Good,Good,0
1282106,1282106,123,Lindsay,1,Good,Good,0
1282107,1282107,123,Lindsay,1,Good,Good,0
1282108,1282108,123,Lindsay,1,Good,Good,0
1282109,1282109,123,Lindsay,1,Good,Good,0
1282110,1282110,123,Lindsay,1,Good,Good,0
1282201,1282201,123,Lindsay,1,Good,Good,0
1282202,1282202,123,Lindsay,1,Good,Good,0
1282203,1282203,120,Hume,1,Good,Good,0
1282204,1282204,123,Lindsay,1,Good,Good,0
1282205,1282205,120,Hume,1,Good,Good,0
1282206,1282206,123,Lindsay,1,Good,Good,0
1282207,1282207,128,McMahon,0.0277778,Good,Good,0
1282207,1282207,123,Lindsay,0.9722222,Good,Good,0
1282208,1282208,128,McMahon,0.1304348,Good,Good,0
1282208,1282208,123,Lindsay,0.8695652,Good,Good,0
1282209,1282209,128,McMahon,0.1470588,Good,Good,0
1282209,1282209,123,Lindsay,0.7352941,Good,Good,0
1282209,1282209,120,Hume,0.1176471,Good,Good,0
1282210,1282210,123,Lindsay,1,Good,Good,0
1282211,1282211,123,Lindsay,1,Good,Good,0
1282212,1282212,123,Lindsay,1,Good,Good,0
1282213,1282213,123,Lindsay,1,Good,Good,0
1282214,1282214,123,Lindsay,1,Good,Good,0
1290101,1290101,120,Hume,1,Good,Good,0
1290102,1290102,120,Hume,1,Good,Good,0
1290103,1290103,146,Werriwa,0.4102564,Good,Good,0
1290103,1290103,120,Hume,0.5897436,Good,Good,0
1290104,1290104,146,Werriwa,0.9,Good,Good,0
1290104,1290104,120,Hume,0.1,Good,Good,0
1290105,1290105,146,Werriwa,1,Good,Good,0
1290106,1290106,146,Werriwa,1,Good,Good,0
1290107,1290107,146,Werriwa,1,Good,Good,0
1290108,1290108,146,Werriwa,1,Good,Good,0
1290109,1290109,120,Hume,1,Good,Good,0
1290110,1290110,146,Werriwa,1,Good,Good,0
1290111,1290111,120,Hume,1,Good,Good,0
1290112,1290112,146,Werriwa,1,Good,Good,0
1290201,1290201,146,Werriwa,1,Good,Good,0
1290202,1290202,146,Werriwa,1,Good,Good,0
1290203,1290203,146,Werriwa,1,Good,Good,0
1290204,1290204,146,Werriwa,1,Good,Good,0
1290205,1290205,146,Werriwa,1,Good,Good,0
1290206,1290206,146,Werriwa,1,Good,Good,0
1290207,1290207,146,Werriwa,1,Good,Good,0
1290208,1290208,146,Werriwa,1,Good,Good,0
1290209,1290209,146,Werriwa,1,Good,Good,0
1290210,1290210,146,Werriwa,1,Good,Good,0
1290211,1290211,146,Werriwa,1,Good,Good,0
1290212,1290212,146,Werriwa,1,Good,Good,0
1290213,1290213,146,Werriwa,1,Good,Good,0
1290214,1290214,146,Werriwa,1,Good,Good,0
1290215,1290215,146,Werriwa,1,Good,Good,0
1290216,1290216,146,Werriwa,1,Good,Good,0
1290217,1290217,146,Werriwa,1,Good,Good,0
1290218,1290218,146,Werriwa,1,Good,Good,0
1290219,1290219,146,Werriwa,1,Good,Good,0
1290220,1290220,146,Werriwa,1,Good,Good,0
1290221,1290221,146,Werriwa,1,Good,Good,0
1290222,1290222,146,Werriwa,1,Good,Good,0
1290223,1290223,146,Werriwa,1,Good,Good,0
1290224,1290224,146,Werriwa,1,Good,Good,0
1290301,1290301,146,Werriwa,1,Good,Good,0
1290302,1290302,146,Werriwa,1,Good,Good,0
1290303,1290303,146,Werriwa,1,Good,Good,0
1290304,1290304,146,Werriwa,1,Good,Good,0
1290305,1290305,146,Werriwa,1,Good,Good,0
1290306,1290306,146,Werriwa,1,Good,Good,0
1290307,1290307,146,Werriwa,1,Good,Good,0
1290308,1290308,146,Werriwa,1,Good,Good,0
1290309,1290309,146,Werriwa,1,Good,Good,0
1290310,1290310,146,Werriwa,1,Good,Good,0
1290311,1290311,146,Werriwa,1,Good,Good,0
1290401,1290401,146,Werriwa,1,Good,Good,0
1290402,1290402,146,Werriwa,1,Good,Good,0
1290403,1290403,146,Werriwa,1,Good,Good,0
1290404,1290404,146,Werriwa,1,Good,Good,0
1290405,1290405,146,Werriwa,1,Good,Good,0
1290406,1290406,146,Werriwa,1,Good,Good,0
1290407,1290407,115,Fowler,1,Good,Good,0
1290408,1290408,146,Werriwa,1,Good,Good,0
1290409,1290409,146,Werriwa,1,Good,Good,0
1290410,1290410,146,Werriwa,1,Good,Good,0
1290411,1290411,146,Werriwa,1,Good,Good,0
1290501,1290501,146,Werriwa,1,Good,Good,0
1290502,1290502,146,Werriwa,1,Good,Good,0
1290503,1290503,146,Werriwa,0.8571429,Good,Good,0
1290503,1290503,115,Fowler,0.1428571,Good,Good,0
1290504,1290504,146,Werriwa,1,Good,Good,0
1290505,1290505,146,Werriwa,1,Good,Good,0
1290506,1290506,146,Werriwa,1,Good,Good,0
1290507,1290507,146,Werriwa,1,Good,Good,0
1290508,1290508,146,Werriwa,1,Good,Good,0
1290509,1290509,146,Werriwa,1,Good,Good,0
1290510,1290510,146,Werriwa,1,Good,Good,0
1290511,1290511,146,Werriwa,1,Good,Good,0
1290512,1290512,146,Werriwa,1,Good,Good,0
1290513,1290513,146,Werriwa,1,Good,Good,0
1290601,1290601,146,Werriwa,1,Good,Good,0
1290602,1290602,115,Fowler,1,Good,Good,0
1290603,1290603,115,Fowler,1,Good,Good,0
