CD_CODE_2006,CD_CODE_2006,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
4051811,4051811,402,Barker,1,Good,Good,0
4060101,4060101,408,Mayo,1,Good,Good,0
4060102,4060102,408,Mayo,1,Good,Good,0
4060103,4060103,408,Mayo,1,Good,Good,0
4060104,4060104,408,Mayo,1,Good,Good,0
4060105,4060105,408,Mayo,1,Good,Good,0
4060106,4060106,408,Mayo,0.9791667,Good,Good,0
4060106,4060106,402,Barker,0.0208333,Good,Good,0
4060107,4060107,408,Mayo,1,Good,Good,0
4060108,4060108,408,Mayo,1,Good,Good,0
4060109,4060109,408,Mayo,1,Good,Good,0
4060110,4060110,408,Mayo,1,Good,Good,0
4060111,4060111,408,Mayo,1,Good,Good,0
4060112,4060112,408,Mayo,1,Good,Good,0
4060113,4060113,408,Mayo,1,Good,Good,0
4060114,4060114,408,Mayo,1,Good,Good,0
4060115,4060115,408,Mayo,1,Good,Good,0
4060116,4060116,408,Mayo,1,Good,Good,0
4060117,4060117,408,Mayo,1,Good,Good,0
4060201,4060201,408,Mayo,1,Good,Good,0
4060202,4060202,408,Mayo,1,Good,Good,0
4060203,4060203,408,Mayo,1,Good,Good,0
4060204,4060204,408,Mayo,1,Good,Good,0
4060205,4060205,408,Mayo,1,Good,Good,0
4060206,4060206,408,Mayo,1,Good,Good,0
4060207,4060207,408,Mayo,1,Good,Good,0
4060208,4060208,408,Mayo,1,Good,Good,0
4060209,4060209,408,Mayo,1,Good,Good,0
4060301,4060301,408,Mayo,1,Good,Good,0
4060302,4060302,408,Mayo,1,Good,Good,0
4060303,4060303,408,Mayo,1,Good,Good,0
4060304,4060304,408,Mayo,1,Good,Good,0
4060305,4060305,408,Mayo,1,Good,Good,0
4060306,4060306,408,Mayo,1,Good,Good,0
4060307,4060307,408,Mayo,1,Good,Good,0
4060308,4060308,408,Mayo,1,Good,Good,0
4060309,4060309,408,Mayo,1,Good,Good,0
4060401,4060401,402,Barker,1,Good,Good,0
4060402,4060402,402,Barker,1,Good,Good,0
4060403,4060403,402,Barker,1,Good,Good,0
4060404,4060404,402,Barker,1,Good,Good,0
4060405,4060405,402,Barker,1,Good,Good,0
4060406,4060406,402,Barker,1,Good,Good,0
4060407,4060407,402,Barker,1,Good,Good,0
4060501,4060501,402,Barker,1,Good,Good,0
4060502,4060502,402,Barker,1,Good,Good,0
4060503,4060503,402,Barker,1,Good,Good,0
4060504,4060504,402,Barker,1,Good,Good,0
4060505,4060505,402,Barker,1,Good,Good,0
4060506,4060506,402,Barker,1,Good,Good,0
4060507,4060507,402,Barker,1,Good,Good,0
4060508,4060508,402,Barker,1,Good,Good,0
4060509,4060509,402,Barker,1,Good,Good,0
4060601,4060601,402,Barker,1,Good,Good,0
4060602,4060602,402,Barker,1,Good,Good,0
4060603,4060603,402,Barker,1,Good,Good,0
4060604,4060604,402,Barker,1,Good,Good,0
4060605,4060605,402,Barker,1,Good,Good,0
4060606,4060606,402,Barker,1,Good,Good,0
4060607,4060607,402,Barker,1,Good,Good,0
4060608,4060608,402,Barker,1,Good,Good,0
4060609,4060609,402,Barker,1,Good,Good,0
4060610,4060610,402,Barker,1,Good,Good,0
4060611,4060611,402,Barker,1,Good,Good,0
4060612,4060612,402,Barker,1,Good,Good,0
4060613,4060613,402,Barker,1,Good,Good,0
4060701,4060701,402,Barker,1,Good,Good,0
4060702,4060702,402,Barker,1,Good,Good,0
4060703,4060703,402,Barker,1,Good,Good,0
4060704,4060704,402,Barker,1,Good,Good,0
4060705,4060705,402,Barker,1,Good,Good,0
4060706,4060706,402,Barker,1,Good,Good,0
4060707,4060707,402,Barker,1,Good,Good,0
4060708,4060708,402,Barker,1,Good,Good,0
4060709,4060709,402,Barker,1,Good,Good,0
4060801,4060801,402,Barker,1,Good,Good,0
4060802,4060802,402,Barker,1,Good,Good,0
4060803,4060803,402,Barker,1,Good,Good,0
4060804,4060804,402,Barker,1,Good,Good,0
4060805,4060805,402,Barker,1,Good,Good,0
4060806,4060806,402,Barker,1,Good,Good,0
4060807,4060807,402,Barker,1,Good,Good,0
4060901,4060901,402,Barker,1,Good,Good,0
4060902,4060902,402,Barker,1,Good,Good,0
4060903,4060903,402,Barker,1,Good,Good,0
4060904,4060904,402,Barker,1,Good,Good,0
4060905,4060905,402,Barker,1,Good,Good,0
4060906,4060906,402,Barker,1,Good,Good,0
4060907,4060907,402,Barker,1,Good,Good,0
4060908,4060908,402,Barker,1,Good,Good,0
4060909,4060909,402,Barker,1,Good,Good,0
4060910,4060910,402,Barker,1,Good,Good,0
4060911,4060911,402,Barker,1,Good,Good,0
4061001,4061001,408,Mayo,1,Good,Good,0
4061002,4061002,408,Mayo,1,Good,Good,0
4061003,4061003,408,Mayo,1,Good,Good,0
4061004,4061004,408,Mayo,1,Good,Good,0
4061005,4061005,408,Mayo,1,Good,Good,0
4061006,4061006,408,Mayo,1,Good,Good,0
4061007,4061007,408,Mayo,1,Good,Good,0
4061008,4061008,408,Mayo,1,Good,Good,0
4061009,4061009,408,Mayo,1,Good,Good,0
4061010,4061010,408,Mayo,1,Good,Good,0
4061011,4061011,408,Mayo,1,Good,Good,0
4061012,4061012,408,Mayo,1,Good,Good,0
4061013,4061013,408,Mayo,1,Good,Good,0
4061014,4061014,408,Mayo,1,Good,Good,0
4061015,4061015,408,Mayo,1,Good,Good,0
4061016,4061016,408,Mayo,1,Good,Good,0
4061017,4061017,408,Mayo,1,Good,Good,0
4061018,4061018,408,Mayo,1,Good,Good,0
4061101,4061101,408,Mayo,1,Good,Good,0
4061102,4061102,408,Mayo,1,Good,Good,0
4061103,4061103,408,Mayo,1,Good,Good,0
4061104,4061104,408,Mayo,1,Good,Good,0
4061105,4061105,408,Mayo,1,Good,Good,0
4061106,4061106,408,Mayo,1,Good,Good,0
4061107,4061107,408,Mayo,1,Good,Good,0
4061108,4061108,408,Mayo,1,Good,Good,0
4061109,4061109,408,Mayo,1,Good,Good,0
4061110,4061110,408,Mayo,1,Good,Good,0
4061111,4061111,408,Mayo,1,Good,Good,0
4061112,4061112,408,Mayo,1,Good,Good,0
4061113,4061113,408,Mayo,1,Good,Good,0
4061114,4061114,408,Mayo,1,Good,Good,0
4061115,4061115,408,Mayo,1,Good,Good,0
4061116,4061116,408,Mayo,1,Good,Good,0
4061201,4061201,408,Mayo,1,Good,Good,0
4061202,4061202,408,Mayo,1,Good,Good,0
4061203,4061203,408,Mayo,1,Good,Good,0
4061204,4061204,408,Mayo,1,Good,Good,0
4061205,4061205,408,Mayo,1,Good,Good,0
4061206,4061206,408,Mayo,1,Good,Good,0
4061207,4061207,408,Mayo,1,Good,Good,0
4061208,4061208,408,Mayo,1,Good,Good,0
4061209,4061209,408,Mayo,1,Good,Good,0
4061210,4061210,408,Mayo,1,Good,Good,0
4061211,4061211,408,Mayo,1,Good,Good,0
4061212,4061212,408,Mayo,1,Good,Good,0
4061213,4061213,408,Mayo,1,Good,Good,0
4061214,4061214,408,Mayo,1,Good,Good,0
4061301,4061301,408,Mayo,1,Good,Good,0
4061302,4061302,408,Mayo,1,Good,Good,0
4061303,4061303,408,Mayo,1,Good,Good,0
4061304,4061304,408,Mayo,1,Good,Good,0
4061305,4061305,408,Mayo,1,Good,Good,0
4061306,4061306,408,Mayo,1,Good,Good,0
4061307,4061307,408,Mayo,1,Good,Good,0
4061308,4061308,408,Mayo,1,Good,Good,0
4061309,4061309,408,Mayo,1,Good,Good,0
4061310,4061310,408,Mayo,1,Good,Good,0
4061401,4061401,408,Mayo,1,Good,Good,0
4061402,4061402,408,Mayo,1,Good,Good,0
4061403,4061403,408,Mayo,1,Good,Good,0
4061404,4061404,408,Mayo,1,Good,Good,0
4061405,4061405,408,Mayo,1,Good,Good,0
4061406,4061406,408,Mayo,1,Good,Good,0
4061501,4061501,402,Barker,1,Good,Good,0
4061601,4061601,402,Barker,1,Good,Good,0
4061602,4061602,402,Barker,1,Good,Good,0
4061603,4061603,402,Barker,1,Good,Good,0
4061604,4061604,402,Barker,1,Good,Good,0
4061605,4061605,402,Barker,1,Good,Good,0
4061606,4061606,402,Barker,1,Good,Good,0
4061607,4061607,402,Barker,1,Good,Good,0
4061608,4061608,402,Barker,1,Good,Good,0
4061609,4061609,402,Barker,1,Good,Good,0
4061610,4061610,402,Barker,1,Good,Good,0
4061611,4061611,402,Barker,1,Good,Good,0
4061701,4061701,408,Mayo,1,Good,Good,0
4061702,4061702,408,Mayo,1,Good,Good,0
4061703,4061703,408,Mayo,1,Good,Good,0
4061704,4061704,408,Mayo,1,Good,Good,0
4061705,4061705,408,Mayo,1,Good,Good,0
4061706,4061706,408,Mayo,1,Good,Good,0
4061707,4061707,408,Mayo,1,Good,Good,0
4061708,4061708,408,Mayo,1,Good,Good,0
4061709,4061709,408,Mayo,1,Good,Good,0
4061710,4061710,408,Mayo,1,Good,Good,0
4061711,4061711,408,Mayo,1,Good,Good,0
4061712,4061712,408,Mayo,1,Good,Good,0
4061713,4061713,408,Mayo,1,Good,Good,0
4061714,4061714,408,Mayo,1,Good,Good,0
4061715,4061715,408,Mayo,1,Good,Good,0
4061801,4061801,408,Mayo,1,Good,Good,0
4061802,4061802,408,Mayo,1,Good,Good,0
4061803,4061803,408,Mayo,1,Good,Good,0
4061804,4061804,408,Mayo,1,Good,Good,0
4061805,4061805,408,Mayo,1,Good,Good,0
4061806,4061806,408,Mayo,1,Good,Good,0
4061807,4061807,408,Mayo,1,Good,Good,0
4061808,4061808,408,Mayo,1,Good,Good,0
4061809,4061809,408,Mayo,1,Good,Good,0
4061810,4061810,408,Mayo,1,Good,Good,0
4061811,4061811,408,Mayo,1,Good,Good,0
4061812,4061812,408,Mayo,1,Good,Good,0
4061901,4061901,408,Mayo,1,Good,Good,0
4061902,4061902,408,Mayo,1,Good,Good,0
4061903,4061903,408,Mayo,1,Good,Good,0
4061904,4061904,408,Mayo,1,Good,Good,0
4061905,4061905,408,Mayo,1,Good,Good,0
4061906,4061906,408,Mayo,1,Good,Good,0
4061907,4061907,408,Mayo,1,Good,Good,0
4061908,4061908,408,Mayo,1,Good,Good,0
4061909,4061909,408,Mayo,1,Good,Good,0
4061910,4061910,408,Mayo,1,Good,Good,0
4061911,4061911,408,Mayo,1,Good,Good,0
4061912,4061912,408,Mayo,1,Good,Good,0
4061913,4061913,408,Mayo,1,Good,Good,0
4062001,4062001,408,Mayo,1,Good,Good,0
4062002,4062002,408,Mayo,1,Good,Good,0
4062003,4062003,408,Mayo,1,Good,Good,0
4062004,4062004,408,Mayo,1,Good,Good,0
4062005,4062005,408,Mayo,1,Good,Good,0
4062006,4062006,408,Mayo,1,Good,Good,0
4062007,4062007,408,Mayo,1,Good,Good,0
4062008,4062008,408,Mayo,1,Good,Good,0
4062009,4062009,408,Mayo,1,Good,Good,0
4062010,4062010,408,Mayo,1,Good,Good,0
4062011,4062011,408,Mayo,1,Good,Good,0
4062012,4062012,408,Mayo,1,Good,Good,0
4062013,4062013,408,Mayo,1,Good,Good,0
4062101,4062101,408,Mayo,1,Good,Good,0
4062102,4062102,408,Mayo,1,Good,Good,0
4062103,4062103,408,Mayo,1,Good,Good,0
4062104,4062104,408,Mayo,1,Good,Good,0
4062105,4062105,408,Mayo,1,Good,Good,0
4062106,4062106,408,Mayo,1,Good,Good,0
4062107,4062107,408,Mayo,1,Good,Good,0
4062108,4062108,408,Mayo,1,Good,Good,0
4062109,4062109,408,Mayo,1,Good,Good,0
4062110,4062110,408,Mayo,1,Good,Good,0
4062111,4062111,408,Mayo,1,Good,Good,0
4062112,4062112,408,Mayo,1,Good,Good,0
4062113,4062113,408,Mayo,1,Good,Good,0
4062114,4062114,408,Mayo,1,Good,Good,0
4062201,4062201,408,Mayo,1,Good,Good,0
4062202,4062202,408,Mayo,1,Good,Good,0
4062203,4062203,408,Mayo,1,Good,Good,0
4062204,4062204,408,Mayo,1,Good,Good,0
4062301,4062301,408,Mayo,1,Good,Good,0
4062302,4062302,408,Mayo,1,Good,Good,0
4062303,4062303,408,Mayo,1,Good,Good,0
4062304,4062304,408,Mayo,1,Good,Good,0
4062305,4062305,408,Mayo,1,Good,Good,0
4062306,4062306,408,Mayo,1,Good,Good,0
4062307,4062307,408,Mayo,1,Good,Good,0
4062308,4062308,408,Mayo,1,Good,Good,0
4070101,4070101,401,Adelaide,1,Good,Good,0
4070102,4070102,401,Adelaide,1,Good,Good,0
4070103,4070103,403,Boothby,1,Good,Good,0
4070104,4070104,403,Boothby,1,Good,Good,0
4070105,4070105,403,Boothby,1,Good,Good,0
4070106,4070106,401,Adelaide,1,Good,Good,0
4070107,4070107,403,Boothby,1,Good,Good,0
4070108,4070108,403,Boothby,1,Good,Good,0
4070109,4070109,403,Boothby,1,Good,Good,0
4070201,4070201,401,Adelaide,1,Good,Good,0
4070202,4070202,403,Boothby,1,Good,Good,0
4070203,4070203,401,Adelaide,1,Good,Good,0
4070204,4070204,401,Adelaide,1,Good,Good,0
4070205,4070205,401,Adelaide,1,Good,Good,0
4070206,4070206,403,Boothby,1,Good,Good,0
4070207,4070207,403,Boothby,1,Good,Good,0
4070208,4070208,403,Boothby,1,Good,Good,0
4070209,4070209,403,Boothby,1,Good,Good,0
4070210,4070210,401,Adelaide,1,Good,Good,0
4070211,4070211,403,Boothby,1,Good,Good,0
4070212,4070212,403,Boothby,1,Good,Good,0
4070301,4070301,401,Adelaide,1,Good,Good,0
4070302,4070302,401,Adelaide,1,Good,Good,0
4070303,4070303,401,Adelaide,1,Good,Good,0
4070304,4070304,401,Adelaide,1,Good,Good,0
4070305,4070305,401,Adelaide,1,Good,Good,0
4070306,4070306,401,Adelaide,1,Good,Good,0
4070307,4070307,401,Adelaide,1,Good,Good,0
4070308,4070308,401,Adelaide,1,Good,Good,0
4070309,4070309,401,Adelaide,1,Good,Good,0
4070310,4070310,401,Adelaide,1,Good,Good,0
4070311,4070311,401,Adelaide,1,Good,Good,0
4070312,4070312,401,Adelaide,1,Good,Good,0
4070313,4070313,401,Adelaide,1,Good,Good,0
4070314,4070314,401,Adelaide,1,Good,Good,0
4070401,4070401,401,Adelaide,1,Good,Good,0
4070402,4070402,401,Adelaide,1,Good,Good,0
4070403,4070403,401,Adelaide,1,Good,Good,0
4070404,4070404,401,Adelaide,1,Good,Good,0
4070405,4070405,401,Adelaide,1,Good,Good,0
4070406,4070406,401,Adelaide,1,Good,Good,0
4070407,4070407,401,Adelaide,1,Good,Good,0
4070408,4070408,401,Adelaide,1,Good,Good,0
4070409,4070409,401,Adelaide,1,Good,Good,0
4070501,4070501,401,Adelaide,1,Good,Good,0
4070502,4070502,401,Adelaide,1,Good,Good,0
4070503,4070503,401,Adelaide,1,Good,Good,0
4070504,4070504,401,Adelaide,1,Good,Good,0
4070505,4070505,401,Adelaide,1,Good,Good,0
4070506,4070506,401,Adelaide,1,Good,Good,0
4070507,4070507,401,Adelaide,1,Good,Good,0
4070508,4070508,401,Adelaide,1,Good,Good,0
4070509,4070509,401,Adelaide,1,Good,Good,0
4070510,4070510,401,Adelaide,1,Good,Good,0
4070511,4070511,401,Adelaide,1,Good,Good,0
4070512,4070512,401,Adelaide,1,Good,Good,0
4070513,4070513,401,Adelaide,1,Good,Good,0
4070601,4070601,401,Adelaide,1,Good,Good,0
4070602,4070602,401,Adelaide,1,Good,Good,0
4070603,4070603,401,Adelaide,1,Good,Good,0
4070604,4070604,401,Adelaide,1,Good,Good,0
4070605,4070605,401,Adelaide,1,Good,Good,0
4070606,4070606,401,Adelaide,1,Good,Good,0
4070607,4070607,401,Adelaide,1,Good,Good,0
4070608,4070608,401,Adelaide,1,Good,Good,0
4070609,4070609,401,Adelaide,1,Good,Good,0
4070610,4070610,401,Adelaide,1,Good,Good,0
4070611,4070611,401,Adelaide,1,Good,Good,0
4070612,4070612,403,Boothby,1,Good,Good,0
4070613,4070613,401,Adelaide,1,Good,Good,0
4070701,4070701,410,Sturt,1,Good,Good,0
4070702,4070702,410,Sturt,1,Good,Good,0
4070703,4070703,410,Sturt,1,Good,Good,0
4070704,4070704,410,Sturt,1,Good,Good,0
4070705,4070705,410,Sturt,1,Good,Good,0
4070706,4070706,410,Sturt,1,Good,Good,0
4070707,4070707,410,Sturt,1,Good,Good,0
4070708,4070708,410,Sturt,1,Good,Good,0
4070709,4070709,410,Sturt,1,Good,Good,0
4070710,4070710,410,Sturt,1,Good,Good,0
4070801,4070801,403,Boothby,1,Good,Good,0
4070802,4070802,403,Boothby,1,Good,Good,0
4070803,4070803,403,Boothby,1,Good,Good,0
4070804,4070804,403,Boothby,1,Good,Good,0
4070805,4070805,403,Boothby,1,Good,Good,0
4070806,4070806,403,Boothby,1,Good,Good,0
4070807,4070807,403,Boothby,1,Good,Good,0
4070808,4070808,403,Boothby,1,Good,Good,0
4070809,4070809,403,Boothby,1,Good,Good,0
4070810,4070810,403,Boothby,1,Good,Good,0
4070811,4070811,403,Boothby,1,Good,Good,0
4070901,4070901,403,Boothby,1,Good,Good,0
4070902,4070902,403,Boothby,1,Good,Good,0
4070903,4070903,403,Boothby,1,Good,Good,0
4070904,4070904,403,Boothby,1,Good,Good,0
4070905,4070905,403,Boothby,1,Good,Good,0
4070906,4070906,403,Boothby,1,Good,Good,0
4070907,4070907,403,Boothby,1,Good,Good,0
4070908,4070908,403,Boothby,1,Good,Good,0
4070909,4070909,403,Boothby,1,Good,Good,0
4070910,4070910,403,Boothby,1,Good,Good,0
4070911,4070911,403,Boothby,1,Good,Good,0
4071001,4071001,403,Boothby,1,Good,Good,0
4071002,4071002,403,Boothby,1,Good,Good,0
4071003,4071003,403,Boothby,1,Good,Good,0
4071004,4071004,403,Boothby,1,Good,Good,0
4071005,4071005,403,Boothby,1,Good,Good,0
4071006,4071006,403,Boothby,1,Good,Good,0
4071007,4071007,403,Boothby,1,Good,Good,0
4071008,4071008,403,Boothby,1,Good,Good,0
4071009,4071009,403,Boothby,1,Good,Good,0
4071010,4071010,403,Boothby,1,Good,Good,0
4071011,4071011,403,Boothby,1,Good,Good,0
4071012,4071012,403,Boothby,1,Good,Good,0
4071101,4071101,403,Boothby,1,Good,Good,0
4071102,4071102,403,Boothby,1,Good,Good,0
4071103,4071103,403,Boothby,1,Good,Good,0
4071104,4071104,403,Boothby,1,Good,Good,0
4071105,4071105,403,Boothby,1,Good,Good,0
4071106,4071106,403,Boothby,1,Good,Good,0
4071107,4071107,403,Boothby,1,Good,Good,0
4071108,4071108,403,Boothby,1,Good,Good,0
4071109,4071109,403,Boothby,1,Good,Good,0
4071110,4071110,403,Boothby,1,Good,Good,0
4071111,4071111,403,Boothby,1,Good,Good,0
4071112,4071112,403,Boothby,1,Good,Good,0
4071113,4071113,403,Boothby,1,Good,Good,0
4071114,4071114,403,Boothby,1,Good,Good,0
4071201,4071201,403,Boothby,1,Good,Good,0
4071202,4071202,403,Boothby,1,Good,Good,0
4071203,4071203,403,Boothby,1,Good,Good,0
4071204,4071204,403,Boothby,1,Good,Good,0
4071205,4071205,403,Boothby,1,Good,Good,0
4071206,4071206,403,Boothby,1,Good,Good,0
4071207,4071207,403,Boothby,1,Good,Good,0
4071301,4071301,403,Boothby,1,Good,Good,0
4071302,4071302,403,Boothby,1,Good,Good,0
4071303,4071303,403,Boothby,1,Good,Good,0
4071304,4071304,403,Boothby,1,Good,Good,0
4071305,4071305,403,Boothby,1,Good,Good,0
4071306,4071306,403,Boothby,1,Good,Good,0
4071401,4071401,403,Boothby,1,Good,Good,0
4071402,4071402,403,Boothby,1,Good,Good,0
4071403,4071403,403,Boothby,1,Good,Good,0
4071404,4071404,403,Boothby,1,Good,Good,0
4071405,4071405,403,Boothby,1,Good,Good,0
4071406,4071406,403,Boothby,1,Good,Good,0
4071407,4071407,403,Boothby,1,Good,Good,0
4071408,4071408,403,Boothby,1,Good,Good,0
4071409,4071409,403,Boothby,1,Good,Good,0
4071410,4071410,403,Boothby,1,Good,Good,0
4071411,4071411,403,Boothby,1,Good,Good,0
4071412,4071412,403,Boothby,1,Good,Good,0
4071413,4071413,403,Boothby,1,Good,Good,0
4071501,4071501,403,Boothby,1,Good,Good,0
4071502,4071502,403,Boothby,1,Good,Good,0
4071503,4071503,403,Boothby,1,Good,Good,0
4071504,4071504,403,Boothby,1,Good,Good,0
4071505,4071505,403,Boothby,1,Good,Good,0
4071506,4071506,403,Boothby,1,Good,Good,0
4071507,4071507,403,Boothby,1,Good,Good,0
4071508,4071508,403,Boothby,1,Good,Good,0
4071509,4071509,403,Boothby,1,Good,Good,0
4071510,4071510,403,Boothby,1,Good,Good,0
4071511,4071511,403,Boothby,1,Good,Good,0
4071512,4071512,403,Boothby,1,Good,Good,0
4071513,4071513,403,Boothby,1,Good,Good,0
4071514,4071514,403,Boothby,1,Good,Good,0
4071515,4071515,403,Boothby,1,Good,Good,0
4071601,4071601,408,Mayo,1,Good,Good,0
4071602,4071602,408,Mayo,1,Good,Good,0
4071603,4071603,403,Boothby,1,Good,Good,0
4071604,4071604,403,Boothby,1,Good,Good,0
4071605,4071605,403,Boothby,1,Good,Good,0
4071606,4071606,403,Boothby,1,Good,Good,0
4071607,4071607,403,Boothby,1,Good,Good,0
4071608,4071608,403,Boothby,1,Good,Good,0
4071609,4071609,403,Boothby,1,Good,Good,0
4071610,4071610,403,Boothby,1,Good,Good,0
4071611,4071611,403,Boothby,1,Good,Good,0
4071612,4071612,403,Boothby,1,Good,Good,0
4071613,4071613,408,Mayo,0.4545455,Good,Good,0
4071613,4071613,403,Boothby,0.5454545,Good,Good,0
4071701,4071701,408,Mayo,1,Good,Good,0
4071702,4071702,408,Mayo,1,Good,Good,0
4071703,4071703,403,Boothby,1,Good,Good,0
4071704,4071704,403,Boothby,1,Good,Good,0
4071705,4071705,408,Mayo,1,Good,Good,0
4071706,4071706,408,Mayo,1,Good,Good,0
4071707,4071707,403,Boothby,1,Good,Good,0
4071708,4071708,403,Boothby,1,Good,Good,0
4071709,4071709,408,Mayo,1,Good,Good,0
4071710,4071710,408,Mayo,1,Good,Good,0
4071711,4071711,403,Boothby,1,Good,Good,0
4071712,4071712,403,Boothby,1,Good,Good,0
4071713,4071713,403,Boothby,1,Good,Good,0
4071714,4071714,408,Mayo,1,Good,Good,0
4071801,4071801,403,Boothby,1,Good,Good,0
4071802,4071802,403,Boothby,1,Good,Good,0
4071803,4071803,403,Boothby,1,Good,Good,0
4071804,4071804,403,Boothby,1,Good,Good,0
4071805,4071805,403,Boothby,1,Good,Good,0
4071806,4071806,403,Boothby,1,Good,Good,0
4071807,4071807,403,Boothby,1,Good,Good,0
4071808,4071808,403,Boothby,1,Good,Good,0
4071809,4071809,403,Boothby,1,Good,Good,0
4071810,4071810,403,Boothby,1,Good,Good,0
4071811,4071811,403,Boothby,1,Good,Good,0
4071812,4071812,403,Boothby,1,Good,Good,0
4071813,4071813,403,Boothby,1,Good,Good,0
4071814,4071814,403,Boothby,1,Good,Good,0
4071815,4071815,403,Boothby,1,Good,Good,0
4071901,4071901,408,Mayo,1,Good,Good,0
4071902,4071902,408,Mayo,1,Good,Good,0
4071903,4071903,408,Mayo,1,Good,Good,0
4071904,4071904,408,Mayo,1,Good,Good,0
4071905,4071905,408,Mayo,1,Good,Good,0
4071906,4071906,408,Mayo,1,Good,Good,0
4071907,4071907,408,Mayo,1,Good,Good,0
4071908,4071908,408,Mayo,1,Good,Good,0
4071909,4071909,408,Mayo,1,Good,Good,0
4071910,4071910,408,Mayo,1,Good,Good,0
4071911,4071911,408,Mayo,1,Good,Good,0
4071912,4071912,408,Mayo,1,Good,Good,0
4071913,4071913,408,Mayo,1,Good,Good,0
4071914,4071914,408,Mayo,1,Good,Good,0
4072001,4072001,408,Mayo,1,Good,Good,0
4072002,4072002,408,Mayo,1,Good,Good,0
4072003,4072003,408,Mayo,1,Good,Good,0
4072004,4072004,408,Mayo,1,Good,Good,0
4072005,4072005,408,Mayo,1,Good,Good,0
4072006,4072006,408,Mayo,1,Good,Good,0
4072007,4072007,408,Mayo,1,Good,Good,0
4072008,4072008,408,Mayo,1,Good,Good,0
4072009,4072009,408,Mayo,1,Good,Good,0
4072010,4072010,408,Mayo,1,Good,Good,0
4072011,4072011,408,Mayo,1,Good,Good,0
4072012,4072012,408,Mayo,1,Good,Good,0
4072013,4072013,408,Mayo,1,Good,Good,0
4072014,4072014,408,Mayo,1,Good,Good,0
4072101,4072101,408,Mayo,1,Good,Good,0
4072102,4072102,408,Mayo,1,Good,Good,0
4072103,4072103,408,Mayo,1,Good,Good,0
4072104,4072104,408,Mayo,1,Good,Good,0
4072105,4072105,408,Mayo,1,Good,Good,0
4072106,4072106,408,Mayo,1,Good,Good,0
4072107,4072107,408,Mayo,1,Good,Good,0
4072108,4072108,408,Mayo,1,Good,Good,0
4072109,4072109,408,Mayo,1,Good,Good,0
4072110,4072110,408,Mayo,1,Good,Good,0
4072111,4072111,408,Mayo,1,Good,Good,0
4072112,4072112,408,Mayo,1,Good,Good,0
4080101,4080101,406,Kingston,1,Good,Good,0
4080102,4080102,406,Kingston,1,Good,Good,0
4080103,4080103,406,Kingston,1,Good,Good,0
4080104,4080104,406,Kingston,1,Good,Good,0
4080105,4080105,406,Kingston,1,Good,Good,0
4080106,4080106,406,Kingston,1,Good,Good,0
4080107,4080107,406,Kingston,1,Good,Good,0
4080108,4080108,406,Kingston,1,Good,Good,0
4080109,4080109,406,Kingston,1,Good,Good,0
4080110,4080110,408,Mayo,1,Good,Good,0
4080111,4080111,406,Kingston,1,Good,Good,0
4080112,4080112,408,Mayo,1,Good,Good,0
4080113,4080113,406,Kingston,1,Good,Good,0
4080201,4080201,406,Kingston,1,Good,Good,0
4080202,4080202,406,Kingston,1,Good,Good,0
4080203,4080203,406,Kingston,1,Good,Good,0
4080204,4080204,406,Kingston,1,Good,Good,0
4080205,4080205,406,Kingston,1,Good,Good,0
4080206,4080206,406,Kingston,1,Good,Good,0
4080207,4080207,406,Kingston,1,Good,Good,0
4080208,4080208,406,Kingston,1,Good,Good,0
4080209,4080209,406,Kingston,1,Good,Good,0
4080210,4080210,406,Kingston,1,Good,Good,0
4080211,4080211,406,Kingston,1,Good,Good,0
4080212,4080212,406,Kingston,1,Good,Good,0
4080213,4080213,406,Kingston,1,Good,Good,0
4080301,4080301,406,Kingston,1,Good,Good,0
4080302,4080302,406,Kingston,1,Good,Good,0
4080303,4080303,406,Kingston,1,Good,Good,0
4080304,4080304,406,Kingston,1,Good,Good,0
4080305,4080305,406,Kingston,1,Good,Good,0
4080306,4080306,406,Kingston,1,Good,Good,0
4080307,4080307,406,Kingston,1,Good,Good,0
4080308,4080308,406,Kingston,1,Good,Good,0
4080309,4080309,406,Kingston,1,Good,Good,0
4080310,4080310,406,Kingston,1,Good,Good,0
4080311,4080311,406,Kingston,1,Good,Good,0
4080312,4080312,406,Kingston,1,Good,Good,0
4080313,4080313,406,Kingston,1,Good,Good,0
4080314,4080314,406,Kingston,1,Good,Good,0
4080401,4080401,406,Kingston,1,Good,Good,0
4080402,4080402,406,Kingston,1,Good,Good,0
4080403,4080403,406,Kingston,1,Good,Good,0
4080404,4080404,406,Kingston,1,Good,Good,0
4080405,4080405,406,Kingston,1,Good,Good,0
4080406,4080406,406,Kingston,1,Good,Good,0
4080407,4080407,406,Kingston,1,Good,Good,0
4080408,4080408,406,Kingston,1,Good,Good,0
4080409,4080409,406,Kingston,1,Good,Good,0
4080410,4080410,406,Kingston,1,Good,Good,0
4080411,4080411,406,Kingston,1,Good,Good,0
4080412,4080412,406,Kingston,1,Good,Good,0
4080413,4080413,406,Kingston,1,Good,Good,0
4080414,4080414,406,Kingston,1,Good,Good,0
4080415,4080415,406,Kingston,1,Good,Good,0
