ILOC_CODE_2016,ILOC_NAME_2016,ILOC_CODE_2021,ILOC_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
20201201,Corangamite - Golden Plains,20201201,Corangamite - Golden Plains,1,Good,Good,0
20201202,Framlingham,20201202,Framlingham,1,Good,Good,0
20201203,Moyne - Ararat - Pyrenees,20201203,Moyne - Ararat - Pyrenees,1,Good,Good,0
20201301,Glenelg North - Heywood,20201301,Glenelg North - Heywood,1,Good,Good,0
20201302,Portland,20201302,Portland,1,Good,Good,0
20201303,Southern Grampians,20201303,Southern Grampians,1,Good,Good,0
20201401,Swan Hill,20201401,Swan Hill,1,Good,Good,0
20201402,Swan Hill  - Robinvale,20201402,Swan Hill  - Robinvale,1,Good,Good,0
20201403,Swan Hill  - Surrounds,20201403,Swan Hill  - Surrounds,1,Good,Good,0
20201501,Benalla,20201501,Benalla,1,Good,Good,0
20201502,Strathbogie - Mansfield - Murimbindi,20201502,Strathbogie - Mansfield - Murimbindi,1,Good,Good,0
20201601,Wallan - Seymour,20201601,Wallan - Seymour,1,Good,Good,0
20201701,Warrnambool,20201701,Warrnambool,1,Good,Good,0
20201801,Wimmera,20201801,Wimmera,1,Good,Good,0
20201901,Alpine - Towong - Indigo,20201901,Alpine - Towong - Indigo,1,Good,Good,0
20201902,Wangaratta,20201902,Wangaratta,1,Good,Good,0
20201903,Wodonga,20201903,Wodonga,1,Good,Good,0
29499494,No usual address (Vic.),29499494,No usual address (Vic.),1,Good ,Good,0
29799797,Migratory - Offshore - Shipping (Vic.),29799797,Migratory - Offshore - Shipping (Vic.),1,Good ,Good,0
30100101,Beaudesert - Boonah,30100101,Beaudesert - Boonah,1,Good,Good,0
30100201,Brisbane City - Inner East,30100201,Brisbane City - Inner East,1,Good,Good,0
30100202,Brisbane City - Inner North,30100202,Brisbane City - Inner North,1,Good,Good,0
30100203,Brisbane City - Inner North-West,30100203,Brisbane City - Inner North-West,1,Good,Good,0
30100204,Brisbane City - Inner South,30100204,Brisbane City - Inner South,1,Good,Good,0
30100205,Brisbane City - Inner South-West,30100205,Brisbane City - Inner South-West,1,Good,Good,0
30100206,Brisbane City - Outer East,30100213,Moreton Bay Islands,0.0062712,Poor,Good,1
30100206,Brisbane City - Outer East,30100212,Brisbane City - Outer East,0.9937288,Good,Good,0
30100207,Brisbane City - Outer North,30100207,Brisbane City - Outer North,1,Good,Good,0
30100208,Brisbane City - Outer South,30100208,Brisbane City - Outer South,1,Good,Good,0
30100209,Brisbane City - Outer West,30100209,Brisbane City - Outer West,1,Good,Good,0
30100210,Inala - Richlands,30100210,Inala - Richlands,1,Good,Good,0
30100211,Wacol - Doolandella - Forest Lake,30100211,Wacol - Doolandella - Forest Lake,1,Good,Good,0
30100301,Caboolture,30100302,Bribie - Beachmere,0.1339093,Poor,Good,0
30100301,Caboolture,30100304,Narangba - Burpengary,0.3070892,Poor,Good,0
30100301,Caboolture,30100303,Caboolture,0.5590015,Poor,Good,0
30100401,Caloundra,30100401,Caloundra,1,Good,Good,0
30100501,Esk - Kilcoy,30100501,Esk - Kilcoy,1,Good,Good,0
30100601,Gatton,30100601,Gatton,1,Good,Good,0
30100602,Laidley,30100602,Laidley,1,Good,Good,0
30100701,Gold Coast,30100705,Gold Coast Hinterland,0.0092725,Poor,Good,1
30100701,Gold Coast,30100711,Surfers Paradise,0.0432092,Poor,Good,0
30100701,Gold Coast,30100706,Mudgeeraba - Tallebudgera,0.0590419,Poor,Good,0
30100701,Gold Coast,30100709,Robina,0.0671476,Poor,Good,0
30100701,Gold Coast,30100702,Broadbeach - Burleigh,0.0716197,Poor,Good,0
30100701,Gold Coast,30100704,Gold Coast - North,0.1088209,Poor,Good,0
30100701,Gold Coast,30100710,Southport,0.1204329,Poor,Good,0
30100701,Gold Coast,30100703,Coolangatta,0.1224288,Poor,Good,0
30100701,Gold Coast,30100707,Nerang,0.1388577,Poor,Good,0
30100701,Gold Coast,30100708,Ormeau - Oxenford,0.2591687,Poor,Good,0
30100801,Ipswich,30100803,Springfield - Redbank,0.3571966,Poor,Good,0
30100801,Ipswich,30100802,Ipswich,0.6428034,Poor,Good,0
30100901,Browns Plains,30100901,Browns Plains,1,Good,Good,0
30100902,Kingston,30100902,Kingston,1,Good,Good,0
30100903,Logan - Surrounds,30100903,Logan - Surrounds,1,Good,Good,0
30100904,Loganlea,30100904,Loganlea,1,Good,Good,0
30100905,Marsden,30100905,Marsden,1,Good,Good,0
30100906,Woodridge,30100906,Woodridge,1,Good,Good,0
30101001,Maroochy,30101001,Maroochy,1,Good,Good,0
30101101,Noosa,30101101,Noosa,1,Good,Good,0
30101201,Pine Rivers - East,30101201,Pine Rivers - East,1,Good,Good,0
30101202,Pine Rivers - West,30101202,Pine Rivers - West,1,Good,Good,0
30101301,Redcliffe,30101301,Redcliffe,1,Good,Good,0
30101401,Redland,30101402,Minjerribah (North Stradbroke Island),0.1313734,Poor,Good,0
30101401,Redland,30101403,Redland,0.8686266,Acceptable,Good,0
30200101,Atherton,30900101,Atherton,1,Good,Good,0
30200201,Barron,30900201,Barron,1,Good,Good,0
30200202,Cairns - City,30900202,Cairns - City,1,Good,Good,0
30200203,Cairns - North,30900203,Cairns - North,1,Good,Good,0
30200204,Cairns - West,30900204,Cairns - West,1,Good,Good,0
30200205,Cairns - White Rock - Mt Sheridan,30900205,Cairns - White Rock - Mt Sheridan,1,Good,Good,0
30200206,Edmonton,30900206,Edmonton,1,Good,Good,0
30200207,Gordonvale,30900207,Gordonvale,1,Good,Good,0
30200208,Manunda - Portsmith,30900208,Manunda - Portsmith,1,Good,Good,0
30200209,Mount Whitfield,30900209,Mount Whitfield,1,Good,Good,0
30200210,Trinity,30900210,Trinity,1,Good,Good,0
30200301,Mossman,30900301,Mossman,1,Good,Good,0
30200302,Mossman - Surrounds,30900302,Mossman - Surrounds,1,Good,Good,0
30200303,Mossman Gorge,30900303,Mossman Gorge,1,Good,Good,0
30200401,Cairns - Southern Hinterlands,30900401,Cairns - Southern Hinterlands,1,Good,Good,0
30200501,Eacham,30900501,Eacham,1,Good,Good,0
30200601,Herberton,30900601,Herberton,1,Good,Good,0
30200602,Herberton Tablelands,30900602,Herberton Tablelands,1,Good,Good,0
30200603,Mount Garnet,30900603,Mount Garnet,1,Good,Good,0
30200604,Ravenshoe,30900604,Ravenshoe,1,Good,Good,0
30200701,Innisfail,30900701,Innisfail,1,Good,Good,0
30200702,Johnstone,30900702,Johnstone,1,Good,Good,0
30200801,Etheridge Tablelands,30900801,Etheridge Tablelands,1,Good,Good,0
30200803,Kowrowa - Mantaka - Mona Mona,30900801,Etheridge Tablelands,0.153143,Good,Good,0
30200803,Kowrowa - Mantaka - Mona Mona,30900803,Mantaka,0.3479999,Poor,Good,0
30200803,Kowrowa - Mantaka - Mona Mona,30900802,Kowrowa - Mona Mona,0.4988571,Poor,Good,0
30200901,Mareeba,30900901,Mareeba,1,Good,Good,0
30201001,Cape Tribulation - China Camp - Zig Zag,30901101,Cape Tribulation - China Camp - Zig Zag,1,Good,Good,0
30201002,Wujal Wujal,30901102,Wujal Wujal,1,Good,Good,0
30201101,Yarrabah,30901201,Yarrabah,1,Good,Good,0
30300101,Aurukun,30300101,Aurukun,1,Good,Good,0
30300201,Cape York Wilderness,30300201,Cape York Wilderness,1,Good,Good,0
30300202,Coen,30300202,Coen,1,Good,Good,0
30300203,Laura,30300203,Laura,1,Good,Good,0
30300301,Cooktown,30300301,Cooktown,1,Good,Good,0
30300401,Hope Vale,30300401,Hope Vale,1,Good,Good,0
30300501,Kowanyama,30300501,Kowanyama,1,Good,Good,0
30300601,Lockhart River,30300601,Lockhart River,1,Good,Good,0
30300701,Mapoon,30300701,Mapoon,1,Good,Good,0
30300702,Napranum,30300702,Napranum,1,Good,Good,0
30300703,Weipa,30300703,Weipa,1,Good,Good,0
30300801,Bamaga and Surrounds,30300801,Bamaga and Surrounds,1,Good,Good,0
30300802,Injinoo,30300802,Injinoo,1,Good,Good,0
30300803,New Mapoon,30300803,New Mapoon,1,Good,Good,0
30300804,Seisia,30300804,Seisia,1,Good,Good,0
30300805,Umagico,30300805,Umagico,1,Good,Good,0
30300901,Pormpuraaw,30300901,Pormpuraaw,1,Good,Good,0
30400101,Boulia,30400101,Boulia,1,Good,Good,0
30400102,Diamantina,30400102,Diamantina,1,Good,Good,0
30400103,Winton,30400103,Winton,1,Good,Good,0
30400201,Carpentaria exc. Doomadgee,30400201,Carpentaria exc. Doomadgee,1,Good,Good,0
30400202,Doomadgee,30400202,Doomadgee,1,Good,Good,0
30400203,Mornington,30400203,Mornington,1,Good,Good,0
30400204,Normanton,30400204,Normanton,1,Good,Good,0
30400301,Cloncurry - McKinlay,30400301,Cloncurry - McKinlay,1,Good,Good,0
30400401,Camooweal,30400401,Camooweal,1,Good,Good,0
30400402,Mount Isa exc. Camooweal,30400402,Mount Isa exc. Camooweal,1,Good,Good,0
30500101,Banana - North,30500101,Banana - North,1,Good,Good,0
30500102,Banana - South,30500102,Banana - South,1,Good,Good,0
30500103,Biloela,30500103,Biloela,1,Good,Good,0
30500201,Barcaldine,30500201,Barcaldine,1,Good,Good,0
30500202,Blackall - Tambo,30500202,Blackall - Tambo,1,Good,Good,0
30500203,Longreach,30500203,Longreach,1,Good,Good,0
30500301,Bundaberg - City,30500301,Bundaberg - City,1,Good,Good,0
30500302,Bundaberg - Surrounds,30500302,Bundaberg - Surrounds,1,Good,Good,0
30500401,Blackwater,30500401,Blackwater,1,Good,Good,0
30500402,Central Highlands,30500402,Central Highlands,1,Good,Good,0
30500403,Emerald,30500403,Emerald,1,Good,Good,0
30500404,Woorabinda,30500404,Woorabinda,1,Good,Good,0
30500501,Fraser Coast,30500501,Fraser Coast,1,Good,Good,0
30500502,Hervey Bay,30500502,Hervey Bay,1,Good,Good,0
30500503,Maryborough,30500503,Maryborough,1,Good,Good,0
30500601,Gladstone - City,30500601,Gladstone - City,1,Good,Good,0
30500602,Gladstone - South Coast,30500602,Gladstone - South Coast,1,Good,Good,0
30500603,Gladstone - Surrounds,30500603,Gladstone - Surrounds,1,Good,Good,0
30500701,Dysart,30500701,Dysart,1,Good,Good,0
30500702,Moranbah,30500702,Moranbah,1,Good,Good,0
30500703,Nebo - Clermont,30500703,Nebo - Clermont,1,Good,Good,0
30500801,Eidsvold,30500801,Eidsvold,1,Good,Good,0
30500802,Gayndah,30500802,Gayndah,1,Good,Good,0
30500803,North Burnett - Rural,30500803,North Burnett - Rural,1,Good,Good,0
30500901,Gracemere,30500901,Gracemere,1,Good,Good,0
30500902,Mount Morgan,30500902,Mount Morgan,1,Good,Good,0
30500903,Rockhampton,30500903,Rockhampton,1,Good,Good,0
30500904,Rockhampton - North,30500904,Rockhampton - North,1,Good,Good,0
30500905,Rockhampton - South,30500905,Rockhampton - South,1,Good,Good,0
30500906,Yeppoon,30500906,Yeppoon,1,Good,Good,0
30600101,Balonne exc. St George and Dirranbandi,30600101,Balonne exc. St George and Dirranbandi,1,Good,Good,0
30600102,Dirranbandi,30600102,Dirranbandi,1,Good,Good,0
30600103,St George,30600103,St George,1,Good,Good,0
30600201,Bulloo - Quilpie - Barcoo,30600201,Bulloo - Quilpie - Barcoo,1,Good,Good,0
30600301,Cherbourg,30600301,Cherbourg,1,Good,Good,0
30600401,Cooloola,30600402,Gympie,0.0078028,Good,Good,1
30600401,Cooloola,30600401,Cooloola,0.9921972,Good,Good,0
30600402,Gympie,30600402,Gympie,1,Good,Good,0
30600501,Dalby,30600501,Dalby,1,Good,Good,0
30600601,Goondiwindi  - Surrounds,30600601,Goondiwindi  - Surrounds,1,Good,Good,0
30600602,Goondiwindi,30600602,Goondiwindi,1,Good,Good,0
30600603,Stanthorpe,30600603,Stanthorpe,1,Good,Good,0
30600701,Jondaryan,30600701,Jondaryan,1,Good,Good,0
30600702,Oakey,30600702,Oakey,1,Good,Good,0
30600801,Maranoa exc. Roma and Mitchell,30600801,Maranoa exc. Roma and Mitchell,1,Good,Good,0
30600802,Mitchell,30600802,Mitchell,1,Good,Good,0
30600803,Roma,30600803,Roma,1,Good,Good,0
30600901,Murgon,30600901,Murgon,1,Good,Good,0
30601001,Murweh,30601001,Murweh,1,Good,Good,0
30601101,Nanango - Kilkivan,30601101,Nanango - Kilkivan,1,Good,Good,0
30601201,Paroo,30601201,Paroo,1,Good,Good,0
30601301,Kingaroy,30601301,Kingaroy,1,Good,Good,0
30601302,Wondai,30601302,Wondai,1,Good,Good,0
30601401,Warwick,30601401,Warwick,1,Good,Good,0
30601402,Warwick - Surrounds,30601402,Warwick - Surrounds,1,Good,Good,0
30601501,Toowoomba - Central,30601501,Toowoomba - Central,1,Good,Good,0
30601601,Crows Nest,30601601,Crows Nest,1,Good,Good,0
30601602,Rosalie,30601602,Rosalie,1,Good,Good,0
30601701,Greenmount - Clifton - Cambooya,30601701,Greenmount - Clifton - Cambooya,1,Good,Good,0
30601702,Millmerran,30601702,Millmerran,1,Good,Good,0
30601703,Pittsworth,30601703,Pittsworth,1,Good,Good,0
30601801,Chinchilla,30601801,Chinchilla,1,Good,Good,0
30601802,Murilla - Wandoan,30601802,Murilla - Wandoan,1,Good,Good,0
30601803,Tara (Qld),30601803,Tara (Qld),1,Good,Good,0
30601804,Wambo,30601804,Wambo,1,Good,Good,0
30700101,Hammond Island,30700101,Hammond Island,1,Good,Good,0
30700102,Horn Island,30700102,Horn Island,1,Good,Good,0
30700103,Muralag and Inner Islands,30700103,Muralag and Inner Islands,1,Good,Good,0
30700104,Port Kennedy (Thursday Island),30700104,Port Kennedy (Thursday Island),1,Good,Good,0
30700105,TRAWQ (Thursday Island),30700105,TRAWQ (Thursday Island),1,Good,Good,0
30700201,Boigu Island,30700201,Boigu Island,1,Good,Good,0
30700202,Dauan Island,30700202,Dauan Island,1,Good,Good,0
30700203,Saibai Island,30700203,Saibai Island,1,Good,Good,0
30700301,Badu Island,30700301,Badu Island,1,Good,Good,0
30700302,Kubin (Moa Island),30700302,Kubin (Moa Island),1,Good,Good,0
30700303,Mabuiag Island,30700303,Mabuiag Island,1,Good,Good,0
30700304,St Pauls (Moa Island),30700304,St Pauls (Moa Island),1,Good,Good,0
30700401,Iama (Yam) Island,30700401,Iama (Yam) Island,1,Good,Good,0
30700402,Poruma (Coconut) Island,30700402,Poruma (Coconut) Island,1,Good,Good,0
30700403,Warraber Island,30700403,Warraber Island,1,Good,Good,0
30700404,Yorke Island,30700404,Masig (Yorke Island),1,Good,Good,0
30700501,Erub (Darnley) Island,30700501,Erub (Darnley) Island,1,Good,Good,0
30700502,Mer (Murray) Island,30700502,Mer (Murray) Island,1,Good,Good,0
30700503,Ugar (Stephens) Island,30700503,Ugar (Stephens) Island,1,Good,Good,0
30800101,Bowen (Qld),31000101,Bowen (Qld),1,Good,Good,0
30800201,Ayr,31000201,Ayr,1,Good,Good,0
30800202,Burdekin,31000202,Burdekin,1,Good,Good,0
30800301,Charters Towers,31000301,Charters Towers,1,Good,Good,0
30800401,Flinders - Richmond - Dalrymple,31000401,Flinders - Richmond - Dalrymple,1,Good,Good,0
30800501,Hinchinbrook,31000501,Hinchinbrook,1,Good,Good,0
30800502,Ingham,31000502,Ingham,1,Good,Good,0
30800601,Mackay,31000601,Mackay,1,Good,Good,0
30800701,Mackay - Surrounds,31000701,Mackay - Surrounds,1,Good,Good,0
30800801,Mirani,31000801,Mirani,1,Good,Good,0
30800901,Palm Island,31000901,Palm Island,1,Good,Good,0
30801001,Proserpine - Whitsunday,31001001,Proserpine - Whitsunday,1,Good,Good,0
30801101,Sarina,31001101,Sarina,1,Good,Good,0
30801201,Thuringowa,31001201,Thuringowa,1,Good,Good,0
30801301,Townsville,31001301,Townsville,1,Good,Good,0
30801401,Townsville - Northern Beaches,31001401,Townsville - Northern Beaches,1,Good,Good,0
30801402,Townsville - Southern Rangelands,31001402,Townsville - Southern Rangelands,1,Good,Good,0
30801501,Cardwell,30901001,Cardwell,1,Good,Good,0
30801502,Jumbun,30901002,Jumbun,1,Good,Good,0
30801503,Tully,30901003,Tully,1,Good,Good,0
39499494,No usual address (Qld),39499494,No usual address (Qld),1,Good ,Good,0
39799797,Migratory - Offshore - Shipping (Qld),39799797,Migratory - Offshore - Shipping (Qld),1,Good ,Good,0
40100101,Adelaide - Central,40100101,Adelaide - Central,1,Good,Good,0
40100102,Prospect - Walkerville,40100102,Prospect - Walkerville,1,Good,Good,0
40100201,Adelaide Hills,40100201,Adelaide Hills,1,Good,Good,0
40100202,Mount Barker,40100202,Mount Barker,1,Good,Good,0
40100301,Barossa,40100301,Barossa,1,Good,Good,0
40100401,Barmera,40100401,Barmera,1,Good,Good,0
40100402,Berri,40100402,Berri,1,Good,Good,0
40100501,Campbelltown,40100501,Campbelltown,1,Good,Good,0
40100502,Norwood - Payneham - St Peters,40100502,Norwood - Payneham - St Peters,1,Good,Good,0
40100601,Charles Sturt - Coast,40100601,Charles Sturt - Coast,1,Good,Good,0
40100602,Charles Sturt - Inner East,40100602,Charles Sturt - Inner East,1,Good,Good,0
40100603,Charles Sturt - Inner West,40100603,Charles Sturt - Inner West,1,Good,Good,0
40100604,Charles Sturt - North-East,40100604,Charles Sturt - North-East,1,Good,Good,0
40100701,Fleurieu - Kangaroo Island,40100701,Fleurieu - Kangaroo Island,1,Good,Good,0
40100801,Gawler,40100801,Gawler,1,Good,Good,0
40100901,Holdfast Bay,40100901,Holdfast Bay,1,Good,Good,0
40100902,West Torrens,40100902,West Torrens,1,Good,Good,0
40101001,Loxton - Waikerie,40101001,Loxton - Waikerie,1,Good,Good,0
40101002,Mid Murray,40101002,Mid Murray,1,Good,Good,0
40101101,Marion - Central,40101101,Marion - Central,1,Good,Good,0
40101102,Marion - North,40101102,Marion - North,1,Good,Good,0
40101103,Marion - South,40101103,Marion - South,1,Good,Good,0
40101201,Murray Bridge,40101201,Murray Bridge,1,Good,Good,0
40101301,Meningie,40101301,Meningie,1,Good,Good,0
40101302,Murray Mallee,40101302,Murray Mallee,1,Good,Good,0
40101303,Raukkan,40101303,Raukkan,1,Good,Good,0
40101401,Onkaparinga - Central North,40101401,Onkaparinga - Central North,1,Good,Good,0
40101402,Onkaparinga - North Coast,40101402,Onkaparinga - North Coast,1,Good,Good,0
40101403,Onkaparinga - South,40101403,Onkaparinga - South,1,Good,Good,0
40101501,Playford - Central West,40101501,Playford - Central West,1,Good,Good,0
40101502,Playford - East,40101502,Playford - East,1,Good,Good,0
40101503,Playford - Elizabeth,40101503,Playford - Elizabeth,1,Good,Good,0
40101504,Playford - West,40101504,Playford - West,1,Good,Good,0
40101601,Port Adelaide - Enfield - Coast,40101601,Port Adelaide - Enfield - Coast,1,Good,Good,0
40101602,Port Adelaide - Enfield - East,40101602,Port Adelaide - Enfield - East,1,Good,Good,0
40101603,Port Adelaide - Enfield - Inner,40101603,Port Adelaide - Enfield - Inner,1,Good,Good,0
40101604,Port Adelaide - Enfield - Park,40101604,Port Adelaide - Enfield - Park,1,Good,Good,0
40101605,Port Adelaide - Enfield - Port,40101605,Port Adelaide - Enfield - Port,1,Good,Good,0
40101701,Renmark Paringa,40101701,Renmark Paringa,1,Good,Good,0
40101801,Salisbury - Central,40101801,Salisbury - Central,1,Good,Good,0
40101802,Salisbury - North-East,40101802,Salisbury - North-East,1,Good,Good,0
40101803,Salisbury - South-East,40101803,Salisbury - South-East,1,Good,Good,0
40101804,Salisbury - West,40101804,Salisbury - West,1,Good,Good,0
40101901,Limestone Coast,40101902,Mount Gambier,2.00E-07,Good,Good,1
40101901,Limestone Coast,40101901,Limestone Coast,0.9999998,Good,Good,0
40101902,Mount Gambier,40101902,Mount Gambier,1,Good,Good,0
40102001,Tea Tree Gully,40102001,Tea Tree Gully,1,Good,Good,0
40102101,Burnside,40102101,Burnside,1,Good,Good,0
40102102,Mitcham,40102102,Mitcham,1,Good,Good,0
40102103,Unley,40102103,Unley,1,Good,Good,0
40102201,Wakefield - Clare and Gilbert Valleys,40102201,Wakefield - Clare and Gilbert Valleys,1,Good,Good,0
40102301,Copper Coast - Barunga West,40102301,Copper Coast - Barunga West,1,Good,Good,0
40102302,Point Pearce,40102302,Point Pearce,1,Good,Good,0
40102303,Yorke Peninsula,40102303,Yorke Peninsula,1,Good,Good,0
40200101,Amata - Tjurma Homelands,40200101,Amata - Tjurma Homelands,1,Good,Good,0
40200102,Anilalya Homelands,40200102,Anilalya Homelands,1,Good,Good,0
40200103,Indulkana and Indulkana Homelands,40200103,Indulkana and Indulkana Homelands,1,Good,Good,0
40200104,Kalka and Homelands,40200104,Kalka and Homelands,1,Good,Good,0
40200105,Kaltjiti (Fregon) and Irintata Homelands,40200105,Kaltjiti (Fregon) and Irintata Homelands,1,Good,Good,0
40200106,Kanpi - Nyapari - Angatja,40200106,Kanpi - Nyapari - Angatja,1,Good,Good,0
40200107,Mimili and Mimili Homelands,40200107,Mimili and Mimili Homelands,1,Good,Good,0
40200108,Pipalyatjara,40200108,Pipalyatjara,1,Good,Good,0
40200109,Pukatja (Ernabella),40200109,Pukatja (Ernabella),1,Good,Good,0
40200110,Watarru and Outstations,40200110,Watarru and Outstations,1,Good,Good,0
40200201,Coober Pedy,40200201,Coober Pedy,1,Good,Good,0
40200202,Umoona,40200202,Umoona,1,Good,Good,0
40200301,Dunjiba (Oodnadatta),40200301,Dunjiba (Oodnadatta),1,Good,Good,0
40200302,Iga Warta Homeland,40200302,Iga Warta Homeland,1,Good,Good,0
40200303,Lake Eyre - Lake Torrens,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
40200304,Leigh Creek - Copley,40200304,Leigh Creek - Copley,1,Good,Good,0
40200305,Roxby Downs,40200305,Roxby Downs,1,Good,Good,0
40200401,Flinders Ranges,40200401,Flinders Ranges,1,Good,Good,0
40200402,Quorn,40200402,Quorn,1,Good,Good,0
40200501,Davenport,40200501,Davenport,1,Good,Good,0
40200502,Port Augusta - Central,40200502,Port Augusta - Central,1,Good,Good,0
40200503,Port Augusta - Surrounds,40200503,Port Augusta - Surrounds,1,Good,Good,0
40200504,Port Augusta - West,40200504,Port Augusta - West,1,Good,Good,0
40200505,Stirling North,40200505,Stirling North,1,Good,Good,0
40200601,Whyalla,40200601,Whyalla,1,Good,Good,0
40300101,Ceduna,40300101,Ceduna,1,Good,Good,0
40300102,Koonibba,40300102,Koonibba,1,Good,Good,0
40300103,Tjutjunaku Worka Tjuta - Inner Homelands,40300103,Tjutjunaku Worka Tjuta - Inner Homelands,1,Good,Good,0
40300104,Tjutjunaku Worka Tjuta - Outer Homelands,40300104,Tjutjunaku Worka Tjuta - Outer Homelands,1,Good,Good,0
40300201,Eyre Peninsula,40300201,Eyre Peninsula,1,Good,Good,0
40300202,Maralinga Tjarutja,40300202,Maralinga Tjarutja,1,Good,Good,0
40300203,South-West Coast,40300203,South-West Coast,1,Good,Good,0
40300204,Yalata,40300204,Yalata,1,Good,Good,0
40300301,Port Lincoln,40300301,Port Lincoln,1,Good,Good,0
49499494,No usual address (SA),49499494,No usual address (SA),1,Good ,Good,0
49799797,Migratory - Offshore - Shipping (SA),49799797,Migratory - Offshore - Shipping (SA),1,Good ,Good,0
50100101,Broome - Central,50100101,Broome - Central,1,Good,Good,0
50100102,Broome - North,50100102,Broome - North,1,Good,Good,0
50100103,Broome Town Camps,50100103,Broome Town Camps,1,Good,Good,0
50100104,Minyirr - Cable Beach,50100104,Minyirr - Cable Beach,1,Good,Good,0
50100201,Bardi (One Arm Point),50100201,Bardi (One Arm Point),1,Good,Good,0
50100202,Beagle Bay,50100202,Beagle Bay,1,Good,Good,0
50100203,Bidyadanga,50100203,Bidyadanga,1,Good,Good,0
50100206,Broome - Surrounds (inc. Djarindjin - Lombadina),50100207,Broome - Surrounds,0.3137847,Poor,Good,0
50100206,Broome - Surrounds (inc. Djarindjin - Lombadina),50100208,Djarindjin - Lombadina,0.6862153,Poor,Good,0
50200101,Carnarvon Town exc. Mungullah,50200101,Carnarvon Town exc. Mungullah,1,Good,Good,0
50200102,Mungullah,50200102,Mungullah,1,Good,Good,0
50200201,Carnegie South exc. Mount Magnet,50200201,Carnegie South exc. Mount Magnet,1,Good,Good,0
50200202,Mount Magnet,50200202,Mount Magnet,1,Good,Good,0
50200301,Greenough - Chapman Valley,50200301,Greenough - Chapman Valley,1,Good,Good,0
50200302,Mullewa,50200302,Mullewa,1,Good,Good,0
50200303,Northampton,50200303,Northampton,1,Good,Good,0
50200401,Geraldton - Central,50200401,Geraldton - Central,1,Good,Good,0
50200402,Geraldton - Surrounds,50200402,Geraldton - Surrounds,1,Good,Good,0
50200403,Geraldton - North,50200403,Geraldton - North,1,Good,Good,0
50200404,Southern Beaches,50200404,Southern Beaches,1,Good,Good,0
50200501,Irwin - Morawa,50200501,Irwin - Morawa,1,Good,Good,0
50200601,Karalundi,50200601,Karalundi,1,Good,Good,0
50200602,Meekatharra exc. Karalundi,50200602,Meekatharra exc. Karalundi,1,Good,Good,0
50200701,Burringurrah,50200701,Burringurrah,1,Good,Good,0
50200702,Shark Bay - Coral Bay - Upper Gascoyne,50200702,Shark Bay - Coral Bay - Upper Gascoyne,1,Good,Good,0
50300101,Esperance,50300101,Esperance,1,Good,Good,0
50300102,Esperance - Ravensthorpe - Surrounds,50300102,Esperance - Ravensthorpe - Surrounds,1,Good,Good,0
50300201,Coolgardie,50300201,Coolgardie,1,Good,Good,0
50300202,Coonana,50300202,Coonana,1,Good,Good,0
50300203,Kalgoorlie - Dundas,50300203,Kalgoorlie - Dundas,1,Good,Good,0
50300204,Kambalda,50300204,Kambalda,1,Good,Good,0
50300205,Kurrawang,50300205,Kurrawang,1,Good,Good,0
50300206,Norseman,50300206,Norseman,1,Good,Good,0
50300301,Kalgoorlie,50300301,Kalgoorlie,1,Good,Good,0
50300302,Ningia Mia,50300302,Ningia Mia,1,Good,Good,0
50300401,Cosmo Newberry,50300401,Cosmo Newberry,1,Good,Good,0
50300402,Irrunuytju,50300402,Irrunuytju,1,Good,Good,0
50300403,Jameson,50300403,Jameson,1,Good,Good,0
50300404,Laverton - Ngaanyatjarraku - Surrounds,50300410,Ngaanyatjarraku,0.3655911,Poor,Good,0
50300404,Laverton - Ngaanyatjarraku - Surrounds,50300409,Laverton,0.6344089,Poor,Good,0
50300405,Mount Margaret,50300405,Mount Margaret,1,Good,Good,0
50300406,Papulankutja,50300406,Papulankutja,1,Good,Good,0
50300407,Wanarn,50300407,Wanarn,1,Good,Good,0
50300408,Warakurna,50300408,Warakurna,1,Good,Good,0
50300501,Leonora,50300501,Leonora,1,Good,Good,0
50300502,Menzies - Leonora - Surrounds,50300502,Menzies - Leonora - Surrounds,1,Good,Good,0
50300503,Tjuntjuntjarra,50300503,Tjuntjuntjara,1,Good,Good,0
50300601,Warburton,50300601,Warburton,1,Good,Good,0
50300701,Wiluna,50300701,Wiluna,1,Good,Good,0
50400101,Argyle,50400101,Argyle,1,Good,Good,0
50400102,Doon Doon,50400102,Doon Doon,1,Good,Good,0
50400103,Warmun,50400103,Warmun,1,Good,Good,0
50400201,Balgo,50400201,Balgo,1,Good,Good,0
50400202,Great Sandy Desert,50400202,Great Sandy Desert,1,Good,Good,0
50400203,Kundat Djaru,50400203,Kundat Djaru,1,Good,Good,0
50400204,Mindibungu,50400204,Mindibungu,1,Good,Good,0
50400205,Mulan,50400205,Mulan,1,Good,Good,0
50400301,Halls Creek exc.Town Camps,50400301,Halls Creek exc.Town Camps,1,Good,Good,0
50400302,Mardiwah Loop - Lundja,50400302,Mardiwah Loop - Lundja,1,Good,Good,0
50400303,Yardgee - Nicholson Town Camps,50400303,Yardgee - Nicholson Town Camps,1,Good,Good,0
