LOCALITY_PID,LOCALITY_NAME,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
VIC2979,GOLDEN POINT,21670,Central Goldfields,1,Good,Good,0
VIC298,BOOROLITE,24250,Mansfield,1,Good,Good,0
VIC2980,GLENDONALD,20570,Ballarat,1,Good,Good,0
VIC2981,MYALL,22250,Gannawarra,1,Good,Good,0
VIC2982,MYALL,21270,Buloke,1,Good,Good,0
VIC2983,HILLSIDE,22110,East Gippsland,1,Good,Good,0
VIC2984,HILLSIDE,21180,Brimbank,0.0666457,Good,Good,0
VIC2984,HILLSIDE,24650,Melton,0.9333543,Good,Good,0
VIC2985,THOMSON,22750,Greater Geelong,1,Good,Good,0
VIC2986,THOMSON,20830,Baw Baw,1,Good,Good,0
VIC2987,MOONLIGHT FLAT,25430,Mount Alexander,1,Good,Good,0
VIC2988,MOONLIGHT FLAT,21670,Central Goldfields,1,Good,Good,0
VIC299,BOOROOL,26170,South Gippsland,1,Good,Good,0
VIC2990,REEDY CREEK,24850,Mitchell,1,Good,Good,0
VIC2992,BANKSIA PENINSULA,22110,East Gippsland,1,Good,Good,0
VIC2993,BOTANIC RIDGE,21610,Casey,1,Good,Good,0
VIC2994,REEDY FLAT,22110,East Gippsland,1,Good,Good,0
VIC2995,ST JAMES,24900,Moira,1,Good,Good,0
VIC2996,ST HELENA,20660,Banyule,1,Acceptable,Good,0
VIC2997,DELEGATE RIVER,22110,East Gippsland,1,Good,Good,0
VIC2998,EASTWOOD,22110,East Gippsland,1,Good,Good,0
VIC2999,DEEPDENE,21110,Boroondara,1,Good,Good,0
VIC3,ABERFELDIE,25060,Moonee Valley,1,Good,Good,0
VIC30,ALMA,21670,Central Goldfields,1,Good,Good,0
VIC300,BOORT,23940,Loddon,1,Good,Good,0
VIC3000,LUCAS,20570,Ballarat,1,Good,Good,0
VIC3001,WOOREEN,26170,South Gippsland,1,Good,Good,0
VIC3002,ARMSTRONG CREEK,22750,Greater Geelong,1,Good,Good,0
VIC3003,CHARLEMONT,22750,Greater Geelong,1,Good,Good,0
VIC3004,ELIZABETH ISLAND,29399,Unincorporated Vic,1,Good,Good,0
VIC3005,WALKERVILLE NORTH,26170,South Gippsland,1,Good,Good,0
VIC3006,CREEK VIEW,21370,Campaspe,1,Good,Good,0
VIC3007,MANOR LAKES,27260,Wyndham,1,Good,Good,0
VIC3008,WINTER VALLEY,20570,Ballarat,1,Good,Good,0
VIC3009,CAPEL SOUND,25340,Mornington Peninsula,1,Good,Good,0
VIC301,BOOSEY,24900,Moira,1,Good,Good,0
VIC3010,AINTREE,24650,Melton,1,Good,Good,0
VIC3011,BONNIE BROOK,24650,Melton,1,Good,Good,0
VIC3012,COBBLEBANK,24650,Melton,1,Good,Good,0
VIC3013,DEANSIDE,24650,Melton,1,Good,Good,0
VIC3014,FIELDSTONE,24650,Melton,1,Good,Good,0
VIC3015,FRASER RISE,24650,Melton,1,Good,Good,0
VIC3016,GRANGEFIELDS,24650,Melton,1,Good,Good,0
VIC3017,HARKNESS,24650,Melton,1,Good,Good,0
VIC3018,STRATHTULLOH,24650,Melton,1,Good,Good,0
VIC3019,THORNHILL PARK,24650,Melton,1,Good,Good,0
VIC302,BORALMA,26700,Wangaratta,1,Good,Good,0
VIC3020,WEIR VIEWS,24650,Melton,1,Good,Good,0
VIC303,BORNES HILL,20260,Ararat,1,Good,Good,0
VIC304,BORONIA,23670,Knox,1,Good,Good,0
VIC305,BORUNG,23940,Loddon,1,Good,Good,0
VIC306,BOSTOCKS CREEK,21830,Corangamite,1,Good,Good,0
VIC307,BOUNDARY BEND,26610,Swan Hill,1,Good,Good,0
VIC308,BOWENVALE,21670,Central Goldfields,1,Good,Good,0
VIC309,BOWEYA,21010,Benalla,0.7077666,Good,Good,0
VIC309,BOWEYA,26700,Wangaratta,0.2922334,Good,Good,0
VIC31,ALMONDS,24900,Moira,1,Good,Good,0
VIC310,BOWEYA NORTH,24900,Moira,1,Good,Good,0
VIC311,BOWMANS FOREST,26700,Wangaratta,1,Good,Good,0
VIC312,BOWSER,26700,Wangaratta,1,Good,Good,0
VIC313,BOX HILL,26980,Whitehorse,1,Good,Good,0
VIC314,BOX HILL NORTH,26980,Whitehorse,1,Good,Good,0
VIC315,BOX HILL SOUTH,26980,Whitehorse,1,Good,Good,0
VIC316,BOXWOOD,21010,Benalla,0.6998002,Good,Good,0
VIC316,BOXWOOD,22830,Greater Shepparton,0.3001998,Good,Good,0
VIC317,BRADFORD,25430,Mount Alexander,1,Good,Good,0
VIC318,BRADVALE,21830,Corangamite,1,Good,Good,0
VIC319,BRAESIDE,23430,Kingston (Vic.),1,Good,Good,0
VIC32,ALMURTA,20740,Bass Coast,1,Good,Good,0
VIC320,BRANDY CREEK,20830,Baw Baw,1,Good,Good,0
VIC321,BRANXHOLME,22410,Glenelg,0.1271243,Good,Good,0
VIC321,BRANXHOLME,26260,Southern Grampians,0.8728757,Good,Good,0
VIC322,BRAVINGTON,20830,Baw Baw,1,Good,Good,0
VIC323,BRAYBROOK,24330,Maribyrnong,1,Good,Good,0
VIC324,BREAKAWAY CREEK,22410,Glenelg,0.9994877,Good,Good,0
VIC324,BREAKAWAY CREEK,25490,Moyne,0.0005123,Good,Good,1
VIC325,BREAKWATER,22750,Greater Geelong,1,Good,Good,0
VIC326,BREAMLEA,22750,Greater Geelong,0.9596969,Good,Good,0
VIC326,BREAMLEA,26490,Surf Coast,0.0403031,Good,Good,0
VIC327,BRENANAH,23940,Loddon,1,Good,Good,0
VIC328,BREWSTER,25990,Pyrenees,1,Good,Good,0
VIC329,BRIAGOLONG,26810,Wellington,1,Good,Good,0
VIC33,ALPHINGTON,21890,Darebin,0.5452439,Good,Good,0
VIC33,ALPHINGTON,27350,Yarra,0.4547561,Good,Good,0
VIC330,BRIAR HILL,20660,Banyule,1,Acceptable,Good,0
VIC331,BRIDGE CREEK,21010,Benalla,0.0001709,Good,Good,1
VIC331,BRIDGE CREEK,24250,Mansfield,0.9998291,Good,Good,0
VIC332,BRIDGEWATER,23940,Loddon,1,Good,Good,0
VIC333,BRIDGEWATER NORTH,23940,Loddon,1,Good,Good,0
VIC334,BRIDGEWATER ON LODDON,23940,Loddon,1,Good,Good,0
VIC335,BRIGHT,20110,Alpine,1,Good,Good,0
VIC336,BRIGHTON,20910,Bayside (Vic.),1,Good,Good,0
VIC337,BRIGHTON EAST,20910,Bayside (Vic.),0.9581504,Good,Good,0
VIC337,BRIGHTON EAST,22310,Glen Eira,0.0418496,Good,Good,0
VIC338,BRIM,27630,Yarriambiack,1,Good,Good,0
VIC339,BRIMBOAL,22410,Glenelg,1,Good,Good,0
VIC34,ALTONA,23110,Hobsons Bay,1,Good,Good,0
VIC340,BRIMIN,23350,Indigo,0.890256,Good,Good,0
VIC340,BRIMIN,26700,Wangaratta,0.109744,Good,Good,0
VIC341,BRIMPAEN,23190,Horsham,1,Good,Good,0
VIC342,BRINGALBERT,26890,West Wimmera,1,Good,Good,0
VIC343,BRIT BRIT,26260,Southern Grampians,1,Good,Good,0
VIC344,BROADFORD,24850,Mitchell,1,Good,Good,0
VIC345,BROADLANDS,22110,East Gippsland,1,Good,Good,0
VIC346,BROADMEADOWS,23270,Hume,1,Good,Good,0
VIC347,BROADWATER,25490,Moyne,1,Good,Good,0
VIC348,BRODRIBB RIVER,22110,East Gippsland,1,Good,Good,0
VIC349,BROKEN CREEK,21010,Benalla,1,Good,Good,0
VIC35,ALTONA MEADOWS,23110,Hobsons Bay,1,Good,Good,0
VIC350,BROMLEY,21670,Central Goldfields,1,Good,Good,0
VIC351,BROOKFIELD,24650,Melton,1,Good,Good,0
VIC352,BROOKLYN,21180,Brimbank,0.0045269,Good,Good,1
VIC352,BROOKLYN,23110,Hobsons Bay,0.9954731,Good,Good,0
VIC353,BROOKVILLE,22110,East Gippsland,1,Good,Good,0
VIC354,BROOMFIELD,22910,Hepburn,1,Good,Good,0
VIC355,BROUGHTON,22980,Hindmarsh,0.9664008,Good,Good,0
VIC355,BROUGHTON,26890,West Wimmera,0.0335992,Good,Good,0
VIC356,BROWN HILL,20570,Ballarat,1,Good,Good,0
VIC357,BROWNS PLAINS,23350,Indigo,1,Good,Good,0
VIC358,BRUARONG,23350,Indigo,1,Good,Good,0
VIC359,BRUCKNELL,21830,Corangamite,1,Good,Good,0
VIC36,ALTONA NORTH,23110,Hobsons Bay,1,Good,Good,0
VIC360,BRUMBY,22110,East Gippsland,1,Good,Good,0
VIC361,BRUNSWICK,25250,Moreland,1,Good,Good,0
VIC362,BRUNSWICK EAST,25250,Moreland,1,Good,Good,0
VIC363,BRUNSWICK WEST,25250,Moreland,1,Good,Good,0
VIC364,BRUTHEN,22110,East Gippsland,1,Good,Good,0
VIC365,BUANGOR,20260,Ararat,0.912347,Good,Good,0
VIC365,BUANGOR,25990,Pyrenees,0.087653,Good,Good,0
VIC366,BUCHAN,22110,East Gippsland,1,Good,Good,0
VIC367,BUCHAN SOUTH,22110,East Gippsland,1,Good,Good,0
VIC368,BUCKLAND,20110,Alpine,1,Good,Good,0
VIC369,BUCKLEY,26490,Surf Coast,1,Good,Good,0
VIC37,ALVIE,21750,Colac Otway,1,Good,Good,0
VIC370,BUCKLEY SWAMP,26260,Southern Grampians,1,Good,Good,0
VIC371,BUCKRABANYULE,21270,Buloke,0.5474976,Good,Good,0
VIC371,BUCKRABANYULE,23940,Loddon,0.4525024,Good,Good,0
VIC372,BUDGEE BUDGEE,26810,Wellington,1,Good,Good,0
VIC373,BUDGEREE,23810,Latrobe (Vic.),1,Good,Good,0
VIC374,BUDGERUM EAST,22250,Gannawarra,1,Good,Good,0
VIC375,BUFFALO,26170,South Gippsland,1,Good,Good,0
VIC376,BUFFALO RIVER,20110,Alpine,1,Good,Good,0
VIC377,BULART,26260,Southern Grampians,1,Good,Good,0
VIC378,BULDAH,22110,East Gippsland,1,Good,Good,0
VIC379,BULGA,26610,Swan Hill,1,Good,Good,0
VIC38,AMHERST,21670,Central Goldfields,1,Good,Good,0
VIC380,BULGANA,25810,Northern Grampians,1,Good,Good,0
VIC381,BULLA,23270,Hume,1,Good,Good,0
VIC382,BULLAHARRE,21830,Corangamite,1,Good,Good,0
VIC383,BULLAROOK,22910,Hepburn,0.0819239,Good,Good,0
VIC383,BULLAROOK,25150,Moorabool,0.9180761,Good,Good,0
VIC384,BULLARTO,22910,Hepburn,1,Good,Good,0
VIC385,BULLARTO SOUTH,22910,Hepburn,0.6124047,Good,Good,0
VIC385,BULLARTO SOUTH,25150,Moorabool,0.3875953,Good,Good,0
VIC386,BULLEEN,24210,Manningham,1,Good,Good,0
VIC387,BULLENGAROOK,24130,Macedon Ranges,0.9999918,Good,Good,0
VIC387,BULLENGAROOK,25150,Moorabool,8.20E-06,Good,Good,1
VIC388,BULLIOH,26670,Towong,1,Good,Good,0
VIC389,BULLUMWAAL,22110,East Gippsland,1,Good,Good,0
VIC39,AMOR,20830,Baw Baw,1,Good,Good,0
VIC390,BULN BULN,20830,Baw Baw,1,Good,Good,0
VIC391,BULN BULN EAST,20830,Baw Baw,1,Good,Good,0
VIC392,BUMBERRAH,22110,East Gippsland,1,Good,Good,0
VIC393,BUNBARTHA,22830,Greater Shepparton,1,Good,Good,0
VIC394,BUNDALAGUAH,26810,Wellington,1,Good,Good,0
VIC395,BUNDALONG,24900,Moira,1,Good,Good,0
VIC396,BUNDALONG SOUTH,24900,Moira,1,Good,Good,0
VIC397,BUNDARA,22110,East Gippsland,1,Good,Good,0
VIC398,BUNDING,25150,Moorabool,1,Good,Good,0
VIC399,BUNDOORA,20660,Banyule,0.3549619,Acceptable,Good,0
VIC399,BUNDOORA,21890,Darebin,0.164599,Good,Good,0
VIC399,BUNDOORA,27070,Whittlesea,0.4804391,Good,Good,0
VIC4,ABERFELDY,20830,Baw Baw,1,Good,Good,0
VIC40,AMPHITHEATRE,25990,Pyrenees,1,Good,Good,0
VIC400,BUNG BONG,21670,Central Goldfields,0.7758829,Good,Good,0
VIC400,BUNG BONG,25990,Pyrenees,0.2241171,Good,Good,0
VIC401,BUNGADOR,21750,Colac Otway,1,Good,Good,0
VIC402,BUNGAL,25150,Moorabool,1,Good,Good,0
VIC403,BUNGALALLY,23190,Horsham,1,Good,Good,0
VIC404,BUNGAREE,25150,Moorabool,1,Good,Good,0
VIC405,BUNGEET,21010,Benalla,1,Good,Good,0
VIC406,BUNGEET WEST,21010,Benalla,1,Good,Good,0
VIC407,BUNGIL,26670,Towong,1,Good,Good,0
VIC408,BUNGULUKE,21270,Buloke,1,Good,Good,0
VIC409,BUNINYONG,20570,Ballarat,0.9676921,Good,Good,0
VIC409,BUNINYONG,25150,Moorabool,0.0323079,Good,Good,0
VIC41,ANAKIE,22490,Golden Plains,0.0863074,Good,Good,0
VIC41,ANAKIE,22750,Greater Geelong,0.9136926,Good,Good,0
VIC410,BUNKERS HILL,20570,Ballarat,1,Good,Good,0
VIC411,BUNYIP,21450,Cardinia,1,Good,Good,0
VIC412,BUNYIP NORTH,21450,Cardinia,1,Good,Good,0
VIC413,BURAGWONDUC,26810,Wellington,1,Good,Good,0
VIC414,BURKES BRIDGE,22250,Gannawarra,1,Good,Good,0
VIC415,BURKES FLAT,23940,Loddon,1,Good,Good,0
VIC416,BURNBANK,25990,Pyrenees,1,Good,Good,0
VIC417,BURNEWANG,21370,Campaspe,1,Good,Good,0
VIC418,BURNLEY,27350,Yarra,1,Good,Good,0
VIC419,BURNSIDE,24650,Melton,1,Good,Good,0
VIC42,ANCONA,24250,Mansfield,1,Good,Good,0
VIC420,BURNSIDE HEIGHTS,24650,Melton,1,Good,Good,0
VIC421,BURRAMBOOT,21370,Campaspe,1,Good,Good,0
VIC422,BURRAMINE,24900,Moira,1,Good,Good,0
VIC423,BURRAMINE SOUTH,24900,Moira,1,Good,Good,0
VIC424,BURROWYE,26670,Towong,1,Good,Good,0
VIC425,BURRUMBEET,20570,Ballarat,0.884016,Good,Good,0
VIC425,BURRUMBEET,25990,Pyrenees,0.115984,Good,Good,0
VIC426,BURWOOD,24970,Monash,0.1793175,Good,Good,0
VIC426,BURWOOD,26980,Whitehorse,0.8206825,Good,Good,0
VIC427,BURWOOD EAST,26980,Whitehorse,1,Good,Good,0
VIC428,BUSHFIELD,25490,Moyne,0.1260524,Good,Good,0
VIC428,BUSHFIELD,26730,Warrnambool,0.8739476,Good,Good,0
VIC429,BUSHY PARK,26810,Wellington,1,Good,Good,0
VIC43,ANDERSON,20740,Bass Coast,1,Good,Good,0
VIC430,BUTCHERS RIDGE,22110,East Gippsland,1,Good,Good,0
VIC431,BUXTON,25620,Murrindindi,1,Good,Good,0
VIC432,BYADUK,25490,Moyne,0.3898097,Good,Good,0
VIC432,BYADUK,26260,Southern Grampians,0.6101903,Good,Good,0
VIC433,BYADUK NORTH,26260,Southern Grampians,1,Good,Good,0
VIC434,BYAWATHA,26700,Wangaratta,1,Good,Good,0
VIC435,BYLANDS,24130,Macedon Ranges,0.0339744,Good,Good,0
VIC435,BYLANDS,24850,Mitchell,0.9660256,Good,Good,0
VIC436,BYRNESIDE,22830,Greater Shepparton,1,Good,Good,0
VIC437,CABARITA,24780,Mildura,1,Good,Good,0
VIC438,CABBAGE TREE,22910,Hepburn,1,Good,Good,0
VIC439,CABBAGE TREE CREEK,22110,East Gippsland,1,Good,Good,0
VIC44,ANGLERS REST,22110,East Gippsland,1,Good,Good,0
VIC440,CADELLO,24130,Macedon Ranges,1,Good,Good,0
VIC441,CAIRNLEA,21180,Brimbank,1,Good,Good,0
VIC442,CALDER PARK,21180,Brimbank,0.8571429,Good,Good,0
VIC442,CALDER PARK,24650,Melton,0.1428571,Good,Good,0
VIC443,CALDERMEADE,21450,Cardinia,1,Good,Good,0
VIC444,CALIFORNIA GULLY,22620,Greater Bendigo,1,Good,Good,0
VIC445,CALIVIL,23940,Loddon,1,Good,Good,0
VIC446,CALLAWADDA,25810,Northern Grampians,1,Good,Good,0
VIC447,CALLIGNEE,23810,Latrobe (Vic.),1,Good,Good,0
VIC448,CALLIGNEE NORTH,26810,Wellington,1,Good,Good,0
VIC449,CALLIGNEE SOUTH,26810,Wellington,1,Good,Good,0
VIC45,ANGLESEA,26490,Surf Coast,1,Good,Good,0
VIC450,CALROSSIE,26810,Wellington,1,Good,Good,0
VIC451,CALULU,22110,East Gippsland,1,Good,Good,0
VIC452,CAMBARVILLE,25620,Murrindindi,0.1578947,Good,Good,0
VIC452,CAMBARVILLE,27450,Yarra Ranges,0.8421053,Good,Good,0
VIC453,CAMBERWELL,21110,Boroondara,1,Good,Good,0
VIC454,CAMBRIAN HILL,22490,Golden Plains,1,Good,Good,0
VIC455,CAMPBELLFIELD,23270,Hume,1,Good,Good,0
VIC456,CAMPBELLS BRIDGE,25810,Northern Grampians,1,Good,Good,0
VIC457,CAMPBELLS CREEK,25430,Mount Alexander,1,Good,Good,0
VIC458,CAMPBELLS FOREST,23940,Loddon,1,Good,Good,0
VIC459,CAMPBELLTOWN,21670,Central Goldfields,0.0940259,Good,Good,0
VIC459,CAMPBELLTOWN,22910,Hepburn,0.4427285,Good,Good,0
VIC459,CAMPBELLTOWN,25430,Mount Alexander,0.4632456,Good,Good,0
VIC46,ANNUELLO,26610,Swan Hill,1,Good,Good,0
VIC460,CAMPERDOWN,21830,Corangamite,1,Good,Good,0
VIC461,CANADIAN,20570,Ballarat,1,Good,Good,0
VIC462,CANARY ISLAND,23940,Loddon,1,Good,Good,0
VIC463,CANIAMBO,22830,Greater Shepparton,1,Good,Good,0
VIC464,CANN RIVER,22110,East Gippsland,1,Good,Good,0
VIC465,CANNIE,22250,Gannawarra,1,Good,Good,0
VIC466,CANNONS CREEK,21610,Casey,1,Good,Good,0
VIC467,CANNUM,27630,Yarriambiack,1,Good,Good,0
VIC468,CANTERBURY,21110,Boroondara,1,Good,Good,0
VIC469,CAPE BRIDGEWATER,22410,Glenelg,1,Good,Good,0
VIC47,ANTWERP,22980,Hindmarsh,1,Good,Good,0
VIC470,CAPE CLEAR,22490,Golden Plains,1,Good,Good,0
VIC471,CAPE CONRAN,22110,East Gippsland,1,Good,Good,0
VIC472,CAPE OTWAY,21750,Colac Otway,1,Good,Good,0
VIC473,CAPE PATERSON,20740,Bass Coast,1,Good,Good,0
VIC474,CAPE SCHANCK,25340,Mornington Peninsula,1,Good,Good,0
VIC475,CAPE WOOLAMAI,20740,Bass Coast,1,Good,Good,0
VIC476,CAPELS CROSSING,22250,Gannawarra,1,Good,Good,0
VIC477,CARAG CARAG,21370,Campaspe,1,Good,Good,0
VIC478,CARALULUP,21670,Central Goldfields,1,Good,Good,0
VIC479,CARAMUT,25490,Moyne,0.9843563,Good,Good,0
VIC479,CARAMUT,26260,Southern Grampians,0.0156437,Good,Good,0
VIC48,APOLLO BAY,21750,Colac Otway,1,Good,Good,0
VIC480,CARAPOOEE,25810,Northern Grampians,1,Good,Good,0
VIC481,CARAPOOEE WEST,25810,Northern Grampians,1,Good,Good,0
VIC482,CARAPOOK,22410,Glenelg,0.2206704,Good,Good,0
VIC482,CARAPOOK,26260,Southern Grampians,0.7793296,Good,Good,0
VIC483,CARBOOR,26700,Wangaratta,1,Good,Good,0
VIC484,CARDIGAN,20570,Ballarat,1,Good,Good,0
VIC485,CARDIGAN VILLAGE,20570,Ballarat,1,Good,Good,0
VIC486,CARDINIA,21450,Cardinia,1,Good,Good,0
VIC487,CARDROSS,24780,Mildura,1,Good,Good,0
VIC488,CARGERIE,25150,Moorabool,1,Good,Good,0
VIC489,CARINA,24780,Mildura,1,Good,Good,0
VIC49,APPIN,22250,Gannawarra,1,Good,Good,0
VIC490,CARINGAL,20830,Baw Baw,1,Good,Good,0
VIC491,CARISBROOK,21670,Central Goldfields,0.9938846,Good,Good,0
VIC491,CARISBROOK,25430,Mount Alexander,0.0061154,Good,Good,1
VIC492,CARLISLE RIVER,21750,Colac Otway,1,Good,Good,0
VIC493,CARLSRUHE,24130,Macedon Ranges,1,Good,Good,0
VIC494,CARLTON,24600,Melbourne,1,Good,Good,0
VIC495,CARLTON NORTH,24600,Melbourne,4.00E-06,Good,Good,1
VIC495,CARLTON NORTH,27350,Yarra,0.999996,Good,Good,0
VIC496,CARLYLE,23350,Indigo,1,Good,Good,0
VIC497,CARNEGIE,22310,Glen Eira,1,Good,Good,0
VIC498,CARNGHAM,25990,Pyrenees,1,Good,Good,0
VIC499,CAROLINE SPRINGS,24650,Melton,1,Good,Good,0
VIC5,ACHERON,25620,Murrindindi,1,Good,Good,0
VIC50,APPIN SOUTH,22250,Gannawarra,0.3244192,Good,Good,0
VIC50,APPIN SOUTH,23940,Loddon,0.6755808,Good,Good,0
VIC500,CARPENDEIT,21750,Colac Otway,0.1740831,Good,Good,0
VIC500,CARPENDEIT,21830,Corangamite,0.8259169,Good,Good,0
VIC501,CARRAJUNG,26810,Wellington,1,Good,Good,0
VIC502,CARRAJUNG LOWER,26810,Wellington,1,Good,Good,0
VIC503,CARRAJUNG SOUTH,26810,Wellington,1,Good,Good,0
VIC504,CARRANBALLAC,20260,Ararat,0.0577497,Good,Good,0
VIC504,CARRANBALLAC,25990,Pyrenees,0.9422503,Good,Good,0
VIC505,CARRON,21270,Buloke,1,Good,Good,0
VIC506,CARRUM,23430,Kingston (Vic.),1,Good,Good,0
VIC507,CARRUM DOWNS,22170,Frankston,1,Good,Good,0
VIC508,CARWARP,24780,Mildura,1,Good,Good,0
VIC509,CASHMORE,22410,Glenelg,1,Good,Good,0
VIC51,APSLEY,26890,West Wimmera,1,Good,Good,0
VIC510,CASSILIS,22110,East Gippsland,1,Good,Good,0
VIC511,CASTELLA,25620,Murrindindi,1,Good,Good,0
VIC512,CASTERTON,22410,Glenelg,1,Good,Good,0
VIC513,CASTLE CREEK,23350,Indigo,0.0362814,Good,Good,0
VIC513,CASTLE CREEK,27170,Wodonga,0.9637186,Good,Good,0
VIC514,CASTLE DONNINGTON,26610,Swan Hill,1,Good,Good,0
VIC515,CASTLEMAINE,25430,Mount Alexander,1,Good,Good,0
VIC516,CATANI,21450,Cardinia,1,Good,Good,0
VIC517,CATHCART,20260,Ararat,1,Good,Good,0
VIC518,CATHKIN,25620,Murrindindi,1,Good,Good,0
VIC519,CATUMNAL,23940,Loddon,1,Good,Good,0
VIC52,ARAPILES,23190,Horsham,1,Good,Good,0
VIC520,CAULFIELD,22310,Glen Eira,1,Good,Good,0
VIC521,CAULFIELD EAST,22310,Glen Eira,1,Good,Good,0
VIC522,CAULFIELD NORTH,22310,Glen Eira,1,Good,Good,0
VIC523,CAULFIELD SOUTH,22310,Glen Eira,1,Good,Good,0
VIC524,CAVEAT,25620,Murrindindi,1,Good,Good,0
VIC525,CAVENDISH,26260,Southern Grampians,1,Good,Good,0
VIC526,CERES,22750,Greater Geelong,1,Good,Good,0
VIC527,CHADSTONE,24970,Monash,1,Good,Good,0
VIC528,CHANDLERS CREEK,22110,East Gippsland,1,Good,Good,0
VIC529,CHAPEL FLAT,20570,Ballarat,1,Good,Good,0
VIC53,ARARAT,20260,Ararat,1,Good,Good,0
VIC530,CHAPPLE VALE,21750,Colac Otway,0.8808111,Good,Good,0
VIC530,CHAPPLE VALE,21830,Corangamite,0.1191889,Good,Good,0
VIC531,CHARAM,26890,West Wimmera,1,Good,Good,0
VIC532,CHARLEROI,23350,Indigo,1,Good,Good,0
VIC533,CHARLTON,21270,Buloke,1,Good,Good,0
VIC534,CHATSWORTH,20260,Ararat,0.0626822,Good,Good,0
VIC534,CHATSWORTH,25490,Moyne,0.9373178,Good,Good,0
VIC535,CHELSEA,23430,Kingston (Vic.),1,Good,Good,0
VIC536,CHELSEA HEIGHTS,23430,Kingston (Vic.),1,Good,Good,0
VIC537,CHELTENHAM,20910,Bayside (Vic.),0.1719686,Good,Good,0
VIC537,CHELTENHAM,23430,Kingston (Vic.),0.8280314,Good,Good,0
VIC538,CHEPSTOWE,25990,Pyrenees,1,Good,Good,0
VIC539,CHEROKEE,24130,Macedon Ranges,1,Good,Good,0
VIC54,ARAWATA,26170,South Gippsland,1,Good,Good,0
VIC540,CHERRYPOOL,25810,Northern Grampians,0.0011025,Good,Good,1
VIC540,CHERRYPOOL,26260,Southern Grampians,0.9988975,Good,Good,0
VIC541,CHESHUNT,26700,Wangaratta,1,Good,Good,0
VIC542,CHESHUNT SOUTH,26700,Wangaratta,1,Good,Good,0
VIC543,CHESNEY VALE,21010,Benalla,1,Good,Good,0
VIC544,CHETWYND,22410,Glenelg,0.0001213,Good,Good,1
VIC544,CHETWYND,26890,West Wimmera,0.9998787,Good,Good,0
VIC545,CHEWTON,25430,Mount Alexander,1,Good,Good,0
VIC546,CHEWTON BUSHLANDS,25430,Mount Alexander,1,Good,Good,0
VIC547,CHILDERS,20830,Baw Baw,1,Good,Good,0
VIC548,CHILLINGOLLAH,26610,Swan Hill,1,Good,Good,0
VIC549,CHILTERN,23350,Indigo,1,Good,Good,0
VIC55,ARBUCKLE,26810,Wellington,1,Good,Good,0
VIC550,CHILTERN VALLEY,23350,Indigo,1,Good,Good,0
VIC551,CHINANGIN,26610,Swan Hill,1,Good,Good,0
VIC552,CHINKAPOOK,26610,Swan Hill,1,Good,Good,0
VIC553,CHINTIN,24130,Macedon Ranges,1,Good,Good,0
VIC554,CHIRNSIDE PARK,27450,Yarra Ranges,1,Good,Good,0
VIC555,CHIRRIP,21270,Buloke,1,Good,Good,0
VIC556,CHOCOLYN,21830,Corangamite,1,Good,Good,0
VIC557,CHRISTMAS HILLS,25710,Nillumbik,0.9961201,Good,Good,0
VIC557,CHRISTMAS HILLS,27450,Yarra Ranges,0.0038799,Good,Good,1
VIC558,CHUM CREEK,27450,Yarra Ranges,1,Good,Good,0
VIC559,CHURCHILL,23810,Latrobe (Vic.),1,Good,Good,0
VIC56,ARCADIA,22830,Greater Shepparton,1,Good,Good,0
VIC560,CHURCHILL ISLAND,20740,Bass Coast,1,Good,Good,0
VIC561,CHUTE,25990,Pyrenees,1,Good,Good,0
VIC562,CLARENDON,25150,Moorabool,1,Good,Good,0
VIC563,CLARETOWN,25150,Moorabool,1,Good,Good,0
VIC564,CLARINDA,23430,Kingston (Vic.),1,Good,Good,0
VIC565,CLARKEFIELD,23270,Hume,0.0174979,Good,Good,0
VIC565,CLARKEFIELD,24130,Macedon Ranges,0.9825021,Good,Good,0
VIC566,CLARKES HILL,25150,Moorabool,1,Good,Good,0
VIC567,CLAYTON,24970,Monash,1,Good,Good,0
VIC568,CLAYTON SOUTH,23430,Kingston (Vic.),1,Good,Good,0
VIC569,CLEAR LAKE,23190,Horsham,1,Good,Good,0
VIC57,ARCADIA SOUTH,26430,Strathbogie,1,Good,Good,0
VIC570,CLEMATIS,21450,Cardinia,1,Good,Good,0
VIC571,CLIFTON CREEK,22110,East Gippsland,1,Good,Good,0
VIC572,CLIFTON HILL,27350,Yarra,1,Good,Good,0
VIC573,CLIFTON SPRINGS,22750,Greater Geelong,1,Good,Good,0
VIC574,CLONBINANE,24850,Mitchell,1,Good,Good,0
VIC575,CLOVER FLAT,22410,Glenelg,0.0006658,Good,Good,1
VIC575,CLOVER FLAT,26260,Southern Grampians,0.9993342,Good,Good,0
VIC576,CLOVERLEA,20830,Baw Baw,1,Good,Good,0
VIC577,CLUB TERRACE,22110,East Gippsland,1,Good,Good,0
VIC578,CLUNES,22910,Hepburn,1,Good,Good,0
VIC579,CLYDE,21610,Casey,1,Good,Good,0
VIC58,ARCHDALE,21670,Central Goldfields,0.7141328,Good,Good,0
VIC58,ARCHDALE,25810,Northern Grampians,0.2858672,Good,Good,0
VIC580,CLYDE NORTH,21610,Casey,1,Good,Good,0
