SA1_CODE_2021,SED_CODE_2022,SED_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
21203156029,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156101,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156102,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156103,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156104,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156105,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156106,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156107,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156108,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156109,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156110,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156111,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156112,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156113,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156114,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156115,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156116,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156117,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156118,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156119,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156120,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156121,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156122,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156123,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156124,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156125,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156126,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156127,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156128,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156201,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156202,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156203,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156204,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156205,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156206,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156207,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156208,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156209,25805,Narre Warren North (South-Eastern Metropolitan),7.09E-05,Good,Good,5
21203156209,25905,Narre Warren South (South-Eastern Metropolitan),0.9999291,Good,Good,3
21203156210,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156211,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156212,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156213,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156214,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156215,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156216,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156217,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156218,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156219,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156220,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156221,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156222,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156223,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156224,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156225,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156226,25905,Narre Warren South (South-Eastern Metropolitan),1,Good,Good,3
21203156227,25805,Narre Warren North (South-Eastern Metropolitan),2.47E-05,Good,Good,5
21203156227,25905,Narre Warren South (South-Eastern Metropolitan),0.9999753,Good,Good,3
21204130901,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130902,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130903,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130904,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130905,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130906,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130907,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130908,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130909,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130910,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130911,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130912,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130913,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130914,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130915,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130916,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130917,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130918,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130919,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130920,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130921,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130922,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130923,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130924,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130925,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130926,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130927,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130928,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130929,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130930,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130931,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204130932,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131001,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131002,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131003,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131004,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131005,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131006,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131007,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131008,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131009,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131010,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131011,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131012,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131013,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131014,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131015,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131016,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131017,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131018,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131019,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131020,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131021,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131022,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131023,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131024,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131025,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131026,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131027,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131028,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131029,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131030,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131201,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131202,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131203,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131204,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131205,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131206,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131207,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131208,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131209,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131210,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131211,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131212,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131213,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131214,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131215,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131216,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131217,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131218,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131219,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131220,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131221,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131222,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131223,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131224,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131225,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131226,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131227,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131228,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131229,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131230,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131231,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131232,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131233,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131234,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131235,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131236,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131237,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131238,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131239,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131240,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131241,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131242,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131243,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131244,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131245,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131246,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131247,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131248,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131249,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131250,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131251,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131252,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131253,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131254,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131255,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204131301,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131302,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131303,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131304,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131305,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131306,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131307,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131308,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131309,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131310,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131311,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131312,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131313,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131314,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131315,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131316,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131317,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131318,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131319,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131320,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131321,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131322,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131323,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131324,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131325,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131326,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131601,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131602,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131603,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131604,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131605,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131606,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131607,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131608,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131609,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131610,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131611,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131612,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131613,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131614,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131615,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131616,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131617,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131618,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131701,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131702,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131703,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131704,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131705,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131706,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131707,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131709,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131710,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131711,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131712,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131713,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131714,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131715,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131716,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131717,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131718,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131719,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131720,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131721,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131722,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131723,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131724,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131725,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131726,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131727,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131728,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131729,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131730,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131731,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131732,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131733,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131734,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131735,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131736,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131737,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131738,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131739,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131740,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131741,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131742,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131743,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131744,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131745,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131746,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131747,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131748,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131749,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131750,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131751,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204131801,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131802,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131803,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131804,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131805,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131806,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131807,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131808,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131809,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131810,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131811,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131812,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131813,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131814,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131815,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131816,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131817,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131818,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131819,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131820,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131821,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131822,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131823,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131824,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131825,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204131826,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204145901,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145902,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145903,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145904,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145905,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145906,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145907,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145908,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204145909,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145910,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204145911,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145912,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204145913,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204145914,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145915,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145916,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204145917,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204145918,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145919,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145920,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204145921,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204145922,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204145923,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204146001,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146002,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204146003,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146004,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146005,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146006,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204146007,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146008,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146009,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146010,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204146011,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146012,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204146013,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146014,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204146015,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146016,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204146017,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146018,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146019,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146020,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146021,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146022,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146023,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146024,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146025,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146026,25505,Mulgrave (South-Eastern Metropolitan),1,Good,Good,3
21204146027,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146028,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146029,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204146030,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204146031,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204146032,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204146033,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204146034,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204146035,21905,Clarinda (South-Eastern Metropolitan),1,Good,Good,3
21204156301,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156302,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156303,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156304,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156305,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156306,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156307,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156308,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156309,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156310,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156311,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156312,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156313,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156314,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156315,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
21204156316,22205,Dandenong (South-Eastern Metropolitan),1,Good,Good,3
