LOCALITY_PID,LOCALITY_NAME,SED_CODE_2022,SED_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
VIC2411,SWAN MARSH,26808,Polwarth (Western Victoria),1,Good,Good,0
VIC2412,SWAN REACH,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2413,SWANPOOL,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2414,SWANWATER,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2415,SWANWATER WEST,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2416,SWIFTS CREEK,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2417,SYDENHAM,28107,Sydenham (Western Metropolitan),1,Good,Good,0
VIC2418,SYLVATERRE,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2419,TABBERABBERA,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC242,BINGINWARRI,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2420,TABILK,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2421,TABOR,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2422,TAGGERTY,22304,Eildon (Northern Victoria),1,Good,Good,0
VIC2423,TAHARA,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2424,TAHARA BRIDGE,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2425,TAHARA WEST,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2426,TALBOT,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2427,TALGARNO,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC2428,TALLANGATTA,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC2429,TALLANGATTA EAST,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC243,BINGO MUNJIE,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2430,TALLANGATTA VALLEY,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC2431,TALLAROOK,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2432,TALLYGAROOPNA,27604,Shepparton (Northern Victoria),1,Good,Good,0
VIC2433,TAMBO CROSSING,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2434,TAMBO UPPER,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2435,TAMBOON,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2436,TAMBORITHA,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2437,TAMINICK,26404,Ovens Valley (Northern Victoria),0.0143592,Good,Good,0
VIC2437,TAMINICK,22704,Euroa (Northern Victoria),0.9856408,Good,Good,0
VIC2438,TAMLEUGH,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2439,TAMLEUGH NORTH,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC244,BIRCHIP,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2440,TANDAROOK,26808,Polwarth (Western Victoria),1,Good,Good,0
VIC2441,TANDARRA,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC2442,TANGAMBALANGA,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC2443,TANJIL,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2444,TANJIL BREN,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2445,TANJIL SOUTH,25401,Morwell (Eastern Victoria),0.4394415,Good,Good,0
VIC2445,TANJIL SOUTH,25701,Narracan (Eastern Victoria),0.5605585,Good,Good,0
VIC2446,TANTARABOO,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC2447,TANWOOD,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2448,TANYBRYN,26808,Polwarth (Western Victoria),1,Good,Good,0
VIC2449,TARADALE,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC245,BIRCHIP WEST,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2450,TARCOMBE,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2451,TARILTA,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC2452,TARNAGULLA,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2453,TARNEIT,28607,Werribee (Western Metropolitan),0.0011347,Good,Good,1
VIC2453,TARNEIT,24307,Laverton (Western Metropolitan),0.0170928,Good,Good,0
VIC2453,TARNEIT,28207,Tarneit (Western Metropolitan),0.9817725,Good,Good,0
VIC2454,TARNOOK,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2455,TAROON,26808,Polwarth (Western Victoria),0.4063086,Good,Good,0
VIC2455,TAROON,27808,South-West Coast (Western Victoria),0.5936914,Good,Good,0
VIC2456,TARRA VALLEY,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2457,TARRANYURK,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2458,TARRAVILLE,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2459,TARRAWARRA,22304,Eildon (Northern Victoria),1,Good,Good,0
VIC246,BIRDWOODTON,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2460,TARRAWINGEE,26404,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC2461,TARRAYOUKYAN,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2462,TARRENGOWER,20804,Bendigo West (Northern Victoria),1,Good,Good,0
VIC2463,TARRENLEA,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2464,TARRINGTON,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2465,TARRONE,27808,South-West Coast (Western Victoria),1,Good,Good,0
VIC2466,TARWIN,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2467,TARWIN LOWER,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2468,TATONG,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2469,TATURA,22704,Euroa (Northern Victoria),0.0513485,Good,Good,0
VIC2469,TATURA,27604,Shepparton (Northern Victoria),0.9486515,Good,Good,0
VIC247,BIRREGURRA,26808,Polwarth (Western Victoria),1,Good,Good,0
VIC2470,TATURA EAST,27604,Shepparton (Northern Victoria),1,Good,Good,0
VIC2471,TATYOON,27308,Ripon (Western Victoria),0.4318285,Good,Good,0
VIC2471,TATYOON,24408,Lowan (Western Victoria),0.5681715,Good,Good,0
VIC2472,TAWONGA,26404,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC2473,TAWONGA SOUTH,26404,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC2474,TAYLOR BAY,22304,Eildon (Northern Victoria),1,Good,Good,0
VIC2475,TAYLORS HILL,28107,Sydenham (Western Metropolitan),1,Good,Good,0
VIC2476,TAYLORS LAKES,26107,Niddrie (Western Metropolitan),0.2396284,Acceptable,Good,0
VIC2476,TAYLORS LAKES,28107,Sydenham (Western Metropolitan),0.7603716,Good,Good,0
VIC2477,TEAL POINT,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2478,TECOMA,25101,Monbulk (Eastern Victoria),1,Acceptable,Good,0
VIC2479,TEDDYWADDY,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC248,BITTERN,23601,Hastings (Eastern Victoria),1,Good,Good,0
VIC2480,TEDDYWADDY WEST,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2481,TEESDALE,22608,Eureka (Western Victoria),1,Good,Good,0
VIC2482,TELANGATUK EAST,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2483,TELFORD,26404,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC2484,TELOPEA DOWNS,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2485,TEMPLESTOWE,28402,Warrandyte (North-Eastern Metropolitan),0.0086792,Acceptable,Good,1
VIC2485,TEMPLESTOWE,21502,Bulleen (North-Eastern Metropolitan),0.9913208,Good,Good,0
VIC2486,TEMPLESTOWE LOWER,21502,Bulleen (North-Eastern Metropolitan),1,Good,Good,0
VIC2487,TEMPY,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2488,TENBY POINT,20301,Bass (Eastern Victoria),1,Good,Good,0
VIC2489,TENNYSON,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC249,BLACK HILL,28508,Wendouree (Western Victoria),1,Good,Good,0
VIC2490,TERANG,27808,South-West Coast (Western Victoria),1,Good,Good,0
VIC2491,TERIP TERIP,22304,Eildon (Northern Victoria),1,Good,Good,0
VIC2492,TERRAPPEE,24904,Mildura (Northern Victoria),0.000459,Good,Good,1
VIC2492,TERRAPPEE,25604,Murray Plains (Northern Victoria),0.999541,Good,Good,0
VIC2493,TERRICK TERRICK,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2494,TERRICK TERRICK EAST,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2495,TESBURY,26808,Polwarth (Western Victoria),1,Good,Good,0
VIC2496,TETOORA ROAD,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2497,THALIA,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2498,THALLOO,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2499,THE BASIN,25101,Monbulk (Eastern Victoria),0.4808972,Acceptable,Good,0
VIC2499,THE BASIN,20402,Bayswater (North-Eastern Metropolitan),0.5191028,Acceptable,Good,0
VIC25,ALLAMBEE SOUTH,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC250,BLACK RANGE,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2500,THE COVE,27808,South-West Coast (Western Victoria),1,Good,Good,0
VIC2501,THE GURDIES,20301,Bass (Eastern Victoria),1,Good,Good,0
VIC2502,THE HEART,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2503,THE HONEYSUCKLES,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2504,THE PATCH,25101,Monbulk (Eastern Victoria),1,Acceptable,Good,0
VIC2505,THE SISTERS,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2506,THOLOGOLONG,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC2507,THOMASTOWN,28303,Thomastown (Northern Metropolitan),1,Acceptable,Good,0
VIC251,BLACK ROCK,27506,Sandringham (Southern Metropolitan),1,Acceptable,Good,0
VIC2510,THOONA,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2511,THORNBURY,26203,Northcote (Northern Metropolitan),1,Acceptable,Good,0
VIC2512,THORNTON,22304,Eildon (Northern Victoria),1,Good,Good,0
VIC2513,THORPDALE,23301,Gippsland South (Eastern Victoria),0.0056384,Good,Good,1
VIC2513,THORPDALE,25701,Narracan (Eastern Victoria),0.9943616,Good,Good,0
VIC2514,THORPDALE SOUTH,23301,Gippsland South (Eastern Victoria),0.0653979,Good,Good,0
VIC2514,THORPDALE SOUTH,25701,Narracan (Eastern Victoria),0.9346021,Good,Good,0
VIC2515,THOWGLA VALLEY,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC2516,THREE BRIDGES,22304,Eildon (Northern Victoria),1,Good,Good,0
VIC2517,TIDAL RIVER,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2518,TIMBARRA,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2519,TIMBOON,26808,Polwarth (Western Victoria),1,Good,Good,0
VIC252,BLACKBURN,27202,Ringwood (North-Eastern Metropolitan),0.3321297,Acceptable,Good,0
VIC252,BLACKBURN,21102,Box Hill (North-Eastern Metropolitan),0.6678703,Acceptable,Good,0
VIC2520,TIMBOON WEST,26808,Polwarth (Western Victoria),1,Good,Good,0
VIC2521,TIMMERING,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2522,TIMOR,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2523,TIMOR WEST,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2524,TINAMBA,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2525,TINAMBA WEST,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2526,TINTALDRA,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC2528,TOL TOL,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2529,TOLMIE,22704,Euroa (Northern Victoria),0.0082975,Good,Good,1
VIC2529,TOLMIE,26404,Ovens Valley (Northern Victoria),0.072883,Good,Good,0
VIC2529,TOLMIE,22304,Eildon (Northern Victoria),0.9188195,Good,Good,0
VIC253,BLACKBURN NORTH,27202,Ringwood (North-Eastern Metropolitan),0.351096,Acceptable,Good,0
VIC253,BLACKBURN NORTH,21102,Box Hill (North-Eastern Metropolitan),0.648904,Acceptable,Good,0
VIC2530,TOM GROGGIN,23201,Gippsland East (Eastern Victoria),0.0017755,Good,Good,1
VIC2530,TOM GROGGIN,10001,Albury,0.0025153,Good,Good,1
VIC2530,TOM GROGGIN,20604,Benambra (Northern Victoria),0.9957092,Good,Good,0
VIC2531,TONGALA,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2532,TONGHI CREEK,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2533,TONGIO,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2534,TONIMBUK,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2535,TOOAN,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2536,TOOBORAC,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2537,TOOLAMBA,22704,Euroa (Northern Victoria),0.3233226,Good,Good,0
VIC2537,TOOLAMBA,27604,Shepparton (Northern Victoria),0.6766774,Good,Good,0
VIC2538,TOOLAMBA WEST,27604,Shepparton (Northern Victoria),1,Good,Good,0
VIC2539,TOOLANGI,22304,Eildon (Northern Victoria),1,Good,Good,0
VIC254,BLACKBURN SOUTH,23402,Glen Waverley (North-Eastern Metropolitan),0.1305411,Acceptable,Good,0
VIC254,BLACKBURN SOUTH,21102,Box Hill (North-Eastern Metropolitan),0.8694589,Acceptable,Good,0
VIC2540,TOOLERN VALE,28007,Sunbury (Western Metropolitan),0.0037988,Good,Good,1
VIC2540,TOOLERN VALE,24504,Macedon (Northern Victoria),0.0093594,Good,Good,1
VIC2540,TOOLERN VALE,24808,Melton (Western Victoria),0.9868419,Good,Good,0
VIC2541,TOOLLEEN,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2542,TOOLOME,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2543,TOOLONDO,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2544,TOOLONG,27808,South-West Coast (Western Victoria),1,Good,Good,0
VIC2545,TOOMBON,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2546,TOONGABBIE,25701,Narracan (Eastern Victoria),9.20E-06,Good,Good,1
VIC2546,TOONGABBIE,23301,Gippsland South (Eastern Victoria),0.9999908,Good,Good,0
VIC2547,TOORA,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2548,TOORA NORTH,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2549,TOORADIN,20301,Bass (Eastern Victoria),1,Good,Good,0
VIC255,BLACKHEATH,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2550,TOORAK,24606,Malvern (Southern Metropolitan),1,Good,Good,0
VIC2551,TOORLOO ARM,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2552,TOORONGO,22304,Eildon (Northern Victoria),0.3333333,Good,Good,0
VIC2552,TOORONGO,25701,Narracan (Eastern Victoria),0.6666667,Good,Good,0
VIC2553,TOOTGAROOK,26001,Nepean (Eastern Victoria),1,Good,Good,0
VIC2554,TORQUAY,26808,Polwarth (Western Victoria),1,Good,Good,0
VIC2555,TORRITA,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2556,TORRUMBARRY,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2557,TORWOOD,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2558,TOSTAREE,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2559,TOTTENHAM,24307,Laverton (Western Metropolitan),1,Good,Good,0
VIC256,BLACKWARRY,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2560,TOTTINGTON,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2561,TOURELLO,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2562,TOWAN,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2563,TOWANINNY,25604,Murray Plains (Northern Victoria),0.0024876,Good,Good,1
VIC2563,TOWANINNY,24904,Mildura (Northern Victoria),0.9975124,Good,Good,0
VIC2564,TOWANINNY SOUTH,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2565,TOWER HILL,27808,South-West Coast (Western Victoria),1,Good,Good,0
VIC2566,TOWONG,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC2567,TOWONG UPPER,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC2568,TRAFALGAR,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2569,TRAFALGAR EAST,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC257,BLACKWOOD,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC2570,TRAFALGAR SOUTH,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2571,TRAGOWEL,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2572,TRARALGON,25401,Morwell (Eastern Victoria),1,Good,Good,0
VIC2573,TRARALGON EAST,25401,Morwell (Eastern Victoria),1,Good,Good,0
VIC2574,TRARALGON SOUTH,25401,Morwell (Eastern Victoria),1,Good,Good,0
VIC2575,TRAVANCORE,22503,Essendon (Northern Metropolitan),1,Good,Good,0
VIC2576,TRAWALLA,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2577,TRAWOOL,22304,Eildon (Northern Victoria),0.0458537,Good,Good,0
VIC2577,TRAWOOL,22704,Euroa (Northern Victoria),0.9541463,Good,Good,0
VIC2578,TRAYNORS LAGOON,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2579,TREMONT,25101,Monbulk (Eastern Victoria),1,Acceptable,Good,0
VIC258,BLAIRGOWRIE,26001,Nepean (Eastern Victoria),1,Good,Good,0
VIC2580,TRENTHAM,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC2581,TRENTHAM EAST,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC2582,TRESCO,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2583,TRESCO WEST,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2584,TRIDA,25701,Narracan (Eastern Victoria),0.1476973,Good,Good,0
VIC2584,TRIDA,23301,Gippsland South (Eastern Victoria),0.8523027,Good,Good,0
VIC2585,TRUGANINA,24107,Kororoit (Western Metropolitan),0.0320082,Good,Good,0
VIC2585,TRUGANINA,24307,Laverton (Western Metropolitan),0.9679918,Good,Good,0
VIC2586,TUERONG,25301,Mornington (Eastern Victoria),1,Good,Good,0
VIC2587,TULKARA,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2588,TULLAMARINE,26107,Niddrie (Western Metropolitan),0.0210377,Acceptable,Good,0
VIC2588,TULLAMARINE,28007,Sunbury (Western Metropolitan),0.9789623,Good,Good,0
VIC2589,TUNGAMAH,26404,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC259,BLAKEVILLE,22608,Eureka (Western Victoria),1,Good,Good,0
VIC2590,TUROAR,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2591,TURRIFF,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2592,TURRIFF EAST,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2593,TURTONS CREEK,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2594,TUTYE,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2595,TYAAK,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2596,TYABB,23601,Hastings (Eastern Victoria),1,Good,Good,0
VIC2597,TYENNA,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2598,TYERS,25401,Morwell (Eastern Victoria),1,Good,Good,0
VIC2599,TYLDEN,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC26,ALLANS FLAT,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC260,BLAMPIED,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2600,TYLDEN SOUTH,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC2601,TYNONG,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2602,TYNONG NORTH,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2603,TYNTYNDER,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2604,TYNTYNDER SOUTH,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2605,TYRENDARRA,27808,South-West Coast (Western Victoria),1,Good,Good,0
VIC2606,TYRENDARRA EAST,27808,South-West Coast (Western Victoria),1,Good,Good,0
VIC2607,TYRRELL,25604,Murray Plains (Northern Victoria),0.000768,Good,Good,1
VIC2607,TYRRELL,24904,Mildura (Northern Victoria),0.999232,Good,Good,0
VIC2608,TYRRELL DOWNS,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2609,ULLINA,27308,Ripon (Western Victoria),1,Good,Good,0
VIC261,BLIND BIGHT,20301,Bass (Eastern Victoria),1,Good,Good,0
VIC2610,ULLSWATER,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2611,ULTIMA,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2612,ULTIMA EAST,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2613,ULUPNA,10055,Murray,1.10E-06,Good,Good,1
VIC2613,ULUPNA,27604,Shepparton (Northern Victoria),0.9999989,Good,Good,0
VIC2614,UNDERA,27604,Shepparton (Northern Victoria),0.0049963,Good,Good,1
VIC2614,UNDERA,25604,Murray Plains (Northern Victoria),0.9950037,Good,Good,0
VIC2615,UNDERBOOL,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC2616,UPOTIPOTPON,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2617,UPPER FERNTREE GULLY,25101,Monbulk (Eastern Victoria),1,Acceptable,Good,0
VIC2618,UPPER GUNDOWRING,26404,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC2619,UPPER LURG,26404,Ovens Valley (Northern Victoria),0.0205303,Good,Good,0
VIC2619,UPPER LURG,22704,Euroa (Northern Victoria),0.9794697,Good,Good,0
VIC262,BLOWHARD,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2620,UPPER PLENTY,28804,Yan Yean (Northern Victoria),1,Good,Good,0
VIC2621,UPPER RYANS CREEK,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2622,UPTON HILL,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2623,UPWEY,25101,Monbulk (Eastern Victoria),1,Acceptable,Good,0
VIC2624,VALENCIA CREEK,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2625,VASEY,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2626,VAUGHAN,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC2627,VECTIS,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2628,VENTNOR,20301,Bass (Eastern Victoria),1,Good,Good,0
VIC2629,VENUS BAY,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC263,BO PEEP,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2630,VERMONT,27202,Ringwood (North-Eastern Metropolitan),0.2402379,Acceptable,Good,0
VIC2630,VERMONT,23402,Glen Waverley (North-Eastern Metropolitan),0.7597621,Acceptable,Good,0
VIC2631,VERMONT SOUTH,23402,Glen Waverley (North-Eastern Metropolitan),1,Acceptable,Good,0
VIC2632,VERVALE,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2633,VESPER,25701,Narracan (Eastern Victoria),1,Good,Good,0
VIC2634,VICTORIA POINT,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2635,VICTORIA VALLEY,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2636,VIEWBANK,23802,Ivanhoe (North-Eastern Metropolitan),1,Good,Good,0
VIC2637,VINIFERA,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2638,VIOLET TOWN,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2639,VITE VITE,26808,Polwarth (Western Victoria),1,Good,Good,0
VIC264,BOBINAWARRAH,26404,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC2640,VITE VITE NORTH,26808,Polwarth (Western Victoria),1,Good,Good,0
VIC2641,W TREE,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2642,WAAIA,27604,Shepparton (Northern Victoria),1,Good,Good,0
VIC2643,WAANYARRA,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2644,WAARRE,26808,Polwarth (Western Victoria),1,Good,Good,0
VIC2645,WABONGA,26404,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC2646,WAGGARANDALL,26404,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC2647,WAHGUNYAH,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC2648,WAHRING,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2649,WAIL,24408,Lowan (Western Victoria),1,Good,Good,0
VIC265,BOCHARA,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2650,WAIREWA,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2651,WAITCHIE,25604,Murray Plains (Northern Victoria),1,Good,Good,0
VIC2652,WAL WAL,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2653,WALDARA,26404,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC2654,WALHALLA,23201,Gippsland East (Eastern Victoria),0.0002856,Good,Good,1
VIC2654,WALHALLA,25701,Narracan (Eastern Victoria),0.9997144,Good,Good,0
VIC2655,WALHALLA EAST,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2656,WALKERVILLE,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2657,WALKERVILLE SOUTH,23301,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC2658,WALLACE,22608,Eureka (Western Victoria),1,Good,Good,0
VIC2659,WALLACEDALE,27808,South-West Coast (Western Victoria),1,Good,Good,0
VIC266,BOGONG,23201,Gippsland East (Eastern Victoria),0.0016618,Good,Good,1
VIC266,BOGONG,26404,Ovens Valley (Northern Victoria),0.9983382,Good,Good,0
VIC2660,WALLAGARAUGH,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2661,WALLALOO,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2662,WALLALOO EAST,27308,Ripon (Western Victoria),1,Good,Good,0
VIC2663,WALLAN,24504,Macedon (Northern Victoria),0.0001628,Good,Good,1
VIC2663,WALLAN,28804,Yan Yean (Northern Victoria),0.1814741,Good,Good,0
VIC2663,WALLAN,23903,Kalkallo (Northern Metropolitan),0.8183631,Acceptable,Good,0
VIC2664,WALLINDUC,22608,Eureka (Western Victoria),1,Good,Good,0
VIC2665,WALLINGTON,20508,Bellarine (Western Victoria),1,Good,Good,0
VIC2666,WALLUP,24408,Lowan (Western Victoria),1,Good,Good,0
VIC2667,WALMER,20804,Bendigo West (Northern Victoria),1,Good,Good,0
VIC2668,WALPA,23201,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC2669,WALPEUP,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC267,BOHO,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2670,WALWA,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC2671,WANALTA,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC2672,WANDANA HEIGHTS,27708,South Barwon (Western Victoria),1,Good,Good,0
VIC2673,WANDELLA,25604,Murray Plains (Northern Victoria),1,Good,Good,0
