SSC_CODE_2016,SSC_NAME_2016,SAL_CODE_2021,SAL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10420,Blueys Beach,10419,Blueys Beach,1,Good,Good,0
10421,Boambee,10420,Boambee,1,Good,Good,0
10422,Boambee East,10421,Boambee East,1,Good,Good,0
10423,Boambolo,10422,Boambolo,1,Good,Good,0
10424,Boat Harbour (Lismore - NSW),10423,Boat Harbour (Lismore - NSW),0.0972714,Poor,Good,0
10424,Boat Harbour (Lismore - NSW),12555,McLeans Ridges,0.9027286,Good,Good,0
10425,Boat Harbour (Port Stephens - NSW),10424,Boat Harbour (Port Stephens - NSW),1,Good,Good,0
10426,Bobadah,10425,Bobadah,1,Good,Good,0
10427,Bobin,10426,Bobin,1,Good,Good,0
10428,Bobs Creek,10427,Bobs Creek,1,Good,Good,0
10429,Bobs Farm,10428,Bobs Farm,1,Good,Good,0
10430,Bobundara,10429,Bobundara,1,Good,Good,0
10431,Boco,10430,Boco,1,Good,Good,0
10432,Bocoble,10431,Bocoble,1,Good,Good,0
10433,Bocobra,10432,Bocobra,1,Good,Good,0
10434,Bodalla,10433,Bodalla,1,Good,Good,0
10435,Bodangora,10434,Bodangora,1,Good,Good,0
10436,Boeill Creek,10435,Boeill Creek,1,Good,Good,0
10437,Bogan,10436,Bogan,1,Good,Good,0
10438,Bogan Gate,10437,Bogan Gate,1,Good,Good,0
10439,Bogangar,10438,Bogangar,1,Good,Good,0
10440,Bogee,10439,Bogee,1,Good,Good,0
10441,Boggabilla,10440,Boggabilla,1,Good,Good,0
10442,Boggabri,10441,Boggabri,1,Good,Good,0
10443,Bogong Peaks Wilderness,10442,Bogong Peaks Wilderness,1,Good,Good,0
10444,Bohena Creek,10443,Bohena Creek,1,Good,Good,0
10445,Bohnock,10444,Bohnock,1,Good,Good,0
10446,Bolaro,10445,Bolaro,1,Good,Good,0
10447,Bolivia,10446,Bolivia,1,Good,Good,0
10448,Bolong,10447,Bolong,1,Good,Good,0
10449,Bolton Point,10448,Bolton Point,1,Good,Good,0
10450,Bolwarra (NSW),10449,Bolwarra (NSW),1,Good,Good,0
10451,Bolwarra Heights,10450,Bolwarra Heights,1,Good,Good,0
10452,Bom Bom,10451,Bom Bom,1,Good,Good,0
10453,Bomaderry,10452,Bomaderry,1,Good,Good,0
10454,Bombah Point,10453,Bombah Point,1,Good,Good,0
10455,Bombala,10454,Bombala,1,Good,Good,0
10456,Bombay,10455,Bombay,1,Good,Good,0
10457,Bombira,10456,Bombira,1,Good,Good,0
10458,Bombo,10457,Bombo,1,Good,Good,0
10459,Bombowlee,10458,Bombowlee,1,Good,Good,0
10460,Bombowlee Creek,10459,Bombowlee Creek,1,Good,Good,0
10461,Bomen,10460,Bomen,1,Good,Good,0
10462,Bomera,13759,Tambar Springs,1,Good,Good,0
10463,Bonalbo,10461,Bonalbo,1,Good,Good,0
10464,Bondi,10462,Bondi,1,Good,Good,0
10465,Bondi Beach,10463,Bondi Beach,1,Good,Good,0
10466,Bondi Forest,10464,Bondi Forest,1,Good,Good,0
10467,Bondi Junction,10465,Bondi Junction,1,Good,Good,0
10468,Bonnells Bay,10466,Bonnells Bay,1,Good,Good,0
10469,Bonnet Bay,10467,Bonnet Bay,1,Good,Good,0
10470,Bonny Hills,10468,Bonny Hills,1,Good,Good,0
10471,Bonnyrigg,10469,Bonnyrigg,1,Good,Good,0
10472,Bonnyrigg Heights,10470,Bonnyrigg Heights,1,Good,Good,0
10473,Bonshaw (NSW),10471,Bonshaw (NSW),1,Good,Good,0
10474,Bonville,10472,Bonville,1,Good,Good,0
10475,Booerie Creek,10473,Booerie Creek,1,Good,Good,0
10476,Book Book,10474,Book Book,1,Good,Good,0
10477,Booker Bay,10475,Booker Bay,1,Good,Good,0
10478,Bookham,10476,Bookham,1,Good,Good,0
10479,Bookookoorara,10477,Bookookoorara,0.0003329,Poor,Good,1
10479,Bookookoorara,14325,Willsons Downfall,0.9996671,Good,Good,0
10480,Bookram,10478,Bookram,1,Good,Good,0
10481,Boolambayte,10479,Boolambayte,1,Good,Good,0
10482,Boolaroo,10480,Boolaroo,1,Good,Good,0
10483,Boolcarroll,10481,Boolcarroll,1,Good,Good,0
10484,Booligal,10482,Booligal,1,Good,Good,0
10485,Boolijah,10483,Boolijah,1,Good,Good,0
10486,Boomanoomana,10484,Boomanoomana,1,Good,Good,0
10487,Boomerang Beach,10485,Boomerang Beach,1,Good,Good,0
10488,Boomey,10486,Boomey,1,Good,Good,0
10489,Boomi,10487,Boomi,1,Good,Good,0
10490,Boomi Creek,10488,Boomi Creek,1,Good,Good,0
10491,Boona Mount,10489,Boona Mount,1,Good,Good,0
10492,Boonal,10490,Boonal,1,Good,Good,0
10493,Boonoo Boonoo,10491,Boonoo Boonoo,1,Good,Good,0
10494,Boorabee Park,10492,Boorabee Park,1,Good,Good,0
10495,Booragul,10493,Booragul,1,Good,Good,0
10496,Booral (NSW),10494,Booral (NSW),1,Good,Good,0
10497,Boorga,10495,Boorga,1,Good,Good,0
10498,Boorganna,10496,Boorganna,1,Good,Good,0
10499,Boorolong,10497,Boorolong,1,Good,Good,0
10500,Boorook,10498,Boorook,1,Good,Good,0
10501,Boorooma,10499,Boorooma,1,Good,Good,0
10502,Booroorban,10500,Booroorban,1,Good,Good,0
10503,Boorowa,10501,Boorowa,1,Good,Good,0
10504,Bootawa,10502,Bootawa,1,Good,Good,0
10505,Booti Booti,10503,Booti Booti,1,Good,Good,0
10506,Booyong,10504,Booyong,1,Good,Good,0
10507,Bora Ridge,10505,Bora Ridge,1,Good,Good,0
10508,Borah Creek,10506,Borah Creek,1,Good,Good,0
10509,Borambola,10507,Borambola,1,Good,Good,0
10510,Border Ranges,10508,Border Ranges,1,Good,Good,0
10511,Boree,10509,Boree,1,Good,Good,0
10512,Boree Creek,10510,Boree Creek,1,Good,Good,0
10513,Borenore,10511,Borenore,1,Good,Good,0
10514,Boro,10512,Boro,1,Good,Good,0
10515,Bossley Park,10513,Bossley Park,1,Good,Good,0
10516,Bostobrick,10514,Bostobrick,1,Good,Good,0
10517,Botany,10515,Botany,1,Good,Good,0
10518,Botobolar,10516,Botobolar,1,Good,Good,0
10519,Bottle Creek,10517,Bottle Creek,1,Good,Good,0
10520,Bouddi,10518,Bouddi,1,Poor,Good,0
10521,Bourbah,10519,Bourbah,1,Good,Good,0
10522,Bourke,10520,Bourke,1,Good,Good,0
10523,Bourkelands,10521,Bourkelands,1,Good,Good,0
10524,Bournda,10522,Bournda,1,Good,Good,0
10525,Bournewood,10523,Bournewood,1,Good,Good,0
10526,Bow Bowing,10524,Bow Bowing,1,Good,Good,0
10527,Bowan Park,10525,Bowan Park,1,Good,Good,0
10528,Bowen Mountain,10526,Bowen Mountain,1,Good,Good,0
10529,Bowenfels,10527,Bowenfels,1,Good,Good,0
10530,Bowling Alley Point,10528,Bowling Alley Point,1,Good,Good,0
10531,Bowman,10529,Bowman,1,Good,Good,0
10532,Bowman Farm,10530,Bowman Farm,1,Good,Good,0
10533,Bowmans Creek,10531,Bowmans Creek,1,Good,Good,0
10534,Bowna,10532,Bowna,1,Good,Good,0
10535,Bowning,10533,Bowning,1,Good,Good,0
10536,Bowral,10534,Bowral,1,Good,Good,0
10537,Bowraville,10535,Bowraville,1,Good,Good,0
10538,Box Head,10536,Box Head,1,Good,Good,0
10539,Box Hill (NSW),10537,Box Hill (NSW),0.9053522,Good,Good,0
10539,Box Hill (NSW),11580,Gables,0.0946478,Poor,Good,0
10540,Box Ridge,10371,Binnaway,1,Good,Good,0
10541,Boxers Creek,10538,Boxers Creek,1,Good,Good,0
10542,Boydtown,10539,Boydtown,1,Good,Good,0
10543,Bradbury (NSW),10540,Bradbury (NSW),0.9993169,Good,Good,0
10543,Bradbury (NSW),10779,Campbelltown (NSW),0.0006831,Good,Good,1
10544,Braefield,10541,Braefield,1,Good,Good,0
10545,Braemar,10542,Braemar,1,Good,Good,0
10546,Braemar Bay,10543,Braemar Bay,1,Good,Good,0
10547,Braidwood,10544,Braidwood,1,Good,Good,0
10548,Brandy Hill,10545,Brandy Hill,1,Good,Good,0
10549,Branxton,10546,Branxton,0.9999977,Good,Good,0
10549,Branxton,13014,North Rothbury,2.30E-06,Good,Good,1
10550,Braunstone,10547,Braunstone,1,Good,Good,0
10551,Brawboy,10548,Brawboy,1,Good,Good,0
10552,Bray Park (NSW),10549,Bray Park (NSW),1,Good,Good,0
10553,Brays Creek,10550,Brays Creek,1,Good,Good,0
10554,Brayton,10551,Brayton,1,Good,Good,0
10555,Breadalbane (NSW),10552,Breadalbane (NSW),1,Good,Good,0
10556,Breakfast Creek,10553,Breakfast Creek,1,Good,Good,0
10557,Breakfast Point,10554,Breakfast Point,1,Good,Good,0
10558,Bream Beach,10555,Bream Beach,1,Good,Good,0
10559,Bredbo,10556,Bredbo,1,Good,Good,0
10560,Breelong,10557,Breelong,1,Good,Good,0
10561,Breeza,10558,Breeza,1,Good,Good,0
10562,Bretti,10559,Bretti,1,Good,Good,0
10563,Brewarrina,10560,Brewarrina,1,Good,Good,0
10564,Brewongle,10561,Brewongle,1,Good,Good,0
10565,Briarbrook,10562,Briarbrook,1,Good,Good,0
10566,Bribbaree,10563,Bribbaree,1,Good,Good,0
10567,Bridgman,10564,Bridgman,1,Good,Good,0
10568,Brierfield,10565,Brierfield,1,Good,Good,0
10569,Brighton-le-Sands,10566,Brighton-Le-Sands,1,Good,Good,0
10570,Brightwaters,10567,Brightwaters,1,Good,Good,0
10571,Bril Bril,10568,Bril Bril,1,Good,Good,0
10572,Brimbin,10569,Brimbin,1,Good,Good,0
10573,Brindabella,10570,Brindabella,1,Good,Good,0
10574,Brinerville,10571,Brinerville,1,Good,Good,0
10575,Bringelly,10572,Bringelly,1,Good,Good,0
10576,Bringenbrong,10573,Bringenbrong,1,Good,Good,0
10577,Brisbane Grove,10574,Brisbane Grove,1,Good,Good,0
10578,Broadmeadow,10575,Broadmeadow,0.9685688,Good,Good,0
10578,Broadmeadow,11845,Hamilton (NSW),0.031425,Good,Good,0
10578,Broadmeadow,12951,New Lambton,6.30E-06,Good,Good,1
10579,Broadwater (Bega Valley - NSW),10576,Broadwater (Bega Valley - NSW),1,Good,Good,0
10580,Broadwater (Richmond Valley - NSW),10577,Broadwater (Richmond Valley - NSW),1,Good,Good,0
10581,Broadway,10578,Broadway,1,Good,Good,0
10582,Brobenah,10579,Brobenah,1,Good,Good,0
10583,Brocklehurst,10580,Brocklehurst,1,Good,Good,0
10584,Brocklesby,10581,Brocklesby,1,Good,Good,0
10585,Brockley,10582,Brockley,1,Good,Good,0
10586,Brodies Plains,10583,Brodies Plains,1,Good,Good,0
10587,Brogans Creek,10584,Brogans Creek,1,Good,Good,0
10588,Brogers Creek,10585,Brogers Creek,1,Good,Good,0
10589,Brogo,10586,Brogo,1,Good,Good,0
10590,Broke (NSW),10587,Broke (NSW),1,Good,Good,0
10591,Broken Head,10588,Broken Head,1,Good,Good,0
10592,Broken Hill,10589,Broken Hill,1,Good,Good,0
10593,Brombin,10590,Brombin,1,Good,Good,0
10594,Bronte,10591,Bronte,1,Good,Good,0
10595,Brookdale (NSW),10592,Brookdale (NSW),1,Good,Good,0
10596,Brookfield (NSW),10593,Brookfield (NSW),1,Good,Good,0
10597,Brooklana,10594,Brooklana,1,Good,Good,0
10598,Brooklet,10595,Brooklet,1,Good,Good,0
10599,Brooklyn (NSW),10596,Brooklyn (NSW),1,Good,Good,0
10600,Brookong,10597,Brookong,1,Good,Good,0
10601,Brookvale,10598,Brookvale,1,Good,Good,0
10602,Brooman,10599,Brooman,1,Good,Good,0
10603,Brooms Head,10600,Brooms Head,1,Good,Good,0
10604,Broughams Gate,10601,Broughams Gate,1,Good,Good,0
10605,Broughton (NSW),10602,Broughton (NSW),1,Good,Good,0
10606,Broughton Vale,10603,Broughton Vale,1,Good,Good,0
10607,Broughton Village,10604,Broughton Village,1,Good,Good,0
10608,Broulee,10605,Broulee,1,Good,Good,0
10609,Brownlow Hill,10606,Brownlow Hill,1,Good,Good,0
10610,Browns Creek,10607,Browns Creek,1,Good,Good,0
10611,Browns Mountain,10608,Browns Mountain,1,Good,Good,0
10612,Brownsville,10609,Brownsville,1,Good,Good,0
10613,Brucedale,10610,Brucedale,1,Good,Good,0
10614,Bruie Plains,10611,Bruie Plains,1,Good,Good,0
10615,Bruinbun,10612,Bruinbun,1,Good,Good,0
10616,Brumby Plains,10613,Brumby Plains,1,Good,Good,0
10617,Brundee,10614,Brundee,1,Good,Good,0
10618,Brungle,10615,Brungle,1,Good,Good,0
10619,Brungle Creek,10616,Brungle Creek,1,Good,Good,0
10620,Brunkerville,10617,Brunkerville,1,Good,Good,0
10621,Brunswick Heads,10618,Brunswick Heads,1,Good,Good,0
10622,Brushgrove,10619,Brushgrove,1,Good,Good,0
10623,Brushy Creek,10620,Brushy Creek,1,Good,Good,0
10624,Buangla,10621,Buangla,1,Good,Good,0
10625,Bucca (NSW),10622,Bucca (NSW),1,Good,Good,0
10626,Bucca Wauka,10623,Bucca Wauka,1,Good,Good,0
10627,Buccarumbi,10624,Buccarumbi,1,Good,Good,0
10628,Buchanan (NSW),10625,Buchanan (NSW),1,Good,Good,0
10629,Buckajo,10626,Buckajo,1,Good,Good,0
10630,Buckaroo,10627,Buckaroo,1,Good,Good,0
10631,Buckenbowra,10628,Buckenbowra,1,Good,Good,0
10632,Buckenderra,10629,Buckenderra,1,Good,Good,0
10633,Buckendoon,10630,Buckendoon,1,Good,Good,0
10634,Bucketty,10631,Bucketty,1,Good,Good,0
10635,Buckra Bendinni,10632,Buckra Bendinni,1,Good,Good,0
10636,Budawang,10633,Budawang,1,Good,Good,0
10637,Buddabadah,10634,Buddabadah,1,Good,Good,0
10638,Budden,10635,Budden,1,Good,Good,0
10639,Budderoo,10636,Budderoo,1,Good,Good,0
10640,Buddong,10637,Buddong,1,Good,Good,0
10641,Budgee Budgee (NSW),10638,Budgee Budgee (NSW),1,Good,Good,0
10642,Budgewoi,10639,Budgewoi,1,Good,Good,0
10643,Budgewoi Peninsula,10640,Budgewoi Peninsula,1,Good,Good,0
10644,Budgong,10641,Budgong,1,Good,Good,0
10645,Buff Point,10642,Buff Point,1,Good,Good,0
10646,Bugaldie,10643,Bugaldie,1,Good,Good,0
10647,Bukalong,10644,Bukalong,1,Good,Good,0
10648,Bukkulla,10645,Bukkulla,1,Good,Good,0
10649,Bulahdelah,10646,Bulahdelah,1,Good,Good,0
10650,Bulee,10647,Bulee,1,Good,Good,0
10651,Bulga (NSW),10648,Bulga (NSW),1,Good,Good,0
10652,Bulga Forest,10649,Bulga Forest,1,Good,Good,0
10653,Bulgary,10650,Bulgary,1,Good,Good,0
10654,Bulla (NSW),10651,Bulla (NSW),1,Good,Good,0
10655,Bulla Creek,10652,Bulla Creek,1,Good,Good,0
10656,Bullaburra,10653,Bullaburra,1,Good,Good,0
10657,Bullagreen,10654,Bullagreen,1,Good,Good,0
10658,Bullarah,10655,Bullarah,1,Good,Good,0
10659,Bullatale,10656,Bullatale,1,Good,Good,0
10660,Bullawa Creek,10657,Bullawa Creek,1,Good,Good,0
10661,Bulldog,10658,Bulldog,1,Good,Good,0
10662,Bulli,10659,Bulli,1,Good,Good,0
10663,Bulliac,10660,Bulliac,1,Good,Good,0
10664,Bullio,10661,Bullio,1,Good,Good,0
10665,Bulyeroi,10662,Bulyeroi,1,Good,Good,0
10666,Bumbaldry,10663,Bumbaldry,1,Good,Good,0
10667,Bumbalong,10664,Bumbalong,1,Good,Good,0
10668,Bundabah,10665,Bundabah,1,Good,Good,0
10669,Bundagen,10666,Bundagen,1,Good,Good,0
10670,Bundanoon (NSW),10667,Bundanoon (NSW),1,Good,Good,0
10671,Bundarra,10668,Bundarra,1,Good,Good,0
10672,Bundeena,10669,Bundeena,1,Good,Good,0
10673,Bundella,10670,Bundella,1,Good,Good,0
10674,Bundemar,10671,Bundemar,1,Good,Good,0
10675,Bundewallah,10672,Bundewallah,1,Good,Good,0
10676,Bundook,10673,Bundook,1,Good,Good,0
10677,Bundure,10674,Bundure,1,Good,Good,0
10678,Bungaba,10675,Bungaba,1,Good,Good,0
10679,Bungabbee,10676,Bungabbee,1,Good,Good,0
10680,Bungalora,10677,Bungalora,1,Good,Good,0
10681,Bungarby,10678,Bungarby,1,Good,Good,0
10682,Bungarribee,10679,Bungarribee,1,Good,Good,0
10683,Bungawalbin,10680,Bungawalbin,1,Good,Good,0
10684,Bungendore,10681,Bungendore,1,Good,Good,0
10685,Bungonia,10682,Bungonia,1,Good,Good,0
10686,Bungowannah,10683,Bungowannah,1,Good,Good,0
10687,Bungwahl,10684,Bungwahl,1,Good,Good,0
10688,Bunnaloo,10685,Bunnaloo,1,Good,Good,0
10689,Bunnan,10686,Bunnan,1,Good,Good,0
10690,Bunyah,10687,Bunyah,1,Good,Good,0
10691,Bunyan,10688,Bunyan,1,Good,Good,0
10692,Burcher,10689,Burcher,1,Good,Good,0
10693,Bureen,10690,Bureen,1,Good,Good,0
10694,Burnt Bridge,10691,Burnt Bridge,1,Good,Good,0
10695,Burnt Yards,10692,Burnt Yards,1,Good,Good,0
10696,Buronga,10693,Buronga,1,Good,Good,0
10697,Burra (Queanbeyan-Palerang Regional - NSW),10694,Burra (Queanbeyan-Palerang Regional - NSW),1,Good,Good,0
10698,Burra (Snowy Valleys - NSW),10695,Burra (Snowy Valleys - NSW),1,Good,Good,0
10699,Burra Creek,10696,Burra Creek,1,Good,Good,0
10700,Burraboi,10697,Burraboi,1,Good,Good,0
10701,Burradoo,10698,Burradoo,1,Good,Good,0
10702,Burraga,10699,Burraga,1,Good,Good,0
10703,Burragate,10700,Burragate,1,Good,Good,0
10704,Burrandana,10701,Burrandana,1,Good,Good,0
10705,Burraneer,10702,Burraneer,1,Good,Good,0
10706,Burrangong,10703,Burrangong,1,Good,Good,0
10707,Burrapine,10704,Burrapine,1,Good,Good,0
10708,Burrawang,10705,Burrawang,1,Good,Good,0
10709,Burrell Creek,10706,Burrell Creek,1,Good,Good,0
10710,Burren Junction,10707,Burren Junction,1,Good,Good,0
10711,Burrier,10708,Burrier,1,Good,Good,0
10712,Burrill Lake,10709,Burrill Lake,1,Good,Good,0
10713,Burringbar,10710,Burringbar,1,Good,Good,0
10714,Burrinjuck,10711,Burrinjuck,1,Good,Good,0
10715,Burroway,10712,Burroway,1,Good,Good,0
10716,Burrumbuttock,10713,Burrumbuttock,1,Good,Good,0
10717,Burrundulla,10714,Burrundulla,1,Good,Good,0
10718,Burwood (NSW),10716,Burwood (NSW),1,Good,Good,0
10719,Burwood Heights,10717,Burwood Heights,1,Good,Good,0
10720,Busby,10718,Busby,1,Good,Good,0
10721,Busbys Flat,10719,Busbys Flat,1,Good,Good,0
10722,Bushells Ridge,10720,Bushells Ridge,1,Good,Good,0
10723,Buttaba,10721,Buttaba,1,Good,Good,0
10724,Buttai,10722,Buttai,1,Good,Good,0
10725,Butterwick,10723,Butterwick,1,Good,Good,0
10726,Buxton (NSW),10724,Buxton (NSW),1,Good,Good,0
10727,Byabarra,10725,Byabarra,1,Good,Good,0
10728,Byadbo Wilderness,10726,Byadbo Wilderness,1,Good,Good,0
10729,Byangum,10727,Byangum,1,Good,Good,0
10730,Bylong,10728,Bylong,1,Good,Good,0
10731,Byng,10729,Byng,1,Good,Good,0
10732,Byrock,10730,Byrock,1,Good,Good,0
10733,Byron Bay,10731,Byron Bay,1,Good,Good,0
10734,Byrrill Creek,10732,Byrrill Creek,1,Good,Good,0
10735,Bywong,10733,Bywong,1,Good,Good,0
10736,Cabarita (NSW),10734,Cabarita (NSW),1,Good,Good,0
10737,Cabarita Beach,10735,Cabarita Beach,1,Good,Good,0
10738,Cabbage Tree Island (Ballina - NSW),10736,Cabbage Tree Island (Ballina - NSW),1,Good,Good,0
10739,Cabbage Tree Island (Mid-Coast - NSW),10737,Cabbage Tree Island (Mid-Coast - NSW),1,Good,Good,0
10740,Cabramatta,10738,Cabramatta,1,Good,Good,0
10741,Cabramatta West,10739,Cabramatta West,1,Good,Good,0
10742,Cabramurra,10740,Cabramurra,1,Good,Good,0
10743,Caddens,10741,Caddens,0.9625656,Good,Good,0
10743,Caddens,12171,Kingswood (Penrith - NSW),0.0374344,Good,Good,0
10744,Cadgee (NSW),10742,Cadgee (NSW),1,Good,Good,0
10745,Cadia,10743,Cadia,1,Good,Good,0
10746,Caffreys Flat,10745,Caffreys Flat,1,Good,Good,0
10747,Cairncross,10746,Cairncross,1,Good,Good,0
10748,Calala,10747,Calala,1,Good,Good,0
10749,Calamia,10748,Calamia,1,Good,Good,0
10750,Calderwood,10749,Calderwood,1,Good,Good,0
10751,Caldwell,10750,Caldwell,1,Good,Good,0
10752,Calga,10751,Calga,1,Good,Good,0
10753,Califat,10752,Califat,1,Good,Good,0
10754,Calimo,10753,Calimo,1,Good,Good,0
10755,Callaghan,10754,Callaghan,1,Good,Good,0
10756,Callaghans Creek,10755,Callaghans Creek,1,Good,Good,0
10757,Callala Bay,10756,Callala Bay,1,Good,Good,0
10758,Callala Beach,10757,Callala Beach,1,Good,Good,0
10759,Calliope (NSW),10758,Calliope (NSW),1,Good,Good,0
10760,Caloola,10759,Caloola,1,Good,Good,0
10761,Cambalong,10760,Cambalong,1,Good,Good,0
10762,Camberwell (NSW),10761,Camberwell (NSW),1,Good,Good,0
10763,Cambewarra,10762,Cambewarra,1,Good,Good,0
10764,Cambewarra Village,10763,Cambewarra Village,1,Good,Good,0
10765,Camboon (NSW),10764,Camboon (NSW),1,Good,Good,0
10766,Cambra,10765,Cambra,1,Good,Good,0
10767,Cambridge Gardens,10766,Cambridge Gardens,1,Good,Good,0
10768,Cambridge Park,10767,Cambridge Park,1,Good,Good,0
10769,Cambridge Plateau,10768,Cambridge Plateau,1,Good,Good,0
10770,Camden,10769,Camden,1,Good,Good,0
10771,Camden Head,10770,Camden Head,1,Good,Good,0
10772,Camden Park (NSW),10771,Camden Park (NSW),1,Good,Good,0
10773,Camden South,10772,Camden South,1,Good,Good,0
10774,Camellia,10773,Camellia,1,Good,Good,0
10775,Cameron Park,10774,Cameron Park,1,Good,Good,0
10776,Camerons Creek,10775,Camerons Creek,1,Good,Good,0
10777,Camira (NSW),10776,Camira (NSW),1,Good,Good,0
10778,Cammeray,10777,Cammeray,1,Good,Good,0
10779,Camp Creek (NSW),10778,Camp Creek (NSW),1,Good,Good,0
10780,Campbelltown (NSW),10779,Campbelltown (NSW),0.9999992,Good,Good,0
10780,Campbelltown (NSW),14396,Woodbine (NSW),8.00E-07,Good,Good,1
10781,Camperdown (NSW),10780,Camperdown (NSW),0.9882767,Good,Good,0
10781,Camperdown (NSW),12969,Newtown (NSW),0.0117233,Good,Good,0
10782,Campsie,10781,Campsie,1,Good,Good,0
10783,Campvale,10782,Campvale,0,Poor,Good,1
10783,Campvale,12564,Medowie,1,Good,Good,0
10784,Cams Wharf,10783,Cams Wharf,1,Good,Good,0
10785,Canada Bay,10784,Canada Bay,1,Good,Good,0
10786,Canadian Lead,10785,Canadian Lead,1,Good,Good,0
10787,Canbelego,10786,Canbelego,1,Good,Good,0
10788,Candelo,10787,Candelo,1,Good,Good,0
10789,Cangai,10788,Cangai,1,Good,Good,0
10790,Caniaba,10789,Caniaba,1,Good,Good,0
10791,Canley Heights,10790,Canley Heights,1,Good,Good,0
10792,Canley Vale,10791,Canley Vale,1,Good,Good,0
10793,Canobolas,10792,Canobolas,1,Good,Good,0
10794,Canoelands,10793,Canoelands,1,Good,Good,0
10795,Canonba,10794,Canonba,1,Good,Good,0
10796,Canowindra,10795,Canowindra,1,Good,Good,0
10797,Canterbury (NSW),10796,Canterbury (NSW),1,Good,Good,0
10798,Canton Beach,10797,Canton Beach,1,Good,Good,0
10799,Canyonleigh,10798,Canyonleigh,1,Good,Good,0
10800,Caparra,10799,Caparra,1,Good,Good,0
10801,Capeen Creek,10800,Capeen Creek,1,Good,Good,0
10802,Capertee,10801,Capertee,1,Good,Good,0
10803,Capoompeta,10802,Capoompeta,1,Good,Good,0
10804,Captains Flat,10803,Captains Flat,1,Good,Good,0
10805,Carabost,10804,Carabost,1,Good,Good,0
10806,Caragabal,10805,Caragabal,1,Good,Good,0
10807,Carcalgong,10806,Carcalgong,1,Good,Good,0
10808,Carcoar,10807,Carcoar,1,Good,Good,0
10809,Cardiff (NSW),10808,Cardiff (NSW),1,Good,Good,0
10810,Cardiff Heights,10809,Cardiff Heights,0.9460019,Good,Good,0
10810,Cardiff Heights,12952,New Lambton Heights,0.0539981,Good,Good,0
10811,Cardiff South,10810,Cardiff South,1,Good,Good,0
10812,Carey Bay,10811,Carey Bay,1,Good,Good,0
10813,Cargo,10812,Cargo,1,Good,Good,0
10814,Carinda,10813,Carinda,1,Good,Good,0
10815,Caringbah,10814,Caringbah,0.9892444,Good,Good,0
10815,Caringbah,12656,Miranda (NSW),0.0107556,Good,Good,0
10816,Caringbah South,10815,Caringbah South,1,Good,Good,0
10817,Carlaminda,10816,Carlaminda,1,Good,Good,0
10818,Carlingford,10817,Carlingford,1,Good,Good,0
10819,Carlton (NSW),10333,Bexley,0.0178694,Good,Good,0
10819,Carlton (NSW),10818,Carlton (NSW),0.9821306,Good,Good,0
10820,Carnes Hill,10819,Carnes Hill,1,Good,Good,0
10821,Carnham,10820,Carnham,1,Good,Good,0
10822,Carool,10821,Carool,1,Good,Good,0
10823,Caroona,10822,Caroona,1,Good,Good,0
10824,Carrabolla,10823,Carrabolla,1,Good,Good,0
10825,Carrai,10824,Carrai,1,Good,Good,0
10826,Carramar (NSW),10825,Carramar (NSW),1,Good,Good,0
10827,Carrathool,10826,Carrathool,1,Good,Good,0
10828,Carrick (NSW),10827,Carrick (NSW),1,Good,Good,0
10829,Carrington (Mid-Coast - NSW),10828,Carrington (Mid-Coast - NSW),1,Good,Good,0
10830,Carrington (Newcastle - NSW),10829,Carrington (Newcastle - NSW),1,Good,Good,0
10831,Carrington Falls,10830,Carrington Falls,1,Good,Good,0
10832,Carroll,10831,Carroll,1,Good,Good,0
10833,Carrowbrook,10832,Carrowbrook,1,Good,Good,0
10834,Carrs Creek,10833,Carrs Creek,1,Good,Good,0
10835,Carrs Island,10834,Carrs Island,1,Good,Good,0
10836,Carrs Peninsula,10835,Carrs Peninsula,1,Good,Good,0
10837,Carss Park,10836,Carss Park,1,Good,Good,0
10838,Cartwright,10837,Cartwright,1,Good,Good,0
10839,Cartwrights Hill,10838,Cartwrights Hill,1,Good,Good,0
10840,Carwell,10839,Carwell,1,Good,Good,0
10841,Carwoola,10840,Carwoola,1,Good,Good,0
10842,Cascade (NSW),10841,Cascade (NSW),1,Good,Good,0
10843,Casino,10842,Casino,1,Good,Good,0
10844,Cassilis (NSW),10843,Cassilis (NSW),1,Good,Good,0
10845,Castle Cove,10844,Castle Cove,1,Good,Good,0
10846,Castle Doyle,10845,Castle Doyle,1,Good,Good,0
10847,Castle Hill (NSW),10846,Castle Hill (NSW),1,Good,Good,0
10848,Castle Rock,10847,Castle Rock,1,Good,Good,0
10849,Castlecrag,10848,Castlecrag,1,Good,Good,0
10850,Castlereagh,10849,Castlereagh,1,Good,Good,0
10851,Casuarina (NSW),10850,Casuarina (NSW),1,Good,Good,0
10852,Casula,10851,Casula,1,Good,Good,0
10853,Catalina,10852,Catalina,1,Good,Good,0
