UCL_CODE_2016,UCL_NAME_2016,UCL_CODE_2021,UCL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
122003,Agnes Banks (L),122003,Agnes Banks (L),1,Good,Good,0
122004,Angourie (L),122004,Angourie (L),1,Good,Good,0
122005,Ardlethan (L),122005,Ardlethan (L),1,Good,Good,0
122006,Ariah Park (L),122006,Ariah Park (L),1,Good,Good,0
122007,Ashford (L),122007,Ashford (L),1,Good,Good,0
122008,Ashley (L),122008,Ashley (L),1,Good,Good,0
122009,Attunga (L),122009,Attunga (L),1,Good,Good,0
122010,Awaba (L),122010,Awaba (L),1,Good,Good,0
122011,Balmoral (L),122011,Balmoral (L),1,Good,Good,0
122012,Barellan (L),122012,Barellan (L),1,Good,Good,0
122013,Barmedman (L),122013,Barmedman (L),1,Good,Good,0
122014,Beelbangera (L),112010,Griffith,1,Good,Good,0
122015,Bemboka (L),122014,Bemboka (L),1,Good,Good,0
122016,Berrima (L),122015,Berrima (L),1,Good,Good,0
122017,Bilbul (L),122016,Bilbul (L),1,Good,Good,0
122018,Binalong (L),122017,Binalong (L),1,Good,Good,0
122019,Binnaway (L),122018,Binnaway (L),1,Good,Good,0
122020,Bodalla (L),122019,Bodalla (L),1,Good,Good,0
122021,Bonalbo (L),122020,Bonalbo (L),1,Good,Good,0
122022,Bonny Hills - West (L),122021,Bonny Hills - West (L),1,Good,Good,0
122023,Bonville - East (L),122022,Bonville - East (L),1,Good,Good,0
122024,Bonville (L),122023,Bonville (L),1,Good,Good,0
122025,Boomerang Beach - Blueys Beach (L),121010,Boomerang Beach - Blueys Beach (L),1,Good,Good,0
122026,Bowning (L),122024,Bowning (L),1,Good,Good,0
122027,Broadwater (L),121014,Broadwater (L),1,Good,Good,0
122028,Broke (L),122026,Broke (L),1,Good,Good,0
122029,Brooms Head (L),122027,Brooms Head (L),1,Good,Good,0
122030,Bundarra (L),122028,Bundarra (L),1,Good,Good,0
122031,Burrawang (L),122029,Burrawang (L),1,Good,Good,0
122032,Candelo (L),122030,Candelo (L),1,Good,Good,0
122033,Caniaba (L),122031,Caniaba (L),1,Good,Good,0
122034,Captains Flat (L),122032,Captains Flat (L),1,Good,Good,0
122035,Carcoar (L),131001,Remainder of State/Territory (NSW),1,Good,Good,0
122036,Cargo (L),122033,Cargo (L),1,Good,Good,0
122037,Clarenza (L),122034,Clarenza (L),1,Good,Good,0
122038,Cobargo (L),122035,Cobargo (L),1,Good,Good,0
122039,Collarenebri (L),122036,Collarenebri (L),1,Good,Good,0
122040,Conjola Park (L),122038,Conjola Park (L),1,Good,Good,0
122041,Coopernook (L),122039,Coopernook (L),1,Good,Good,0
122042,Coramba (L),122041,Coramba (L),1,Good,Good,0
122043,Couridjah (L),122042,Couridjah (L),1,Good,Good,0
122044,Cudal (L),122043,Cudal (L),1,Good,Good,0
122045,Cullen Bullen (L),122044,Cullen Bullen (L),1,Good,Good,0
122046,Cumnock (L),122045,Cumnock (L),1,Good,Good,0
122047,Currarong (L),122046,Currarong (L),1,Good,Good,0
122048,Dangar Island (L),122047,Dangar Island (L),1,Good,Good,0
122049,Deepwater (L),122049,Deepwater (L),1,Good,Good,0
122050,Delegate (L),122050,Delegate (L),1,Good,Good,0
122051,Delungra (L),122051,Delungra (L),1,Good,Good,0
122052,Dunoon (L),121033,Dunoon (L),1,Good,Good,0
122053,Elizabeth Beach (L),122052,Elizabeth Beach (L),1,Good,Good,0
122054,Emmaville (L),122053,Emmaville (L),1,Good,Good,0
122055,Exeter (L) (NSW),122055,Exeter (L) (NSW),1,Good,Good,0
122056,Fairy Hill (L),122056,Fairy Hill (L),1,Good,Good,0
122057,Falls Creek (L) (NSW),122057,Falls Creek (L) (NSW),1,Good,Good,0
122058,Fishermans Paradise (L),122058,Fishermans Paradise (L),1,Good,Good,0
122059,Geurie (L),122059,Geurie (L),1,Good,Good,0
122060,Gilgai (L),122060,Gilgai (L),1,Good,Good,0
122061,Glenreagh (L),121044,Glenreagh (L),1,Good,Good,0
122062,Goodooga (L),122061,Goodooga (L),1,Acceptable,Good,0
122063,Goolgowi (L),122062,Goolgowi (L),1,Good,Good,0
122064,Gresford (L),122063,Gresford (L),1,Good,Good,0
122065,Gulargambone (L),122064,Gulargambone (L),1,Good,Good,0
122066,Gundaroo (L),121046,Gundaroo (L),1,Good,Good,0
122067,Hallidays Point - West (L),121048,Hallidays Point - West (L),1,Good,Good,0
122068,Hat Head (L),122065,Hat Head (L),1,Good,Good,0
122069,Hinton (L),122066,Hinton (L),1,Good,Good,0
122070,Hyland Park (L),122067,Hyland Park (L),1,Good,Good,0
122071,Ivanhoe (L),122068,Ivanhoe (L),1,Good,Good,0
122072,Kangaroo Valley (L),122069,Kangaroo Valley (L),1,Good,Good,0
122073,Kenthurst (L),122070,Kenthurst (L),1,Good,Good,0
122074,Khancoban (L),122072,Khancoban (L),1,Good,Good,0
122075,Kioloa (L),122073,Kioloa (L),1,Good,Good,0
122076,Kitchener (L),121061,Kitchener (L),1,Good,Good,0
122077,Koorawatha (L),122074,Koorawatha (L),1,Good,Good,0
122078,Kurmond (L),122075,Kurmond (L),1,Good,Good,0
122079,Ladysmith (L),122076,Ladysmith (L),1,Good,Good,0
122080,Lake Conjola (L),121063,Lake Conjola (L),1,Good,Good,0
122081,Lakewood Estate (L),131001,Remainder of State/Territory (NSW),1,Good,Good,0
122082,Lansdowne (L),122077,Lansdowne (L),1,Good,Good,0
122083,Lennox Head - West (L),122078,Lennox Head - West (L),1,Good,Good,0
122084,Linden (L),122079,Linden (L),1,Good,Good,0
122085,Lochinvar (L),121066,Lochinvar (L),1,Good,Good,0
122086,Lord Howe Island (L),131001,Remainder of State/Territory (NSW),1,Good,Good,0
122087,Luddenham (L),122080,Luddenham (L),1,Good,Good,0
122088,Lyndhurst (L),122081,Lyndhurst (L),1,Good,Good,0
122089,Maloneys Beach (L),121068,Long Beach - Maloneys Beach (L),1,Good,Good,0
122090,Manildra (L),121071,Manildra (L),1,Good,Good,0
122091,Manning Point (L),122082,Manning Point (L),1,Good,Good,0
122092,Marrangaroo (L),122083,Marrangaroo (L),1,Good,Good,0
122093,Menangle Park (L),122084,Menangle Park (L),1,Good,Good,0
122094,Mendooran (L),122085,Mendooran (L),1,Good,Good,0
122095,Menindee (L),122086,Menindee (L),1,Good,Good,0
122096,Minnie Water (L),122087,Minnie Water (L),1,Good,Good,0
122097,Mogo (L),122088,Mogo (L),1,Good,Good,0
122098,Moonbi (L),122089,Moonbi (L),1,Good,Good,0
122099,Mooney Mooney (L),122090,Mooney Mooney (L),1,Good,Good,0
122100,Moulamein (L),122091,Moulamein (L),1,Good,Good,0
122101,Mulbring (L),122092,Mulbring (L),1,Good,Good,0
122102,Mungindi (NSW Part) (L),122093,Mungindi (L),1,Good,Good,0
122103,Mylestom (L),122094,Mylestom (L),1,Good,Good,0
122104,Nana Glen (L),122095,Nana Glen (L),1,Good,Good,0
122105,Nelligen (L),122096,Nelligen (L),1,Good,Good,0
122106,Nemingha (L),122097,Nemingha (L),1,Good,Good,0
122107,Nimbin (L),122098,Nimbin (L),1,Good,Good,0
122108,Nimmitabel (L),122099,Nimmitabel (L),1,Good,Good,0
122109,North Arm Cove (L),122100,North Arm Cove (L),1,Good,Good,0
122110,North Shore (L),122101,North Shore (L),1,Good,Good,0
122111,Nundle (L),122102,Nundle (L),1,Good,Good,0
122112,Oaklands (L),122103,Oaklands (L),1,Good,Good,0
122113,Orchard Hills (L),122104,Orchard Hills (L),1,Good,Good,0
122114,Otford (L),122105,Otford (L),1,Good,Good,0
122115,Pallamallawa (L),122106,Pallamallawa (L),1,Good,Good,0
122116,Paterson (L),122107,Paterson (L),1,Good,Good,0
122117,Patonga (L),122108,Patonga (L),1,Good,Good,0
122118,Perisher Village (L),122109,Perisher Village (L),1,Good,Good,0
122119,Perthville (L),122110,Perthville (L),1,Good,Good,0
122120,Picton - West (L),122111,Picton - West (L),1,Good,Good,0
122121,Pindimar (L),122112,Pindimar (L),1,Good,Good,0
122122,Rainbow Flat (L),122113,Rainbow Flat (L),1,Good,Good,0
122123,Red Rock (L),122114,Red Rock (L),1,Good,Good,0
122124,Riverside (L),122115,Riverside (L),1,Good,Good,0
122125,San Isidore (L),131001,Remainder of State/Territory (NSW),1,Good,Good,0
122126,Seaham (L),122117,Seaham (L),1,Good,Good,0
122127,Seahampton (L),122118,Seahampton (L),1,Good,Good,0
122128,South Durras (L),122119,South Durras (L),1,Good,Good,0
122129,South Pambula (L),122120,South Pambula (L),1,Good,Good,0
122130,Spring Hill (L),122121,Spring Hill (L),1,Good,Good,0
122131,Stanwell Tops (L),122122,Stanwell Tops (L),1,Good,Good,0
122132,Stockinbingal (L),122123,Stockinbingal (L),1,Good,Good,0
122133,Sutton (L),122124,Sutton (L),1,Good,Good,0
122134,Talbingo (L),122125,Talbingo (L),1,Good,Good,0
122135,Tapitallee (L),122126,Tapitallee (L),1,Acceptable,Good,0
122136,Taralga (L),122127,Taralga (L),1,Good,Good,0
122137,Tarcutta (L),122128,Tarcutta (L),1,Good,Good,0
122138,Tarraganda (L),122129,Tarraganda (L),1,Good,Good,0
122139,Telegraph Point (L),122130,Telegraph Point (L),1,Good,Good,0
122140,Thredbo Village (L),122131,Thredbo Village (L),1,Good,Good,0
122141,Tingha (L),122132,Tingha (L),1,Good,Good,0
122142,Tomago (L),122133,Tomago (L),1,Good,Good,0
122143,Tomerong (L),122134,Tomerong (L),1,Good,Good,0
122144,Tooleybuc (L),122135,Tooleybuc (L),1,Good,Good,0
122145,Toomelah (L),122136,Toomelah (L),1,Good,Good,0
122146,Tottenham (L),122137,Tottenham (L),1,Good,Good,0
122147,Trundle (L),122138,Trundle (L),1,Good,Good,0
122148,Tucabia (L),122139,Tucabia (L),1,Good,Good,0
122149,Tullamore (L),122140,Tullamore (L),1,Good,Good,0
122150,Tumbulgum (L),122141,Tumbulgum (L),1,Good,Good,0
122151,Tyalgum (L),122142,Tyalgum (L),1,Good,Good,0
122152,Uki (L),122143,Uki (L),1,Good,Good,0
122153,Ulmarra (L),122144,Ulmarra (L),1,Good,Good,0
122154,Ungarie (L),122145,Ungarie (L),1,Good,Good,0
122155,Urana (L),122146,Urana (L),1,Good,Good,0
122156,Urbenville (L),122147,Urbenville (L),1,Good,Good,0
122157,Wallabadah (L),122148,Wallabadah (L),1,Good,Good,0
122158,Waterfall (L),121118,Waterfall (L),1,Good,Good,0
122159,Whitton (L),122149,Whitton (L),1,Good,Good,0
122160,Wingello (L),121121,Wingello (L),1,Good,Good,0
122161,Wolumla (L),122150,Wolumla (L),1,Good,Good,0
122162,Woodenbong (L),122151,Woodenbong (L),1,Good,Good,0
122163,Woodstock (L),122152,Woodstock (L),1,Good,Good,0
122164,Wooli (L),121124,Wooli (L),1,Good,Good,0
122165,Woollamia (L),122153,Woollamia (L),1,Good,Good,0
122166,Wooloweyah (L),122154,Wooloweyah (L),1,Good,Good,0
122167,Yarramundi (L),122157,Yarramundi (L),1,Good,Good,0
122168,Yeoval (L),122158,Yeoval (L),1,Good,Good,0
131777,Remainder of State/Territory (NSW),114018,Merimbula,1.00E-07,Good,Good,1
131777,Remainder of State/Territory (NSW),121076,Millfield (L),3.50E-06,Good,Good,1
131777,Remainder of State/Territory (NSW),112007,Echuca - Moama (Moama Part),4.00E-06,Good,Good,1
131777,Remainder of State/Territory (NSW),121053,Jerilderie (L),4.10E-06,Good,Good,1
131777,Remainder of State/Territory (NSW),114023,Narrabri,4.30E-06,Good,Good,1
131777,Remainder of State/Territory (NSW),112014,Morisset - Cooranbong,4.40E-06,Good,Good,1
131777,Remainder of State/Territory (NSW),115028,Broulee - Mossy Point,4.60E-06,Good,Good,1
131777,Remainder of State/Territory (NSW),112017,Port Macquarie,5.40E-06,Good,Good,1
131777,Remainder of State/Territory (NSW),115099,Macksville,6.40E-06,Good,Good,1
131777,Remainder of State/Territory (NSW),115120,Pitt Town,7.20E-06,Good,Good,1
131777,Remainder of State/Territory (NSW),115090,Kandos,7.30E-06,Good,Good,1
131777,Remainder of State/Territory (NSW),121047,Gunning (L),7.70E-06,Good,Good,1
131777,Remainder of State/Territory (NSW),115085,Jamberoo,1.06E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),121027,Cudgen (L),1.06E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),114012,Googong,1.31E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),121069,Louth Park (L),1.58E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),114029,Silverdale - Warragamba,1.92E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),114004,Cooma,2.17E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),122124,Sutton (L),2.36E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),112013,Mildura - Buronga (Buronga Part),2.75E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),121061,Kitchener (L),2.76E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),114024,Parkes,2.90E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),113007,Kiama,3.38E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),115116,Old Bar,3.84E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),121033,Dunoon (L),3.88E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),114017,Lennox Head,4.28E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),115033,Bungendore,4.43E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),115108,Murrumbateman,4.71E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),122061,Goodooga (L),4.71E-05,Acceptable,Good,1
131777,Remainder of State/Territory (NSW),114016,Leeton,5.30E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),122098,Nimbin (L),6.60E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),115006,Bangalow,7.80E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),121030,Darlington Point (L),8.87E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),115104,Milton,9.12E-05,Good,Good,1
131777,Remainder of State/Territory (NSW),122126,Tapitallee (L),9.63E-05,Acceptable,Good,1
131777,Remainder of State/Territory (NSW),115088,Junction Hill,0.0001146,Good,Good,1
131777,Remainder of State/Territory (NSW),115112,North Rothbury,0.00016,Acceptable,Good,1
131777,Remainder of State/Territory (NSW),114037,Yass,0.0001641,Good,Good,1
131777,Remainder of State/Territory (NSW),115136,The Oaks,0.0001663,Good,Good,1
131777,Remainder of State/Territory (NSW),115132,Tathra,0.0002028,Good,Good,1
131777,Remainder of State/Territory (NSW),115107,Mullumbimby,0.000209,Acceptable,Good,1
131777,Remainder of State/Territory (NSW),114025,Pottsville,0.0002136,Good,Good,1
131777,Remainder of State/Territory (NSW),114020,Moss Vale,0.0002263,Good,Good,1
131777,Remainder of State/Territory (NSW),102005,Wollongong,0.0002303,Good,Good,1
131777,Remainder of State/Territory (NSW),115052,Denman,0.0002389,Good,Good,1
131777,Remainder of State/Territory (NSW),112016,Orange,0.0002444,Good,Good,1
131777,Remainder of State/Territory (NSW),115137,Thirlmere,0.0002641,Good,Good,1
131777,Remainder of State/Territory (NSW),115086,Jindabyne,0.0002772,Good,Good,1
131777,Remainder of State/Territory (NSW),111003,Maitland (NSW),0.000315,Good,Good,1
131777,Remainder of State/Territory (NSW),115124,Sandy Beach - Emerald Beach,0.0003306,Good,Good,1
131777,Remainder of State/Territory (NSW),115129,Stanwell Park,0.0003387,Acceptable,Good,1
131777,Remainder of State/Territory (NSW),115133,Tea Gardens,0.0003512,Good,Good,1
131777,Remainder of State/Territory (NSW),122071,Kew (L),0.0003525,Poor,Good,1
131777,Remainder of State/Territory (NSW),114034,Wauchope,0.000353,Good,Good,1
131777,Remainder of State/Territory (NSW),122040,Copmanhurst (L),0.0003766,Poor,Good,1
131777,Remainder of State/Territory (NSW),122037,Collector (L),0.000382,Poor,Good,1
131777,Remainder of State/Territory (NSW),112010,Griffith,0.0004037,Good,Good,1
131777,Remainder of State/Territory (NSW),122025,Bredbo (L),0.0004092,Poor,Good,1
131777,Remainder of State/Territory (NSW),114026,Richmond North,0.0004316,Good,Good,1
131777,Remainder of State/Territory (NSW),102004,Newcastle,0.0004327,Good,Good,1
131777,Remainder of State/Territory (NSW),113011,Muswellbrook,0.0004834,Good,Good,1
131777,Remainder of State/Territory (NSW),112011,Kurri Kurri,0.000487,Good,Good,1
131777,Remainder of State/Territory (NSW),112002,Bathurst,0.0004902,Good,Good,1
131777,Remainder of State/Territory (NSW),122116,Rosedale - Guerilla Bay (L),0.0004964,Poor,Good,1
131777,Remainder of State/Territory (NSW),115096,Lake Cathie,0.0006246,Acceptable,Good,1
131777,Remainder of State/Territory (NSW),115050,Cumbalum,0.0006663,Poor,Good,1
131777,Remainder of State/Territory (NSW),112001,Armidale,0.0006825,Good,Good,1
131777,Remainder of State/Territory (NSW),114038,Young,0.0006825,Good,Good,1
131777,Remainder of State/Territory (NSW),115138,Thrumster,0.0006885,Poor,Good,1
131777,Remainder of State/Territory (NSW),114009,Estella,0.000724,Acceptable,Good,1
131777,Remainder of State/Territory (NSW),115162,Wollongbar,0.0007839,Acceptable,Good,1
131777,Remainder of State/Territory (NSW),113014,Singleton,0.0008063,Good,Good,1
131777,Remainder of State/Territory (NSW),115035,Calala,0.000836,Acceptable,Good,1
131777,Remainder of State/Territory (NSW),113001,Ballina,0.0009179,Good,Good,1
131777,Remainder of State/Territory (NSW),115147,Vincentia West,0.0010555,Poor,Good,1
131777,Remainder of State/Territory (NSW),115003,Appin,0.0015731,Poor,Good,1
131777,Remainder of State/Territory (NSW),115160,Wilton,0.0017307,Poor,Good,1
131777,Remainder of State/Territory (NSW),111001,Albury - Wodonga (Albury Part),0.0019371,Good,Good,1
131777,Remainder of State/Territory (NSW),101001,Sydney,0.0056021,Good,Good,1
131777,Remainder of State/Territory (NSW),131001,Remainder of State/Territory (NSW),0.9705205,Good,Good,0
179997,Migratory - Offshore - Shipping (NSW),179997,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
199994,No usual address (NSW),199994,No usual address (NSW),1,Good,Good,0
201001,Melbourne,231001,Remainder of State/Territory (Vic.),4.18E-05,Good,Good,1
201001,Melbourne,201001,Melbourne,0.9999582,Good,Good,0
203001,Geelong,231001,Remainder of State/Territory (Vic.),0.0006826,Good,Good,1
203001,Geelong,203003,Geelong,0.9993174,Good,Good,0
211001,Albury - Wodonga (Wodonga Part),211001,Albury - Wodonga (Wodonga Part),1,Good,Good,0
211002,Ballarat,221016,Cardigan Village (L),0.0010444,Acceptable,Good,1
211002,Ballarat,231001,Remainder of State/Territory (Vic.),0.0025989,Good,Good,1
211002,Ballarat,203001,Ballarat,0.9963566,Good,Good,0
211003,Bendigo,231001,Remainder of State/Territory (Vic.),6.00E-07,Good,Good,1
211003,Bendigo,203002,Bendigo,0.9999994,Good,Good,0
211004,Melton,231001,Remainder of State/Territory (Vic.),0.0027379,Good,Good,1
211004,Melton,211002,Melton,0.9972621,Good,Good,0
212001,Mildura - Buronga (Mildura Part),212003,Mildura - Buronga (Mildura Part),1,Good,Good,0
212002,Shepparton - Mooroopna,231001,Remainder of State/Territory (Vic.),0.005743,Good,Good,1
212002,Shepparton - Mooroopna,212005,Shepparton - Mooroopna,0.994257,Good,Good,0
212003,Sunbury,212006,Sunbury,1,Good,Good,0
212004,Traralgon,231001,Remainder of State/Territory (Vic.),0.0013764,Good,Good,1
212004,Traralgon,212008,Traralgon,0.9986236,Good,Good,0
212005,Warrnambool,212009,Warrnambool,1,Good,Good,0
213001,Bacchus Marsh,212001,Bacchus Marsh,1,Good,Good,0
213002,Bairnsdale,213001,Bairnsdale,1,Good,Good,0
213003,Colac,213003,Colac,1,Good,Good,0
213004,Drouin,213004,Drouin,1,Good,Good,0
213005,Drysdale - Clifton Springs,213005,Drysdale - Clifton Springs,1,Good,Good,0
213006,Echuca - Moama (Echuca Part),212002,Echuca - Moama (Echuca Part),1,Good,Good,0
213007,Horsham,213007,Horsham,1,Good,Good,0
213008,Lara,213008,Lara,1,Good,Good,0
213009,Leopold,213009,Leopold,1,Good,Good,0
213010,Moe - Newborough,213010,Moe - Newborough,1,Good,Good,0
213011,Morwell,213011,Morwell,1,Good,Good,0
213012,Ocean Grove - Barwon Heads,231001,Remainder of State/Territory (Vic.),0.0105408,Good,Good,0
213012,Ocean Grove - Barwon Heads,212004,Ocean Grove - Barwon Heads,0.9894592,Good,Good,0
213013,Portland (Vic.),213012,Portland (Vic.),1,Good,Good,0
213014,Sale,213013,Sale,1,Good,Good,0
213015,Swan Hill,213014,Swan Hill,1,Good,Good,0
213016,Torquay - Jan Juc,212007,Torquay - Jan Juc,1,Good,Good,0
213017,Wangaratta,213016,Wangaratta,1,Good,Good,0
213018,Warragul,213017,Warragul,1,Good,Good,0
214001,Ararat,214001,Ararat,1,Good,Good,0
214002,Benalla,214003,Benalla,1,Good,Good,0
214003,Castlemaine,213002,Castlemaine,1,Good,Good,0
214004,Cobram,214004,Cobram,1,Good,Good,0
214005,Corowa - Wahgunyah (Wahgunyah Part),214005,Corowa - Wahgunyah (Wahgunyah Part),1,Good,Good,0
214006,Gisborne,213006,Gisborne,1,Good,Good,0
214007,Hamilton,214008,Hamilton,1,Good,Good,0
214008,Healesville,214009,Healesville,1,Good,Good,0
214009,Inverloch,214010,Inverloch,1,Good,Good,0
214010,Kilmore,214011,Kilmore,1,Good,Good,0
214011,Kyabram,214012,Kyabram,1,Good,Good,0
214012,Lakes Entrance,214014,Lakes Entrance,1,Good,Good,0
214013,Leongatha,214015,Leongatha,1,Good,Good,0
214014,Maryborough (Vic.),214016,Maryborough (Vic.),1,Good,Good,0
214015,Portarlington - St Leonards,214018,Portarlington - St Leonards,1,Good,Good,0
214016,Seymour,214019,Seymour,1,Good,Good,0
214017,Stawell,214020,Stawell,1,Good,Good,0
214018,Wallan,213015,Wallan,1,Acceptable,Good,0
214019,Wonthaggi,214022,Wonthaggi,1,Good,Good,0
214020,Yarrawonga - Mulwala (Yarrawonga Part),213018,Yarrawonga - Mulwala (Yarrawonga Part),1,Good,Good,0
215001,Aireys Inlet - Fairhaven,215001,Aireys Inlet - Fairhaven,1,Good,Good,0
215002,Alexandra,215002,Alexandra,1,Good,Good,0
215003,Anglesea,215003,Anglesea,1,Good,Good,0
215004,Apollo Bay,215004,Apollo Bay,1,Good,Good,0
215005,Ballan,215006,Ballan,1,Good,Good,0
215006,Balnarring - Balnarring Beach,215007,Balnarring - Balnarring Beach,1,Good,Good,0
215007,Bannockburn,214002,Bannockburn,1,Good,Good,0
215008,Baranduda,215008,Baranduda,1,Good,Good,0
215009,Barham - Koondrook (Koondrook Part),215009,Barham - Koondrook (Koondrook Part),1,Good,Good,0
215010,Beaconsfield Upper,215010,Beaconsfield Upper,1,Good,Good,0
215011,Beaufort,215011,Beaufort,1,Good,Good,0
215012,Beechworth,215012,Beechworth,1,Good,Good,0
215013,Beveridge,215013,Beveridge,1,Good,Good,0
215014,Blind Bight,215014,Blind Bight,1,Good,Good,0
215015,Bright,215015,Bright,1,Good,Good,0
215016,Broadford,215016,Broadford,1,Good,Good,0
215017,Bunyip,215017,Bunyip,1,Good,Good,0
215018,Camperdown,215018,Camperdown,1,Good,Good,0
215019,Cape Woolamai,215019,Cape Woolamai,1,Good,Good,0
215020,Casterton,215020,Casterton,1,Good,Good,0
215021,Chiltern,215021,Chiltern,1,Good,Good,0
215022,Churchill,215022,Churchill,1,Good,Good,0
215023,Cobden,215023,Cobden,1,Good,Good,0
215024,Cohuna,215024,Cohuna,1,Good,Good,0
215025,Corryong,215027,Corryong,1,Good,Good,0
215026,Cowes,214006,Cowes,1,Good,Good,0
215027,Creswick,215028,Creswick,1,Good,Good,0
215028,Daylesford - Hepburn Springs,215029,Daylesford - Hepburn Springs,1,Good,Good,0
215029,Diggers Rest,214007,Diggers Rest,1,Good,Good,0
215030,Dimboola,215030,Dimboola,1,Good,Good,0
215031,Donald,215031,Donald,1,Good,Good,0
215032,Euroa,215032,Euroa,1,Good,Good,0
215033,Eynesbury,215033,Eynesbury,1,Good,Good,0
215034,Foster,215034,Foster,1,Good,Good,0
215035,Garfield,215035,Garfield,1,Good,Good,0
215036,Gembrook,215036,Gembrook,1,Good,Good,0
215037,Heathcote,215038,Heathcote,1,Good,Good,0
215038,Heyfield,215039,Heyfield,1,Good,Good,0
215039,Heywood,215040,Heywood,1,Good,Good,0
215040,Kerang,215041,Kerang,1,Good,Good,0
215041,Koo Wee Rup,215043,Koo Wee Rup,1,Acceptable,Good,0
215042,Koroit,215044,Koroit,1,Good,Good,0
215043,Korumburra,215045,Korumburra,1,Good,Good,0
215044,Kyneton,214013,Kyneton,1,Good,Good,0
215045,Lancefield,215046,Lancefield,1,Good,Good,0
215046,Lang Lang,215047,Lang Lang,1,Good,Good,0
215047,Longwarry,215048,Longwarry,1,Good,Good,0
215048,Lorne,215049,Lorne,1,Good,Good,0
215049,Macedon,215050,Macedon,1,Good,Good,0
215050,Maffra,215051,Maffra,1,Good,Good,0
215051,Maldon,215052,Maldon,1,Good,Good,0
215052,Mansfield,215053,Mansfield,1,Good,Good,0
215053,Merbein,215054,Merbein,1,Good,Good,0
215054,Millgrove,215056,Millgrove,1,Good,Good,0
215055,Mirboo North,215057,Mirboo North,1,Good,Good,0
215056,Mortlake,215058,Mortlake,1,Good,Good,0
215057,Mount Beauty - Tawonga South,215059,Mount Beauty - Tawonga,1,Good,Good,0
215058,Myrtleford,215060,Myrtleford,1,Good,Good,0
215059,Nagambie,215061,Nagambie,1,Good,Good,0
215060,Nathalia,215062,Nathalia,1,Good,Good,0
215061,Nhill,215064,Nhill,1,Good,Good,0
215062,Numurkah,215065,Numurkah,1,Good,Good,0
215063,Orbost,215066,Orbost,1,Good,Good,0
215064,Ouyen,215067,Ouyen,1,Good,Good,0
215065,Paynesville,215068,Paynesville,1,Good,Good,0
215066,Point Lonsdale - Queenscliff,214017,Point Lonsdale - Queenscliff,1,Good,Good,0
215067,Port Fairy,215069,Port Fairy,1,Good,Good,0
215068,Red Cliffs,215070,Red Cliffs,1,Good,Good,0
215069,Riddells Creek,215071,Riddells Creek,1,Good,Good,0
215070,Robinvale,215072,Robinvale,1,Good,Good,0
215071,Rochester,215073,Rochester,1,Good,Good,0
215072,Romsey,215074,Romsey,1,Good,Good,0
215073,Rosedale,215075,Rosedale,1,Good,Good,0
215074,Rutherglen,215076,Rutherglen,1,Good,Good,0
215075,San Remo,215077,San Remo,1,Good,Good,0
215076,Seville,215078,Seville,1,Good,Good,0
215077,St Arnaud,215079,St Arnaud,1,Good,Good,0
215078,Stratford,215080,Stratford,1,Good,Good,0
215079,Tatura,215081,Tatura,1,Good,Good,0
215080,Terang,215083,Terang,1,Good,Good,0
215081,Tongala,215084,Tongala,1,Good,Good,0
215082,Tooradin,215085,Tooradin,1,Good,Good,0
215083,Trafalgar,215086,Trafalgar,1,Good,Good,0
215084,Wandong - Heathcote Junction,215087,Wandong - Heathcote Junction,1,Good,Good,0
215085,Warburton,215088,Warburton (Vic.),1,Good,Good,0
215086,Warracknabeal,215089,Warracknabeal,1,Good,Good,0
215087,Whittlesea,214021,Whittlesea,1,Acceptable,Good,0
215088,Winchelsea,215090,Winchelsea,1,Good,Good,0
215089,Wonga Park,215091,Wonga Park,1,Good,Good,0
215090,Woodend,215092,Woodend,1,Good,Good,0
215091,Woori Yallock - Launching Place,215093,Woori Yallock - Launching Place,1,Good,Good,0
215092,Yallourn North,215095,Yallourn North,1,Good,Good,0
215093,Yarra Glen,215096,Yarra Glen,1,Good,Good,0
215094,Yarra Junction - Wesburn,215097,Yarra Junction - Wesburn,1,Good,Good,0
