UCL_CODE_2016,UCL_NAME_2016,UCL_CODE_2021,UCL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
315097,Walloon,315097,Walloon,1,Good,Good,0
315098,Weipa,315098,Weipa,1,Good,Good,0
315099,Westbrook,315099,Westbrook,1,Good,Good,0
315100,Willowbank,315100,Willowbank,1,Good,Good,0
315101,Withcott,315101,Withcott,1,Good,Good,0
315102,Wondai,315102,Wondai,1,Good,Good,0
315103,Wongaling Beach,315103,Wongaling Beach,1,Good,Good,0
315104,Woodford,315104,Woodford,1,Good,Good,0
315105,Woodgate,315105,Woodgate,1,Good,Good,0
315106,Wyreema,315106,Wyreema,1,Acceptable,Good,0
315107,Yandina,315107,Yandina,1,Good,Good,0
315108,Yarrabah,331001,Remainder of State/Territory (Qld),0.4406342,Good,Good,0
315108,Yarrabah,315108,Yarrabah,0.5593658,Poor,Good,0
315109,Yarrabilba,331001,Remainder of State/Territory (Qld),0.1173334,Good,Good,0
315109,Yarrabilba,313011,Yarrabilba,0.8826666,Acceptable,Good,0
315110,Yungaburra,315109,Yungaburra,1,Good,Good,0
321001,Agnes Water (L),315001,Agnes Water,1,Good,Good,0
321002,Aldershot (L),321001,Aldershot (L),1,Good,Good,0
321003,Allora (L),321002,Allora (L),1,Good,Good,0
321004,Apple Tree Creek (L),321003,Apple Tree Creek (L),1,Good,Good,0
321005,Armstrong Beach (L),321005,Armstrong Beach (L),1,Good,Good,0
321006,Babinda (L),315005,Babinda,1,Acceptable,Good,0
321007,Badu Island (L),321006,Badu Island (L),1,Good,Good,0
321008,Bakers Creek (L),321007,Bakers Creek (L),1,Good,Good,0
321009,Balgal Beach (L),321008,Balgal Beach (L),1,Good,Good,0
321010,Barcaldine (L),321009,Barcaldine (L),1,Good,Good,0
321011,Beechmont (L),331001,Remainder of State/Territory (Qld),0.1702891,Good,Good,0
321011,Beechmont (L),322011,Beechmont (L),0.8297109,Acceptable,Good,0
321012,Belvedere (L),321010,Belvedere (L),1,Good,Good,0
321013,Benaraby (L),321011,Benaraby (L),1,Good,Good,0
321014,Biggenden (L),321012,Biggenden (L),1,Good,Good,0
321015,Black Mountain (L),321013,Black Mountain (L),1,Good,Good,0
321016,Black River (L),331001,Remainder of State/Territory (Qld),0.4187385,Good,Good,0
321016,Black River (L),321014,Black River (L),0.5812615,Poor,Good,0
321017,Blackall (L),321015,Blackall (L),1,Good,Good,0
321018,Blackbutt (L),321016,Blackbutt (L),1,Good,Good,0
321019,Blue Mountain Heights (L),321017,Blue Mountain Heights (L),1,Good,Good,0
321020,Bluewater (L),321018,Bluewater (L),1,Good,Good,0
321021,Bluewater Park (L),321019,Bluewater Park (L),1,Good,Good,0
321022,Booral (L),321020,Booral (L),1,Good,Good,0
321023,Bouldercombe (L),321021,Bouldercombe (L),1,Good,Good,0
321024,Boyland (L),321022,Boyland (L),1,Good,Good,0
321025,Brandon (L),321023,Brandon (L),1,Good,Good,0
321026,Campwin Beach (L),321026,Campwin Beach (L),1,Good,Good,0
321027,Canungra (L),321027,Canungra (L),1,Good,Good,0
321028,Capella (L),321028,Capella (L),1,Good,Good,0
321029,Coochiemudlo Island (L),321029,Coochiemudlo Island (L),1,Good,Good,0
321030,Coominya (L),321030,Coominya (L),1,Good,Good,0
321031,Cooran (L),321031,Cooran (L),1,Good,Good,0
321032,Cooroibah (L),321032,Cooroibah (L),1,Good,Good,0
321033,Cooya Beach (L),321033,Cooya Beach (L),1,Poor,Good,0
321034,Cunnamulla (L),321034,Cunnamulla (L),1,Good,Good,0
321035,Curra (L),321035,Curra (L),1,Good,Good,0
321036,Deebing Heights (L),301001,Brisbane,1,Good,Good,0
321037,Delaneys Creek (L),321036,Delaneys Creek (L),1,Good,Good,0
321038,Dunwich (L),321037,Dunwich (L),1,Good,Good,0
321039,Elliott Heads (L),321038,Elliott Heads (L),1,Good,Good,0
321040,Esk (L),315033,Esk,1,Good,Good,0
321041,Eumundi (L),315034,Eumundi,1,Good,Good,0
321042,Flaxton (L),321039,Flaxton (L),1,Good,Good,0
321043,Forest Acres (L),321040,Forest Acres (L),1,Good,Good,0
321044,Gin Gin (L),321041,Gin Gin (L),1,Good,Good,0
321045,Glendale (L),331001,Remainder of State/Territory (Qld),1,Good,Good,0
321046,Glenden (L),322050,Glenden (L),1,Good,Good,0
321047,Glenore Grove (L),321042,Glenore Grove (L),1,Good,Good,0
321048,Glenview (L),302002,Sunshine Coast,0.1583442,Good,Good,0
321048,Glenview (L),321043,Glenview (L),0.3927792,Poor,Good,0
321048,Glenview (L),331001,Remainder of State/Territory (Qld),0.4488766,Good,Good,0
321049,Glenwood (L),321044,Glenwood (L),1,Good,Good,0
321050,Goldsborough (L),321045,Goldsborough (L),1,Good,Good,0
321051,Gooburrum (L),321046,Gooburrum (L),1,Good,Good,0
321052,Goombungee (L),321047,Goombungee (L),1,Good,Good,0
321053,Goomeri (L),321048,Goomeri (L),1,Good,Good,0
321054,Greenmount (L),321049,Greenmount (L),1,Good,Good,0
321055,Helidon (L),321050,Helidon (L),1,Good,Good,0
321056,Herberton (L),321051,Herberton (L),1,Good,Good,0
321057,Hope Vale (L),321052,Hope Vale (L),1,Good,Good,0
321058,Horn Island (L),321053,Horn Island (L),1,Good,Good,0
321059,Horseshoe Bay (L),321054,Horseshoe Bay (L),1,Good,Good,0
321060,Hughenden (L),321055,Hughenden (L),1,Good,Good,0
321061,Inglewood (L) (Qld),321056,Inglewood (L) (Qld),1,Good,Good,0
321062,Injinoo (L),322061,Injinoo (L),1,Good,Good,0
321063,Jandowae (L),331001,Remainder of State/Territory (Qld),0.3947926,Good,Good,0
321063,Jandowae (L),321057,Jandowae (L),0.6052074,Poor,Good,0
321064,Kalbar (L),321058,Kalbar (L),1,Good,Good,0
321065,Karumba (L),322067,Karumba (L),1,Good,Good,0
321066,Kiels Mountain (L),321059,Kiels Mountain (L),1,Good,Good,0
321067,Killarney (L),321060,Killarney (L),1,Good,Good,0
321068,Kinka Beach (L),321061,Kinka Beach (L),1,Good,Good,0
321069,Kowanyama (L),321062,Kowanyama (L),1,Good,Good,0
321070,Kureelpa (L),321063,Kureelpa (L),1,Good,Good,0
321071,Kurrimine Beach (L),321064,Kurrimine Beach (L),1,Good,Good,0
321072,Laidley Heights (L),321065,Laidley Heights (L),1,Good,Good,0
321073,Lockhart River (L),321067,Lockhart River (L),1,Good,Good,0
321074,Lower Beechmont (L),321068,Lower Beechmont (L),1,Good,Good,0
321075,Mapleton (L),321069,Mapleton (L),1,Good,Good,0
321076,Marburg (L),321070,Marburg (L),1,Good,Good,0
321077,Mareeba - South (L),321071,Mareeba - South (L),1,Good,Good,0
321078,Minden Village (L),321072,Minden Village (L),1,Good,Good,0
321079,Mirani (L),315064,Mirani,1,Acceptable,Good,0
321080,Mission Beach (L),331001,Remainder of State/Territory (Qld),0.1750523,Good,Good,0
321080,Mission Beach (L),321073,Mission Beach (L),0.8249477,Acceptable,Good,0
321081,Mitchell (L),321074,Mitchell (L),1,Good,Good,0
321082,Mundoolun (L),321075,Mundoolun (L),1,Good,Good,0
321083,Napranum (L),321076,Napranum (L),1,Good,Good,0
321084,Nebo (L),321077,Nebo (L),1,Good,Good,0
321085,Nome (L),321078,Nome (L),1,Good,Good,0
321086,Normanton (L),321079,Normanton (L),1,Good,Good,0
321087,Oakhurst (L),321080,Oakhurst (L),1,Good,Good,0
321088,Pacific Haven (L),331001,Remainder of State/Territory (Qld),1,Good,Good,0
321089,Pie Creek (L),321082,Pie Creek (L),1,Good,Good,0
321090,Plainland (L),321083,Plainland (L),1,Good,Good,0
321091,Point Lookout (L),321084,Point Lookout (L),1,Good,Good,0
321092,Pormpuraaw (L),321086,Pormpuraaw (L),1,Good,Good,0
321093,Prince Henry Heights (L),321087,Prince Henry Heights (L),1,Good,Good,0
321094,Quilpie (L),322100,Quilpie (L),1,Good,Good,0
321095,Ravenshoe (L),321088,Ravenshoe (L),1,Good,Good,0
321096,Richmond (L) (Qld),322101,Richmond (L) (Qld),1,Good,Good,0
321097,Rubyvale (L),321089,Rubyvale (L),1,Good,Good,0
321098,Samford Village (L),321090,Samford Village (L),1,Good,Good,0
321099,Sapphire (L),321091,Sapphire (L),1,Good,Good,0
321100,Sharon (L),321093,Sharon (L),1,Good,Good,0
321101,Sloping Hummock (L),321094,Sloping Hummock (L),1,Good,Good,0
321102,South Mission Beach (L),321095,South Mission Beach (L),1,Good,Good,0
321103,Springsure (L),321096,Springsure (L),1,Good,Good,0
321104,Sunshine Acres (L),321097,Sunshine Acres (L),1,Good,Good,0
321105,Tara (L),321099,Tara (L),1,Good,Good,0
321106,Taroom (L),321100,Taroom (L),1,Good,Good,0
321107,Texas (L),321101,Texas (L),1,Good,Good,0
321108,Thagoona (L),321102,Thagoona (L),1,Good,Good,0
321109,The Palms (L),321103,The Palms (L),1,Good,Good,0
321110,Tolga - West (L),321105,Tolga - West (L),1,Good,Good,0
321111,Tolga (L),321106,Tolga (L),1,Good,Good,0
321112,Toorbul (L),321107,Toorbul (L),1,Good,Good,0
321113,Wangan (L),321108,Wangan (L),1,Good,Good,0
321114,Winton (L),321109,Winton (L),1,Good,Good,0
321115,Witta (L),321110,Witta (L),1,Good,Good,0
321116,Wonga Beach (L),321111,Wonga Beach (L),1,Good,Good,0
321117,Woorabinda (L),321112,Woorabinda (L),1,Good,Good,0
321118,Yabulu (L),321113,Yabulu (L),1,Good,Good,0
321119,Yarraman (L),321114,Yarraman (L),1,Good,Good,0
322001,Alligator Creek (L),322001,Alligator Creek (L),1,Good,Good,0
322002,Alpha (L),322002,Alpha (L),1,Good,Good,0
322003,Alva Beach (L),322003,Alva Beach (L),1,Good,Good,0
322004,Amity Point (L),322004,Amity Point (L),1,Good,Good,0
322005,Aramac (L),322005,Aramac (L),1,Good,Good,0
322006,Aratula (L),321004,Aratula (L),1,Good,Good,0
322007,Arcadia Bay (L),322006,Arcadia Bay (L),1,Good,Good,0
322008,Augathella (L),322007,Augathella (L),1,Good,Good,0
322009,Baralaba (L),322009,Baralaba (L),1,Good,Good,0
322010,Bauple Forest (L),322010,Bauple Forest (L),1,Good,Good,0
322011,Beerburrum - North (L),322012,Beerburrum - North (L),1,Good,Good,0
322012,Beerburrum (L),322013,Beerburrum (L),1,Good,Good,0
322013,Bell (L),331001,Remainder of State/Territory (Qld),0.3020361,Good,Good,0
322013,Bell (L),322014,Bell (L),0.6979639,Poor,Good,0
322014,Bingil Bay (L),322015,Bingil Bay (L),1,Good,Good,0
322015,Bluff (L),322016,Bluff (L),1,Good,Good,0
322016,Boigu Island (L),322017,Boigu Island (L),1,Good,Good,0
322017,Boonooroo - Tuan (L),322018,Boonooroo - Tuan (L),1,Acceptable,Good,0
322018,Boreen Point (L),322019,Boreen Point (L),1,Good,Good,0
322019,Boulia (L),322020,Boulia (L),1,Good,Good,0
322020,Bramston Beach (L),322021,Bramston Beach (L),1,Good,Good,0
322021,Brightview (L),321024,Brightview (L),1,Good,Good,0
322022,Burketown (L),322022,Burketown (L),1,Good,Good,0
322023,Burrum Heads - East (L),321025,Burrum Heads - East (L),1,Good,Good,0
322024,Burrum Heads - South (L),322023,Burrum Heads - South (L),1,Good,Good,0
322025,Cabbage Tree Point (L),322024,Cabbage Tree Point (L),1,Good,Good,0
322026,Camooweal (L),322025,Camooweal (L),1,Good,Good,0
322027,Carmoo (L),331001,Remainder of State/Territory (Qld),1,Good,Good,0
322028,Cecil Plains (L),322026,Cecil Plains (L),1,Good,Good,0
322029,Chillagoe (L),322027,Chillagoe (L),1,Good,Good,0
322030,Coconuts (L),331001,Remainder of State/Territory (Qld),0.2330323,Good,Good,0
322030,Coconuts (L),322028,Coconuts (L),0.7669677,Acceptable,Good,0
322031,Coen (L),322029,Coen (L),1,Good,Good,0
322032,Cordalba (L),322030,Cordalba (L),1,Good,Good,0
322033,Cungulla (L),322031,Cungulla (L),1,Good,Good,0
322034,Daintree (L),322032,Daintree (L),1,Good,Good,0
322035,Dauan Island (L),322033,Dauan Island (L),1,Good,Good,0
322036,Dimbulah (L),322034,Dimbulah (L),1,Good,Good,0
322037,Dirranbandi (L),322035,Dirranbandi (L),1,Good,Good,0
322038,Donnybrook (L),322036,Donnybrook (L) (Qld),1,Good,Good,0
322039,Duaringa (L),322037,Duaringa (L),1,Good,Good,0
322040,Eidsvold (L),322038,Eidsvold (L),1,Good,Good,0
322041,El Arish (L),322039,El Arish (L),1,Good,Good,0
322042,Erakala (L),322040,Erakala (L),1,Good,Good,0
322043,Erub (Darnley) Island (L),322041,Erub (Darnley) Island (L),1,Good,Good,0
322044,Eton (L),322042,Eton (L),1,Good,Good,0
322045,Farleigh (L),322043,Farleigh (L),1,Good,Good,0
322046,Finch Hatton (L),322044,Finch Hatton (L),1,Good,Good,0
322047,Flying Fish Point (L),322045,Flying Fish Point (L),1,Good,Good,0
322048,Forest Hill (L),322046,Forest Hill (L) (Qld),1,Good,Good,0
322049,Fraser Island (L),322047,Fraser Island (L),1,Good,Good,0
322050,Georgetown (L),322048,Georgetown (L),1,Good,Good,0
322051,Giru (L),322049,Giru (L),1,Good,Good,0
322052,Gowrie Mountain (L),322051,Gowrie Mountain (L),1,Good,Good,0
322053,Grantham (L),322052,Grantham (L),1,Good,Good,0
322054,Grasstree Beach (L),322053,Grasstree Beach (L),1,Poor,Good,0
322055,Haliday Bay - Ball Bay (L),322054,Haliday Bay - Ball Bay (L),1,Good,Good,0
322056,Halifax (L),322055,Halifax (L),1,Good,Good,0
322057,Hammond Island (L),322056,Hammond Island (L),1,Good,Good,0
322058,Harrisville (L),322057,Harrisville (L),1,Good,Good,0
322059,Hideaway Bay - Dingo Beach (L),322058,Hideaway Bay - Dingo Beach (L),1,Good,Good,0
322060,Iama (Yam) Island (L),322059,Iama (Yam) Island (L),1,Good,Good,0
322061,Imbil (L),322060,Imbil (L),1,Good,Good,0
322062,Injune (L),322062,Injune (L),1,Good,Good,0
322063,Julia Creek (L),322063,Julia Creek (L),1,Good,Good,0
322064,Kalamia Estate (L),322064,Kalamia Estate (L),1,Poor,Good,0
322065,Kandanga (L),322065,Kandanga (L),1,Good,Good,0
322066,Karragarra Island (L),322066,Karragarra Island (L),1,Good,Good,0
322067,Kenilworth (L),322068,Kenilworth (L),1,Good,Good,0
322068,Keppel Sands (L),322069,Keppel Sands (L),1,Good,Good,0
322069,Kilkivan (L),322070,Kilkivan (L),1,Good,Good,0
322070,Lamb Island (L),321066,Lamb Island (L),1,Good,Good,0
322071,Laura (L) (Qld),322071,Laura (L) (Qld),1,Good,Good,0
322072,Lockrose (L),322072,Lockrose (L),1,Good,Good,0
322073,Lucinda (L),322073,Lucinda (L),1,Good,Good,0
322074,Maaroom (L),322074,Maaroom (L),1,Good,Good,0
322075,Mabuiag Island (L),322075,Mabuiag Island (L),1,Good,Good,0
322076,Mapoon (L),322076,Mapoon (L),1,Good,Good,0
322077,Mer (Murray) Island (L),322077,Mer (Murray) Island (L),1,Good,Good,0
322078,Merinda (L),322078,Merinda (L),1,Good,Good,0
322079,Meringandan (L),322079,Meringandan (L),1,Good,Good,0
322080,Midge Point (L),322080,Midge Point (L),1,Good,Good,0
322081,Millaa Millaa (L),322081,Millaa Millaa (L),1,Good,Good,0
322082,Miriam Vale (L),322082,Miriam Vale (L),1,Good,Good,0
322083,Mirriwinni (L),322083,Mirriwinni (L),1,Good,Good,0
322084,Mount Garnet (L),322084,Mount Garnet (L),1,Good,Good,0
322085,Mount Julian (L),322085,Mount Julian (L),1,Good,Good,0
322086,Mount Larcom (L),322086,Mount Larcom (L),1,Good,Good,0
322087,Mount Nebo (L),322087,Mount Nebo (L),1,Good,Good,0
322088,Mount Perry (L),322088,Mount Perry (L),1,Good,Good,0
322089,Mourilyan (L),322089,Mourilyan (L),1,Good,Good,0
322090,Murphys Creek (L),322090,Murphys Creek (L),1,Good,Good,0
322091,Nahrunda (L),322091,Nahrunda (L),1,Good,Good,0
322092,New Mapoon (L),322092,New Mapoon (L),1,Good,Good,0
322093,Newell (L),322093,Newell (L),1,Good,Good,0
322094,Oak Beach (L),322094,Oak Beach (L),1,Good,Good,0
322095,Oakwood (L),322095,Oakwood (L),1,Good,Good,0
322096,Peachester (L),321081,Peachester (L),1,Good,Good,0
322097,Peak Crossing (L),322096,Peak Crossing (L),1,Good,Good,0
322098,Picnic Bay (L),322097,Picnic Bay (L),1,Good,Good,0
322099,Placid Hills (L),322098,Placid Hills (L),1,Good,Good,0
322100,Poona (L),331001,Remainder of State/Territory (Qld),6.42E-05,Good,Good,1
322100,Poona (L),321085,Poona (L),0.9999358,Good,Good,0
322101,Proston (L),322099,Proston (L),1,Good,Good,0
322102,Saibai Island (L),322102,Saibai Island (L),1,Good,Good,0
322103,Sarina Beach (L),322103,Sarina Beach (L),1,Good,Good,0
322104,Saunders Beach (L),322104,Saunders Beach (L),1,Good,Good,0
322105,Scottville (L),322105,Scottville (L),1,Good,Good,0
322106,Seaforth (L),321092,Seaforth (L),1,Good,Good,0
322107,Seisia (L),322106,Seisia (L),1,Good,Good,0
322108,Seventeen Seventy (L),322107,Seventeen Seventy (L),1,Good,Good,0
322109,Silkwood (L),322108,Silkwood (L),1,Good,Good,0
322110,South Bingera (L),322109,South Bingera (L),1,Good,Good,0
322111,South Johnstone (L),322110,South Johnstone (L),1,Good,Good,0
322112,Southbrook (L),322111,Southbrook (L),1,Good,Good,0
322113,Springbrook (L),322112,Springbrook (L),1,Good,Good,0
322114,St Pauls (L),322113,St Pauls (L),1,Good,Good,0
322115,Surat (L),322114,Surat (L),1,Good,Good,0
322116,Tambo (L),322115,Tambo (L),1,Good,Good,0
322117,Tamborine (L),321098,Tamborine (L),1,Good,Good,0
322118,Tarzali (L),322116,Tarzali (L),1,Good,Good,0
322119,Taylors Beach (L),322117,Taylors Beach (L),1,Good,Good,0
322120,Thangool (L),322118,Thangool (L),1,Good,Good,0
322121,Thargomindah (L),322119,Thargomindah (L),1,Good,Good,0
322122,The Caves (L),331001,Remainder of State/Territory (Qld),1,Good,Good,0
322123,Theodore (L),322120,Theodore (L),1,Good,Good,0
322124,Tiaro (L),322121,Tiaro (L),1,Good,Good,0
322125,Tinaroo (L),322122,Tinaroo (L),1,Good,Good,0
322126,Toolakea (L),322123,Toolakea (L),1,Good,Good,0
322127,Toomulla (L),322124,Toomulla (L),1,Good,Good,0
322128,Torbanlea (L),322125,Torbanlea (L),1,Acceptable,Good,0
322129,Trebonne (L),322126,Trebonne (L),1,Good,Good,0
322130,Tully Heads (L),322127,Tully Heads (L),1,Good,Good,0
322131,Umagico (L),322128,Umagico (L),1,Good,Good,0
322132,Walkamin (L),331001,Remainder of State/Territory (Qld),0.2336712,Good,Good,0
322132,Walkamin (L),322129,Walkamin (L),0.7663288,Acceptable,Good,0
322133,Wallangarra (L),331001,Remainder of State/Territory (Qld),0.18789,Good,Good,0
322133,Wallangarra (L),322130,Wallangarra (L),0.81211,Acceptable,Good,0
322134,Walligan (L),331001,Remainder of State/Territory (Qld),1,Good,Good,0
322135,Wallumbilla (L),322131,Wallumbilla (L),1,Good,Good,0
322136,Wandoan (L),322132,Wandoan (L),1,Good,Good,0
322137,Warraber Island (L),322133,Warraber Island (L),1,Good,Good,0
322138,Willows Gemfields (L),322134,Willows Gemfields (L),1,Good,Good,0
322139,Wujal Wujal (L),322135,Wujal Wujal (L),1,Good,Good,0
322140,Wurdong Heights (L),322136,Wurdong Heights (L),1,Good,Good,0
322141,Yangan (L),322137,Yangan (L),1,Good,Good,0
322142,Yelarbon (L),322138,Yelarbon (L),1,Good,Good,0
322143,Yorke Island (L),322139,Yorke Island (L),1,Good,Good,0
331777,Remainder of State/Territory (Qld),315102,Wondai,3.90E-06,Good,Good,1
331777,Remainder of State/Territory (Qld),321077,Nebo (L),1.63E-05,Good,Good,1
331777,Remainder of State/Territory (Qld),322132,Wandoan (L),1.63E-05,Good,Good,1
331777,Remainder of State/Territory (Qld),315097,Walloon,4.43E-05,Good,Good,1
331777,Remainder of State/Territory (Qld),315059,Meridan Plains,9.86E-05,Good,Good,1
331777,Remainder of State/Territory (Qld),314010,Gatton,9.90E-05,Good,Good,1
331777,Remainder of State/Territory (Qld),321106,Tolga (L),0.000137,Good,Good,1
331777,Remainder of State/Territory (Qld),322018,Boonooroo - Tuan (L),0.000144,Acceptable,Good,1
331777,Remainder of State/Territory (Qld),321052,Hope Vale (L),0.0001494,Good,Good,1
331777,Remainder of State/Territory (Qld),315020,Clermont,0.0001579,Good,Good,1
331777,Remainder of State/Territory (Qld),302001,Gold Coast - Tweed Heads (Gold Coast Part),0.0001649,Good,Good,1
331777,Remainder of State/Territory (Qld),315080,Port Douglas - Craiglie,0.0001695,Good,Good,1
331777,Remainder of State/Territory (Qld),314001,Atherton,0.0001931,Good,Good,1
331777,Remainder of State/Territory (Qld),322125,Torbanlea (L),0.000209,Acceptable,Good,1
331777,Remainder of State/Territory (Qld),315047,Kingsthorpe,0.0002155,Good,Good,1
331777,Remainder of State/Territory (Qld),322053,Grasstree Beach (L),0.0002253,Poor,Good,1
331777,Remainder of State/Territory (Qld),315096,Walkerston,0.0002438,Good,Good,1
331777,Remainder of State/Territory (Qld),322064,Kalamia Estate (L),0.0002461,Poor,Good,1
331777,Remainder of State/Territory (Qld),315015,Cedar Grove,0.0002526,Good,Good,1
331777,Remainder of State/Territory (Qld),315070,Moura,0.0002578,Good,Good,1
331777,Remainder of State/Territory (Qld),315005,Babinda,0.0002972,Acceptable,Good,1
331777,Remainder of State/Territory (Qld),313001,Airlie Beach - Cannonvale,0.0003167,Good,Good,1
331777,Remainder of State/Territory (Qld),315028,D'Aguilar,0.0003297,Acceptable,Good,1
331777,Remainder of State/Territory (Qld),311001,Bundaberg,0.0003362,Good,Good,1
331777,Remainder of State/Territory (Qld),315016,Cedar Vale,0.0004085,Good,Good,1
331777,Remainder of State/Territory (Qld),322008,Bangalee (L),0.0004249,Poor,Good,1
331777,Remainder of State/Territory (Qld),315104,Woodford,0.0004442,Good,Good,1
331777,Remainder of State/Territory (Qld),315051,Landsborough,0.0004593,Good,Good,1
331777,Remainder of State/Territory (Qld),302002,Sunshine Coast,0.0004777,Good,Good,1
331777,Remainder of State/Territory (Qld),314019,Palmwoods,0.0004806,Good,Good,1
331777,Remainder of State/Territory (Qld),315046,Kilcoy,0.0004993,Acceptable,Good,1
331777,Remainder of State/Territory (Qld),312002,Gladstone (Qld),0.0005085,Good,Good,1
331777,Remainder of State/Territory (Qld),313006,Gympie,0.0005197,Good,Good,1
331777,Remainder of State/Territory (Qld),315002,Alice River,0.0005309,Good,Good,1
331777,Remainder of State/Territory (Qld),315106,Wyreema,0.0005731,Acceptable,Good,1
331777,Remainder of State/Territory (Qld),303003,Townsville,0.0005985,Good,Good,1
331777,Remainder of State/Territory (Qld),314016,Mareeba,0.000606,Good,Good,1
331777,Remainder of State/Territory (Qld),315064,Mirani,0.0006385,Acceptable,Good,1
331777,Remainder of State/Territory (Qld),315085,Rosewood,0.0006943,Acceptable,Good,1
331777,Remainder of State/Territory (Qld),315050,Laidley,0.0007291,Good,Good,1
331777,Remainder of State/Territory (Qld),312004,Nambour,0.0007407,Good,Good,1
331777,Remainder of State/Territory (Qld),321033,Cooya Beach (L),0.0007848,Poor,Good,1
331777,Remainder of State/Territory (Qld),314009,Flagstone,0.0008986,Good,Good,1
331777,Remainder of State/Territory (Qld),315052,Logan Village,0.0009009,Poor,Good,1
331777,Remainder of State/Territory (Qld),315031,Dysart,0.0009265,Acceptable,Good,1
331777,Remainder of State/Territory (Qld),314003,Beaudesert,0.0009358,Good,Good,1
331777,Remainder of State/Territory (Qld),313012,Yeppoon,0.0009388,Good,Good,1
331777,Remainder of State/Territory (Qld),303002,Toowoomba,0.0010077,Good,Good,1
331777,Remainder of State/Territory (Qld),315087,Samford Valley - Highvale,0.00101,Acceptable,Good,1
331777,Remainder of State/Territory (Qld),311004,Rockhampton,0.0013814,Good,Good,1
331777,Remainder of State/Territory (Qld),314018,Mount Cotton,0.0014626,Good,Good,1
331777,Remainder of State/Territory (Qld),315012,Calliope,0.0017628,Acceptable,Good,1
331777,Remainder of State/Territory (Qld),315058,Marian,0.0022893,Poor,Good,1
331777,Remainder of State/Territory (Qld),301001,Brisbane,0.011059,Good,Good,0
331777,Remainder of State/Territory (Qld),331001,Remainder of State/Territory (Qld),0.960984,Good,Good,0
379997,Migratory - Offshore - Shipping (Qld),379997,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
399994,No usual address (Qld),399994,No usual address (Qld),1,Good,Good,0
401001,Adelaide,431001,Remainder of State/Territory (SA),2.60E-06,Good,Good,1
401001,Adelaide,401001,Adelaide,0.9999974,Good,Good,0
412001,Gawler,412001,Gawler (SA),1,Good,Good,0
412002,Mount Gambier,412003,Mount Gambier,1,Good,Good,0
412003,Whyalla,412004,Whyalla,1,Good,Good,0
413001,Crafers - Bridgewater,413001,Crafers - Bridgewater,1,Good,Good,0
413002,Mount Barker (SA),412002,Mount Barker (SA),1,Good,Good,0
413003,Murray Bridge,431001,Remainder of State/Territory (SA),0.0108104,Good,Good,0
413003,Murray Bridge,413002,Murray Bridge,0.9891896,Good,Good,0
413004,Port Augusta,413003,Port Augusta,1,Good,Good,0
413005,Port Lincoln,413004,Port Lincoln,1,Good,Good,0
413006,Port Pirie,413005,Port Pirie,1,Good,Good,0
413007,Victor Harbor,413006,Victor Harbor,1,Good,Good,0
414001,Goolwa,431001,Remainder of State/Territory (SA),0.004166,Good,Good,1
414001,Goolwa,414001,Goolwa,0.995834,Good,Good,0
414002,Naracoorte,414003,Naracoorte,1,Good,Good,0
414003,Nuriootpa,414004,Nuriootpa,1,Good,Good,0
414004,Strathalbyn,414005,Strathalbyn,1,Good,Good,0
415001,Angaston,415001,Angaston,1,Good,Good,0
415002,Angle Vale,415002,Angle Vale,1,Good,Good,0
415003,Balaklava,415003,Balaklava,1,Good,Good,0
415004,Balhannah,415004,Balhannah,1,Good,Good,0
415005,Barmera,415005,Barmera,1,Good,Good,0
415006,Berri,415006,Berri,1,Good,Good,0
415007,Bordertown,415007,Bordertown,1,Good,Good,0
415008,Ceduna,415008,Ceduna,1,Good,Good,0
415009,Clare,415009,Clare,1,Good,Good,0
415010,Coober Pedy,415010,Coober Pedy,1,Good,Good,0
415011,Crystal Brook,415011,Crystal Brook,1,Good,Good,0
415012,Freeling,415012,Freeling,1,Good,Good,0
415013,Hahndorf,415013,Hahndorf,1,Good,Good,0
415014,Jamestown,415014,Jamestown,1,Good,Good,0
415015,Kadina,415015,Kadina,1,Good,Good,0
415016,Kapunda,415016,Kapunda,1,Good,Good,0
415017,Kingscote,415017,Kingscote,1,Good,Good,0
415018,Kingston SE,415018,Kingston SE,1,Good,Good,0
415019,Lewiston,415019,Lewiston,1,Poor,Good,0
415020,Lobethal,415020,Lobethal,1,Good,Good,0
415021,Loxton,415021,Loxton,1,Good,Good,0
415022,Lyndoch,415022,Lyndoch,1,Good,Good,0
415023,Maitland (SA),415023,Maitland (SA),1,Good,Good,0
415024,Mannum,415024,Mannum,1,Good,Good,0
415025,McLaren Flat,415025,McLaren Flat,1,Good,Good,0
415026,McLaren Vale,415026,McLaren Vale,1,Good,Good,0
415027,Millicent,415029,Millicent,1,Good,Good,0
415028,Moonta,415030,Moonta,1,Good,Good,0
415029,Mount Compass,415031,Mount Compass,1,Good,Good,0
415030,Nairne,414002,Nairne,1,Good,Good,0
415031,Normanville,415032,Normanville,1,Good,Good,0
415032,Penola,415034,Penola,1,Good,Good,0
415033,Peterborough,415035,Peterborough,1,Good,Good,0
415034,Port Broughton,415036,Port Broughton,1,Good,Good,0
415035,Renmark,415037,Renmark,1,Good,Good,0
