LOCALITY_PID,LOCALITY_NAME,SA4_CODE_2021,SA4_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
QLD2726,STARCKE,315,Queensland - Outback,0.9999898,Good,Good,0
QLD2727,STEIGLITZ,309,Gold Coast,1,Good,Good,0
QLD2729,STEWART CREEK VALLEY,306,Cairns,1,Good,Good,0
QLD273,BLACK RIVER,318,Townsville,1,Good,Good,0
QLD2730,STEWARTON,308,Central Queensland,1,Good,Good,0
QLD2731,STOCKHAVEN,319,Wide Bay,1,Good,Good,0
QLD2732,STOCKLEIGH,311,Logan - Beaudesert,1,Good,Good,0
QLD2733,STOCKTON,306,Cairns,1,Good,Good,0
QLD2734,STOCKYARD,308,Central Queensland,1,Good,Good,0
QLD2735,STOCKYARD,317,Toowoomba,1,Good,Good,0
QLD2736,STOKES,315,Queensland - Outback,1,Good,Good,0
QLD2737,STONEHENGE,315,Queensland - Outback,1,Good,Good,0
QLD2738,STONEHENGE,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2739,STONELANDS,319,Wide Bay,1,Good,Good,0
QLD274,BLACK SNAKE,319,Wide Bay,1,Good,Good,0
QLD2740,STONELEIGH,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2741,STONY CREEK,313,Moreton Bay - North,1,Good,Good,0
QLD2742,STORM KING,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2743,STOTERS HILL,306,Cairns,1,Good,Good,0
QLD2744,STRATFORD,306,Cairns,1,Good,Good,0
QLD2745,STRATHDICKIE,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD2746,STRATHFIELD,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD2747,STRATHMORE,315,Queensland - Outback,1,Good,Good,0
QLD2748,STRATHPINE,314,Moreton Bay - South,1,Good,Good,0
QLD2749,STRETTON,303,Brisbane - South,1,Good,Good,0
QLD275,BLACKALL,315,Queensland - Outback,1,Good,Good,0
QLD2750,STRUCK OIL,308,Central Queensland,1,Good,Good,0
QLD2751,STUART,318,Townsville,1,Good,Good,0
QLD2752,STURT,315,Queensland - Outback,1,Good,Good,0
QLD2753,SUGARLOAF,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD2754,SUGARLOAF,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2755,SUJEEWONG,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2756,SUMMERHOLM,310,Ipswich,1,Good,Good,0
QLD2757,SUMNER,310,Ipswich,1,Good,Good,0
QLD2758,SUN VALLEY,308,Central Queensland,1,Good,Good,0
QLD2759,SUNDOWN,306,Cairns,1,Good,Good,0
QLD276,BLACKBULL,315,Queensland - Outback,1,Good,Good,0
QLD2760,SUNDOWN,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2761,SUNNY NOOK,319,Wide Bay,1,Good,Good,0
QLD2762,SUNNYBANK,303,Brisbane - South,1,Good,Good,0
QLD2763,SUNNYBANK HILLS,303,Brisbane - South,1,Good,Good,0
QLD2765,SUNNYSIDE,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD2766,SUNRISE BEACH,316,Sunshine Coast,1,Good,Good,0
QLD2767,SUNSET,315,Queensland - Outback,1,Good,Good,0
QLD2768,SUNSHINE ACRES,319,Wide Bay,1,Good,Good,0
QLD2769,SUNSHINE BEACH,316,Sunshine Coast,1,Good,Good,0
QLD277,BLACKBUTT,319,Wide Bay,1,Good,Good,0
QLD2770,SURAT,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2772,SURFERS PARADISE,309,Gold Coast,1,Good,Good,0
QLD2773,SUSAN RIVER,319,Wide Bay,1,Good,Good,0
QLD2774,SUTTOR,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD2775,SVENSSON HEIGHTS,319,Wide Bay,1,Good,Good,0
QLD2776,SWAN CREEK,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2777,SWANBANK,310,Ipswich,1,Good,Good,0
QLD2778,SWANFELS,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2779,SWANS LAGOON,318,Townsville,1,Good,Good,0
QLD278,BLACKBUTT NORTH,319,Wide Bay,1,Good,Good,0
QLD2780,SYNDICATE,306,Cairns,1,Good,Good,0
QLD2781,TAABINGA,319,Wide Bay,1,Good,Good,0
QLD2783,TABLELANDS,319,Wide Bay,1,Good,Good,0
QLD2784,TABLELANDS,308,Central Queensland,1,Good,Good,0
QLD2785,TABOOBA,311,Logan - Beaudesert,1,Good,Good,0
QLD2786,TABRAGALBA,311,Logan - Beaudesert,1,Good,Good,0
QLD2787,TAIGUM,302,Brisbane - North,1,Good,Good,0
QLD2788,TAKILBERAN,319,Wide Bay,1,Good,Good,0
QLD2789,TAKURA,319,Wide Bay,1,Good,Good,0
QLD279,BLACKBUTT SOUTH,319,Wide Bay,1,Good,Good,0
QLD2790,TALAROO,315,Queensland - Outback,1,Good,Good,0
QLD2791,TALDORA,315,Queensland - Outback,1,Good,Good,0
QLD2792,TALEGALLA WEIR,319,Wide Bay,1,Good,Good,0
QLD2793,TALGAI,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2794,TALLAI,309,Gold Coast,1,Good,Good,0
QLD2795,TALLEBUDGERA,309,Gold Coast,1,Good,Good,0
QLD2796,TALLEBUDGERA VALLEY,309,Gold Coast,1,Good,Good,0
QLD2797,TALLEGALLA,310,Ipswich,1,Good,Good,0
QLD2798,TAM O'SHANTER,306,Cairns,1,Good,Good,0
QLD2799,TAMAREE,319,Wide Bay,1,Good,Good,0
QLD28,ALDOGA,308,Central Queensland,1,Good,Good,0
QLD280,BLACKDOWN,308,Central Queensland,1,Good,Good,0
QLD2800,TAMBO,315,Queensland - Outback,1,Good,Good,0
QLD2801,TAMBORINE,309,Gold Coast,0.6844485,Good,Good,0
QLD2801,TAMBORINE,311,Logan - Beaudesert,0.3155515,Good,Good,0
QLD2802,TAMBORINE MOUNTAIN,309,Gold Coast,1,Good,Good,0
QLD2803,TAMROOKUM,311,Logan - Beaudesert,1,Good,Good,0
QLD2804,TAMROOKUM CREEK,311,Logan - Beaudesert,1,Good,Good,0
QLD2805,TANAH MERAH,311,Logan - Beaudesert,1,Good,Good,0
QLD2806,TANAWHA,316,Sunshine Coast,1,Good,Good,0
QLD2807,TANBAR,315,Queensland - Outback,1,Good,Good,0
QLD2809,TANDORA,319,Wide Bay,1,Good,Good,0
QLD281,BLACKROCK,318,Townsville,1,Good,Good,0
QLD2810,TANDUR,319,Wide Bay,1,Good,Good,0
QLD2811,TANGORIN,315,Queensland - Outback,1,Good,Good,0
QLD2812,TANNUM SANDS,308,Central Queensland,1,Good,Good,0
QLD2813,TANNYMOREL,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2814,TANSEY,319,Wide Bay,1,Good,Good,0
QLD2815,TARA,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2817,TARAGOOLA,308,Central Queensland,1,Good,Good,0
QLD2818,TARAMPA,310,Ipswich,1,Good,Good,0
QLD2819,TARANGANBA,308,Central Queensland,1,Good,Good,0
QLD282,BLACKS BEACH,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD2820,TARAWERA,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2822,TARINGA,304,Brisbane - West,0.9852275,Good,Good,0
QLD2822,TARINGA,305,Brisbane Inner City,0.0147725,Good,Good,0
QLD2823,TAROME,310,Ipswich,1,Good,Good,0
QLD2824,TAROMEO,319,Wide Bay,1,Good,Good,0
QLD2825,TARONG,319,Wide Bay,1,Good,Good,0
QLD2826,TAROOM,308,Central Queensland,1,Good,Good,0
QLD2827,TAROOMBALL,308,Central Queensland,1,Good,Good,0
QLD2828,TARRAGINDI,303,Brisbane - South,1,Good,Good,0
QLD2829,TARRAMBA,308,Central Queensland,1,Good,Good,0
QLD283,BLACKSOIL,310,Ipswich,1,Good,Good,0
QLD2830,TARZALI,306,Cairns,1,Good,Good,0
QLD2831,TAUNTON,308,Central Queensland,1,Good,Good,0
QLD2832,TAYLORS BEACH,318,Townsville,1,Good,Good,0
QLD2833,TE KOWAI,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD2834,TEDDINGTON,319,Wide Bay,1,Good,Good,0
QLD2835,TEEBAR,319,Wide Bay,1,Good,Good,0
QLD2836,TEELAH,319,Wide Bay,1,Good,Good,0
QLD2837,TEELBA,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2838,TELINA,308,Central Queensland,1,Good,Good,0
QLD2839,TELLEBANG,319,Wide Bay,1,Good,Good,0
QLD284,BLACKSTONE,310,Ipswich,1,Good,Good,0
QLD2840,TEMPLIN,310,Ipswich,1,Good,Good,0
QLD2841,TENNYSON,303,Brisbane - South,1,Good,Good,0
QLD2842,TERRICA,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2843,TEVIOTVILLE,310,Ipswich,1,Good,Good,0
QLD2844,TEWANTIN,316,Sunshine Coast,1,Good,Good,0
QLD2845,TEXAS,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2846,THABEBAN,319,Wide Bay,1,Good,Good,0
QLD2847,THAGOONA,310,Ipswich,1,Good,Good,0
QLD2848,THALLON,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2849,THANE,307,Darling Downs - Maranoa,1,Good,Good,0
QLD285,BLACKSWAMP,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2850,THANES CREEK,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2851,THANGOOL,308,Central Queensland,1,Good,Good,0
QLD2852,THARGOMINDAH,315,Queensland - Outback,1,Good,Good,0
QLD2853,THE BLUFF,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2854,THE BLUFF,310,Ipswich,1,Good,Good,0
QLD2856,THE CAVES,308,Central Queensland,1,Good,Good,0
QLD2857,THE COMMON,308,Central Queensland,1,Good,Good,0
QLD2858,THE DAWN,319,Wide Bay,1,Good,Good,0
QLD2859,THE DIMONDS,319,Wide Bay,1,Good,Good,0
QLD286,BLACKWATER,308,Central Queensland,1,Good,Good,0
QLD2860,THE FALLS,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2861,THE GAP,304,Brisbane - West,0.9880574,Good,Good,0
QLD2861,THE GAP,305,Brisbane Inner City,0.0119426,Good,Good,0
QLD2862,THE GAP,315,Queensland - Outback,1,Good,Good,0
QLD2864,THE GLEN,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2865,THE GUMS,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2866,THE HEAD,307,Darling Downs - Maranoa,0.9994458,Good,Good,0
QLD2866,THE HEAD,310,Ipswich,0.0005542,Good,Good,1
QLD2867,THE HERMITAGE,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2868,THE KEPPELS,308,Central Queensland,1,Good,Good,0
QLD2869,THE LEAP,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD287,BLAIRMORE,319,Wide Bay,1,Good,Good,0
QLD2870,THE LIMITS,319,Wide Bay,1,Good,Good,0
QLD2871,THE MINE,308,Central Queensland,1,Good,Good,0
QLD2872,THE NARROWS,308,Central Queensland,1,Good,Good,0
QLD2873,THE PALMS,319,Wide Bay,1,Good,Good,0
QLD2874,THE PERCY GROUP,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD2875,THE PINES,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2876,THE RANGE,308,Central Queensland,1,Good,Good,0
QLD2877,THE SUMMIT,307,Darling Downs - Maranoa,1,Good,Good,0
QLD288,BLANCHVIEW,317,Toowoomba,1,Good,Good,0
QLD2881,THEEBINE,319,Wide Bay,1,Good,Good,0
QLD2882,THEODORE,308,Central Queensland,1,Good,Good,0
QLD2883,THERESA CREEK,308,Central Queensland,1,Good,Good,0
QLD2884,THINOOMBA,319,Wide Bay,1,Good,Good,0
QLD2885,THOMPSON POINT,,,0.002457,Poor,Good,4
QLD2885,THOMPSON POINT,308,Central Queensland,0.997543,Good,Good,0
QLD2886,THOOPARA,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD2887,THORNBOROUGH,315,Queensland - Outback,1,Good,Good,0
QLD2888,THORNDALE,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2889,THORNESIDE,301,Brisbane - East,1,Good,Good,0
QLD289,BLANTYRE,310,Ipswich,1,Good,Good,0
QLD2890,THORNLANDS,301,Brisbane - East,1,Good,Good,0
QLD2891,THORNTON,310,Ipswich,1,Good,Good,0
QLD2892,THORNTON BEACH,306,Cairns,1,Good,Good,0
QLD2893,THORNVILLE,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2894,THREE MOON,319,Wide Bay,1,Good,Good,0
QLD2895,THREE RIVERS,315,Queensland - Outback,1,Good,Good,0
QLD2896,THULIMBAH,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2897,THURINGOWA CENTRAL,318,Townsville,1,Good,Good,0
QLD2898,THURSDAY ISLAND,,,0.0010703,Poor,Good,4
QLD2898,THURSDAY ISLAND,315,Queensland - Outback,0.9989297,Good,Good,0
QLD2899,TIARO,319,Wide Bay,1,Good,Good,0
QLD29,ALEXANDRA,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD290,BLAXLAND,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2900,TIERI,308,Central Queensland,1,Good,Good,0
QLD2901,TIN CAN BAY,319,Wide Bay,1,Good,Good,0
QLD2902,TINANA,319,Wide Bay,1,Good,Good,0
QLD2903,TINANA SOUTH,319,Wide Bay,1,Good,Good,0
QLD2904,TINAROO,306,Cairns,1,Good,Good,0
QLD2905,TINBEERWAH,316,Sunshine Coast,1,Good,Good,0
QLD2906,TINGALPA,301,Brisbane - East,1,Good,Good,0
QLD2907,TINGOORA,319,Wide Bay,1,Good,Good,0
QLD2908,TINGUN,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2909,TINNANBAR,319,Wide Bay,1,Good,Good,0
QLD291,BLENHEIM,310,Ipswich,0.9941625,Good,Good,0
QLD291,BLENHEIM,317,Toowoomba,0.0058375,Good,Good,1
QLD2910,TIPTON,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2911,TIRROAN,319,Wide Bay,1,Good,Good,0
QLD2912,TIVOLI,310,Ipswich,1,Good,Good,0
QLD2914,TOGARA,308,Central Queensland,1,Good,Good,0
QLD2915,TOKO,315,Queensland - Outback,1,Good,Good,0
QLD2916,TOLGA,306,Cairns,1,Good,Good,0
QLD2917,TOLL,318,Townsville,1,Good,Good,0
QLD2918,TOOBANNA,318,Townsville,1,Good,Good,0
QLD2919,TOOBEAH,307,Darling Downs - Maranoa,1,Good,Good,0
QLD292,BLI BLI,316,Sunshine Coast,1,Good,Good,0
QLD2920,TOOGOOLAWAH,310,Ipswich,1,Good,Good,0
QLD2921,TOOGOOM,319,Wide Bay,1,Good,Good,0
QLD2922,TOOLAKEA,318,Townsville,1,Good,Good,0
QLD2923,TOOLARA FOREST,319,Wide Bay,1,Good,Good,0
QLD2924,TOOLBURRA,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2925,TOOLOOA,308,Central Queensland,1,Good,Good,0
QLD2926,TOOMULLA,318,Townsville,1,Good,Good,0
QLD2927,TOONDAHRA,319,Wide Bay,1,Good,Good,0
QLD2928,TOONPAN,318,Townsville,1,Good,Good,0
QLD2929,TOORBUL,313,Moreton Bay - North,1,Good,Good,0
QLD293,BLOOMFIELD,306,Cairns,0.0777726,Good,Good,0
QLD293,BLOOMFIELD,315,Queensland - Outback,0.9222274,Good,Good,0
QLD2930,TOOWONG,304,Brisbane - West,0.0265919,Good,Good,0
QLD2930,TOOWONG,305,Brisbane Inner City,0.9734081,Good,Good,0
QLD2931,TOOWOOMBA CITY,317,Toowoomba,1,Good,Good,0
QLD2932,TOP CAMP,317,Toowoomba,1,Good,Good,0
QLD2933,TOPAZ,306,Cairns,1,Good,Good,0
QLD2934,TORBANLEA,319,Wide Bay,1,Good,Good,0
QLD2935,TORQUAY,319,Wide Bay,1,Good,Good,0
QLD2936,TORRENS CREEK,315,Queensland - Outback,1,Good,Good,0
QLD2937,TORRES STRAIT,,,1.28E-05,Poor,Good,4
QLD2937,TORRES STRAIT,315,Queensland - Outback,0.9999872,Good,Good,0
QLD2938,TORRINGTON,317,Toowoomba,1,Good,Good,0
QLD2939,TOWEN MOUNTAIN,316,Sunshine Coast,1,Good,Good,0
QLD294,BLOOMSBURY,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD2940,TOWERS HILL,318,Townsville,1,Good,Good,0
QLD2941,TOWN COMMON,318,Townsville,1,Good,Good,0
QLD2942,TOWNSON,310,Ipswich,1,Good,Good,0
QLD2943,TOWNSVILLE CITY,318,Townsville,1,Good,Good,0
QLD2944,TOWNVIEW,315,Queensland - Outback,1,Good,Good,0
QLD2945,TRAVESTON,319,Wide Bay,1,Good,Good,0
QLD2946,TREBONNE,318,Townsville,1,Good,Good,0
QLD2947,TREGONY,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2948,TRINITY BEACH,306,Cairns,1,Good,Good,0
QLD2949,TRINITY PARK,306,Cairns,1,Good,Good,0
QLD295,BLUE HILLS,318,Townsville,1,Good,Good,0
QLD2950,TROTTER CREEK,308,Central Queensland,1,Good,Good,0
QLD2951,TRUNDING,315,Queensland - Outback,1,Good,Good,0
QLD2952,TUAN,319,Wide Bay,1,Good,Good,0
QLD2953,TUAN FOREST,319,Wide Bay,1,Good,Good,0
QLD2954,TUCHEKOI,319,Wide Bay,1,Good,Good,0
QLD2955,TUCKERANG,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2956,TUEN,315,Queensland - Outback,1,Good,Good,0
QLD2957,TUGUN,309,Gold Coast,1,Good,Good,0
QLD2958,TULLY,306,Cairns,1,Good,Good,0
QLD2959,TULLY HEADS,306,Cairns,1,Good,Good,0
QLD296,BLUE MOUNTAIN,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD2960,TUMMAVILLE,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2961,TUMOULIN,306,Cairns,1,Good,Good,0
QLD2962,TUNGAMULL,308,Central Queensland,1,Good,Good,0
QLD2963,TURALLIN,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2964,TURKEY BEACH,308,Central Queensland,1,Good,Good,0
QLD2965,TURRAWULLA,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD2966,TWIN WATERS,316,Sunshine Coast,1,Good,Good,0
QLD2967,TWO MILE,319,Wide Bay,1,Good,Good,0
QLD2968,TYRCONNEL,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2969,ULOGIE,308,Central Queensland,1,Good,Good,0
QLD297,BLUE MOUNTAIN HEIGHTS,317,Toowoomba,1,Good,Good,0
QLD2970,UMAGICO,315,Queensland - Outback,1,Good,Good,0
QLD2971,UMBIRAM,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2972,UNDERWOOD,311,Logan - Beaudesert,1,Good,Good,0
QLD2973,UNDULLAH,310,Ipswich,0.7169917,Good,Good,0
QLD2973,UNDULLAH,311,Logan - Beaudesert,0.2830083,Good,Good,0
QLD2975,UPPER BARRON,306,Cairns,1,Good,Good,0
QLD2977,UPPER BROOKFIELD,304,Brisbane - West,1,Good,Good,0
QLD2978,UPPER CABOOLTURE,313,Moreton Bay - North,1,Good,Good,0
QLD2979,UPPER COOMERA,309,Gold Coast,1,Good,Good,0
QLD298,BLUEWATER,318,Townsville,1,Good,Good,0
QLD2980,UPPER COOYAR CREEK,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2982,UPPER DAINTREE,306,Cairns,1,Good,Good,0
QLD2983,UPPER DARADGEE,306,Cairns,1,Good,Good,0
QLD2984,UPPER DAWSON,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2985,UPPER FLAGSTONE,317,Toowoomba,1,Good,Good,0
QLD2986,UPPER FREESTONE,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2987,UPPER GLASTONBURY,319,Wide Bay,1,Good,Good,0
QLD2988,UPPER HAUGHTON,318,Townsville,1,Good,Good,0
QLD2989,UPPER KANDANGA,319,Wide Bay,1,Good,Good,0
QLD299,BLUEWATER PARK,318,Townsville,1,Good,Good,0
QLD2990,UPPER KEDRON,304,Brisbane - West,1,Good,Good,0
QLD2991,UPPER LOCKYER,317,Toowoomba,1,Good,Good,0
QLD2993,UPPER PILTON,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2994,UPPER PINELANDS,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2995,UPPER STONE,318,Townsville,1,Good,Good,0
QLD2996,UPPER TENTHILL,317,Toowoomba,1,Good,Good,0
QLD2997,UPPER WARREGO,308,Central Queensland,6.58E-05,Good,Good,1
QLD2997,UPPER WARREGO,315,Queensland - Outback,0.9999342,Good,Good,0
QLD2998,UPPER WHEATVALE,307,Darling Downs - Maranoa,1,Good,Good,0
QLD2999,UPPER YARRAMAN,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3,ABERCORN,319,Wide Bay,1,Good,Good,0
QLD30,ALEXANDRA HEADLAND,316,Sunshine Coast,1,Good,Good,0
QLD300,BLUFF,308,Central Queensland,1,Good,Good,0
QLD3000,URANGAN,319,Wide Bay,1,Good,Good,0
QLD3001,URRAWEEN,319,Wide Bay,1,Good,Good,0
QLD3002,UTCHEE CREEK,306,Cairns,1,Good,Good,0
QLD3003,V GATE,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3004,VALDORA,316,Sunshine Coast,1,Good,Good,0
QLD3005,VALE VIEW,317,Toowoomba,1,Good,Good,0
QLD3006,VALENTINE PLAINS,308,Central Queensland,1,Good,Good,0
QLD3007,VALKYRIE,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD3008,VALLEY OF LAGOONS,318,Townsville,1,Good,Good,0
QLD3009,VARSITY LAKES,309,Gold Coast,1,Good,Good,0
QLD301,BLYTHDALE,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3010,VASA VIEWS,306,Cairns,1,Good,Good,0
QLD3011,VENTNOR,319,Wide Bay,1,Good,Good,0
QLD3012,VERADILLA,317,Toowoomba,1,Good,Good,0
QLD3013,VERESDALE,311,Logan - Beaudesert,1,Good,Good,0
QLD3014,VERESDALE SCRUB,311,Logan - Beaudesert,1,Good,Good,0
QLD3016,VERNOR,310,Ipswich,1,Good,Good,0
QLD3017,VERRIERDALE,316,Sunshine Coast,1,Good,Good,0
QLD3018,VETERAN,319,Wide Bay,1,Good,Good,0
QLD3019,VICTORIA HILL,307,Darling Downs - Maranoa,1,Good,Good,0
QLD302,BOATMAN,315,Queensland - Outback,1,Good,Good,0
QLD3020,VICTORIA PLAINS,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD3021,VICTORIA PLANTATION,318,Townsville,1,Good,Good,0
QLD3022,VICTORIA POINT,301,Brisbane - East,1,Good,Good,0
QLD3023,VICTORIA VALE,315,Queensland - Outback,1,Good,Good,0
QLD3024,VICTORY HEIGHTS,319,Wide Bay,1,Good,Good,0
QLD3025,VILLENEUVE,313,Moreton Bay - North,1,Good,Good,0
QLD3026,VINCENT,318,Townsville,1,Good,Good,0
QLD3027,VINEGAR HILL,317,Toowoomba,1,Good,Good,0
QLD3028,VIRGINIA,302,Brisbane - North,1,Good,Good,0
QLD3029,WACOL,310,Ipswich,1,Good,Good,0
QLD303,BOGANDILLA,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3030,WAHOON,319,Wide Bay,1,Good,Good,0
QLD3031,WAIKOLA,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3032,WAINUI,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3033,WAIRUNA,306,Cairns,1,Good,Good,0
QLD3034,WAKERLEY,301,Brisbane - East,1,Good,Good,0
QLD3035,WALHALLOW,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3036,WALKAMIN,306,Cairns,1,Good,Good,0
QLD3037,WALKERS POINT,319,Wide Bay,1,Good,Good,0
QLD3038,WALKERSTON,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD3039,WALKERVALE,319,Wide Bay,1,Good,Good,0
QLD304,BOGIE,312,Mackay - Isaac - Whitsunday,1,Good,Good,0
QLD3040,WALLACES CREEK,310,Ipswich,1,Good,Good,0
QLD3041,WALLAMAN,318,Townsville,1,Good,Good,0
QLD3042,WALLANGARRA,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3043,WALLAROO,308,Central Queensland,1,Good,Good,0
QLD3044,WALLAVILLE,319,Wide Bay,1,Good,Good,0
QLD3045,WALLIEBUM,319,Wide Bay,1,Good,Good,0
QLD3046,WALLIGAN,319,Wide Bay,1,Good,Good,0
QLD3047,WALLOON,310,Ipswich,1,Good,Good,0
QLD3048,WALLU,319,Wide Bay,1,Good,Good,0
QLD3049,WALLUMBILLA,307,Darling Downs - Maranoa,1,Good,Good,0
QLD305,BOHLE,318,Townsville,1,Good,Good,0
QLD3050,WALLUMBILLA NORTH,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3051,WALLUMBILLA SOUTH,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3052,WALMUL,308,Central Queensland,1,Good,Good,0
QLD3053,WALTER HILL,306,Cairns,1,Good,Good,0
QLD3054,WALTER LEVER ESTATE,306,Cairns,1,Good,Good,0
QLD3055,WALTERHALL,308,Central Queensland,1,Good,Good,0
QLD3056,WAMURAN,313,Moreton Bay - North,1,Good,Good,0
QLD3057,WAMURAN BASIN,313,Moreton Bay - North,1,Good,Good,0
QLD3058,WANDAL,308,Central Queensland,1,Good,Good,0
QLD3059,WANDOAN,307,Darling Downs - Maranoa,1,Good,Good,0
QLD306,BOHLE PLAINS,318,Townsville,1,Good,Good,0
QLD3060,WANGAN,306,Cairns,1,Good,Good,0
QLD3061,WANGARATTA,318,Townsville,1,Good,Good,0
QLD3062,WANGETTI,306,Cairns,1,Good,Good,0
QLD3063,WANJURU,306,Cairns,1,Good,Good,0
QLD3064,WANORA,310,Ipswich,1,Good,Good,0
QLD3065,WARANA,316,Sunshine Coast,1,Good,Good,0
QLD3066,WARBURTON,315,Queensland - Outback,1,Good,Good,0
QLD3067,WARD,315,Queensland - Outback,1,Good,Good,0
QLD3068,WARENDA,315,Queensland - Outback,1,Good,Good,0
QLD3069,WARKON,307,Darling Downs - Maranoa,1,Good,Good,0
QLD307,BOIGU ISLAND,315,Queensland - Outback,1,Good,Good,0
QLD3070,WARNER,314,Moreton Bay - South,1,Good,Good,0
QLD3071,WARNOAH,308,Central Queensland,1,Good,Good,0
QLD3072,WARNUNG,319,Wide Bay,1,Good,Good,0
QLD3073,WARRA,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3074,WARRAMI,306,Cairns,1,Good,Good,0
QLD3075,WARRILL VIEW,310,Ipswich,1,Good,Good,0
QLD3076,WARROO,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3077,WARRUBULLEN,306,Cairns,1,Good,Good,0
QLD3078,WARWICK,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3079,WASHPOOL,310,Ipswich,1,Good,Good,0
QLD308,BOKARINA,316,Sunshine Coast,1,Good,Good,0
QLD3080,WATALGAN,319,Wide Bay,1,Good,Good,0
QLD3081,WATERANGA,319,Wide Bay,1,Good,Good,0
QLD3082,WATERFORD,311,Logan - Beaudesert,1,Good,Good,0
QLD3083,WATERFORD WEST,311,Logan - Beaudesert,1,Good,Good,0
QLD3084,WATERLOO,319,Wide Bay,1,Good,Good,0
QLD3085,WATSONS CROSSING,307,Darling Downs - Maranoa,1,Good,Good,0
QLD3086,WATSONVILLE,315,Queensland - Outback,1,Good,Good,0
QLD3087,WATTLE CAMP,319,Wide Bay,1,Good,Good,0
