LOCALITY_PID,LOCALITY_NAME,IARE_CODE_2021,IARE_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
WA2136,NANGA BROOK,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2137,WURAMING,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2138,MARRADONG,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2139,BODDINGTON,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2140,BANNISTER,507007,Hotham - Kulin,0.1528318,Good,Good,0
WA2140,BANNISTER,507012,Murray - Waroona - Boddington,0.8471682,Good,Good,0
WA2141,CROSSMAN,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2142,DWARDA,507007,Hotham - Kulin,1,Good,Good,0
WA2143,WANDERING,507007,Hotham - Kulin,1,Good,Good,0
WA2144,CODJATOTINE,507007,Hotham - Kulin,1,Good,Good,0
WA2145,PUMPHREYS BRIDGE,507007,Hotham - Kulin,1,Good,Good,0
WA2146,BEAUFORT RIVER,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2147,WEDGECARRUP,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2148,MINDING,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2149,WAGIN,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2150,PIESSEVILLE,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2151,COBLININE,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2152,JALORAN,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2153,COLLANILLING,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2154,CANCANNING,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2155,BULLOCK HILLS,507007,Hotham - Kulin,1,Good,Good,0
WA2156,BALLAYING,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2157,DUMBLEYUNG,507007,Hotham - Kulin,1,Good,Good,0
WA2158,MINIGIN,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2159,BOUNDAIN,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2160,CUBALLING,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2161,WARDERING,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2162,YORNANING,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2163,TOWNSENDALE,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2164,TOOLIBIN,507007,Hotham - Kulin,1,Good,Good,0
WA2165,TINCURRIN,507007,Hotham - Kulin,1,Good,Good,0
WA2166,YILLIMINNING,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
WA2167,WICKEPIN,507007,Hotham - Kulin,1,Good,Good,0
WA2168,GILLIMANNING,507007,Hotham - Kulin,1,Good,Good,0
WA2169,YEALERING,507007,Hotham - Kulin,1,Good,Good,0
WA2170,WOGOLIN,507007,Hotham - Kulin,1,Good,Good,0
WA2171,NORTH STIRLINGS,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2172,MAGITUP,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2173,KOJANEERUP SOUTH,507001,Albany,0.9998552,Good,Good,0
WA2173,KOJANEERUP SOUTH,507010,Manjimup - Denmark - Plantagenet,0.0001448,Good,Good,1
WA2174,WELLSTEAD,507001,Albany,1,Good,Good,0
WA2175,GNOWELLEN,507001,Albany,0.9998991,Good,Good,0
WA2175,GNOWELLEN,507010,Manjimup - Denmark - Plantagenet,0.0001009,Good,Good,1
WA2176,MONJEBUP,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2177,NALYERLUP,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2178,PALLINUP,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2179,KEBARINGUP,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2180,MINDARABIN,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2181,JACKITUP,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2182,TOOMPUP,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2183,COWALELLUP,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2184,NEEDILUP,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2185,MILLS LAKE,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2186,BREMER BAY,503001,Esperance - Ravensthorpe,1.56E-05,Good,Good,1
WA2186,BREMER BAY,507008,Kojonup - Gnowangerup,0.9999844,Good,Good,0
WA2187,JACUP,507008,Kojonup - Gnowangerup,1,Good,Good,0
WA2188,NAIRIBIN,507007,Hotham - Kulin,1,Good,Good,0
WA2189,MOULYINNING,507007,Hotham - Kulin,1,Good,Good,0
WA2190,MERILUP,507007,Hotham - Kulin,1,Good,Good,0
WA2191,SOUTH KUKERIN,507007,Hotham - Kulin,1,Good,Good,0
WA2192,SOUTH LAKE GRACE,507007,Hotham - Kulin,1,Good,Good,0
WA2193,LAKE GRACE,507007,Hotham - Kulin,1,Good,Good,0
WA2194,NORTH KUKERIN,507007,Hotham - Kulin,1,Good,Good,0
WA2195,DUDININ,507007,Hotham - Kulin,1,Good,Good,0
WA2196,TARIN ROCK,507007,Hotham - Kulin,1,Good,Good,0
WA2197,JITARNING,507007,Hotham - Kulin,1,Good,Good,0
WA2198,WALYURIN,507007,Hotham - Kulin,1,Good,Good,0
WA2199,KULIN,507007,Hotham - Kulin,1,Good,Good,0
WA2200,NORTH LAKE GRACE,507007,Hotham - Kulin,1,Good,Good,0
WA2201,BEENONG,507007,Hotham - Kulin,1,Good,Good,0
WA2202,BUNICHE,507007,Hotham - Kulin,1,Good,Good,0
WA2203,KUENDER,507007,Hotham - Kulin,1,Good,Good,0
WA2204,JILAKIN,507007,Hotham - Kulin,1,Good,Good,0
WA2205,NORTH BURNGUP,507007,Hotham - Kulin,1,Good,Good,0
WA2206,NEWDEGATE,507007,Hotham - Kulin,1,Good,Good,0
WA2207,EAST NEWDEGATE,507007,Hotham - Kulin,1,Good,Good,0
WA2208,DUNN ROCK,507007,Hotham - Kulin,1,Good,Good,0
WA2209,SOLUS,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2210,MOUNT WELLS,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2211,MARDELLA,505016,Serpentine - Jarrahdale,1,Good,Good,0
WA2212,JARRAHDALE,505016,Serpentine - Jarrahdale,1,Good,Good,0
WA2213,ASHENDON,505001,Armadale,1,Good,Good,0
WA2214,PICKERING BROOK,505010,Kalamunda,1,Good,Good,0
WA2215,NORTH BANNISTER,507007,Hotham - Kulin,0.6666649,Good,Good,0
WA2215,NORTH BANNISTER,507012,Murray - Waroona - Boddington,0.3333351,Good,Good,0
WA2216,SPRINGS,507007,Hotham - Kulin,1,Good,Good,0
WA2217,HASTINGS,507007,Hotham - Kulin,1,Good,Good,0
WA2218,WESTDALE,507002,Avon,1,Good,Good,0
WA2219,FLINT,507002,Avon,1,Good,Good,0
WA2220,JELCOBINE,507002,Avon,0.0084752,Good,Good,1
WA2220,JELCOBINE,507007,Hotham - Kulin,0.9915248,Good,Good,0
WA2221,DALE,507002,Avon,1,Good,Good,0
WA2222,TALBOT WEST,507002,Avon,1,Good,Good,0
WA2223,SAWYERS VALLEY,505013,Mundaring - Swan View,1,Good,Good,0
WA2224,BULLSBROOK,505019,Swan,1,Good,Good,0
WA2225,GIDGEGANNUP,505013,Mundaring - Swan View,0.0021315,Good,Good,1
WA2225,GIDGEGANNUP,505019,Swan,0.9978685,Good,Good,0
WA2226,MORANGUP,507002,Avon,1,Good,Good,0
WA2227,FLYNN,507002,Avon,1,Good,Good,0
WA2228,MOUNT OBSERVATION,507002,Avon,1,Good,Good,0
WA2229,TALBOT,507002,Avon,1,Good,Good,0
WA2230,GILGERING,507002,Avon,1,Good,Good,0
WA2231,WOOTTATING,507002,Avon,1,Good,Good,0
WA2232,COPLEY,507002,Avon,1,Good,Good,0
WA2233,KATRINE,507002,Avon,1,Good,Good,0
WA2234,WILBERFORCE,507002,Avon,1,Good,Good,0
WA2235,THROSSELL,507002,Avon,1,Good,Good,0
WA2236,WEST PINGELLY,507007,Hotham - Kulin,1,Good,Good,0
WA2237,BROOKTON,507007,Hotham - Kulin,1,Good,Good,0
WA2238,KOKEBY,507002,Avon,1,Good,Good,0
WA2239,ALDERSYDE,507007,Hotham - Kulin,1,Good,Good,0
WA2240,KWEDA,507007,Hotham - Kulin,1,Good,Good,0
WA2241,SOUTH QUAIRADING,507002,Avon,1,Good,Good,0
WA2242,BULLARING,507007,Hotham - Kulin,1,Good,Good,0
WA2243,BULYEE,507007,Hotham - Kulin,1,Good,Good,0
WA2244,WAMENUSKING,507002,Avon,1,Good,Good,0
WA2245,KUNJIN,507007,Hotham - Kulin,1,Good,Good,0
WA2246,ADAMSVALE,507007,Hotham - Kulin,1,Good,Good,0
WA2247,EAST BEVERLEY,507002,Avon,1,Good,Good,0
WA2248,WARDING EAST,507002,Avon,1,Good,Good,0
WA2249,DOODENANNING,507002,Avon,1,Good,Good,0
WA2250,CUBBINE,507002,Avon,1,Good,Good,0
WA2251,YOUNDEGIN,507002,Avon,1,Good,Good,0
WA2252,PANTAPIN,507002,Avon,1,Good,Good,0
WA2253,KWOLYIN,507005,Campion,1,Good,Good,0
WA2254,SHACKLETON,507005,Campion,1,Good,Good,0
WA2255,MOUNT STIRLING,507002,Avon,1,Good,Good,0
WA2256,SOUTH TAMMIN,507002,Avon,1,Good,Good,0
WA2257,DAADENNING CREEK,507002,Avon,1,Good,Good,0
WA2258,KELLERBERRIN,507002,Avon,1,Good,Good,0
WA2259,SOUTH DOODLAKINE,507002,Avon,1,Good,Good,0
WA2260,MUCHEA,507011,Moora - Chittering,1,Good,Good,0
WA2261,CHITTERING,507011,Moora - Chittering,1,Good,Good,0
WA2262,JULIMAR,507002,Avon,1,Good,Good,0
WA2263,BINDOON,507011,Moora - Chittering,1,Good,Good,0
WA2264,COONDLE,507002,Avon,1,Good,Good,0
WA2265,CUNJARDINE,507002,Avon,1,Good,Good,0
WA2266,WATTENING,507002,Avon,1,Good,Good,0
WA2267,BOLGART,507011,Moora - Chittering,1,Good,Good,0
WA2268,HULONGINE,507002,Avon,1,Good,Good,0
WA2269,UCARTY WEST,507002,Avon,1,Good,Good,0
WA2270,KARRANADGIN,507002,Avon,1,Good,Good,0
WA2271,WALYORMOURING,507002,Avon,1,Good,Good,0
WA2272,MINDARRA,507011,Moora - Chittering,1,Good,Good,0
WA2273,MOGUMBER,507011,Moora - Chittering,1,Good,Good,0
WA2274,YARAWINDAH,507011,Moora - Chittering,1,Good,Good,0
WA2275,OLD PLAINS,507011,Moora - Chittering,1,Good,Good,0
WA2276,NEW NORCIA,507011,Moora - Chittering,1,Good,Good,0
WA2277,GILLINGARRA,507011,Moora - Chittering,1,Good,Good,0
WA2278,KOOJAN,507011,Moora - Chittering,1,Good,Good,0
WA2279,MOORA,507011,Moora - Chittering,1,Good,Good,0
WA2280,PIAWANING,507011,Moora - Chittering,1,Good,Good,0
WA2281,WALEBING,507011,Moora - Chittering,1,Good,Good,0
WA2282,CARANI,507011,Moora - Chittering,1,Good,Good,0
WA2283,KONNONGORRING,507002,Avon,1,Good,Good,0
WA2284,LAKE NINAN,507002,Avon,1,Good,Good,0
WA2285,YERECOIN,507011,Moora - Chittering,1,Good,Good,0
WA2286,LAKE HINDS,507002,Avon,1,Good,Good,0
WA2287,WONGAN HILLS,507002,Avon,1,Good,Good,0
WA2288,WEST BALLIDU,507002,Avon,1,Good,Good,0
WA2289,GREENWOODS VALLEY,507002,Avon,1,Good,Good,0
WA2290,WYOLA WEST,507002,Avon,1,Good,Good,0
WA2291,WATERCARRIN,507002,Avon,1,Good,Good,0
WA2292,UCARTY,507002,Avon,1,Good,Good,0
WA2293,DOWERIN,507002,Avon,1,Good,Good,0
WA2294,HINDMARSH,507002,Avon,1,Good,Good,0
WA2295,WYALKATCHEM,507002,Avon,1,Good,Good,0
WA2296,BENJABERRING,507002,Avon,1,Good,Good,0
WA2297,NORTH TAMMIN,507002,Avon,1,Good,Good,0
WA2298,DOODLAKINE,507002,Avon,1,Good,Good,0
WA2299,NORTH KELLERBERRIN,507002,Avon,1,Good,Good,0
WA2300,KORRELOCKING,507002,Avon,1,Good,Good,0
WA2301,SOUTH YELBENI,507005,Campion,1,Good,Good,0
WA2302,SOUTH TRAYNING,507005,Campion,1,Good,Good,0
WA2303,KOOMBERKINE,507002,Avon,1,Good,Good,0
WA2304,MINNIVALE,507002,Avon,1,Good,Good,0
WA2305,BOORALAMING,507002,Avon,1,Good,Good,0
WA2306,MANMANNING,507002,Avon,1,Good,Good,0
WA2307,BADGERIN ROCK,507002,Avon,1,Good,Good,0
WA2308,NORTH YELBENI,507005,Campion,1,Good,Good,0
WA2309,NORTH TRAYNING,507005,Campion,1,Good,Good,0
WA2310,LAKE MARGARETTE,507002,Avon,1,Good,Good,0
WA2311,BENCUBBIN,507005,Campion,1,Good,Good,0
WA2312,GABBIN,507005,Campion,1,Good,Good,0
WA2313,KULIN WEST,507007,Hotham - Kulin,1,Good,Good,0
WA2314,GORGE ROCK,507007,Hotham - Kulin,1,Good,Good,0
WA2315,CORRIGIN,507007,Hotham - Kulin,1,Good,Good,0
WA2316,KURRENKUTTEN,507007,Hotham - Kulin,1,Good,Good,0
WA2317,BILBARIN,507007,Hotham - Kulin,1,Good,Good,0
WA2318,BABAKIN,507005,Campion,1,Good,Good,0
WA2319,MOUNT WALKER,507005,Campion,1,Good,Good,0
WA2320,WOOLOCUTTY,507005,Campion,1,Good,Good,0
WA2321,WEST HOLLETON,507005,Campion,1,Good,Good,0
WA2322,SOUTH YILGARN,507005,Campion,1,Good,Good,0
WA2323,HINES HILL,507005,Campion,1,Good,Good,0
WA2324,NANGEENAN,507005,Campion,1,Good,Good,0
WA2325,MERREDIN,507005,Campion,1,Good,Good,0
WA2326,NORTH BAANDEE,507002,Avon,1,Good,Good,0
WA2327,SOUTH KUNUNOPPIN,507005,Campion,1,Good,Good,0
WA2328,NOKANING,507005,Campion,1,Good,Good,0
WA2329,NUKARNI,507005,Campion,1,Good,Good,0
WA2330,NUNGARIN,507005,Campion,1,Good,Good,0
WA2331,TALGOMINE,507005,Campion,1,Good,Good,0
WA2332,BURRACOPPIN,507005,Campion,1,Good,Good,0
WA2333,CARRABIN,507005,Campion,1,Good,Good,0
WA2334,GOOMARIN,507005,Campion,1,Good,Good,0
WA2335,NORTH KUNUNOPPIN,507005,Campion,1,Good,Good,0
WA2336,DANDANNING,507005,Campion,1,Good,Good,0
WA2337,WELBUNGIN,507005,Campion,1,Good,Good,0
WA2338,WATTONING,507005,Campion,1,Good,Good,0
WA2339,MUKINBUDIN,507005,Campion,1,Good,Good,0
WA2340,KARLONING,507005,Campion,1,Good,Good,0
WA2341,CHANDLER,507005,Campion,1,Good,Good,0
WA2342,LAKE BROWN,507005,Campion,1,Good,Good,0
WA2343,WARRALAKIN,507005,Campion,1,Good,Good,0
WA2344,WARRACHUPPIN,507005,Campion,1,Good,Good,0
WA2345,BOODAROCKIN,507005,Campion,1,Good,Good,0
WA2346,WILGOYNE,507005,Campion,1,Good,Good,0
WA2347,DULYALBIN,507005,Campion,1,Good,Good,0
WA2348,MOORINE ROCK,507005,Campion,1,Good,Good,0
WA2349,SOUTHERN CROSS,507005,Campion,1,Good,Good,0
WA2350,CORINTHIA,507005,Campion,1,Good,Good,0
WA2351,NORTH BODALLIN,507005,Campion,1,Good,Good,0
WA2352,KOOLYANOBBING,507005,Campion,1,Good,Good,0
WA2353,NAMBUNG,507011,Moora - Chittering,1,Good,Good,0
WA2354,JURIEN BAY,507011,Moora - Chittering,1,Good,Good,0
WA2355,HILL RIVER,507011,Moora - Chittering,1,Good,Good,0
WA2356,ARROWSMITH EAST,502005,Irwin - Morawa,1,Good,Good,0
WA2357,YARDARINO,502005,Irwin - Morawa,1,Good,Good,0
WA2358,MILO,502005,Irwin - Morawa,1,Good,Good,0
WA2359,MOUNT HORNER,502005,Irwin - Morawa,1,Good,Good,0
WA2360,DUDAWA,502005,Irwin - Morawa,1,Good,Good,0
WA2361,YARRAGADEE,502005,Irwin - Morawa,1,Good,Good,0
WA2362,MOUNT BUDD,502005,Irwin - Morawa,1,Good,Good,0
WA2363,MERKANOOKA,502005,Irwin - Morawa,1,Good,Good,0
WA2364,BURMA ROAD,502003,Central West Coast,1,Good,Good,0
WA2365,DURAWAH,502003,Central West Coast,1,Good,Good,0
WA2366,NANGETTY,502005,Irwin - Morawa,1,Good,Good,0
WA2367,WONGOONDY,502003,Central West Coast,1,Good,Good,0
WA2368,DEVILS CREEK,502003,Central West Coast,1,Good,Good,0
WA2369,BOWES,502003,Central West Coast,1,Good,Good,0
WA2370,SANDY GULLY,502003,Central West Coast,1,Good,Good,0
WA2371,NARALING,502003,Central West Coast,1,Good,Good,0
WA2372,KALBARRI,502003,Central West Coast,1,Good,Good,0
WA2373,WEST BINNU,502003,Central West Coast,1,Good,Good,0
WA2374,EAST NABAWA,502003,Central West Coast,1,Good,Good,0
WA2375,NORTH ERADU,502003,Central West Coast,1,Good,Good,0
WA2376,TENINDEWA,502003,Central West Coast,1,Good,Good,0
WA2377,EAST YUNA,502003,Central West Coast,1,Good,Good,0
WA2378,YUNA,502003,Central West Coast,1,Good,Good,0
WA2379,WANDANA,502003,Central West Coast,1,Good,Good,0
WA2380,MULLEWA,502003,Central West Coast,1,Good,Good,0
WA2381,DARTMOOR,502003,Central West Coast,1,Good,Good,0
WA2382,COOMBERDALE,507011,Moora - Chittering,1,Good,Good,0
WA2383,BERKSHIRE VALLEY,507011,Moora - Chittering,1,Good,Good,0
WA2384,NAMBAN,507011,Moora - Chittering,1,Good,Good,0
WA2385,EAST DAMBORING,507002,Avon,1,Good,Good,0
WA2386,MIAMOON,507002,Avon,1,Good,Good,0
WA2387,NUGADONG,507002,Avon,1,Good,Good,0
WA2388,WADDY FOREST,502005,Irwin - Morawa,1,Good,Good,0
WA2389,BURAKIN,507002,Avon,1,Good,Good,0
WA2390,KALANNIE,507002,Avon,1,Good,Good,0
WA2391,CLEARY,507005,Campion,1,Good,Good,0
WA2392,BEACON,507005,Campion,1,Good,Good,0
WA2393,TAMPU,507005,Campion,1,Good,Good,0
WA2394,REMLAP,507005,Campion,1,Good,Good,0
WA2395,MORAWA,502005,Irwin - Morawa,1,Good,Good,0
WA2396,NORTH WIALKI,507005,Campion,1,Good,Good,0
WA2397,MOUNT MAGNET,502002,Carnegie South - Mount Magnet,1,Good,Good,0
WA2398,EAST MUNGLINUP,503001,Esperance - Ravensthorpe,1,Good,Good,0
WA2399,MONJINGUP,503001,Esperance - Ravensthorpe,1,Good,Good,0
WA2400,GIBSON,503001,Esperance - Ravensthorpe,1,Good,Good,0
WA2401,MYRUP,503001,Esperance - Ravensthorpe,1,Good,Good,0
WA2402,MERIVALE,503001,Esperance - Ravensthorpe,1,Good,Good,0
WA2403,CONDINGUP,503001,Esperance - Ravensthorpe,1,Good,Good,0
WA2404,KAMBALDA WEST,503002,Kalgoorlie - Dundas - Goldfields,1,Good,Good,0
WA2405,KAMBALDA EAST,503002,Kalgoorlie - Dundas - Goldfields,1,Good,Good,0
WA2406,YILKARI,503002,Kalgoorlie - Dundas - Goldfields,0.9901112,Good,Good,0
WA2406,YILKARI,503003,Kalgoorlie - Ningia Mia,0.0098888,Good,Good,1
WA2407,PARABURDOO,506002,Exmouth - Ashburton,1,Good,Good,0
WA2408,LEARMONTH,506002,Exmouth - Ashburton,1,Good,Good,0
WA2409,NORTH WEST CAPE,506002,Exmouth - Ashburton,1,Good,Good,0
WA2410,ONSLOW,506002,Exmouth - Ashburton,1,Good,Good,0
WA2411,MOUNT ANKETELL,506003,Karratha,0.1764706,Good,Good,0
WA2411,MOUNT ANKETELL,506005,Roebourne - Wickham,0.8235294,Good,Good,0
WA2412,ROEBOURNE,506005,Roebourne - Wickham,1,Good,Good,0
WA2413,BALLA BALLA,506005,Roebourne - Wickham,1,Good,Good,0
WA2414,WITTENOOM,506002,Exmouth - Ashburton,1,Good,Good,0
WA2415,WALLAREENYA,506004,Port Hedland,1,Good,Good,0
WA2416,POINT SAMSON,,,4.06E-05,Poor,Good,4
WA2416,POINT SAMSON,506005,Roebourne - Wickham,0.9999594,Good,Good,0
WA2417,BOODARIE,506004,Port Hedland,1,Good,Good,0
WA2418,STRELLEY,506004,Port Hedland,1,Good,Good,0
WA2419,DERBY,508001,Derby - Mowanjum,0.9324341,Good,Good,0
WA2419,DERBY,508006,Outer Derby - West Kimberley,0.0675659,Acceptable,Good,0
WA2420,MEERUP,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
WA2421,WALPOLE,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
WA2422,PEACEFUL BAY,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
WA2423,HAZELVALE,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
WA2424,SANDPATCH,507001,Albany,1,Good,Good,0
WA2425,BOW BRIDGE,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
WA2426,PARRYVILLE,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
WA2427,KORDABUP,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
WA2428,OCEAN BEACH,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
WA2429,WILLIAM BAY,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
WA2430,NULLAKI,507001,Albany,1,Good,Good,0
WA2431,SHADFORTH,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
WA2432,YOUNGS SIDING,507001,Albany,1,Good,Good,0
WA2433,KRONKUP,507001,Albany,1,Good,Good,0
WA2434,TORBAY,507001,Albany,1,Good,Good,0
WA2435,ELLEKER,507001,Albany,1,Good,Good,0
WA2436,MARBELUP,507001,Albany,1,Good,Good,0
WA2437,DROME,507001,Albany,1,Good,Good,0
WA2438,WILLYUNG,507001,Albany,1,Good,Good,0
WA2439,PORONGURUP,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
WA2440,PALMDALE,507001,Albany,1,Good,Good,0
WA2441,SOUTH STIRLING,507001,Albany,1,Good,Good,0
WA2442,LEEUWIN,507015,South-West,1,Good,Good,0
WA2443,AUGUSTA,507015,South-West,1,Good,Good,0
WA2444,DEEPDENE,507015,South-West,1,Good,Good,0
WA2445,KUDARDUP,507015,South-West,1,Good,Good,0
WA2446,BORANUP,507015,South-West,1,Good,Good,0
WA2447,KARRIDALE,507015,South-West,1,Good,Good,0
WA2448,FOREST GROVE,507015,South-West,1,Good,Good,0
WA2449,SCOTT RIVER,507015,South-West,1,Good,Good,0
WA2450,COURTENAY,507015,South-West,1,Good,Good,0
WA2451,BIDDELIA,507015,South-West,1,Good,Good,0
WA2452,MARGARET RIVER,507015,South-West,1,Good,Good,0
WA2453,WITCHCLIFFE,507015,South-West,1,Good,Good,0
WA2454,BURNSIDE,507015,South-West,1,Good,Good,0
WA2455,COWARAMUP,507015,South-West,1,Good,Good,0
WA2456,ROSA GLEN,507015,South-West,1,Good,Good,0
WA2457,OSMINGTON,507015,South-West,1,Good,Good,0
WA2458,TREETON,507015,South-West,1,Good,Good,0
WA2459,KALOORUP,507004,Busselton,1,Good,Good,0
WA2460,WILYABRUP,507004,Busselton,1,Good,Good,0
WA2461,METRICUP,507004,Busselton,1,Good,Good,0
WA2462,YALLINGUP,507004,Busselton,1,Good,Good,0
WA2463,QUINDALUP,507004,Busselton,1,Good,Good,0
WA2464,CARBUNUP RIVER,507004,Busselton,1,Good,Good,0
WA2465,NATURALISTE,507004,Busselton,1,Good,Good,0
WA2466,CHAPMAN HILL,507004,Busselton,1,Good,Good,0
WA2467,VASSE,507004,Busselton,1,Good,Good,0
WA2468,YALYALUP,507004,Busselton,1,Good,Good,0
WA2469,JALBARRAGUP,507015,South-West,1,Good,Good,0
WA2470,EAST NANNUP,507015,South-West,1,Good,Good,0
WA2471,RUABON,507004,Busselton,1,Good,Good,0
WA2472,TUTUNUP,507004,Busselton,1,Good,Good,0
WA2473,CAPEL RIVER,507015,South-West,1,Good,Good,0
WA2474,BRAZIER,507015,South-West,1,Good,Good,0
WA2475,UPPER CAPEL,507015,South-West,1,Good,Good,0
WA2476,PAYNEDALE,507015,South-West,1,Good,Good,0
WA2477,BROOKHAMPTON,507015,South-West,1,Good,Good,0
WA2478,STIRLING ESTATE,507015,South-West,1,Good,Good,0
WA2479,CAPEL,507015,South-West,1,Good,Good,0
WA2480,ELGIN,507015,South-West,1,Good,Good,0
WA2481,STRATHAM,507015,South-West,1,Good,Good,0
WA2482,BOYANUP,507015,South-West,1,Good,Good,0
WA2483,CROOKED BROOK,507015,South-West,1,Good,Good,0
WA2484,QUEENWOOD,507015,South-West,1,Good,Good,0
WA2485,AUSTRALIND,507006,Harvey and Surrounds,1,Good,Good,0
WA2486,FERGUSON,507015,South-West,1,Good,Good,0
WA2487,HENTY,507015,South-West,1,Good,Good,0
WA2488,BUREKUP,507015,South-West,1,Good,Good,0
WA2489,WELLESLEY,507006,Harvey and Surrounds,1,Good,Good,0
WA2490,BEELA,507006,Harvey and Surrounds,1,Good,Good,0
WA2491,BINNINGUP,507006,Harvey and Surrounds,1,Good,Good,0
WA2492,WOKALUP,507006,Harvey and Surrounds,1,Good,Good,0
WA2493,BENGER,507006,Harvey and Surrounds,1,Good,Good,0
WA2494,HARVEY,507006,Harvey and Surrounds,1,Good,Good,0
WA2495,PRESTON BEACH,507009,Mandurah,1.92E-05,Good,Good,1
WA2495,PRESTON BEACH,507012,Murray - Waroona - Boddington,0.9999808,Good,Good,0
WA2496,COOKERNUP,507006,Harvey and Surrounds,1,Good,Good,0
WA2497,LAKE CLIFTON,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2498,YARLOOP,507006,Harvey and Surrounds,1,Good,Good,0
WA2499,POINT GREY,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2500,BOUVARD,507009,Mandurah,1,Good,Good,0
WA2501,WEST COOLUP,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2502,BIRCHMONT,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2503,NIRIMBA,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2504,WEST PINJARRA,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2505,SOUTH YUNDERUP,507009,Mandurah,0.9982191,Good,Good,0
WA2505,SOUTH YUNDERUP,507012,Murray - Waroona - Boddington,0.0017809,Good,Good,1
WA2506,BLYTHEWOOD,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2507,RAVENSWOOD,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2508,NAMBEELUP,507012,Murray - Waroona - Boddington,1,Good,Good,0
WA2509,HOPELAND,505016,Serpentine - Jarrahdale,1,Good,Good,0
WA2510,BALDIVIS,505015,Rockingham,1,Good,Good,0
WA2511,WELLARD,505011,Kwinana,1,Good,Good,0
WA2512,OLDBURY,505016,Serpentine - Jarrahdale,1,Good,Good,0
WA2513,MUNSTER,505006,Cockburn,1,Good,Good,0
WA2514,MELALEUCA,505019,Swan,1,Good,Good,0
WA2515,NEERABUP,505020,Wanneroo - North-East,0.9472744,Good,Good,0
WA2515,NEERABUP,505021,Yanchep - Two Rocks,0.0527256,Good,Good,0
WA2516,MARIGINIUP,505020,Wanneroo - North-East,1,Good,Good,0
WA2517,PINJAR,505020,Wanneroo - North-East,1,Good,Good,0
WA2518,TWO ROCKS,505020,Wanneroo - North-East,0.3761057,Good,Good,0
