LOCALITY_PID,LOCALITY_NAME,IARE_CODE_2021,IARE_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW2451,MACDONALDS CREEK,102006,Liverpool Plains,1,Good,Good,0
NSW2452,MACKSVILLE,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW2453,MACLEAN,104004,Clarence Valley,1,Good,Good,0
NSW2454,MACMASTERS BEACH,104007,Gosford,1,Good,Good,0
NSW2455,MACQUARIE FIELDS,107007,Campbelltown,1,Good,Good,0
NSW2456,MACQUARIE HILLS,104022,Lake Macquarie,1,Good,Good,0
NSW2457,MACQUARIE LINKS,107007,Campbelltown,1,Good,Good,0
NSW2458,MACQUARIE MARSHES,103004,Coonamble,1,Good,Good,0
NSW2459,MACQUARIE PARK,107013,Hunters Hill - Ryde,1,Good,Good,0
NSW246,BEECHWOOD,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW2460,MACQUARIE PASS,107015,Kiama - Shellharbour,1,Good,Good,0
NSW2461,MADDENS PLAINS,106005,Southern Tablelands,0.0012469,Good,Good,1
NSW2461,MADDENS PLAINS,107030,Wollongong,0.9987531,Good,Good,0
NSW2462,MAFFRA,106004,Snowy - Monaro,1,Good,Good,0
NSW2463,MAGENTA,104023,Wyong,1,Good,Good,0
NSW2464,MAGOMETON,103004,Coonamble,1,Good,Good,0
NSW2465,MAIANBAR,107025,Sutherland Shire,1,Good,Good,0
NSW2466,MAIMURU,105022,Young,1,Good,Good,0
NSW2467,MAIN ARM,104002,Byron,1,Good,Good,0
NSW2468,MAIN CREEK,104006,Gloucester - Dungog,1,Good,Good,0
NSW2469,MAIRJIMMY,105006,Central Murray,1,Good,Good,0
NSW247,BEECROFT,107012,Hornsby - Ku-ring-gai,1,Good,Good,0
NSW2470,MAISON DIEU,104018,Singleton,1,Good,Good,0
NSW2471,MAITLAND,104013,Maitland,1,Good,Good,0
NSW2472,MAITLAND BAR,105016,Mudgee,1,Good,Good,0
NSW2473,MAITLAND VALE,104013,Maitland,1,Good,Good,0
NSW2474,MAJORS CREEK,106004,Snowy - Monaro,1,Good,Good,0
NSW2475,MALABAR,107023,Randwick - La Perouse,1,Good,Good,0
NSW2476,MALABUGILMAH,104004,Clarence Valley,1,Good,Good,0
NSW2477,MALDON,107029,Wollondilly,1,Good,Good,0
NSW2478,MALLABULA,104016,Port Stephens,1,Good,Good,0
NSW2479,MALLAN,105006,Central Murray,1,Good,Good,0
NSW248,BEECROFT PENINSULA,106003,Shoalhaven,1,Good,Good,0
NSW2480,MALLANGANEE,104010,Kyogle,1,Good,Good,0
NSW2481,MALLOWA,102008,Moree Plains,1,Poor,Good,0
NSW2482,MALONEYS BEACH,106002,Eurobodalla,1,Good,Good,0
NSW2483,MALUA BAY,106002,Eurobodalla,1,Good,Good,0
NSW2484,MANAR,106004,Snowy - Monaro,1,Good,Good,0
NSW2486,MANDAGERY,101005,Parkes,1,Good,Good,0
NSW2487,MANDALONG,104022,Lake Macquarie,1,Good,Good,0
NSW2488,MANDURAMA,105004,Blayney - Cabonne,0.9487026,Good,Good,0
NSW2488,MANDURAMA,105009,Cowra,0.0512974,Good,Good,0
NSW2489,MANGERTON,107030,Wollongong,1,Good,Good,0
NSW249,BEELBANGERA,105012,Griffith - Leeton,1,Good,Good,0
NSW2490,MANGOOLA,102009,Muswellbrook,1,Good,Good,0
NSW2491,MANGOPLAH,105021,Wagga Wagga,1,Good,Good,0
NSW2492,MANGROVE CREEK,104007,Gosford,1,Good,Good,0
NSW2493,MANGROVE MOUNTAIN,104007,Gosford,1,Good,Good,0
NSW2494,MANILDRA,105004,Blayney - Cabonne,1,Good,Good,0
NSW2495,MANILLA,102011,Tamworth,1,Good,Good,0
NSW2496,MANLY,107020,Northern Beaches,1,Good,Good,0
NSW2497,MANLY VALE,107020,Northern Beaches,1,Good,Good,0
NSW2498,MANNERING PARK,104023,Wyong,1,Good,Good,0
NSW2499,MANNING POINT,104019,Taree,1,Good,Good,0
NSW25,ALBION PARK,107015,Kiama - Shellharbour,1,Good,Good,0
NSW250,BEEMUNNEL,101006,Warren,1,Good,Good,0
NSW2500,MANNUS,105020,Upper Murray,1,Good,Good,0
NSW2501,MANOBALAI,102009,Muswellbrook,0.8859782,Good,Good,0
NSW2501,MANOBALAI,102013,Upper Hunter,0.1140218,Good,Good,0
NSW2502,MANTON,106005,Southern Tablelands,1,Good,Good,0
NSW2503,MANYANA,106003,Shoalhaven,1,Good,Good,0
NSW2504,MARAGLE,105020,Upper Murray,1,Good,Good,0
NSW2505,MARAYLYA,107002,Baulkham Hills,0.3341089,Acceptable,Good,0
NSW2505,MARAYLYA,107010,Hawkesbury,0.6658911,Good,Good,0
NSW2506,MARAYONG,107003,Blacktown,1,Good,Good,0
NSW2507,MARCH,105004,Blayney - Cabonne,1,Good,Good,0
NSW2508,MARCHMONT,106005,Southern Tablelands,1,Good,Good,0
NSW2509,MARDI,104023,Wyong,1,Good,Good,0
NSW251,BEGA,106001,Bega Valley,1,Good,Good,0
NSW2510,MARENGO,104004,Clarence Valley,1,Good,Good,0
NSW2511,MARES RUN,104006,Gloucester - Dungog,1,Good,Good,0
NSW2512,MARINNA,105013,Gundagai - Junee - Harden,1,Good,Good,0
NSW2513,MARKS POINT,104022,Lake Macquarie,1,Good,Good,0
NSW2514,MARKWELL,104008,Great Lakes,1,Good,Good,0
NSW2515,MARLEE,104019,Taree,1,Good,Good,0
NSW2516,MARLO MERRICAN,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW2517,MARLOW,104007,Gosford,1,Good,Good,0
NSW2518,MARLOWE,106004,Snowy - Monaro,1,Good,Good,0
NSW2519,MARMONG POINT,104022,Lake Macquarie,1,Good,Good,0
NSW252,BELANGLO,106005,Southern Tablelands,1,Good,Good,0
NSW2520,MAROM CREEK,104001,Ballina - Bagotville,0.2119162,Good,Good,0
NSW2520,MAROM CREEK,104012,Lismore,0.7880838,Good,Good,0
NSW2521,MAROOTA,107002,Baulkham Hills,0.8166421,Acceptable,Good,0
NSW2521,MAROOTA,107012,Hornsby - Ku-ring-gai,0.1833579,Good,Good,0
NSW2522,MAROUBRA,107023,Randwick - La Perouse,1,Good,Good,0
NSW2523,MARRANGAROO,105015,Lithgow - Oberon,1,Good,Good,0
NSW2524,MARRAR,105007,Coolamon - Temora - West Wyalong,0.9690817,Good,Good,0
NSW2524,MARRAR,105021,Wagga Wagga,0.0309183,Good,Good,0
NSW2525,MARRICKVILLE,107008,Canterbury - Bankstown,4.00E-07,Good,Good,1
NSW2525,MARRICKVILLE,107019,Marrickville,0.9999996,Good,Good,0
NSW2526,MARSDEN PARK,107003,Blacktown,1,Good,Good,0
NSW2527,MARSFIELD,107013,Hunters Hill - Ryde,1,Good,Good,0
NSW2528,MARSHALL MOUNT,107030,Wollongong,1,Good,Good,0
NSW2529,MARSHDALE,104006,Gloucester - Dungog,1,Good,Good,0
NSW253,BELBORA,104019,Taree,1,Good,Good,0
NSW2530,MARTHAGUY,101006,Warren,1,Good,Good,0
NSW2531,MARTINDALE,102009,Muswellbrook,1,Good,Good,0
NSW2532,MARTINS CREEK,104006,Gloucester - Dungog,1,Good,Good,0
NSW2533,MARTINSVILLE,104003,Cessnock,2.08E-05,Good,Good,1
NSW2533,MARTINSVILLE,104022,Lake Macquarie,0.9999792,Good,Good,0
NSW2534,MARULAN,106005,Southern Tablelands,1,Good,Good,0
NSW2535,MARYLAND,104014,Newcastle,1,Good,Good,0
NSW2536,MARYLAND,102012,Tenterfield - Jubullum Village,1,Good,Good,0
NSW2537,MARYS MOUNT,102003,Gunnedah,1,Good,Good,0
NSW2538,MARYVALE,101008,Wellington,1,Good,Good,0
NSW2539,MARYVILLE,104014,Newcastle,1,Good,Good,0
NSW254,BELFIELD,107008,Canterbury - Bankstown,0.7645683,Good,Good,0
NSW254,BELFIELD,107027,Sydney - Inner West,0.2354317,Good,Good,0
NSW2540,MASCOT,107005,Botany Bay,0.9990957,Good,Good,0
NSW2540,MASCOT,107024,Rockdale,0.0009041,Good,Good,1
NSW2540,MASCOT,107026,Sydney - City,2.00E-07,Good,Good,1
NSW2541,MATCHAM,104007,Gosford,1,Good,Good,0
NSW2542,MATHESON,102002,Glen Innes,0.9998001,Good,Good,0
NSW2542,MATHESON,102005,Inverell - Gwydir,0.0001999,Good,Good,1
NSW2543,MATHOURA,105010,Deniliquin - Murray,1,Good,Good,0
NSW2544,MATONG,105007,Coolamon - Temora - West Wyalong,0.9263313,Good,Good,0
NSW2544,MATONG,105021,Wagga Wagga,0.0736687,Good,Good,0
NSW2545,MATRAVILLE,107023,Randwick - La Perouse,1,Good,Good,0
NSW2546,MAUDE,105006,Central Murray,1,Good,Good,0
NSW2547,MAULES CREEK,102010,Narrabri,1,Good,Good,0
NSW2548,MAXWELL,105021,Wagga Wagga,1,Good,Good,0
NSW2549,MAYBOLE,102002,Glen Innes,0.550605,Good,Good,0
NSW2549,MAYBOLE,102005,Inverell - Gwydir,0.449395,Good,Good,0
NSW255,BELFORD,104018,Singleton,1,Good,Good,0
NSW2550,MAYERS FLAT,104008,Great Lakes,1,Good,Good,0
NSW2551,MAYFIELD,106004,Snowy - Monaro,1,Good,Good,0
NSW2552,MAYFIELD,105015,Lithgow - Oberon,1,Good,Good,0
NSW2553,MAYFIELD,104014,Newcastle,1,Good,Good,0
NSW2554,MAYFIELD,106003,Shoalhaven,1,Good,Good,0
NSW2555,MAYFIELD EAST,104014,Newcastle,1,Good,Good,0
NSW2556,MAYFIELD NORTH,104014,Newcastle,1,Good,Good,0
NSW2557,MAYFIELD WEST,104014,Newcastle,1,Good,Good,0
NSW2558,MAYRUNG,105006,Central Murray,1,Good,Good,0
NSW2559,MAYS HILL,107011,Holroyd,1,Acceptable,Good,0
NSW256,BELFRAYDEN,105021,Wagga Wagga,1,Good,Good,0
NSW2560,MAYVALE,102011,Tamworth,1,Good,Good,0
NSW2561,MCCULLYS GAP,102009,Muswellbrook,1,Good,Good,0
NSW2562,MCDOUGALLS HILL,104018,Singleton,1,Good,Good,0
NSW2563,MCGRATHS HILL,107010,Hawkesbury,1,Good,Good,0
NSW2564,MCKEES HILL,104012,Lismore,0.5998397,Good,Good,0
NSW2564,MCKEES HILL,104017,Richmond Valley,0.4001603,Good,Good,0
NSW2565,MCKELLARS PARK,105015,Lithgow - Oberon,1,Good,Good,0
NSW2566,MCLEANS RIDGES,104012,Lismore,1,Good,Good,0
NSW2567,MCLEODS SHOOT,104002,Byron,1,Good,Good,0
NSW2568,MCMAHONS POINT,107028,Sydney - Lower North,1,Good,Good,0
NSW2569,MCMAHONS REEF,105013,Gundagai - Junee - Harden,1,Good,Good,0
NSW257,BELGRAVIA,105004,Blayney - Cabonne,1,Good,Good,0
NSW2570,MEADOW FLAT,105003,Bathurst,0.531234,Good,Good,0
NSW2570,MEADOW FLAT,105015,Lithgow - Oberon,0.468766,Good,Good,0
NSW2571,MEADOWBANK,107013,Hunters Hill - Ryde,1,Good,Good,0
NSW2572,MEBBIN,104010,Kyogle,0.1333333,Good,Good,0
NSW2572,MEBBIN,104020,Tweed,0.8666667,Good,Good,0
NSW2573,MEBUL,105016,Mudgee,1,Good,Good,0
NSW2574,MEDLOW BATH,107004,Blue Mountains,1,Good,Good,0
NSW2575,MEDOWIE,104016,Port Stephens,1,Good,Good,0
NSW2577,MEDWAY,106005,Southern Tablelands,1,Good,Good,0
NSW2578,MEERSCHAUM VALE,104001,Ballina - Bagotville,1,Good,Good,0
NSW2580,MEGAN,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW2581,MELBERGEN,105005,Carrathool - Murrumbidgee,1,Good,Good,0
NSW2582,MELINGA,104019,Taree,1,Good,Good,0
NSW2583,MELLONG,105015,Lithgow - Oberon,0.0003967,Good,Good,1
NSW2583,MELLONG,107010,Hawkesbury,0.9996033,Good,Good,0
NSW2584,MELLOOL,105006,Central Murray,1,Good,Good,0
NSW2585,MELROSE PARK,107013,Hunters Hill - Ryde,0.7612771,Good,Good,0
NSW2585,MELROSE PARK,107021,Parramatta,0.2387229,Acceptable,Good,0
NSW2586,MELVILLE,104013,Maitland,1,Good,Good,0
NSW2587,MEMAGONG,105022,Young,1,Good,Good,0
NSW2588,MENAH,105016,Mudgee,1,Good,Good,0
NSW2589,MENAI,107025,Sutherland Shire,1,Good,Good,0
NSW259,BELIMBLA PARK,107029,Wollondilly,1,Good,Good,0
NSW2590,MENANGLE,107029,Wollondilly,1,Good,Good,0
NSW2591,MENANGLE PARK,107007,Campbelltown,1,Good,Good,0
NSW2592,MENDOORAN,101003,Gilgandra,0.1715148,Good,Good,0
NSW2592,MENDOORAN,101007,Warrumbungle Shire,0.8284852,Good,Good,0
NSW2593,MENINDEE,103005,Far West,1,Good,Good,0
NSW2594,MERAH NORTH,102010,Narrabri,1,Good,Good,0
NSW2595,MEREWETHER,104014,Newcastle,1,Good,Good,0
NSW2596,MEREWETHER HEIGHTS,104014,Newcastle,1,Good,Good,0
NSW2597,MERIMBULA,106001,Bega Valley,1,Good,Good,0
NSW2598,MERINGO,106002,Eurobodalla,1,Good,Good,0
NSW2599,MERNOT,104006,Gloucester - Dungog,1,Good,Good,0
NSW26,ALBION PARK RAIL,107015,Kiama - Shellharbour,1,Good,Good,0
NSW260,BELL,105015,Lithgow - Oberon,0.0002378,Good,Good,1
NSW260,BELL,107004,Blue Mountains,0.9997622,Good,Good,0
NSW2600,MEROO,105016,Mudgee,1,Good,Good,0
NSW2601,MEROO MEADOW,106003,Shoalhaven,1,Good,Good,0
NSW2602,MEROTHERIE,105016,Mudgee,1,Good,Good,0
NSW2603,MERRIANGAAH,106004,Snowy - Monaro,1,Good,Good,0
NSW2604,MERRICUMBENE,106001,Bega Valley,0.0007133,Good,Good,1
NSW2604,MERRICUMBENE,106002,Eurobodalla,0.9992867,Good,Good,0
NSW2605,MERRIGAL,101006,Warren,1,Good,Good,0
NSW2606,MERRILL,106005,Southern Tablelands,1,Good,Good,0
NSW2607,MERRIWA,102013,Upper Hunter,1,Good,Good,0
NSW2608,MERRIWAGGA,105005,Carrathool - Murrumbidgee,1,Good,Good,0
NSW2609,MERRYGOEN,101007,Warrumbungle Shire,1,Good,Good,0
NSW261,BELLA VISTA,107002,Baulkham Hills,1,Acceptable,Good,0
NSW2610,MERRYLANDS,107011,Holroyd,0.7187113,Acceptable,Good,0
NSW2610,MERRYLANDS,107021,Parramatta,0.2812887,Acceptable,Good,0
NSW2611,MERRYLANDS WEST,107011,Holroyd,1,Acceptable,Good,0
NSW2612,MERUNGLE HILL,105012,Griffith - Leeton,1,Good,Good,0
NSW2613,MERYLA,106005,Southern Tablelands,1,Good,Good,0
NSW2614,METFORD,104013,Maitland,1,Good,Good,0
NSW2615,METHUL,105007,Coolamon - Temora - West Wyalong,1,Good,Good,0
NSW2616,MIAMLEY,105014,Lachlan,1,Good,Good,0
NSW2617,MIANDETTA,101001,Bogan,1,Good,Good,0
NSW2618,MICALO ISLAND,104004,Clarence Valley,1,Good,Good,0
NSW2619,MICHELAGO,106004,Snowy - Monaro,1,Good,Good,0
NSW262,BELLAMBI,107030,Wollongong,1,Good,Good,0
NSW2620,MIDDLE ARM,106005,Southern Tablelands,1,Good,Good,0
NSW2621,MIDDLE BROOK,102013,Upper Hunter,1,Good,Good,0
NSW2622,MIDDLE BROTHER,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW2623,MIDDLE COVE,107028,Sydney - Lower North,1,Good,Good,0
NSW2624,MIDDLE DURAL,107002,Baulkham Hills,0.7881276,Acceptable,Good,0
NSW2624,MIDDLE DURAL,107012,Hornsby - Ku-ring-gai,0.2118724,Good,Good,0
NSW2625,MIDDLE FALBROOK,104018,Singleton,1,Good,Good,0
NSW2626,MIDDLE FLAT,106004,Snowy - Monaro,1,Good,Good,0
NSW2627,MIDDLE HARBOUR,107012,Hornsby - Ku-ring-gai,0.0706792,Good,Good,0
NSW2627,MIDDLE HARBOUR,107020,Northern Beaches,0.3618674,Good,Good,0
NSW2627,MIDDLE HARBOUR,107028,Sydney - Lower North,0.5674533,Good,Good,0
NSW2628,MIDDLE POCKET,104002,Byron,1,Good,Good,0
NSW2629,MIDDLETON GRANGE,107017,Liverpool,1,Good,Good,0
NSW263,BELLANGRY,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW2630,MIDDLINGBANK,106004,Snowy - Monaro,1,Good,Good,0
NSW2631,MIDGINBIL,104020,Tweed,1,Good,Good,0
NSW2632,MIHI,102014,Uralla - Walcha,1,Good,Good,0
NSW2633,MILA,106004,Snowy - Monaro,1,Good,Good,0
NSW2634,MILBRODALE,104018,Singleton,1,Good,Good,0
NSW2635,MILBRULONG,105020,Upper Murray,1,Good,Good,0
NSW2636,MILKERS FLAT,105003,Bathurst,1,Good,Good,0
NSW2637,MILLAH MURRAH,105003,Bathurst,1,Good,Good,0
NSW2638,MILLBANK,104009,Kempsey,1,Good,Good,0
NSW2639,MILLER,107017,Liverpool,1,Good,Good,0
NSW264,BELLATA,102008,Moree Plains,0.0965413,Poor,Good,0
NSW264,BELLATA,102010,Narrabri,0.9034587,Good,Good,0
NSW2640,MILLERS FOREST,104013,Maitland,1,Good,Good,0
NSW2641,MILLERS POINT,107026,Sydney - City,1,Good,Good,0
NSW2642,MILLFIELD,104003,Cessnock,1,Good,Good,0
NSW2643,MILLIE,102008,Moree Plains,0.9995244,Poor,Good,0
NSW2643,MILLIE,102010,Narrabri,0.0004756,Good,Good,1
NSW2644,MILLINGANDI,106001,Bega Valley,1,Good,Good,0
NSW2645,MILLTHORPE,105004,Blayney - Cabonne,0.9532976,Good,Good,0
NSW2645,MILLTHORPE,105018,Orange,0.0467024,Good,Good,0
NSW2646,MILPARINKA,103005,Far West,1,Good,Good,0
NSW2647,MILPERRA,107008,Canterbury - Bankstown,1,Good,Good,0
NSW2648,MILROY,102003,Gunnedah,1,Good,Good,0
NSW2649,MILROY,105016,Mudgee,1,Good,Good,0
NSW265,BELLAWONGARAH,106003,Shoalhaven,1,Good,Good,0
NSW2650,MILSONS PASSAGE,107012,Hornsby - Ku-ring-gai,1,Good,Good,0
NSW2651,MILSONS POINT,107028,Sydney - Lower North,1,Good,Good,0
NSW2652,MILTON,106003,Shoalhaven,1,Good,Good,0
NSW2653,MILVALE,105008,Cootamundra,0.4148676,Good,Good,0
NSW2653,MILVALE,105022,Young,0.5851324,Good,Good,0
NSW2654,MIMOSA,105007,Coolamon - Temora - West Wyalong,1,Good,Good,0
NSW2655,MINCHINBURY,107003,Blacktown,1,Good,Good,0
NSW2656,MINDARIBBA,104013,Maitland,1,Good,Good,0
NSW2657,MINIMBAH,104008,Great Lakes,1,Good,Good,0
NSW2658,MINJARY,105019,Tumut,1,Good,Good,0
NSW2659,MINMI,104014,Newcastle,1,Good,Good,0
NSW266,BELLBIRD,104003,Cessnock,1,Good,Good,0
NSW2660,MINNAMURRA,107015,Kiama - Shellharbour,1,Good,Good,0
NSW2661,MINNIE WATER,104004,Clarence Valley,1,Good,Good,0
NSW2662,MINORE,101002,Dubbo,1,Good,Good,0
NSW2663,MINTO,107007,Campbelltown,1,Good,Good,0
NSW2664,MINTO HEIGHTS,107007,Campbelltown,1,Good,Good,0
NSW2665,MIRADOR,106001,Bega Valley,1,Good,Good,0
NSW2666,MIRANDA,107025,Sutherland Shire,1,Good,Good,0
NSW2667,MIRANNIE,104018,Singleton,1,Good,Good,0
NSW2668,MIRRABOOKA,104022,Lake Macquarie,1,Good,Good,0
NSW2669,MIRROOL,105007,Coolamon - Temora - West Wyalong,1,Good,Good,0
NSW267,BELLBIRD HEIGHTS,104003,Cessnock,1,Good,Good,0
NSW2670,MISSABOTTI,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW2671,MITCHELL,105003,Bathurst,1,Good,Good,0
NSW2672,MITCHELLS FLAT,104018,Singleton,1,Good,Good,0
NSW2673,MITCHELLS ISLAND,104019,Taree,1,Good,Good,0
NSW2674,MITTAGONG,106005,Southern Tablelands,1,Good,Good,0
NSW2675,MOAMA,105010,Deniliquin - Murray,1,Good,Good,0
NSW2676,MODANVILLE,104012,Lismore,1,Good,Good,0
NSW2677,MOGAREEKA,106001,Bega Valley,1,Good,Good,0
NSW2678,MOGENDOURA,106002,Eurobodalla,1,Good,Good,0
NSW2679,MOGGS SWAMP,102002,Glen Innes,1,Good,Good,0
NSW268,BELLBROOK,104009,Kempsey,1,Good,Good,0
NSW2680,MOGILLA,106001,Bega Valley,1,Good,Good,0
NSW2681,MOGO,106002,Eurobodalla,1,Good,Good,0
NSW2682,MOGO,105016,Mudgee,1,Good,Good,0
NSW2683,MOGO CREEK,107010,Hawkesbury,1,Good,Good,0
NSW2684,MOGOOD,106003,Shoalhaven,1,Good,Good,0
NSW2685,MOGRANI,104006,Gloucester - Dungog,1,Good,Good,0
NSW2686,MOGRIGUY,101002,Dubbo,1,Good,Good,0
NSW2687,MOLE RIVER,102012,Tenterfield - Jubullum Village,1,Good,Good,0
NSW2688,MOLEVILLE CREEK,104004,Clarence Valley,1,Good,Good,0
NSW2689,MOLLYAN,101007,Warrumbungle Shire,1,Good,Good,0
NSW269,BELLEVUE HILL,107031,Woollahra - Waverley,1,Good,Good,0
NSW2690,MOLLYMOOK,106003,Shoalhaven,1,Good,Good,0
NSW2691,MOLLYMOOK BEACH,106003,Shoalhaven,1,Good,Good,0
NSW2692,MOLONG,105004,Blayney - Cabonne,1,Good,Good,0
NSW2693,MONA VALE,107020,Northern Beaches,1,Good,Good,0
NSW2694,MONAK,105002,Balranald - Wentworth,1,Good,Good,0
NSW2695,MONALTRIE,104012,Lismore,1,Good,Good,0
NSW2696,MONDAYONG,106003,Shoalhaven,1,Good,Good,0
NSW2697,MONDROOK,104019,Taree,1,Good,Good,0
NSW2698,MONGA,106004,Snowy - Monaro,1,Good,Good,0
NSW2699,MONGARLOWE,106004,Snowy - Monaro,1,Good,Good,0
NSW27,ALBURY,105001,Albury,1,Good,Good,0
NSW270,BELLIMBOPINNI,104009,Kempsey,1,Good,Good,0
NSW2700,MONGOGARIE,104017,Richmond Valley,1,Good,Good,0
NSW2701,MONIA GAP,105005,Carrathool - Murrumbidgee,1,Good,Good,0
NSW2702,MONIVAE,105016,Mudgee,1,Good,Good,0
NSW2703,MONKERAI,104006,Gloucester - Dungog,6.00E-05,Good,Good,1
NSW2703,MONKERAI,104008,Great Lakes,0.99994,Good,Good,0
NSW2704,MONTEAGLE,105022,Young,1,Good,Good,0
NSW2705,MONTECOLLUM,104002,Byron,1,Good,Good,0
NSW2706,MONTEFIORES,101008,Wellington,1,Good,Good,0
NSW2707,MONTEREY,107024,Rockdale,1,Good,Good,0
NSW2708,MOOBALL,104020,Tweed,1,Good,Good,0
NSW2709,MOOBI,102013,Upper Hunter,1,Good,Good,0
NSW271,BELLINGEN,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW2710,MOOGEM,102002,Glen Innes,1,Good,Good,0
NSW2711,MOOKERAWA,101008,Wellington,1,Good,Good,0
NSW2712,MOOKIMA WYBRA,104004,Clarence Valley,1,Good,Good,0
NSW2713,MOOLARBEN,105016,Mudgee,1,Good,Good,0
NSW2714,MOOLLATTOO,106003,Shoalhaven,1,Good,Good,0
NSW2715,MOOLPA,105002,Balranald - Wentworth,1,Good,Good,0
NSW2716,MOOMBOOLDOOL,105007,Coolamon - Temora - West Wyalong,0.1397304,Good,Good,0
NSW2716,MOOMBOOLDOOL,105017,Narrandera,0.8602696,Good,Good,0
NSW2717,MOONAN BROOK,102013,Upper Hunter,1,Good,Good,0
NSW2718,MOONAN FLAT,102013,Upper Hunter,1,Good,Good,0
NSW2719,MOONBAH,106004,Snowy - Monaro,1,Good,Good,0
NSW272,BELLMOUNT FOREST,106005,Southern Tablelands,1,Good,Good,0
NSW2720,MOONBI,102011,Tamworth,1,Good,Good,0
NSW2721,MOONBRIA,105006,Central Murray,1,Good,Good,0
NSW2722,MOONEBA,104009,Kempsey,1,Good,Good,0
NSW2723,MOONEE,104022,Lake Macquarie,0.4285714,Good,Good,0
NSW2723,MOONEE,104023,Wyong,0.5714286,Good,Good,0
NSW2724,MOONEE BEACH,104005,Coffs Harbour - Nambucca,1,Good,Good,0
NSW2726,MOONEY MOONEY,104007,Gosford,1,Good,Good,0
NSW2727,MOONEY MOONEY CREEK,104007,Gosford,1,Good,Good,0
NSW2728,MOONPAR,104004,Clarence Valley,1,Good,Good,0
NSW2729,MOORAL CREEK,104019,Taree,1,Good,Good,0
NSW273,BELLTREES,102013,Upper Hunter,1,Good,Good,0
NSW2730,MOORBEL,105004,Blayney - Cabonne,1,Good,Good,0
NSW2731,MOORE CREEK,102011,Tamworth,1,Good,Good,0
NSW2732,MOORE PARK,107023,Randwick - La Perouse,0.0019724,Good,Good,1
NSW2732,MOORE PARK,107026,Sydney - City,0.9980276,Good,Good,0
NSW2733,MOOREBANK,107017,Liverpool,1,Good,Good,0
NSW2734,MOORILDA,105004,Blayney - Cabonne,1,Good,Good,0
NSW2735,MOORLAND,104019,Taree,1,Good,Good,0
NSW2736,MOORONG,105021,Wagga Wagga,1,Good,Good,0
NSW2737,MOORWATHA,105020,Upper Murray,1,Good,Good,0
NSW2738,MOPARRABAH,104009,Kempsey,1,Good,Good,0
NSW2739,MOPPY,104006,Gloucester - Dungog,1,Good,Good,0
NSW274,BELMONT,104022,Lake Macquarie,1,Good,Good,0
NSW2740,MORAGO,105006,Central Murray,1,Good,Good,0
NSW2741,MORANGARELL,105007,Coolamon - Temora - West Wyalong,0.5406427,Good,Good,0
NSW2741,MORANGARELL,105022,Young,0.4593573,Good,Good,0
NSW2742,MORANS CROSSING,106001,Bega Valley,1,Good,Good,0
NSW2743,MOREE,102007,Moree,0.8302505,Acceptable,Good,0
NSW2743,MOREE,102008,Moree Plains,0.1697495,Poor,Good,0
NSW2744,MORISSET,104022,Lake Macquarie,1,Good,Good,0
NSW2745,MORISSET PARK,104022,Lake Macquarie,1,Good,Good,0
NSW2746,MORNING BAY,107020,Northern Beaches,1,Good,Good,0
NSW2747,MORORO,104004,Clarence Valley,1,Good,Good,0
NSW2748,MORPETH,104013,Maitland,1,Good,Good,0
NSW2749,MORTDALE,107014,Hurstville - Kogarah,1,Acceptable,Good,0
NSW275,BELMONT NORTH,104022,Lake Macquarie,1,Good,Good,0
NSW2750,MORTLAKE,107027,Sydney - Inner West,1,Good,Good,0
NSW2751,MORTON,106003,Shoalhaven,1,Good,Good,0
NSW2752,MORTONS CREEK,104015,Port Macquarie - Hastings,1,Good,Good,0
NSW2753,MORTS ESTATE,105015,Lithgow - Oberon,1,Good,Good,0
NSW2755,MORUNDAH,105017,Narrandera,0.0540723,Good,Good,0
NSW2755,MORUNDAH,105020,Upper Murray,0.9459277,Good,Good,0
NSW2756,MORUYA,106002,Eurobodalla,1,Good,Good,0
NSW2757,MORUYA HEADS,106002,Eurobodalla,1,Good,Good,0
NSW2758,MORVEN,102002,Glen Innes,1,Good,Good,0
NSW2759,MORVEN,105020,Upper Murray,1,Good,Good,0
NSW276,BELMONT SOUTH,104022,Lake Macquarie,1,Good,Good,0
NSW2760,MOSMAN,107028,Sydney - Lower North,1,Good,Good,0
NSW2761,MOSS VALE,106005,Southern Tablelands,1,Good,Good,0
NSW2762,MOSSGIEL,103005,Far West,0.4826162,Good,Good,0
NSW2762,MOSSGIEL,105002,Balranald - Wentworth,0.1383821,Good,Good,0
NSW2762,MOSSGIEL,105006,Central Murray,0.3790017,Good,Good,0
NSW2763,MOSSY POINT,106002,Eurobodalla,1,Good,Good,0
NSW2764,MOTO,104019,Taree,1,Good,Good,0
NSW2765,MOULAMEIN,105006,Central Murray,1,Good,Good,0
