SED_CODE_2020,SED_NAME_2020,SED_CODE_2021,SED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
28301,Warrandyte (Eastern Metropolitan),28301,Warrandyte (Eastern Metropolitan),1,Good,Good,0
28408,Wendouree (Western Victoria),28408,Wendouree (Western Victoria),1,Good,Good,0
28507,Werribee (Western Metropolitan),20207,Altona (Western Metropolitan),0.0014558,Good,Good,1
28507,Werribee (Western Metropolitan),28507,Werribee (Western Metropolitan),0.9985442,Good,Good,0
28607,Williamstown (Western Metropolitan),28607,Williamstown (Western Metropolitan),1,Good,Good,0
28704,Yan Yean (Northern Victoria),22404,Eildon (Northern Victoria),0.000573,Good,Good,1
28704,Yan Yean (Northern Victoria),28704,Yan Yean (Northern Victoria),0.999427,Good,Good,0
28803,Yuroke (Northern Metropolitan),21203,Broadmeadows (Northern Metropolitan),0.0052569,Good,Good,1
28803,Yuroke (Northern Metropolitan),28803,Yuroke (Northern Metropolitan),0.9947431,Good,Good,0
29494,No usual address (Vic.),29494,No usual address (Vic.),1,Good,Good,0
29797,Migratory - Offshore - Shipping (Vic.),29797,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
30001,Algester,30081,Stretton,0.004908,Good,Good,1
30001,Algester,30001,Algester,0.995092,Good,Good,0
30002,Aspley,30002,Aspley,1,Good,Good,0
30003,Bancroft,30003,Bancroft,1,Good,Good,0
30004,Barron River,30021,Cook,0.0004734,Good,Good,1
30004,Barron River,30004,Barron River,0.9995266,Good,Good,0
30005,Bonney,30006,Broadwater,0.0026976,Good,Good,1
30005,Bonney,30005,Bonney,0.9973024,Good,Good,0
30006,Broadwater,30006,Broadwater,1,Good,Good,0
30007,Buderim,30007,Buderim,1,Good,Good,0
30008,Bulimba,30008,Bulimba,1,Good,Good,0
30009,Bundaberg,30009,Bundaberg,1,Good,Good,0
30010,Bundamba,30037,Ipswich,0.0014299,Good,Good,1
30010,Bundamba,30010,Bundamba,0.9985701,Good,Good,0
30011,Burdekin,30061,Mundingburra,2.00E-07,Good,Good,1
30011,Burdekin,30031,Gregory,0.0010921,Good,Good,1
30011,Burdekin,30011,Burdekin,0.9989077,Good,Good,0
30012,Burleigh,30024,Currumbin,0.0046089,Good,Good,1
30012,Burleigh,30012,Burleigh,0.9953911,Good,Good,0
30013,Burnett,30009,Bundaberg,0.000486,Good,Good,1
30013,Burnett,30015,Callide,0.0007404,Good,Good,1
30013,Burnett,30013,Burnett,0.9987736,Good,Good,0
30014,Cairns,30014,Cairns,1,Good,Good,0
30015,Callide,30028,Gladstone,0.0016356,Good,Good,1
30015,Callide,30013,Burnett,0.0017009,Good,Good,1
30015,Callide,30090,Warrego,0.0018825,Good,Good,1
30015,Callide,30015,Callide,0.994781,Good,Good,0
30016,Caloundra,30040,Kawana,0.0002338,Good,Good,1
30016,Caloundra,30029,Glass House,0.0021295,Good,Good,1
30016,Caloundra,30016,Caloundra,0.9976367,Good,Good,0
30017,Capalaba,30017,Capalaba,1,Good,Good,0
30018,Chatsworth,30018,Chatsworth,1,Good,Good,0
30019,Clayfield,30067,Nudgee,2.00E-07,Good,Good,1
30019,Clayfield,30019,Clayfield,0.9999998,Good,Good,0
30020,Condamine,30086,Toowoomba North,0.0002298,Good,Good,1
30020,Condamine,30063,Nanango,0.0004176,Good,Good,1
30020,Condamine,30090,Warrego,0.0007306,Good,Good,1
30020,Condamine,30020,Condamine,0.9986221,Good,Good,0
30021,Cook,30034,Hill,0.0035343,Good,Good,1
30021,Cook,30021,Cook,0.9964657,Good,Good,0
30022,Coomera,30083,Theodore,0.0033298,Good,Good,1
30022,Coomera,30022,Coomera,0.9966702,Good,Good,0
30023,Cooper,30023,Cooper,1,Good,Good,0
30024,Currumbin,30024,Currumbin,1,Good,Good,0
30025,Everton,30025,Everton,1,Good,Good,0
30026,Ferny Grove,30023,Cooper,0.0011638,Good,Good,1
30026,Ferny Grove,30080,Stafford,0.0020545,Good,Good,1
30026,Ferny Grove,30025,Everton,0.0068821,Good,Good,1
30026,Ferny Grove,30026,Ferny Grove,0.9898996,Good,Good,0
30027,Gaven,30059,Mudgeeraba,0.0003545,Good,Good,1
30027,Gaven,30083,Theodore,0.0032095,Good,Good,1
30027,Gaven,30027,Gaven,0.996436,Good,Good,0
30028,Gladstone,30028,Gladstone,1,Good,Good,0
30029,Glass House,30070,Pumicestone,0.001384,Good,Good,1
30029,Glass House,30016,Caloundra,0.0026982,Good,Good,1
30029,Glass House,30057,Morayfield,0.0028368,Good,Good,1
30029,Glass House,30064,Nicklin,0.0062265,Good,Good,1
30029,Glass House,30029,Glass House,0.9868546,Good,Good,0
30030,Greenslopes,30030,Greenslopes,1,Good,Good,0
30031,Gregory,30031,Gregory,1,Good,Good,0
30032,Gympie,30032,Gympie,1,Good,Good,0
30033,Hervey Bay,30033,Hervey Bay,1,Good,Good,0
30034,Hill,30035,Hinchinbrook,3.00E-07,Good,Good,1
30034,Hill,30034,Hill,0.9999997,Good,Good,0
30035,Hinchinbrook,30084,Thuringowa,8.66E-05,Good,Good,1
30035,Hinchinbrook,30035,Hinchinbrook,0.9999134,Good,Good,0
30036,Inala,30036,Inala,1,Good,Good,0
30037,Ipswich,30075,Scenic Rim,0.0024005,Good,Good,1
30037,Ipswich,30010,Bundamba,0.0124049,Good,Good,0
30037,Ipswich,30037,Ipswich,0.9851946,Good,Good,0
30038,Ipswich West,30075,Scenic Rim,0.0061334,Good,Good,1
30038,Ipswich West,30038,Ipswich West,0.9938666,Good,Good,0
30039,Jordan,30036,Inala,2.00E-07,Good,Good,1
30039,Jordan,30039,Jordan,0.9999998,Good,Good,0
30040,Kawana,30016,Caloundra,0.0020055,Good,Good,1
30040,Kawana,30040,Kawana,0.9979945,Good,Good,0
30041,Keppel,30055,Mirani,0.0065492,Good,Good,1
30041,Keppel,30041,Keppel,0.9934507,Good,Good,0
30042,Kurwongbah,30069,Pine Rivers,0.0002744,Good,Good,1
30042,Kurwongbah,30042,Kurwongbah,0.9997256,Good,Good,0
30043,Lockyer,30063,Nanango,0.0025547,Good,Good,1
30043,Lockyer,30043,Lockyer,0.9974453,Good,Good,0
30044,Logan,30044,Logan,1,Good,Good,0
30045,Lytton,30045,Lytton,1,Good,Good,0
30046,Macalister,30046,Macalister,1,Good,Good,0
30047,Mackay,30047,Mackay,1,Good,Good,0
30048,Maiwar,30048,Maiwar,1,Good,Good,0
30049,Mansfield,30049,Mansfield,1,Good,Good,0
30050,Maroochydore,30050,Maroochydore,1,Good,Good,0
30051,Maryborough,30033,Hervey Bay,0.0046859,Good,Good,1
30051,Maryborough,30051,Maryborough,0.9953141,Good,Good,0
30052,McConnel,30052,McConnel,1,Good,Good,0
30053,Mermaid Beach,30012,Burleigh,0.0022526,Good,Good,1
30053,Mermaid Beach,30053,Mermaid Beach,0.9977474,Good,Good,0
30054,Miller,30085,Toohey,0.0001473,Good,Good,1
30054,Miller,30076,South Brisbane,0.0036103,Good,Good,1
30054,Miller,30054,Miller,0.9962424,Good,Good,0
30055,Mirani,30011,Burdekin,0.0002202,Good,Good,1
30055,Mirani,30047,Mackay,0.0019434,Good,Good,1
30055,Mirani,30073,Rockhampton,0.0019644,Good,Good,1
30055,Mirani,30055,Mirani,0.995872,Good,Good,0
30056,Moggill,30056,Moggill,1,Good,Good,0
30057,Morayfield,30029,Glass House,0.0043623,Good,Good,1
30057,Morayfield,30057,Morayfield,0.9956377,Good,Good,0
30058,Mount Ommaney,30058,Mount Ommaney,1,Good,Good,0
30059,Mudgeeraba,30027,Gaven,0.0055124,Good,Good,1
30059,Mudgeeraba,30059,Mudgeeraba,0.9944876,Good,Good,0
30060,Mulgrave,30060,Mulgrave,1,Good,Good,0
30061,Mundingburra,30061,Mundingburra,1,Good,Good,0
30062,Murrumba,30003,Bancroft,0.0003342,Good,Good,1
30062,Murrumba,30062,Murrumba,0.9996658,Good,Good,0
30063,Nanango,30043,Lockyer,0.0032145,Good,Good,1
30063,Nanango,30063,Nanango,0.9967855,Good,Good,0
30064,Nicklin,30065,Ninderry,0.0015676,Good,Good,1
30064,Nicklin,30029,Glass House,0.0034381,Good,Good,1
30064,Nicklin,30064,Nicklin,0.9949944,Good,Good,0
30065,Ninderry,30050,Maroochydore,0.0003642,Good,Good,1
30065,Ninderry,30066,Noosa,0.0016679,Good,Good,1
30065,Ninderry,30064,Nicklin,0.0050676,Good,Good,1
30065,Ninderry,30065,Ninderry,0.9929002,Good,Good,0
30066,Noosa,30064,Nicklin,0.0005741,Good,Good,1
30066,Noosa,30066,Noosa,0.9994259,Good,Good,0
30067,Nudgee,30067,Nudgee,1,Good,Good,0
30068,Oodgeroo,30072,Redlands,0.0103321,Good,Good,0
30068,Oodgeroo,30068,Oodgeroo,0.9896679,Good,Good,0
30069,Pine Rivers,30042,Kurwongbah,0.0026216,Good,Good,1
30069,Pine Rivers,30069,Pine Rivers,0.9973784,Good,Good,0
30070,Pumicestone,30057,Morayfield,0.0048144,Good,Good,1
30070,Pumicestone,30070,Pumicestone,0.9951856,Good,Good,0
30071,Redcliffe,30071,Redcliffe,1,Good,Good,0
30072,Redlands,30079,Springwood,0.0136625,Good,Good,0
30072,Redlands,30072,Redlands,0.9863375,Good,Good,0
30073,Rockhampton,30041,Keppel,0.0041316,Good,Good,1
30073,Rockhampton,30073,Rockhampton,0.9958684,Good,Good,0
30074,Sandgate,30074,Sandgate,1,Good,Good,0
30075,Scenic Rim,30038,Ipswich West,0.0015425,Good,Good,1
30075,Scenic Rim,30075,Scenic Rim,0.9984575,Good,Good,0
30076,South Brisbane,30076,South Brisbane,1,Good,Good,0
30077,Southern Downs,30020,Condamine,0.0019118,Good,Good,1
30077,Southern Downs,30077,Southern Downs,0.9980882,Good,Good,0
30078,Southport,30078,Southport,1,Good,Good,0
30079,Springwood,30079,Springwood,1,Good,Good,0
30080,Stafford,30026,Ferny Grove,7.73E-05,Good,Good,1
30080,Stafford,30023,Cooper,0.000328,Good,Good,1
30080,Stafford,30080,Stafford,0.9995947,Good,Good,0
30081,Stretton,30085,Toohey,2.00E-07,Good,Good,1
30081,Stretton,30081,Stretton,0.9999998,Good,Good,0
30082,Surfers Paradise,30082,Surfers Paradise,1,Good,Good,0
30083,Theodore,30022,Coomera,0.0001879,Good,Good,1
30083,Theodore,30083,Theodore,0.9998121,Good,Good,0
30084,Thuringowa,30035,Hinchinbrook,5.41E-05,Good,Good,1
30084,Thuringowa,30084,Thuringowa,0.9999459,Good,Good,0
30085,Toohey,30054,Miller,0.0015893,Good,Good,1
30085,Toohey,30085,Toohey,0.9984107,Good,Good,0
30086,Toowoomba North,30086,Toowoomba North,1,Good,Good,0
30087,Toowoomba South,30020,Condamine,0.0011689,Good,Good,1
30087,Toowoomba South,30087,Toowoomba South,0.9988311,Good,Good,0
30088,Townsville,30061,Mundingburra,0.0029119,Good,Good,1
30088,Townsville,30088,Townsville,0.9970881,Good,Good,0
30089,Traeger,30021,Cook,0.0001838,Good,Good,1
30089,Traeger,30089,Traeger,0.9998162,Good,Good,0
30090,Warrego,30077,Southern Downs,0.0001985,Good,Good,1
30090,Warrego,30015,Callide,0.0015537,Good,Good,1
30090,Warrego,30090,Warrego,0.9982479,Good,Good,0
30091,Waterford,30091,Waterford,1,Good,Good,0
30092,Whitsunday,30047,Mackay,0.0069253,Good,Good,1
30092,Whitsunday,30092,Whitsunday,0.9930747,Good,Good,0
30093,Woodridge,30093,Woodridge,1,Good,Good,0
39494,No usual address (Qld),39494,No usual address (Qld),1,Good,Good,0
39797,Migratory - Offshore - Shipping (Qld),39797,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
40001,Adelaide,40008,Croydon,0.0021524,Poor,Good,1
40001,Adelaide,40001,Adelaide,0.9978476,Good,Good,0
40002,Badcoe,40011,Elder,0.206604,Poor,Good,0
40002,Badcoe,40002,Badcoe,0.793396,Poor,Good,0
40003,Black,40009,Davenport,0.1429355,Acceptable,Good,0
40003,Black,40003,Black,0.8570645,Acceptable,Good,0
40004,Bragg,40031,Morialta,0.0174483,Poor,Good,0
40004,Bragg,40010,Dunstan,0.2358494,Poor,Good,0
40004,Bragg,40004,Bragg,0.7467024,Poor,Good,0
40005,Chaffey,40005,Chaffey,1,Good,Good,0
40006,Cheltenham,40027,Lee,0.0803985,Acceptable,Good,0
40006,Cheltenham,40006,Cheltenham,0.9196015,Acceptable,Good,0
40007,Colton,40032,Morphett,0.1757956,Poor,Good,0
40007,Colton,40007,Colton,0.8242044,Poor,Good,0
40008,Croydon,40006,Cheltenham,0.0564703,Acceptable,Good,0
40008,Croydon,40046,West Torrens,0.0668531,Acceptable,Good,0
40008,Croydon,40008,Croydon,0.8766766,Poor,Good,0
40009,Davenport,40022,Heysen,0.0185303,Poor,Good,0
40009,Davenport,40045,Waite,0.0789052,Poor,Good,0
40009,Davenport,40009,Davenport,0.9025646,Acceptable,Good,0
40010,Dunstan,40004,Bragg,0.0864371,Poor,Good,0
40010,Dunstan,40021,Hartley,0.1195951,Poor,Good,0
40010,Dunstan,40010,Dunstan,0.7939678,Poor,Good,0
40011,Elder,40044,Unley,0.0603325,Poor,Good,0
40011,Elder,40045,Waite,0.1039541,Poor,Good,0
40011,Elder,40011,Elder,0.8357135,Poor,Good,0
40012,Elizabeth,40038,Ramsay,0.1022364,Poor,Good,0
40012,Elizabeth,40012,Elizabeth,0.8977636,Acceptable,Good,0
40013,Enfield,40001,Adelaide,0.0100672,Good,Good,0
40013,Enfield,40008,Croydon,0.1855132,Poor,Good,0
40013,Enfield,40013,Enfield,0.8044196,Poor,Good,0
40014,Finniss,40022,Heysen,0.005599,Poor,Good,1
40014,Finniss,40014,Finniss,0.994401,Good,Good,0
40015,Flinders,40015,Flinders,1,Good,Good,0
40016,Florey,40047,Wright,0.0657288,Acceptable,Good,0
40016,Florey,40013,Enfield,0.1161039,Poor,Good,0
40016,Florey,40035,Newland,0.1387413,Poor,Good,0
40016,Florey,40043,Torrens,0.1658571,Acceptable,Good,0
40016,Florey,40016,Florey,0.5135688,Poor,Good,0
40017,Frome,40034,Narungga,0.0414585,Acceptable,Good,0
40017,Frome,40017,Frome,0.4008066,Poor,Good,0
40017,Frome,40041,Stuart,0.5577349,Poor,Good,0
40018,Gibson,40003,Black,0.0725852,Acceptable,Good,0
40018,Gibson,40018,Gibson,0.9274148,Acceptable,Good,0
40019,Giles,40015,Flinders,0.0605961,Good,Good,0
40019,Giles,40019,Giles,0.9394039,Acceptable,Good,0
40020,Hammond,40040,Schubert,0.004893,Poor,Good,1
40020,Hammond,40014,Finniss,0.0384528,Good,Good,0
40020,Hammond,40005,Chaffey,0.0544247,Good,Good,0
40020,Hammond,40029,Mackillop,0.1263081,Acceptable,Good,0
40020,Hammond,40020,Hammond,0.7759214,Poor,Good,0
40021,Hartley,40031,Morialta,0.2227574,Poor,Good,0
40021,Hartley,40021,Hartley,0.7772426,Poor,Good,0
40022,Heysen,40030,Mawson,0.0049366,Good,Good,1
40022,Heysen,40023,Hurtle Vale,0.0141895,Poor,Good,0
40022,Heysen,40025,Kavel,0.0151082,Acceptable,Good,0
40022,Heysen,40020,Hammond,0.24049,Poor,Good,0
40022,Heysen,40022,Heysen,0.7252757,Poor,Good,0
40023,Hurtle Vale,40039,Reynell,0.4282504,Poor,Good,0
40023,Hurtle Vale,40023,Hurtle Vale,0.5717496,Poor,Good,0
40024,Kaurna,40030,Mawson,0.0317134,Good,Good,0
40024,Kaurna,40023,Hurtle Vale,0.2789872,Poor,Good,0
40024,Kaurna,40024,Kaurna,0.6892994,Poor,Good,0
40025,Kavel,40020,Hammond,0.0027134,Poor,Good,1
40025,Kavel,40022,Heysen,0.1248652,Poor,Good,0
40025,Kavel,40025,Kavel,0.8724214,Acceptable,Good,0
40026,King,40028,Light,0.0020385,Acceptable,Good,1
40026,King,40040,Schubert,0.0240748,Poor,Good,0
40026,King,40026,King,0.9738867,Good,Good,0
40027,Lee,40007,Colton,0.1649822,Poor,Good,0
40027,Lee,40027,Lee,0.8350178,Acceptable,Good,0
40028,Light,40042,Taylor,0.1531524,Poor,Good,0
40028,Light,40028,Light,0.8468476,Acceptable,Good,0
40029,Mackillop,40029,Mackillop,1,Acceptable,Good,0
40030,Mawson,40024,Kaurna,0.0016279,Poor,Good,1
40030,Mawson,40022,Heysen,0.0028461,Poor,Good,1
40030,Mawson,40014,Finniss,0.005752,Good,Good,1
40030,Mawson,40030,Mawson,0.989774,Good,Good,0
40031,Morialta,40022,Heysen,0.089333,Poor,Good,0
40031,Morialta,40025,Kavel,0.0947344,Acceptable,Good,0
40031,Morialta,40040,Schubert,0.0987476,Poor,Good,0
40031,Morialta,40031,Morialta,0.717185,Poor,Good,0
40032,Morphett,40018,Gibson,0.0889863,Acceptable,Good,0
40032,Morphett,40002,Badcoe,0.1507056,Poor,Good,0
40032,Morphett,40032,Morphett,0.7603082,Poor,Good,0
40033,Mount Gambier,40029,Mackillop,0.0009463,Acceptable,Good,1
40033,Mount Gambier,40033,Mount Gambier,0.9990537,Good,Good,0
40034,Narungga,40017,Frome,0.0809849,Poor,Good,0
40034,Narungga,40034,Narungga,0.9190151,Acceptable,Good,0
40035,Newland,40031,Morialta,0.0294055,Poor,Good,0
40035,Newland,40040,Schubert,0.1135827,Poor,Good,0
40035,Newland,40035,Newland,0.8570118,Poor,Good,0
40036,Playford,40037,Port Adelaide,0.0009245,Good,Good,1
40036,Playford,40016,Florey,0.4454922,Poor,Good,0
40036,Playford,40036,Playford,0.5535833,Poor,Good,0
40037,Port Adelaide,40042,Taylor,0.0156221,Poor,Good,0
40037,Port Adelaide,40013,Enfield,0.0179192,Poor,Good,0
40037,Port Adelaide,40037,Port Adelaide,0.9664588,Good,Good,0
40038,Ramsay,40036,Playford,0.3935401,Poor,Good,0
40038,Ramsay,40038,Ramsay,0.6064599,Poor,Good,0
40039,Reynell,40023,Hurtle Vale,0.1052679,Poor,Good,0
40039,Reynell,40024,Kaurna,0.3132794,Poor,Good,0
40039,Reynell,40039,Reynell,0.5814527,Poor,Good,0
40040,Schubert,40005,Chaffey,0.0068035,Good,Good,1
40040,Schubert,40028,Light,0.0328488,Acceptable,Good,0
40040,Schubert,40017,Frome,0.2272967,Poor,Good,0
40040,Schubert,40040,Schubert,0.733051,Poor,Good,0
40041,Stuart (SA),40005,Chaffey,0.0023555,Good,Good,1
40041,Stuart (SA),40040,Schubert,0.0262144,Poor,Good,0
40041,Stuart (SA),40019,Giles,0.1401931,Acceptable,Good,0
40041,Stuart (SA),40017,Frome,0.2828489,Poor,Good,0
40041,Stuart (SA),40041,Stuart,0.5483881,Poor,Good,0
40042,Taylor,40028,Light,0.0013147,Acceptable,Good,1
40042,Taylor,40017,Frome,0.0607272,Poor,Good,0
40042,Taylor,40038,Ramsay,0.1995063,Poor,Good,0
40042,Taylor,40042,Taylor,0.7384519,Poor,Good,0
40043,Torrens,40013,Enfield,0.0026151,Poor,Good,1
40043,Torrens,40021,Hartley,0.1054176,Poor,Good,0
40043,Torrens,40043,Torrens,0.8919673,Acceptable,Good,0
40044,Unley,40004,Bragg,0.1803645,Poor,Good,0
40044,Unley,40044,Unley,0.8196355,Poor,Good,0
40045,Waite,40004,Bragg,0.0012498,Poor,Good,1
40045,Waite,40009,Davenport,0.0027749,Acceptable,Good,1
40045,Waite,40022,Heysen,0.0447036,Poor,Good,0
40045,Waite,40044,Unley,0.133998,Poor,Good,0
40045,Waite,40045,Waite,0.8172738,Poor,Good,0
40046,West Torrens,40002,Badcoe,0.0994444,Poor,Good,0
40046,West Torrens,40046,West Torrens,0.9005556,Acceptable,Good,0
40047,Wright,40026,King,0.0003586,Good,Good,1
40047,Wright,40038,Ramsay,0.094423,Poor,Good,0
40047,Wright,40047,Wright,0.9052184,Acceptable,Good,0
49494,No usual address (SA),49494,No usual address (SA),1,Good,Good,0
49797,Migratory - Offshore - Shipping (SA),49797,Migratory - Offshore - Shipping (SA),1,Good,Good,0
50106,Albany (South West),50106,Albany (South West),1,Good,Good,0
50202,Armadale (East Metropolitan),51902,Darling Range (East Metropolitan),0.0022087,Good,Good,1
50202,Armadale (East Metropolitan),50202,Armadale (East Metropolitan),0.9977913,Good,Good,0
50304,Balcatta (North Metropolitan),50304,Balcatta (North Metropolitan),1,Good,Good,0
50405,Baldivis (South Metropolitan),51902,Darling Range (East Metropolitan),5.17E-05,Good,Good,1
50405,Baldivis (South Metropolitan),55605,Warnbro (South Metropolitan),0.0070656,Good,Good,1
50405,Baldivis (South Metropolitan),50405,Baldivis (South Metropolitan),0.9928827,Good,Good,0
50502,Bassendean (East Metropolitan),50502,Bassendean (East Metropolitan),1,Good,Good,0
50605,Bateman (South Metropolitan),50605,Bateman (South Metropolitan),1,Good,Good,0
50702,Belmont (East Metropolitan),53502,Midland (East Metropolitan),6.73E-05,Good,Good,1
50702,Belmont (East Metropolitan),50702,Belmont (East Metropolitan),0.9999327,Good,Good,0
50805,Bicton (South Metropolitan),52205,Fremantle (South Metropolitan),3.00E-07,Good,Good,1
50805,Bicton (South Metropolitan),50805,Bicton (South Metropolitan),0.9999997,Good,Good,0
50906,Bunbury (South West),51706,Collie-Preston (South West),0.002781,Good,Good,1
50906,Bunbury (South West),50906,Bunbury (South West),0.997219,Good,Good,0
51004,Burns Beach (North Metropolitan),51104,Butler (North Metropolitan),1.00E-07,Good,Good,1
51004,Burns Beach (North Metropolitan),51004,Burns Beach (North Metropolitan),0.9999999,Good,Good,0
51104,Butler (North Metropolitan),51104,Butler (North Metropolitan),1,Good,Good,0
51205,Cannington (South Metropolitan),50702,Belmont (East Metropolitan),5.40E-06,Good,Good,1
51205,Cannington (South Metropolitan),55405,Victoria Park (South Metropolitan),0.0001266,Good,Good,1
51205,Cannington (South Metropolitan),51205,Cannington (South Metropolitan),0.999868,Good,Good,0
51304,Carine (North Metropolitan),51304,Carine (North Metropolitan),1,Good,Good,0
51401,Central Wheatbelt (Agricultural),51401,Central Wheatbelt (Agricultural),1,Good,Good,0
51504,Churchlands (North Metropolitan),54804,Scarborough (North Metropolitan),0.0036257,Good,Good,1
51504,Churchlands (North Metropolitan),51504,Churchlands (North Metropolitan),0.9963743,Good,Good,0
51605,Cockburn (South Metropolitan),51605,Cockburn (South Metropolitan),1,Good,Good,0
51706,Collie-Preston (South West),55306,Vasse (South West),0.0016238,Good,Good,1
51706,Collie-Preston (South West),55706,Warren-Blackwood (South West),0.0037391,Good,Good,1
51706,Collie-Preston (South West),51706,Collie-Preston (South West),0.994637,Good,Good,0
51804,Cottesloe (North Metropolitan),54104,Nedlands (North Metropolitan),0.0043625,Good,Good,1
51804,Cottesloe (North Metropolitan),51804,Cottesloe (North Metropolitan),0.9956375,Good,Good,0
51902,Darling Range (East Metropolitan),54006,Murray-Wellington (South West),0.0003998,Good,Good,1
51902,Darling Range (East Metropolitan),51902,Darling Range (East Metropolitan),0.9996002,Good,Good,0
52006,Dawesville (South West),52006,Dawesville (South West),1,Good,Good,0
52102,Forrestfield (East Metropolitan),50702,Belmont (East Metropolitan),5.00E-07,Good,Good,1
52102,Forrestfield (East Metropolitan),52702,Kalamunda (East Metropolitan),0.0044258,Good,Good,1
52102,Forrestfield (East Metropolitan),52102,Forrestfield (East Metropolitan),0.9955737,Good,Good,0
52205,Fremantle (South Metropolitan),50805,Bicton (South Metropolitan),0.0054037,Good,Good,1
52205,Fremantle (South Metropolitan),52205,Fremantle (South Metropolitan),0.9945963,Good,Good,0
52301,Geraldton (Agricultural),53701,Moore (Agricultural),0.0039874,Good,Good,1
52301,Geraldton (Agricultural),52301,Geraldton (Agricultural),0.9960126,Good,Good,0
52404,Hillarys (North Metropolitan),52404,Hillarys (North Metropolitan),1,Good,Good,0
52505,Jandakot (South Metropolitan),52505,Jandakot (South Metropolitan),1,Good,Good,0
52604,Joondalup (North Metropolitan),52604,Joondalup (North Metropolitan),1,Good,Good,0
52702,Kalamunda (East Metropolitan),55202,Thornlie (East Metropolitan),0.000155,Good,Good,1
52702,Kalamunda (East Metropolitan),52102,Forrestfield (East Metropolitan),0.0076868,Good,Good,1
52702,Kalamunda (East Metropolitan),52702,Kalamunda (East Metropolitan),0.9921582,Good,Good,0
52803,Kalgoorlie (Mining and Pastoral),52803,Kalgoorlie (Mining and Pastoral),1,Good,Good,0
52903,Kimberley (Mining and Pastoral),52903,Kimberley (Mining and Pastoral),1,Good,Good,0
53004,Kingsley (North Metropolitan),53004,Kingsley (North Metropolitan),1,Good,Good,0
53105,Kwinana (South Metropolitan),51605,Cockburn (South Metropolitan),0.0029562,Good,Good,1
53105,Kwinana (South Metropolitan),53105,Kwinana (South Metropolitan),0.9970438,Good,Good,0
53204,Landsdale (North Metropolitan),53204,Landsdale (North Metropolitan),1,Good,Good,0
53306,Mandurah (South West),52006,Dawesville (South West),2.00E-07,Good,Good,1
53306,Mandurah (South West),53306,Mandurah (South West),0.9999998,Good,Good,0
53402,Maylands (East Metropolitan),50502,Bassendean (East Metropolitan),7.56E-05,Good,Good,1
53402,Maylands (East Metropolitan),53902,Mount Lawley (East Metropolitan),0.0031554,Good,Good,1
53402,Maylands (East Metropolitan),53402,Maylands (East Metropolitan),0.996769,Good,Good,0
53502,Midland (East Metropolitan),50702,Belmont (East Metropolitan),0.0017717,Good,Good,1
53502,Midland (East Metropolitan),53502,Midland (East Metropolitan),0.9982283,Good,Good,0
53602,Mirrabooka (East Metropolitan),53602,Mirrabooka (East Metropolitan),1,Good,Good,0
53701,Moore (Agricultural),53701,Moore (Agricultural),1,Good,Good,0
53802,Morley (East Metropolitan),53402,Maylands (East Metropolitan),0.0038888,Good,Good,1
53802,Morley (East Metropolitan),53802,Morley (East Metropolitan),0.9961112,Good,Good,0
53902,Mount Lawley (East Metropolitan),54304,Perth (North Metropolitan),0.0021161,Good,Good,1
53902,Mount Lawley (East Metropolitan),53902,Mount Lawley (East Metropolitan),0.9978839,Good,Good,0
54006,Murray-Wellington (South West),54006,Murray-Wellington (South West),1,Good,Good,0
54104,Nedlands (North Metropolitan),54104,Nedlands (North Metropolitan),1,Good,Good,0
54203,North West Central (Mining and Pastoral),54403,Pilbara (Mining and Pastoral),1.30E-06,Good,Good,1
54203,North West Central (Mining and Pastoral),53701,Moore (Agricultural),0.0001992,Good,Good,1
54203,North West Central (Mining and Pastoral),52803,Kalgoorlie (Mining and Pastoral),0.0040531,Good,Good,1
54203,North West Central (Mining and Pastoral),54203,North West Central (Mining and Pastoral),0.9957464,Good,Good,0
54304,Perth (North Metropolitan),54304,Perth (North Metropolitan),1,Good,Good,0
54403,Pilbara (Mining and Pastoral),54403,Pilbara (Mining and Pastoral),1,Good,Good,0
54505,Riverton (South Metropolitan),54505,Riverton (South Metropolitan),1,Good,Good,0
54605,Rockingham (South Metropolitan),55605,Warnbro (South Metropolitan),0.0014525,Good,Good,1
54605,Rockingham (South Metropolitan),54605,Rockingham (South Metropolitan),0.9985475,Good,Good,0
54701,Roe (Agricultural),54701,Roe (Agricultural),1,Good,Good,0
54804,Scarborough (North Metropolitan),51504,Churchlands (North Metropolitan),8.00E-07,Good,Good,1
54804,Scarborough (North Metropolitan),54804,Scarborough (North Metropolitan),0.9999992,Good,Good,0
54905,South Perth (South Metropolitan),54905,South Perth (South Metropolitan),1,Good,Good,0
55005,Southern River (South Metropolitan),55005,Southern River (South Metropolitan),1,Good,Good,0
55102,Swan Hills (East Metropolitan),52702,Kalamunda (East Metropolitan),1.00E-07,Good,Good,1
55102,Swan Hills (East Metropolitan),55802,West Swan (East Metropolitan),0.0020351,Good,Good,1
55102,Swan Hills (East Metropolitan),55102,Swan Hills (East Metropolitan),0.9979648,Good,Good,0
