SED_CODE_2016,SED_NAME_2016,SED_CODE_2021,SED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
30077,Stafford,30026,Ferny Grove,8.54E-05,Poor,Acceptable,1
30078,Stretton,30001,Algester,0.1310861,Poor,Acceptable,0
30078,Stretton,30085,Toohey,0.0887397,Poor,Acceptable,0
30078,Stretton,30081,Stretton,0.7801743,Poor,Acceptable,0
30079,Sunnybank,30081,Stretton,0.2241886,Poor,Acceptable,0
30079,Sunnybank,30085,Toohey,0.5688731,Poor,Acceptable,0
30079,Sunnybank,30036,Inala,0.0582902,Poor,Acceptable,0
30079,Sunnybank,30001,Algester,0.1486481,Poor,Acceptable,0
30080,Surfers Paradise,30078,Southport,0.3456438,Poor,Acceptable,0
30080,Surfers Paradise,30082,Surfers Paradise,0.6543562,Poor,Acceptable,0
30081,Thuringowa,30084,Thuringowa,0.8153824,Poor,Acceptable,0
30081,Thuringowa,30035,Hinchinbrook,0.1846176,Poor,Acceptable,0
30082,Toowoomba North,30086,Toowoomba North,1,Good,Acceptable,0
30083,Toowoomba South,30087,Toowoomba South,0.99876,Good,Acceptable,0
30083,Toowoomba South,30020,Condamine,0.00124,Poor,Acceptable,1
30084,Townsville,30088,Townsville,0.9970881,Good,Acceptable,0
30084,Townsville,30061,Mundingburra,0.0029119,Poor,Acceptable,1
30085,Warrego,30090,Warrego,0.6917855,Poor,Acceptable,0
30085,Warrego,30015,Callide,0.3079942,Poor,Acceptable,0
30085,Warrego,30077,Southern Downs,0.0002203,Good,Acceptable,1
30086,Waterford,30091,Waterford,0.6849023,Poor,Acceptable,0
30086,Waterford,30046,Macalister,0.3150977,Poor,Acceptable,0
30087,Whitsunday,30047,Mackay,0.1734508,Acceptable,Acceptable,0
30087,Whitsunday,30092,Whitsunday,0.8265492,Acceptable,Acceptable,0
30088,Woodridge,30091,Waterford,0.1603023,Poor,Acceptable,0
30088,Woodridge,30093,Woodridge,0.8396977,Poor,Acceptable,0
30089,Yeerongpilly,30085,Toohey,0.3157445,Poor,Acceptable,0
30089,Yeerongpilly,30076,South Brisbane,0.0033834,Acceptable,Acceptable,1
30089,Yeerongpilly,30054,Miller,0.6808722,Poor,Acceptable,0
39494,No usual address (Qld),39494,No usual address (Qld),1,Good,Acceptable,0
39797,Migratory - Offshore - Shipping (Qld),39797,Migratory - Offshore - Shipping (Qld),1,Good,Acceptable,0
40001,Adelaide,40013,Enfield,0.0342523,Poor,Acceptable,0
40001,Adelaide,40001,Adelaide,0.9382212,Good,Acceptable,0
40001,Adelaide,40008,Croydon,0.0275265,Poor,Acceptable,0
40002,Ashford,40044,Unley,0.0431068,Poor,Acceptable,0
40002,Ashford,40032,Morphett,0.1590495,Poor,Acceptable,0
40002,Ashford,40011,Elder,0.2150949,Poor,Acceptable,0
40002,Ashford,40002,Badcoe,0.5827489,Poor,Acceptable,0
40003,Bragg,40004,Bragg,0.821968,Poor,Acceptable,0
40003,Bragg,40010,Dunstan,0.0737047,Acceptable,Acceptable,0
40003,Bragg,40022,Heysen,0.1043273,Poor,Acceptable,0
40004,Bright,40032,Morphett,0.0074693,Poor,Acceptable,1
40004,Bright,40018,Gibson,0.3273847,Poor,Acceptable,0
40004,Bright,40003,Black,0.665146,Poor,Acceptable,0
40005,Chaffey,40005,Chaffey,0.9454255,Acceptable,Acceptable,0
40005,Chaffey,40029,Mackillop,0.0545745,Acceptable,Acceptable,0
40006,Cheltenham,40006,Cheltenham,0.8410262,Acceptable,Acceptable,0
40006,Cheltenham,40037,Port Adelaide,0.0044426,Poor,Acceptable,1
40006,Cheltenham,40027,Lee,0.1545312,Poor,Acceptable,0
40007,Colton,40027,Lee,0.1511606,Poor,Acceptable,0
40007,Colton,40007,Colton,0.8488394,Poor,Acceptable,0
40008,Croydon,40046,West Torrens,0.2614344,Poor,Acceptable,0
40008,Croydon,40008,Croydon,0.6476308,Poor,Acceptable,0
40008,Croydon,40006,Cheltenham,0.0909348,Acceptable,Acceptable,0
40009,Davenport,40009,Davenport,0.3617189,Poor,Acceptable,0
40009,Davenport,40045,Waite,0.6382811,Poor,Acceptable,0
40010,Dunstan,40010,Dunstan,0.8862097,Acceptable,Acceptable,0
40010,Dunstan,40043,Torrens,0.1137903,Poor,Acceptable,0
40011,Elder,40032,Morphett,0.0856073,Poor,Acceptable,0
40011,Elder,40011,Elder,0.4591001,Poor,Acceptable,0
40011,Elder,40018,Gibson,0.2483724,Poor,Acceptable,0
40011,Elder,40002,Badcoe,0.2069203,Poor,Acceptable,0
40012,Enfield,40013,Enfield,0.5494255,Poor,Acceptable,0
40012,Enfield,40008,Croydon,0.3928115,Poor,Acceptable,0
40012,Enfield,40001,Adelaide,0.0240914,Good,Acceptable,0
40012,Enfield,40043,Torrens,0.0336717,Poor,Acceptable,0
40013,Finniss,40022,Heysen,0.0128059,Poor,Acceptable,0
40013,Finniss,40014,Finniss,0.6312856,Poor,Acceptable,0
40013,Finniss,40030,Mawson,0.3559085,Poor,Acceptable,0
40014,Fisher,40022,Heysen,0.0444233,Poor,Acceptable,0
40014,Fisher,40023,Hurtle Vale,0.3566233,Poor,Acceptable,0
40014,Fisher,40009,Davenport,0.5989534,Poor,Acceptable,0
40015,Flinders,40015,Flinders,1,Good,Acceptable,0
40016,Florey,40016,Florey,0.0706143,Poor,Acceptable,0
40016,Florey,40035,Newland,0.3829484,Poor,Acceptable,0
40016,Florey,40043,Torrens,0.1930878,Poor,Acceptable,0
40016,Florey,40047,Wright,0.3533495,Poor,Acceptable,0
40017,Frome,40034,Narungga,0.1257185,Poor,Acceptable,0
40017,Frome,40041,Stuart,0.5509363,Poor,Acceptable,0
40017,Frome,40017,Frome,0.3233452,Poor,Acceptable,0
40018,Giles,40015,Flinders,0.0289409,Good,Acceptable,0
40018,Giles,40019,Giles,0.9710591,Acceptable,Acceptable,0
40019,Goyder (SA),40017,Frome,0.2174017,Poor,Acceptable,0
40019,Goyder (SA),40034,Narungga,0.7825983,Poor,Acceptable,0
40020,Hammond,40029,Mackillop,0.0762705,Acceptable,Acceptable,0
40020,Hammond,40020,Hammond,0.6269097,Poor,Acceptable,0
40020,Hammond,40014,Finniss,0.2898019,Poor,Acceptable,0
40020,Hammond,40005,Chaffey,0.0070179,Acceptable,Acceptable,1
40021,Hartley,40031,Morialta,0.1073036,Poor,Acceptable,0
40021,Hartley,40021,Hartley,0.7719806,Poor,Acceptable,0
40021,Hartley,40010,Dunstan,0.0795884,Acceptable,Acceptable,0
40021,Hartley,40004,Bragg,0.0411273,Poor,Acceptable,0
40022,Heysen,40020,Hammond,0.2249631,Poor,Acceptable,0
40022,Heysen,40025,Kavel,0.0611983,Acceptable,Acceptable,0
40022,Heysen,40022,Heysen,0.7045381,Poor,Acceptable,0
40022,Heysen,40014,Finniss,0.0093005,Poor,Acceptable,1
40023,Kaurna,40024,Kaurna,0.633786,Poor,Acceptable,0
40023,Kaurna,40030,Mawson,0.366214,Poor,Acceptable,0
40024,Kavel,40020,Hammond,0.0605598,Poor,Acceptable,0
40024,Kavel,40022,Heysen,0.0240652,Poor,Acceptable,0
40024,Kavel,40040,Schubert,0.0833569,Poor,Acceptable,0
40024,Kavel,40025,Kavel,0.832018,Acceptable,Acceptable,0
40025,Lee,40027,Lee,0.5783719,Poor,Acceptable,0
40025,Lee,40037,Port Adelaide,0.4216281,Poor,Acceptable,0
40026,Light,40017,Frome,0.0533234,Poor,Acceptable,0
40026,Light,40028,Light,0.7103935,Poor,Acceptable,0
40026,Light,40042,Taylor,0.2206075,Poor,Acceptable,0
40026,Light,40040,Schubert,0.0156756,Poor,Acceptable,0
40027,Little Para,40042,Taylor,0.088899,Poor,Acceptable,0
40027,Little Para,40038,Ramsay,0.1091289,Poor,Acceptable,0
40027,Little Para,40012,Elizabeth,0.4181121,Poor,Acceptable,0
40027,Little Para,40026,King,0.38386,Poor,Acceptable,0
40028,Mackillop,40029,Mackillop,1,Acceptable,Acceptable,0
40029,Mawson,40030,Mawson,0.2595146,Poor,Acceptable,0
40029,Mawson,40023,Hurtle Vale,0.5697953,Poor,Acceptable,0
40029,Mawson,40024,Kaurna,0.1580654,Poor,Acceptable,0
40029,Mawson,40022,Heysen,0.0126247,Poor,Acceptable,0
40030,Mitchell,40018,Gibson,0.3532909,Poor,Acceptable,0
40030,Mitchell,40009,Davenport,0.0671595,Poor,Acceptable,0
40030,Mitchell,40003,Black,0.3504808,Poor,Acceptable,0
40030,Mitchell,40039,Reynell,0.2290688,Poor,Acceptable,0
40031,Morialta,40025,Kavel,0.0006561,Acceptable,Acceptable,1
40031,Morialta,40040,Schubert,0.0205517,Poor,Acceptable,0
40031,Morialta,40004,Bragg,0.0002572,Poor,Acceptable,1
40031,Morialta,40021,Hartley,0.1498475,Poor,Acceptable,0
40031,Morialta,40022,Heysen,0.052787,Poor,Acceptable,0
40031,Morialta,40031,Morialta,0.7759005,Poor,Acceptable,0
40032,Morphett,40007,Colton,0.1523864,Poor,Acceptable,0
40032,Morphett,40018,Gibson,0.1016122,Poor,Acceptable,0
40032,Morphett,40032,Morphett,0.7460014,Poor,Acceptable,0
40033,Mount Gambier,40029,Mackillop,0.0009463,Acceptable,Acceptable,1
40033,Mount Gambier,40033,Mount Gambier,0.9990537,Good,Acceptable,0
40034,Napier,40042,Taylor,0.294984,Poor,Acceptable,0
40034,Napier,40012,Elizabeth,0.5328969,Poor,Acceptable,0
40034,Napier,40026,King,0.0254262,Poor,Acceptable,0
40034,Napier,40028,Light,0.1154047,Poor,Acceptable,0
40034,Napier,40040,Schubert,0.0312882,Poor,Acceptable,0
40035,Newland,40035,Newland,0.6287323,Poor,Acceptable,0
40035,Newland,40026,King,0.0169551,Poor,Acceptable,0
40035,Newland,40031,Morialta,0.1010019,Poor,Acceptable,0
40035,Newland,40040,Schubert,0.0443221,Poor,Acceptable,0
40035,Newland,40047,Wright,0.2089885,Poor,Acceptable,0
40036,Playford,40013,Enfield,0.137554,Poor,Acceptable,0
40036,Playford,40047,Wright,0.0454785,Poor,Acceptable,0
40036,Playford,40043,Torrens,0.0775137,Poor,Acceptable,0
40036,Playford,40016,Florey,0.7394538,Poor,Acceptable,0
40037,Port Adelaide,40042,Taylor,0.0085371,Poor,Acceptable,1
40037,Port Adelaide,40037,Port Adelaide,0.4897216,Poor,Acceptable,0
40037,Port Adelaide,40036,Playford,0.302247,Poor,Acceptable,0
40037,Port Adelaide,40016,Florey,0.1994936,Poor,Acceptable,0
40037,Port Adelaide,40013,Enfield,7.00E-07,Poor,Acceptable,1
40038,Ramsay,40038,Ramsay,0.5467479,Poor,Acceptable,0
40038,Ramsay,40036,Playford,0.4532521,Poor,Acceptable,0
40039,Reynell,40024,Kaurna,0.1754706,Poor,Acceptable,0
40039,Reynell,40023,Hurtle Vale,0.0600952,Poor,Acceptable,0
40039,Reynell,40039,Reynell,0.7644342,Poor,Acceptable,0
40040,Schubert,40040,Schubert,0.7868644,Poor,Acceptable,0
40040,Schubert,40020,Hammond,0.1112997,Poor,Acceptable,0
40040,Schubert,40017,Frome,0.0672754,Poor,Acceptable,0
40040,Schubert,40005,Chaffey,0.0345605,Acceptable,Acceptable,0
40041,Stuart (SA),40040,Schubert,0.032258,Poor,Acceptable,0
40041,Stuart (SA),40019,Giles,0.1413811,Acceptable,Acceptable,0
40041,Stuart (SA),40041,Stuart,0.504576,Poor,Acceptable,0
40041,Stuart (SA),40017,Frome,0.2863567,Poor,Acceptable,0
40041,Stuart (SA),40005,Chaffey,0.0354281,Acceptable,Acceptable,0
40042,Taylor,40042,Taylor,0.3246123,Poor,Acceptable,0
40042,Taylor,40038,Ramsay,0.3854852,Poor,Acceptable,0
40042,Taylor,40036,Playford,0.2139065,Poor,Acceptable,0
40042,Taylor,40017,Frome,0.0759954,Poor,Acceptable,0
40042,Taylor,40037,Port Adelaide,5.00E-07,Poor,Acceptable,1
40043,Torrens,40013,Enfield,0.2395432,Poor,Acceptable,0
40043,Torrens,40043,Torrens,0.6454541,Poor,Acceptable,0
40043,Torrens,40021,Hartley,0.0856033,Poor,Acceptable,0
40043,Torrens,40035,Newland,0.0293993,Poor,Acceptable,0
40044,Unley,40004,Bragg,0.1881022,Poor,Acceptable,0
40044,Unley,40044,Unley,0.8118978,Poor,Acceptable,0
40045,Waite,40004,Bragg,0.0012818,Poor,Acceptable,1
40045,Waite,40011,Elder,0.4073572,Poor,Acceptable,0
40045,Waite,40045,Waite,0.3878183,Poor,Acceptable,0
40045,Waite,40044,Unley,0.20063,Poor,Acceptable,0
40045,Waite,40022,Heysen,0.0029127,Poor,Acceptable,1
40046,West Torrens,40046,West Torrens,0.7085681,Poor,Acceptable,0
40046,West Torrens,40002,Badcoe,0.2669658,Poor,Acceptable,0
40046,West Torrens,40007,Colton,0.0244661,Poor,Acceptable,0
40047,Wright,40026,King,0.5485726,Poor,Acceptable,0
40047,Wright,40047,Wright,0.4514274,Poor,Acceptable,0
49494,No usual address (SA),49494,No usual address (SA),1,Good,Acceptable,0
49797,Migratory - Offshore - Shipping (SA),49797,Migratory - Offshore - Shipping (SA),1,Good,Acceptable,0
50106,Albany (South West),54701,Roe (Agricultural),0.0197951,Good,Acceptable,0
50106,Albany (South West),50106,Albany (South West),0.9802049,Good,Acceptable,0
50202,Armadale (East Metropolitan),50202,Armadale (East Metropolitan),0.9977913,Good,Acceptable,0
50202,Armadale (East Metropolitan),51902,Darling Range (East Metropolitan),0.0022087,Acceptable,Acceptable,1
50304,Balcatta (North Metropolitan),50304,Balcatta (North Metropolitan),0.8788343,Acceptable,Acceptable,0
50304,Balcatta (North Metropolitan),53004,Kingsley (North Metropolitan),0.1211657,Acceptable,Acceptable,0
50405,Baldivis (South Metropolitan),50405,Baldivis (South Metropolitan),0.8242251,Acceptable,Acceptable,0
50405,Baldivis (South Metropolitan),53105,Kwinana (South Metropolitan),0.1462245,Poor,Acceptable,0
50405,Baldivis (South Metropolitan),54605,Rockingham (South Metropolitan),0.0235834,Good,Acceptable,0
50405,Baldivis (South Metropolitan),55605,Warnbro (South Metropolitan),0.0059671,Good,Acceptable,1
50502,Bassendean (East Metropolitan),50502,Bassendean (East Metropolitan),0.8844413,Acceptable,Acceptable,0
50502,Bassendean (East Metropolitan),53802,Morley (East Metropolitan),0.1155587,Good,Acceptable,0
50605,Bateman (South Metropolitan),50605,Bateman (South Metropolitan),1,Acceptable,Acceptable,0
50702,Belmont (East Metropolitan),50702,Belmont (East Metropolitan),0.9999327,Good,Acceptable,0
50702,Belmont (East Metropolitan),53502,Midland (East Metropolitan),6.73E-05,Good,Acceptable,1
50805,Bicton (South Metropolitan),50805,Bicton (South Metropolitan),0.9999997,Good,Acceptable,0
50805,Bicton (South Metropolitan),52205,Fremantle (South Metropolitan),3.00E-07,Good,Acceptable,1
50906,Bunbury (South West),50906,Bunbury (South West),1,Good,Acceptable,0
51004,Burns Beach (North Metropolitan),51004,Burns Beach (North Metropolitan),0.7693343,Poor,Acceptable,0
51004,Burns Beach (North Metropolitan),52604,Joondalup (North Metropolitan),0.2306657,Poor,Acceptable,0
51104,Butler (North Metropolitan),51004,Burns Beach (North Metropolitan),0.1607992,Poor,Acceptable,0
51104,Butler (North Metropolitan),51104,Butler (North Metropolitan),0.8392008,Acceptable,Acceptable,0
51205,Cannington (South Metropolitan),51205,Cannington (South Metropolitan),0.977273,Good,Acceptable,0
51205,Cannington (South Metropolitan),54505,Riverton (South Metropolitan),0.0225891,Good,Acceptable,0
51205,Cannington (South Metropolitan),55405,Victoria Park (South Metropolitan),0.0001323,Good,Acceptable,1
51205,Cannington (South Metropolitan),50702,Belmont (East Metropolitan),5.60E-06,Good,Acceptable,1
51304,Carine (North Metropolitan),51304,Carine (North Metropolitan),0.8789171,Acceptable,Acceptable,0
51304,Carine (North Metropolitan),54804,Scarborough (North Metropolitan),0.1210829,Acceptable,Acceptable,0
51401,Central Wheatbelt (Agricultural),51401,Central Wheatbelt (Agricultural),0.9321702,Acceptable,Acceptable,0
51401,Central Wheatbelt (Agricultural),53701,Moore (Agricultural),0.0678298,Acceptable,Acceptable,0
51504,Churchlands (North Metropolitan),51504,Churchlands (North Metropolitan),0.9372631,Acceptable,Acceptable,0
51504,Churchlands (North Metropolitan),51804,Cottesloe (North Metropolitan),0.0627369,Good,Acceptable,0
51605,Cockburn (South Metropolitan),51605,Cockburn (South Metropolitan),0.8197277,Poor,Acceptable,0
51605,Cockburn (South Metropolitan),55905,Willagee (South Metropolitan),0.1802723,Poor,Acceptable,0
51706,Collie-Preston (South West),50906,Bunbury (South West),0.0353625,Good,Acceptable,0
51706,Collie-Preston (South West),51706,Collie-Preston (South West),0.9456217,Acceptable,Acceptable,0
51706,Collie-Preston (South West),55306,Vasse (South West),0.0022593,Good,Acceptable,1
51706,Collie-Preston (South West),55706,Warren-Blackwood (South West),0.0167566,Good,Acceptable,0
51804,Cottesloe (North Metropolitan),51804,Cottesloe (North Metropolitan),0.995348,Good,Acceptable,0
51804,Cottesloe (North Metropolitan),54104,Nedlands (North Metropolitan),0.004652,Good,Acceptable,1
51902,Darling Range (East Metropolitan),51902,Darling Range (East Metropolitan),0.8843782,Acceptable,Acceptable,0
51902,Darling Range (East Metropolitan),55102,Swan Hills (East Metropolitan),0.0088888,Poor,Acceptable,1
51902,Darling Range (East Metropolitan),54006,Murray-Wellington (South West),0.0003537,Acceptable,Acceptable,1
51902,Darling Range (East Metropolitan),53105,Kwinana (South Metropolitan),0.0278753,Poor,Acceptable,0
51902,Darling Range (East Metropolitan),52702,Kalamunda (East Metropolitan),0.0611482,Good,Acceptable,0
51902,Darling Range (East Metropolitan),50405,Baldivis (South Metropolitan),0.0173557,Acceptable,Acceptable,0
52006,Dawesville (South West),53306,Mandurah (South West),0.0216772,Good,Acceptable,0
52006,Dawesville (South West),54006,Murray-Wellington (South West),0.031627,Acceptable,Acceptable,0
52006,Dawesville (South West),52006,Dawesville (South West),0.9466958,Good,Acceptable,0
52102,Forrestfield (East Metropolitan),52102,Forrestfield (East Metropolitan),0.9955737,Good,Acceptable,0
52102,Forrestfield (East Metropolitan),52702,Kalamunda (East Metropolitan),0.0044258,Good,Acceptable,1
52102,Forrestfield (East Metropolitan),50702,Belmont (East Metropolitan),5.00E-07,Good,Acceptable,1
52205,Fremantle (South Metropolitan),50805,Bicton (South Metropolitan),0.0377256,Good,Acceptable,0
52205,Fremantle (South Metropolitan),52205,Fremantle (South Metropolitan),0.9622744,Good,Acceptable,0
52301,Geraldton (Agricultural),52301,Geraldton (Agricultural),0.9960126,Good,Acceptable,0
52301,Geraldton (Agricultural),53701,Moore (Agricultural),0.0039874,Acceptable,Acceptable,1
52404,Girrawheen (North Metropolitan),53204,Landsdale (North Metropolitan),0.5677004,Poor,Acceptable,0
52404,Girrawheen (North Metropolitan),53602,Mirrabooka (East Metropolitan),0.4322996,Poor,Acceptable,0
52504,Hillarys (North Metropolitan),51304,Carine (North Metropolitan),0.1871006,Acceptable,Acceptable,0
52504,Hillarys (North Metropolitan),52404,Hillarys (North Metropolitan),0.8128994,Poor,Acceptable,0
52605,Jandakot (South Metropolitan),54505,Riverton (South Metropolitan),0.0687539,Good,Acceptable,0
52605,Jandakot (South Metropolitan),52505,Jandakot (South Metropolitan),0.9312461,Good,Acceptable,0
52704,Joondalup (North Metropolitan),52604,Joondalup (North Metropolitan),0.7531054,Poor,Acceptable,0
52704,Joondalup (North Metropolitan),52404,Hillarys (North Metropolitan),0.2468946,Poor,Acceptable,0
52802,Kalamunda (East Metropolitan),52102,Forrestfield (East Metropolitan),0.0082954,Good,Acceptable,1
52802,Kalamunda (East Metropolitan),55202,Thornlie (East Metropolitan),0.0001673,Good,Acceptable,1
52802,Kalamunda (East Metropolitan),52702,Kalamunda (East Metropolitan),0.9915373,Good,Acceptable,0
52903,Kalgoorlie (Mining and Pastoral),52803,Kalgoorlie (Mining and Pastoral),1,Good,Acceptable,0
53003,Kimberley (Mining and Pastoral),52903,Kimberley (Mining and Pastoral),1,Good,Acceptable,0
53104,Kingsley (North Metropolitan),53004,Kingsley (North Metropolitan),1,Acceptable,Acceptable,0
53205,Kwinana (South Metropolitan),53105,Kwinana (South Metropolitan),0.784277,Poor,Acceptable,0
53205,Kwinana (South Metropolitan),51605,Cockburn (South Metropolitan),0.215723,Poor,Acceptable,0
53306,Mandurah (South West),54006,Murray-Wellington (South West),0.0412282,Acceptable,Acceptable,0
53306,Mandurah (South West),53306,Mandurah (South West),0.9587715,Good,Acceptable,0
53306,Mandurah (South West),52006,Dawesville (South West),2.00E-07,Good,Acceptable,1
53402,Maylands (East Metropolitan),53902,Mount Lawley (East Metropolitan),0.0031554,Good,Acceptable,1
53402,Maylands (East Metropolitan),53402,Maylands (East Metropolitan),0.996769,Good,Acceptable,0
53402,Maylands (East Metropolitan),50502,Bassendean (East Metropolitan),7.56E-05,Acceptable,Acceptable,1
53502,Midland (East Metropolitan),53502,Midland (East Metropolitan),0.9565548,Good,Acceptable,0
53502,Midland (East Metropolitan),52702,Kalamunda (East Metropolitan),0.0002065,Good,Acceptable,1
53502,Midland (East Metropolitan),50702,Belmont (East Metropolitan),0.0016977,Good,Acceptable,1
53502,Midland (East Metropolitan),50502,Bassendean (East Metropolitan),0.041541,Acceptable,Acceptable,0
53602,Mirrabooka (East Metropolitan),55802,West Swan (East Metropolitan),0.0721394,Poor,Acceptable,0
53602,Mirrabooka (East Metropolitan),50304,Balcatta (North Metropolitan),0.1371188,Acceptable,Acceptable,0
53602,Mirrabooka (East Metropolitan),53204,Landsdale (North Metropolitan),0.176538,Poor,Acceptable,0
53602,Mirrabooka (East Metropolitan),53602,Mirrabooka (East Metropolitan),0.6142038,Poor,Acceptable,0
53701,Moore (Agricultural),53701,Moore (Agricultural),0.9513474,Acceptable,Acceptable,0
53701,Moore (Agricultural),54203,North West Central (Mining and Pastoral),0.0486526,Good,Acceptable,0
53802,Morley (East Metropolitan),53402,Maylands (East Metropolitan),0.0043473,Good,Acceptable,1
53802,Morley (East Metropolitan),53802,Morley (East Metropolitan),0.9956527,Good,Acceptable,0
53902,Mount Lawley (East Metropolitan),53902,Mount Lawley (East Metropolitan),0.9978839,Good,Acceptable,0
53902,Mount Lawley (East Metropolitan),54304,Perth (North Metropolitan),0.0021161,Good,Acceptable,1
54006,Murray-Wellington (South West),51706,Collie-Preston (South West),0.0876641,Acceptable,Acceptable,0
54006,Murray-Wellington (South West),54006,Murray-Wellington (South West),0.9123359,Acceptable,Acceptable,0
54104,Nedlands (North Metropolitan),54104,Nedlands (North Metropolitan),1,Good,Acceptable,0
54203,North West Central (Mining and Pastoral),52803,Kalgoorlie (Mining and Pastoral),0.0081723,Good,Acceptable,1
54203,North West Central (Mining and Pastoral),54203,North West Central (Mining and Pastoral),0.9918263,Good,Acceptable,0
54203,North West Central (Mining and Pastoral),54403,Pilbara (Mining and Pastoral),1.40E-06,Good,Acceptable,1
54304,Perth (North Metropolitan),54104,Nedlands (North Metropolitan),0.053631,Good,Acceptable,0
54304,Perth (North Metropolitan),54304,Perth (North Metropolitan),0.946369,Good,Acceptable,0
54403,Pilbara (Mining and Pastoral),52903,Kimberley (Mining and Pastoral),0.0066138,Good,Acceptable,1
54403,Pilbara (Mining and Pastoral),54403,Pilbara (Mining and Pastoral),0.9933862,Good,Acceptable,0
54505,Riverton (South Metropolitan),54505,Riverton (South Metropolitan),1,Good,Acceptable,0
54605,Rockingham (South Metropolitan),55605,Warnbro (South Metropolitan),0.0015043,Good,Acceptable,1
54605,Rockingham (South Metropolitan),54605,Rockingham (South Metropolitan),0.9984957,Good,Acceptable,0
54701,Roe (Agricultural),51401,Central Wheatbelt (Agricultural),0.0440795,Acceptable,Acceptable,0
54701,Roe (Agricultural),54701,Roe (Agricultural),0.9559205,Good,Acceptable,0
54804,Scarborough (North Metropolitan),51504,Churchlands (North Metropolitan),0.1118556,Acceptable,Acceptable,0
54804,Scarborough (North Metropolitan),54804,Scarborough (North Metropolitan),0.8881444,Acceptable,Acceptable,0
54905,South Perth (South Metropolitan),54905,South Perth (South Metropolitan),0.9886915,Good,Acceptable,0
54905,South Perth (South Metropolitan),55405,Victoria Park (South Metropolitan),0.0113085,Good,Acceptable,0
55005,Southern River (South Metropolitan),55005,Southern River (South Metropolitan),1,Good,Acceptable,0
55102,Swan Hills (East Metropolitan),55102,Swan Hills (East Metropolitan),0.753067,Poor,Acceptable,0
55102,Swan Hills (East Metropolitan),55802,West Swan (East Metropolitan),0.246933,Poor,Acceptable,0
55202,Thornlie (East Metropolitan),55202,Thornlie (East Metropolitan),0.9999993,Good,Acceptable,0
55202,Thornlie (East Metropolitan),52102,Forrestfield (East Metropolitan),7.00E-07,Good,Acceptable,1
55306,Vasse (South West),55306,Vasse (South West),0.9934474,Good,Acceptable,0
55306,Vasse (South West),55706,Warren-Blackwood (South West),0.0065526,Good,Acceptable,1
55405,Victoria Park (South Metropolitan),54905,South Perth (South Metropolitan),0.0051683,Good,Acceptable,1
55405,Victoria Park (South Metropolitan),55405,Victoria Park (South Metropolitan),0.9311562,Good,Acceptable,0
55405,Victoria Park (South Metropolitan),51205,Cannington (South Metropolitan),0.0636755,Good,Acceptable,0
55504,Wanneroo (North Metropolitan),53204,Landsdale (North Metropolitan),0.2195027,Poor,Acceptable,0
55504,Wanneroo (North Metropolitan),55504,Wanneroo (North Metropolitan),0.7804973,Poor,Acceptable,0
55605,Warnbro (South Metropolitan),55605,Warnbro (South Metropolitan),1,Good,Acceptable,0
55706,Warren-Blackwood (South West),55706,Warren-Blackwood (South West),1,Good,Acceptable,0
55802,West Swan (East Metropolitan),50502,Bassendean (East Metropolitan),0.11553,Acceptable,Acceptable,0
55802,West Swan (East Metropolitan),53204,Landsdale (North Metropolitan),0.0035695,Poor,Acceptable,1
55802,West Swan (East Metropolitan),55102,Swan Hills (East Metropolitan),0.0608339,Poor,Acceptable,0
55802,West Swan (East Metropolitan),55504,Wanneroo (North Metropolitan),0.2702598,Poor,Acceptable,0
55802,West Swan (East Metropolitan),55802,West Swan (East Metropolitan),0.5498067,Poor,Acceptable,0
55905,Willagee (South Metropolitan),50605,Bateman (South Metropolitan),0.147594,Acceptable,Acceptable,0
55905,Willagee (South Metropolitan),55905,Willagee (South Metropolitan),0.852406,Poor,Acceptable,0
59494,No usual address (WA),59494,No usual address (WA),1,Good,Acceptable,0
59797,Migratory - Offshore - Shipping (WA),59797,Migratory - Offshore - Shipping (WA),1,Good,Acceptable,0
60101,Bass (Apsley),60506,Lyons (McIntyre),0.0028437,Poor,Acceptable,1
60101,Bass (Apsley),60106,Bass (McIntyre),0.7518104,Acceptable,Acceptable,0
60101,Bass (Apsley),60115,Bass (Windermere),0.2453459,Good,Acceptable,0
60106,Bass (Launceston),60105,Bass (Launceston),0.6914834,Poor,Acceptable,0
60106,Bass (Launceston),60113,Bass (Rosevears),0.0321217,Good,Acceptable,0
60106,Bass (Launceston),60115,Bass (Windermere),0.0066416,Good,Acceptable,1
60106,Bass (Launceston),60505,Lyons (Launceston),0.2656523,Poor,Acceptable,0
60106,Bass (Launceston),60506,Lyons (McIntyre),0.004101,Poor,Acceptable,1
60112,Bass (Rosevears),60113,Bass (Rosevears),1,Good,Acceptable,0
60115,Bass (Windermere),60115,Bass (Windermere),1,Good,Acceptable,0
60207,Braddon (Mersey),60208,Braddon (Montgomery),0.0950617,Acceptable,Acceptable,0
60207,Braddon (Mersey),60508,Lyons (Montgomery),0.0001244,Poor,Acceptable,1
60207,Braddon (Mersey),60207,Braddon (Mersey),0.9048139,Acceptable,Acceptable,0
60208,Braddon (Montgomery),60208,Braddon (Montgomery),0.870942,Acceptable,Acceptable,0
