"SA2_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
101021007,"all","14-15","Year 9",2008,"Grammar and Punctuation",550.9
101021007,"all","14-15","Year 9",2009,"Grammar and Punctuation",595.6
101021007,"all","14-15","Year 9",2010,"Grammar and Punctuation",561.9
101021007,"all","14-15","Year 9",2011,"Grammar and Punctuation",543
101021007,"all","14-15","Year 9",2012,"Grammar and Punctuation",543.6
101021007,"all","14-15","Year 9",2013,"Grammar and Punctuation",547.9
101021007,"all","14-15","Year 9",2014,"Grammar and Punctuation",560.4
101021007,"all","14-15","Year 9",2015,"Grammar and Punctuation",526.6
101021007,"all","14-15","Year 9",2016,"Grammar and Punctuation",554.8
101021007,"all","14-15","Year 9",2017,"Grammar and Punctuation",546.8
101021007,"all","14-15","Year 9",2018,"Grammar and Punctuation",550.3
101021007,"all","14-15","Year 9",2019,"Grammar and Punctuation",547.8
101021007,"all","14-15","Year 9",2021,"Grammar and Punctuation",555
101021008,"all","14-15","Year 9",2008,"Grammar and Punctuation",571.2
101021008,"all","14-15","Year 9",2009,"Grammar and Punctuation",564.8
101021008,"all","14-15","Year 9",2010,"Grammar and Punctuation",571.2
101021008,"all","14-15","Year 9",2011,"Grammar and Punctuation",568.8
101021008,"all","14-15","Year 9",2012,"Grammar and Punctuation",559.6
101021008,"all","14-15","Year 9",2013,"Grammar and Punctuation",567.5
101021008,"all","14-15","Year 9",2014,"Grammar and Punctuation",558.9
101021008,"all","14-15","Year 9",2015,"Grammar and Punctuation",559.2
101021008,"all","14-15","Year 9",2016,"Grammar and Punctuation",571.7
101021008,"all","14-15","Year 9",2017,"Grammar and Punctuation",564.2
101021008,"all","14-15","Year 9",2018,"Grammar and Punctuation",558
101021008,"all","14-15","Year 9",2019,"Grammar and Punctuation",559.1
101021008,"all","14-15","Year 9",2021,"Grammar and Punctuation",558.1
101021009,"all","14-15","Year 9",2008,"Grammar and Punctuation",548.1
101021009,"all","14-15","Year 9",2009,"Grammar and Punctuation",533.8
101021009,"all","14-15","Year 9",2010,"Grammar and Punctuation",549.2
101021009,"all","14-15","Year 9",2011,"Grammar and Punctuation",540.9
101021009,"all","14-15","Year 9",2012,"Grammar and Punctuation",521.3
101021009,"all","14-15","Year 9",2013,"Grammar and Punctuation",519
101021009,"all","14-15","Year 9",2014,"Grammar and Punctuation",524.9
101021009,"all","14-15","Year 9",2015,"Grammar and Punctuation",529.5
101021009,"all","14-15","Year 9",2016,"Grammar and Punctuation",531.3
101021009,"all","14-15","Year 9",2017,"Grammar and Punctuation",519.7
101021009,"all","14-15","Year 9",2018,"Grammar and Punctuation",554.6
101021009,"all","14-15","Year 9",2019,"Grammar and Punctuation",540.1
101021009,"all","14-15","Year 9",2021,"Grammar and Punctuation",555.2
101021011,"all","14-15","Year 9",2021,"Grammar and Punctuation",586.7
101031013,"all","14-15","Year 9",2008,"Grammar and Punctuation",548.4
101031013,"all","14-15","Year 9",2009,"Grammar and Punctuation",556
101031013,"all","14-15","Year 9",2010,"Grammar and Punctuation",586.3
101031013,"all","14-15","Year 9",2011,"Grammar and Punctuation",565.7
101031013,"all","14-15","Year 9",2012,"Grammar and Punctuation",564.6
101031013,"all","14-15","Year 9",2013,"Grammar and Punctuation",564
101031013,"all","14-15","Year 9",2014,"Grammar and Punctuation",517.7
101031013,"all","14-15","Year 9",2015,"Grammar and Punctuation",521.7
101031013,"all","14-15","Year 9",2016,"Grammar and Punctuation",529.6
101031013,"all","14-15","Year 9",2017,"Grammar and Punctuation",550.9
101031013,"all","14-15","Year 9",2018,"Grammar and Punctuation",554.9
101031013,"all","14-15","Year 9",2019,"Grammar and Punctuation",545.5
101031013,"all","14-15","Year 9",2021,"Grammar and Punctuation",531.3
101031014,"all","14-15","Year 9",2008,"Grammar and Punctuation",580.7
101031014,"all","14-15","Year 9",2009,"Grammar and Punctuation",577.3
101031014,"all","14-15","Year 9",2010,"Grammar and Punctuation",576.1
101031014,"all","14-15","Year 9",2011,"Grammar and Punctuation",561.3
101031014,"all","14-15","Year 9",2012,"Grammar and Punctuation",566.3
101031014,"all","14-15","Year 9",2013,"Grammar and Punctuation",562.2
101031014,"all","14-15","Year 9",2014,"Grammar and Punctuation",568.7
101031014,"all","14-15","Year 9",2015,"Grammar and Punctuation",551.5
101031014,"all","14-15","Year 9",2016,"Grammar and Punctuation",548.2
101031014,"all","14-15","Year 9",2017,"Grammar and Punctuation",555.4
101031014,"all","14-15","Year 9",2018,"Grammar and Punctuation",563
101031014,"all","14-15","Year 9",2019,"Grammar and Punctuation",551.5
101031014,"all","14-15","Year 9",2021,"Grammar and Punctuation",537.8
101031016,"all","14-15","Year 9",2008,"Grammar and Punctuation",592.4
101031016,"all","14-15","Year 9",2009,"Grammar and Punctuation",613.7
101031016,"all","14-15","Year 9",2010,"Grammar and Punctuation",584.3
101031016,"all","14-15","Year 9",2011,"Grammar and Punctuation",587.3
101031016,"all","14-15","Year 9",2012,"Grammar and Punctuation",594.7
101031016,"all","14-15","Year 9",2013,"Grammar and Punctuation",609.8
101031016,"all","14-15","Year 9",2014,"Grammar and Punctuation",584.3
101031016,"all","14-15","Year 9",2015,"Grammar and Punctuation",584.8
101031016,"all","14-15","Year 9",2016,"Grammar and Punctuation",580.5
101031016,"all","14-15","Year 9",2017,"Grammar and Punctuation",594.4
101031016,"all","14-15","Year 9",2018,"Grammar and Punctuation",576.9
101031016,"all","14-15","Year 9",2019,"Grammar and Punctuation",568.6
101031016,"all","14-15","Year 9",2021,"Grammar and Punctuation",585.7
101041018,"all","14-15","Year 9",2008,"Grammar and Punctuation",551.5
101041018,"all","14-15","Year 9",2009,"Grammar and Punctuation",557.7
101041018,"all","14-15","Year 9",2010,"Grammar and Punctuation",564.7
101041018,"all","14-15","Year 9",2011,"Grammar and Punctuation",530.3
101041018,"all","14-15","Year 9",2012,"Grammar and Punctuation",549.8
101041018,"all","14-15","Year 9",2013,"Grammar and Punctuation",548.3
101041018,"all","14-15","Year 9",2014,"Grammar and Punctuation",543.1
101041018,"all","14-15","Year 9",2015,"Grammar and Punctuation",545.2
101041018,"all","14-15","Year 9",2016,"Grammar and Punctuation",564.3
101041018,"all","14-15","Year 9",2017,"Grammar and Punctuation",539.5
101041018,"all","14-15","Year 9",2018,"Grammar and Punctuation",546.9
101041018,"all","14-15","Year 9",2019,"Grammar and Punctuation",531.6
101041018,"all","14-15","Year 9",2021,"Grammar and Punctuation",527.3
101041019,"all","14-15","Year 9",2008,"Grammar and Punctuation",571.3
101041019,"all","14-15","Year 9",2009,"Grammar and Punctuation",573.6
101041019,"all","14-15","Year 9",2010,"Grammar and Punctuation",572.3
101041019,"all","14-15","Year 9",2011,"Grammar and Punctuation",568.6
101041019,"all","14-15","Year 9",2012,"Grammar and Punctuation",561.3
101041019,"all","14-15","Year 9",2013,"Grammar and Punctuation",557.1
101041019,"all","14-15","Year 9",2014,"Grammar and Punctuation",568.7
101041019,"all","14-15","Year 9",2015,"Grammar and Punctuation",542.1
101041019,"all","14-15","Year 9",2016,"Grammar and Punctuation",563.2
101041019,"all","14-15","Year 9",2017,"Grammar and Punctuation",557.5
