"SA2_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
101021007,"all","12-13","Year 7",2011,"Writing",491.2
101021007,"all","12-13","Year 7",2012,"Writing",467.6
101021007,"all","12-13","Year 7",2013,"Writing",466.8
101021007,"all","12-13","Year 7",2014,"Writing",489.8
101021007,"all","12-13","Year 7",2015,"Writing",490
101021007,"all","12-13","Year 7",2016,"Writing",487.4
101021007,"all","12-13","Year 7",2017,"Writing",503.5
101021007,"all","12-13","Year 7",2018,"Writing",483.9
101021007,"all","12-13","Year 7",2019,"Writing",487.3
101021007,"all","12-13","Year 7",2021,"Writing",469.3
101021008,"all","12-13","Year 7",2011,"Writing",502.8
101021008,"all","12-13","Year 7",2012,"Writing",498.4
101021008,"all","12-13","Year 7",2013,"Writing",500
101021008,"all","12-13","Year 7",2014,"Writing",494.9
101021008,"all","12-13","Year 7",2015,"Writing",484.5
101021008,"all","12-13","Year 7",2016,"Writing",509.2
101021008,"all","12-13","Year 7",2017,"Writing",497.9
101021008,"all","12-13","Year 7",2018,"Writing",482.4
101021008,"all","12-13","Year 7",2019,"Writing",490.4
101021008,"all","12-13","Year 7",2021,"Writing",509.4
101021009,"all","12-13","Year 7",2011,"Writing",470.4
101021009,"all","12-13","Year 7",2012,"Writing",464
101021009,"all","12-13","Year 7",2013,"Writing",477.5
101021009,"all","12-13","Year 7",2014,"Writing",455.2
101021009,"all","12-13","Year 7",2015,"Writing",475.9
101021009,"all","12-13","Year 7",2016,"Writing",483.3
101021009,"all","12-13","Year 7",2017,"Writing",466.7
101021009,"all","12-13","Year 7",2018,"Writing",457
101021009,"all","12-13","Year 7",2019,"Writing",478.5
101021009,"all","12-13","Year 7",2021,"Writing",480.8
101021011,"all","12-13","Year 7",2018,"Writing",553.2
101021011,"all","12-13","Year 7",2019,"Writing",507
101021011,"all","12-13","Year 7",2021,"Writing",523.8
101031013,"all","12-13","Year 7",2011,"Writing",470.4
101031013,"all","12-13","Year 7",2012,"Writing",441.5
101031013,"all","12-13","Year 7",2013,"Writing",444.9
101031013,"all","12-13","Year 7",2014,"Writing",461.9
101031013,"all","12-13","Year 7",2015,"Writing",433.5
101031013,"all","12-13","Year 7",2016,"Writing",474.9
101031013,"all","12-13","Year 7",2017,"Writing",452
101031013,"all","12-13","Year 7",2018,"Writing",385.7
101031013,"all","12-13","Year 7",2019,"Writing",468.1
101031013,"all","12-13","Year 7",2021,"Writing",485.4
101031014,"all","12-13","Year 7",2011,"Writing",526.9
101031014,"all","12-13","Year 7",2012,"Writing",501.2
101031014,"all","12-13","Year 7",2013,"Writing",497.3
101031014,"all","12-13","Year 7",2014,"Writing",486.2
101031014,"all","12-13","Year 7",2015,"Writing",487
101031014,"all","12-13","Year 7",2016,"Writing",486.8
101031014,"all","12-13","Year 7",2017,"Writing",497.2
101031014,"all","12-13","Year 7",2018,"Writing",489.3
101031014,"all","12-13","Year 7",2019,"Writing",484.8
101031014,"all","12-13","Year 7",2021,"Writing",491
101031016,"all","12-13","Year 7",2011,"Writing",537.7
101031016,"all","12-13","Year 7",2012,"Writing",520.2
101031016,"all","12-13","Year 7",2013,"Writing",523.1
101031016,"all","12-13","Year 7",2014,"Writing",503
101031016,"all","12-13","Year 7",2015,"Writing",519.6
101031016,"all","12-13","Year 7",2016,"Writing",516.4
101031016,"all","12-13","Year 7",2017,"Writing",514.5
101031016,"all","12-13","Year 7",2018,"Writing",518.1
101031016,"all","12-13","Year 7",2019,"Writing",503.3
101031016,"all","12-13","Year 7",2021,"Writing",536.4
101041018,"all","12-13","Year 7",2011,"Writing",492.2
101041018,"all","12-13","Year 7",2012,"Writing",473.1
101041018,"all","12-13","Year 7",2013,"Writing",456.6
