"SA2_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
101021007,"all","12-13","Year 7",2008,"Reading",519.9
101021007,"all","12-13","Year 7",2009,"Reading",524.6
101021007,"all","12-13","Year 7",2010,"Reading",511.7
101021007,"all","12-13","Year 7",2011,"Reading",520.5
101021007,"all","12-13","Year 7",2012,"Reading",530
101021007,"all","12-13","Year 7",2013,"Reading",525.7
101021007,"all","12-13","Year 7",2014,"Reading",527.4
101021007,"all","12-13","Year 7",2015,"Reading",534.5
101021007,"all","12-13","Year 7",2016,"Reading",522.4
101021007,"all","12-13","Year 7",2017,"Reading",530.5
101021007,"all","12-13","Year 7",2018,"Reading",534.3
101021007,"all","12-13","Year 7",2019,"Reading",520.9
101021007,"all","12-13","Year 7",2021,"Reading",528.5
101021008,"all","12-13","Year 7",2008,"Reading",539.9
101021008,"all","12-13","Year 7",2009,"Reading",548.4
101021008,"all","12-13","Year 7",2010,"Reading",552.7
101021008,"all","12-13","Year 7",2011,"Reading",532.3
101021008,"all","12-13","Year 7",2012,"Reading",537.9
101021008,"all","12-13","Year 7",2013,"Reading",538.5
101021008,"all","12-13","Year 7",2014,"Reading",540.4
101021008,"all","12-13","Year 7",2015,"Reading",530
101021008,"all","12-13","Year 7",2016,"Reading",532.3
101021008,"all","12-13","Year 7",2017,"Reading",532.1
101021008,"all","12-13","Year 7",2018,"Reading",527.6
101021008,"all","12-13","Year 7",2019,"Reading",533.9
101021008,"all","12-13","Year 7",2021,"Reading",531.3
101021009,"all","12-13","Year 7",2008,"Reading",513.9
101021009,"all","12-13","Year 7",2009,"Reading",521.7
101021009,"all","12-13","Year 7",2010,"Reading",504.8
101021009,"all","12-13","Year 7",2011,"Reading",505.7
101021009,"all","12-13","Year 7",2012,"Reading",510.8
101021009,"all","12-13","Year 7",2013,"Reading",520.7
101021009,"all","12-13","Year 7",2014,"Reading",505.3
101021009,"all","12-13","Year 7",2015,"Reading",508.3
101021009,"all","12-13","Year 7",2016,"Reading",522
101021009,"all","12-13","Year 7",2017,"Reading",509.8
101021009,"all","12-13","Year 7",2018,"Reading",496.4
101021009,"all","12-13","Year 7",2019,"Reading",524.4
101021009,"all","12-13","Year 7",2021,"Reading",518.5
101021011,"all","12-13","Year 7",2018,"Reading",582.5
101021011,"all","12-13","Year 7",2019,"Reading",559.1
101021011,"all","12-13","Year 7",2021,"Reading",554.3
101031013,"all","12-13","Year 7",2008,"Reading",554
101031013,"all","12-13","Year 7",2009,"Reading",537.2
101031013,"all","12-13","Year 7",2010,"Reading",536.5
