"SA2_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
101021007,"all","14-15","Year 9",2011,"Writing",515
101021007,"all","14-15","Year 9",2012,"Writing",497.2
101021007,"all","14-15","Year 9",2013,"Writing",501.7
101021007,"all","14-15","Year 9",2014,"Writing",474.3
101021007,"all","14-15","Year 9",2015,"Writing",480.4
101021007,"all","14-15","Year 9",2016,"Writing",510.3
101021007,"all","14-15","Year 9",2017,"Writing",509.9
101021007,"all","14-15","Year 9",2018,"Writing",497.7
101021007,"all","14-15","Year 9",2019,"Writing",509.2
101021007,"all","14-15","Year 9",2021,"Writing",530
101021008,"all","14-15","Year 9",2011,"Writing",540.3
101021008,"all","14-15","Year 9",2012,"Writing",520.1
101021008,"all","14-15","Year 9",2013,"Writing",505
101021008,"all","14-15","Year 9",2014,"Writing",500.7
101021008,"all","14-15","Year 9",2015,"Writing",510
101021008,"all","14-15","Year 9",2016,"Writing",535.6
101021008,"all","14-15","Year 9",2017,"Writing",547
101021008,"all","14-15","Year 9",2018,"Writing",525.2
101021008,"all","14-15","Year 9",2019,"Writing",538.1
101021008,"all","14-15","Year 9",2021,"Writing",519.7
101021009,"all","14-15","Year 9",2011,"Writing",504.6
101021009,"all","14-15","Year 9",2012,"Writing",462.8
101021009,"all","14-15","Year 9",2013,"Writing",478.1
101021009,"all","14-15","Year 9",2014,"Writing",466.4
101021009,"all","14-15","Year 9",2015,"Writing",507.2
101021009,"all","14-15","Year 9",2016,"Writing",503.6
101021009,"all","14-15","Year 9",2017,"Writing",482
101021009,"all","14-15","Year 9",2018,"Writing",514.4
101021009,"all","14-15","Year 9",2019,"Writing",505
101021009,"all","14-15","Year 9",2021,"Writing",503.8
101021011,"all","14-15","Year 9",2021,"Writing",569.5
101031013,"all","14-15","Year 9",2011,"Writing",576.7
101031013,"all","14-15","Year 9",2012,"Writing",540.4
101031013,"all","14-15","Year 9",2013,"Writing",508.1
101031013,"all","14-15","Year 9",2014,"Writing",503.5
101031013,"all","14-15","Year 9",2015,"Writing",493
101031013,"all","14-15","Year 9",2016,"Writing",494.5
101031013,"all","14-15","Year 9",2017,"Writing",476.3
101031013,"all","14-15","Year 9",2018,"Writing",470.8
101031013,"all","14-15","Year 9",2019,"Writing",509.9
101031013,"all","14-15","Year 9",2021,"Writing",515.5
101031014,"all","14-15","Year 9",2011,"Writing",535.8
101031014,"all","14-15","Year 9",2012,"Writing",544.8
101031014,"all","14-15","Year 9",2013,"Writing",527.7
101031014,"all","14-15","Year 9",2014,"Writing",532.2
101031014,"all","14-15","Year 9",2015,"Writing",524.8
101031014,"all","14-15","Year 9",2016,"Writing",496.1
101031014,"all","14-15","Year 9",2017,"Writing",521
101031014,"all","14-15","Year 9",2018,"Writing",521.1
101031014,"all","14-15","Year 9",2019,"Writing",524.3
101031014,"all","14-15","Year 9",2021,"Writing",520.6
