"SA2_CODE16","age_group","sex","calendar_year","n_children_attending_preschool","SA3_CODE16"
"316041429","3-6","female","2017",107,NA
"316041429","3-6",NA,"2017",0,NA
"316041430","3-6","male","2017",26,NA
"316041430","3-6","female","2017",36,NA
"316041430","3-6",NA,"2017",0,NA
"316041431","3-6","male","2017",120,NA
"316041431","3-6","female","2017",121,NA
"316041431","3-6",NA,"2017",0,NA
"316041432","3-6","male","2017",240,NA
"316041432","3-6","female","2017",243,NA
"316041432","3-6",NA,"2017",0,NA
"316041433","3-6","male","2017",173,NA
"316041433","3-6","female","2017",188,NA
"316041433","3-6",NA,"2017",0,NA
"316051436","3-6","male","2017",159,NA
"316051436","3-6","female","2017",160,NA
"316051436","3-6",NA,"2017",0,NA
"399999919","3-6","male","2017",0,NA
"399999919","3-6","female","2017",0,NA
"399999919","3-6",NA,"2017",0,NA
"399999989","3-6","male","2017",19,NA
"399999989","3-6","female","2017",17,NA
"399999989","3-6",NA,"2017",0,NA
"402041045","3-6","male","2017",244,NA
"402041045","3-6","female","2017",246,NA
"402041045","3-6",NA,"2017",0,NA
"407021153","3-6","male","2017",300,NA
"407021153","3-6","female","2017",314,NA
"407021153","3-6",NA,"2017",0,NA
"499999919","3-6","male","2017",0,NA
"499999919","3-6","female","2017",0,NA
"499999919","3-6",NA,"2017",0,NA
"499999989","3-6","male","2017",0,NA
"499999989","3-6","female","2017",0,NA
"499999989","3-6",NA,"2017",0,NA
"501021006","3-6","male","2017",142,NA
"501021006","3-6","female","2017",119,NA
"501021006","3-6",NA,"2017",0,NA
"501021013","3-6","male","2017",143,NA
"501021013","3-6","female","2017",159,NA
"501021013","3-6",NA,"2017",0,NA
"505031109","3-6","male","2017",342,NA
"505031109","3-6","female","2017",315,NA
"505031109","3-6",NA,"2017",0,NA
"507011149","3-6","male","2017",83,NA
"507011149","3-6","female","2017",109,NA
"507011149","3-6",NA,"2017",0,NA
"507011156","3-6","male","2017",21,NA
"507011156","3-6","female","2017",12,NA
"507011156","3-6",NA,"2017",0,NA
"507011157","3-6","male","2017",0,NA
"507011157","3-6","female","2017",0,NA
"507011157","3-6",NA,"2017",0,NA
"507011162","3-6","male","2017",3,NA
"507011162","3-6","female","2017",3,NA
"507011162","3-6",NA,"2017",0,NA
"507031168","3-6","male","2017",35,NA
"507031168","3-6","female","2017",37,NA
"507031168","3-6",NA,"2017",0,NA
"507031171","3-6","male","2017",25,NA
"507031171","3-6","female","2017",24,NA
"507031171","3-6",NA,"2017",0,NA
"508011194","3-6","male","2017",126,NA
"508011194","3-6","female","2017",117,NA
"508011194","3-6",NA,"2017",0,NA
"508011195","3-6","male","2017",23,NA
"508011195","3-6","female","2017",27,NA
"508011195","3-6",NA,"2017",0,NA
"508021196","3-6","male","2017",42,NA
"508021196","3-6","female","2017",53,NA
"508021196","3-6",NA,"2017",0,NA
"508021197","3-6","male","2017",32,NA
"508021197","3-6","female","2017",36,NA
"508021197","3-6",NA,"2017",0,NA
"508031198","3-6","male","2017",77,NA
"508031198","3-6","female","2017",61,NA
"508031198","3-6",NA,"2017",0,NA
"508031199","3-6","male","2017",137,NA
"508031199","3-6","female","2017",158,NA
"508031199","3-6",NA,"2017",0,NA
"508031200","3-6","male","2017",101,NA
"508031200","3-6","female","2017",118,NA
"508031200","3-6",NA,"2017",0,NA
"508031201","3-6","male","2017",0,NA
"508031201","3-6","female","2017",0,NA
"508031201","3-6",NA,"2017",0,NA
"508031202","3-6","male","2017",38,NA
"508031202","3-6","female","2017",32,NA
"508031202","3-6",NA,"2017",0,NA
"508031203","3-6","male","2017",22,NA
"508031203","3-6","female","2017",20,NA
"508031203","3-6",NA,"2017",0,NA
"508031204","3-6","male","2017",0,NA
"508031204","3-6","female","2017",0,NA
"508031204","3-6",NA,"2017",0,NA
"508041205","3-6","male","2017",199,NA
"508041205","3-6","female","2017",190,NA
"508041205","3-6",NA,"2017",0,NA
"508041206","3-6","male","2017",76,NA
"508041206","3-6","female","2017",69,NA
"508041206","3-6",NA,"2017",0,NA
"508041207","3-6","male","2017",34,NA
"508041207","3-6","female","2017",29,NA
"508041207","3-6",NA,"2017",0,NA
"508041208","3-6","male","2017",87,NA
"508041208","3-6","female","2017",80,NA
"508041208","3-6",NA,"2017",0,NA
"508041209","3-6","male","2017",13,NA
"508041209","3-6","female","2017",4,NA
"508041209","3-6",NA,"2017",0,NA
"508051210","3-6","male","2017",88,NA
"508051210","3-6","female","2017",69,NA
"508051210","3-6",NA,"2017",0,NA
"508051211","3-6","male","2017",84,NA
"508051211","3-6","female","2017",87,NA
"508051211","3-6",NA,"2017",0,NA
"508051212","3-6","male","2017",87,NA
"508051212","3-6","female","2017",94,NA
"508051212","3-6",NA,"2017",0,NA
"508051213","3-6","male","2017",109,NA
"508051213","3-6","female","2017",97,NA
"508051213","3-6",NA,"2017",0,NA
"508051214","3-6","male","2017",15,NA
"508051214","3-6","female","2017",29,NA
"508051214","3-6",NA,"2017",0,NA
"508051215","3-6","male","2017",14,NA
"508051215","3-6","female","2017",22,NA
"508051215","3-6",NA,"2017",0,NA
"508051216","3-6","male","2017",37,NA
"508051216","3-6","female","2017",34,NA
"508051216","3-6",NA,"2017",0,NA
"508051217","3-6","male","2017",35,NA
"508051217","3-6","female","2017",47,NA
"508051217","3-6",NA,"2017",0,NA
"508061218","3-6","male","2017",101,NA
"508061218","3-6","female","2017",78,NA
"508061218","3-6",NA,"2017",0,NA
"508061219","3-6","male","2017",0,NA
"508061219","3-6","female","2017",0,NA
"508061219","3-6",NA,"2017",0,NA
"508061220","3-6","male","2017",242,NA
"508061220","3-6","female","2017",240,NA
"508061220","3-6",NA,"2017",0,NA
"508061221","3-6","male","2017",64,NA
"508061221","3-6","female","2017",58,NA
"508061221","3-6",NA,"2017",0,NA
"508061222","3-6","male","2017",63,NA
"508061222","3-6","female","2017",59,NA
"508061222","3-6",NA,"2017",0,NA
"508061223","3-6","male","2017",60,NA
"508061223","3-6","female","2017",36,NA
"508061223","3-6",NA,"2017",0,NA
"508061224","3-6","male","2017",118,NA
"508061224","3-6","female","2017",113,NA
"508061224","3-6",NA,"2017",0,NA
"599999919","3-6","male","2017",0,NA
"599999919","3-6","female","2017",0,NA
"599999919","3-6",NA,"2017",0,NA
"599999989","3-6","male","2017",0,NA
"599999989","3-6","female","2017",0,NA
"599999989","3-6",NA,"2017",0,NA
"602031063","3-6","male","2017",62,NA
"602031063","3-6","female","2017",65,NA
"602031063","3-6",NA,"2017",0,NA
"699999919","3-6","male","2017",0,NA
"699999919","3-6","female","2017",0,NA
"699999919","3-6",NA,"2017",0,NA
"699999989","3-6","male","2017",0,NA
"699999989","3-6","female","2017",0,NA
"699999989","3-6",NA,"2017",0,NA
"799999919","3-6","male","2017",0,NA
"799999919","3-6","female","2017",0,NA
"799999919","3-6",NA,"2017",0,NA
"799999989","3-6","male","2017",0,NA
"799999989","3-6","female","2017",0,NA
"799999989","3-6",NA,"2017",0,NA
"801021027","3-6","male","2017",103,NA
"801021027","3-6","female","2017",92,NA
"801021027","3-6",NA,"2017",0,NA
"801021028","3-6","male","2017",0,NA
"801021028","3-6","female","2017",0,NA
"801021028","3-6",NA,"2017",0,NA
"801021029","3-6","male","2017",0,NA
"801021029","3-6","female","2017",0,NA
"801021029","3-6",NA,"2017",0,NA
"801031030","3-6","male","2017",3,NA
"801031030","3-6","female","2017",0,NA
"801031030","3-6",NA,"2017",0,NA
"801031033","3-6","male","2017",6,NA
"801031033","3-6","female","2017",3,NA
"801031033","3-6",NA,"2017",0,NA
"801041041","3-6","male","2017",0,NA
"801041041","3-6","female","2017",0,NA
"801041041","3-6",NA,"2017",0,NA
"801041042","3-6","male","2017",57,NA
"801041042","3-6","female","2017",45,NA
"801041042","3-6",NA,"2017",0,NA
"801051052","3-6","male","2017",31,NA
"801051052","3-6","female","2017",44,NA
"801051052","3-6",NA,"2017",0,NA
"801051059","3-6","male","2017",13,NA
"801051059","3-6","female","2017",12,NA
"801051059","3-6",NA,"2017",0,NA
"801061065","3-6","male","2017",29,NA
"801061065","3-6","female","2017",33,NA
"801061065","3-6",NA,"2017",0,NA
"899999919","3-6","male","2017",0,NA
"899999919","3-6","female","2017",0,NA
"899999919","3-6",NA,"2017",0,NA
"899999989","3-6","male","2017",0,NA
"899999989","3-6","female","2017",0,NA
"899999989","3-6",NA,"2017",0,NA
"999999919","3-6","male","2017",0,NA
"999999919","3-6","female","2017",0,NA
"999999919","3-6",NA,"2017",0,NA
"999999989","3-6","male","2017",6,NA
"999999989","3-6","female","2017",6,NA
"999999989","3-6",NA,"2017",0,NA
"199999989","3-6","male","2018",314,NA
"199999989","3-6","female","2018",262,NA
"199999989","3-6",NA,"2018",0,NA
"206319239","3-6","male","2018",0,NA
"206319239","3-6","female","2018",0,NA
"206319239","3-6",NA,"2018",0,NA
"299999989","3-6","male","2018",193,NA
"299999989","3-6","female","2018",172,NA
"299999989","3-6",NA,"2018",0,NA
"399999989","3-6","male","2018",134,NA
"399999989","3-6","female","2018",128,NA
"399999989","3-6",NA,"2018",0,NA
"499999989","3-6","male","2018",52,NA
"499999989","3-6","female","2018",53,NA
"499999989","3-6",NA,"2018",0,NA
"599999989","3-6","male","2018",57,NA
"599999989","3-6","female","2018",37,NA
"599999989","3-6",NA,"2018",0,NA
"699999989","3-6","male","2018",22,NA
"699999989","3-6","female","2018",8,NA
"699999989","3-6",NA,"2018",0,NA
"799999989","3-6","male","2018",7,NA
"799999989","3-6","female","2018",6,NA
"799999989","3-6",NA,"2018",0,NA
"899999989","3-6","male","2018",12,NA
"899999989","3-6","female","2018",19,NA
"899999989","3-6",NA,"2018",0,NA
"999999989","3-6","male","2018",0,NA
"999999989","3-6","female","2018",0,NA
"999999989","3-6",NA,"2018",0,NA
"199999989","3-6","male","2019",0,NA
"199999989","3-6","female","2019",0,NA
"199999989","3-6",NA,"2019",0,NA
"206319239","3-6","male","2019",0,NA
"206319239","3-6","female","2019",0,NA
"206319239","3-6",NA,"2019",0,NA
"299999989","3-6","male","2019",0,NA
"299999989","3-6","female","2019",0,NA
"299999989","3-6",NA,"2019",0,NA
"399999989","3-6","male","2019",7,NA
"399999989","3-6","female","2019",7,NA
"399999989","3-6",NA,"2019",0,NA
"499999989","3-6","male","2019",0,NA
"499999989","3-6","female","2019",3,NA
"499999989","3-6",NA,"2019",0,NA
"599999989","3-6","male","2019",0,NA
"599999989","3-6","female","2019",0,NA
"599999989","3-6",NA,"2019",0,NA
"699999989","3-6","male","2019",0,NA
"699999989","3-6","female","2019",0,NA
"699999989","3-6",NA,"2019",0,NA
"799999989","3-6","male","2019",0,NA
"799999989","3-6","female","2019",0,NA
"799999989","3-6",NA,"2019",0,NA
"899999989","3-6","male","2019",16,NA
"899999989","3-6","female","2019",3,NA
"899999989","3-6",NA,"2019",0,NA
"999999989","3-6","male","2019",0,NA
"999999989","3-6","female","2019",0,NA
"999999989","3-6",NA,"2019",0,NA
"199999989","3-6","male","2020",0,NA
"199999989","3-6","female","2020",0,NA
"199999989","3-6",NA,"2020",0,NA
"206319239","3-6","male","2020",0,NA
"206319239","3-6","female","2020",0,NA
"206319239","3-6",NA,"2020",0,NA
"299999989","3-6","male","2020",0,NA
"299999989","3-6","female","2020",0,NA
"299999989","3-6",NA,"2020",0,NA
"399999989","3-6","male","2020",3,NA
"399999989","3-6","female","2020",0,NA
"399999989","3-6",NA,"2020",0,NA
"499999989","3-6","male","2020",0,NA
"499999989","3-6","female","2020",0,NA
"499999989","3-6",NA,"2020",0,NA
"599999989","3-6","male","2020",0,NA
"599999989","3-6","female","2020",5,NA
"599999989","3-6",NA,"2020",0,NA
"699999989","3-6","male","2020",0,NA
"699999989","3-6","female","2020",0,NA
"699999989","3-6",NA,"2020",0,NA
"799999989","3-6","male","2020",0,NA
"799999989","3-6","female","2020",0,NA
"799999989","3-6",NA,"2020",0,NA
"899999989","3-6","male","2020",24,NA
"899999989","3-6","female","2020",21,NA
"899999989","3-6",NA,"2020",0,NA
"999999989","3-6","male","2020",0,NA
"999999989","3-6","female","2020",0,NA
"999999989","3-6",NA,"2020",0,NA
"199999989","3-6","male","2021",0,NA
"199999989","3-6","female","2021",0,NA
"199999989","3-6",NA,"2021",0,NA
"206319239","3-6","male","2021",0,NA
"206319239","3-6","female","2021",0,NA
"206319239","3-6",NA,"2021",0,NA
"299999989","3-6","male","2021",0,NA
"299999989","3-6","female","2021",0,NA
"299999989","3-6",NA,"2021",0,NA
"399999989","3-6","male","2021",7,NA
"399999989","3-6","female","2021",3,NA
"399999989","3-6",NA,"2021",0,NA
"499999989","3-6","male","2021",11,NA
"499999989","3-6","female","2021",5,NA
"499999989","3-6",NA,"2021",0,NA
"599999989","3-6","male","2021",0,NA
"599999989","3-6","female","2021",0,NA
"599999989","3-6",NA,"2021",0,NA
"699999989","3-6","male","2021",0,NA
"699999989","3-6","female","2021",0,NA
"699999989","3-6",NA,"2021",0,NA
"799999989","3-6","male","2021",0,NA
"799999989","3-6","female","2021",0,NA
"799999989","3-6",NA,"2021",0,NA
"899999989","3-6","male","2021",12,NA
"899999989","3-6","female","2021",8,NA
"899999989","3-6",NA,"2021",0,NA
"999999989","3-6","male","2021",0,NA
"999999989","3-6","female","2021",0,NA
"999999989","3-6",NA,"2021",0,NA
