"SLA_MAINCODE_2011","SLA_NAME_2011","SLA_5DIGITCODE_2011","SSD_CODE_2011","SSD_NAME_2011","SD_CODE_2011","SD_NAME_2011","STATE_CODE_2011","STATE_NAME_2011","SDIST_CODE_2011","SDIST_NAME_2011","MSR_CODE_2011","MSR_NAME_2011","SR_CODE_2011","SR_NAME_2011","SRS_CODE_2011","SRS_NAME_2011","SLA_REGIONCODE_2011","LGA_CODE_2011","LGA_NAME_2011"
"230156616","Swan Hill (RC) Bal","26616","23015","East Mallee","230","Mallee","2","Victoria","","","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297216616","26610","Swan Hill (RC)"
"235052621","Gr. Bendigo (C) - Central","22621","23505","Greater Bendigo City Part A","235","Loddon","2","Victoria","2030","Bendigo (VIC)","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297212621","22620","Greater Bendigo (C)"
"235052622","Gr. Bendigo (C) - Eaglehawk","22622","23505","Greater Bendigo City Part A","235","Loddon","2","Victoria","2030","Bendigo (VIC)","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297212622","22620","Greater Bendigo (C)"
"235052623","Gr. Bendigo (C) - Inner East","22623","23505","Greater Bendigo City Part A","235","Loddon","2","Victoria","2030","Bendigo (VIC)","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297212623","22620","Greater Bendigo (C)"
"235052624","Gr. Bendigo (C) - Inner North","22624","23505","Greater Bendigo City Part A","235","Loddon","2","Victoria","2030","Bendigo (VIC)","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297212624","22620","Greater Bendigo (C)"
"235052625","Gr. Bendigo (C) - Inner West","22625","23505","Greater Bendigo City Part A","235","Loddon","2","Victoria","2030","Bendigo (VIC)","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297212625","22620","Greater Bendigo (C)"
"235052626","Gr. Bendigo (C) - S'saye","22626","23505","Greater Bendigo City Part A","235","Loddon","2","Victoria","2030","Bendigo (VIC)","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297212626","22620","Greater Bendigo (C)"
"235101671","C. Goldfields (S) - M'borough","21671","23510","North Loddon","235","Loddon","2","Victoria","","","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297211671","21670","Central Goldfields (S)"
"235101674","C. Goldfields (S) Bal","21674","23510","North Loddon","235","Loddon","2","Victoria","","","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297211674","21670","Central Goldfields (S)"
"235102628","Gr. Bendigo (C) - Pt B","22628","23510","North Loddon","235","Loddon","2","Victoria","","","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297212628","22620","Greater Bendigo (C)"
"235103943","Loddon (S) - North","23943","23510","North Loddon","235","Loddon","2","Victoria","","","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297213943","23940","Loddon (S)"
"235103945","Loddon (S) - South","23945","23510","North Loddon","235","Loddon","2","Victoria","","","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297213945","23940","Loddon (S)"
"235105431","Mount Alexander (S) - C'maine","25431","23510","North Loddon","235","Loddon","2","Victoria","","","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297215431","25430","Mount Alexander (S)"
"235105434","Mount Alexander (S) Bal","25434","23510","North Loddon","235","Loddon","2","Victoria","","","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297215434","25430","Mount Alexander (S)"
"235204131","Macedon Ranges (S) - Kyneton","24131","23520","South Loddon","235","Loddon","2","Victoria","","","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297214131","24130","Macedon Ranges (S)"
"235204134","Macedon Ranges (S) - Romsey","24134","23520","South Loddon","235","Loddon","2","Victoria","","","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297214134","24130","Macedon Ranges (S)"
"235204135","Macedon Ranges (S) Bal","24135","23520","South Loddon","235","Loddon","2","Victoria","","","29","Balance of Victoria","2972","Loddon-Mallee","29721","Loddon-Mallee","297214135","24130","Macedon Ranges (S)"
"240052831","Gr. Shepparton (C) - Pt A","22831","24005","Greater Shepparton City Part A","240","Goulburn","2","Victoria","2033","Shepparton (VIC)","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297412831","22830","Greater Shepparton (C)"
"240101371","Campaspe (S) - Echuca","21371","24010","North Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297411371","21370","Campaspe (S)"
"240101374","Campaspe (S) - Kyabram","21374","24010","North Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297411374","21370","Campaspe (S)"
"240101375","Campaspe (S) - Rochester","21375","24010","North Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297411375","21370","Campaspe (S)"
"240101376","Campaspe (S) - South","21376","24010","North Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297411376","21370","Campaspe (S)"
"240102834","Gr. Shepparton (C) - Pt B East","22834","24010","North Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297412834","22830","Greater Shepparton (C)"
"240102835","Gr. Shepparton (C) - Pt B West","22835","24010","North Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297412835","22830","Greater Shepparton (C)"
"240104901","Moira (S) - East","24901","24010","North Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297414901","24900","Moira (S)"
"240104904","Moira (S) - West","24904","24010","North Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297414904","24900","Moira (S)"
"240151011","Benalla (RC) - Benalla","21011","24015","South Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297411011","21010","Benalla (RC)"
"240151014","Benalla (RC) Bal","21014","24015","South Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297411014","21010","Benalla (RC)"
"240154250","Mansfield (S)","24250","24015","South Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297414250","24250","Mansfield (S)"
"240156430","Strathbogie (S)","26430","24015","South Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297416430","26430","Strathbogie (S)"
"240158249","Mount Buller Alpine Resort","28249","24015","South Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297418249","29399","Unincorporated Vic"
"240158349","Mount Stirling Alpine Resort","28349","24015","South Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297418349","29399","Unincorporated Vic"
"240204851","Mitchell (S) - North","24851","24020","South West Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297414851","24850","Mitchell (S)"
"240204854","Mitchell (S) - South","24854","24020","South West Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297414854","24850","Mitchell (S)"
"240205621","Murrindindi (S) - East","25621","24020","South West Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297415621","25620","Murrindindi (S)"
"240205622","Murrindindi (S) - West","25622","24020","South West Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297415622","25620","Murrindindi (S)"
"240208149","Lake Mountain Alpine Resort","28149","24020","South West Goulburn","240","Goulburn","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297418149","29399","Unincorporated Vic"
"245053351","Indigo (S) - Pt A","23351","24505","Wodonga","245","Ovens-Murray","2","Victoria","1218","Albury-Wodonga (NSW/VIC)","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297413351","23350","Indigo (S)"
"245056671","Towong (S) - Pt A","26671","24505","Wodonga","245","Ovens-Murray","2","Victoria","1218","Albury-Wodonga (NSW/VIC)","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297416671","26670","Towong (S)"
"245057170","Wodonga (RC)","27170","24505","Wodonga","245","Ovens-Murray","2","Victoria","1218","Albury-Wodonga (NSW/VIC)","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297417170","27170","Wodonga (RC)"
"245103352","Indigo (S) - Pt B","23352","24510","West Ovens-Murray","245","Ovens-Murray","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297413352","23350","Indigo (S)"
"245106701","Wangaratta (RC) - Central","26701","24510","West Ovens-Murray","245","Ovens-Murray","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297416701","26700","Wangaratta (RC)"
"245106704","Wangaratta (RC) - North","26704","24510","West Ovens-Murray","245","Ovens-Murray","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297416704","26700","Wangaratta (RC)"
"245106705","Wangaratta (RC) - South","26705","24510","West Ovens-Murray","245","Ovens-Murray","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297416705","26700","Wangaratta (RC)"
"245150111","Alpine (S) - East","20111","24515","East Ovens-Murray","245","Ovens-Murray","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297410111","20110","Alpine (S)"
"245150112","Alpine (S) - West","20112","24515","East Ovens-Murray","245","Ovens-Murray","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297410112","20110","Alpine (S)"
"245156672","Towong (S) - Pt B","26672","24515","East Ovens-Murray","245","Ovens-Murray","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297416672","26670","Towong (S)"
"245158109","Falls Creek Alpine Resort","28109","24515","East Ovens-Murray","245","Ovens-Murray","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297418109","29399","Unincorporated Vic"
"245158309","Mount Hotham Alpine Resort","28309","24515","East Ovens-Murray","245","Ovens-Murray","2","Victoria","","","29","Balance of Victoria","2974","Goulburn-Ovens-Murray","29741","Goulburn-Ovens-Murray","297418309","29399","Unincorporated Vic"
"250052111","E. Gippsland (S) - Bairnsdale","22111","25005","East Gippsland Shire","250","East Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297612111","22110","East Gippsland (S)"
"250052113","E. Gippsland (S) - Orbost","22113","25005","East Gippsland Shire","250","East Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297612113","22110","East Gippsland (S)"
"250052115","E. Gippsland (S) - South-West","22115","25005","East Gippsland Shire","250","East Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297612115","22110","East Gippsland (S)"
"250052117","E. Gippsland (S) Bal","22117","25005","East Gippsland Shire","250","East Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297612117","22110","East Gippsland (S)"
"250156811","Wellington (S) - Alberton","26811","25015","Wellington Shire","250","East Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297616811","26810","Wellington (S)"
"250156812","Wellington (S) - Avon","26812","25015","Wellington Shire","250","East Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297616812","26810","Wellington (S)"
"250156813","Wellington (S) - Maffra","26813","25015","Wellington Shire","250","East Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297616813","26810","Wellington (S)"
"250156814","Wellington (S) - Rosedale","26814","25015","Wellington Shire","250","East Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297616814","26810","Wellington (S)"
"250156815","Wellington (S) - Sale","26815","25015","Wellington Shire","250","East Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297616815","26810","Wellington (S)"
"255050831","Baw Baw (S) - Pt A","20831","25505","Latrobe Valley","255","Gippsland","2","Victoria","2039","Latrobe Valley (VIC)","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297610831","20830","Baw Baw (S)"
"255053811","Latrobe (C) - Moe","23811","25505","Latrobe Valley","255","Gippsland","2","Victoria","2039","Latrobe Valley (VIC)","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297613811","23810","Latrobe (C)"
"255053814","Latrobe (C) - Morwell","23814","25505","Latrobe Valley","255","Gippsland","2","Victoria","2039","Latrobe Valley (VIC)","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297613814","23810","Latrobe (C)"
"255053815","Latrobe (C) - Traralgon","23815","25505","Latrobe Valley","255","Gippsland","2","Victoria","2039","Latrobe Valley (VIC)","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297613815","23810","Latrobe (C)"
"255053818","Latrobe (C) Bal","23818","25505","Latrobe Valley","255","Gippsland","2","Victoria","2039","Latrobe Valley (VIC)","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297613818","23810","Latrobe (C)"
"255100834","Baw Baw (S) - Pt B East","20834","25510","West Gippsland","255","Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297610834","20830","Baw Baw (S)"
"255100835","Baw Baw (S) - Pt B West","20835","25510","West Gippsland","255","Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297610835","20830","Baw Baw (S)"
"255107458","Yarra Ranges (S) - Pt B","27458","25510","West Gippsland","255","Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297617458","27450","Yarra Ranges (S)"
"255108209","Mount Baw Baw Alpine Resort","28209","25510","West Gippsland","255","Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297618209","29399","Unincorporated Vic"
"255200741","Bass Coast (S) - Phillip Is.","20741","25520","South Gippsland","255","Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297610741","20740","Bass Coast (S)"
"255200744","Bass Coast (S) Bal","20744","25520","South Gippsland","255","Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297610744","20740","Bass Coast (S)"
"255206171","South Gippsland (S) - Central","26171","25520","South Gippsland","255","Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297616171","26170","South Gippsland (S)"
"255206174","South Gippsland (S) - East","26174","25520","South Gippsland","255","Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297616174","26170","South Gippsland (S)"
"255206175","South Gippsland (S) - West","26175","25520","South Gippsland","255","Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297616175","26170","South Gippsland (S)"
"255208529","French Island","28529","25520","South Gippsland","255","Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297618529","29399","Unincorporated Vic"
"255208649","Bass Strait Islands","28649","25520","South Gippsland","255","Gippsland","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297618649","29399","Unincorporated Vic"
"285019779","Migratory - Offshore - Shipping (Vic.)","29779","28501","Migratory - Offshore - Shipping (Vic.)","285","Migratory - Offshore - Shipping (Vic.)","2","Victoria","","","29","Balance of Victoria","2976","All Gippsland","29761","All Gippsland","297619779","29399","Unincorporated Vic"
"305011067","Bowen Hills","31067","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411067","31000","Brisbane (C)"
"305011143","City - Inner","31143","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411143","31000","Brisbane (C)"
"305011146","City - Remainder","31146","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411146","31000","Brisbane (C)"
"305011187","Dutton Park","31187","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411187","31000","Brisbane (C)"
"305011227","Fortitude Valley","31227","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411227","31000","Brisbane (C)"
"305011274","Herston","31274","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411274","31000","Brisbane (C)"
"305011277","Highgate Hill","31277","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411277","31000","Brisbane (C)"
"305011304","Kangaroo Point","31304","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411304","31000","Brisbane (C)"
"305011315","Kelvin Grove","31315","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411315","31000","Brisbane (C)"
"305011378","Milton","31378","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411378","31000","Brisbane (C)"
"305011421","New Farm","31421","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411421","31000","Brisbane (C)"
"305011427","Newstead","31427","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411427","31000","Brisbane (C)"
"305011454","Paddington","31454","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411454","31000","Brisbane (C)"
"305011481","Red Hill","31481","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411481","31000","Brisbane (C)"
"305011525","South Brisbane","31525","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411525","31000","Brisbane (C)"
"305011528","Spring Hill","31528","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411528","31000","Brisbane (C)"
"305011607","West End","31607","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411607","31000","Brisbane (C)"
"305011631","Woolloongabba","31631","30501","Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31041","City Core","310411631","31000","Brisbane (C)"
"305031004","Albion","31004","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421004","31000","Brisbane (C)"
"305031007","Alderley","31007","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421007","31000","Brisbane (C)"
"305031026","Ascot","31026","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421026","31000","Brisbane (C)"
"305031031","Ashgrove","31031","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421031","31000","Brisbane (C)"
"305031048","Bardon","31048","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421048","31000","Brisbane (C)"
"305031132","Chelmer","31132","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31045","Western Inner","310451132","31000","Brisbane (C)"
"305031151","Clayfield","31151","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421151","31000","Brisbane (C)"
"305031162","Corinda","31162","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31045","Western Inner","310451162","31000","Brisbane (C)"
"305031206","Enoggera","31206","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421206","31000","Brisbane (C)"
"305031241","Graceville","31241","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31045","Western Inner","310451241","31000","Brisbane (C)"
"305031244","Grange","31244","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421244","31000","Brisbane (C)"
"305031255","Hamilton","31255","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421255","31000","Brisbane (C)"
"305031271","Hendra","31271","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421271","31000","Brisbane (C)"
"305031293","Indooroopilly","31293","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31045","Western Inner","310451293","31000","Brisbane (C)"
"305031312","Kedron","31312","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421312","31000","Brisbane (C)"
"305031345","Lutwyche","31345","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421345","31000","Brisbane (C)"
"305031424","Newmarket","31424","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421424","31000","Brisbane (C)"
"305031446","Nundah","31446","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421446","31000","Brisbane (C)"
"305031506","St Lucia","31506","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31045","Western Inner","310451506","31000","Brisbane (C)"
"305031522","Sherwood","31522","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31045","Western Inner","310451522","31000","Brisbane (C)"
"305031533","Stafford","31533","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421533","31000","Brisbane (C)"
"305031536","Stafford Heights","31536","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421536","31000","Brisbane (C)"
"305031558","Taringa","31558","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31045","Western Inner","310451558","31000","Brisbane (C)"
"305031574","Toowong","31574","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31045","Western Inner","310451574","31000","Brisbane (C)"
"305031618","Wilston","31618","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421618","31000","Brisbane (C)"
"305031623","Windsor","31623","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421623","31000","Brisbane (C)"
"305031634","Wooloowin","31634","30503","Northwest Inner Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3104","Brisbane City Inner Ring","31042","Northern Inner","310421634","31000","Brisbane (C)"
"305071018","Anstead","31018","30507","Northwest Outer Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3108","Brisbane City Outer Ring","31084","Western Outer","310841018","31000","Brisbane (C)"
"305071034","Aspley","31034","30507","Northwest Outer Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3108","Brisbane City Outer Ring","31081","Northern Outer","310811034","31000","Brisbane (C)"
"305071037","Bald Hills","31037","30507","Northwest Outer Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3108","Brisbane City Outer Ring","31081","Northern Outer","310811037","31000","Brisbane (C)"
"305071045","Banyo","31045","30507","Northwest Outer Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3108","Brisbane City Outer Ring","31081","Northern Outer","310811045","31000","Brisbane (C)"
"305071053","Bellbowrie","31053","30507","Northwest Outer Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3108","Brisbane City Outer Ring","31084","Western Outer","310841053","31000","Brisbane (C)"
"305071064","Boondall","31064","30507","Northwest Outer Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3108","Brisbane City Outer Ring","31081","Northern Outer","310811064","31000","Brisbane (C)"
"305071072","Bracken Ridge","31072","30507","Northwest Outer Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3108","Brisbane City Outer Ring","31081","Northern Outer","310811072","31000","Brisbane (C)"
"305071075","Bridgeman Downs","31075","30507","Northwest Outer Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3108","Brisbane City Outer Ring","31081","Northern Outer","310811075","31000","Brisbane (C)"
"305071078","Brighton","31078","30507","Northwest Outer Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3108","Brisbane City Outer Ring","31081","Northern Outer","310811078","31000","Brisbane (C)"
"305071084","Brookfield (incl. Brisbane Forest Park)","31084","30507","Northwest Outer Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3108","Brisbane City Outer Ring","31084","Western Outer","310841084","31000","Brisbane (C)"
"305071121","Carseldine","31121","30507","Northwest Outer Brisbane","305","Brisbane","3","Queensland","","","31","Brisbane","3108","Brisbane City Outer Ring","31081","Northern Outer","310811121","31000","Brisbane (C)"
